ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5079-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_nodes,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5079-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpus,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5079-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpu_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5079-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-total_gpus,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5079-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-arrived_gpu_milli
1191,6163,3655200,6212,4119200
1191,6163,3655200,6212,4119200
1191,6163,3656200,6212,4120200
1191,6163,3656430,6212,4120430
1192,6165,3656900,6212,4120900
1192,6165,3657900,6212,4121900
1192,6165,3658900,6212,4122900
1192,6165,3659900,6212,4123900
1192,6165,3660900,6212,4124900
1192,6165,3661450,6212,4125450
1192,6165,3661920,6212,4125920
1192,6165,3661920,6212,4125920
1192,6165,3662390,6212,4126390
1192,6165,3662860,6212,4126860
1192,6165,3662860,6212,4134860
1192,6165,3662860,6212,4142860
1192,6165,3663860,6212,4143860
1192,6165,3664860,6212,4144860
1192,6165,3666860,6212,4146860
1192,6165,3666860,6212,4154860
1192,6165,3666860,6212,4162860
1192,6165,3667860,6212,4163860
1192,6165,3668860,6212,4164860
1192,6165,3669860,6212,4165860
1192,6165,3670860,6212,4166860
1192,6165,3671860,6212,4167860
1193,6167,3672860,6212,4168860
1193,6167,3672860,6212,4176860
1193,6167,3673860,6212,4177860
1193,6167,3674860,6212,4178860
1193,6167,3675860,6212,4179860
1193,6167,3676860,6212,4180860
1193,6167,3677860,6212,4181860
1193,6167,3678670,6212,4182670
1194,6169,3679670,6212,4183670
1194,6169,3680670,6212,4184670
1194,6169,3681480,6212,4185480
1194,6169,3681950,6212,4185950
1194,6169,3681950,6212,4185950
1194,6169,3682760,6212,4186760
1194,6169,3683760,6212,4187760
1194,6169,3683760,6212,4187760
1194,6169,3683760,6212,4187760
1194,6169,3684760,6212,4188760
1194,6169,3685230,6212,4189230
1194,6169,3685700,6212,4189700
1194,6169,3686700,6212,4190700
1194,6169,3687700,6212,4191700
1194,6169,3689700,6212,4193700
1194,6169,3690170,6212,4194170
1194,6169,3690640,6212,4194640
1194,6169,3691640,6212,4195640
1194,6169,3691870,6212,4195870
1194,6169,3692870,6212,4196870
1194,6169,3693870,6212,4197870
1194,6169,3694870,6212,4198870
1194,6169,3695870,6212,4199870
1194,6169,3696870,6212,4200870
1194,6169,3697240,6212,4201240
1194,6169,3697240,6212,4201240
1194,6169,3698050,6212,4202050
1194,6169,3698520,6212,4202520
1194,6169,3698840,6212,4202840
1194,6169,3699840,6212,4203840
1194,6169,3700490,6212,4204490
1194,6169,3700810,6212,4204810
1194,6169,3701810,6212,4205810
1194,6169,3701970,6212,4205970
1194,6169,3702970,6212,4206970
1194,6169,3703970,6212,4207970
1194,6169,3704970,6212,4208970
1194,6169,3705780,6212,4209780
1194,6169,3706250,6212,4210250
1194,6169,3707250,6212,4211250
1194,6169,3707250,6212,4219250
1194,6169,3707480,6212,4219480
1194,6169,3707480,6212,4227480
1194,6169,3708480,6212,4228480
1194,6169,3709070,6212,4229070
1194,6169,3709210,6212,4229210
1194,6169,3710210,6212,4230210
1194,6169,3711020,6212,4231020
1194,6169,3711830,6212,4231830
1194,6169,3712830,6212,4232830
1194,6169,3713830,6212,4233830
1194,6169,3713830,6212,4241830
1194,6169,3714830,6212,4242830
1194,6169,3715830,6212,4243830
1194,6169,3716830,6212,4244830
1194,6169,3717300,6212,4245300
1194,6169,3717770,6212,4245770
1194,6169,3718770,6212,4246770
1194,6169,3719580,6212,4247580
1194,6169,3719580,6212,4255580
1194,6169,3720390,6212,4256390
1194,6169,3720390,6212,4256390
1194,6169,3720390,6212,4264390
1194,6169,3720390,6212,4272390
1194,6169,3721200,6212,4273200
1194,6169,3722200,6212,4274200
1194,6169,3723200,6212,4275200
1194,6169,3723200,6212,4283200
1194,6169,3723200,6212,4283200
1194,6169,3723200,6212,4283200
1194,6169,3724200,6212,4284200
1194,6169,3725010,6212,4285010
1194,6169,3725820,6212,4285820
1194,6169,3726140,6212,4286140
1194,6169,3727140,6212,4287140
1194,6169,3728140,6212,4288140
1194,6169,3728610,6212,4288610
1194,6169,3728610,6212,4288610
1194,6169,3729080,6212,4289080
1194,6169,3730080,6212,4290080
1194,6169,3731080,6212,4291080
1194,6169,3731080,6212,4291080
1194,6169,3731310,6212,4291310
1194,6169,3731860,6212,4291860
1194,6169,3732860,6212,4292860
1194,6169,3733330,6212,4293330
1194,6169,3733880,6212,4293880
1194,6169,3734880,6212,4294880
1194,6169,3734880,6212,4294880
1194,6169,3735880,6212,4295880
1194,6169,3736110,6212,4296110
1194,6169,3736580,6212,4296580
1194,6169,3737050,6212,4297050
1194,6169,3737510,6212,4297510
1194,6169,3738510,6212,4298510
1194,6169,3738980,6212,4298980
1194,6169,3739980,6212,4299980
1194,6169,3740980,6212,4300980
1194,6169,3741790,6212,4301790
1194,6169,3742790,6212,4302790
1194,6169,3743790,6212,4303790
1194,6169,3744260,6212,4304260
1194,6169,3745260,6212,4305260
1194,6169,3746260,6212,4306260
1194,6169,3746850,6212,4306850
1194,6169,3746850,6212,4306850
1194,6169,3747170,6212,4307170
1194,6169,3747170,6212,4307170
1194,6169,3749170,6212,4309170
1194,6169,3749980,6212,4309980
1194,6169,3750980,6212,4310980
1194,6169,3751790,6212,4311790
1194,6169,3752790,6212,4312790
1194,6169,3752790,6212,4320790
1194,6169,3752790,6212,4320790
1194,6169,3752790,6212,4320790
1194,6169,3753600,6212,4321600
1194,6169,3754600,6212,4322600
1195,6173,3755600,6212,4323600
1195,6173,3756600,6212,4324600
1195,6173,3757070,6212,4325070
1195,6173,3758070,6212,4326070
1195,6173,3758070,6212,4326070
1195,6173,3758540,6212,4326540
1195,6173,3758760,6212,4326760
1196,6175,3759230,6212,4327230
1196,6175,3760230,6212,4328230
1196,6175,3760690,6212,4328690
1196,6175,3761690,6212,4329690
1196,6175,3765690,6212,4333690
1196,6175,3766010,6212,4334010
1196,6175,3767010,6212,4335010
1196,6175,3768010,6212,4336010
1196,6175,3768010,6212,4336010
1196,6175,3768010,6212,4336010
1196,6175,3768010,6212,4336010
1196,6175,3768820,6212,4336820
1196,6175,3769820,6212,4337820
1196,6175,3770820,6212,4338820
1196,6175,3771140,6212,4339140
1196,6175,3771140,6212,4339140
1196,6175,3772140,6212,4340140
1196,6175,3773140,6212,4341140
1196,6175,3773140,6212,4349140
1196,6175,3773140,6212,4349140
1196,6175,3774140,6212,4350140
1196,6175,3774610,6212,4350610
1196,6175,3775610,6212,4351610
1196,6175,3776080,6212,4352080
1196,6175,3780080,6212,4356080
1196,6175,3781080,6212,4357080
1196,6175,3782080,6212,4358080
1196,6175,3782400,6212,4358400
1196,6175,3783400,6212,4359400
1196,6175,3784400,6212,4360400
1196,6175,3786400,6212,4362400
1196,6175,3787400,6212,4363400
1196,6175,3788400,6212,4364400
1196,6175,3789400,6212,4365400
1196,6175,3790400,6212,4366400
1196,6175,3790400,6212,4366400
1196,6175,3791400,6212,4367400
1196,6175,3791400,6212,4367400
1196,6175,3792400,6212,4368400
1196,6175,3793400,6212,4369400
1196,6175,3794210,6212,4370210
1196,6175,3794530,6212,4370530
1196,6175,3795530,6212,4371530
1196,6175,3796000,6212,4372000
1196,6175,3796000,6212,4372000
1196,6175,3797000,6212,4373000
1196,6175,3801000,6212,4377000
1196,6175,3802000,6212,4378000
1196,6175,3802810,6212,4378810
1196,6175,3803810,6212,4379810
1196,6175,3804810,6212,4380810
1196,6175,3805620,6212,4381620
1196,6175,3805620,6212,4381620
1196,6175,3805620,6212,4389620
1196,6175,3806620,6212,4390620
1196,6175,3807090,6212,4391090
1196,6175,3807090,6212,4391090
1196,6175,3808090,6212,4392090
1196,6175,3808900,6212,4392900
1196,6175,3809900,6212,4393900
1196,6175,3810710,6212,4394710
1196,6175,3811710,6212,4395710
1196,6175,3812030,6212,4396030
1196,6175,3813030,6212,4397030
1196,6175,3814030,6212,4398030
1196,6175,3814500,6212,4398500
1196,6175,3815500,6212,4399500
1196,6175,3816310,6212,4400310
1196,6175,3817310,6212,4401310
1196,6175,3817310,6212,4401310
1196,6175,3818120,6212,4402120
1196,6175,3819120,6212,4403120
1196,6175,3819120,6212,4411120
1196,6175,3819440,6212,4411440
1196,6175,3819440,6212,4411440
1196,6175,3819600,6212,4411600
1196,6175,3820410,6212,4412410
1196,6175,3821410,6212,4413410
1196,6175,3822410,6212,4414410
1196,6175,3823410,6212,4415410
1196,6175,3824410,6212,4416410
1196,6175,3825220,6212,4417220
1196,6175,3825690,6212,4417690
1196,6175,3825690,6212,4417690
1196,6175,3826690,6212,4418690
1196,6175,3827690,6212,4419690
1196,6175,3827690,6212,4419690
1196,6175,3827690,6212,4419690
1196,6175,3827690,6212,4419690
1196,6175,3828690,6212,4420690
1196,6175,3829690,6212,4421690
1196,6175,3830500,6212,4422500
1196,6175,3830500,6212,4422500
1196,6175,3831500,6212,4423500
1196,6175,3832500,6212,4424500
1196,6175,3832960,6212,4424960
1196,6175,3832960,6212,4424960
1196,6175,3833070,6212,4425070
1196,6175,3834070,6212,4426070
1196,6175,3835070,6212,4427070
1196,6175,3835070,6212,4427070
1196,6175,3835070,6212,4427070
1196,6175,3836070,6212,4428070
1196,6175,3836290,6212,4428290
1196,6175,3836770,6212,4428770
1196,6175,3837000,6212,4429000
1196,6175,3837320,6212,4429320
1196,6175,3838130,6212,4430130
1196,6175,3839130,6212,4431130
1196,6175,3843130,6212,4435130
1196,6175,3844130,6212,4436130
1196,6175,3844130,6212,4436130
1196,6175,3845130,6212,4437130
1196,6175,3846130,6212,4438130
1196,6175,3847130,6212,4439130
1196,6175,3847130,6212,4439130
1196,6175,3847940,6212,4439940
1196,6175,3847940,6212,4439940
1196,6175,3848940,6212,4440940
1196,6175,3849940,6212,4441940
1196,6175,3851940,6212,4443940
1196,6175,3852260,6212,4444260
1196,6175,3852730,6212,4444730
1196,6175,3853730,6212,4445730
1196,6175,3854730,6212,4446730
1196,6175,3855730,6212,4447730
1196,6175,3856730,6212,4448730
1196,6175,3857730,6212,4449730
1196,6175,3858730,6212,4450730
1196,6175,3859730,6212,4451730
1196,6175,3860730,6212,4452730
1196,6175,3861540,6212,4453540
1196,6175,3862540,6212,4454540
1196,6175,3863010,6212,4455010
1196,6175,3864010,6212,4456010
1196,6175,3868010,6212,4460010
1196,6175,3868820,6212,4460820
1196,6175,3869820,6212,4461820
1196,6175,3870820,6212,4462820
1196,6175,3871820,6212,4463820
1196,6175,3872630,6212,4464630
1196,6175,3872630,6212,4464630
1196,6175,3873090,6212,4465090
1196,6175,3873900,6212,4465900
1196,6175,3874900,6212,4466900
1196,6175,3875900,6212,4467900
1196,6175,3876900,6212,4468900
1196,6175,3878900,6212,4470900
1196,6175,3879900,6212,4471900
1196,6175,3880900,6212,4472900
1196,6175,3881900,6212,4473900
1196,6175,3882900,6212,4474900
1196,6175,3883900,6212,4475900
1196,6175,3884900,6212,4476900
1196,6175,3885370,6212,4477370
1196,6175,3885840,6212,4477840
1196,6175,3886840,6212,4478840
1196,6175,3887840,6212,4479840
1196,6175,3891840,6212,4483840
1196,6175,3892310,6212,4484310
1196,6175,3893310,6212,4485310
1196,6175,3893310,6212,4493310
1196,6175,3894310,6212,4494310
1196,6175,3895310,6212,4495310
1196,6175,3896120,6212,4496120
1196,6175,3896930,6212,4496930
1196,6175,3896930,6212,4504930
1196,6175,3896930,6212,4504930
1196,6175,3896930,6212,4504930
1196,6175,3897250,6212,4505250
1196,6175,3897250,6212,4513250
1196,6175,3898060,6212,4514060
1196,6175,3898650,6212,4514650
1196,6175,3899650,6212,4515650
1197,6177,3900650,6212,4516650
1197,6177,3901650,6212,4517650
1197,6177,3902650,6212,4518650
1197,6177,3903460,6212,4519460
1197,6177,3904460,6212,4520460
1197,6177,3905460,6212,4521460
1197,6177,3906460,6212,4522460
1197,6177,3907460,6212,4523460
1197,6177,3907690,6212,4523690
1197,6177,3908160,6212,4524160
1197,6177,3909160,6212,4525160
1197,6177,3909970,6212,4525970
1197,6177,3910970,6212,4526970
1197,6177,3911970,6212,4527970
1197,6177,3912970,6212,4528970
1197,6177,3912970,6212,4528970
1197,6177,3913440,6212,4529440
1197,6177,3914250,6212,4530250
1197,6177,3915250,6212,4531250
1197,6177,3916250,6212,4532250
1197,6177,3916900,6212,4532900
1197,6177,3916900,6212,4532900
1197,6177,3917370,6212,4533370
1197,6177,3918370,6212,4534370
1197,6177,3919370,6212,4535370
1197,6177,3919370,6212,4535370
1197,6177,3920370,6212,4536370
1197,6177,3921370,6212,4537370
1197,6177,3921370,6212,4537370
1197,6177,3922180,6212,4538180
1197,6177,3922180,6212,4546180
1197,6177,3923180,6212,4547180
1197,6177,3923180,6212,4547180
1197,6177,3923990,6212,4547990
1197,6177,3924800,6212,4548800
1197,6177,3925800,6212,4549800
1197,6177,3926800,6212,4550800
1197,6177,3928800,6212,4552800
1197,6177,3929270,6212,4553270
1197,6177,3930270,6212,4554270
1197,6177,3930500,6212,4554500
1197,6177,3930500,6212,4562500
1197,6177,3931500,6212,4563500
1197,6177,3931500,6212,4563500
1197,6177,3932500,6212,4564500
1197,6177,3933500,6212,4565500
1197,6177,3933500,6212,4565500
1197,6177,3934500,6212,4566500
1197,6177,3935500,6212,4567500
1197,6177,3935500,6212,4567500
1198,6179,3935970,6212,4567970
1198,6179,3936620,6212,4568620
1198,6179,3937430,6212,4569430
1198,6179,3937430,6212,4569430
1198,6179,3937430,6212,4569430
1198,6179,3937660,6212,4569660
1198,6179,3938660,6212,4570660
1198,6179,3939660,6212,4571660
1198,6179,3940660,6212,4572660
1198,6179,3940660,6212,4572660
1198,6179,3941250,6212,4573250
1198,6179,3941250,6212,4573250
1198,6179,3942250,6212,4574250
1198,6179,3943250,6212,4575250
1198,6179,3943250,6212,4583250
1198,6179,3943250,6212,4583250
1198,6179,3943570,6212,4583570
1198,6179,3943570,6212,4591570
1198,6179,3944570,6212,4592570
1198,6179,3945570,6212,4593570
1198,6179,3946570,6212,4594570
1198,6179,3947570,6212,4595570
1198,6179,3949570,6212,4597570
1198,6179,3950570,6212,4598570
1198,6179,3951570,6212,4599570
1198,6179,3951570,6212,4599570
1198,6179,3952570,6212,4600570
1198,6179,3953380,6212,4601380
1198,6179,3953380,6212,4601380
1198,6179,3953380,6212,4601380
1198,6179,3954380,6212,4602380
1198,6179,3955190,6212,4603190
1198,6179,3956000,6212,4604000
1198,6179,3957000,6212,4605000
1198,6179,3957460,6212,4605460
1198,6179,3957920,6212,4605920
1198,6179,3958390,6212,4606390
1198,6179,3959390,6212,4607390
1198,6179,3959390,6212,4607390
1198,6179,3960200,6212,4608200
1198,6179,3964200,6212,4612200
1198,6179,3965010,6212,4613010
1198,6179,3966010,6212,4614010
1198,6179,3966480,6212,4614480
1198,6179,3967290,6212,4615290
1198,6179,3968290,6212,4616290
1198,6179,3968450,6212,4616450
1198,6179,3968450,6212,4624450
1198,6179,3970450,6212,4626450
1198,6179,3970450,6212,4634450
1198,6179,3971450,6212,4635450
1198,6179,3972450,6212,4636450
1198,6179,3973450,6212,4637450
1198,6179,3973770,6212,4637770
1198,6179,3973770,6212,4637770
1198,6179,3974770,6212,4638770
1198,6179,3975770,6212,4639770
1198,6179,3976580,6212,4640580
1198,6179,3977580,6212,4641580
1198,6179,3978580,6212,4642580
1198,6179,3979580,6212,4643580
1198,6179,3980580,6212,4644580
1198,6179,3981050,6212,4645050
1198,6179,3981860,6212,4645860
1198,6179,3982860,6212,4646860
1198,6179,3983670,6212,4647670
1198,6179,3984670,6212,4648670
1198,6179,3988670,6212,4652670
1198,6179,3988670,6212,4660670
1198,6179,3988670,6212,4668670
1198,6179,3988670,6212,4668670
1199,6181,3989670,6212,4669670
1199,6181,3990670,6212,4670670
1199,6181,3991670,6212,4671670
1199,6181,3991670,6212,4671670
1199,6181,3992140,6212,4672140
1199,6181,3993140,6212,4673140
1199,6181,3993140,6212,4673140
1199,6181,3994140,6212,4674140
1199,6181,3995140,6212,4675140
1199,6181,3996140,6212,4676140
1199,6181,3997140,6212,4677140
1199,6181,3998140,6212,4678140
1199,6181,3998950,6212,4678950
1199,6181,3999430,6212,4679430
1199,6181,3999900,6212,4679900
1199,6181,4001900,6212,4681900
1199,6181,4001900,6212,4681900
1199,6181,4002710,6212,4682710
1199,6181,4003710,6212,4683710
1199,6181,4004710,6212,4684710
1199,6181,4004710,6212,4684710
1199,6181,4004710,6212,4692710
1199,6181,4004710,6212,4700710
1199,6181,4005710,6212,4701710
1199,6181,4005710,6212,4701710
1199,6181,4005710,6212,4701710
1199,6181,4005710,6212,4709710
1199,6181,4006710,6212,4710710
1199,6181,4006710,6212,4710710
1199,6181,4007710,6212,4711710
1199,6181,4008710,6212,4712710
1199,6181,4009520,6212,4713520
1199,6181,4010330,6212,4714330
1199,6181,4011330,6212,4715330
1199,6181,4011330,6212,4723330
1199,6181,4012330,6212,4724330
1199,6181,4013330,6212,4725330
1199,6181,4014330,6212,4726330
1199,6181,4014770,6212,4726770
1199,6181,4015580,6212,4727580
1199,6181,4016580,6212,4728580
1199,6181,4017580,6212,4729580
1199,6181,4018050,6212,4730050
1199,6181,4018520,6212,4730520
1199,6181,4019520,6212,4731520
1199,6181,4021520,6212,4733520
1199,6181,4021520,6212,4733520
1199,6181,4022330,6212,4734330
1199,6181,4023140,6212,4735140
1199,6181,4024140,6212,4736140
1199,6181,4025140,6212,4737140
1199,6181,4025790,6212,4737790
1199,6181,4026790,6212,4738790
1199,6181,4027790,6212,4739790
1199,6181,4029790,6212,4741790
1199,6181,4029790,6212,4741790
1199,6181,4030010,6212,4742010
1199,6181,4030010,6212,4750010
1199,6181,4030660,6212,4750660
1199,6181,4030660,6212,4758660
1199,6181,4031130,6212,4759130
1199,6181,4031130,6212,4759130
1199,6181,4031360,6212,4759360
1199,6181,4031590,6212,4759590
1200,6183,4032590,6212,4760590
1200,6183,4033590,6212,4761590
1200,6183,4034400,6212,4762400
1200,6183,4036400,6212,4764400
1200,6183,4037400,6212,4765400
1200,6183,4038400,6212,4766400
1200,6183,4039210,6212,4767210
1200,6183,4040210,6212,4768210
1200,6183,4041210,6212,4769210
1200,6183,4042210,6212,4770210
1200,6183,4042530,6212,4770530
1200,6183,4043530,6212,4771530
1200,6183,4044530,6212,4772530
1200,6183,4045530,6212,4773530
1200,6183,4047530,6212,4775530
1200,6183,4048530,6212,4776530
1200,6183,4049530,6212,4777530
1200,6183,4049530,6212,4777530
1200,6183,4049530,6212,4777530
1200,6183,4049530,6212,4785530
1200,6183,4050000,6212,4786000
1200,6183,4050000,6212,4794000
1200,6183,4051000,6212,4795000
1200,6183,4052000,6212,4796000
1200,6183,4053000,6212,4797000
1200,6183,4054000,6212,4798000
1200,6183,4054220,6212,4798220
1200,6183,4055220,6212,4799220
1200,6183,4055220,6212,4799220
1200,6183,4057220,6212,4801220
1200,6183,4058220,6212,4802220
1200,6183,4059030,6212,4803030
1200,6183,4059030,6212,4803030
1200,6183,4060030,6212,4804030
1200,6183,4060840,6212,4804840
1200,6183,4061650,6212,4805650
1200,6183,4065650,6212,4809650
1200,6183,4067650,6212,4811650
1200,6183,4068650,6212,4812650
1200,6183,4069300,6212,4813300
1200,6183,4069460,6212,4813460
1200,6183,4070460,6212,4814460
1200,6183,4070930,6212,4814930
1200,6183,4071740,6212,4815740
1200,6183,4072060,6212,4816060
1200,6183,4072650,6212,4816650
1200,6183,4073650,6212,4817650
1200,6183,4074240,6212,4818240
1200,6183,4074710,6212,4818710
1200,6183,4074710,6212,4818710
1200,6183,4074710,6212,4818710
1200,6183,4075710,6212,4819710
1200,6183,4076710,6212,4820710
1200,6183,4077030,6212,4821030
1200,6183,4077350,6212,4821350
1200,6183,4078350,6212,4822350
1200,6183,4078820,6212,4822820
1200,6183,4079040,6212,4823040
1200,6183,4079850,6212,4823850
1200,6183,4080320,6212,4824320
1200,6183,4081320,6212,4825320
1200,6183,4082320,6212,4826320
1200,6183,4083320,6212,4827320
1200,6183,4083320,6212,4827320
1200,6183,4084320,6212,4828320
1200,6183,4084320,6212,4836320
1200,6183,4085130,6212,4837130
1200,6183,4086130,6212,4838130
1200,6183,4086130,6212,4846130
1200,6183,4086600,6212,4846600
1200,6183,4087070,6212,4847070
1200,6183,4087530,6212,4847530
1200,6183,4088530,6212,4848530
1200,6183,4089530,6212,4849530
1200,6183,4090530,6212,4850530
1200,6183,4091000,6212,4851000
1200,6183,4092000,6212,4852000
1200,6183,4093000,6212,4853000
1200,6183,4093810,6212,4853810
1200,6183,4095810,6212,4855810
1200,6183,4096270,6212,4856270
1200,6183,4097270,6212,4857270
1200,6183,4098270,6212,4858270
1200,6183,4098740,6212,4858740
1200,6183,4099740,6212,4859740
1200,6183,4099740,6212,4859740
1200,6183,4100740,6212,4860740
1200,6183,4101740,6212,4861740
1200,6183,4101900,6212,4861900
1200,6183,4102900,6212,4862900
1200,6183,4103900,6212,4863900
1200,6183,4103900,6212,4863900
1200,6183,4104900,6212,4864900
1200,6183,4104900,6212,4864900
1200,6183,4105900,6212,4865900
1200,6183,4106550,6212,4866550
1200,6183,4106920,6212,4866920
1200,6183,4107920,6212,4867920
1200,6183,4108920,6212,4868920
1200,6183,4109920,6212,4869920
1201,6184,4110920,6212,4870920
1201,6184,4111920,6212,4871920
1201,6184,4112920,6212,4872920
1201,6184,4114920,6212,4874920
1201,6184,4115920,6212,4875920
1201,6184,4116570,6212,4876570
1201,6184,4117570,6212,4877570
1201,6184,4117570,6212,4877570
1201,6184,4118040,6212,4878040
1201,6184,4119040,6212,4879040
1201,6184,4120040,6212,4880040
1201,6184,4122040,6212,4882040
1201,6184,4123040,6212,4883040
1201,6184,4123510,6212,4883510
1201,6184,4124510,6212,4884510
1201,6184,4125510,6212,4885510
1201,6184,4126510,6212,4886510
1201,6184,4126740,6212,4886740
1201,6184,4127740,6212,4887740
1201,6184,4127740,6212,4887740
1201,6184,4128550,6212,4888550
1201,6184,4129550,6212,4889550
1201,6184,4130550,6212,4890550
1201,6184,4130550,6212,4898550
1201,6184,4130550,6212,4898550
1201,6184,4130550,6212,4898550
1201,6184,4131360,6212,4899360
1201,6184,4131360,6212,4899360
1201,6184,4132360,6212,4900360
1201,6184,4132360,6212,4900360
1201,6184,4132360,6212,4908360
1201,6184,4132830,6212,4908830
1201,6184,4132830,6212,4908830
1201,6184,4133830,6212,4909830
1201,6184,4134640,6212,4910640
1201,6184,4135110,6212,4911110
1201,6184,4135920,6212,4911920
1201,6184,4136920,6212,4912920
1201,6184,4137920,6212,4913920
1201,6184,4138390,6212,4914390
1201,6184,4139390,6212,4915390
1201,6184,4140390,6212,4916390
1201,6184,4140860,6212,4916860
1201,6184,4140860,6212,4916860
1201,6184,4141860,6212,4917860
1201,6184,4142510,6212,4918510
1201,6184,4146510,6212,4922510
1201,6184,4147510,6212,4923510
1201,6184,4147970,6212,4923970
1201,6184,4147970,6212,4923970
1201,6184,4148780,6212,4924780
1201,6184,4148780,6212,4932780
1201,6184,4149250,6212,4933250
1202,6188,4153250,6212,4937250
1202,6188,4154250,6212,4938250
1203,6189,4154580,6212,4938580
1203,6189,4155390,6212,4939390
1203,6189,4155940,6212,4939940
1203,6189,4155940,6212,4939940
1203,6189,4156170,6212,4940170
1203,6189,4156170,6212,4940170
1203,6189,4157170,6212,4941170
1203,6189,4157170,6212,4941170
1203,6189,4157820,6212,4941820
1203,6189,4158050,6212,4942050
1203,6189,4162050,6212,4946050
1203,6189,4163050,6212,4947050
1203,6189,4164050,6212,4948050
1203,6189,4164050,6212,4948050
1203,6189,4165050,6212,4949050
1203,6189,4165860,6212,4949860
1203,6189,4165860,6212,4949860
1203,6189,4166330,6212,4950330
1203,6189,4167140,6212,4951140
1203,6189,4167370,6212,4951370
1203,6189,4167530,6212,4951530
1203,6189,4168530,6212,4952530
1203,6189,4169340,6212,4953340
1203,6189,4170150,6212,4954150
1203,6189,4170150,6212,4962150
1203,6189,4170150,6212,4970150
1203,6189,4171150,6212,4971150
1203,6189,4172150,6212,4972150
1203,6189,4172620,6212,4972620
1203,6189,4176620,6212,4976620
1203,6189,4177080,6212,4977080
1203,6189,4178080,6212,4978080
1203,6189,4179080,6212,4979080
1203,6189,4181080,6212,4981080
1203,6189,4181400,6212,4981400
1203,6189,4182400,6212,4982400
1203,6189,4186400,6212,4986400
1203,6189,4186870,6212,4986870
1203,6189,4186870,6212,4986870
1203,6189,4186870,6212,4986870
1203,6189,4187190,6212,4987190
1203,6189,4188000,6212,4988000
1203,6189,4189000,6212,4989000
1203,6189,4190000,6212,4990000
1203,6189,4191000,6212,4991000
1203,6189,4191000,6212,4991000
1203,6189,4191320,6212,4991320
1203,6189,4191780,6212,4991780
1203,6189,4192590,6212,4992590
1203,6189,4193400,6212,4993400
1203,6189,4194400,6212,4994400
1203,6189,4194400,6212,4994400
1203,6189,4195400,6212,4995400
1203,6189,4196050,6212,4996050
1204,6193,4197050,6212,4997050
1204,6193,4198050,6212,4998050
1204,6193,4199050,6212,4999050
1204,6193,4200050,6212,5000050
1204,6193,4200520,6212,5000520
1204,6193,4201330,6212,5001330
1204,6193,4202330,6212,5002330
1204,6193,4202330,6212,5002330
1204,6193,4202560,6212,5002560
1204,6193,4203030,6212,5003030
1204,6193,4204030,6212,5004030
1204,6193,4204840,6212,5004840
1204,6193,4205650,6212,5005650
1204,6193,4206460,6212,5006460
1204,6193,4207460,6212,5007460
1204,6193,4207930,6212,5007930
1204,6193,4207930,6212,5007930
1204,6193,4208930,6212,5008930
1204,6193,4212930,6212,5012930
1204,6193,4212930,6212,5012930
1204,6193,4212930,6212,5012930
1204,6193,4212930,6212,5020930
1204,6193,4213930,6212,5021930
1204,6193,4214930,6212,5022930
1204,6193,4215400,6212,5023400
1204,6193,4216050,6212,5024050
1204,6193,4217050,6212,5025050
1204,6193,4217860,6212,5025860
1204,6193,4218670,6212,5026670
1204,6193,4219140,6212,5027140
1204,6193,4219140,6212,5027140
1204,6193,4220140,6212,5028140
1204,6193,4221140,6212,5029140
1204,6193,4221140,6212,5029140
1204,6193,4221140,6212,5029140
1204,6193,4223140,6212,5031140
1204,6193,4223140,6212,5039140
1204,6193,4225140,6212,5041140
1204,6193,4226140,6212,5042140
1204,6193,4227140,6212,5043140
1204,6193,4228140,6212,5044140
1204,6193,4229140,6212,5045140
1204,6193,4230140,6212,5046140
1204,6193,4230790,6212,5046790
1204,6193,4231260,6212,5047260
1204,6193,4231580,6212,5047580
1204,6193,4232390,6212,5048390
1204,6193,4233200,6212,5049200
1204,6193,4234200,6212,5050200
1204,6193,4235010,6212,5051010
1204,6193,4236010,6212,5052010
1204,6193,4236010,6212,5052010
1204,6193,4236820,6212,5052820
1204,6193,4237820,6212,5053820
1204,6193,4238290,6212,5054290
1204,6193,4238290,6212,5062290
1204,6193,4238760,6212,5062760
1204,6193,4239760,6212,5063760
1204,6193,4240760,6212,5064760
1204,6193,4241760,6212,5065760
1204,6193,4242760,6212,5066760
1204,6193,4242760,6212,5066760
1204,6193,4243760,6212,5067760
1204,6193,4243760,6212,5075760
1204,6193,4244220,6212,5076220
1204,6193,4244220,6212,5076220
1204,6193,4244870,6212,5076870
1204,6193,4244870,6212,5076870
1204,6193,4245870,6212,5077870
1204,6193,4246090,6212,5078090
1204,6193,4247090,6212,5079090
