ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9dac-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9dac-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_ratio,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9dac-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_q124,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9dac-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9dac-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_ratio
1148722.88,46.28,20.25,593399.49,23.91
1148458.32,46.29,20.26,593302.53,23.91
1148193.76,46.3,20.27,593289.41,23.92
1147946.89,46.31,20.27,594022.72,23.96
1147946.89,46.31,20.27,594022.72,23.96
1147870.64,46.32,20.29,594473.17,23.99
1147604.92,46.33,20.29,594554.29,24.0
1147340.37,46.33,20.3,594519.21,24.01
1147340.37,46.33,20.3,594519.21,24.01
1147074.65,46.34,20.31,594342.27,24.01
1147074.65,46.34,20.31,595072.73,24.04
1147074.65,46.34,20.31,595016.36,24.04
1146808.93,46.35,20.32,594977.84,24.05
1147922.73,46.4,20.36,596228.08,24.1
1147661.66,46.4,20.37,596147.99,24.1
1147584.24,46.42,20.38,596428.98,24.12
1147511.48,46.43,20.4,596333.5,24.13
1147511.48,46.43,20.4,596333.5,24.13
1147511.48,46.43,20.4,596578.52,24.14
1147246.92,46.44,20.4,596542.09,24.15
1146820.52,46.43,20.4,595972.71,24.13
1146820.52,46.43,20.4,595972.71,24.13
1146538.34,46.42,20.39,595612.05,24.12
1146326.72,46.43,20.4,595126.86,24.11
1146061.0,46.44,20.41,595357.71,24.13
1146141.13,46.46,20.42,596625.46,24.18
1146141.13,46.46,20.42,596577.0,24.18
1146141.13,46.46,20.42,596577.0,24.18
1145875.41,46.47,20.43,596566.45,24.19
1145609.69,46.47,20.44,596416.81,24.19
1146930.09,46.54,20.5,599490.76,24.32
1146669.01,46.54,20.51,599482.46,24.33
1146596.25,46.56,20.52,599615.9,24.35
1146335.18,46.57,20.53,599917.84,24.37
1146070.62,46.57,20.54,599894.33,24.38
1146070.62,46.57,20.54,599730.26,24.37
1145804.9,46.58,20.55,600884.9,24.43
1145867.34,46.6,20.56,600858.64,24.43
1145601.62,46.6,20.57,600824.54,24.44
1145335.9,46.61,20.58,601016.98,24.46
1144620.1,46.6,20.57,600492.79,24.45
1144681.38,46.62,20.59,601090.66,24.48
1144415.66,46.63,20.59,600670.45,24.47
1144149.94,46.63,20.6,600642.47,24.48
1145845.55,46.7,20.67,601841.47,24.53
1146120.67,46.72,20.69,602855.8,24.57
1145626.51,46.71,20.68,602530.36,24.57
1145432.54,46.71,20.68,602880.97,24.59
1145439.51,46.71,20.68,603598.42,24.61
1145174.95,46.72,20.69,603575.29,24.62
1144913.88,46.73,20.69,603521.33,24.63
1144913.88,46.73,20.69,603521.33,24.63
1144979.81,46.74,20.71,603506.24,24.64
1144979.81,46.74,20.71,603523.4,24.64
1144979.81,46.74,20.71,603523.4,24.64
1144979.81,46.74,20.71,603492.62,24.64
1144723.51,46.75,20.72,603417.41,24.64
1144723.51,46.75,20.72,603417.41,24.64
1144723.51,46.75,20.72,603417.41,24.64
1144723.51,46.75,20.72,603417.41,24.64
1144901.98,46.77,20.73,603449.51,24.65
1144901.98,46.77,20.73,603449.51,24.65
1144901.98,46.77,20.73,603449.51,24.65
1144901.98,46.77,20.73,603463.73,24.65
1144636.26,46.78,20.74,603341.49,24.66
1144389.39,46.79,20.75,603115.48,24.66
1144281.08,46.78,20.75,603009.05,24.65
1144016.53,46.79,20.76,602982.21,24.66
1144082.45,46.81,20.77,602963.72,24.67
1143967.98,46.82,20.78,602910.3,24.67
1143748.27,46.81,20.78,602663.63,24.67
1143483.71,46.82,20.79,602657.02,24.68
1143406.3,46.83,20.8,603066.42,24.7
1143142.5,46.84,20.81,602771.68,24.7
1143329.32,46.86,20.82,602856.19,24.71
1143329.32,46.86,20.82,602856.19,24.71
1143068.25,46.87,20.83,603170.43,24.73
1142802.53,46.87,20.84,603580.64,24.76
1142536.81,46.88,20.85,604052.36,24.79
1142536.81,46.88,20.85,604052.36,24.79
1142276.9,46.89,20.86,606212.61,24.89
1142276.9,46.89,20.86,606178.69,24.88
1142015.83,46.9,20.87,607616.14,24.95
1141751.27,46.91,20.87,607665.11,24.97
1141612.58,46.91,20.87,607204.15,24.95
1141739.21,46.93,20.9,608101.36,25.0
1141478.14,46.94,20.9,608206.55,25.01
1140422.23,46.97,20.94,608468.92,25.06
1140134.05,46.98,20.95,608591.67,25.08
1139868.33,46.99,20.96,608549.06,25.09
1139602.61,47.0,20.96,609295.66,25.13
1139341.54,47.01,20.97,609569.79,25.15
1139076.98,47.01,20.98,609533.36,25.16
1139004.21,47.03,20.99,609482.0,25.16
1139004.21,47.03,20.99,609482.0,25.16
1139279.33,47.04,21.01,610666.58,25.22
1139242.62,47.05,21.01,612044.06,25.27
1139424.57,47.06,21.03,613641.95,25.35
1139351.81,47.08,21.04,613647.98,25.35
1139529.11,47.09,21.06,614667.93,25.4
1139324.16,47.09,21.05,614470.15,25.4
1139510.89,47.1,21.07,615297.43,25.44
1139245.17,47.11,21.08,615188.59,25.44
1139245.17,47.11,21.08,615149.06,25.44
1139060.62,47.11,21.08,616113.68,25.48
1138772.44,47.12,21.09,616511.47,25.51
1139048.72,47.14,21.1,616477.33,25.51
1139048.72,47.14,21.1,616477.33,25.51
1139951.81,47.18,21.15,616796.82,25.53
1139954.08,47.19,21.16,618565.02,25.61
1139767.25,47.2,21.17,618596.42,25.62
1139767.25,47.2,21.17,618596.42,25.62
1139689.84,47.21,21.18,619095.02,25.65
1139554.13,47.21,21.18,619170.02,25.65
1140268.97,47.26,21.23,619524.39,25.68
1140317.28,47.26,21.23,619581.57,25.68
1140428.45,47.27,21.24,620342.95,25.71
1141104.51,47.32,21.28,620412.7,25.73
1141142.21,47.32,21.29,622688.18,25.82
1140881.14,47.33,21.29,622671.13,25.83
1140616.58,47.34,21.3,622704.54,25.84
1139963.38,47.33,21.3,622042.47,25.83
1139698.83,47.34,21.31,622013.24,25.84
1139992.8,47.36,21.32,623477.79,25.9
1139992.8,47.36,21.32,623477.79,25.9
1139727.08,47.36,21.33,622758.68,25.88
1139461.36,47.37,21.34,622778.64,25.89
1139057.79,47.37,21.33,622387.88,25.88
1138793.23,47.37,21.34,622355.38,25.89
1138527.51,47.38,21.35,622602.68,25.91
1138266.44,47.39,21.36,623287.01,25.95
1138266.44,47.39,21.36,623287.01,25.95
1138843.07,47.44,21.4,623279.13,25.96
1138578.51,47.44,21.41,623238.79,25.97
1138501.1,47.46,21.43,623207.33,25.98
1138428.33,47.47,21.44,623178.56,25.99
1138162.61,47.48,21.45,623548.3,26.01
1138162.61,47.48,21.45,623548.3,26.01
1137906.32,47.49,21.46,624113.49,26.05
1138260.51,47.51,21.48,624998.03,26.09
1137999.44,47.52,21.49,624988.13,26.1
1137999.44,47.52,21.49,624949.0,26.1
1138186.26,47.54,21.51,625033.82,26.11
1139418.16,47.61,21.58,628186.56,26.25
1139152.44,47.62,21.59,628661.9,26.28
1138887.88,47.63,21.6,628692.24,26.29
1138887.88,47.63,21.6,628666.64,26.29
1138927.85,47.64,21.61,628635.43,26.3
1138663.3,47.65,21.62,628602.86,26.31
1138590.53,47.66,21.63,628847.67,26.32
1138324.81,47.67,21.64,628823.29,26.33
1138506.76,47.69,21.66,628812.9,26.34
1138315.16,47.7,21.67,628740.74,26.35
1138238.91,47.71,21.68,628735.28,26.36
1137977.83,47.72,21.69,628734.67,26.37
1137977.83,47.72,21.69,628734.67,26.37
1138293.88,47.74,21.71,629503.62,26.4
1137920.17,47.74,21.7,629209.42,26.4
1137847.4,47.75,21.72,629170.42,26.4
1137847.4,47.75,21.72,629170.42,26.4
1137563.86,47.76,21.73,629438.81,26.42
1137276.84,47.76,21.73,629465.18,26.44
1137276.84,47.76,21.73,629485.22,26.44
1138763.52,47.84,21.81,631528.69,26.53
1138497.8,47.85,21.82,632001.09,26.56
1138674.3,47.87,21.84,632432.08,26.59
1138409.74,47.88,21.85,632541.22,26.61
1138588.21,47.9,21.87,632512.55,26.61
1138327.13,47.91,21.88,633459.08,26.66
1138509.09,47.93,21.9,633407.56,26.66
1138126.06,47.92,21.89,633376.66,26.67
1138126.06,47.92,21.89,633376.66,26.67
1139578.22,48.0,21.97,635662.48,26.77
1138761.13,47.99,21.96,634858.34,26.75
1138999.19,48.0,21.97,636028.19,26.81
1138958.28,48.0,21.97,636050.11,26.81
1138596.38,48.0,21.96,635797.26,26.8
1138085.54,47.99,21.96,635768.42,26.81
1138264.0,48.0,21.97,635788.41,26.81
1138380.7,48.02,21.99,635895.89,26.82
1138045.15,48.01,21.98,635607.29,26.82
1137780.6,48.02,21.99,635610.43,26.83
1137568.98,48.04,22.0,636184.28,26.86
1137759.29,48.05,22.02,636575.89,26.89
1137455.8,48.05,22.02,636198.9,26.87
1137144.21,48.05,22.01,635713.86,26.86
1136879.66,48.05,22.02,635747.44,26.87
1136445.5,48.05,22.01,635284.38,26.86
1136627.45,48.07,22.03,635288.18,26.86
1136823.61,48.08,22.05,635567.44,26.88
1136823.61,48.08,22.05,635567.44,26.88
1136557.89,48.09,22.06,636092.66,26.92
1136632.79,48.1,22.07,636159.29,26.92
1136632.79,48.1,22.07,636159.29,26.92
1136582.79,48.1,22.07,636109.29,26.92
1136318.23,48.11,22.08,636080.05,26.93
1136052.51,48.12,22.09,636077.28,26.94
1136052.51,48.12,22.09,636077.28,26.94
1135523.4,48.14,22.1,636079.77,26.97
1135149.68,48.13,22.1,635785.57,26.96
1134703.2,48.13,22.1,634818.62,26.93
1134625.78,48.15,22.11,634681.43,26.93
1134553.02,48.16,22.12,634741.51,26.94
1134476.77,48.17,22.14,634731.16,26.95
1134376.89,48.19,22.15,635785.98,27.01
1134111.17,48.2,22.16,636498.64,27.05
1134118.14,48.2,22.16,638014.08,27.11
1134041.89,48.21,22.17,638005.84,27.12
1134041.89,48.21,22.17,637976.1,27.12
1134041.89,48.21,22.17,637976.1,27.12
1133547.74,48.2,22.16,637650.66,27.11
1133903.86,48.22,22.18,637438.96,27.11
1133638.14,48.23,22.19,637399.3,27.12
1133638.14,48.23,22.19,637348.93,27.12
1133993.96,48.25,22.21,637891.57,27.14
1133895.24,48.26,22.23,637874.12,27.15
1133634.17,48.27,22.24,637831.27,27.16
1133812.16,48.3,22.26,639005.66,27.22
1134223.48,48.33,22.3,638542.89,27.21
1134311.54,48.36,22.32,638811.93,27.23
1134085.22,48.36,22.32,638989.18,27.25
1133824.15,48.37,22.33,638962.95,27.26
1133917.22,48.38,22.35,640015.39,27.31
1133917.22,48.38,22.35,640015.39,27.31
1133652.66,48.39,22.36,640033.31,27.32
1133575.25,48.41,22.37,640402.46,27.35
1133770.33,48.42,22.39,640786.25,27.37
1133509.26,48.43,22.4,640791.17,27.38
1133409.38,48.45,22.41,641037.94,27.4
1132883.75,48.47,22.43,641046.73,27.42
1132883.75,48.47,22.43,641046.73,27.42
1132883.75,48.47,22.43,641046.73,27.42
1132883.75,48.47,22.43,641024.11,27.42
1132595.57,48.47,22.44,640964.44,27.43
1132312.03,48.48,22.45,640944.08,27.44
1132046.31,48.49,22.46,641790.84,27.49
1132046.31,48.49,22.46,641790.84,27.49
1131780.59,48.5,22.47,642837.88,27.55
1132056.87,48.52,22.49,642836.62,27.55
1132056.87,48.52,22.49,642836.62,27.55
1131792.32,48.53,22.5,642814.14,27.56
1131792.32,48.53,22.5,642814.14,27.56
1131796.96,48.53,22.5,642996.41,27.57
1131623.02,48.54,22.51,642412.17,27.56
1131623.02,48.54,22.51,642412.17,27.56
1131251.12,48.53,22.5,642203.68,27.55
1131336.26,48.54,22.51,642184.44,27.55
1131014.97,48.54,22.5,642195.11,27.56
1131014.97,48.54,22.5,642195.11,27.56
1131014.97,48.54,22.5,642195.11,27.56
1131014.97,48.54,22.5,642195.11,27.56
1130522.33,48.53,22.5,642453.28,27.58
1130266.03,48.54,22.51,642351.27,27.59
1131363.78,48.59,22.55,644883.95,27.69
1130905.57,48.58,22.55,644637.37,27.69
1130639.85,48.59,22.56,644859.59,27.72
1130481.54,48.59,22.56,645265.37,27.73
1130408.78,48.6,22.57,645246.73,27.74
1130350.22,48.62,22.59,644624.82,27.73
1130528.68,48.64,22.6,644593.72,27.73
1130154.97,48.63,22.6,644299.52,27.72
1130123.39,48.64,22.61,643700.96,27.71
1130045.98,48.66,22.62,643931.54,27.73
1129780.26,48.67,22.63,643854.26,27.74
1129972.53,48.7,22.66,643835.54,27.75
1130180.97,48.71,22.68,643695.7,27.74
1129948.17,48.72,22.69,643775.91,27.76
1129725.96,48.74,22.7,643639.74,27.77
1129903.27,48.75,22.72,643623.43,27.77
1129628.12,48.76,22.73,644829.11,27.84
1129555.36,48.78,22.74,644817.28,27.84
1129294.29,48.79,22.75,644798.85,27.86
1129006.1,48.79,22.76,645110.88,27.88
1129745.78,48.85,22.82,646409.97,27.95
1129462.25,48.86,22.83,646396.06,27.96
1129016.92,48.85,22.82,646016.11,27.95
1128755.85,48.86,22.83,645997.08,27.96
1128755.85,48.86,22.83,645948.63,27.96
1129024.18,48.88,22.84,647017.97,28.01
1128763.11,48.89,22.85,646704.48,28.01
1128763.11,48.89,22.85,646704.48,28.01
1128528.21,48.88,22.85,647122.31,28.03
1128764.88,48.89,22.86,650203.29,28.16
1128551.11,48.89,22.86,650027.58,28.16
1128485.38,48.9,22.87,649849.15,28.16
1128219.66,48.91,22.88,649833.14,28.17
1127953.94,48.92,22.89,650039.29,28.19
1128314.97,48.94,22.91,650298.28,28.21
1129465.78,49.01,22.98,650900.21,28.25
1129465.78,49.01,22.98,650900.21,28.25
1129465.78,49.01,22.98,650900.21,28.25
1129177.59,49.02,22.99,651039.15,28.26
1129061.9,49.04,23.01,650901.14,28.27
1129067.16,49.04,23.01,650466.9,28.26
1129067.16,49.04,23.01,650466.9,28.26
1128778.98,49.05,23.02,650400.25,28.26
1128526.07,49.06,23.03,650630.28,28.29
1128526.07,49.06,23.03,650630.28,28.29
1128526.07,49.06,23.03,650637.58,28.29
1128261.52,49.07,23.04,650645.64,28.3
1127996.96,49.08,23.05,650669.14,28.31
1127996.96,49.08,23.05,650669.14,28.31
1127732.4,49.09,23.06,650623.01,28.32
1127471.33,49.1,23.07,650601.32,28.33
1127205.61,49.11,23.08,651219.67,28.37
1127205.61,49.11,23.08,651219.67,28.37
1127205.61,49.11,23.08,651219.67,28.37
1127391.27,49.13,23.1,651827.58,28.41
1127452.55,49.15,23.12,651460.9,28.4
1127187.99,49.16,23.13,651425.17,28.41
1127101.15,49.17,23.14,652340.99,28.46
1127279.62,49.19,23.16,652411.4,28.47
1127879.46,49.24,23.21,652421.29,28.48
1128065.13,49.25,23.22,652695.45,28.5
1128251.86,49.27,23.24,652643.44,28.5
1128251.86,49.27,23.24,652643.44,28.5
1128430.32,49.29,23.26,652523.96,28.5
1128169.25,49.3,23.27,652502.63,28.51
1128426.66,49.33,23.3,652793.86,28.54
1128426.66,49.33,23.3,652793.86,28.54
1128426.66,49.33,23.3,652793.86,28.54
1128550.51,49.36,23.33,652884.07,28.56
1128718.64,49.39,23.36,653056.08,28.58
1128452.92,49.4,23.37,653077.69,28.59
1128452.92,49.4,23.37,653077.69,28.59
1128365.43,49.4,23.37,653127.31,28.59
1128099.71,49.41,23.38,653155.3,28.61
1127838.64,49.42,23.39,653644.97,28.64
1127838.64,49.42,23.39,653644.97,28.64
1127680.34,49.42,23.38,653490.94,28.64
1127316.62,49.41,23.38,653106.01,28.62
1127316.62,49.41,23.38,653083.91,28.62
1127316.62,49.41,23.38,653083.91,28.62
1127166.32,49.41,23.37,652937.81,28.62
1127166.32,49.41,23.37,652937.81,28.62
1127695.21,49.45,23.42,653015.0,28.64
1128227.55,49.5,23.46,652744.17,28.64
1127966.48,49.51,23.47,652702.76,28.65
1127701.92,49.52,23.48,652681.94,28.66
1128777.46,49.59,23.55,653145.3,28.69
1128704.69,49.6,23.57,653025.55,28.7
1128627.28,49.61,23.58,653326.79,28.72
1128801.2,49.64,23.61,653249.11,28.73
1128801.2,49.64,23.61,653218.71,28.73
1128738.12,49.66,23.63,652667.28,28.71
1128355.09,49.65,23.62,652256.7,28.7
1128154.63,49.65,23.62,652110.1,28.7
1127977.35,49.66,23.63,652003.29,28.71
1127899.94,49.68,23.64,652451.24,28.74
1127638.87,49.69,23.65,652392.64,28.75
1127392.0,49.7,23.67,653075.01,28.79
1127679.73,49.72,23.69,654917.52,28.87
1127679.73,49.72,23.69,654917.52,28.87
1128002.03,49.75,23.71,655018.69,28.89
1128002.03,49.75,23.71,655018.69,28.89
1127740.96,49.76,23.72,654898.21,28.89
1127475.24,49.77,23.73,654767.15,28.9
1127210.68,49.78,23.74,654834.97,28.92
1127210.68,49.78,23.74,654778.07,28.91
1127059.29,49.79,23.76,654603.36,28.92
1127059.29,49.79,23.76,654603.36,28.92
1126566.65,49.78,23.75,654032.11,28.9
1127736.34,49.85,23.82,654458.97,28.93
1127225.5,49.85,23.81,653726.57,28.91
1127619.33,49.87,23.84,652363.0,28.85
1127353.61,49.88,23.85,652264.25,28.86
1127619.35,49.9,23.87,654154.96,28.95
1127619.35,49.9,23.87,654200.58,28.95
1127353.63,49.91,23.88,654198.73,28.96
1127087.91,49.92,23.89,654121.26,28.97
1127087.91,49.92,23.89,654121.26,28.97
1127338.88,49.94,23.91,653863.32,28.97
1127074.33,49.95,23.92,653836.54,28.98
1126808.61,49.96,23.93,653930.72,28.99
1126623.87,49.98,23.94,653555.47,28.99
1126335.68,49.98,23.95,653754.67,29.01
1126142.73,49.98,23.95,653564.82,29.01
1126142.73,49.98,23.95,653564.82,29.01
1126142.73,49.98,23.95,654018.02,29.03
1125854.55,49.99,23.96,653973.02,29.04
1126949.94,50.04,24.01,654360.12,29.06
1126534.55,50.03,24.0,654002.7,29.05
1126273.48,50.04,24.01,654228.65,29.07
1125985.29,50.05,24.02,654128.1,29.08
1125985.29,50.05,24.02,654128.1,29.08
1125985.29,50.05,24.02,654128.1,29.08
1125719.57,50.06,24.03,654110.0,29.09
1125453.85,50.07,24.04,654064.57,29.1
1125453.85,50.07,24.04,654076.08,29.1
1125165.67,50.08,24.05,654309.24,29.13
1125165.67,50.08,24.05,654309.24,29.13
1124899.82,50.09,24.07,654628.15,29.15
1124638.75,50.11,24.08,655652.71,29.21
1124373.03,50.12,24.09,655563.93,29.22
1124107.31,50.13,24.1,656691.42,29.28
1123860.44,50.14,24.11,658201.9,29.36
1123546.88,50.13,24.11,657905.29,29.36
1123281.16,50.14,24.12,657839.58,29.37
1123457.3,50.17,24.14,657923.52,29.38
1123577.48,50.19,24.16,658299.25,29.4
1123402.55,50.19,24.16,658621.96,29.42
1123136.83,50.2,24.17,658407.35,29.43
1123049.99,50.21,24.18,658103.43,29.42
1123049.99,50.21,24.18,658103.43,29.42
1122784.28,50.22,24.19,657828.62,29.43
1122676.33,50.24,24.21,660081.68,29.54
1122598.92,50.26,24.23,660333.43,29.56
1122337.85,50.27,24.24,660336.39,29.58
1122337.85,50.27,24.24,660336.39,29.58
1122090.98,50.28,24.25,660320.28,29.59
1122090.98,50.28,24.25,660320.28,29.59
1121825.26,50.29,24.26,660361.51,29.6
1121831.07,50.29,24.26,660592.72,29.61
1121566.51,50.3,24.27,660560.28,29.62
1121279.49,50.31,24.28,660579.45,29.64
1121594.38,50.33,24.3,661775.02,29.7
1121505.55,50.35,24.32,663144.98,29.77
1121505.55,50.35,24.32,663449.24,29.78
1121505.55,50.35,24.32,663768.8,29.8
1121505.55,50.35,24.32,663768.8,29.8
1121505.55,50.35,24.32,663739.93,29.8
1121272.75,50.36,24.33,664181.53,29.83
1121025.24,50.37,24.34,663703.8,29.82
1121025.24,50.37,24.34,663703.8,29.82
1120760.68,50.38,24.36,663667.71,29.83
1120496.12,50.39,24.37,663639.68,29.85
1120209.1,50.4,24.38,663605.51,29.86
1120209.1,50.4,24.38,663605.51,29.86
1119943.38,50.41,24.39,663676.02,29.88
1119698.57,50.41,24.38,663742.17,29.88
1119437.5,50.42,24.39,663737.4,29.9
1119437.5,50.42,24.39,663737.4,29.9
1119437.5,50.42,24.39,663737.4,29.9
1119360.09,50.44,24.41,664231.8,29.93
1119095.53,50.45,24.42,664206.27,29.94
1119273.99,50.47,24.44,664121.8,29.94
1119273.99,50.47,24.44,664121.8,29.94
1118986.97,50.48,24.45,664091.78,29.96
1118698.79,50.49,24.46,664569.58,29.99
1118772.9,50.49,24.46,665236.14,30.02
1119024.31,50.51,24.49,665785.9,30.05
1119555.39,50.55,24.52,669644.77,30.23
1119555.39,50.55,24.52,669620.14,30.23
1119737.35,50.57,24.54,670220.79,30.27
1120703.61,50.63,24.6,671466.08,30.33
1120703.61,50.63,24.6,671466.08,30.33
1120328.43,50.62,24.6,671122.34,30.32
1120067.36,50.63,24.61,671085.97,30.34
1119989.95,50.65,24.62,671260.0,30.36
1119989.95,50.65,24.62,671121.43,30.35
1119989.95,50.65,24.62,671121.43,30.35
1119266.15,50.64,24.61,670341.69,30.33
1119709.45,50.66,24.64,670236.0,30.33
1121318.1,50.76,24.74,674500.14,30.53
1121085.25,50.76,24.74,675013.15,30.56
1120819.53,50.77,24.75,675469.52,30.6
1121001.49,50.79,24.77,676071.48,30.63
1120735.77,50.8,24.78,676046.13,30.64
1120913.07,50.82,24.8,676737.19,30.68
1121260.93,50.84,24.82,677136.47,30.7
1120996.38,50.85,24.83,677120.41,30.72
1120996.38,50.85,24.83,677101.8,30.72
1120804.64,50.87,24.84,676986.98,30.72
1120538.92,50.88,24.85,677843.38,30.78
1120274.36,50.89,24.87,677897.69,30.79
1120367.43,50.91,24.88,678441.27,30.83
1120101.71,50.92,24.89,678416.67,30.84
1120376.83,50.94,24.91,678922.05,30.87
1120299.42,50.95,24.93,679996.41,30.93
1120011.23,50.96,24.94,679983.71,30.94
1119637.51,50.96,24.93,679592.42,30.93
1119425.89,50.97,24.95,679580.1,30.94
1119160.17,50.98,24.96,679968.7,30.98
1119160.17,50.98,24.96,679816.78,30.97
1118777.15,50.98,24.95,679703.34,30.97
1118959.1,50.99,24.97,679684.39,30.98
1118960.76,50.99,24.97,679688.34,30.98
1118883.34,51.01,24.99,680526.74,31.03
1118547.33,51.01,24.99,679812.6,31.0
1118724.63,51.03,25.01,680484.03,31.04
1118724.63,51.03,25.01,680519.28,31.04
1118463.56,51.04,25.02,680506.32,31.06
1118463.56,51.04,25.02,680530.96,31.06
1118650.29,51.06,25.04,680528.35,31.06
1118384.57,51.07,25.05,680792.96,31.09
1118384.57,51.07,25.05,680813.89,31.09
1118384.57,51.07,25.05,680813.89,31.09
1118308.32,51.09,25.07,680869.05,31.11
1118369.6,51.11,25.08,681305.56,31.13
1118105.04,51.12,25.1,681363.03,31.15
1118728.02,51.17,25.15,683188.43,31.25
1118905.32,51.19,25.17,683880.94,31.29
1118639.6,51.2,25.18,683908.61,31.3
1118639.6,51.2,25.18,683908.61,31.3
1118639.6,51.2,25.18,683885.44,31.3
1118816.91,51.22,25.2,684201.85,31.32
1118529.55,51.23,25.2,683873.47,31.32
1118268.48,51.24,25.21,683935.46,31.34
1118268.48,51.24,25.21,683911.11,31.34
1118135.88,51.26,25.23,682843.81,31.3
1117874.81,51.27,25.24,683156.38,31.33
1117613.74,51.28,25.26,684058.34,31.39
1117613.74,51.28,25.26,684036.1,31.39
1117349.18,51.29,25.27,684006.07,31.4
1119040.87,51.39,25.37,688387.95,31.61
1118755.09,51.39,25.36,688089.63,31.6
1118490.53,51.4,25.37,688510.48,31.64
1118582.77,51.4,25.38,688630.58,31.64
1119056.23,51.45,25.42,689446.98,31.7
1119056.23,51.45,25.42,689446.98,31.7
1119899.92,51.49,25.46,691255.01,31.78
1119634.2,51.5,25.47,691155.66,31.79
1119824.51,51.52,25.49,691136.39,31.8
1119632.91,51.53,25.51,693425.62,31.92
1119400.11,51.54,25.52,693597.72,31.94
1119400.11,51.54,25.52,693597.72,31.94
1120828.41,51.61,25.59,696197.66,32.06
1120828.41,51.61,25.59,696172.35,32.06
1120747.98,51.63,25.61,696209.08,32.07
1120253.82,51.62,25.6,695886.05,32.07
1119988.1,51.63,25.61,696026.84,32.09
1119750.65,51.65,25.62,694977.08,32.06
1119376.94,51.64,25.61,694646.65,32.05
1119124.03,51.65,25.63,694802.68,32.07
1119047.78,51.67,25.64,694785.74,32.08
1119109.06,51.69,25.66,694669.99,32.08
1119481.92,51.71,25.68,695505.44,32.13
1119193.73,51.72,25.69,695949.71,32.16
1119652.76,51.77,25.74,695855.42,32.17
1119387.04,51.78,25.75,695967.76,32.19
1119288.08,51.78,25.75,696226.85,32.21
1119288.08,51.78,25.75,696226.85,32.21
1118964.36,51.78,25.75,696348.11,32.22
1118964.36,51.78,25.75,696370.51,32.22
1118877.52,51.79,25.77,695990.07,32.22
1118503.81,51.79,25.76,695499.48,32.2
1118252.42,51.8,25.77,694770.4,32.18
1117991.35,51.81,25.78,695143.08,32.21
1117991.35,51.81,25.78,695143.08,32.21
1119500.29,51.9,25.88,699071.64,32.41
1119203.3,51.9,25.87,698756.85,32.4
1120035.32,51.96,25.93,700356.75,32.49
1119957.9,51.98,25.95,700352.58,32.5
1119696.83,51.99,25.96,700325.1,32.52
1119432.27,52.0,25.97,700322.93,32.53
1119432.27,52.0,25.97,700322.93,32.53
1119609.58,52.02,25.99,700416.57,32.54
1119343.86,52.03,26.01,700655.67,32.57
1119083.95,52.04,26.02,701798.45,32.64
1119647.43,52.08,26.05,701833.65,32.64
1119829.38,52.1,26.07,701750.21,32.65
1120233.35,52.13,26.1,702997.39,32.71
1120419.02,52.15,26.12,703500.52,32.74
1120419.02,52.15,26.12,703490.8,32.74
1120138.96,52.16,26.13,704274.91,32.79
1119432.99,52.15,26.12,703237.76,32.76
1119475.34,52.15,26.12,703410.96,32.77
1119064.26,52.15,26.12,702696.55,32.74
1119064.26,52.15,26.12,702696.55,32.74
1118920.65,52.16,26.13,702508.59,32.75
1118656.09,52.17,26.14,702473.46,32.76
1118656.09,52.17,26.14,702473.46,32.76
1118390.37,52.18,26.16,702735.7,32.79
1118390.37,52.18,26.16,702735.7,32.79
1118253.67,52.18,26.15,702609.1,32.78
1118516.81,52.19,26.17,702804.42,32.79
1118444.04,52.21,26.18,702801.62,32.81
1117860.57,52.21,26.18,702020.82,32.79
1117496.86,52.2,26.17,701589.16,32.77
1117437.65,52.22,26.19,701373.05,32.77
1117171.93,52.23,26.2,701543.47,32.8
1116883.74,52.24,26.21,701623.15,32.82
1116883.74,52.24,26.21,701623.15,32.82
1116618.02,52.25,26.23,702027.04,32.85
1116894.3,52.27,26.25,702672.51,32.89
1116633.23,52.28,26.26,702632.79,32.9
1116358.09,52.3,26.27,701778.82,32.87
1116003.25,52.3,26.27,701261.52,32.86
1115746.95,52.31,26.28,701148.0,32.87
1115485.88,52.32,26.29,701113.53,32.88
1116424.0,52.39,26.36,701070.5,32.9
1116700.28,52.41,26.38,701119.26,32.91
1116597.3,52.42,26.39,700963.88,32.91
1116061.86,52.41,26.39,700473.88,32.89
1115989.1,52.43,26.4,700468.01,32.91
1115916.33,52.44,26.42,700795.06,32.93
1115843.57,52.46,26.44,701075.94,32.96
1115843.57,52.46,26.44,701075.94,32.96
1115699.9,52.46,26.43,700975.78,32.96
1115434.18,52.47,26.45,701471.55,33.0
