ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_nodes,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpus,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpu_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-total_gpus,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-arrived_gpu_milli
920,3868,3530390,6212,3530390
920,3868,3530390,6212,3530390
920,3868,3531200,6212,3531200
920,3868,3531200,6212,3531200
920,3868,3531200,6212,3531200
920,3868,3532200,6212,3532200
921,3876,3533010,6212,3533010
921,3876,3533480,6212,3533480
921,3876,3533480,6212,3533480
921,3876,3534030,6212,3534030
921,3876,3535030,6212,3535030
921,3876,3536030,6212,3536030
921,3876,3536030,6212,3536030
921,3876,3536030,6212,3536030
921,3876,3537030,6212,3537030
921,3876,3537030,6212,3537030
921,3876,3537030,6212,3537030
921,3876,3538030,6212,3538030
921,3876,3538840,6212,3538840
921,3876,3538840,6212,3538840
921,3876,3539840,6212,3539840
922,3884,3540840,6212,3540840
922,3884,3541840,6212,3541840
922,3884,3542840,6212,3542840
922,3884,3543490,6212,3543490
922,3884,3543490,6212,3543490
922,3884,3544490,6212,3544490
922,3884,3544490,6212,3544490
922,3884,3545490,6212,3545490
922,3884,3546490,6212,3546490
922,3884,3547490,6212,3547490
923,3892,3548080,6212,3548080
923,3892,3548080,6212,3548080
923,3892,3548540,6212,3548540
923,3892,3549540,6212,3549540
923,3892,3550540,6212,3550540
923,3892,3551540,6212,3551540
923,3892,3552540,6212,3552540
923,3892,3553540,6212,3553540
923,3892,3554540,6212,3554540
923,3892,3554540,6212,3554540
923,3892,3555350,6212,3555350
923,3892,3555350,6212,3555350
924,3900,3556350,6212,3556350
924,3900,3556350,6212,3556350
924,3900,3556350,6212,3556350
924,3900,3556580,6212,3556580
924,3900,3557230,6212,3557230
924,3900,3558040,6212,3558040
924,3900,3559040,6212,3559040
924,3900,3559690,6212,3559690
924,3900,3559690,6212,3559690
924,3900,3560690,6212,3560690
924,3900,3561690,6212,3561690
924,3900,3562690,6212,3562690
925,3908,3563690,6212,3563690
925,3908,3564690,6212,3564690
925,3908,3565690,6212,3565690
925,3908,3566500,6212,3566500
925,3908,3567500,6212,3567500
925,3908,3568310,6212,3568310
925,3908,3569310,6212,3569310
925,3908,3569310,6212,3569310
925,3908,3570310,6212,3570310
925,3908,3570470,6212,3570470
925,3908,3570790,6212,3570790
926,3916,3578790,6212,3578790
927,3924,3579260,6212,3579260
927,3924,3580070,6212,3580070
927,3924,3580880,6212,3580880
927,3924,3580880,6212,3580880
927,3924,3581880,6212,3581880
927,3924,3581880,6212,3581880
927,3924,3582530,6212,3582530
927,3924,3583000,6212,3583000
927,3924,3584000,6212,3584000
927,3924,3584810,6212,3584810
927,3924,3584810,6212,3584810
927,3924,3585810,6212,3585810
928,3932,3586810,6212,3586810
928,3932,3587620,6212,3587620
928,3932,3587620,6212,3587620
928,3932,3588090,6212,3588090
928,3932,3588320,6212,3588320
928,3932,3589320,6212,3589320
928,3932,3589320,6212,3589320
928,3932,3590320,6212,3590320
928,3932,3591130,6212,3591130
928,3932,3591940,6212,3591940
928,3932,3592750,6212,3592750
929,3940,3593750,6212,3593750
929,3940,3594560,6212,3594560
929,3940,3595560,6212,3595560
929,3940,3596560,6212,3596560
929,3940,3597560,6212,3597560
929,3940,3598560,6212,3598560
929,3940,3599110,6212,3599110
929,3940,3599110,6212,3599110
929,3940,3599920,6212,3599920
930,3948,3600920,6212,3600920
930,3948,3600920,6212,3600920
930,3948,3601920,6212,3601920
930,3948,3602470,6212,3602470
930,3948,3603280,6212,3603280
930,3948,3603750,6212,3603750
930,3948,3604220,6212,3604220
930,3948,3604220,6212,3604220
930,3948,3605220,6212,3605220
930,3948,3606220,6212,3606220
930,3948,3606220,6212,3606220
930,3948,3607030,6212,3607030
931,3956,3607620,6212,3607620
931,3956,3607620,6212,3607620
931,3956,3608620,6212,3608620
931,3956,3608620,6212,3608620
931,3956,3609090,6212,3609090
931,3956,3609550,6212,3609550
931,3956,3610550,6212,3610550
931,3956,3611550,6212,3611550
931,3956,3611550,6212,3611550
931,3956,3612010,6212,3612010
931,3956,3613010,6212,3613010
931,3956,3613010,6212,3613010
931,3956,3613600,6212,3613600
932,3964,3617600,6212,3617600
932,3964,3617830,6212,3617830
932,3964,3618830,6212,3618830
932,3964,3619830,6212,3619830
932,3964,3620830,6212,3620830
932,3964,3621480,6212,3621480
932,3964,3621480,6212,3621480
933,3972,3622130,6212,3622130
933,3972,3623130,6212,3623130
933,3972,3623780,6212,3623780
933,3972,3624780,6212,3624780
933,3972,3625010,6212,3625010
933,3972,3626010,6212,3626010
933,3972,3627010,6212,3627010
933,3972,3627010,6212,3627010
933,3972,3627010,6212,3627010
933,3972,3629010,6212,3629010
933,3972,3629010,6212,3629010
934,3980,3630010,6212,3630010
934,3980,3631010,6212,3631010
934,3980,3631480,6212,3631480
934,3980,3631850,6212,3631850
934,3980,3632850,6212,3632850
934,3980,3632850,6212,3632850
934,3980,3633200,6212,3633200
934,3980,3633670,6212,3633670
935,3988,3641670,6212,3641670
935,3988,3642670,6212,3642670
935,3988,3642670,6212,3642670
935,3988,3643130,6212,3643130
935,3988,3643360,6212,3643360
935,3988,3644170,6212,3644170
935,3988,3644980,6212,3644980
936,3996,3645980,6212,3645980
936,3996,3646790,6212,3646790
936,3996,3646790,6212,3646790
936,3996,3646790,6212,3646790
936,3996,3647600,6212,3647600
936,3996,3648600,6212,3648600
936,3996,3649250,6212,3649250
936,3996,3650250,6212,3650250
936,3996,3651250,6212,3651250
936,3996,3651250,6212,3651250
936,3996,3652250,6212,3652250
937,4004,3653250,6212,3653250
937,4004,3654060,6212,3654060
937,4004,3655060,6212,3655060
937,4004,3655060,6212,3655060
937,4004,3655060,6212,3655060
937,4004,3655870,6212,3655870
937,4004,3655870,6212,3655870
937,4004,3656680,6212,3656680
937,4004,3657000,6212,3657000
937,4004,3658000,6212,3658000
937,4004,3659000,6212,3659000
937,4004,3660000,6212,3660000
938,4012,3660650,6212,3660650
938,4012,3661650,6212,3661650
938,4012,3662650,6212,3662650
938,4012,3663110,6212,3663110
938,4012,3663330,6212,3663330
938,4012,3664140,6212,3664140
938,4012,3664950,6212,3664950
938,4012,3665950,6212,3665950
938,4012,3666270,6212,3666270
938,4012,3666270,6212,3666270
938,4012,3667270,6212,3667270
938,4012,3667270,6212,3667270
938,4012,3667270,6212,3667270
938,4012,3667270,6212,3667270
938,4012,3668270,6212,3668270
939,4020,3668920,6212,3668920
939,4020,3669920,6212,3669920
939,4020,3670920,6212,3670920
939,4020,3671390,6212,3671390
939,4020,3672200,6212,3672200
939,4020,3672200,6212,3672200
939,4020,3673200,6212,3673200
939,4020,3673430,6212,3673430
939,4020,3674430,6212,3674430
939,4020,3674750,6212,3674750
939,4020,3675560,6212,3675560
940,4028,3676370,6212,3676370
940,4028,3677370,6212,3677370
940,4028,3677370,6212,3677370
940,4028,3678370,6212,3678370
940,4028,3678840,6212,3678840
940,4028,3678840,6212,3678840
940,4028,3679840,6212,3679840
940,4028,3679840,6212,3679840
940,4028,3680310,6212,3680310
940,4028,3681310,6212,3681310
940,4028,3681310,6212,3681310
940,4028,3682310,6212,3682310
940,4028,3682310,6212,3682310
940,4028,3683310,6212,3683310
941,4036,3684120,6212,3684120
941,4036,3684590,6212,3684590
941,4036,3684590,6212,3684590
941,4036,3685180,6212,3685180
941,4036,3685180,6212,3685180
941,4036,3685770,6212,3685770
941,4036,3686770,6212,3686770
941,4036,3687580,6212,3687580
941,4036,3687580,6212,3687580
941,4036,3688580,6212,3688580
941,4036,3689390,6212,3689390
941,4036,3689550,6212,3689550
941,4036,3689870,6212,3689870
941,4036,3689870,6212,3689870
941,4036,3690870,6212,3690870
941,4036,3690870,6212,3690870
941,4036,3690870,6212,3690870
942,4044,3691870,6212,3691870
942,4044,3692340,6212,3692340
942,4044,3692660,6212,3692660
942,4044,3693660,6212,3693660
942,4044,3694470,6212,3694470
942,4044,3694470,6212,3694470
942,4044,3694940,6212,3694940
942,4044,3694940,6212,3694940
942,4044,3695940,6212,3695940
942,4044,3695940,6212,3695940
942,4044,3696940,6212,3696940
942,4044,3697940,6212,3697940
943,4052,3698940,6212,3698940
943,4052,3698940,6212,3698940
943,4052,3698940,6212,3698940
943,4052,3699940,6212,3699940
943,4052,3700410,6212,3700410
943,4052,3701410,6212,3701410
943,4052,3701880,6212,3701880
943,4052,3702690,6212,3702690
943,4052,3703500,6212,3703500
943,4052,3704310,6212,3704310
943,4052,3704310,6212,3704310
943,4052,3704310,6212,3704310
943,4052,3704310,6212,3704310
943,4052,3704900,6212,3704900
943,4052,3705900,6212,3705900
943,4052,3705900,6212,3705900
943,4052,3706900,6212,3706900
944,4060,3707710,6212,3707710
944,4060,3708520,6212,3708520
944,4060,3709520,6212,3709520
944,4060,3709680,6212,3709680
944,4060,3710150,6212,3710150
944,4060,3710960,6212,3710960
944,4060,3711960,6212,3711960
944,4060,3712430,6212,3712430
944,4060,3713430,6212,3713430
944,4060,3714430,6212,3714430
944,4060,3714430,6212,3714430
945,4068,3715430,6212,3715430
945,4068,3715430,6212,3715430
945,4068,3716240,6212,3716240
945,4068,3716710,6212,3716710
945,4068,3717260,6212,3717260
945,4068,3717260,6212,3717260
945,4068,3718070,6212,3718070
945,4068,3719070,6212,3719070
945,4068,3719880,6212,3719880
945,4068,3720880,6212,3720880
946,4076,3721880,6212,3721880
946,4076,3721880,6212,3721880
946,4076,3722530,6212,3722530
946,4076,3723340,6212,3723340
946,4076,3724150,6212,3724150
946,4076,3725150,6212,3725150
946,4076,3725610,6212,3725610
946,4076,3726070,6212,3726070
946,4076,3726540,6212,3726540
946,4076,3726540,6212,3726540
946,4076,3726540,6212,3726540
946,4076,3727540,6212,3727540
946,4076,3728540,6212,3728540
946,4076,3728540,6212,3728540
947,4084,3729090,6212,3729090
947,4084,3729410,6212,3729410
947,4084,3730060,6212,3730060
947,4084,3730060,6212,3730060
947,4084,3730870,6212,3730870
947,4084,3731870,6212,3731870
947,4084,3732340,6212,3732340
947,4084,3732660,6212,3732660
947,4084,3732660,6212,3732660
947,4084,3733660,6212,3733660
947,4084,3734660,6212,3734660
947,4084,3735660,6212,3735660
948,4092,3736470,6212,3736470
948,4092,3737470,6212,3737470
948,4092,3738470,6212,3738470
948,4092,3738940,6212,3738940
948,4092,3739940,6212,3739940
948,4092,3741940,6212,3741940
948,4092,3742940,6212,3742940
948,4092,3742940,6212,3742940
948,4092,3743260,6212,3743260
948,4092,3743260,6212,3743260
948,4092,3743420,6212,3743420
948,4092,3743420,6212,3743420
949,4100,3744230,6212,3744230
949,4100,3745230,6212,3745230
949,4100,3745550,6212,3745550
949,4100,3746550,6212,3746550
949,4100,3747550,6212,3747550
949,4100,3747550,6212,3747550
949,4100,3747550,6212,3747550
949,4100,3748550,6212,3748550
949,4100,3748870,6212,3748870
949,4100,3749340,6212,3749340
949,4100,3749340,6212,3749340
950,4108,3750340,6212,3750340
950,4108,3751340,6212,3751340
950,4108,3751800,6212,3751800
950,4108,3752800,6212,3752800
950,4108,3753800,6212,3753800
950,4108,3754800,6212,3754800
950,4108,3755270,6212,3755270
950,4108,3756270,6212,3756270
950,4108,3757270,6212,3757270
950,4108,3757590,6212,3757590
950,4108,3758400,6212,3758400
950,4108,3759400,6212,3759400
951,4116,3760400,6212,3760400
951,4116,3760630,6212,3760630
951,4116,3761630,6212,3761630
951,4116,3762630,6212,3762630
951,4116,3763630,6212,3763630
951,4116,3764630,6212,3764630
951,4116,3765630,6212,3765630
951,4116,3766630,6212,3766630
952,4124,3767630,6212,3767630
952,4124,3767860,6212,3767860
952,4124,3768330,6212,3768330
952,4124,3768330,6212,3768330
952,4124,3768980,6212,3768980
952,4124,3769980,6212,3769980
952,4124,3770980,6212,3770980
952,4124,3771980,6212,3771980
952,4124,3772530,6212,3772530
952,4124,3773530,6212,3773530
952,4124,3774530,6212,3774530
953,4132,3775000,6212,3775000
953,4132,3775810,6212,3775810
953,4132,3776810,6212,3776810
953,4132,3777620,6212,3777620
953,4132,3777850,6212,3777850
953,4132,3781850,6212,3781850
954,4140,3782850,6212,3782850
954,4140,3782900,6212,3782900
954,4140,3783900,6212,3783900
954,4140,3783900,6212,3783900
954,4140,3784550,6212,3784550
954,4140,3784780,6212,3784780
954,4140,3785000,6212,3785000
954,4140,3786000,6212,3786000
954,4140,3786470,6212,3786470
954,4140,3788470,6212,3788470
954,4140,3789120,6212,3789120
954,4140,3789120,6212,3789120
955,4148,3790120,6212,3790120
955,4148,3791120,6212,3791120
955,4148,3791590,6212,3791590
955,4148,3792400,6212,3792400
955,4148,3793400,6212,3793400
955,4148,3793870,6212,3793870
955,4148,3794680,6212,3794680
955,4148,3794680,6212,3794680
955,4148,3795490,6212,3795490
955,4148,3795960,6212,3795960
955,4148,3796960,6212,3796960
956,4156,3797960,6212,3797960
956,4156,3798960,6212,3798960
956,4156,3799430,6212,3799430
956,4156,3799800,6212,3799800
956,4156,3799800,6212,3799800
956,4156,3800120,6212,3800120
956,4156,3801120,6212,3801120
956,4156,3802120,6212,3802120
956,4156,3802350,6212,3802350
956,4156,3802820,6212,3802820
956,4156,3803630,6212,3803630
956,4156,3804630,6212,3804630
956,4156,3805100,6212,3805100
957,4164,3805910,6212,3805910
957,4164,3806380,6212,3806380
957,4164,3807380,6212,3807380
957,4164,3808380,6212,3808380
957,4164,3809380,6212,3809380
957,4164,3810380,6212,3810380
957,4164,3811380,6212,3811380
957,4164,3811380,6212,3811380
957,4164,3812380,6212,3812380
958,4172,3813380,6212,3813380
958,4172,3813850,6212,3813850
958,4172,3814850,6212,3814850
958,4172,3815850,6212,3815850
958,4172,3816850,6212,3816850
958,4172,3817500,6212,3817500
958,4172,3818310,6212,3818310
958,4172,3819120,6212,3819120
958,4172,3820120,6212,3820120
958,4172,3820120,6212,3820120
958,4172,3821120,6212,3821120
958,4172,3821350,6212,3821350
959,4180,3822350,6212,3822350
959,4180,3823160,6212,3823160
959,4180,3824160,6212,3824160
959,4180,3824480,6212,3824480
959,4180,3825290,6212,3825290
959,4180,3826290,6212,3826290
959,4180,3827290,6212,3827290
959,4180,3828100,6212,3828100
959,4180,3828320,6212,3828320
959,4180,3828320,6212,3828320
960,4188,3829320,6212,3829320
960,4188,3829790,6212,3829790
960,4188,3830790,6212,3830790
960,4188,3831600,6212,3831600
960,4188,3832410,6212,3832410
960,4188,3833410,6212,3833410
960,4188,3833880,6212,3833880
960,4188,3834690,6212,3834690
960,4188,3835690,6212,3835690
961,4196,3836500,6212,3836500
961,4196,3837500,6212,3837500
961,4196,3838500,6212,3838500
961,4196,3839500,6212,3839500
961,4196,3839500,6212,3839500
961,4196,3840500,6212,3840500
961,4196,3841310,6212,3841310
961,4196,3842120,6212,3842120
961,4196,3842350,6212,3842350
961,4196,3842670,6212,3842670
962,4204,3843670,6212,3843670
962,4204,3843670,6212,3843670
962,4204,3844670,6212,3844670
962,4204,3844670,6212,3844670
962,4204,3845480,6212,3845480
962,4204,3845480,6212,3845480
962,4204,3846290,6212,3846290
962,4204,3846290,6212,3846290
962,4204,3846880,6212,3846880
962,4204,3846880,6212,3846880
962,4204,3846880,6212,3846880
962,4204,3846880,6212,3846880
962,4204,3847880,6212,3847880
962,4204,3848350,6212,3848350
962,4204,3849350,6212,3849350
962,4204,3849350,6212,3849350
962,4204,3850350,6212,3850350
962,4204,3850350,6212,3850350
963,4212,3850940,6212,3850940
963,4212,3851410,6212,3851410
963,4212,3852060,6212,3852060
963,4212,3856060,6212,3856060
963,4212,3856530,6212,3856530
963,4212,3857340,6212,3857340
963,4212,3857340,6212,3857340
964,4220,3857810,6212,3857810
964,4220,3858180,6212,3858180
964,4220,3858180,6212,3858180
964,4220,3859180,6212,3859180
964,4220,3860180,6212,3860180
964,4220,3860410,6212,3860410
964,4220,3860410,6212,3860410
964,4220,3861220,6212,3861220
964,4220,3862220,6212,3862220
964,4220,3862380,6212,3862380
964,4220,3863190,6212,3863190
964,4220,3863350,6212,3863350
964,4220,3864350,6212,3864350
965,4228,3865160,6212,3865160
965,4228,3865970,6212,3865970
965,4228,3866780,6212,3866780
965,4228,3867780,6212,3867780
965,4228,3868780,6212,3868780
965,4228,3869780,6212,3869780
965,4228,3870010,6212,3870010
965,4228,3870010,6212,3870010
965,4228,3871010,6212,3871010
965,4228,3872010,6212,3872010
966,4236,3873010,6212,3873010
966,4236,3874010,6212,3874010
966,4236,3874010,6212,3874010
966,4236,3874010,6212,3874010
966,4236,3874330,6212,3874330
966,4236,3875140,6212,3875140
966,4236,3876140,6212,3876140
966,4236,3876510,6212,3876510
966,4236,3877510,6212,3877510
966,4236,3878510,6212,3878510
966,4236,3879320,6212,3879320
966,4236,3879320,6212,3879320
967,4244,3880320,6212,3880320
967,4244,3881320,6212,3881320
967,4244,3881320,6212,3881320
967,4244,3881320,6212,3881320
967,4244,3882130,6212,3882130
967,4244,3882940,6212,3882940
967,4244,3883750,6212,3883750
967,4244,3884220,6212,3884220
967,4244,3884690,6212,3884690
967,4244,3885160,6212,3885160
967,4244,3885160,6212,3885160
967,4244,3885970,6212,3885970
967,4244,3885970,6212,3885970
967,4244,3886970,6212,3886970
968,4252,3887440,6212,3887440
968,4252,3887910,6212,3887910
968,4252,3888910,6212,3888910
968,4252,3888910,6212,3888910
968,4252,3889910,6212,3889910
968,4252,3890910,6212,3890910
968,4252,3891910,6212,3891910
968,4252,3892910,6212,3892910
968,4252,3893380,6212,3893380
968,4252,3893380,6212,3893380
968,4252,3894380,6212,3894380
969,4260,3895380,6212,3895380
969,4260,3895380,6212,3895380
969,4260,3896380,6212,3896380
969,4260,3897380,6212,3897380
969,4260,3898190,6212,3898190
969,4260,3899000,6212,3899000
969,4260,3899000,6212,3899000
969,4260,3900000,6212,3900000
969,4260,3901000,6212,3901000
969,4260,3901320,6212,3901320
969,4260,3901320,6212,3901320
969,4260,3901790,6212,3901790
969,4260,3901790,6212,3901790
970,4268,3902600,6212,3902600
970,4268,3903600,6212,3903600
970,4268,3904600,6212,3904600
970,4268,3905070,6212,3905070
970,4268,3906070,6212,3906070
970,4268,3907070,6212,3907070
970,4268,3907070,6212,3907070
970,4268,3908070,6212,3908070
970,4268,3909070,6212,3909070
971,4276,3910070,6212,3910070
971,4276,3910540,6212,3910540
971,4276,3911540,6212,3911540
971,4276,3912540,6212,3912540
971,4276,3913350,6212,3913350
971,4276,3914350,6212,3914350
971,4276,3915160,6212,3915160
971,4276,3916160,6212,3916160
971,4276,3917160,6212,3917160
971,4276,3917160,6212,3917160
972,4284,3917480,6212,3917480
972,4284,3918290,6212,3918290
972,4284,3919290,6212,3919290
972,4284,3919290,6212,3919290
972,4284,3920290,6212,3920290
972,4284,3920940,6212,3920940
972,4284,3921940,6212,3921940
972,4284,3922260,6212,3922260
972,4284,3922730,6212,3922730
972,4284,3923280,6212,3923280
972,4284,3923280,6212,3923280
972,4284,3923280,6212,3923280
972,4284,3924280,6212,3924280
973,4292,3924750,6212,3924750
973,4292,3925020,6212,3925020
973,4292,3925020,6212,3925020
973,4292,3925670,6212,3925670
973,4292,3926670,6212,3926670
973,4292,3927670,6212,3927670
973,4292,3928670,6212,3928670
973,4292,3929140,6212,3929140
973,4292,3930140,6212,3930140
973,4292,3930610,6212,3930610
973,4292,3931610,6212,3931610
973,4292,3931610,6212,3931610
974,4300,3932610,6212,3932610
974,4300,3933610,6212,3933610
974,4300,3934610,6212,3934610
974,4300,3935260,6212,3935260
974,4300,3936260,6212,3936260
974,4300,3936490,6212,3936490
975,4308,3944490,6212,3944490
975,4308,3945490,6212,3945490
975,4308,3945490,6212,3945490
975,4308,3946490,6212,3946490
975,4308,3946490,6212,3946490
976,4316,3947490,6212,3947490
976,4316,3947810,6212,3947810
976,4316,3948280,6212,3948280
976,4316,3948930,6212,3948930
976,4316,3949400,6212,3949400
976,4316,3950400,6212,3950400
976,4316,3951050,6212,3951050
976,4316,3951600,6212,3951600
976,4316,3951600,6212,3951600
977,4324,3952600,6212,3952600
977,4324,3953070,6212,3953070
977,4324,3953070,6212,3953070
977,4324,3954070,6212,3954070
977,4324,3955070,6212,3955070
977,4324,3956070,6212,3956070
977,4324,3956070,6212,3956070
977,4324,3956880,6212,3956880
977,4324,3957880,6212,3957880
977,4324,3958880,6212,3958880
978,4332,3959880,6212,3959880
978,4332,3960880,6212,3960880
978,4332,3961880,6212,3961880
978,4332,3962350,6212,3962350
978,4332,3963350,6212,3963350
978,4332,3964350,6212,3964350
978,4332,3964350,6212,3964350
978,4332,3964350,6212,3964350
978,4332,3964810,6212,3964810
978,4332,3965620,6212,3965620
978,4332,3965990,6212,3965990
978,4332,3966430,6212,3966430
978,4332,3967430,6212,3967430
979,4340,3968430,6212,3968430
979,4340,3969080,6212,3969080
979,4340,3969080,6212,3969080
979,4340,3970080,6212,3970080
979,4340,3970890,6212,3970890
979,4340,3971890,6212,3971890
979,4340,3972890,6212,3972890
979,4340,3973890,6212,3973890
979,4340,3974890,6212,3974890
980,4348,3975890,6212,3975890
980,4348,3976700,6212,3976700
980,4348,3976700,6212,3976700
980,4348,3976920,6212,3976920
980,4348,3977920,6212,3977920
980,4348,3978390,6212,3978390
980,4348,3979390,6212,3979390
980,4348,3980200,6212,3980200
980,4348,3980200,6212,3980200
980,4348,3981200,6212,3981200
980,4348,3982200,6212,3982200
981,4356,3983200,6212,3983200
981,4356,3983850,6212,3983850
981,4356,3984320,6212,3984320
981,4356,3985320,6212,3985320
981,4356,3986320,6212,3986320
981,4356,3987130,6212,3987130
981,4356,3987500,6212,3987500
981,4356,3988500,6212,3988500
981,4356,3988970,6212,3988970
981,4356,3989970,6212,3989970
981,4356,3990450,6212,3990450
982,4364,3990920,6212,3990920
982,4364,3992920,6212,3992920
982,4364,3993920,6212,3993920
983,4372,4001920,6212,4001920
983,4372,4001920,6212,4001920
983,4372,4002730,6212,4002730
983,4372,4003540,6212,4003540
983,4372,4004540,6212,4004540
983,4372,4005540,6212,4005540
984,4380,4006540,6212,4006540
984,4380,4006540,6212,4006540
984,4380,4007540,6212,4007540
984,4380,4008540,6212,4008540
984,4380,4008540,6212,4008540
984,4380,4008540,6212,4008540
984,4380,4009350,6212,4009350
984,4380,4010160,6212,4010160
984,4380,4011160,6212,4011160
984,4380,4011810,6212,4011810
984,4380,4011810,6212,4011810
984,4380,4012810,6212,4012810
985,4388,4013810,6212,4013810
985,4388,4014810,6212,4014810
985,4388,4015810,6212,4015810
985,4388,4016810,6212,4016810
985,4388,4017400,6212,4017400
985,4388,4018400,6212,4018400
985,4388,4019400,6212,4019400
985,4388,4019870,6212,4019870
986,4396,4020870,6212,4020870
986,4396,4021870,6212,4021870
986,4396,4022870,6212,4022870
986,4396,4023870,6212,4023870
986,4396,4024870,6212,4024870
986,4396,4025870,6212,4025870
986,4396,4026870,6212,4026870
986,4396,4027330,6212,4027330
986,4396,4028140,6212,4028140
987,4404,4028950,6212,4028950
987,4404,4028950,6212,4028950
987,4404,4029950,6212,4029950
987,4404,4030950,6212,4030950
987,4404,4031950,6212,4031950
987,4404,4032950,6212,4032950
987,4404,4033420,6212,4033420
987,4404,4033420,6212,4033420
987,4404,4034420,6212,4034420
987,4404,4035420,6212,4035420
988,4412,4036420,6212,4036420
988,4412,4037420,6212,4037420
988,4412,4037420,6212,4037420
988,4412,4037420,6212,4037420
988,4412,4038230,6212,4038230
988,4412,4039040,6212,4039040
988,4412,4040040,6212,4040040
988,4412,4040040,6212,4040040
988,4412,4040040,6212,4040040
988,4412,4040040,6212,4040040
988,4412,4041040,6212,4041040
988,4412,4042040,6212,4042040
988,4412,4043040,6212,4043040
989,4420,4043510,6212,4043510
989,4420,4044510,6212,4044510
989,4420,4045320,6212,4045320
989,4420,4046320,6212,4046320
989,4420,4046320,6212,4046320
989,4420,4047320,6212,4047320
989,4420,4048320,6212,4048320
989,4420,4048970,6212,4048970
990,4428,4049970,6212,4049970
990,4428,4050970,6212,4050970
990,4428,4051970,6212,4051970
990,4428,4052970,6212,4052970
990,4428,4053620,6212,4053620
990,4428,4053620,6212,4053620
990,4428,4054090,6212,4054090
990,4428,4054900,6212,4054900
990,4428,4055550,6212,4055550
990,4428,4056550,6212,4056550
991,4436,4057550,6212,4057550
991,4436,4057550,6212,4057550
991,4436,4058550,6212,4058550
991,4436,4059550,6212,4059550
991,4436,4060550,6212,4060550
991,4436,4061550,6212,4061550
991,4436,4062550,6212,4062550
991,4436,4063200,6212,4063200
991,4436,4063670,6212,4063670
991,4436,4064480,6212,4064480
992,4444,4065130,6212,4065130
992,4444,4065940,6212,4065940
992,4444,4066260,6212,4066260
992,4444,4066850,6212,4066850
992,4444,4066850,6212,4066850
992,4444,4067850,6212,4067850
992,4444,4068850,6212,4068850
992,4444,4069850,6212,4069850
992,4444,4070850,6212,4070850
992,4444,4071170,6212,4071170
992,4444,4071980,6212,4071980
993,4452,4072630,6212,4072630
993,4452,4072630,6212,4072630
993,4452,4073630,6212,4073630
993,4452,4073790,6212,4073790
993,4452,4074260,6212,4074260
993,4452,4075070,6212,4075070
993,4452,4075070,6212,4075070
993,4452,4075390,6212,4075390
993,4452,4076390,6212,4076390
993,4452,4077390,6212,4077390
993,4452,4078390,6212,4078390
993,4452,4078390,6212,4078390
993,4452,4078390,6212,4078390
993,4452,4079390,6212,4079390
994,4460,4080390,6212,4080390
994,4460,4081390,6212,4081390
994,4460,4082390,6212,4082390
994,4460,4082390,6212,4082390
994,4460,4082390,6212,4082390
994,4460,4082390,6212,4082390
994,4460,4083390,6212,4083390
994,4460,4083390,6212,4083390
994,4460,4084390,6212,4084390
994,4460,4085390,6212,4085390
994,4460,4086390,6212,4086390
994,4460,4086710,6212,4086710
994,4460,4087520,6212,4087520
995,4468,4088330,6212,4088330
995,4468,4089330,6212,4089330
995,4468,4089800,6212,4089800
995,4468,4089800,6212,4089800
995,4468,4089800,6212,4089800
995,4468,4089800,6212,4089800
995,4468,4090800,6212,4090800
995,4468,4091610,6212,4091610
995,4468,4092610,6212,4092610
995,4468,4093420,6212,4093420
995,4468,4093420,6212,4093420
995,4468,4094230,6212,4094230
995,4468,4094230,6212,4094230
996,4476,4095230,6212,4095230
996,4476,4096230,6212,4096230
996,4476,4096700,6212,4096700
996,4476,4097700,6212,4097700
996,4476,4098700,6212,4098700
996,4476,4099170,6212,4099170
996,4476,4100170,6212,4100170
996,4476,4101170,6212,4101170
996,4476,4102170,6212,4102170
996,4476,4102640,6212,4102640
997,4484,4103640,6212,4103640
997,4484,4104640,6212,4104640
997,4484,4105450,6212,4105450
997,4484,4105910,6212,4105910
997,4484,4106910,6212,4106910
997,4484,4107720,6212,4107720
997,4484,4107950,6212,4107950
997,4484,4108760,6212,4108760
997,4484,4108760,6212,4108760
997,4484,4108760,6212,4108760
997,4484,4108760,6212,4108760
997,4484,4109760,6212,4109760
997,4484,4109990,6212,4109990
998,4492,4110990,6212,4110990
998,4492,4110990,6212,4110990
998,4492,4111460,6212,4111460
998,4492,4112460,6212,4112460
998,4492,4113460,6212,4113460
998,4492,4113460,6212,4113460
998,4492,4114460,6212,4114460
998,4492,4115460,6212,4115460
998,4492,4116460,6212,4116460
998,4492,4116460,6212,4116460
998,4492,4116460,6212,4116460
