ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e813-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e813-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_ratio,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e813-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_q124,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e813-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e813-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_ratio
1016674.35,99.1,78.61,1012339.41,98.68
1016674.35,99.1,78.61,1012339.41,98.68
1016674.35,99.1,78.61,1012339.41,98.68
1016674.35,99.1,78.61,1012339.41,98.68
1016674.35,99.1,78.61,1012339.41,98.68
1016674.35,99.1,78.61,1012339.41,98.68
1016376.14,99.1,78.61,1011994.87,98.68
1016006.14,99.1,78.61,1011624.87,98.68
1016006.14,99.1,78.61,1011624.87,98.68
1016006.14,99.1,78.61,1011624.87,98.68
1016006.14,99.1,78.61,1011624.87,98.68
1016006.14,99.1,78.61,1011624.87,98.68
1016006.14,99.1,78.61,1011624.87,98.68
1016006.14,99.1,78.61,1011624.87,98.68
1016006.14,99.1,78.61,1011624.87,98.68
1016006.14,99.1,78.61,1011624.87,98.68
1016006.14,99.1,78.61,1011624.87,98.68
1016006.14,99.1,78.61,1011624.87,98.68
1016006.14,99.1,78.61,1011624.87,98.68
1016017.15,99.11,78.61,1011632.37,98.68
1015858.37,99.11,78.61,1011473.59,98.68
1015858.37,99.11,78.61,1011473.59,98.68
1015858.37,99.11,78.61,1011473.59,98.68
1015858.37,99.11,78.61,1011473.59,98.68
1015858.37,99.11,78.61,1011473.59,98.68
1015858.37,99.11,78.61,1011473.59,98.68
1015858.37,99.11,78.61,1011473.59,98.68
1015858.37,99.11,78.61,1011473.59,98.68
1015858.37,99.11,78.61,1011473.59,98.68
1015859.59,99.11,78.61,1011474.81,98.68
1015859.59,99.11,78.61,1011474.81,98.68
1015859.59,99.11,78.61,1011474.81,98.68
1015559.6,99.11,78.61,1011188.63,98.68
1015261.39,99.11,78.61,1010944.37,98.69
1015151.39,99.11,78.61,1010834.37,98.69
1015151.39,99.11,78.61,1010834.37,98.69
1015151.39,99.11,78.61,1010834.37,98.69
1015151.39,99.11,78.61,1010834.37,98.69
1015151.39,99.11,78.61,1010834.37,98.69
1014831.39,99.11,78.61,1010514.37,98.69
1014831.39,99.11,78.61,1010514.37,98.69
1014831.39,99.11,78.61,1010514.37,98.69
1014831.39,99.11,78.61,1010514.37,98.69
1014831.39,99.11,78.61,1010514.37,98.69
1014831.39,99.11,78.61,1010514.37,98.69
1014831.39,99.11,78.61,1010514.37,98.69
1014831.39,99.11,78.61,1010514.37,98.69
1014831.39,99.11,78.61,1010514.37,98.69
1014831.39,99.11,78.61,1010514.37,98.69
1014831.39,99.11,78.61,1010514.37,98.69
1014831.39,99.11,78.61,1010514.37,98.69
1014831.39,99.11,78.61,1010514.37,98.69
1014831.39,99.11,78.61,1010611.6,98.7
1014831.39,99.11,78.61,1010611.6,98.7
1014831.39,99.11,78.61,1010681.75,98.7
1014831.39,99.11,78.61,1010681.75,98.7
1014831.39,99.11,78.61,1010687.5,98.7
1014831.39,99.11,78.61,1010687.5,98.7
1014831.39,99.11,78.61,1010687.5,98.7
1014831.39,99.11,78.61,1010665.53,98.7
1014831.39,99.11,78.61,1010675.98,98.7
1014831.39,99.11,78.61,1010675.98,98.7
1014831.39,99.11,78.61,1010675.98,98.7
1014831.39,99.11,78.61,1010675.98,98.7
1014831.39,99.11,78.61,1010675.98,98.7
1014831.39,99.11,78.61,1010675.98,98.7
1014831.39,99.11,78.61,1010675.98,98.7
1014831.39,99.11,78.61,1010675.98,98.7
1014831.39,99.11,78.61,1010675.98,98.7
1014831.39,99.11,78.61,1010675.98,98.7
1014831.39,99.11,78.61,1010675.98,98.7
1014831.39,99.11,78.61,1010675.98,98.7
1014831.39,99.11,78.61,1010675.98,98.7
1014831.39,99.11,78.61,1010675.98,98.7
1014831.39,99.11,78.61,1010675.98,98.7
1014831.39,99.11,78.61,1010675.98,98.7
1014831.39,99.11,78.61,1010675.98,98.7
1014831.39,99.11,78.61,1010675.98,98.7
1014831.39,99.11,78.61,1010675.98,98.7
1014835.15,99.11,78.61,1010678.16,98.7
1014835.15,99.11,78.61,1010678.16,98.7
1014835.15,99.11,78.61,1010678.16,98.7
1014835.15,99.11,78.61,1010678.16,98.7
1014835.15,99.11,78.61,1010678.16,98.7
1014835.15,99.11,78.61,1010678.16,98.7
1014835.15,99.11,78.61,1010678.16,98.7
1014835.15,99.11,78.61,1010678.16,98.7
1014835.15,99.11,78.61,1010678.16,98.7
1014835.15,99.11,78.61,1010678.16,98.7
1014835.15,99.11,78.61,1010678.16,98.7
1014835.15,99.11,78.61,1010649.7,98.7
1014835.15,99.11,78.61,1010649.7,98.7
1014835.15,99.11,78.61,1010649.7,98.7
1014835.15,99.11,78.61,1010649.7,98.7
1014835.15,99.11,78.61,1010649.7,98.7
1014835.15,99.11,78.61,1010654.39,98.7
1014835.15,99.11,78.61,1010654.39,98.7
1014835.15,99.11,78.61,1010654.39,98.7
1014835.15,99.11,78.61,1010654.39,98.7
1014835.15,99.11,78.61,1010654.39,98.7
1014835.15,99.11,78.61,1010654.39,98.7
1014835.15,99.11,78.61,1010654.39,98.7
1014835.15,99.11,78.61,1010654.39,98.7
1014835.15,99.11,78.61,1010654.39,98.7
1014835.15,99.11,78.61,1010654.39,98.7
1014835.15,99.11,78.61,1010642.91,98.7
1014835.15,99.11,78.61,1010642.91,98.7
1014835.15,99.11,78.61,1010642.91,98.7
1014835.15,99.11,78.61,1010642.91,98.7
1014835.15,99.11,78.61,1010642.91,98.7
1013835.15,99.11,78.61,1009642.91,98.7
1013835.15,99.11,78.61,1009642.91,98.7
1013835.15,99.11,78.61,1009642.91,98.7
1013835.15,99.11,78.61,1009642.91,98.7
1013835.15,99.11,78.61,1009642.91,98.7
1013835.15,99.11,78.61,1009642.91,98.7
1013835.15,99.11,78.61,1009642.91,98.7
1013835.15,99.11,78.61,1009642.91,98.7
1013835.15,99.11,78.61,1009642.91,98.7
1013835.15,99.11,78.61,1009642.91,98.7
1013835.15,99.11,78.61,1009642.91,98.7
1013835.15,99.11,78.61,1009642.91,98.7
1013835.15,99.11,78.61,1009642.91,98.7
1013620.13,99.11,78.61,1009425.13,98.7
1013620.13,99.11,78.61,1009425.13,98.7
1013620.13,99.11,78.61,1009425.13,98.7
1013620.13,99.11,78.61,1009425.13,98.7
1013620.13,99.11,78.61,1009425.13,98.7
1013620.13,99.11,78.61,1009425.13,98.7
1013620.13,99.11,78.61,1009425.13,98.7
1013620.13,99.11,78.61,1009425.13,98.7
1013620.13,99.11,78.61,1009453.58,98.7
1013620.13,99.11,78.61,1009453.58,98.7
1013620.13,99.11,78.61,1009453.58,98.7
1013620.13,99.11,78.61,1009434.15,98.7
1013620.13,99.11,78.61,1009434.15,98.7
1013620.13,99.11,78.61,1009434.15,98.7
1013620.13,99.11,78.61,1009434.15,98.7
1013620.13,99.11,78.61,1009434.15,98.7
1013621.36,99.11,78.61,1009455.54,98.7
1013621.36,99.11,78.61,1009455.54,98.7
1013621.36,99.11,78.61,1009455.54,98.7
1013621.36,99.11,78.61,1009455.54,98.7
1013621.36,99.11,78.61,1009426.76,98.7
1013621.36,99.11,78.61,1009426.76,98.7
1013621.36,99.11,78.61,1009426.76,98.7
1013621.36,99.11,78.61,1009426.76,98.7
1013621.36,99.11,78.61,1009426.76,98.7
1013621.36,99.11,78.61,1009426.76,98.7
1013621.36,99.11,78.61,1009422.99,98.7
1013621.36,99.11,78.61,1009422.99,98.7
1013621.36,99.11,78.61,1009422.99,98.7
1013621.36,99.11,78.61,1009422.99,98.7
1013621.36,99.11,78.61,1009422.99,98.7
1013399.18,99.11,78.61,1009204.57,98.7
1013399.18,99.11,78.61,1009204.57,98.7
1013399.18,99.11,78.61,1009265.3,98.7
1013240.53,99.11,78.61,1009111.4,98.71
1013240.53,99.11,78.61,1009111.4,98.71
1013240.53,99.11,78.61,1009111.4,98.71
1013240.53,99.11,78.61,1009111.4,98.71
1013240.53,99.11,78.61,1009111.4,98.71
1013240.53,99.11,78.61,1009111.4,98.71
1013240.53,99.11,78.61,1009115.2,98.71
1013240.53,99.11,78.61,1009115.2,98.71
1013240.53,99.11,78.61,1009115.2,98.71
1013240.53,99.11,78.61,1009115.2,98.71
1013240.53,99.11,78.61,1009115.2,98.71
1013240.53,99.11,78.61,1009115.2,98.71
1013240.53,99.11,78.61,1009115.2,98.71
1013240.53,99.11,78.61,1009115.2,98.71
1013240.53,99.11,78.61,1009083.91,98.7
1013240.53,99.11,78.61,1009083.91,98.7
1013240.53,99.11,78.61,1009083.91,98.7
1013240.53,99.11,78.61,1009036.13,98.7
1013240.53,99.11,78.61,1009036.13,98.7
1013240.53,99.11,78.61,1009036.13,98.7
1013240.53,99.11,78.61,1009036.13,98.7
1013240.53,99.11,78.61,1009074.65,98.7
1013240.53,99.11,78.61,1009074.65,98.7
1013240.53,99.11,78.61,1009074.65,98.7
1013240.53,99.11,78.61,1009074.65,98.7
1013240.53,99.11,78.61,1009074.65,98.7
1013240.53,99.11,78.61,1009074.65,98.7
1013240.53,99.11,78.61,1009109.45,98.7
1013240.53,99.11,78.61,1009109.45,98.7
1013240.53,99.11,78.61,1009109.45,98.7
1013240.53,99.11,78.61,1009109.45,98.7
1013240.53,99.11,78.61,1009109.45,98.7
1013240.53,99.11,78.61,1009109.45,98.7
1013240.53,99.11,78.61,1009109.45,98.7
1012920.53,99.11,78.61,1008789.45,98.7
1012920.53,99.11,78.61,1008789.45,98.7
1012920.53,99.11,78.61,1008789.45,98.7
1012920.53,99.11,78.61,1008773.54,98.7
1012920.53,99.11,78.61,1008773.54,98.7
1012920.53,99.11,78.61,1008773.54,98.7
1012920.53,99.11,78.61,1008773.54,98.7
1012920.53,99.11,78.61,1008773.54,98.7
1012920.53,99.11,78.61,1008773.54,98.7
1012920.53,99.11,78.61,1008773.54,98.7
1012920.53,99.11,78.61,1008773.54,98.7
1012920.53,99.11,78.61,1008773.54,98.7
1012920.53,99.11,78.61,1008773.54,98.7
1012696.78,99.11,78.61,1008575.28,98.71
1012696.78,99.11,78.61,1008575.28,98.71
1012696.78,99.11,78.61,1008575.28,98.71
1012696.78,99.11,78.61,1008603.73,98.71
1012696.78,99.11,78.61,1008603.73,98.71
1012696.78,99.11,78.61,1008603.73,98.71
1012696.78,99.11,78.61,1008603.73,98.71
1012696.78,99.11,78.61,1008584.92,98.71
1012696.78,99.11,78.61,1008584.92,98.71
1012696.78,99.11,78.61,1008584.92,98.71
1012696.78,99.11,78.61,1008584.92,98.71
1012508.66,99.11,78.61,1008382.15,98.71
1012508.66,99.11,78.61,1008362.35,98.71
1012508.66,99.11,78.61,1008362.35,98.71
1012508.66,99.11,78.61,1008362.35,98.71
1012508.66,99.11,78.61,1008362.35,98.71
1012508.66,99.11,78.61,1008362.35,98.71
1012508.66,99.11,78.61,1008362.35,98.71
1012508.66,99.11,78.61,1008362.35,98.71
1012508.66,99.11,78.61,1008362.35,98.71
1012508.66,99.11,78.61,1008362.35,98.71
1012296.75,99.11,78.62,1008196.92,98.71
1012296.75,99.11,78.62,1008196.92,98.71
1012296.75,99.11,78.62,1008196.92,98.71
1012296.75,99.11,78.62,1008196.92,98.71
1012296.75,99.11,78.62,1008196.92,98.71
1012296.75,99.11,78.62,1008196.92,98.71
1012296.75,99.11,78.62,1008196.92,98.71
1012079.29,99.11,78.62,1008012.7,98.71
1012079.29,99.11,78.62,1008012.7,98.71
1012079.29,99.11,78.62,1008061.72,98.72
1012079.29,99.11,78.62,1008061.72,98.72
1012079.29,99.11,78.62,1008061.72,98.72
1012079.29,99.11,78.62,1008061.72,98.72
1011857.11,99.11,78.62,1007826.66,98.72
1011857.11,99.11,78.62,1007826.66,98.72
1011857.11,99.11,78.62,1007826.66,98.72
1011857.11,99.11,78.62,1007826.66,98.72
1011857.11,99.11,78.62,1007826.66,98.72
1011857.11,99.11,78.62,1007826.66,98.72
1011857.11,99.11,78.62,1007826.66,98.72
1011857.11,99.11,78.62,1007826.66,98.72
1011857.11,99.11,78.62,1007826.66,98.72
1011857.11,99.11,78.62,1007826.66,98.72
1011857.11,99.11,78.62,1007826.66,98.72
1011857.11,99.11,78.62,1007826.66,98.72
1011857.11,99.11,78.62,1007826.66,98.72
1011857.11,99.11,78.62,1007826.66,98.72
1011857.11,99.11,78.62,1007826.66,98.72
1011857.11,99.11,78.62,1007882.19,98.72
1011857.11,99.11,78.62,1007882.19,98.72
1011857.11,99.11,78.62,1007882.19,98.72
1011857.11,99.11,78.62,1007920.71,98.73
1011857.11,99.11,78.62,1007920.71,98.73
1011857.11,99.11,78.62,1007920.71,98.73
1011857.11,99.11,78.62,1007954.74,98.73
1011857.11,99.11,78.62,1007954.74,98.73
1011857.11,99.11,78.62,1007954.74,98.73
1011857.11,99.11,78.62,1007954.74,98.73
1011857.11,99.11,78.62,1007954.74,98.73
1011857.11,99.11,78.62,1007954.74,98.73
1011857.11,99.11,78.62,1007954.74,98.73
1011857.11,99.11,78.62,1007954.74,98.73
1011857.11,99.11,78.62,1007954.74,98.73
1011857.11,99.11,78.62,1007954.74,98.73
1011857.11,99.11,78.62,1007954.74,98.73
1011857.11,99.11,78.62,1007954.74,98.73
1011857.11,99.11,78.62,1007954.74,98.73
1011857.11,99.11,78.62,1007954.74,98.73
1011857.11,99.11,78.62,1007954.74,98.73
1011857.11,99.11,78.62,1007954.74,98.73
1011857.11,99.11,78.62,1007954.74,98.73
1011857.11,99.11,78.62,1007954.74,98.73
1011857.11,99.11,78.62,1007954.74,98.73
1011857.11,99.11,78.62,1007954.74,98.73
1011857.11,99.11,78.62,1007957.11,98.73
1011857.11,99.11,78.62,1007957.11,98.73
1011857.11,99.11,78.62,1007957.11,98.73
1011857.11,99.11,78.62,1007957.11,98.73
1011698.33,99.11,78.62,1007805.43,98.73
1011698.33,99.11,78.62,1007805.43,98.73
1011698.33,99.11,78.62,1007845.22,98.74
1011698.33,99.11,78.62,1007845.22,98.74
1010698.33,99.11,78.61,1006845.22,98.73
1010698.33,99.11,78.61,1006845.22,98.73
1010698.33,99.11,78.61,1006845.22,98.73
1010698.33,99.11,78.61,1006845.22,98.73
1010698.33,99.11,78.61,1006845.22,98.73
1010698.33,99.11,78.61,1006845.22,98.73
1010698.33,99.11,78.61,1006845.22,98.73
1010698.33,99.11,78.61,1006845.22,98.73
1010698.33,99.11,78.61,1006845.22,98.73
1010698.33,99.11,78.61,1006845.22,98.73
1010698.33,99.11,78.61,1006845.22,98.73
1010698.33,99.11,78.61,1006845.22,98.73
1010698.33,99.11,78.61,1006845.22,98.73
1010698.33,99.11,78.61,1006845.22,98.73
1010698.33,99.11,78.61,1006845.22,98.73
1010698.33,99.11,78.61,1006845.22,98.73
1010698.33,99.11,78.61,1006845.22,98.73
1010698.33,99.11,78.61,1006845.22,98.73
1010698.33,99.11,78.61,1006845.22,98.73
1010698.33,99.11,78.61,1006845.22,98.73
1010474.58,99.11,78.62,1006670.67,98.74
1010474.58,99.11,78.62,1006670.67,98.74
1010474.58,99.11,78.62,1006670.67,98.74
1010474.58,99.11,78.62,1006670.67,98.74
1010474.58,99.11,78.62,1006670.67,98.74
1010474.58,99.11,78.62,1006670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005670.67,98.74
1009474.58,99.11,78.61,1005699.12,98.74
1009474.58,99.11,78.61,1005699.12,98.74
1009474.58,99.11,78.61,1005699.12,98.74
1009474.58,99.11,78.61,1005699.12,98.74
1009474.58,99.11,78.61,1005699.12,98.74
1009474.58,99.11,78.61,1005699.12,98.74
1009474.58,99.11,78.61,1005699.12,98.74
1009474.58,99.11,78.61,1005699.12,98.74
1009474.58,99.11,78.61,1005699.12,98.74
1009474.58,99.11,78.61,1005699.12,98.74
1009474.58,99.11,78.61,1005699.12,98.74
1009474.58,99.11,78.61,1005699.12,98.74
1009474.58,99.11,78.61,1005699.12,98.74
1009474.58,99.11,78.61,1005699.12,98.74
1009474.58,99.11,78.61,1005699.12,98.74
1009474.58,99.11,78.61,1005699.12,98.74
1009252.4,99.11,78.61,1005505.98,98.74
1009252.4,99.11,78.61,1005505.98,98.74
1009252.4,99.11,78.61,1005505.98,98.74
1009252.4,99.11,78.61,1005505.98,98.74
1009252.4,99.11,78.61,1005505.98,98.74
1009252.4,99.11,78.61,1005505.98,98.74
1009252.4,99.11,78.61,1005505.98,98.74
1009252.4,99.11,78.61,1005505.98,98.74
1009252.4,99.11,78.61,1005505.98,98.74
1009252.4,99.11,78.61,1005505.98,98.74
1009252.4,99.11,78.61,1005505.98,98.74
1009032.93,99.11,78.62,1005281.47,98.74
1009032.93,99.11,78.62,1005281.47,98.74
1009032.93,99.11,78.62,1005281.47,98.74
1009032.93,99.11,78.62,1005285.52,98.75
1009032.93,99.11,78.62,1005285.52,98.75
1009032.93,99.11,78.62,1005285.52,98.75
1009032.93,99.11,78.62,1005271.41,98.74
1009032.93,99.11,78.62,1005271.41,98.74
1009032.93,99.11,78.62,1005271.41,98.74
1009032.93,99.11,78.62,1005271.41,98.74
1009032.93,99.11,78.62,1005271.41,98.74
1009032.93,99.11,78.62,1005271.41,98.74
1009032.93,99.11,78.62,1005271.41,98.74
1009032.93,99.11,78.62,1005271.41,98.74
1009032.93,99.11,78.62,1005271.41,98.74
1009032.93,99.11,78.62,1005271.41,98.74
1009032.93,99.11,78.62,1005271.41,98.74
1009032.93,99.11,78.62,1005271.41,98.74
1009032.93,99.11,78.62,1005271.41,98.74
1009032.93,99.11,78.62,1005271.41,98.74
1009032.93,99.11,78.62,1005271.41,98.74
1009032.93,99.11,78.62,1005271.41,98.74
1009032.93,99.11,78.62,1005271.41,98.74
1009032.93,99.11,78.62,1005271.41,98.74
1009032.93,99.11,78.62,1005271.41,98.74
1009032.93,99.11,78.62,1005271.41,98.74
1009032.93,99.11,78.62,1005271.41,98.74
1009032.93,99.11,78.62,1005271.41,98.74
1009032.93,99.11,78.62,1005271.41,98.74
1009032.93,99.11,78.62,1005271.41,98.74
1009032.93,99.11,78.62,1005249.75,98.74
1009032.93,99.11,78.62,1005249.75,98.74
1009032.93,99.11,78.62,1005249.75,98.74
1009032.93,99.11,78.62,1005249.75,98.74
1009032.93,99.11,78.62,1005249.75,98.74
1009032.93,99.11,78.62,1005249.75,98.74
1009032.93,99.11,78.62,1005249.75,98.74
1009032.93,99.11,78.62,1005249.75,98.74
1009032.93,99.11,78.62,1005249.75,98.74
1009032.93,99.11,78.62,1005249.75,98.74
1009032.93,99.11,78.62,1005249.75,98.74
1009032.93,99.11,78.62,1005249.75,98.74
1009032.93,99.11,78.62,1005249.75,98.74
1009032.93,99.11,78.62,1005249.75,98.74
1009032.93,99.11,78.62,1005249.75,98.74
1009032.93,99.11,78.62,1005249.75,98.74
1009032.93,99.11,78.62,1005249.75,98.74
1009032.93,99.11,78.62,1005249.75,98.74
1008923.96,99.11,78.62,1005173.57,98.74
1008923.96,99.11,78.62,1005173.57,98.74
1008923.96,99.11,78.62,1005173.57,98.74
1008923.96,99.11,78.62,1005173.57,98.74
1008923.96,99.11,78.62,1005173.57,98.74
1008923.96,99.11,78.62,1005173.57,98.74
1008923.96,99.11,78.62,1005173.57,98.74
1008923.96,99.11,78.62,1005154.53,98.74
1008923.96,99.11,78.62,1005154.53,98.74
1008711.78,99.11,78.62,1004940.74,98.74
1008711.78,99.11,78.62,1004940.74,98.74
1008711.78,99.11,78.62,1004940.74,98.74
1008711.78,99.11,78.62,1004940.74,98.74
1008711.78,99.11,78.62,1004940.74,98.74
1008711.78,99.11,78.62,1004940.74,98.74
1008711.78,99.11,78.62,1004940.74,98.74
1008711.78,99.11,78.62,1004940.74,98.74
1008711.78,99.11,78.62,1004940.74,98.74
1008711.78,99.11,78.62,1004940.74,98.74
1008711.78,99.11,78.62,1004940.74,98.74
1008711.78,99.11,78.62,1004940.74,98.74
1008711.78,99.11,78.62,1004940.74,98.74
1008711.78,99.11,78.62,1004940.74,98.74
1008711.78,99.11,78.62,1004940.74,98.74
1008711.78,99.11,78.62,1004940.74,98.74
1008711.78,99.11,78.62,1004940.74,98.74
1008711.78,99.11,78.62,1004940.74,98.74
1008711.78,99.11,78.62,1004940.74,98.74
1008711.78,99.11,78.62,1004940.06,98.74
1008711.78,99.11,78.62,1004969.21,98.75
1008711.78,99.11,78.62,1004969.21,98.75
1008711.78,99.11,78.62,1004969.21,98.75
1008711.78,99.11,78.62,1004969.21,98.75
1008711.78,99.11,78.62,1004969.21,98.75
1008711.78,99.11,78.62,1004969.21,98.75
1008601.78,99.11,78.62,1004880.52,98.75
1008601.78,99.11,78.62,1004880.52,98.75
1008601.78,99.11,78.62,1004880.52,98.75
1008601.78,99.11,78.62,1004880.52,98.75
1008601.78,99.11,78.62,1004880.52,98.75
1008601.78,99.11,78.62,1004880.52,98.75
1008601.78,99.11,78.62,1004880.52,98.75
1008601.78,99.11,78.62,1004880.52,98.75
1008601.78,99.11,78.62,1004880.52,98.75
1008601.78,99.11,78.62,1004880.52,98.75
1008601.78,99.11,78.62,1004880.52,98.75
1008601.78,99.11,78.62,1004880.52,98.75
1008601.78,99.11,78.62,1004880.52,98.75
1008281.78,99.11,78.62,1004560.52,98.75
1008281.78,99.11,78.62,1004560.52,98.75
1008281.78,99.11,78.62,1004560.52,98.75
1008281.78,99.11,78.62,1004560.52,98.75
1008281.78,99.11,78.62,1004561.14,98.75
1008281.78,99.11,78.62,1004561.14,98.75
1008281.78,99.11,78.62,1004561.14,98.75
1008281.78,99.11,78.62,1004561.14,98.75
1008281.78,99.11,78.62,1004561.14,98.75
1008281.78,99.11,78.62,1004561.14,98.75
1008281.78,99.11,78.62,1004561.14,98.75
1008281.78,99.11,78.62,1004561.14,98.75
1008281.78,99.11,78.62,1004561.14,98.75
1008281.78,99.11,78.62,1004561.14,98.75
1008281.78,99.11,78.62,1004561.14,98.75
1008281.78,99.11,78.62,1004561.14,98.75
1008281.78,99.11,78.62,1004561.14,98.75
1008281.78,99.11,78.62,1004561.14,98.75
1008281.78,99.11,78.62,1004561.14,98.75
1008281.78,99.11,78.62,1004561.14,98.75
1008281.78,99.11,78.62,1004561.14,98.75
1008281.78,99.11,78.62,1004561.14,98.75
1008281.78,99.11,78.62,1004599.19,98.75
1008281.78,99.11,78.62,1004630.86,98.75
1008281.78,99.11,78.62,1004630.86,98.75
1008281.78,99.11,78.62,1004630.86,98.75
1008281.78,99.11,78.62,1004630.86,98.75
1008281.78,99.11,78.62,1004630.86,98.75
1008281.78,99.11,78.62,1004630.86,98.75
1008281.78,99.11,78.62,1004630.86,98.75
1008281.78,99.11,78.62,1004630.86,98.75
1008281.78,99.11,78.62,1004630.86,98.75
1008281.78,99.11,78.62,1004630.86,98.75
1008281.78,99.11,78.62,1004630.86,98.75
1008281.78,99.11,78.62,1004630.86,98.75
1008281.78,99.11,78.62,1004630.86,98.75
1008281.78,99.11,78.62,1004630.86,98.75
1008281.78,99.11,78.62,1004630.86,98.75
1008281.78,99.11,78.62,1004630.86,98.75
1008281.78,99.11,78.62,1004630.86,98.75
1008281.78,99.11,78.62,1004630.86,98.75
1008281.78,99.11,78.62,1004630.86,98.75
1008281.78,99.11,78.62,1004630.86,98.75
1008059.6,99.11,78.62,1004407.96,98.76
1008059.6,99.11,78.62,1004409.61,98.76
1008059.6,99.11,78.62,1004409.61,98.76
1008059.6,99.11,78.62,1004409.61,98.76
1008059.6,99.11,78.62,1004409.61,98.76
1008059.6,99.11,78.62,1004409.61,98.76
1008059.6,99.11,78.62,1004409.61,98.76
1008059.6,99.11,78.62,1004409.61,98.76
1008059.6,99.11,78.62,1004409.61,98.76
1008059.6,99.11,78.62,1004409.61,98.76
1008059.6,99.11,78.62,1004409.61,98.76
1008059.6,99.11,78.62,1004409.61,98.76
1008059.6,99.11,78.62,1004409.61,98.76
1008059.6,99.11,78.62,1004409.61,98.76
1008059.6,99.11,78.62,1004409.61,98.76
1008059.6,99.11,78.62,1004409.61,98.76
1008059.6,99.11,78.62,1004409.61,98.76
1008059.6,99.11,78.62,1004409.61,98.76
1008059.6,99.11,78.62,1004409.61,98.76
1008059.6,99.11,78.62,1004452.6,98.76
1008059.6,99.11,78.62,1004452.6,98.76
1008059.6,99.11,78.62,1004452.6,98.76
1008059.6,99.11,78.62,1004452.6,98.76
1008059.6,99.11,78.62,1004452.6,98.76
1008059.6,99.11,78.62,1004452.6,98.76
1008059.6,99.11,78.62,1004452.6,98.76
1008059.6,99.11,78.62,1004452.6,98.76
1008059.6,99.11,78.62,1004434.95,98.76
1008059.6,99.11,78.62,1004434.95,98.76
1008059.6,99.11,78.62,1004434.95,98.76
1008059.6,99.11,78.62,1004434.95,98.76
1008059.6,99.11,78.62,1004434.95,98.76
1008059.6,99.11,78.62,1004434.95,98.76
1008059.6,99.11,78.62,1004434.95,98.76
1008059.6,99.11,78.62,1004434.95,98.76
1008059.6,99.11,78.62,1004434.95,98.76
1008059.6,99.11,78.62,1004434.95,98.76
1008059.6,99.11,78.62,1004434.95,98.76
1008059.6,99.11,78.62,1004434.95,98.76
1008059.6,99.11,78.62,1004434.95,98.76
1008059.6,99.11,78.62,1004434.95,98.76
1008059.6,99.11,78.62,1004434.95,98.76
1008059.6,99.11,78.62,1004434.95,98.76
1008059.6,99.11,78.62,1004434.95,98.76
1008059.6,99.11,78.62,1004434.95,98.76
1008059.6,99.11,78.62,1004434.95,98.76
1008059.6,99.11,78.62,1004434.95,98.76
1008059.6,99.11,78.62,1004434.95,98.76
1008059.6,99.11,78.62,1004429.42,98.76
1008059.6,99.11,78.62,1004429.42,98.76
1008059.6,99.11,78.62,1004429.42,98.76
1008059.6,99.11,78.62,1004429.42,98.76
1008059.6,99.11,78.62,1004429.42,98.76
1008059.6,99.11,78.62,1004429.42,98.76
1008059.6,99.11,78.62,1004429.42,98.76
1008059.6,99.11,78.62,1004429.42,98.76
1008059.6,99.11,78.62,1004429.42,98.76
