ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0f5d-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0f5d-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_ratio,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0f5d-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_q124,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0f5d-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0f5d-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_ratio
467626.41,19.7,7.43,407637.37,17.17
467448.94,19.7,7.43,407294.99,17.16
467448.94,19.7,7.43,407294.99,17.16
467646.15,19.72,7.45,407773.34,17.19
467264.54,19.7,7.44,407462.63,17.18
467533.3,19.72,7.46,407478.18,17.19
467349.56,19.72,7.46,407481.96,17.2
467679.2,19.74,7.48,407272.06,17.19
466944.25,19.74,7.48,406844.26,17.2
466925.39,19.75,7.48,406740.77,17.2
466773.01,19.75,7.49,406509.19,17.2
466391.4,19.74,7.47,407245.02,17.24
466389.15,19.75,7.48,407291.52,17.24
466606.48,19.76,7.49,407361.3,17.25
465963.74,19.74,7.48,406615.35,17.23
466048.76,19.76,7.5,406770.06,17.25
466506.33,19.79,7.52,406920.17,17.26
466397.52,19.78,7.52,406811.36,17.26
466596.73,19.8,7.53,406253.05,17.24
466437.92,19.79,7.53,406098.57,17.23
466247.91,19.79,7.53,405933.33,17.23
466098.67,19.79,7.52,406153.55,17.24
465799.93,19.78,7.51,405574.53,17.22
465678.91,19.78,7.52,405512.73,17.22
464661.49,19.8,7.54,404701.33,17.25
464527.23,19.81,7.54,405355.74,17.28
464795.99,19.83,7.56,405166.11,17.28
464612.25,19.83,7.56,405105.28,17.29
464612.25,19.83,7.56,405105.28,17.29
463594.82,19.85,7.59,404293.88,17.31
463404.46,19.85,7.59,403575.96,17.29
463090.06,19.85,7.58,403267.34,17.28
462937.68,19.85,7.58,403631.52,17.31
462747.67,19.85,7.58,403251.59,17.3
463005.54,19.86,7.6,403830.58,17.33
463005.54,19.86,7.6,403830.58,17.33
462868.49,19.87,7.6,403597.52,17.32
461887.3,19.89,7.63,402858.24,17.35
461679.64,19.89,7.63,403062.66,17.37
461684.7,19.9,7.64,402775.45,17.36
461684.7,19.9,7.64,402775.45,17.36
461493.65,19.9,7.64,402475.57,17.36
461236.27,19.92,7.66,402066.94,17.37
461236.27,19.92,7.66,402066.94,17.37
461313.12,19.93,7.67,401900.72,17.37
461088.84,19.93,7.67,401684.04,17.36
460717.24,19.92,7.66,401584.82,17.36
460986.0,19.94,7.68,401584.24,17.37
460802.26,19.94,7.68,401139.96,17.36
460802.26,19.94,7.68,401139.96,17.36
460649.87,19.94,7.68,401489.95,17.38
460770.95,19.95,7.69,402321.55,17.42
460580.94,19.96,7.69,402093.84,17.42
459599.75,19.98,7.72,401354.55,17.45
459306.8,19.97,7.71,401311.69,17.45
458289.38,20.0,7.73,400500.29,17.48
458152.33,20.0,7.74,400661.7,17.49
457974.86,20.0,7.74,400315.65,17.48
458225.41,20.02,7.75,400302.31,17.49
458225.41,20.02,7.75,400302.31,17.49
458422.62,20.03,7.77,400744.08,17.51
457779.88,20.01,7.75,399998.13,17.49
458048.64,20.03,7.77,400065.04,17.5
457864.9,20.04,7.77,399553.28,17.48
457864.9,20.04,7.77,399553.28,17.48
457829.43,20.04,7.78,400154.99,17.52
457645.69,20.04,7.78,400611.66,17.54
458243.19,20.07,7.81,400649.64,17.55
458084.54,20.08,7.81,400204.93,17.54
457963.51,20.08,7.81,400294.53,17.55
457968.58,20.09,7.82,399963.63,17.54
457968.58,20.09,7.82,399963.63,17.54
457834.32,20.09,7.82,400504.21,17.57
457452.72,20.08,7.81,399993.47,17.55
457170.25,20.1,7.83,399609.85,17.57
457436.45,20.12,7.85,400141.33,17.6
457232.37,20.11,7.84,399842.52,17.58
457501.13,20.13,7.86,399841.94,17.59
457996.36,20.16,7.89,399833.24,17.6
457812.62,20.16,7.9,399461.72,17.59
456795.2,20.19,7.92,398650.31,17.62
456642.82,20.19,7.92,399210.01,17.65
456647.89,20.2,7.93,399059.82,17.65
456457.88,20.2,7.93,398941.28,17.65
456320.83,20.2,7.93,398703.39,17.65
456098.46,20.19,7.93,398377.68,17.64
455920.99,20.19,7.93,398002.72,17.63
455578.04,20.18,7.92,397910.19,17.63
455366.54,20.18,7.92,397950.03,17.64
455443.39,20.19,7.93,397647.83,17.63
455234.65,20.18,7.92,397445.93,17.62
454499.69,20.19,7.92,397018.14,17.63
453482.27,20.21,7.95,396206.74,17.66
453463.41,20.22,7.96,395930.77,17.65
453229.38,20.22,7.95,395623.34,17.65
453498.14,20.24,7.98,395671.3,17.66
453314.4,20.24,7.98,395356.08,17.65
452946.92,20.24,7.98,395008.41,17.65
452946.92,20.24,7.98,395008.41,17.65
453084.6,20.25,7.99,396410.59,17.72
453084.6,20.25,7.99,396410.59,17.72
452785.86,20.24,7.98,395615.95,17.69
452602.12,20.24,7.98,395377.26,17.69
452602.12,20.24,7.98,395377.26,17.69
452566.65,20.25,7.99,395776.87,17.71
453024.22,20.28,8.01,395926.98,17.72
452865.57,20.28,8.02,396312.68,17.75
452728.52,20.28,8.02,396059.19,17.74
452408.89,20.29,8.02,395675.45,17.74
452201.22,20.29,8.02,395407.82,17.74
451983.7,20.28,8.01,395353.81,17.74
451792.64,20.28,8.01,395423.71,17.75
451797.71,20.29,8.02,395142.12,17.74
451573.44,20.29,8.02,394902.19,17.74
451842.2,20.31,8.04,395007.42,17.75
451543.46,20.3,8.03,395118.39,17.76
451742.67,20.31,8.05,395399.62,17.78
450725.25,20.34,8.07,394588.22,17.81
450725.25,20.34,8.07,394588.22,17.81
450467.87,20.36,8.1,394179.58,17.82
450087.93,20.35,8.09,393780.67,17.81
449784.98,20.34,8.08,393690.97,17.8
449601.24,20.34,8.08,393237.07,17.79
449448.86,20.34,8.08,393916.83,17.83
449258.85,20.34,8.08,393658.28,17.83
449121.8,20.35,8.08,393178.85,17.81
448104.38,20.38,8.11,392367.44,17.84
448362.24,20.39,8.13,392117.67,17.83
447344.82,20.42,8.15,391306.27,17.86
448155.28,20.47,8.2,392636.28,17.93
448424.03,20.49,8.22,392651.83,17.94
448500.88,20.5,8.23,392466.61,17.94
448267.96,20.49,8.23,392805.27,17.96
448084.22,20.49,8.23,392344.86,17.94
448065.36,20.5,8.23,392171.39,17.94
447912.98,20.5,8.24,392454.18,17.96
448050.66,20.51,8.25,392096.44,17.95
447741.92,20.5,8.24,393049.03,18.0
447706.46,20.51,8.24,393091.87,18.01
448511.47,20.55,8.28,393172.66,18.01
447808.69,20.53,8.26,392210.22,17.98
447618.67,20.53,8.26,392344.53,17.99
447299.93,20.52,8.25,391893.41,17.97
447499.15,20.53,8.27,392469.91,18.01
447241.77,20.56,8.29,392061.27,18.02
447104.72,20.56,8.29,391555.33,18.0
446374.06,20.54,8.27,390783.24,17.98
446631.93,20.55,8.29,390475.93,17.97
446631.93,20.55,8.29,390475.93,17.97
446454.46,20.55,8.29,390591.47,17.98
446039.13,20.55,8.29,390356.76,17.99
446213.69,20.57,8.31,390562.12,18.0
446218.76,20.58,8.31,390178.7,17.99
446487.52,20.6,8.34,390245.61,18.0
446303.78,20.6,8.34,389888.22,18.0
446388.79,20.62,8.36,389685.97,18.0
446236.41,20.63,8.36,390164.04,18.03
446046.4,20.63,8.36,389828.09,18.03
445954.65,20.63,8.37,390955.34,18.09
446223.41,20.65,8.39,390954.76,18.1
446019.32,20.65,8.38,391544.18,18.13
446096.17,20.66,8.39,391340.85,18.12
446096.17,20.66,8.39,391340.85,18.12
445950.06,20.66,8.4,390934.2,18.11
445950.06,20.66,8.4,390934.2,18.11
445760.05,20.66,8.4,391645.4,18.15
445378.44,20.65,8.38,391331.57,18.14
445612.38,20.66,8.4,392029.42,18.18
444594.96,20.69,8.43,391218.01,18.21
444404.95,20.69,8.43,390945.71,18.21
443784.86,20.68,8.41,390347.1,18.19
443784.86,20.68,8.41,390347.1,18.19
443403.25,20.66,8.4,389783.4,18.16
443282.23,20.67,8.4,389460.13,18.16
443176.07,20.67,8.41,388645.78,18.13
443426.62,20.69,8.42,388441.33,18.12
443416.4,20.7,8.43,388422.35,18.13
443380.94,20.7,8.44,389616.4,18.19
443978.43,20.74,8.47,389654.38,18.2
443730.7,20.73,8.47,388928.84,18.17
443730.7,20.73,8.47,388928.84,18.17
443448.24,20.76,8.5,388434.29,18.18
443299.0,20.76,8.49,388142.43,18.17
443304.07,20.76,8.5,387811.53,18.16
443309.14,20.77,8.51,387643.1,18.16
443680.33,20.8,8.53,388142.29,18.2
443825.33,20.81,8.55,388698.75,18.23
443825.33,20.81,8.55,388698.75,18.23
444094.09,20.83,8.57,388698.17,18.24
444094.09,20.83,8.57,388698.17,18.24
444094.09,20.83,8.57,388698.17,18.24
443910.35,20.84,8.57,388326.64,18.23
443687.98,20.83,8.56,388251.39,18.23
443764.83,20.84,8.57,387971.12,18.22
443612.45,20.84,8.58,388456.97,18.25
443422.43,20.84,8.58,388123.23,18.24
443403.58,20.85,8.58,387836.59,18.24
443401.33,20.86,8.59,387766.28,18.24
443280.31,20.86,8.6,387555.63,18.24
443497.64,20.88,8.61,389324.61,18.33
443363.38,20.88,8.61,389979.47,18.37
443858.61,20.91,8.65,389943.86,18.37
444127.37,20.94,8.67,389912.41,18.38
443812.97,20.93,8.67,389662.0,18.38
443629.23,20.93,8.67,389248.6,18.37
443476.85,20.93,8.67,389810.15,18.4
442459.43,20.97,8.7,388998.75,18.43
442459.43,20.97,8.7,388998.75,18.43
442459.43,20.97,8.7,388998.75,18.43
442269.41,20.97,8.7,388623.66,18.42
442110.61,20.96,8.7,388464.85,18.42
441375.65,20.97,8.7,388146.51,18.44
441833.21,21.0,8.73,388296.62,18.45
441712.19,21.0,8.73,388115.73,18.45
441857.19,21.01,8.75,387672.7,18.44
440839.77,21.04,8.78,386861.3,18.47
440705.51,21.05,8.78,387042.48,18.49
440974.26,21.07,8.81,387041.9,18.49
440974.26,21.07,8.81,387041.9,18.49
441186.23,21.09,8.83,387284.97,18.51
440977.49,21.08,8.82,386748.45,18.49
440595.88,21.07,8.81,386455.27,18.48
440412.14,21.07,8.81,386010.99,18.47
439695.42,21.05,8.78,385214.61,18.44
439543.04,21.05,8.79,385753.87,18.47
439353.02,21.05,8.79,385440.51,18.47
439589.6,21.07,8.8,385911.09,18.5
439847.46,21.08,8.82,385731.39,18.49
439847.46,21.08,8.82,385731.39,18.49
439465.86,21.07,8.81,385384.84,18.48
439795.5,21.09,8.83,385328.23,18.48
438778.08,21.12,8.86,384516.83,18.51
437760.66,21.16,8.89,383705.43,18.54
437639.64,21.16,8.9,384333.82,18.58
437505.37,21.16,8.9,383779.45,18.57
437137.89,21.17,8.9,383839.66,18.59
436120.47,21.2,8.94,383028.26,18.62
435103.05,21.23,8.97,382216.86,18.65
435328.95,21.25,8.99,382281.05,18.66
435597.71,21.28,9.01,382280.47,18.67
435451.6,21.28,9.02,381873.83,18.66
435261.59,21.28,9.02,382671.36,18.71
435142.19,21.29,9.02,382201.24,18.7
434979.82,21.29,9.02,382150.8,18.7
433998.64,21.33,9.06,381411.51,18.74
433267.97,21.3,9.04,380680.85,18.71
433885.16,21.34,9.08,381242.21,18.75
434153.92,21.36,9.1,381309.11,18.76
433868.44,21.36,9.1,381066.6,18.76
433684.7,21.36,9.1,380664.28,18.75
433665.84,21.37,9.11,381571.99,18.8
433482.1,21.37,9.11,381899.46,18.83
433323.45,21.37,9.11,381581.81,18.82
433321.2,21.38,9.12,381679.72,18.83
432939.6,21.37,9.1,380777.45,18.79
432939.6,21.37,9.1,380777.45,18.79
432904.13,21.38,9.11,381687.6,18.85
432767.08,21.38,9.11,381928.04,18.87
432767.08,21.38,9.11,381928.04,18.87
432767.08,21.38,9.11,381928.04,18.87
432570.1,21.38,9.12,381656.19,18.86
433280.46,21.42,9.16,381761.76,18.87
432898.86,21.41,9.14,381360.11,18.86
432706.87,21.41,9.14,381076.61,18.85
432472.84,21.41,9.14,380905.71,18.85
432153.21,21.41,9.15,380431.38,18.85
432411.08,21.43,9.16,381107.59,18.89
432067.1,21.42,9.15,380721.8,18.87
432335.86,21.44,9.18,380653.13,18.88
432127.12,21.43,9.17,380688.73,18.88
431943.38,21.44,9.17,380326.07,18.87
431759.64,21.44,9.17,380798.37,18.91
431600.99,21.44,9.17,380265.94,18.89
431463.94,21.44,9.18,380455.26,18.91
431266.96,21.44,9.18,380194.08,18.9
430926.64,21.43,9.17,380055.26,18.9
430926.64,21.43,9.17,380055.26,18.9
430925.44,21.44,9.17,379753.13,18.89
431177.03,21.46,9.19,379575.56,18.89
430878.3,21.45,9.18,379190.39,18.87
430970.86,21.46,9.2,379456.92,18.9
431178.58,21.48,9.21,381456.21,19.0
430858.58,21.47,9.2,381136.21,18.99
431127.34,21.49,9.23,381135.63,19.0
430968.53,21.48,9.22,380981.15,18.99
430822.42,21.49,9.22,380574.5,18.98
430632.41,21.49,9.22,380839.93,19.0
430442.4,21.49,9.22,380521.09,19.0
430437.71,21.5,9.23,379759.49,18.97
430239.38,21.49,9.23,379077.31,18.94
430147.62,21.5,9.23,380387.55,19.01
429130.2,21.53,9.27,379576.15,19.05
429532.85,21.56,9.29,381016.73,19.12
428515.42,21.59,9.33,380205.33,19.16
429132.61,21.63,9.37,380185.17,19.17
428995.53,21.63,9.37,379516.65,19.14
428856.72,21.63,9.36,379382.17,19.13
429125.48,21.65,9.39,379449.08,19.15
428624.76,21.64,9.37,379075.47,19.14
429082.33,21.67,9.4,379225.58,19.15
428527.51,21.65,9.39,378315.39,19.11
428343.77,21.65,9.39,377873.19,19.1
427326.34,21.69,9.43,377061.79,19.14
427142.6,21.69,9.43,377463.6,19.17
426983.95,21.69,9.43,377034.98,19.16
426846.9,21.7,9.43,376880.72,19.16
427104.77,21.72,9.45,376531.61,19.15
426723.16,21.7,9.44,376301.03,19.14
426526.18,21.7,9.44,376709.04,19.17
426531.25,21.71,9.45,377230.36,19.2
425513.83,21.75,9.48,376418.96,19.24
425518.9,21.76,9.49,376114.02,19.23
425518.9,21.76,9.49,376114.02,19.23
424501.48,21.8,9.53,375302.62,19.27
423484.05,21.83,9.57,374491.22,19.31
423560.9,21.85,9.58,374306.38,19.31
423042.32,21.83,9.57,373791.77,19.29
423616.3,21.87,9.61,374128.71,19.32
422598.88,21.91,9.65,373317.31,19.35
422598.88,21.91,9.65,373317.31,19.35
422598.88,21.91,9.65,373317.31,19.35
421868.22,21.88,9.62,372586.64,19.33
421849.36,21.89,9.63,372429.17,19.33
421847.11,21.9,9.64,373470.35,19.39
422159.1,21.92,9.66,373425.29,19.39
422427.85,21.95,9.68,373383.03,19.4
422244.11,21.95,9.68,372980.44,19.39
421916.54,21.94,9.67,373129.59,19.4
421921.3,21.94,9.67,373131.81,19.4
422631.67,21.98,9.71,373234.54,19.41
422447.93,21.98,9.72,373696.87,19.44
422289.27,21.98,9.72,373360.9,19.44
422289.27,21.98,9.72,373360.9,19.44
422140.04,21.98,9.71,373611.54,19.45
422376.61,22.0,9.73,373111.29,19.43
422239.56,22.0,9.74,372877.96,19.43
422497.43,22.02,9.76,372597.1,19.42
422759.09,22.04,9.78,373354.83,19.46
422551.42,22.04,9.78,373578.8,19.49
422551.42,22.04,9.78,373578.8,19.49
422360.36,22.04,9.78,373341.64,19.48
422138.0,22.03,9.77,372884.07,19.46
421756.39,22.02,9.75,372539.09,19.45
422060.95,22.04,9.78,373775.92,19.52
421705.37,22.03,9.76,373055.9,19.49
421481.09,22.03,9.76,372809.51,19.48
421788.44,22.05,9.78,372547.05,19.47
422057.19,22.07,9.81,372652.29,19.49
421873.45,22.08,9.81,372323.03,19.48
421861.1,22.08,9.82,373899.96,19.57
421677.36,22.09,9.82,373618.03,19.57
421518.71,22.09,9.82,373773.13,19.59
421557.75,22.1,9.83,373684.28,19.59
421420.7,22.1,9.84,373920.09,19.61
421243.24,22.1,9.84,373796.41,19.61
420989.55,22.1,9.83,373475.14,19.6
420989.55,22.1,9.83,373475.14,19.6
421794.57,22.14,9.88,373555.93,19.61
421794.57,22.14,9.88,373555.93,19.61
421379.24,22.14,9.88,373360.88,19.62
421384.3,22.15,9.89,373014.32,19.61
421387.79,22.17,9.9,372886.68,19.62
421392.86,22.18,9.91,372711.25,19.61
421661.61,22.2,9.94,372816.48,19.63
420644.19,22.24,9.98,372005.08,19.67
420644.19,22.24,9.98,372005.08,19.67
420644.19,22.24,9.98,372005.08,19.67
420649.26,22.25,9.99,372554.16,19.71
420465.52,22.25,9.99,372042.63,19.69
420313.14,22.26,9.99,372565.63,19.73
420123.13,22.26,9.99,372290.74,19.73
419795.55,22.25,9.98,372011.89,19.72
419674.53,22.25,9.99,371866.62,19.72
419674.53,22.25,9.99,371866.62,19.72
420004.17,22.28,10.01,371628.78,19.71
419786.65,22.27,10.0,371347.0,19.7
419405.05,22.25,9.99,371777.87,19.73
419364.86,22.26,10.0,371776.32,19.74
419607.13,22.28,10.02,371398.93,19.72
419506.32,22.29,10.02,370861.3,19.7
419223.86,22.32,10.05,370477.69,19.72
418991.44,22.31,10.05,370281.75,19.72
418801.43,22.31,10.05,369770.21,19.7
419233.37,22.35,10.08,373601.69,19.91
419233.37,22.35,10.08,373601.69,19.91
419233.37,22.35,10.08,373601.69,19.91
419233.37,22.35,10.08,373601.69,19.91
419231.12,22.36,10.09,374713.2,19.98
419362.94,22.38,10.11,375009.6,20.01
418913.93,22.36,10.1,374564.56,20.0
419225.92,22.38,10.12,374774.33,20.01
419225.92,22.38,10.12,374774.33,20.01
419494.67,22.41,10.15,374669.2,20.02
419310.93,22.41,10.15,375023.18,20.05
418293.51,22.45,10.19,374211.78,20.09
418293.51,22.45,10.19,374211.78,20.09
417562.85,22.43,10.16,373408.99,20.06
417235.27,22.42,10.15,373141.21,20.05
419663.26,22.56,10.29,372905.56,20.04
420373.63,22.6,10.34,373006.95,20.05
420116.25,22.64,10.37,372598.31,20.08
419963.87,22.64,10.38,372232.99,20.07
419773.86,22.64,10.38,371989.35,20.07
419540.94,22.63,10.37,371515.54,20.04
419449.18,22.64,10.38,372760.21,20.12
420066.37,22.69,10.42,372703.0,20.13
420151.39,22.72,10.45,372857.71,20.16
420420.15,22.74,10.48,372962.95,20.18
420236.41,22.74,10.48,372620.73,20.17
420052.67,22.75,10.48,372351.77,20.16
419767.18,22.74,10.48,371713.02,20.14
419767.18,22.74,10.48,371713.02,20.14
419608.53,22.75,10.48,372288.01,20.18
419608.53,22.75,10.48,372288.01,20.18
419487.51,22.75,10.49,371945.09,20.17
419353.25,22.76,10.49,372456.28,20.21
419358.32,22.77,10.5,373023.73,20.25
419710.84,22.79,10.53,372698.89,20.24
419936.74,22.82,10.55,372380.82,20.23
419609.16,22.8,10.54,372040.47,20.22
419609.16,22.8,10.54,372040.47,20.22
419877.92,22.83,10.57,371998.21,20.23
419142.96,22.84,10.58,371570.42,20.25
418412.3,22.81,10.55,370839.76,20.22
418417.36,22.82,10.56,371375.18,20.26
418233.62,22.83,10.56,370972.58,20.25
418081.24,22.83,10.57,371452.13,20.28
418158.09,22.85,10.58,371229.3,20.28
418158.09,22.85,10.58,371229.3,20.28
417140.67,22.89,10.63,370417.89,20.33
416950.66,22.89,10.63,370070.05,20.32
417184.59,22.91,10.65,369773.48,20.31
417184.59,22.91,10.65,369773.48,20.31
416184.59,22.87,10.6,368773.48,20.26
416182.35,22.88,10.61,368690.14,20.27
416045.3,22.88,10.62,368446.94,20.27
416009.83,22.89,10.63,369955.41,20.36
415832.36,22.89,10.63,370093.23,20.38
415599.44,22.89,10.62,369685.67,20.36
415884.57,22.91,10.65,370095.58,20.39
415153.91,22.89,10.62,369292.79,20.36
415864.27,22.93,10.67,369395.51,20.37
416133.03,22.96,10.69,369411.06,20.38
416138.1,22.97,10.7,369109.33,20.37
415954.36,22.97,10.71,368648.93,20.36
415954.36,22.97,10.71,368648.93,20.36
415959.43,22.98,10.72,368397.58,20.35
415775.69,22.99,10.72,368760.09,20.39
414758.27,23.03,10.77,367948.69,20.43
414438.27,23.02,10.75,367628.69,20.42
414438.27,23.02,10.75,367628.69,20.42
414279.46,23.01,10.75,367472.88,20.41
414284.53,23.02,10.76,368059.11,20.45
414125.87,23.03,10.76,367883.67,20.45
413988.82,23.03,10.77,367585.1,20.45
413791.84,23.03,10.77,367997.18,20.48
413669.43,23.04,10.77,367719.03,20.48
413746.27,23.05,10.79,367646.43,20.48
413364.67,23.04,10.77,367341.52,20.47
413364.67,23.04,10.77,367341.52,20.47
413061.07,23.03,10.77,366952.53,20.46
413329.83,23.06,10.8,367057.77,20.48
413329.83,23.06,10.8,367057.77,20.48
413329.83,23.06,10.8,367057.77,20.48
413329.83,23.06,10.8,367057.77,20.48
413146.09,23.06,10.8,366728.52,20.47
412962.35,23.07,10.8,366446.59,20.47
412943.49,23.08,10.81,366180.65,20.46
412943.49,23.08,10.81,366180.65,20.46
412784.84,23.08,10.82,366593.6,20.5
412647.79,23.09,10.82,366439.16,20.5
412906.67,23.11,10.84,367483.78,20.56
412906.67,23.11,10.84,367483.78,20.56
412797.86,23.1,10.84,367379.52,20.56
412600.88,23.1,10.84,367136.93,20.56
412478.46,23.11,10.84,367242.33,20.57
412478.46,23.11,10.84,367242.33,20.57
412478.46,23.11,10.84,367223.66,20.57
412174.86,23.1,10.84,366796.88,20.56
411957.34,23.1,10.83,366718.96,20.56
411567.4,23.08,10.82,366553.75,20.56
411950.36,23.1,10.84,366647.99,20.56
411763.44,23.1,10.83,366845.79,20.58
412221.01,23.13,10.87,366995.9,20.6
412489.77,23.16,10.9,366917.05,20.6
412207.3,23.2,10.93,366533.44,20.63
412023.56,23.2,10.94,366167.44,20.62
412029.52,23.2,10.94,366191.57,20.62
411877.14,23.21,10.94,366696.44,20.66
411687.13,23.21,10.94,366383.48,20.65
411595.38,23.22,10.95,366277.3,20.66
411595.38,23.22,10.95,366316.86,20.66
411600.44,23.23,10.96,366035.26,20.66
411600.44,23.23,10.96,365995.71,20.65
411969.32,23.26,11.0,367061.03,20.73
412238.07,23.29,11.02,367127.94,20.74
411870.59,23.3,11.03,366818.72,20.75
411580.28,23.28,11.02,366388.74,20.73
411838.15,23.3,11.04,366069.87,20.71
411800.98,23.31,11.05,365552.27,20.7
411617.24,23.32,11.05,365149.95,20.69
411433.5,23.32,11.06,364979.42,20.69
411249.76,23.32,11.06,365319.53,20.72
411137.8,23.33,11.07,365116.54,20.72
410930.13,23.33,11.07,364844.0,20.71
410739.08,23.33,11.07,364934.47,20.73
410514.8,23.33,11.07,364673.96,20.73
410519.87,23.35,11.08,365221.83,20.77
410788.63,23.37,11.11,365288.74,20.79
410407.02,23.36,11.09,364978.03,20.77
410223.28,23.36,11.1,364466.27,20.76
409488.32,23.37,11.11,364038.47,20.78
409565.17,23.39,11.12,363853.64,20.78
409381.43,23.39,11.13,364316.17,20.82
409222.78,23.4,11.13,363857.21,20.8
409085.73,23.4,11.14,363813.94,20.81
409066.87,23.41,11.15,363656.47,20.81
409066.87,23.41,11.15,363656.47,20.81
409325.75,23.43,11.17,364728.71,20.88
409290.28,23.44,11.18,364689.52,20.89
409093.3,23.44,11.18,364936.73,20.91
408930.93,23.45,11.18,364657.18,20.91
408667.29,23.44,11.18,364362.66,20.9
408347.66,23.45,11.19,363875.8,20.9
408616.42,23.48,11.22,363923.76,20.91
408432.68,23.49,11.22,363521.76,20.9
408248.94,23.49,11.22,363369.85,20.91
408065.2,23.49,11.23,363710.29,20.94
407953.23,23.5,11.23,363453.92,20.94
407745.57,23.5,11.24,363459.57,20.95
407365.63,23.48,11.22,363276.89,20.94
408075.99,23.53,11.27,363382.46,20.95
407884.94,23.53,11.27,363188.31,20.96
407660.66,23.53,11.27,362987.28,20.96
407403.29,23.57,11.31,362578.65,20.98
407021.68,23.56,11.29,362177.0,20.96
407290.44,23.59,11.32,362176.42,20.98
406273.02,23.64,11.37,361365.01,21.03
406089.28,23.64,11.38,361016.92,21.02
405936.9,23.65,11.38,361696.68,21.07
405941.97,23.66,11.39,361563.18,21.07
405947.03,23.67,11.4,362074.24,21.11
404929.61,23.72,11.46,361262.83,21.16
404929.61,23.72,11.46,361303.4,21.17
404929.61,23.72,11.46,361262.83,21.16
405282.13,23.75,11.48,360992.95,21.15
404264.71,23.8,11.53,360181.54,21.2
404341.56,23.81,11.55,359961.16,21.2
403895.3,23.8,11.53,360313.14,21.23
403705.28,23.8,11.53,359762.08,21.21
403584.26,23.81,11.54,359542.78,21.21
403450.0,23.81,11.55,360213.59,21.26
403675.9,23.84,11.57,359953.65,21.26
403657.04,23.85,11.58,359781.32,21.26
402926.38,23.82,11.56,358998.32,21.22
403231.38,23.85,11.59,359295.63,21.25
403047.64,23.86,11.59,358626.86,21.23
402863.9,23.86,11.59,359028.96,21.26
403280.07,23.89,11.62,359839.24,21.31
402965.21,23.87,11.61,359498.84,21.3
402781.47,23.88,11.61,359257.56,21.3
402746.0,23.89,11.62,359398.1,21.32
402634.04,23.89,11.63,359127.32,21.31
402426.37,23.9,11.63,359236.18,21.33
402235.32,23.9,11.63,359058.32,21.33
402237.57,23.9,11.63,359104.73,21.34
402984.17,23.95,11.69,359279.61,21.35
402989.24,23.96,11.7,358976.42,21.35
402764.97,23.96,11.7,358787.56,21.35
403033.73,23.99,11.73,358765.35,21.36
403178.73,24.01,11.75,359127.73,21.39
403178.73,24.01,11.75,359127.73,21.39
402797.12,24.0,11.73,358799.53,21.37
402613.38,24.0,11.73,358378.16,21.36
402429.64,24.0,11.74,358843.82,21.4
402429.64,24.0,11.74,358843.82,21.4
402270.99,24.01,11.74,358556.8,21.4
402133.94,24.01,11.75,358277.69,21.39
402133.94,24.01,11.75,358277.69,21.39
402139.01,24.03,11.76,358051.47,21.39
401121.59,24.08,11.81,357240.06,21.45
400924.61,24.08,11.82,357646.97,21.48
400924.61,24.08,11.82,357646.97,21.48
401001.45,24.1,11.83,357566.41,21.49
400982.59,24.11,11.84,358235.11,21.54
400856.0,24.12,11.85,357782.33,21.52
400556.58,24.11,11.85,357560.85,21.52
400141.25,24.12,11.85,357390.81,21.54
400391.79,24.14,11.87,357420.54,21.55
400660.55,24.17,11.9,357278.84,21.55
400438.18,24.16,11.89,357249.54,21.55
399457.0,24.22,11.95,356510.26,21.61
399273.26,24.22,11.96,356866.93,21.65
399273.26,24.22,11.96,356866.93,21.65
399120.88,24.23,11.96,356602.78,21.65
398930.87,24.23,11.96,356286.99,21.64
398930.87,24.23,11.96,356286.99,21.64
398793.82,24.24,11.97,356936.84,21.69
398616.35,24.24,11.97,356721.21,21.69
398616.35,24.24,11.97,356721.21,21.69
398234.74,24.22,11.96,355911.03,21.65
398339.21,24.24,11.97,357215.04,21.74
398796.77,24.28,12.01,357365.15,21.76
398796.77,24.28,12.01,357365.15,21.76
398796.77,24.28,12.01,357365.15,21.76
398588.03,24.27,12.0,356936.93,21.73
398859.23,24.3,12.04,356773.01,21.74
399127.99,24.33,12.07,357077.57,21.77
398944.25,24.34,12.07,356328.15,21.74
398944.25,24.34,12.07,356328.15,21.74
399143.46,24.36,12.09,355769.84,21.71
399143.46,24.36,12.09,355769.84,21.71
398991.08,24.36,12.1,356122.71,21.74
398801.07,24.37,12.1,355775.01,21.74
397783.65,24.42,12.16,354963.61,21.79
397783.65,24.42,12.16,354963.61,21.79
