ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7be2-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7be2-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_ratio,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7be2-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_q124,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7be2-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7be2-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_ratio
1400983.83,36.29,10.71,544975.22,14.12
1400983.83,36.29,10.71,544975.22,14.12
1403516.92,36.36,10.79,545052.3,14.12
1403516.92,36.36,10.79,545052.3,14.12
1403277.76,36.36,10.79,544717.99,14.11
1403277.76,36.36,10.79,544715.91,14.11
1403210.88,36.37,10.79,544690.49,14.12
1402672.89,36.36,10.79,544112.88,14.1
1402417.15,36.36,10.79,544021.16,14.11
1402161.41,36.37,10.79,543823.87,14.1
1401905.68,36.37,10.79,543916.91,14.11
1401649.94,36.37,10.8,543845.36,14.11
1401394.2,36.37,10.8,543793.64,14.11
1401394.2,36.37,10.8,543872.52,14.12
1401680.55,36.38,10.81,544183.34,14.13
1401424.81,36.39,10.81,544183.34,14.13
1401711.16,36.4,10.82,544183.34,14.13
1401644.28,36.4,10.83,544183.34,14.13
1401388.54,36.41,10.83,544506.26,14.15
1401577.99,36.42,10.84,544506.26,14.15
1403265.65,36.47,10.9,548054.79,14.24
1403198.76,36.48,10.9,548709.61,14.26
1402175.81,36.49,10.91,548732.06,14.28
1402365.26,36.5,10.92,548727.38,14.28
1402109.52,36.5,10.92,548597.64,14.28
1401853.78,36.5,10.93,547727.33,14.26
1401598.04,36.5,10.93,547720.05,14.27
1401598.04,36.5,10.93,547840.63,14.27
1401787.5,36.51,10.94,547995.69,14.27
1401720.61,36.52,10.95,547995.69,14.28
1401720.61,36.52,10.95,547978.57,14.28
1401886.39,36.53,10.96,547976.23,14.28
1401630.65,36.53,10.96,550546.28,14.35
1401374.92,36.54,10.96,550497.83,14.35
1401119.18,36.54,10.96,550473.78,14.36
1401119.18,36.54,10.96,550593.96,14.36
1401485.25,36.55,10.98,551807.49,14.39
1401418.37,36.56,10.98,551824.02,14.39
1400906.27,36.55,10.97,551229.04,14.38
1400650.54,36.55,10.98,551223.86,14.38
1400394.8,36.55,10.98,551183.02,14.39
1400139.06,36.56,10.98,551180.09,14.39
1399666.11,36.55,10.98,550607.08,14.38
1399447.82,36.56,10.98,549732.32,14.36
1399734.17,36.57,10.99,549894.64,14.37
1399553.98,36.57,11.0,549379.6,14.36
1399502.21,36.57,11.0,549512.65,14.36
1399246.47,36.57,11.0,549187.43,14.35
1399606.95,36.58,11.01,549994.82,14.38
1399407.35,36.58,11.01,549811.0,14.37
1399198.42,36.58,11.01,550356.02,14.39
1399198.42,36.58,11.01,550523.17,14.39
1399538.97,36.6,11.02,552643.63,14.45
1399538.97,36.6,11.02,552627.06,14.45
1399283.23,36.6,11.03,552695.02,14.46
1399472.68,36.61,11.04,552951.68,14.47
1399510.12,36.61,11.04,555985.04,14.54
1399254.39,36.61,11.04,555983.44,14.55
1398998.65,36.62,11.04,556143.81,14.56
1398818.46,36.62,11.05,558197.45,14.61
1398562.72,36.62,11.05,558197.45,14.62
1398514.89,36.63,11.06,559822.04,14.66
1398259.16,36.63,11.06,559650.22,14.66
1398192.27,36.64,11.07,559743.37,14.67
1398478.62,36.65,11.08,560830.59,14.7
1398213.53,36.65,11.08,561176.74,14.71
1398287.39,36.66,11.09,561462.68,14.72
1400565.97,36.72,11.15,563427.42,14.77
1400310.23,36.72,11.15,563886.27,14.79
1400054.49,36.73,11.15,563775.99,14.79
1399798.76,36.73,11.16,563773.71,14.79
1400122.55,36.74,11.17,563666.7,14.79
1399866.81,36.74,11.17,563961.2,14.8
1399611.07,36.75,11.17,564559.54,14.82
1399611.07,36.75,11.17,564559.54,14.82
1399544.19,36.75,11.18,564340.7,14.82
1399477.31,36.76,11.19,564441.57,14.83
1399324.79,36.76,11.18,566460.98,14.88
1399257.91,36.76,11.19,566432.16,14.88
1405212.0,36.92,11.35,573539.46,15.07
1405409.85,36.93,11.36,573630.45,15.07
1405409.85,36.93,11.36,573617.15,15.07
1405599.31,36.94,11.37,573891.05,15.08
1405599.31,36.94,11.37,573833.69,15.08
1405343.57,36.94,11.37,573831.17,15.08
1405087.83,36.95,11.37,573828.29,15.09
1405020.95,36.95,11.38,573828.29,15.09
1404765.21,36.95,11.38,573767.78,15.09
1404509.47,36.96,11.38,573680.12,15.1
1404253.73,36.96,11.39,573497.02,15.09
1404540.08,36.97,11.4,573931.26,15.11
1404284.34,36.97,11.4,573849.22,15.11
1404028.6,36.98,11.4,573814.29,15.11
1403772.86,36.98,11.41,573814.29,15.12
1403517.13,36.98,11.41,573568.15,15.11
1403517.13,36.98,11.41,573517.52,15.11
1403261.39,36.99,11.41,573517.52,15.12
1403194.51,36.99,11.42,573496.4,15.12
1402938.77,37.0,11.42,573439.04,15.12
1402881.24,37.0,11.43,573258.8,15.12
1402814.36,37.01,11.43,573253.68,15.12
1403077.49,37.02,11.44,572928.39,15.12
1403266.94,37.03,11.45,572963.75,15.12
1403869.57,37.05,11.48,573343.97,15.13
1404068.39,37.06,11.49,573345.7,15.13
1403812.65,37.07,11.49,573267.31,15.14
1403427.46,37.06,11.49,572891.59,15.13
1403654.35,37.07,11.5,572635.56,15.12
1403587.47,37.08,11.5,572613.12,15.13
1403331.73,37.08,11.51,572594.96,15.13
1403075.99,37.08,11.51,572578.37,15.13
1402820.25,37.09,11.51,572403.71,15.13
1402820.25,37.09,11.51,572352.97,15.13
1402829.26,37.1,11.52,574685.65,15.2
1402573.52,37.1,11.52,574857.38,15.21
1402647.38,37.11,11.53,576450.38,15.25
1402726.69,37.11,11.54,576391.77,15.25
1402726.69,37.11,11.54,576468.95,15.25
1402393.33,37.11,11.54,576126.56,15.25
1402467.2,37.12,11.54,576223.04,15.25
1402541.06,37.13,11.55,575991.96,15.25
1402285.32,37.13,11.56,576002.03,15.25
1402285.32,37.13,11.56,577306.99,15.29
1402029.58,37.13,11.56,577392.81,15.29
1401773.84,37.14,11.56,577390.29,15.3
1401518.1,37.14,11.57,577681.13,15.31
1401262.37,37.14,11.57,577681.13,15.31
1401620.46,37.15,11.58,577736.58,15.31
1401364.73,37.16,11.58,577689.02,15.32
1401651.08,37.17,11.59,578400.05,15.34
1401395.34,37.17,11.6,578894.69,15.35
1401139.6,37.17,11.6,578920.66,15.36
1401139.6,37.17,11.6,578954.13,15.36
1400600.15,37.17,11.6,578428.2,15.35
1400600.15,37.17,11.6,578425.48,15.35
1400344.41,37.17,11.6,578459.95,15.36
1400418.28,37.18,11.61,578726.81,15.37
1400162.54,37.18,11.61,578813.85,15.37
1400351.99,37.19,11.62,578777.0,15.37
1399966.8,37.19,11.61,578924.8,15.38
1400239.25,37.2,11.62,580293.83,15.41
1403084.98,37.28,11.71,582827.15,15.49
1403018.09,37.29,11.71,582657.55,15.48
1402762.36,37.29,11.72,582571.73,15.49
1402506.62,37.29,11.72,582571.73,15.49
1402506.62,37.29,11.72,584831.52,15.55
1402506.62,37.29,11.72,585118.79,15.56
1402506.62,37.29,11.72,585034.16,15.56
1402864.72,37.3,11.73,585427.52,15.57
1402864.72,37.3,11.73,586512.83,15.6
1402608.98,37.31,11.73,586559.99,15.6
1404498.88,37.36,11.78,589221.93,15.67
1404785.23,37.37,11.8,589221.93,15.67
1404785.23,37.37,11.8,590003.9,15.69
1404785.23,37.37,11.8,590003.9,15.69
1404859.1,37.38,11.8,589945.15,15.7
1404603.36,37.38,11.81,589945.15,15.7
1404347.62,37.38,11.81,589525.55,15.69
1404658.8,37.4,11.82,591882.03,15.76
1404658.8,37.4,11.82,591825.05,15.76
1404403.06,37.4,11.83,591493.09,15.75
1404403.06,37.4,11.83,591471.2,15.75
1404403.06,37.4,11.83,591431.56,15.75
1404175.4,37.4,11.83,593056.25,15.8
1404461.75,37.41,11.84,594508.65,15.84
1404535.62,37.42,11.85,594786.93,15.85
1404798.75,37.43,11.86,594778.14,15.85
1404897.7,37.45,11.87,594505.15,15.85
1404641.96,37.45,11.88,594463.24,15.85
1404386.22,37.45,11.88,594463.24,15.85
1403834.63,37.45,11.87,593911.66,15.84
1403578.9,37.45,11.88,594080.61,15.85
1403512.01,37.46,11.88,594042.79,15.85
1403256.27,37.46,11.88,593999.02,15.86
1404224.4,37.48,11.91,595708.75,15.9
1403968.66,37.49,11.91,595538.41,15.9
1403712.92,37.49,11.92,595539.91,15.91
1403712.92,37.49,11.92,595527.99,15.91
1403370.71,37.49,11.92,595133.41,15.9
1403114.97,37.49,11.92,595037.29,15.9
1402859.23,37.5,11.92,595304.18,15.91
1402474.04,37.49,11.92,594920.48,15.9
1402407.16,37.5,11.93,594707.52,15.9
1401855.57,37.49,11.92,594116.19,15.89
1402045.02,37.5,11.93,594077.08,15.89
1401720.56,37.5,11.92,593721.18,15.88
1401464.82,37.5,11.93,593555.54,15.88
1401209.08,37.5,11.93,593445.71,15.88
1401095.62,37.51,11.94,592787.62,15.87
1401095.62,37.51,11.94,592816.07,15.87
1401028.74,37.52,11.94,592810.51,15.87
1400773.0,37.52,11.95,592810.51,15.88
1400706.11,37.53,11.95,592664.37,15.88
1400322.52,37.52,11.95,592340.49,15.87
1400322.52,37.52,11.95,592340.49,15.87
1400608.88,37.53,11.96,592728.48,15.88
1400924.77,37.54,11.97,592910.97,15.89
1400669.04,37.54,11.97,592895.49,15.89
1400117.45,37.54,11.96,592293.69,15.88
1400117.45,37.54,11.96,592038.51,15.87
1399903.59,37.54,11.97,593101.81,15.91
1399647.85,37.54,11.97,593023.85,15.91
1399392.11,37.55,11.97,592988.33,15.91
1399149.93,37.55,11.98,594032.14,15.94
1399413.06,37.56,11.99,595538.5,15.99
1399594.11,37.57,12.0,595591.03,15.99
1399338.37,37.58,12.0,595591.03,15.99
1399527.82,37.59,12.01,596954.86,16.03
1399272.08,37.59,12.01,597235.96,16.04
1401473.69,37.65,12.08,601083.02,16.15
1401217.96,37.66,12.08,600550.42,16.14
1401217.96,37.66,12.08,600550.42,16.14
1401151.07,37.66,12.09,600550.42,16.14
1400970.89,37.67,12.09,600322.35,16.14
1400715.15,37.67,12.1,600063.35,16.14
1400715.15,37.67,12.1,599896.38,16.13
1400648.26,37.68,12.1,599893.66,16.14
1400581.38,37.68,12.11,599893.66,16.14
1400325.64,37.69,12.11,599828.28,16.14
1400325.64,37.69,12.11,599713.63,16.14
1400069.91,37.69,12.12,599711.41,16.14
1399814.17,37.69,12.12,599711.41,16.15
1400100.52,37.7,12.13,599733.94,16.15
1400033.64,37.71,12.14,599588.51,16.15
1399777.9,37.71,12.14,599588.51,16.15
1399384.74,37.71,12.14,598893.29,16.14
1399129.0,37.71,12.14,598939.07,16.14
1398873.26,37.72,12.14,598881.71,16.15
1398617.52,37.72,12.15,599267.07,16.16
1398691.39,37.73,12.16,599219.3,16.16
1398804.71,37.73,12.16,599867.05,16.18
1398548.97,37.74,12.16,599905.97,16.19
1396503.06,37.76,12.19,599898.57,16.22
1396503.06,37.76,12.19,599865.99,16.22
1396436.18,37.77,12.2,599848.28,16.22
1396180.44,37.77,12.2,599811.26,16.23
1396180.44,37.77,12.2,600618.7,16.25
1395924.7,37.78,12.2,600539.32,16.25
1395924.7,37.78,12.2,600440.95,16.25
1395668.97,37.78,12.21,600611.91,16.26
1395413.23,37.78,12.21,600951.1,16.27
1395157.49,37.79,12.21,601392.95,16.29
1395323.27,37.8,12.22,601424.36,16.29
1395067.53,37.8,12.23,601410.57,16.3
1395067.53,37.8,12.23,601406.11,16.29
1394811.79,37.8,12.23,601405.74,16.3
1394811.79,37.8,12.23,601368.71,16.3
1394546.69,37.81,12.23,600407.41,16.28
1394035.21,37.81,12.24,600407.41,16.29
1394224.66,37.82,12.25,601191.88,16.31
1394414.12,37.83,12.26,601278.9,16.31
1395615.39,37.86,12.29,603498.43,16.37
1395359.65,37.87,12.29,603458.8,16.38
1395359.65,37.87,12.29,604122.2,16.39
1395292.77,37.87,12.3,603796.85,16.39
1395037.03,37.88,12.3,603869.46,16.4
1398641.56,37.99,12.41,603655.08,16.39
1398927.91,38.0,12.42,603614.33,16.4
1398709.61,38.0,12.43,603447.93,16.39
1398642.73,38.01,12.43,603892.72,16.41
1398386.99,38.01,12.44,604081.04,16.42
1398386.99,38.01,12.44,604197.62,16.42
1398131.25,38.01,12.44,604118.51,16.43
1398234.93,38.02,12.44,604289.67,16.43
1398424.38,38.03,12.45,604671.74,16.44
1398710.73,38.04,12.46,604605.91,16.44
1399076.8,38.05,12.48,604602.98,16.44
1398821.07,38.05,12.48,604750.06,16.45
1399084.2,38.07,12.49,605197.68,16.47
1399084.2,38.07,12.49,604984.27,16.46
1399084.2,38.07,12.49,604937.31,16.46
1398828.46,38.07,12.49,604945.24,16.46
1398572.72,38.07,12.5,604945.24,16.47
1398316.98,38.08,12.5,604876.85,16.47
1398471.54,38.09,12.52,604562.68,16.47
1398404.65,38.1,12.52,604026.19,16.46
1398148.92,38.1,12.53,603973.96,16.46
1397921.26,38.1,12.53,603517.77,16.45
1397921.26,38.1,12.53,603517.77,16.45
1397665.52,38.11,12.53,603479.01,16.45
1397665.52,38.11,12.53,603479.01,16.45
1397793.83,38.12,12.54,604262.1,16.48
1397793.83,38.12,12.54,604262.1,16.48
1397726.95,38.12,12.55,604625.61,16.49
1399128.48,38.16,12.59,605409.95,16.51
1398872.74,38.17,12.59,605557.18,16.52
1398946.6,38.17,12.6,605554.65,16.52
1398690.86,38.18,12.6,605672.76,16.53
1398977.22,38.19,12.61,606221.41,16.55
1398977.22,38.19,12.61,606393.82,16.55
1398977.22,38.19,12.61,606161.39,16.55
1398977.22,38.19,12.61,606161.39,16.55
1398977.22,38.19,12.61,606161.39,16.55
1398977.22,38.19,12.61,606161.39,16.55
1398721.48,38.19,12.62,606819.04,16.57
1398465.74,38.2,12.62,606803.32,16.57
1398465.74,38.2,12.62,606803.32,16.57
1398210.0,38.2,12.63,606594.34,16.57
1397876.65,38.19,12.62,606827.8,16.58
1397620.91,38.2,12.62,606820.99,16.59
1397554.02,38.2,12.63,608101.54,16.62
1397298.29,38.21,12.63,608331.73,16.63
1397042.55,38.21,12.64,608406.9,16.64
1397079.99,38.21,12.64,609439.24,16.67
1397013.11,38.22,12.65,609057.41,16.66
1396757.37,38.22,12.65,609017.58,16.67
1396501.63,38.23,12.65,609017.58,16.67
1396501.63,38.23,12.65,609017.58,16.67
1396245.89,38.23,12.66,608887.48,16.67
1397691.7,38.27,12.7,611044.25,16.73
1397435.96,38.28,12.7,610817.65,16.73
1397625.41,38.29,12.71,610864.56,16.73
1397369.67,38.29,12.72,610818.81,16.74
1397113.94,38.3,12.72,610914.52,16.75
1397123.3,38.3,12.72,611496.83,16.76
1396867.56,38.3,12.72,611474.67,16.77
1396611.82,38.3,12.73,613286.53,16.82
1396356.08,38.31,12.73,613054.68,16.82
1396100.34,38.31,12.74,613144.28,16.82
1396100.34,38.31,12.74,614180.87,16.85
1395844.6,38.31,12.74,614180.87,16.86
1395844.6,38.31,12.74,613949.23,16.85
1396160.5,38.32,12.75,614000.85,16.85
1396093.62,38.33,12.76,613998.23,16.86
1395837.88,38.33,12.76,614091.27,16.86
1395837.88,38.33,12.76,613913.16,16.86
1396124.23,38.34,12.77,614132.13,16.87
1396275.34,38.35,12.77,615226.97,16.9
1396464.79,38.36,12.78,616059.77,16.92
1396751.14,38.37,12.8,616951.89,16.95
1396495.4,38.37,12.8,616902.22,16.95
1396239.66,38.38,12.8,616716.75,16.95
1396239.66,38.38,12.8,616716.75,16.95
1396172.78,38.38,12.81,616712.81,16.95
1396459.13,38.4,12.82,616705.42,16.96
1396203.39,38.4,12.82,616908.37,16.97
1395961.21,38.4,12.83,616764.25,16.97
1395705.47,38.41,12.83,616724.42,16.97
1395705.47,38.41,12.83,616641.35,16.97
1395894.92,38.42,12.84,616641.35,16.97
1395639.18,38.42,12.85,616640.2,16.98
1395713.05,38.43,12.85,617206.01,16.99
1395713.05,38.43,12.85,617203.48,16.99
1395713.05,38.43,12.85,617294.38,17.0
1395799.46,38.43,12.86,617518.89,17.0
1395761.68,38.44,12.87,616070.23,16.97
1395761.68,38.44,12.87,616070.23,16.97
1395761.68,38.44,12.87,620669.26,17.09
1395505.94,38.44,12.87,620732.67,17.1
1395250.2,38.45,12.87,620731.07,17.1
1395031.9,38.45,12.88,620844.38,17.11
1395318.26,38.46,12.89,621180.97,17.12
1395507.71,38.47,12.9,621178.39,17.13
1395251.97,38.48,12.9,621203.04,17.13
1394996.23,38.48,12.91,621135.12,17.13
1394675.07,38.48,12.9,620930.79,17.13
1394675.07,38.48,12.9,620920.0,17.13
1394608.19,38.48,12.91,620920.0,17.13
1394352.45,38.49,12.91,621432.96,17.15
1394352.45,38.49,12.91,621366.45,17.15
1394285.57,38.49,12.92,621349.98,17.15
1394029.83,38.5,12.92,621346.98,17.16
1396438.79,38.56,12.99,627034.69,17.32
1396438.79,38.56,12.99,627182.5,17.32
1396371.91,38.57,13.0,627154.51,17.32
1396305.02,38.58,13.0,627337.35,17.33
1396049.29,38.58,13.01,627337.35,17.34
1396238.74,38.59,13.02,627603.52,17.35
1395983.0,38.6,13.02,627619.7,17.35
1395727.26,38.6,13.02,627568.01,17.36
1395517.66,38.6,13.02,627391.71,17.35
1395875.76,38.61,13.03,627504.08,17.36
1395620.02,38.61,13.04,627885.64,17.37
1395620.02,38.61,13.04,627841.87,17.37
1396171.17,38.64,13.06,628413.82,17.39
1395915.43,38.64,13.07,628369.92,17.39
1396104.88,38.65,13.08,628491.28,17.4
1396038.0,38.66,13.08,628301.51,17.4
1395782.26,38.66,13.09,628294.11,17.4
1395526.52,38.67,13.09,629024.08,17.43
1395270.78,38.67,13.1,629024.08,17.43
1395468.63,38.68,13.11,630927.37,17.49
1395468.63,38.68,13.11,630840.35,17.49
1395212.89,38.68,13.11,630696.66,17.49
1395108.26,38.69,13.12,629921.74,17.47
1395108.26,38.69,13.12,629897.14,17.47
1395041.38,38.7,13.12,629889.47,17.47
1395041.38,38.7,13.12,631621.75,17.52
1395042.64,38.7,13.12,631628.99,17.52
1394786.9,38.7,13.13,632030.06,17.54
1395250.02,38.71,13.14,632476.12,17.55
1395250.02,38.71,13.14,632470.5,17.55
1395447.87,38.72,13.15,632786.38,17.56
1395381.01,38.73,13.16,633219.2,17.58
1395125.27,38.74,13.16,633296.57,17.58
1395125.27,38.74,13.16,633592.27,17.59
1394613.79,38.74,13.17,634199.42,17.62
1395189.47,38.76,13.19,634930.72,17.64
1395189.47,38.76,13.19,634930.72,17.64
1394933.73,38.77,13.19,634995.91,17.65
1394933.73,38.77,13.19,634943.57,17.65
1394866.85,38.77,13.2,635644.94,17.67
1394866.85,38.77,13.2,635628.48,17.67
1394611.11,38.78,13.2,635518.68,17.67
1394611.11,38.78,13.2,635518.68,17.67
1394611.11,38.78,13.2,636531.65,17.7
1394355.37,38.78,13.21,636706.72,17.71
1394429.23,38.79,13.22,636978.37,17.72
1394429.23,38.79,13.22,637107.12,17.72
1394362.35,38.8,13.22,637059.58,17.73
1394106.61,38.8,13.23,637001.66,17.73
1394304.46,38.81,13.24,636998.73,17.73
1394304.46,38.81,13.24,637358.27,17.74
1394559.44,38.82,13.25,637271.57,17.74
1394748.89,38.83,13.26,637394.38,17.75
1394682.01,38.84,13.27,637582.75,17.76
1394968.36,38.85,13.28,637420.41,17.75
1396284.19,38.9,13.33,638641.21,17.79
1396065.89,38.9,13.33,638493.81,17.79
1395999.01,38.91,13.34,639357.62,17.82
1395999.01,38.91,13.34,639357.62,17.82
1396188.46,38.92,13.35,639713.26,17.83
1395932.73,38.93,13.35,639708.08,17.84
1395676.99,38.93,13.35,639478.61,17.84
1395750.85,38.94,13.36,639459.9,17.84
1395495.11,38.94,13.37,639639.28,17.85
1395239.37,38.95,13.37,639639.28,17.85
1394983.63,38.95,13.38,639639.28,17.86
1394983.63,38.95,13.38,639601.1,17.86
1394727.9,38.95,13.38,639601.1,17.86
1394472.16,38.96,13.38,639626.35,17.87
1394407.3,38.97,13.39,642489.38,17.95
1395660.07,39.01,13.44,643400.65,17.98
1395404.33,39.02,13.44,643082.47,17.98
1395148.59,39.02,13.45,643082.47,17.99
1395148.59,39.02,13.45,643047.38,17.98
1394597.01,39.01,13.44,642445.58,17.97
1394794.86,39.02,13.45,642825.17,17.98
1394283.38,39.03,13.46,642822.24,17.99
1394283.38,39.03,13.46,642738.34,17.99
1394569.73,39.04,13.47,643613.48,18.02
1394313.99,39.05,13.47,643430.42,18.02
1394387.86,39.05,13.48,643573.61,18.03
1394320.98,39.06,13.49,643762.34,18.04
1394475.53,39.08,13.5,643448.17,18.03
1394447.54,39.09,13.51,642761.6,18.02
1394380.66,39.09,13.52,642514.93,18.01
1394380.66,39.09,13.52,642770.25,18.02
1394380.66,39.09,13.52,642779.29,18.02
1394124.92,39.1,13.52,642759.56,18.03
1393869.18,39.1,13.53,642827.64,18.03
1393802.3,39.11,13.53,642916.77,18.04
1394377.38,39.13,13.55,643134.09,18.05
1394310.5,39.14,13.56,643134.09,18.05
1393745.87,39.13,13.55,642569.46,18.04
1393603.46,39.14,13.56,642470.28,18.04
1393536.58,39.14,13.57,642457.63,18.05
1393734.43,39.15,13.58,642765.39,18.06
1393734.43,39.15,13.58,642681.76,18.05
1393734.43,39.15,13.58,642682.76,18.05
1393734.43,39.15,13.58,643739.29,18.08
1394020.78,39.16,13.59,643796.16,18.09
1393765.05,39.17,13.59,643727.58,18.09
1393765.05,39.17,13.59,643810.36,18.09
1393954.5,39.18,13.6,644040.16,18.1
1393698.76,39.18,13.61,644032.76,18.11
1393888.21,39.19,13.62,643958.87,18.11
1393888.21,39.19,13.62,643982.74,18.11
1394077.66,39.2,13.63,644358.17,18.12
1392031.75,39.23,13.66,644355.29,18.16
1391964.87,39.24,13.67,644641.56,18.17
1392251.22,39.25,13.68,644634.16,18.17
1391995.48,39.26,13.68,644578.69,18.18
1391995.48,39.26,13.68,645026.1,18.19
1391739.74,39.26,13.69,645173.08,18.2
1391672.86,39.27,13.69,645092.12,18.2
1391525.44,39.27,13.7,647194.34,18.27
1391525.44,39.27,13.7,647120.31,18.26
1391458.55,39.28,13.71,647206.4,18.27
1391458.55,39.28,13.71,647350.19,18.28
1391532.42,39.29,13.72,647986.01,18.3
1391465.53,39.3,13.72,647471.68,18.29
1391426.73,39.31,13.73,647446.3,18.29
1391426.73,39.31,13.73,647595.8,18.29
1391171.0,39.31,13.74,647554.51,18.3
1391171.0,39.31,13.74,648114.43,18.31
1391171.0,39.31,13.74,648581.78,18.33
1391520.92,39.32,13.75,649246.91,18.35
1391686.7,39.33,13.76,649313.6,18.35
1391430.96,39.34,13.76,649249.1,18.35
1391175.22,39.34,13.77,648819.85,18.35
1391175.22,39.34,13.77,648819.85,18.35
1390992.92,39.35,13.77,646379.94,18.28
1390992.92,39.35,13.77,645652.25,18.26
1391226.79,39.35,13.78,646033.77,18.27
1389180.88,39.39,13.81,646030.84,18.32
1388925.14,39.39,13.82,646854.46,18.34
1388669.4,39.39,13.82,646851.46,18.35
1388451.1,39.4,13.83,646514.88,18.35
1388809.2,39.41,13.84,646510.2,18.35
1388553.46,39.42,13.84,647340.37,18.38
1388297.72,39.42,13.85,647743.53,18.39
1388297.72,39.42,13.85,649699.84,18.45
1388297.72,39.42,13.85,649791.97,18.45
1388297.72,39.42,13.85,649853.93,18.45
1387912.53,39.41,13.84,649669.83,18.45
1387656.79,39.42,13.84,650090.67,18.47
1387401.05,39.42,13.85,650808.01,18.49
1387145.32,39.43,13.85,650784.39,18.5
1387210.84,39.43,13.85,651290.27,18.51
1386955.1,39.43,13.86,651109.02,18.51
1386699.36,39.44,13.86,652074.72,18.54
1386988.07,39.45,13.88,652270.63,18.55
1386732.33,39.46,13.88,652285.66,18.56
1386476.59,39.46,13.89,652267.54,18.57
1386258.3,39.47,13.89,651470.17,18.55
1386002.56,39.47,13.9,653076.46,18.6
1385746.82,39.48,13.9,653076.46,18.6
1385491.08,39.48,13.91,653090.05,18.61
1385806.98,39.49,13.92,655177.48,18.67
1385996.43,39.5,13.93,655600.35,18.68
1385996.43,39.5,13.93,655802.06,18.69
1385740.69,39.51,13.93,655802.06,18.7
1385484.95,39.51,13.94,655633.2,18.7
1385229.21,39.51,13.94,656679.25,18.73
1384898.77,39.51,13.94,656396.76,18.73
1384643.03,39.51,13.94,656394.9,18.73
1384906.16,39.53,13.95,657435.28,18.76
1385132.82,39.53,13.96,660361.11,18.85
1384877.08,39.54,13.96,660361.11,18.85
1384621.34,39.54,13.97,660459.14,18.86
1384365.6,39.54,13.97,660459.14,18.87
1383853.51,39.54,13.96,659885.22,18.85
1386248.43,39.62,14.04,659752.5,18.85
1385992.69,39.62,14.05,659750.28,18.86
1386350.79,39.63,14.06,659787.34,18.86
1386637.14,39.65,14.07,659866.67,18.87
1386637.14,39.65,14.07,659870.65,18.87
1386381.4,39.65,14.08,659944.51,18.87
1386125.66,39.65,14.08,660109.47,18.88
1386125.66,39.65,14.08,660152.43,18.89
1386125.66,39.65,14.08,659987.47,18.88
1386291.44,39.66,14.09,659951.6,18.88
1386063.78,39.67,14.1,661740.79,18.94
1385996.9,39.68,14.1,661704.5,18.94
1385741.16,39.68,14.11,661568.47,18.94
1385815.03,39.69,14.12,661603.68,18.95
1385559.29,39.69,14.12,661676.28,18.96
1384822.25,39.68,14.11,660944.54,18.94
1384755.37,39.69,14.12,660996.13,18.95
1384944.82,39.7,14.13,663656.32,19.03
1384944.82,39.7,14.13,663656.32,19.03
1385153.0,39.71,14.14,665053.85,19.07
1384897.26,39.72,14.14,665006.62,19.07
1384641.52,39.72,14.15,665006.62,19.08
1384957.42,39.73,14.16,665992.9,19.11
1384701.68,39.74,14.16,665992.9,19.11
1384445.94,39.74,14.17,667944.49,19.17
1384445.94,39.74,14.17,667736.12,19.17
1384208.92,39.75,14.17,666889.43,19.15
1383953.18,39.75,14.18,666734.72,19.15
1384269.08,39.76,14.19,666734.72,19.15
1384202.2,39.77,14.19,666734.72,19.16
1383946.46,39.77,14.2,666732.44,19.16
1383690.72,39.78,14.2,666615.33,19.16
1383434.98,39.78,14.21,666615.33,19.17
1383179.24,39.78,14.21,666613.11,19.17
1383112.36,39.79,14.22,666792.5,19.18
1383301.81,39.8,14.23,666929.36,19.19
1383456.33,39.82,14.24,666855.36,19.19
1383645.78,39.83,14.26,666861.37,19.2
1383645.78,39.83,14.26,666941.94,19.2
1383260.59,39.82,14.25,666889.83,19.2
1383004.85,39.83,14.25,666768.47,19.2
1382749.12,39.83,14.26,667224.97,19.22
1382596.6,39.83,14.26,669580.19,19.29
1382596.6,39.83,14.26,669580.19,19.29
1382340.86,39.83,14.26,669544.45,19.29
1382085.13,39.84,14.26,669557.44,19.3
1382329.78,39.85,14.28,669878.49,19.31
1382329.78,39.85,14.28,669982.85,19.31
1382329.78,39.85,14.28,669944.27,19.31
1382074.04,39.85,14.28,670635.55,19.34
1381818.3,39.86,14.28,670792.23,19.35
1381562.56,39.86,14.29,670792.87,19.35
1381495.68,39.87,14.3,670878.3,19.36
1381217.88,39.87,14.29,670269.16,19.35
1381217.88,39.87,14.29,670360.77,19.35
1380962.14,39.87,14.3,670739.45,19.37
1380706.41,39.88,14.3,670806.78,19.37
