ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4c47-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4c47-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4c47-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4c47-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4c47-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
424208.05,20.8,15.63,335130.26,16.43
424567.06,20.83,15.65,334713.68,16.42
424567.06,20.83,15.65,334713.68,16.42
424515.34,20.83,15.66,334713.68,16.43
424463.62,20.84,15.67,334770.03,16.44
424049.82,20.9,15.73,334770.03,16.5
423998.1,20.91,15.74,334734.1,16.51
423946.37,20.92,15.75,334729.79,16.52
424006.98,20.93,15.75,334833.31,16.52
423955.26,20.93,15.76,335168.55,16.55
424013.2,20.95,15.77,335050.79,16.55
423851.81,20.95,15.78,334817.19,16.55
423800.09,20.96,15.78,334817.19,16.56
424253.46,20.98,15.81,334817.19,16.56
424201.74,20.99,15.82,334832.43,16.57
424030.03,20.99,15.81,334818.88,16.57
424166.86,21.0,15.83,334817.5,16.58
424303.68,21.02,15.84,334817.19,16.58
424251.96,21.02,15.85,335391.27,16.62
424388.78,21.04,15.87,335623.45,16.64
424337.06,21.05,15.87,335643.23,16.65
424285.34,21.05,15.88,335643.23,16.66
424233.61,21.06,15.89,335643.23,16.66
424181.89,21.07,15.9,335643.23,16.67
424507.25,21.09,15.92,335650.3,16.68
424455.53,21.1,15.93,335657.22,16.69
424403.8,21.11,15.94,335676.89,16.7
424110.41,21.1,15.92,335459.01,16.69
424247.24,21.11,15.94,336047.7,16.72
424195.51,21.12,15.95,335971.0,16.73
424143.79,21.13,15.96,335985.72,16.74
424280.62,21.14,15.97,335961.7,16.74
424228.89,21.15,15.98,335952.07,16.75
424599.61,21.18,16.0,336418.31,16.78
424237.17,21.16,15.99,336595.61,16.79
424475.01,21.18,16.01,336901.66,16.81
424254.3,21.18,16.0,336642.66,16.8
425361.03,21.24,16.07,337436.86,16.85
424811.01,21.23,16.05,336943.08,16.83
424759.28,21.23,16.06,336943.08,16.84
424707.56,21.24,16.07,336943.08,16.85
424549.01,21.23,16.06,336796.55,16.85
424821.41,21.26,16.08,336796.67,16.85
424769.69,21.26,16.09,336797.56,16.86
425132.44,21.29,16.11,336852.77,16.87
425132.44,21.29,16.11,336852.77,16.87
425080.71,21.29,16.12,336879.39,16.88
425028.99,21.3,16.13,336822.44,16.88
424977.27,21.31,16.14,337569.34,16.93
424773.13,21.3,16.13,337285.59,16.92
424476.05,21.29,16.12,337007.88,16.9
424101.57,21.28,16.11,336678.84,16.89
424049.85,21.29,16.11,336678.84,16.9
424570.08,21.31,16.14,336678.84,16.9
424288.84,21.31,16.13,336681.81,16.91
424659.56,21.33,16.16,336680.47,16.91
424607.83,21.34,16.17,336678.84,16.92
424556.11,21.35,16.17,336678.84,16.93
424335.4,21.34,16.16,337159.23,16.95
424307.41,21.35,16.17,337285.86,16.97
424255.69,21.35,16.18,337285.86,16.98
424123.96,21.35,16.18,336739.8,16.95
424306.15,21.37,16.2,337469.48,17.0
424676.87,21.39,16.22,337469.48,17.0
424949.28,21.41,16.24,337470.34,17.0
424828.45,21.42,16.24,337206.78,17.0
424776.72,21.43,16.25,337207.63,17.01
424414.28,21.41,16.24,337223.75,17.01
424362.56,21.42,16.25,337253.14,17.02
424334.57,21.43,16.26,338187.27,17.08
424768.29,21.46,16.29,338258.68,17.09
424399.5,21.45,16.28,337767.67,17.07
424762.24,21.48,16.3,337767.86,17.08
424497.77,21.47,16.29,337767.67,17.08
424497.77,21.47,16.29,337767.67,17.08
424770.18,21.49,16.32,337767.67,17.09
424718.45,21.5,16.32,337773.76,17.1
424855.28,21.51,16.34,337769.35,17.1
424803.56,21.52,16.35,337767.67,17.11
425165.71,21.54,16.37,338540.09,17.15
425527.86,21.57,16.4,338542.29,17.16
425476.14,21.58,16.4,339147.8,17.2
425846.86,21.6,16.43,339147.8,17.2
425983.68,21.62,16.44,339147.8,17.21
425621.24,21.6,16.43,339147.8,17.21
425569.52,21.61,16.44,339154.61,17.22
425940.23,21.64,16.46,339158.23,17.23
425940.23,21.64,16.46,339158.23,17.23
425606.36,21.62,16.45,338958.45,17.22
425554.63,21.63,16.46,338965.2,17.23
425526.65,21.64,16.47,339045.4,17.24
426111.81,21.68,16.51,340106.69,17.31
426060.09,21.69,16.52,340106.69,17.31
426008.36,21.7,16.53,340106.69,17.32
425956.64,21.71,16.53,340114.11,17.33
425904.92,21.72,16.54,340107.56,17.34
425853.19,21.72,16.55,340119.73,17.35
425801.47,21.73,16.56,340415.47,17.37
425859.41,21.75,16.57,340347.39,17.38
426228.02,21.77,16.6,340636.69,17.4
426176.29,21.78,16.61,340636.69,17.41
425982.16,21.77,16.6,340324.34,17.39
425378.82,21.75,16.58,339945.68,17.38
425327.1,21.76,16.59,339945.68,17.39
425275.37,21.77,16.6,339945.68,17.4
425223.65,21.78,16.6,339949.74,17.41
424939.77,21.77,16.59,339759.34,17.4
424888.05,21.77,16.6,339797.22,17.41
425184.19,21.8,16.62,339819.48,17.42
425120.6,21.81,16.63,340229.58,17.45
425057.0,21.81,16.64,340073.05,17.45
425005.28,21.82,16.65,340073.05,17.46
425142.11,21.84,16.67,340073.05,17.47
425512.82,21.86,16.69,340073.05,17.47
425785.23,21.88,16.71,340087.37,17.48
425733.51,21.89,16.72,340073.05,17.49
425681.78,21.9,16.73,340073.05,17.5
425818.61,21.92,16.74,341051.5,17.55
425466.17,21.9,16.73,340482.74,17.53
425414.44,21.91,16.74,340783.62,17.55
425551.27,21.93,16.76,340783.62,17.56
425921.99,21.95,16.78,340783.62,17.56
425870.26,21.96,16.79,340783.62,17.57
425818.54,21.97,16.8,340785.59,17.58
425766.81,21.98,16.81,340784.7,17.59
425715.09,21.99,16.82,340783.62,17.6
425663.36,22.0,16.82,341317.19,17.64
425800.19,22.01,16.84,341575.57,17.66
425748.47,22.02,16.85,341575.57,17.67
425885.29,22.04,16.87,341575.57,17.68
425522.85,22.02,16.85,341203.6,17.66
425795.26,22.05,16.87,341203.65,17.67
426165.98,22.07,16.9,341203.66,17.67
426114.25,22.08,16.91,341258.91,17.68
426062.53,22.09,16.92,341203.6,17.69
426022.67,22.1,16.92,341459.85,17.71
425988.14,22.11,16.93,342213.9,17.76
425936.42,22.12,16.94,342213.9,17.77
425642.29,22.1,16.93,341982.03,17.76
425590.56,22.11,16.94,341982.03,17.77
425538.84,22.12,16.95,341994.48,17.78
425487.11,22.13,16.96,342012.53,17.79
425122.93,22.12,16.94,341602.22,17.77
425106.82,22.13,16.96,341669.15,17.78
426434.24,22.2,17.03,343653.85,17.89
426020.45,22.27,17.1,343653.85,17.97
425825.58,22.27,17.1,343036.42,17.94
426196.3,22.3,17.13,343036.42,17.95
425592.96,22.28,17.11,342291.72,17.92
425541.23,22.29,17.11,342291.72,17.93
425409.51,22.28,17.11,342291.72,17.93
425780.22,22.31,17.13,342291.72,17.93
425728.5,22.32,17.14,342291.72,17.94
425728.5,22.32,17.14,342291.72,17.94
425676.78,22.33,17.15,342291.72,17.95
425625.05,22.33,17.16,342616.8,17.98
425573.33,22.34,17.17,342741.01,17.99
425359.28,22.34,17.16,342291.72,17.97
425631.69,22.36,17.19,343123.97,18.02
425579.96,22.37,17.19,343123.97,18.03
425579.96,22.37,17.19,343123.97,18.03
425285.83,22.36,17.18,342794.56,18.02
425234.11,22.36,17.19,342794.56,18.03
425182.39,22.37,17.2,342810.7,18.04
425130.66,22.38,17.21,342799.92,18.05
425078.94,22.39,17.22,342796.95,18.06
425027.21,22.4,17.23,342822.79,18.07
425409.8,22.43,17.25,343361.8,18.1
425189.09,22.42,17.24,343167.35,18.09
425314.04,22.43,17.26,343216.99,18.1
424941.6,22.42,17.25,342838.28,18.09
424889.88,22.43,17.26,342838.28,18.1
424838.15,22.44,17.27,342838.28,18.11
424786.43,22.45,17.27,342849.44,18.12
424734.7,22.46,17.28,342848.14,18.13
424734.7,22.46,17.28,342848.14,18.13
424682.98,22.47,17.29,342841.0,18.14
424655.0,22.48,17.3,343376.94,18.17
425512.66,22.53,17.35,343862.26,18.2
425460.94,22.54,17.36,343862.26,18.21
425148.49,22.53,17.36,343495.6,18.2
425096.77,22.54,17.37,343495.6,18.21
425045.05,22.55,17.37,343613.57,18.23
424045.05,22.51,17.33,342613.57,18.18
424181.87,22.52,17.35,342560.06,18.19
424130.15,22.53,17.36,342678.83,18.21
424290.72,22.55,17.38,342556.81,18.21
424324.92,22.56,17.39,343179.12,18.25
424052.5,22.55,17.38,342921.8,18.24
424000.78,22.56,17.39,342921.8,18.25
423949.06,22.57,17.4,342921.8,18.26
423897.33,22.58,17.41,342947.03,18.27
423738.84,22.58,17.41,342643.51,18.26
424011.25,22.61,17.43,342643.67,18.27
423959.52,22.62,17.44,342666.07,18.28
424100.85,22.64,17.46,343970.73,18.36
424475.8,22.67,17.5,343602.2,18.35
424424.08,22.68,17.51,343602.2,18.36
424372.36,22.69,17.51,343602.2,18.37
423726.77,22.66,17.49,342968.28,18.34
423675.05,22.67,17.5,343086.25,18.36
423623.32,22.68,17.51,343287.75,18.38
423607.21,22.69,17.52,343550.57,18.41
424483.13,22.75,17.58,344520.47,18.47
424067.36,22.74,17.57,343669.62,18.43
424096.43,22.75,17.58,343648.28,18.43
423986.43,22.74,17.57,343538.28,18.43
423934.7,22.75,17.58,343538.28,18.44
424388.08,22.78,17.61,343538.28,18.44
424524.9,22.8,17.63,343540.63,18.45
424473.18,22.81,17.64,343541.6,18.46
424421.46,22.82,17.65,343538.42,18.47
424369.73,22.83,17.66,343538.28,18.48
424506.56,22.85,17.67,344290.2,18.53
424454.83,22.85,17.68,344285.49,18.54
423979.73,22.84,17.66,343947.06,18.53
423928.01,22.85,17.67,343947.06,18.54
424200.42,22.87,17.7,343948.89,18.54
424337.24,22.89,17.71,343947.53,18.55
424043.11,22.87,17.7,343956.85,18.55
424179.94,22.89,17.72,343951.01,18.56
424128.21,22.9,17.73,343951.6,18.57
424498.93,22.93,17.76,343947.71,18.58
424447.21,22.94,17.76,344732.49,18.63
424194.43,22.93,17.76,344593.29,18.63
424035.94,22.93,17.76,344417.06,18.63
423622.15,23.01,17.84,344417.06,18.71
423411.43,23.0,17.83,344228.76,18.7
423359.71,23.01,17.84,344228.76,18.71
423887.36,23.04,17.87,344228.76,18.71
423608.39,23.03,17.86,344230.92,18.72
423556.67,23.04,17.87,344230.64,18.73
423504.94,23.05,17.88,344236.89,18.74
423641.77,23.07,17.9,344228.76,18.75
423613.79,23.08,17.91,345047.65,18.8
423647.99,23.1,17.92,344944.83,18.81
423486.6,23.1,17.93,344708.12,18.8
423623.42,23.12,17.95,344708.12,18.81
423571.7,23.13,17.96,344708.12,18.82
423942.42,23.15,17.98,344708.12,18.83
423728.37,23.15,17.97,344710.02,18.83
423676.65,23.16,17.98,344708.15,18.84
423813.47,23.17,18.0,344708.12,18.85
424184.19,23.2,18.03,344708.12,18.85
424132.47,23.21,18.04,345589.36,18.91
424080.74,23.22,18.05,345650.35,18.93
424217.57,23.24,18.06,345650.35,18.93
424354.39,23.26,18.08,345650.35,18.94
424302.67,23.27,18.09,345650.35,18.95
424250.95,23.27,18.1,345651.12,18.96
424199.22,23.28,18.11,345651.51,18.97
424147.5,23.29,18.12,345650.47,18.98
424095.77,23.3,18.13,346112.61,19.02
424044.05,23.31,18.14,346007.79,19.02
423992.32,23.32,18.15,346007.79,19.03
423940.6,23.33,18.16,346007.79,19.05
424077.43,23.35,18.18,346007.79,19.05
424025.7,23.36,18.19,346009.27,19.06
423663.26,23.35,18.18,345705.38,19.05
423611.54,23.36,18.19,345703.9,19.06
423883.94,23.38,18.21,346136.1,19.09
423832.22,23.39,18.22,346112.23,19.1
423780.49,23.4,18.23,346183.54,19.12
423728.77,23.41,18.24,346183.54,19.13
423521.87,23.45,18.28,346195.9,19.17
423470.15,23.46,18.29,346193.74,19.18
423840.87,23.49,18.32,346183.54,19.19
423789.14,23.5,18.33,346627.38,19.22
423925.97,23.52,18.35,346627.38,19.23
423512.18,23.6,18.43,346627.38,19.32
423460.45,23.61,18.44,346627.38,19.33
423732.86,23.63,18.46,346632.39,19.33
423681.13,23.64,18.47,346628.46,19.34
423629.41,23.65,18.48,346627.8,19.35
423629.41,23.65,18.48,346627.8,19.35
423266.97,23.64,18.47,346243.96,19.34
423637.69,23.67,18.49,346243.54,19.34
423275.24,23.65,18.48,346870.91,19.38
423637.4,23.68,18.51,346549.4,19.37
424008.12,23.71,18.54,347710.89,19.44
424008.12,23.71,18.54,347710.89,19.44
423956.39,23.72,18.55,347710.89,19.45
423904.67,23.73,18.56,347710.89,19.46
423852.94,23.74,18.57,347712.36,19.47
423490.5,23.72,18.55,347278.54,19.46
423438.78,23.74,18.56,347278.5,19.47
423575.6,23.75,18.58,347277.52,19.47
423281.47,23.74,18.57,347016.04,19.46
423229.75,23.75,18.58,347015.59,19.47
423178.02,23.76,18.59,347321.47,19.5
423126.3,23.77,18.6,347203.11,19.51
423497.02,23.8,18.63,347203.11,19.51
423445.29,23.81,18.64,347203.11,19.52
423393.57,23.82,18.65,347207.27,19.53
423341.85,23.83,18.66,347204.97,19.55
423290.12,23.84,18.67,347203.12,19.56
422927.68,23.83,18.66,347258.1,19.56
423064.51,23.85,18.67,347268.0,19.57
423064.51,23.85,18.67,347268.0,19.57
423012.78,23.86,18.68,347221.65,19.58
422792.38,23.85,18.67,347010.22,19.57
422929.2,23.87,18.69,347429.81,19.61
422877.48,23.88,18.7,347429.81,19.62
422507.48,23.86,18.69,347059.81,19.6
422878.2,23.89,18.72,347059.81,19.61
422826.47,23.9,18.73,347059.81,19.62
422774.75,23.91,18.74,347077.49,19.63
422723.02,23.92,18.75,347074.29,19.64
423048.39,23.95,18.77,347059.83,19.64
422996.66,23.96,18.78,347779.47,19.7
422646.09,23.94,18.77,347454.49,19.68
422646.09,23.94,18.77,347454.49,19.68
422582.5,23.95,18.78,347487.23,19.7
422854.9,23.98,18.81,347487.23,19.7
422803.18,23.99,18.82,347487.23,19.72
422389.39,24.07,18.9,347487.23,19.8
422337.66,24.08,18.91,347487.24,19.82
422081.1,24.07,18.9,347243.71,19.81
422217.93,24.09,18.92,347243.7,19.82
422114.48,24.12,18.94,347617.15,19.86
422062.76,24.13,18.95,347713.72,19.88
422011.03,24.14,18.96,347715.85,19.89
422147.86,24.16,18.98,347715.85,19.9
422096.13,24.17,18.99,347715.85,19.91
422466.85,24.19,19.02,347715.85,19.91
422466.85,24.19,19.02,347715.85,19.91
422415.13,24.21,19.03,347719.22,19.93
422551.95,24.22,19.05,347719.01,19.93
422914.11,24.25,19.08,347715.85,19.94
421914.11,24.21,19.04,346715.85,19.89
421862.38,24.22,19.05,347883.44,19.97
421999.21,24.24,19.07,348138.74,20.0
421705.08,24.23,19.05,347884.27,19.99
421841.91,24.25,19.07,347884.27,20.0
421683.36,24.24,19.07,347726.41,19.99
421631.63,24.25,19.08,347726.41,20.0
421579.91,24.26,19.09,347726.41,20.01
421528.18,24.27,19.1,347739.06,20.02
421800.59,24.3,19.12,347737.63,20.03
421748.87,24.31,19.14,347817.71,20.05
421709.01,24.32,19.15,348368.81,20.09
421833.97,24.34,19.17,348423.85,20.1
421833.97,24.34,19.17,348423.85,20.1
421970.79,24.36,19.19,348423.26,20.11
421608.35,24.34,19.17,347982.54,20.09
421314.22,24.33,19.16,347687.74,20.08
421262.5,24.34,19.17,347687.74,20.09
421210.77,24.35,19.18,347687.74,20.1
421159.05,24.36,19.19,347731.9,20.12
421107.32,24.37,19.2,347740.98,20.13
421055.6,24.39,19.21,347690.27,20.14
421003.88,24.4,19.22,348010.16,20.17
421374.59,24.43,19.25,348234.36,20.19
421511.42,24.44,19.27,348234.36,20.2
421148.98,24.43,19.26,347935.84,20.18
420990.43,24.42,19.25,347789.94,20.18
420938.7,24.43,19.26,347789.94,20.19
420886.98,24.45,19.27,347789.94,20.2
421257.7,24.47,19.3,347790.71,20.21
421205.97,24.49,19.31,347844.26,20.22
421154.25,24.5,19.32,347827.61,20.23
421291.07,24.52,19.34,348506.9,20.28
421132.52,24.51,19.34,348348.89,20.27
420879.75,24.5,19.33,347824.24,20.25
420906.91,24.51,19.34,348250.62,20.28
421043.73,24.53,19.36,348250.62,20.29
420992.01,24.55,19.37,348250.62,20.3
421362.73,24.57,19.4,348250.62,20.31
421635.13,24.6,19.43,348257.94,20.32
421221.34,24.69,19.52,348257.94,20.41
421169.62,24.7,19.53,348374.93,20.43
421442.02,24.73,19.55,348334.55,20.44
421069.58,24.71,19.54,349065.41,20.49
421069.58,24.71,19.54,349065.41,20.49
421029.73,24.72,19.55,349155.78,20.5
420966.13,24.73,19.56,349085.54,20.51
420642.0,24.72,19.55,348819.37,20.5
420590.28,24.73,19.56,348819.37,20.51
420538.55,24.74,19.57,348819.37,20.52
420909.27,24.77,19.6,348862.54,20.53
420857.55,24.78,19.61,348871.73,20.54
420805.82,24.8,19.62,348819.37,20.55
420754.1,24.81,19.63,348821.18,20.57
420415.4,24.79,19.62,349457.18,20.61
420866.87,24.83,19.65,349246.46,20.6
420546.87,24.81,19.64,348926.46,20.59
420252.74,24.8,19.63,348622.87,20.57
419252.74,24.76,19.58,347622.87,20.53
419322.65,24.77,19.6,347860.62,20.55
419459.48,24.79,19.62,347860.62,20.56
419731.88,24.82,19.65,347860.62,20.57
419868.71,24.84,19.67,347860.62,20.58
419816.99,24.85,19.68,347891.63,20.59
419765.26,24.86,19.69,347877.62,20.6
419351.47,24.95,19.78,347877.62,20.7
418962.9,24.94,19.77,347532.77,20.69
418911.17,24.95,19.78,347523.58,20.7
419183.58,24.98,19.8,348563.25,20.77
418901.32,24.96,19.79,347701.72,20.72
418901.32,24.96,19.79,347701.72,20.72
418841.28,24.98,19.8,348258.76,20.77
418978.11,25.0,19.82,348258.76,20.78
418926.39,25.01,19.83,348258.76,20.79
418874.66,25.02,19.85,348258.76,20.8
419011.49,25.04,19.87,348258.76,20.81
419336.85,25.07,19.9,348299.07,20.82
419707.57,25.1,19.92,348258.76,20.82
419655.85,25.11,19.94,349264.72,20.9
419604.12,25.12,19.95,349333.97,20.91
419284.12,25.11,19.93,349013.97,20.9
418964.12,25.09,19.92,348693.97,20.88
419100.95,25.11,19.94,348693.97,20.89
419049.22,25.12,19.95,348693.97,20.91
418997.5,25.14,19.96,348693.97,20.92
418945.78,25.15,19.98,348695.91,20.93
419082.6,25.17,20.0,348695.01,20.94
419219.43,25.19,20.02,348693.97,20.95
419167.7,25.2,20.03,349330.7,21.0
419115.98,25.21,20.04,349230.13,21.01
419252.81,25.23,20.06,349230.13,21.02
419252.81,25.23,20.06,349230.13,21.02
418890.36,25.22,20.05,348904.5,21.01
419027.19,25.24,20.07,348904.5,21.02
419164.01,25.26,20.09,348904.5,21.03
419300.84,25.28,20.11,348904.5,21.04
419300.84,25.28,20.11,348904.5,21.04
419249.12,25.29,20.12,348963.15,21.05
419385.94,25.31,20.14,349127.72,21.07
419756.66,25.34,20.17,349250.49,21.09
419704.94,25.36,20.18,350272.48,21.16
419342.49,25.34,20.17,349868.54,21.14
419721.18,25.37,20.2,349868.54,21.15
419669.46,25.38,20.21,349868.54,21.16
419669.46,25.38,20.21,349868.54,21.16
419309.05,25.37,20.2,349892.82,21.17
419257.32,25.38,20.21,349869.56,21.18
419253.08,25.4,20.22,352138.46,21.33
419674.69,25.43,20.26,350851.66,21.26
420715.74,25.51,20.34,351524.91,21.31
420664.02,25.52,20.35,351524.91,21.33
420612.3,25.53,20.36,351524.91,21.34
420495.25,25.54,20.37,351538.54,21.35
420443.53,25.55,20.38,351761.58,21.38
420391.8,25.56,20.39,351652.31,21.38
420340.08,25.58,20.4,351635.38,21.4
420384.17,25.59,20.42,352335.85,21.45
420384.17,25.59,20.42,352335.85,21.45
420852.8,25.64,20.47,352256.84,21.46
420374.91,25.62,20.45,351728.54,21.44
420737.06,25.65,20.48,351728.54,21.45
421107.78,25.68,20.51,351728.54,21.45
421056.06,25.7,20.52,351734.79,21.46
421004.33,25.71,20.54,351734.71,21.48
420641.89,25.69,20.52,351730.41,21.48
420590.17,25.71,20.53,352279.68,21.53
419590.17,25.66,20.49,351279.68,21.48
419562.18,25.67,20.5,351439.57,21.51
420320.03,25.73,20.56,351752.64,21.53
420268.31,25.74,20.57,351752.64,21.55
420216.59,25.76,20.58,351752.64,21.56
419921.79,25.74,20.57,351449.66,21.55
419829.22,25.74,20.57,351812.04,21.57
419192.87,25.72,20.55,351055.56,21.54
419141.15,25.73,20.56,351055.56,21.55
419089.43,25.74,20.57,351056.74,21.56
419037.7,25.76,20.58,351057.04,21.58
419174.53,25.78,20.6,351055.56,21.59
419122.8,25.79,20.62,351368.51,21.62
419071.08,25.8,20.63,351236.91,21.63
419207.91,25.82,20.65,351236.91,21.64
419156.18,25.84,20.66,351236.91,21.65
419104.46,25.85,20.68,351236.91,21.66
419241.28,25.87,20.7,351252.1,21.67
419189.56,25.88,20.71,351241.18,21.69
419137.83,25.9,20.72,351269.87,21.7
419137.83,25.9,20.72,351269.87,21.7
419029.28,25.89,20.72,351183.82,21.7
418989.43,25.9,20.73,351688.24,21.74
418925.84,25.92,20.74,351513.56,21.75
418874.11,25.93,20.76,351513.56,21.76
418822.39,25.94,20.77,351513.56,21.77
418959.21,25.96,20.79,351513.56,21.78
418907.49,25.98,20.8,351514.66,21.8
419044.32,26.0,20.83,351513.56,21.81
419415.03,26.03,20.86,351862.47,21.84
419363.31,26.04,20.87,352037.51,21.86
419311.59,26.05,20.88,352191.82,21.88
419259.86,26.07,20.9,352191.82,21.9
419208.14,26.08,20.91,352191.82,21.91
419208.14,26.08,20.91,352191.82,21.91
419480.54,26.11,20.94,352200.87,21.92
419842.7,26.14,20.97,352191.82,21.93
419428.9,26.24,21.07,352191.82,22.04
419377.18,26.26,21.09,352191.82,22.05
419377.18,26.26,21.09,352178.97,22.05
419514.01,26.28,21.11,352888.23,22.11
419462.28,26.29,21.12,353022.1,22.13
419410.56,26.31,21.13,353052.01,22.14
419547.38,26.33,21.16,353052.01,22.16
419253.25,26.32,21.14,352823.46,22.15
419201.53,26.33,21.16,352823.46,22.16
419149.8,26.34,21.17,352823.46,22.17
419046.36,26.37,21.2,352874.69,22.2
419183.18,26.39,21.22,352905.96,22.22
419131.46,26.4,21.23,352823.46,22.23
419079.73,26.42,21.24,353202.06,22.26
419028.01,26.43,21.26,353202.06,22.28
418976.29,26.44,21.27,353202.06,22.29
418777.82,26.44,21.26,353012.81,22.28
418726.1,26.45,21.28,353012.81,22.3
418363.66,26.43,21.26,352772.06,22.29
418311.93,26.45,21.27,352780.28,22.3
418120.94,26.44,21.27,352651.59,22.3
418120.94,26.44,21.27,352651.59,22.3
418069.21,26.45,21.28,352645.43,22.31
418069.21,26.45,21.28,352645.43,22.31
418017.49,26.47,21.29,353002.73,22.35
417977.64,26.48,21.31,352766.49,22.35
417977.64,26.48,21.31,352766.49,22.35
418336.48,26.51,21.34,353051.06,22.37
418049.39,26.5,21.33,352829.62,22.36
417997.67,26.51,21.34,352829.62,22.38
416997.67,26.46,21.29,351829.62,22.33
417134.5,26.49,21.31,351829.62,22.34
417082.77,26.5,21.33,351829.62,22.35
416864.24,26.49,21.32,351606.14,22.34
416501.8,26.48,21.3,351258.46,22.33
416450.07,26.49,21.32,351268.01,22.34
416450.07,26.49,21.32,351268.01,22.34
416820.79,26.52,21.35,351269.42,22.35
416822.24,26.52,21.35,351284.44,22.35
416959.07,26.54,21.37,351273.91,22.36
416800.52,26.54,21.36,351103.05,22.35
415800.52,26.49,21.32,350103.05,22.3
415641.97,26.48,21.31,349955.79,22.3
415914.37,26.51,21.34,350949.49,22.37
415862.65,26.52,21.35,351080.92,22.39
415999.48,26.55,21.37,351080.92,22.4
416136.3,26.57,21.4,351080.92,22.41
415773.86,26.55,21.38,350686.96,22.4
415722.14,26.57,21.39,350686.96,22.41
415670.41,26.58,21.41,350687.56,22.42
415618.69,26.59,21.42,350686.96,22.44
415566.96,26.61,21.44,350686.96,22.45
415515.24,26.62,21.45,351148.6,22.5
415463.51,26.64,21.46,351044.41,22.51
415411.79,26.65,21.48,351044.41,22.52
415360.07,26.66,21.49,351062.7,22.54
415730.78,26.69,21.52,351056.06,22.54
415679.06,26.71,21.54,351059.79,22.56
415627.34,26.72,21.55,351058.84,22.57
415599.35,26.74,21.57,351984.59,22.64
415724.31,26.76,21.59,351727.54,22.64
415520.18,26.75,21.58,351554.71,22.63
415565.59,26.77,21.6,351591.58,22.65
415513.87,26.78,21.61,351591.58,22.66
415462.14,26.8,21.63,351591.58,22.68
415824.89,26.83,21.66,351591.65,22.69
415773.17,26.84,21.67,351594.8,22.7
415721.44,26.86,21.69,351601.41,22.72
415669.72,26.87,21.7,351591.58,22.73
415617.99,26.89,21.71,351980.76,22.77
415566.27,26.9,21.73,351994.02,22.78
415566.27,26.9,21.73,351994.02,22.78
415514.54,26.91,21.74,351994.02,22.8
415514.54,26.91,21.74,351994.02,22.8
415462.82,26.93,21.76,351994.02,22.81
415411.1,26.94,21.77,351994.02,22.83
415046.63,26.93,21.75,351641.58,22.81
414994.9,26.94,21.77,351685.54,22.83
414994.9,26.94,21.77,351685.54,22.83
415365.62,26.97,21.8,351716.78,22.84
415313.89,26.99,21.82,351641.58,22.85
415030.02,26.97,21.8,351334.67,22.83
414978.29,26.99,21.82,351735.99,22.88
414926.57,27.0,21.83,351735.99,22.89
414874.84,27.02,21.84,351745.52,22.91
414874.84,27.02,21.84,351745.52,22.91
415011.67,27.04,21.87,351745.52,22.92
414959.95,27.05,21.88,351745.52,22.93
414745.9,27.05,21.87,351543.07,22.92
414694.18,27.06,21.89,351560.15,22.94
414642.45,27.07,21.9,351761.4,22.97
415095.83,27.11,21.94,351653.48,22.97
415055.98,27.13,21.95,351591.16,22.98
414842.46,27.12,21.95,352204.49,23.03
414705.83,27.13,21.96,351945.71,23.02
414654.11,27.14,21.97,351945.71,23.04
414790.93,27.17,21.99,351945.71,23.05
414927.76,27.19,22.02,351945.71,23.06
414876.03,27.2,22.03,351951.99,23.08
414824.31,27.22,22.05,351946.76,23.09
414772.59,27.23,22.06,352341.28,23.13
414720.86,27.25,22.07,352174.3,23.14
414857.69,27.27,22.1,352489.77,23.17
414805.96,27.29,22.11,352489.77,23.19
414754.24,27.3,22.13,352489.77,23.2
414702.52,27.31,22.14,352490.17,23.22
414650.79,27.33,22.16,352517.27,23.23
414599.07,27.34,22.17,352496.97,23.25
414547.34,27.36,22.19,352490.6,23.26
414684.17,27.38,22.21,352493.79,23.28
414820.99,27.41,22.23,352867.75,23.31
414769.27,27.42,22.25,352867.75,23.33
414610.72,27.41,22.24,352727.9,23.32
414559.0,27.43,22.26,352727.9,23.34
414507.27,27.44,22.27,352770.2,23.35
414455.55,27.46,22.28,352736.68,23.37
414403.82,27.47,22.3,352727.9,23.38
414540.65,27.5,22.32,353103.07,23.42
414536.83,27.51,22.34,353074.28,23.43
413536.83,27.47,22.29,352074.28,23.38
413814.29,27.49,22.32,352304.19,23.41
413762.57,27.51,22.34,352304.19,23.42
414133.28,27.54,22.37,352304.19,23.43
414081.56,27.56,22.39,352309.21,23.45
414218.39,27.58,22.41,352306.74,23.46
