ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b45b-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b45b-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b45b-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b45b-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b45b-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
701217.44,16.19,2.59,242382.47,5.59
701081.48,16.19,2.59,242382.47,5.6
700945.52,16.19,2.59,242602.55,5.6
700809.56,16.19,2.59,242404.01,5.6
700993.27,16.19,2.6,243392.44,5.62
700857.31,16.19,2.6,243392.25,5.62
701133.78,16.2,2.61,243392.25,5.62
701317.49,16.21,2.61,243429.74,5.63
701181.53,16.21,2.61,243402.49,5.63
700839.11,16.2,2.61,243392.25,5.63
700898.27,16.21,2.61,243271.98,5.63
700898.27,16.21,2.61,243271.98,5.63
700754.84,16.21,2.61,243157.29,5.62
700618.88,16.21,2.61,243727.82,5.64
700329.21,16.2,2.61,243478.03,5.63
700329.21,16.2,2.61,243478.03,5.63
700208.18,16.21,2.61,243421.82,5.63
700072.22,16.21,2.61,243421.62,5.63
700341.05,16.21,2.62,243421.62,5.64
700569.35,16.22,2.63,242989.3,5.63
700613.57,16.23,2.63,243886.52,5.65
700797.29,16.23,2.64,243949.36,5.65
700462.5,16.23,2.63,243896.25,5.65
700731.33,16.23,2.64,243886.52,5.65
700595.37,16.23,2.64,244995.57,5.68
700272.98,16.23,2.63,244955.39,5.68
700272.98,16.23,2.63,244955.39,5.68
700137.02,16.23,2.63,244955.2,5.68
700001.06,16.23,2.63,244955.2,5.68
700277.53,16.24,2.64,244990.33,5.68
700141.57,16.24,2.64,245010.81,5.68
700005.61,16.24,2.64,245003.12,5.68
700049.83,16.24,2.65,244506.01,5.67
699707.41,16.24,2.64,244575.39,5.68
699517.74,16.23,2.64,244395.22,5.67
699381.78,16.23,2.64,244395.03,5.67
699245.82,16.23,2.64,244395.03,5.67
699517.85,16.24,2.65,244459.07,5.68
699410.2,16.24,2.65,244352.16,5.67
699479.92,16.25,2.65,243933.9,5.67
699498.65,16.25,2.65,244802.24,5.69
699498.65,16.25,2.65,244802.24,5.69
699767.47,16.26,2.66,244755.33,5.69
699422.69,16.25,2.66,244742.42,5.69
699691.51,16.26,2.66,245933.98,5.71
699570.49,16.26,2.66,246060.51,5.72
699280.82,16.25,2.66,245731.74,5.71
699159.79,16.26,2.66,246368.74,5.73
699023.83,16.26,2.66,246344.07,5.73
698734.16,16.25,2.65,246027.7,5.72
698803.88,16.26,2.66,245765.58,5.72
698822.61,16.26,2.66,245685.91,5.72
698686.65,16.26,2.66,245601.23,5.72
698550.69,16.26,2.66,245498.32,5.71
698734.4,16.27,2.67,245814.88,5.72
698734.4,16.27,2.67,245814.88,5.72
698797.16,16.27,2.68,245430.34,5.71
698797.16,16.27,2.68,245430.34,5.71
698936.56,16.28,2.68,245426.38,5.72
698936.56,16.28,2.68,245426.38,5.72
698800.6,16.28,2.68,245323.47,5.71
698472.61,16.27,2.68,245138.27,5.71
698184.45,16.27,2.67,244844.96,5.7
698076.8,16.26,2.67,244741.83,5.7
698128.49,16.27,2.67,244925.65,5.71
698400.53,16.28,2.68,244925.46,5.71
698264.57,16.28,2.68,244925.46,5.71
698448.28,16.28,2.69,244929.76,5.71
698290.63,16.28,2.68,244778.8,5.71
698154.67,16.28,2.69,244781.39,5.71
698018.71,16.28,2.69,244774.5,5.71
697728.71,16.28,2.68,244484.5,5.7
697592.75,16.28,2.68,245110.06,5.72
697776.46,16.28,2.69,245283.23,5.72
697640.5,16.28,2.69,245445.57,5.73
697504.54,16.29,2.69,245445.38,5.73
697368.58,16.29,2.69,245445.38,5.73
697172.85,16.28,2.69,244489.46,5.71
696883.17,16.28,2.68,244312.44,5.71
697152.0,16.29,2.69,244356.31,5.71
696807.21,16.28,2.68,244353.19,5.71
697076.04,16.29,2.69,244320.04,5.71
696741.25,16.28,2.69,244802.68,5.72
696605.29,16.28,2.69,244686.81,5.72
696671.92,16.29,2.69,244428.09,5.71
696535.96,16.29,2.69,244428.09,5.72
696400.0,16.29,2.69,244428.09,5.72
696264.04,16.29,2.69,244428.24,5.72
696120.61,16.29,2.69,244854.75,5.73
696164.84,16.29,2.7,244815.64,5.73
695970.88,16.29,2.69,244746.45,5.73
696239.71,16.3,2.7,244746.58,5.73
696114.82,16.3,2.7,244137.19,5.72
696114.82,16.3,2.7,244155.89,5.72
695901.87,16.3,2.7,243836.78,5.71
695765.91,16.3,2.7,243862.65,5.71
695629.95,16.3,2.7,243851.06,5.71
695493.99,16.3,2.7,243844.97,5.71
695388.61,16.3,2.7,243764.03,5.71
695043.83,16.29,2.69,243951.63,5.72
694907.87,16.29,2.7,243815.54,5.72
694907.87,16.29,2.7,243815.54,5.72
694907.87,16.29,2.7,243815.54,5.72
694907.87,16.29,2.7,243815.54,5.72
694771.91,16.29,2.7,243815.35,5.72
694482.24,16.29,2.69,243454.12,5.71
694192.56,16.28,2.68,243135.86,5.7
694056.6,16.28,2.69,243135.86,5.7
694056.6,16.28,2.69,243135.86,5.7
693920.64,16.28,2.69,243212.3,5.71
693784.68,16.28,2.69,243140.13,5.71
693784.68,16.28,2.69,243257.0,5.71
693495.01,16.28,2.68,242970.43,5.7
693359.05,16.28,2.68,243621.4,5.72
693359.05,16.28,2.68,243617.39,5.72
693410.74,16.28,2.69,243301.46,5.71
693469.9,16.29,2.69,243256.12,5.71
693646.15,16.29,2.7,243667.84,5.72
693510.19,16.29,2.7,243668.1,5.72
693316.23,16.29,2.69,243518.11,5.72
693316.23,16.29,2.69,243518.11,5.72
693316.23,16.29,2.69,243518.11,5.72
693180.27,16.29,2.69,243414.94,5.72
692092.6,16.3,2.7,243414.75,5.73
692144.29,16.3,2.7,243537.85,5.74
692008.33,16.3,2.7,243473.66,5.74
691872.37,16.3,2.71,243473.47,5.74
691872.37,16.3,2.71,243473.47,5.74
691736.41,16.3,2.71,243473.47,5.74
691446.73,16.3,2.7,243312.75,5.73
691498.43,16.3,2.7,243312.75,5.74
691343.2,16.3,2.7,243154.09,5.73
691154.79,16.29,2.7,242933.76,5.73
691338.51,16.3,2.71,243034.44,5.73
691202.55,16.3,2.71,242951.4,5.73
691254.24,16.31,2.71,243035.69,5.73
691254.24,16.31,2.71,243035.69,5.73
691125.75,16.31,2.71,243818.4,5.75
691394.57,16.31,2.72,243818.21,5.75
691394.57,16.31,2.72,243818.21,5.75
690306.89,16.32,2.72,243818.01,5.76
689962.11,16.31,2.72,243818.01,5.76
689825.38,16.31,2.72,243610.92,5.76
689877.07,16.32,2.72,243633.5,5.76
690145.9,16.33,2.73,243622.43,5.76
690009.94,16.33,2.73,243611.2,5.76
689873.98,16.33,2.73,243942.71,5.77
689721.02,16.33,2.73,243791.24,5.77
689772.71,16.33,2.73,243720.35,5.77
689772.71,16.33,2.73,243720.35,5.77
689644.22,16.33,2.73,243590.98,5.77
689359.25,16.32,2.73,243295.29,5.76
689215.82,16.33,2.73,244034.78,5.78
689079.86,16.33,2.73,243860.94,5.78
688736.59,16.32,2.72,243485.74,5.77
688736.59,16.32,2.72,243485.74,5.77
688736.59,16.32,2.72,243485.74,5.77
689140.31,16.33,2.73,243862.96,5.78
688851.05,16.32,2.73,243562.93,5.77
688851.05,16.32,2.73,243562.93,5.77
688715.09,16.33,2.73,243526.08,5.77
688579.13,16.33,2.73,243646.81,5.78
688579.13,16.33,2.73,243646.81,5.78
688349.45,16.32,2.73,243472.46,5.77
688213.49,16.32,2.73,243454.27,5.77
688092.46,16.32,2.73,243364.99,5.77
687956.5,16.32,2.73,243330.82,5.77
688279.98,16.33,2.74,244759.89,5.81
688043.77,16.33,2.74,244116.09,5.79
688227.49,16.34,2.74,244323.28,5.8
688227.49,16.34,2.74,244323.28,5.8
688091.53,16.34,2.74,244220.38,5.8
688360.35,16.35,2.75,244627.38,5.81
688224.39,16.35,2.75,244524.47,5.81
688088.43,16.35,2.75,244524.47,5.81
687627.26,16.34,2.74,243962.81,5.8
687335.58,16.33,2.74,243695.26,5.79
687405.3,16.34,2.74,244086.77,5.8
687060.52,16.33,2.74,243739.77,5.79
687217.21,16.34,2.74,243759.85,5.8
687217.21,16.34,2.74,243759.85,5.8
687081.25,16.34,2.74,243759.66,5.8
686787.99,16.33,2.74,243478.45,5.79
686839.68,16.34,2.74,243478.45,5.79
686703.72,16.34,2.74,243515.49,5.79
686887.43,16.35,2.75,243526.68,5.8
686751.47,16.35,2.75,243502.13,5.8
686803.16,16.35,2.76,243478.55,5.8
686603.49,16.35,2.75,243322.61,5.79
686603.49,16.35,2.75,243322.61,5.79
686500.53,16.35,2.75,243214.59,5.79
686772.57,16.35,2.76,244306.19,5.82
686636.61,16.35,2.76,244305.06,5.82
686820.32,16.36,2.77,244304.86,5.82
687089.15,16.37,2.77,244304.86,5.82
687089.15,16.37,2.77,244304.86,5.82
687089.15,16.37,2.77,244350.59,5.82
686953.19,16.37,2.77,244440.02,5.83
686633.51,16.36,2.77,244135.91,5.82
686497.56,16.36,2.77,244078.77,5.82
686497.56,16.36,2.77,244100.77,5.82
686162.77,16.36,2.76,244068.48,5.82
686162.77,16.36,2.76,244068.57,5.82
686214.46,16.36,2.77,244068.57,5.82
686093.44,16.36,2.77,244906.76,5.84
686093.44,16.36,2.77,244906.76,5.84
685803.76,16.36,2.76,244611.88,5.83
686039.53,16.37,2.77,244588.99,5.83
686039.53,16.37,2.77,244566.9,5.83
685903.57,16.37,2.77,244855.05,5.84
686175.61,16.38,2.78,244837.49,5.84
686039.65,16.38,2.78,245160.16,5.85
686039.65,16.38,2.78,245185.34,5.85
685903.69,16.38,2.78,245185.15,5.85
685767.73,16.38,2.78,245185.15,5.86
685767.73,16.38,2.78,245181.27,5.86
685767.73,16.38,2.78,245181.27,5.86
685489.73,16.37,2.78,244848.22,5.85
685353.77,16.37,2.78,244887.9,5.85
685537.49,16.38,2.78,244869.84,5.85
685607.2,16.38,2.79,244430.57,5.84
685764.66,16.39,2.79,245137.19,5.86
685628.7,16.39,2.8,245115.57,5.86
685628.7,16.39,2.8,245115.57,5.86
685897.52,16.4,2.8,245878.17,5.88
685761.56,16.4,2.8,245858.56,5.88
685633.07,16.4,2.81,245890.85,5.88
685497.11,16.4,2.81,245807.56,5.88
685205.43,16.4,2.8,245506.89,5.87
685062.01,16.4,2.8,245308.07,5.87
684926.05,16.4,2.8,245307.87,5.87
684644.32,16.39,2.8,245029.71,5.87
684486.67,16.39,2.79,244865.58,5.86
684670.38,16.4,2.8,244865.58,5.86
684534.42,16.4,2.8,244890.12,5.87
684398.46,16.4,2.8,244878.37,5.87
684398.46,16.4,2.8,244878.37,5.87
684450.15,16.4,2.81,244865.62,5.87
684314.19,16.4,2.81,245486.52,5.88
684185.7,16.4,2.81,245028.64,5.87
684042.27,16.4,2.81,245347.44,5.88
683906.31,16.4,2.81,245347.44,5.88
683770.35,16.4,2.81,245347.44,5.89
683634.39,16.41,2.81,245347.44,5.89
683686.08,16.41,2.81,245347.44,5.89
683550.12,16.41,2.81,245347.44,5.89
683601.82,16.42,2.82,245347.44,5.89
683465.86,16.42,2.82,245793.91,5.9
683649.57,16.42,2.83,245962.87,5.91
683513.61,16.42,2.83,245853.5,5.91
683172.61,16.42,2.82,245646.46,5.9
683224.3,16.42,2.83,245830.55,5.91
683088.34,16.42,2.83,245830.35,5.91
683364.8,16.43,2.83,245830.35,5.91
683032.38,16.42,2.83,245854.31,5.91
683032.38,16.42,2.83,245832.31,5.91
683301.21,16.43,2.84,245818.49,5.91
683352.9,16.44,2.84,245815.04,5.91
683352.9,16.44,2.84,245815.04,5.91
683216.94,16.44,2.84,246280.03,5.93
683080.98,16.44,2.84,246039.13,5.92
682877.52,16.43,2.84,245830.11,5.92
682685.33,16.43,2.84,245607.98,5.91
682549.37,16.43,2.84,245607.79,5.91
682549.37,16.43,2.84,245607.79,5.91
682733.09,16.44,2.84,245607.79,5.91
682733.09,16.44,2.84,245630.45,5.91
682523.75,16.44,2.84,245708.95,5.92
682575.44,16.44,2.84,245708.95,5.92
682575.44,16.44,2.84,245686.29,5.92
682286.53,16.43,2.84,245422.59,5.91
682150.57,16.43,2.84,245480.35,5.91
682419.39,16.44,2.85,245445.0,5.91
682655.16,16.45,2.86,245422.59,5.91
682890.93,16.46,2.86,246800.69,5.95
682754.97,16.46,2.86,247049.45,5.96
682619.01,16.46,2.86,247049.71,5.96
682619.01,16.46,2.86,247075.27,5.96
682274.22,16.45,2.86,246595.82,5.95
682543.05,16.46,2.87,246825.37,5.95
682407.09,16.46,2.87,246825.18,5.95
682207.42,16.46,2.86,246698.71,5.95
682207.42,16.46,2.86,246698.98,5.95
682259.11,16.46,2.87,246698.98,5.95
682310.8,16.47,2.87,246698.98,5.95
682310.8,16.47,2.87,246753.49,5.96
682362.49,16.47,2.88,246753.49,5.96
682414.18,16.48,2.88,246848.61,5.96
682278.22,16.48,2.88,246876.47,5.96
682278.22,16.48,2.88,246838.39,5.96
681933.44,16.47,2.88,246565.66,5.96
681797.48,16.47,2.88,246442.69,5.95
681661.52,16.47,2.88,247191.09,5.97
681525.56,16.47,2.88,247088.18,5.97
681389.6,16.47,2.88,247088.18,5.97
681573.31,16.48,2.89,247087.99,5.97
681437.35,16.48,2.89,247087.99,5.98
681301.39,16.48,2.89,247142.92,5.98
681165.43,16.48,2.89,246513.3,5.97
680875.76,16.48,2.88,246420.91,5.96
681147.8,16.49,2.89,246372.68,5.96
681199.49,16.49,2.89,246207.5,5.96
681071.0,16.49,2.9,246483.0,5.97
681115.22,16.5,2.9,246459.08,5.97
681384.04,16.5,2.91,246452.39,5.97
681049.26,16.5,2.9,246834.88,5.98
681232.97,16.51,2.91,246734.58,5.98
681097.01,16.51,2.91,246734.38,5.98
681097.01,16.51,2.91,246779.08,5.98
680961.05,16.51,2.91,246579.78,5.98
680961.05,16.51,2.91,246579.78,5.98
680961.05,16.51,2.91,246568.0,5.98
680961.05,16.51,2.91,246663.64,5.98
680961.05,16.51,2.91,246663.64,5.98
680825.09,16.51,2.91,247768.5,6.01
680689.13,16.51,2.91,247768.5,6.01
680740.83,16.51,2.92,247768.5,6.01
681009.65,16.52,2.93,247784.97,6.01
680768.26,16.52,2.92,247484.3,6.0
680632.3,16.52,2.92,247492.52,6.01
680496.34,16.52,2.92,247483.3,6.01
680341.04,16.51,2.92,247329.48,6.0
680205.08,16.52,2.92,247956.56,6.02
680388.79,16.52,2.93,248256.18,6.03
680252.84,16.52,2.93,248255.98,6.03
679918.05,16.52,2.92,247856.43,6.02
679918.05,16.52,2.92,247856.43,6.02
679969.74,16.52,2.93,247856.43,6.02
680021.43,16.53,2.93,247856.43,6.02
679885.47,16.53,2.93,247856.51,6.02
679749.51,16.53,2.93,247856.43,6.03
680018.34,16.54,2.94,247870.83,6.03
680254.11,16.54,2.95,248743.8,6.05
680118.15,16.54,2.95,248901.07,6.05
679982.19,16.55,2.95,248900.88,6.06
679846.23,16.55,2.95,248900.88,6.06
679710.27,16.55,2.95,248916.07,6.06
679574.31,16.55,2.95,248908.02,6.06
679438.35,16.55,2.95,248900.88,6.06
679438.35,16.55,2.95,248947.71,6.06
679302.39,16.55,2.95,249244.74,6.07
679173.9,16.55,2.95,249113.59,6.07
679030.47,16.55,2.95,248947.71,6.07
678905.58,16.55,2.96,248225.29,6.05
678560.8,16.54,2.95,247867.48,6.04
678535.5,16.55,2.95,247849.05,6.04
678319.69,16.54,2.95,247663.15,6.04
678319.69,16.54,2.95,247641.54,6.04
678214.39,16.54,2.95,247538.58,6.04
678214.39,16.54,2.95,247538.58,6.04
678078.43,16.54,2.95,247435.67,6.04
678130.12,16.55,2.95,247619.49,6.04
678181.81,16.55,2.95,247619.67,6.04
678233.5,16.56,2.96,247619.3,6.04
678097.54,16.56,2.96,247619.3,6.05
677961.58,16.56,2.96,247652.81,6.05
678230.41,16.57,2.97,247628.55,6.05
678094.45,16.57,2.97,247938.51,6.06
677958.49,16.57,2.97,247880.02,6.06
677822.53,16.57,2.97,248416.8,6.07
677686.57,16.57,2.97,248417.07,6.07
677550.61,16.57,2.97,248313.9,6.07
677205.82,16.56,2.97,247940.47,6.06
677257.52,16.57,2.97,247940.65,6.07
677121.56,16.57,2.97,247940.28,6.07
677173.25,16.57,2.98,247940.28,6.07
677442.07,16.58,2.98,248012.04,6.07
677306.11,16.58,2.99,247969.82,6.07
677357.8,16.59,2.99,247940.28,6.07
677357.8,16.59,2.99,247940.28,6.07
677221.84,16.59,2.99,248803.29,6.09
677085.88,16.59,2.99,248846.9,6.1
677137.58,16.59,3.0,248970.0,6.1
677001.62,16.59,3.0,248927.81,6.1
676865.66,16.59,3.0,248927.61,6.1
676729.7,16.59,3.0,248927.61,6.1
676792.46,16.6,3.0,248543.07,6.1
676447.68,16.59,3.0,248213.97,6.09
676311.72,16.59,3.0,248336.14,6.09
676175.76,16.59,3.0,248433.18,6.1
675965.15,16.59,3.0,248079.22,6.09
675829.19,16.59,3.0,248079.22,6.09
675693.23,16.59,3.0,247972.02,6.09
675759.86,16.6,3.0,248719.78,6.11
675623.9,16.6,3.0,248719.78,6.11
675487.94,16.6,3.0,248719.78,6.11
675671.65,16.61,3.01,248719.78,6.11
675621.65,16.61,3.01,248669.78,6.11
675621.65,16.61,3.01,248669.78,6.11
675691.37,16.61,3.02,248435.91,6.11
675848.82,16.62,3.02,248487.57,6.11
675848.82,16.62,3.02,248487.57,6.11
675712.86,16.62,3.02,248487.57,6.11
675576.9,16.62,3.02,248682.86,6.12
675576.9,16.62,3.02,248682.86,6.12
675845.73,16.63,3.03,248798.76,6.12
675500.94,16.62,3.03,248487.57,6.11
675364.98,16.62,3.03,248860.01,6.13
675416.67,16.63,3.03,248860.19,6.13
675280.71,16.63,3.03,248859.82,6.13
675280.71,16.63,3.03,248859.82,6.13
675144.75,16.63,3.03,248859.82,6.13
675196.45,16.63,3.04,248874.91,6.13
675196.45,16.63,3.04,248826.89,6.13
675060.49,16.63,3.04,248817.42,6.13
675060.49,16.63,3.04,248866.01,6.13
675329.31,16.64,3.05,248860.38,6.13
675193.35,16.64,3.05,249568.29,6.15
675057.39,16.64,3.05,249465.64,6.15
675109.08,16.65,3.05,249465.82,6.15
674973.12,16.65,3.05,249465.44,6.15
674815.47,16.65,3.05,249291.78,6.15
674679.51,16.65,3.05,249291.78,6.15
674543.55,16.65,3.05,249299.69,6.15
674407.59,16.65,3.05,249291.83,6.15
673319.91,16.65,3.06,249291.63,6.17
673183.95,16.66,3.06,249762.07,6.18
673183.95,16.66,3.06,249728.42,6.18
672982.28,16.65,3.06,249550.86,6.17
672853.79,16.65,3.06,249385.22,6.17
672853.79,16.65,3.06,249426.49,6.17
672710.36,16.65,3.06,249309.29,6.17
672574.4,16.65,3.06,249289.68,6.17
672438.44,16.65,3.06,249206.39,6.17
672093.66,16.65,3.05,249039.13,6.17
671957.7,16.65,3.05,248936.22,6.17
671957.7,16.65,3.05,248902.79,6.17
672020.46,16.65,3.06,248518.25,6.16
671865.16,16.65,3.05,248374.17,6.16
671654.55,16.65,3.05,248020.21,6.15
671364.88,16.64,3.05,247765.1,6.14
671416.57,16.65,3.05,247948.92,6.15
671280.61,16.65,3.05,247929.3,6.15
671332.3,16.65,3.06,248007.83,6.15
671196.34,16.65,3.06,248007.83,6.15
671060.38,16.65,3.06,248007.83,6.16
670935.5,16.66,3.06,247398.43,6.14
670623.77,16.65,3.05,247063.95,6.13
670410.81,16.65,3.05,246744.84,6.13
670679.64,16.66,3.06,246744.84,6.13
670731.33,16.66,3.07,246745.92,6.13
670783.02,16.67,3.07,246749.65,6.13
670496.17,16.67,3.07,246179.57,6.12
670360.21,16.67,3.07,246174.75,6.12
670015.42,16.66,3.07,246174.75,6.12
670284.25,16.67,3.07,246805.51,6.14
669939.46,16.66,3.07,246560.29,6.13
669803.5,16.66,3.07,246600.59,6.14
669667.54,16.66,3.07,246600.59,6.14
669531.58,16.67,3.07,246708.26,6.14
669241.91,16.66,3.06,246425.82,6.13
669105.95,16.66,3.06,246424.98,6.14
668969.99,16.66,3.07,246318.15,6.13
668834.03,16.66,3.07,246317.95,6.14
668698.07,16.66,3.07,246317.95,6.14
668698.07,16.66,3.07,246317.95,6.14
668966.9,16.67,3.08,246361.83,6.14
668830.94,16.67,3.08,246370.41,6.14
668486.15,16.67,3.07,246378.12,6.14
668669.87,16.67,3.08,246476.53,6.15
668533.91,16.67,3.08,246476.34,6.15
668533.91,16.67,3.08,246512.26,6.15
668533.91,16.67,3.08,246512.26,6.15
668397.95,16.67,3.08,246512.26,6.15
668116.22,16.67,3.07,246206.16,6.14
668351.99,16.68,3.08,246222.36,6.14
668628.45,16.69,3.09,246213.09,6.14
668347.43,16.68,3.08,245851.06,6.14
668211.47,16.68,3.09,245844.14,6.14
668278.09,16.69,3.09,246810.86,6.16
667935.67,16.68,3.08,247176.56,6.17
667799.71,16.68,3.08,246922.72,6.17
668076.0,16.69,3.09,247852.29,6.19
667940.05,16.69,3.09,247852.09,6.19
667804.09,16.69,3.09,247852.09,6.19
667848.31,16.7,3.1,247587.23,6.19
668112.88,16.7,3.11,247763.07,6.19
668296.59,16.71,3.12,247815.2,6.2
668441.11,16.72,3.12,247957.25,6.2
668305.15,16.72,3.12,247916.56,6.2
668169.19,16.72,3.12,247905.13,6.2
668438.02,16.73,3.13,248524.66,6.22
668148.34,16.72,3.13,248380.95,6.22
668019.85,16.72,3.13,248131.31,6.21
667730.18,16.72,3.12,247831.31,6.2
667594.22,16.72,3.12,247811.7,6.21
667458.26,16.72,3.12,247728.41,6.2
667215.19,16.71,3.12,248178.7,6.22
666970.05,16.71,3.12,247748.51,6.21
666531.79,16.7,3.11,247237.7,6.2
666583.49,16.71,3.11,247360.81,6.2
666297.28,16.7,3.11,247098.14,6.19
666161.32,16.7,3.11,247033.95,6.19
665905.0,16.7,3.1,246788.22,6.19
665769.04,16.7,3.1,246768.61,6.19
665633.08,16.7,3.1,246685.31,6.19
665633.08,16.7,3.1,246659.85,6.19
665497.12,16.7,3.11,246659.65,6.19
665765.94,16.71,3.11,246659.65,6.19
665421.16,16.7,3.11,246659.65,6.19
665656.93,16.71,3.12,246705.99,6.19
665520.97,16.71,3.12,246684.08,6.19
665572.66,16.72,3.12,246684.63,6.2
665624.35,16.72,3.13,246659.65,6.2
665676.04,16.73,3.13,247625.65,6.22
665540.08,16.73,3.13,247584.27,6.22
665723.8,16.73,3.14,247668.9,6.23
665587.84,16.74,3.14,247795.58,6.23
665451.88,16.74,3.14,247795.39,6.23
665162.2,16.73,3.13,247511.16,6.23
665026.24,16.73,3.14,247511.16,6.23
665295.07,16.74,3.14,247557.87,6.23
665101.11,16.74,3.14,247487.56,6.23
664823.12,16.73,3.13,247187.56,6.22
664541.39,16.72,3.13,246903.04,6.21
664405.43,16.73,3.13,246887.06,6.21
664269.47,16.73,3.13,246864.67,6.22
664100.31,16.72,3.13,246554.23,6.21
664100.31,16.72,3.13,246582.85,6.21
664100.31,16.72,3.13,246605.36,6.21
663765.52,16.72,3.12,246925.79,6.22
663790.95,16.72,3.12,246303.17,6.2
663898.16,16.73,3.13,246712.18,6.22
663898.16,16.73,3.13,246712.29,6.22
663949.85,16.73,3.13,246620.51,6.21
664001.54,16.74,3.14,246711.0,6.22
664270.37,16.74,3.15,247035.34,6.23
663935.58,16.74,3.14,246901.23,6.22
664119.29,16.75,3.15,246901.04,6.23
663983.33,16.75,3.15,246901.04,6.23
663983.33,16.75,3.15,246878.41,6.23
664035.03,16.75,3.15,246878.41,6.23
663899.07,16.75,3.16,246948.88,6.23
663763.11,16.75,3.16,246921.53,6.23
663627.15,16.75,3.16,246886.74,6.23
663627.15,16.75,3.16,246884.92,6.23
663491.19,16.75,3.16,247465.07,6.25
663355.23,16.75,3.16,247323.15,6.25
663538.94,16.76,3.17,247322.95,6.25
663402.98,16.76,3.17,247322.95,6.25
663113.31,16.76,3.16,247093.68,6.24
662977.35,16.76,3.16,247093.68,6.25
663029.04,16.76,3.17,247164.15,6.25
662709.37,16.76,3.16,247106.75,6.25
662573.41,16.76,3.16,247105.54,6.25
662573.41,16.76,3.16,247129.32,6.25
662573.41,16.76,3.16,247129.32,6.25
662378.99,16.76,3.16,247528.27,6.26
662518.39,16.76,3.17,247500.04,6.26
662382.43,16.76,3.17,248015.46,6.28
662434.12,16.77,3.17,247974.88,6.28
662485.81,16.77,3.18,247996.38,6.28
662349.85,16.77,3.18,247996.19,6.28
662349.85,16.77,3.18,247979.5,6.28
662746.66,16.78,3.19,247979.5,6.28
662333.89,16.78,3.18,248002.52,6.28
662396.66,16.78,3.19,247617.98,6.27
662186.06,16.78,3.18,247264.02,6.27
662520.59,16.79,3.19,247243.41,6.27
662384.63,16.79,3.2,247241.0,6.27
662226.98,16.79,3.19,247083.35,6.26
661963.89,16.78,3.19,247372.02,6.27
661827.93,16.78,3.19,247313.13,6.27
661827.93,16.78,3.19,247339.55,6.27
661879.62,16.79,3.19,247249.99,6.27
662070.8,16.8,3.2,247193.55,6.27
662115.03,16.8,3.21,248140.24,6.3
661979.07,16.8,3.21,248140.24,6.3
661979.07,16.8,3.21,248158.98,6.3
662247.89,16.81,3.21,248158.98,6.3
661903.11,16.8,3.21,248158.98,6.3
662179.57,16.81,3.22,248159.58,6.3
662043.61,16.81,3.22,248158.98,6.3
662043.61,16.81,3.22,248161.48,6.3
661803.93,16.81,3.21,247983.38,6.3
661667.97,16.81,3.21,247983.38,6.3
661532.01,16.81,3.21,248153.05,6.31
661242.34,16.8,3.21,247835.8,6.3
661106.38,16.81,3.21,247853.35,6.3
661158.07,16.81,3.21,248162.08,6.31
661022.11,16.81,3.21,248096.89,6.31
660886.15,16.81,3.22,248085.99,6.31
660543.73,16.8,3.21,247903.21,6.31
660407.77,16.81,3.21,248081.54,6.31
660459.46,16.81,3.21,247998.69,6.31
660511.16,16.82,3.22,247928.01,6.31
660375.2,16.82,3.22,247903.21,6.31
660644.02,16.83,3.23,248663.62,6.33
660695.71,16.83,3.23,248854.67,6.34
660559.75,16.83,3.23,248854.48,6.34
660423.79,16.83,3.24,248854.48,6.34
660607.51,16.84,3.24,248873.72,6.34
660407.83,16.83,3.24,248854.48,6.34
660063.05,16.83,3.23,248480.53,6.33
660114.74,16.83,3.24,248480.53,6.34
660449.27,16.84,3.25,248557.43,6.34
660313.31,16.84,3.25,248571.83,6.34
660177.35,16.84,3.25,248480.53,6.34
660041.39,16.85,3.25,249287.45,6.36
659905.43,16.85,3.25,249267.84,6.36
659564.94,16.84,3.24,248852.09,6.35
659616.63,16.84,3.25,248930.61,6.36
659885.46,16.85,3.26,249005.09,6.36
659749.5,16.85,3.26,249160.43,6.37
659613.54,16.86,3.26,249140.82,6.37
659477.58,16.86,3.26,249057.52,6.37
659341.62,16.86,3.26,249037.91,6.37
659205.66,16.86,3.26,248954.62,6.37
659069.7,16.86,3.26,248954.42,6.37
659069.7,16.86,3.26,248898.51,6.37
659305.47,16.87,3.27,248901.25,6.37
659305.47,16.87,3.27,248901.25,6.37
659169.51,16.87,3.27,248898.54,6.37
659033.55,16.87,3.27,248898.51,6.37
658897.59,16.87,3.27,249147.19,6.38
658761.63,16.87,3.27,249050.52,6.38
