ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9a36-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_milli,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9a36-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_ratio,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9a36-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_q124,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9a36-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_milli,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9a36-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_ratio
860339.44,13.96,0.9,436422.49,7.08
860184.05,13.96,0.9,436347.95,7.08
860017.78,13.96,0.9,436240.35,7.08
859585.82,13.96,0.89,435697.67,7.08
859430.43,13.96,0.89,435571.65,7.07
859264.16,13.96,0.89,435515.53,7.07
859436.13,13.96,0.9,435528.46,7.08
859114.46,13.96,0.9,435346.32,7.07
858582.36,13.96,0.89,434546.11,7.06
857873.09,13.95,0.88,433836.84,7.05
858058.92,13.95,0.89,433788.82,7.05
857892.64,13.95,0.88,433875.38,7.05
857892.64,13.95,0.88,433875.38,7.05
858209.22,13.96,0.89,433662.92,7.05
858070.6,13.95,0.89,433505.5,7.05
858351.05,13.96,0.89,433555.87,7.05
858184.78,13.96,0.89,433756.41,7.06
858029.39,13.96,0.89,433612.79,7.05
857422.19,13.95,0.89,432971.33,7.04
857444.65,13.95,0.89,433118.13,7.05
857068.81,13.95,0.88,432738.84,7.04
857349.26,13.95,0.89,432792.91,7.04
857027.6,13.95,0.89,432610.77,7.04
856661.76,13.95,0.88,432583.93,7.04
856495.48,13.95,0.88,432444.56,7.04
856340.09,13.95,0.88,432370.02,7.04
856371.09,13.95,0.88,431913.1,7.04
856106.49,13.95,0.88,431571.16,7.03
855940.21,13.95,0.88,431463.56,7.03
855784.83,13.95,0.88,431405.18,7.03
855797.56,13.95,0.88,429965.65,7.01
856067.12,13.95,0.89,430208.49,7.01
855911.74,13.95,0.89,430150.11,7.01
855535.89,13.95,0.88,429843.51,7.01
855369.62,13.95,0.88,429719.75,7.01
855214.23,13.95,0.88,429661.37,7.01
855245.22,13.95,0.89,429204.45,7.0
855078.95,13.95,0.88,429080.69,7.0
854871.59,13.95,0.88,428919.06,7.0
854607.0,13.94,0.88,428577.12,6.99
854451.61,13.94,0.88,428518.74,6.99
854721.18,13.95,0.89,428761.58,7.0
854565.79,13.95,0.88,428703.2,7.0
854399.51,13.95,0.88,428579.44,7.0
854244.13,13.95,0.88,428504.9,7.0
854016.88,13.95,0.88,428343.13,6.99
853850.61,13.95,0.88,428235.53,6.99
852805.45,13.95,0.88,427902.55,7.0
852836.44,13.95,0.88,427445.63,6.99
852571.84,13.95,0.88,427103.69,6.99
852602.84,13.95,0.88,426646.77,6.98
852336.97,13.95,0.88,426299.22,6.98
852367.96,13.95,0.88,425842.3,6.97
852103.37,13.95,0.88,425500.36,6.96
852103.37,13.95,0.88,425500.36,6.96
851947.98,13.95,0.88,425356.74,6.96
851947.98,13.95,0.88,425356.74,6.96
851781.7,13.95,0.88,425318.22,6.96
851626.31,13.95,0.88,425259.84,6.96
851787.39,13.95,0.89,425417.71,6.97
851632.01,13.95,0.89,425274.09,6.97
851465.73,13.95,0.89,425235.56,6.97
851496.72,13.95,0.89,424778.65,6.96
851232.13,13.95,0.89,424436.71,6.96
851076.74,13.95,0.89,424373.75,6.96
850910.46,13.95,0.88,424248.33,6.95
850755.07,13.95,0.88,424101.81,6.95
850588.8,13.95,0.88,424066.18,6.95
850433.41,13.95,0.88,423920.09,6.95
850464.4,13.95,0.89,423463.17,6.95
850199.81,13.95,0.88,423121.24,6.94
850002.45,13.95,0.88,422969.61,6.94
850033.45,13.95,0.88,422512.69,6.93
848988.29,13.95,0.88,422179.71,6.94
848911.15,13.95,0.89,422016.53,6.93
849180.72,13.96,0.89,422416.35,6.94
849025.33,13.96,0.89,422272.73,6.94
848859.06,13.95,0.89,422234.21,6.94
848703.67,13.95,0.89,422175.82,6.94
848327.83,13.95,0.88,421799.96,6.94
848161.55,13.95,0.88,421676.2,6.93
848006.16,13.95,0.88,421617.82,6.94
848366.78,13.96,0.89,421932.11,6.94
848211.39,13.96,0.89,421873.73,6.94
848021.21,13.95,0.89,421767.46,6.94
847854.93,13.95,0.89,421643.7,6.94
847694.1,13.95,0.89,420929.53,6.93
847727.45,13.95,0.89,420973.93,6.93
847561.17,13.95,0.89,420911.3,6.93
847405.78,13.95,0.89,420836.76,6.93
847239.51,13.95,0.89,420729.15,6.93
847519.96,13.96,0.89,420783.22,6.93
847542.42,13.96,0.9,421045.04,6.94
847542.42,13.96,0.9,421045.04,6.94
847387.03,13.96,0.9,420986.65,6.94
847220.75,13.96,0.9,420862.89,6.93
846899.09,13.96,0.9,420680.75,6.93
846602.39,13.96,0.89,420388.97,6.93
846178.78,13.95,0.89,419400.11,6.92
846023.39,13.95,0.89,419253.6,6.91
845857.12,13.95,0.89,419217.97,6.92
845696.29,13.95,0.89,418906.58,6.91
845540.9,13.95,0.89,418760.07,6.91
845374.62,13.95,0.89,418724.44,6.91
845219.24,13.95,0.89,418579.54,6.91
845052.96,13.95,0.89,418542.3,6.91
845096.7,13.95,0.89,418832.3,6.92
844051.54,13.95,0.89,418499.31,6.92
843907.57,13.95,0.89,418475.24,6.92
843919.63,13.95,0.89,418420.1,6.92
843952.98,13.96,0.89,418464.5,6.92
843952.98,13.96,0.89,418464.5,6.92
844114.05,13.96,0.9,418672.47,6.92
843984.4,13.96,0.9,418605.2,6.92
844264.85,13.97,0.9,418674.22,6.93
844098.58,13.97,0.9,418858.9,6.93
844098.58,13.97,0.9,418858.9,6.93
844131.92,13.97,0.9,418903.29,6.93
843756.08,13.96,0.9,418527.46,6.93
843778.54,13.97,0.9,418628.73,6.93
843623.15,13.97,0.9,418554.19,6.93
843456.87,13.97,0.9,418446.59,6.93
843490.22,13.97,0.9,418490.99,6.93
843323.94,13.97,0.9,418428.36,6.93
843323.94,13.97,0.9,418428.36,6.93
843323.94,13.97,0.9,418428.36,6.93
843275.21,13.97,0.9,418383.98,6.93
843119.82,13.97,0.9,418257.95,6.93
843142.28,13.97,0.9,418387.16,6.93
842844.92,13.96,0.9,418167.23,6.93
843145.67,13.97,0.91,418042.24,6.93
842984.84,13.97,0.91,417893.15,6.93
843018.18,13.97,0.91,418418.32,6.94
842851.9,13.97,0.91,418258.33,6.93
842696.52,13.97,0.91,418111.81,6.93
843006.77,13.98,0.91,417314.8,6.92
843167.84,13.98,0.92,417600.5,6.93
843012.46,13.98,0.92,417454.41,6.92
842846.18,13.98,0.92,417418.36,6.92
842580.32,13.98,0.92,418916.5,6.95
842580.32,13.98,0.92,418916.5,6.95
842424.93,13.98,0.92,418858.12,6.95
842258.65,13.98,0.91,418734.36,6.95
842103.26,13.98,0.91,418590.74,6.95
841936.99,13.98,0.91,418552.22,6.95
841807.34,13.98,0.91,418546.21,6.95
841651.95,13.98,0.91,418420.19,6.95
841485.67,13.98,0.91,418364.07,6.95
841324.84,13.98,0.91,417649.9,6.94
841189.74,13.98,0.91,417558.89,6.94
841356.27,13.98,0.92,417466.42,6.94
841195.43,13.98,0.92,417155.03,6.93
841036.7,13.98,0.91,417021.13,6.93
840754.83,13.98,0.91,416742.25,6.93
840599.44,13.98,0.91,417049.83,6.93
840440.71,13.97,0.91,416894.51,6.93
840274.44,13.97,0.91,416797.62,6.93
840119.05,13.97,0.91,416651.1,6.93
839952.77,13.97,0.91,416615.47,6.93
839797.39,13.97,0.91,416471.85,6.93
839995.09,13.98,0.91,416524.9,6.93
839619.24,13.97,0.91,416240.91,6.93
839452.97,13.97,0.91,416202.39,6.93
839452.97,13.97,0.91,416202.39,6.93
839297.58,13.97,0.91,416055.88,6.93
839131.31,13.97,0.91,416020.25,6.93
839453.7,13.98,0.91,416607.48,6.94
839434.22,13.98,0.91,416463.73,6.93
839483.27,13.98,0.92,417170.18,6.95
839600.3,13.98,0.92,417160.32,6.95
839600.3,13.98,0.92,417160.32,6.95
838555.14,13.99,0.92,416827.34,6.95
838399.75,13.99,0.92,416683.3,6.95
838233.48,13.98,0.92,416638.96,6.95
838233.48,13.98,0.92,416638.96,6.95
837857.63,13.98,0.92,416311.68,6.95
837890.98,13.98,0.92,416356.08,6.95
837724.7,13.98,0.92,416293.45,6.95
837758.05,13.98,0.92,416337.85,6.95
837591.77,13.98,0.92,416275.21,6.95
837872.22,13.99,0.92,416329.28,6.95
837705.95,13.99,0.92,416528.91,6.96
837595.95,13.99,0.92,416418.91,6.95
837767.92,13.99,0.93,416431.84,6.95
837601.64,13.99,0.93,416518.4,6.96
837601.64,13.99,0.93,416518.4,6.96
837773.61,14.0,0.93,416531.32,6.96
837607.33,14.0,0.93,416658.06,6.96
837640.67,14.0,0.93,416702.46,6.96
837474.4,14.0,0.93,416639.83,6.96
837319.01,14.0,0.93,416581.44,6.96
837350.0,14.0,0.93,416124.52,6.96
836974.16,13.99,0.93,415748.69,6.95
836974.16,13.99,0.93,415748.69,6.95
836676.81,13.99,0.93,415457.36,6.95
836510.53,13.99,0.93,415333.6,6.95
836245.94,13.99,0.92,414991.66,6.94
836276.93,13.99,0.93,414534.75,6.93
836012.33,13.99,0.92,414192.81,6.93
836184.3,13.99,0.93,414205.73,6.93
836453.86,14.0,0.93,414619.36,6.94
836453.86,14.0,0.93,414619.36,6.94
836298.48,14.0,0.93,414544.82,6.94
836001.12,13.99,0.93,414293.19,6.93
835834.85,13.99,0.93,414185.59,6.93
835679.46,13.99,0.93,414127.21,6.93
835303.62,13.99,0.92,413899.27,6.93
835326.07,13.99,0.93,413939.42,6.93
835357.07,13.99,0.93,413482.5,6.93
835198.47,13.99,0.93,413327.67,6.92
834932.6,13.99,0.92,412980.12,6.92
834771.77,13.99,0.92,412265.95,6.91
834771.77,13.99,0.92,412265.95,6.91
834771.77,13.99,0.92,412265.95,6.91
835072.51,13.99,0.93,412200.41,6.91
835072.51,13.99,0.93,412200.41,6.91
835100.41,14.0,0.93,412109.08,6.91
833865.23,13.99,0.93,411485.14,6.91
833709.84,13.99,0.93,411912.26,6.91
833543.57,13.99,0.93,411938.36,6.92
833382.73,13.99,0.93,411626.97,6.91
833227.35,13.99,0.93,411480.46,6.91
833258.34,14.0,0.93,411023.54,6.9
832993.74,13.99,0.93,410681.6,6.9
832827.47,13.99,0.93,410645.97,6.9
832999.43,14.0,0.93,410658.9,6.9
833021.89,14.0,0.93,410898.34,6.91
832866.5,14.0,0.93,410754.3,6.9
832569.15,13.99,0.93,410502.67,6.9
832569.15,13.99,0.93,410502.67,6.9
832402.87,13.99,0.93,410458.33,6.9
832267.77,13.99,0.93,410332.22,6.9
832106.94,13.99,0.93,410264.29,6.9
831951.55,13.99,0.93,410358.32,6.9
831575.71,13.99,0.92,410052.2,6.9
831409.44,13.99,0.92,409897.79,6.9
831440.43,13.99,0.93,409440.88,6.89
831285.04,13.99,0.93,409294.36,6.89
831020.44,13.99,0.92,408952.43,6.88
831290.01,13.99,0.93,409284.44,6.89
831134.62,13.99,0.93,409209.9,6.89
831157.08,14.0,0.93,409266.2,6.89
831001.69,14.0,0.93,409122.58,6.89
830835.42,14.0,0.93,409084.06,6.89
830459.57,13.99,0.93,408776.42,6.89
830304.19,13.99,0.93,408650.4,6.89
830006.83,13.99,0.92,408358.59,6.88
829840.56,13.98,0.92,408302.47,6.88
829685.17,13.98,0.92,408227.93,6.88
829513.95,13.98,0.92,407891.5,6.88
829568.44,13.99,0.92,407506.48,6.87
829857.71,13.99,0.93,407752.08,6.88
829888.7,14.0,0.93,407295.16,6.87
829624.1,13.99,0.93,406953.22,6.86
829646.56,14.0,0.93,407009.53,6.87
829491.17,14.0,0.93,406934.99,6.87
829324.9,13.99,0.93,406827.38,6.87
829164.06,13.99,0.93,406113.21,6.85
829008.68,13.99,0.93,405966.7,6.85
828851.21,13.99,0.93,405817.94,6.85
828684.94,13.99,0.93,405782.31,6.85
828529.55,13.99,0.93,405637.41,6.85
828529.55,13.99,0.93,405637.41,6.85
828529.55,13.99,0.93,405637.41,6.85
828529.55,13.99,0.93,405637.41,6.85
828560.54,13.99,0.93,405180.49,6.84
828825.95,14.0,0.93,405368.55,6.85
829095.51,14.0,0.94,405767.62,6.85
829287.77,14.01,0.95,405684.18,6.85
829001.56,14.01,0.94,405408.36,6.85
828840.73,14.01,0.94,405308.33,6.85
828464.89,14.0,0.94,404932.02,6.84
828309.5,14.0,0.94,405240.75,6.85
828309.5,14.0,0.94,405240.75,6.85
828143.23,14.0,0.93,405155.46,6.85
827603.98,13.99,0.93,404616.22,6.84
827443.15,13.99,0.93,404304.83,6.84
827308.05,13.99,0.93,404213.83,6.84
827147.22,13.99,0.93,404116.28,6.84
827147.22,13.99,0.93,404116.28,6.84
826102.07,13.99,0.93,403783.3,6.84
826274.03,14.0,0.93,404095.9,6.85
826296.49,14.0,0.93,404204.38,6.85
826205.18,14.0,0.94,404423.39,6.85
826356.01,14.0,0.94,404425.49,6.85
825712.69,14.0,0.94,403267.8,6.84
825746.03,14.0,0.94,403312.2,6.84
825579.76,14.0,0.94,403270.98,6.84
825579.76,14.0,0.94,403270.98,6.84
824534.6,14.01,0.94,402938.0,6.84
824534.6,14.01,0.94,402938.0,6.84
824815.05,14.01,0.95,403007.02,6.85
824648.78,14.01,0.95,403122.46,6.85
824648.78,14.01,0.95,403122.46,6.85
824451.43,14.01,0.94,402931.7,6.85
824451.43,14.01,0.94,402931.7,6.85
824085.58,14.0,0.94,402635.1,6.84
823930.2,14.0,0.94,402490.2,6.84
823763.92,14.0,0.94,402452.96,6.84
823935.89,14.01,0.94,402465.89,6.84
823769.61,14.01,0.94,402592.62,6.85
823769.61,14.01,0.94,402592.62,6.85
824041.84,14.01,0.95,402793.74,6.85
823875.57,14.01,0.95,402811.54,6.85
823714.74,14.01,0.95,402097.37,6.84
823417.38,14.01,0.94,401877.44,6.84
823450.72,14.01,0.95,401921.84,6.84
823153.37,14.01,0.94,401657.46,6.83
822987.1,14.0,0.94,401616.24,6.83
823030.83,14.01,0.94,401906.24,6.84
822733.48,14.0,0.94,401634.16,6.84
822355.86,14.0,0.93,401283.1,6.83
822355.86,14.0,0.93,401283.1,6.83
822179.19,14.0,0.93,401045.35,6.83
822023.8,14.0,0.93,400901.74,6.83
822293.37,14.0,0.94,401299.05,6.83
822137.98,14.0,0.94,401152.54,6.83
822299.06,14.01,0.94,401438.24,6.84
822299.06,14.01,0.94,401438.24,6.84
822143.67,14.01,0.94,401363.7,6.84
821977.4,14.01,0.94,401256.09,6.84
821601.56,14.0,0.94,400880.26,6.83
821601.56,14.0,0.94,400880.26,6.83
821446.17,14.0,0.94,400805.72,6.83
821715.74,14.01,0.94,401064.72,6.84
821715.74,14.01,0.94,401064.72,6.84
821560.35,14.01,0.94,400990.18,6.84
821394.07,14.01,0.94,400882.57,6.84
821394.07,14.01,0.94,400882.57,6.84
821394.07,14.01,0.94,400882.57,6.84
821238.69,14.01,0.94,400737.68,6.83
820815.08,14.0,0.94,399748.82,6.82
820648.81,14.0,0.94,399711.58,6.82
820493.42,14.0,0.94,399565.06,6.82
820327.14,14.0,0.94,399529.43,6.82
820327.14,14.0,0.94,399529.43,6.82
820171.76,14.0,0.94,399383.34,6.82
820005.48,14.0,0.94,399347.29,6.82
820005.48,14.0,0.94,399347.29,6.82
820036.47,14.0,0.94,398890.37,6.81
819959.34,14.0,0.94,398727.2,6.81
819990.33,14.01,0.94,398270.28,6.8
819725.73,14.0,0.94,397928.35,6.8
819725.73,14.0,0.94,397928.35,6.8
819349.89,14.0,0.93,397621.74,6.79
819194.5,14.0,0.93,397476.85,6.79
819194.5,14.0,0.93,397476.85,6.79
819225.49,14.0,0.94,397019.93,6.79
819059.22,14.0,0.94,396982.68,6.79
818739.22,14.0,0.93,396662.68,6.78
818474.62,13.99,0.93,396320.75,6.78
818319.23,13.99,0.93,396174.24,6.77
818341.69,14.0,0.93,396323.93,6.78
818186.3,14.0,0.93,396265.54,6.78
818455.87,14.0,0.94,396508.39,6.78
818300.48,14.0,0.94,396450.0,6.78
818322.94,14.0,0.94,396490.15,6.78
817899.33,14.0,0.94,395501.3,6.77
817738.5,14.0,0.94,395189.91,6.77
817577.67,14.0,0.94,394475.74,6.76
817422.28,14.0,0.94,394417.35,6.76
817256.01,14.0,0.94,394293.6,6.75
817289.35,14.0,0.94,394337.99,6.76
817123.07,14.0,0.94,394296.78,6.76
816781.89,14.0,0.93,393983.54,6.75
816953.85,14.0,0.94,393996.46,6.75
816578.01,14.0,0.93,393689.86,6.75
816600.47,14.0,0.93,393929.31,6.75
816445.08,14.0,0.93,393782.79,6.75
816445.08,14.0,0.93,393653.01,6.75
816278.8,14.0,0.93,393617.38,6.75
816123.41,14.0,0.93,393542.84,6.75
815964.68,14.0,0.93,393408.93,6.75
815964.68,14.0,0.93,393408.93,6.75
815964.68,14.0,0.93,393408.93,6.75
815987.14,14.0,0.93,393465.24,6.75
815831.75,14.0,0.93,393318.73,6.75
816101.32,14.0,0.94,393718.93,6.76
815945.93,14.0,0.94,393644.39,6.76
815779.66,14.0,0.94,393536.79,6.75
815813.0,14.0,0.94,393581.19,6.76
815835.45,14.01,0.94,393682.47,6.76
815680.07,14.01,0.94,393624.08,6.76
815521.34,14.0,0.94,393469.01,6.76
815355.06,14.0,0.94,393345.25,6.76
815057.71,14.0,0.94,393855.93,6.76
814896.88,14.0,0.93,393549.48,6.76
814896.88,14.0,0.93,393549.48,6.76
814741.49,14.0,0.93,393491.1,6.76
814763.94,14.0,0.94,393531.25,6.76
814388.1,14.0,0.93,393155.41,6.76
814232.71,14.0,0.93,393010.51,6.76
814066.44,14.0,0.93,392973.27,6.76
814346.89,14.0,0.94,393042.29,6.76
814346.89,14.0,0.94,393042.29,6.76
814369.35,14.0,0.94,393289.15,6.76
814402.69,14.01,0.94,393333.55,6.76
814425.15,14.01,0.94,393434.83,6.77
814269.76,14.01,0.94,393288.73,6.77
814103.49,14.01,0.94,393252.69,6.77
813948.1,14.01,0.94,393106.17,6.77
813572.26,14.0,0.94,392852.0,6.76
813405.98,14.0,0.94,392816.36,6.76
813405.98,14.0,0.94,392816.36,6.76
813250.59,14.0,0.94,392669.85,6.76
813084.32,14.0,0.94,392634.22,6.76
813115.31,14.0,0.94,392177.3,6.75
813038.17,14.0,0.94,392014.13,6.75
812882.79,14.0,0.94,391955.75,6.75
812716.51,14.0,0.94,391831.99,6.75
812996.97,14.01,0.94,391901.01,6.75
812830.69,14.01,0.94,392016.45,6.76
812675.3,14.01,0.94,391941.91,6.76
812509.03,14.01,0.94,391834.31,6.76
812133.19,14.0,0.94,391527.71,6.75
811977.8,14.0,0.94,391384.09,6.75
811977.8,14.0,0.94,391384.09,6.75
812247.36,14.01,0.94,391781.4,6.76
811950.01,14.0,0.94,391489.6,6.75
811791.28,14.0,0.94,391341.11,6.75
811635.89,14.0,0.94,391215.09,6.75
811666.88,14.0,0.94,390758.17,6.74
811401.02,14.0,0.94,390410.62,6.74
811234.74,14.0,0.94,390354.5,6.74
811079.36,14.0,0.94,390279.96,6.74
810913.08,14.0,0.94,390172.35,6.74
810757.69,14.0,0.94,390113.97,6.74
810591.42,14.0,0.94,389990.21,6.74
810430.59,14.0,0.94,389276.04,6.72
810275.2,14.0,0.93,389217.66,6.72
809899.36,13.99,0.93,388841.82,6.72
809899.36,13.99,0.93,388841.82,6.72
809899.36,13.99,0.93,388841.82,6.72
809733.08,13.99,0.93,388718.06,6.72
809905.05,14.0,0.93,388730.99,6.72
809905.05,14.0,0.93,388730.99,6.72
809738.77,14.0,0.93,388857.25,6.72
809782.51,14.0,0.94,389147.24,6.73
809605.84,14.0,0.94,388909.5,6.72
809605.84,14.0,0.94,388909.5,6.72
808560.68,14.0,0.94,388576.52,6.73
808399.85,14.0,0.94,388270.08,6.72
808688.53,14.01,0.94,388210.7,6.72
808522.26,14.01,0.94,388533.12,6.73
808148.19,14.0,0.94,388157.93,6.72
808148.19,14.0,0.94,388157.93,6.72
807987.36,14.0,0.94,387443.76,6.71
807826.53,14.0,0.94,387437.96,6.71
807671.14,14.0,0.94,387363.42,6.71
807940.71,14.01,0.94,387622.41,6.72
807643.35,14.0,0.94,387331.09,6.71
807487.96,14.0,0.94,387186.19,6.71
807518.96,14.0,0.94,386729.27,6.71
807441.82,14.0,0.94,386566.1,6.7
807441.82,14.0,0.94,386566.1,6.7
807441.82,14.0,0.94,386566.1,6.7
807275.55,14.0,0.94,386528.85,6.71
807120.16,14.0,0.94,386382.34,6.7
807151.15,14.01,0.94,385925.42,6.7
806775.31,14.0,0.94,385618.82,6.69
806609.03,14.0,0.94,385583.19,6.69
806344.44,14.0,0.93,385241.26,6.69
806189.05,14.0,0.93,385182.87,6.69
806022.77,14.0,0.93,385059.11,6.69
805867.39,14.0,0.93,384912.6,6.69
805701.11,14.0,0.93,384876.97,6.69
805701.11,14.0,0.93,384876.97,6.69
805989.79,14.0,0.94,384817.59,6.69
805823.51,14.0,0.94,385140.02,6.69
805854.51,14.0,0.94,384683.1,6.69
805589.91,14.0,0.94,384341.16,6.68
805434.52,14.0,0.94,384196.26,6.68
805268.25,14.0,0.94,384159.02,6.68
805112.86,14.0,0.94,384084.48,6.68
804946.58,14.0,0.94,383976.88,6.68
804785.75,14.0,0.94,383665.49,6.67
804411.69,14.0,0.93,383290.3,6.67
804256.3,14.0,0.93,383231.92,6.67
804525.87,14.0,0.94,383474.76,6.67
804365.03,14.0,0.94,382762.4,6.66
804209.65,14.0,0.94,382609.65,6.66
803912.29,14.0,0.93,382389.72,6.66
803746.02,14.0,0.93,382354.09,6.66
803590.63,14.0,0.93,382275.28,6.66
803590.63,14.0,0.93,382275.28,6.66
803751.71,14.0,0.94,382489.29,6.66
803782.7,14.0,0.94,382032.37,6.66
803782.7,14.0,0.94,382032.37,6.66
803165.11,14.0,0.94,381591.15,6.65
802900.51,14.0,0.93,381249.21,6.65
802900.51,14.0,0.93,381249.21,6.65
802693.16,14.0,0.93,381047.88,6.64
802395.8,13.99,0.93,380754.3,6.64
802240.42,13.99,0.93,380610.68,6.64
802074.14,13.99,0.93,380572.16,6.64
802246.11,14.0,0.93,380585.09,6.64
802079.83,13.99,0.93,380671.65,6.64
801703.99,13.99,0.92,380365.05,6.64
801548.6,13.99,0.92,380220.15,6.64
801548.6,13.99,0.92,380220.15,6.64
801382.33,13.99,0.92,380182.9,6.64
801704.72,14.0,0.93,380775.91,6.65
801558.14,14.0,0.93,380543.31,6.64
801402.75,14.0,0.93,380417.29,6.64
801626.2,14.0,0.94,379707.19,6.63
801549.07,14.0,0.94,380008.33,6.64
801382.79,14.0,0.94,379952.21,6.64
801091.6,14.0,0.93,379650.44,6.63
800930.77,14.0,0.93,379342.19,6.63
799885.62,14.0,0.93,379009.21,6.63
799724.79,14.0,0.93,378296.84,6.62
799569.4,14.0,0.93,378153.22,6.62
799838.96,14.0,0.94,378550.54,6.63
799683.58,14.0,0.94,378492.16,6.63
799517.3,14.0,0.94,378368.4,6.63
799361.91,14.0,0.94,378224.78,6.62
798986.07,14.0,0.93,377848.94,6.62
799255.64,14.0,0.94,378246.26,6.63
798879.8,14.0,0.93,377870.42,6.62
798910.79,14.0,0.93,377413.5,6.61
798910.79,14.0,0.93,377413.5,6.61
798646.19,14.0,0.93,377071.56,6.61
798689.93,14.0,0.94,377358.1,6.61
798513.26,14.0,0.93,377110.27,6.61
798357.87,14.0,0.93,376965.37,6.61
798199.14,14.0,0.93,376806.87,6.61
798199.14,14.0,0.93,376806.87,6.61
798032.87,14.0,0.93,376769.63,6.61
798063.86,14.0,0.93,376312.71,6.6
797726.38,13.99,0.93,375975.23,6.6
797460.51,13.99,0.93,375627.68,6.59
797305.13,13.99,0.93,375569.3,6.59
797138.85,13.99,0.93,375445.54,6.59
797169.84,13.99,0.93,374988.62,6.58
796905.25,13.99,0.93,374646.68,6.58
796905.25,13.99,0.93,374646.68,6.58
796749.86,13.99,0.93,374572.14,6.58
796780.85,13.99,0.93,374115.22,6.57
797012.46,14.0,0.93,374259.1,6.57
797334.86,14.01,0.94,374846.33,6.58
797168.58,14.0,0.94,374738.73,6.58
796550.99,14.0,0.94,374484.32,6.58
796404.41,14.0,0.94,374262.44,6.58
796249.02,14.0,0.94,374115.93,6.58
795951.67,14.0,0.93,373864.3,6.58
795785.39,14.0,0.93,373828.67,6.58
795785.39,14.0,0.93,373828.67,6.58
795816.39,14.0,0.94,373371.75,6.57
