ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3956-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3956-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3956-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3956-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3956-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_ratio
1476898.52,71.66,58.09,1311125.43,63.61
1476950.05,71.69,58.12,1311125.43,63.64
1476955.73,71.7,58.14,1310625.31,63.63
1477007.26,71.73,58.17,1311406.29,63.69
1477058.79,71.76,58.2,1311534.95,63.72
1477219.11,71.79,58.22,1312587.63,63.79
1476983.13,71.79,58.23,1313001.49,63.82
1477034.66,71.82,58.26,1312933.26,63.84
1476945.86,71.83,58.26,1312819.79,63.85
1476670.8,71.84,58.27,1312067.07,63.83
1476568.07,71.84,58.27,1311849.36,63.83
1476568.07,71.84,58.27,1311817.92,63.82
1476410.87,71.84,58.27,1311985.9,63.84
1476462.4,71.87,58.3,1311949.29,63.86
1476513.93,71.9,58.33,1312359.01,63.91
1476565.46,71.93,58.36,1313184.96,63.97
1476100.64,71.94,58.37,1312638.38,63.97
1476152.17,71.97,58.4,1313660.48,64.05
1476085.97,71.98,58.41,1313832.41,64.07
1476137.5,72.01,58.45,1313727.28,64.09
1476292.23,72.04,58.47,1314424.01,64.14
1476452.55,72.06,58.49,1314751.86,64.17
1476662.32,72.08,58.51,1315685.83,64.22
1476402.39,72.08,58.51,1315366.06,64.22
1476341.01,72.09,58.52,1315291.02,64.23
1476495.27,72.12,58.56,1316107.0,64.29
1476546.8,72.15,58.59,1315605.61,64.29
1476598.33,72.18,58.62,1315325.22,64.3
1477021.89,72.2,58.64,1315851.19,64.33
1476863.82,72.21,58.65,1315198.31,64.31
1476915.35,72.24,58.68,1315126.11,64.33
1477270.96,72.29,58.72,1314678.3,64.33
1477425.23,72.32,58.75,1316132.37,64.43
1477408.48,72.33,58.76,1316058.27,64.43
1477568.79,72.35,58.79,1317178.74,64.5
1477568.79,72.35,58.79,1317136.09,64.5
1477767.07,72.38,58.82,1317373.86,64.53
1477767.07,72.38,58.82,1316588.42,64.49
1477818.6,72.41,58.85,1316588.42,64.51
1477811.76,72.43,58.86,1317518.89,64.57
1477811.76,72.43,58.86,1317098.91,64.55
1477972.07,72.45,58.88,1318029.6,64.61
1477740.51,72.46,58.89,1317558.97,64.6
1477504.53,72.46,58.89,1317356.43,64.61
1477444.01,72.47,58.91,1317439.86,64.63
1477212.45,72.48,58.91,1317292.78,64.63
1477137.35,72.5,58.93,1317420.36,64.66
1477297.66,72.52,58.95,1317464.84,64.67
1477836.05,72.55,58.99,1318854.58,64.75
1477600.07,72.56,58.99,1318842.22,64.76
1477809.84,72.58,59.01,1319242.02,64.79
1477809.84,72.58,59.01,1320000.14,64.83
1478024.1,72.59,59.03,1321142.36,64.89
1478030.37,72.61,59.04,1321305.25,64.91
1477915.81,72.62,59.05,1321036.43,64.91
1477915.81,72.62,59.05,1321070.87,64.91
1477392.09,72.62,59.05,1320524.24,64.91
1477299.8,72.63,59.07,1320467.68,64.92
1477299.8,72.63,59.07,1319432.38,64.87
1477192.61,72.63,59.06,1319333.04,64.87
1477045.79,72.63,59.07,1319128.41,64.87
1477118.94,72.64,59.08,1319224.96,64.88
1477170.47,72.67,59.11,1319280.67,64.91
1477170.47,72.67,59.11,1320284.92,64.96
1476934.49,72.68,59.11,1321098.77,65.01
1476934.49,72.68,59.11,1321059.1,65.01
1477094.81,72.7,59.14,1321740.04,65.06
1477146.34,72.74,59.17,1322009.26,65.1
1477129.59,72.74,59.18,1322379.91,65.12
1478087.97,72.81,59.24,1325657.2,65.3
1477867.29,72.81,59.25,1325504.84,65.31
1478275.57,72.83,59.27,1325786.1,65.32
1478327.1,72.86,59.3,1325786.1,65.35
1478378.63,72.9,59.33,1325821.83,65.37
1478576.91,72.93,59.36,1325760.39,65.39
1478340.93,72.93,59.37,1325368.27,65.39
1478109.36,72.94,59.37,1325351.93,65.4
1478307.64,72.97,59.4,1325950.15,65.45
1478467.96,72.99,59.43,1326385.65,65.49
1478637.35,73.01,59.45,1326338.44,65.49
1478791.62,73.04,59.48,1328772.88,65.63
1478843.15,73.08,59.51,1329594.62,65.7
1478843.15,73.08,59.51,1329594.62,65.7
1478828.49,73.08,59.52,1329743.99,65.71
1478994.39,73.11,59.54,1330991.27,65.79
1478999.77,73.11,59.55,1330896.78,65.79
1478999.77,73.11,59.55,1330855.34,65.79
1478910.69,73.12,59.55,1330928.99,65.8
1478740.76,73.12,59.55,1330820.7,65.81
1478740.76,73.12,59.55,1330791.17,65.8
1478626.5,73.13,59.56,1330499.01,65.8
1478401.07,73.14,59.58,1331345.91,65.87
1478165.09,73.15,59.58,1331186.55,65.88
1478186.18,73.16,59.59,1330871.35,65.87
1478056.44,73.18,59.62,1330304.17,65.87
1477958.28,73.2,59.63,1330771.1,65.91
1478009.81,73.23,59.66,1330835.0,65.94
1478061.34,73.26,59.69,1331849.35,66.01
1478112.87,73.29,59.73,1331802.53,66.04
1478322.64,73.31,59.74,1332837.84,66.1
1478322.64,73.31,59.74,1332882.02,66.1
1478322.64,73.31,59.74,1332882.02,66.1
1478638.65,73.36,59.79,1332689.36,66.12
1478638.65,73.36,59.79,1332370.03,66.1
1478690.18,73.39,59.82,1332297.57,66.12
1478815.32,73.42,59.85,1332776.48,66.17
1478863.97,73.44,59.87,1332653.44,66.18
1478863.97,73.44,59.87,1332653.44,66.18
1478915.5,73.47,59.9,1332590.32,66.2
1479142.92,73.51,59.94,1332109.52,66.2
1478906.94,73.51,59.95,1331854.62,66.2
1478747.01,73.51,59.95,1331274.4,66.18
1478747.01,73.51,59.95,1331323.08,66.18
1478614.34,73.53,59.96,1331559.88,66.21
1478783.74,73.55,59.98,1333542.93,66.32
1478676.54,73.55,59.98,1333479.46,66.32
1478587.46,73.55,59.99,1333363.41,66.33
1478747.78,73.58,60.01,1334393.62,66.4
1478799.31,73.61,60.04,1335281.2,66.47
1478642.11,73.61,60.04,1335152.13,66.47
1478696.82,73.62,60.06,1335028.51,66.47
1478460.84,73.63,60.06,1335021.41,66.49
1478303.65,73.63,60.06,1334868.85,66.48
1478028.59,73.64,60.07,1336141.31,66.57
1478038.84,73.64,60.07,1336477.86,66.58
1478237.12,73.67,60.1,1337370.86,66.65
1478188.5,73.68,60.11,1337213.9,66.65
1478171.75,73.68,60.12,1337238.05,66.66
1477917.53,73.68,60.12,1336913.64,66.65
1477691.55,73.69,60.12,1336571.56,66.65
1478119.87,73.74,60.17,1336416.14,66.67
1478012.67,73.74,60.17,1336272.81,66.67
1478012.67,73.74,60.17,1336319.26,66.67
1478064.2,73.77,60.21,1337082.39,66.73
1477797.68,73.77,60.2,1337077.42,66.75
1477797.68,73.77,60.2,1338103.26,66.8
1477899.94,73.79,60.23,1337769.18,66.8
1477951.47,73.83,60.26,1337869.04,66.83
1477818.8,73.84,60.27,1337357.01,66.82
1477870.33,73.87,60.31,1337578.78,66.86
1477870.33,73.87,60.31,1337556.62,66.86
1477921.86,73.9,60.34,1337557.75,66.89
1477973.39,73.94,60.37,1337603.83,66.91
1477875.24,73.95,60.38,1338133.45,66.96
1477792.78,73.96,60.39,1337882.05,66.96
1477622.2,73.97,60.4,1337536.97,66.95
1477853.05,74.0,60.43,1337403.74,66.97
1477617.07,74.0,60.44,1337173.2,66.97
1477958.07,74.04,60.47,1337762.95,67.02
1478009.6,74.07,60.5,1338189.61,67.06
1478061.13,74.1,60.54,1338184.15,67.09
1478061.13,74.1,60.54,1338568.18,67.11
1478112.66,74.14,60.57,1338759.76,67.15
1478266.93,74.17,60.6,1339694.03,67.22
1478543.65,74.21,60.65,1339227.29,67.22
1479138.46,74.27,60.7,1340248.47,67.29
1479000.12,74.27,60.71,1341003.48,67.34
1479158.27,74.31,60.74,1342433.01,67.44
1479069.19,74.31,60.75,1342315.83,67.44
1479229.5,74.34,60.77,1342225.51,67.45
1479059.57,74.34,60.77,1341990.25,67.45
1478828.01,74.34,60.78,1341772.98,67.45
1478597.61,74.35,60.78,1341482.33,67.46
1478337.69,74.35,60.78,1341001.98,67.44
1479164.48,74.41,60.84,1341625.27,67.49
1479354.5,74.43,60.87,1341612.59,67.5
1479514.82,74.46,60.89,1342727.7,67.57
1479507.98,74.47,60.9,1342670.16,67.58
1479298.75,74.47,60.9,1342525.62,67.58
1479167.38,74.49,60.92,1342545.26,67.61
1479218.91,74.52,60.96,1342366.73,67.63
1479155.7,74.53,60.96,1342408.72,67.64
1478919.72,74.53,60.97,1342993.91,67.68
1478711.19,74.53,60.96,1342628.57,67.67
1478871.5,74.56,60.99,1344020.75,67.76
1480016.27,74.63,61.07,1344346.69,67.79
1479741.21,74.64,61.08,1343958.24,67.79
1479792.74,74.68,61.11,1344577.68,67.85
1480145.24,74.72,61.16,1344213.81,67.86
1480196.77,74.76,61.19,1344510.08,67.9
1479996.69,74.76,61.19,1344067.79,67.89
1480048.22,74.79,61.23,1344507.53,67.94
1480113.27,74.83,61.26,1344024.81,67.95
1480278.18,74.85,61.28,1344509.52,67.98
1480329.71,74.88,61.31,1346145.62,68.09
1480381.24,74.91,61.35,1346285.06,68.13
1480381.24,74.91,61.35,1345696.51,68.1
1480432.77,74.95,61.38,1346744.52,68.18
1480172.84,74.95,61.38,1346484.11,68.18
1480172.84,74.95,61.38,1349065.96,68.31
1480826.97,75.0,61.43,1349144.74,68.33
1480878.5,75.03,61.46,1348846.4,68.34
1480878.5,75.03,61.46,1348818.64,68.34
1480618.58,75.03,61.46,1348993.6,68.36
1480382.6,75.03,61.47,1348452.91,68.35
1480146.62,75.04,61.47,1349202.75,68.4
1480344.89,75.07,61.51,1349649.36,68.45
1480215.16,75.1,61.53,1349281.41,68.45
1480103.11,75.11,61.54,1348958.25,68.45
1480154.64,75.14,61.58,1348957.17,68.48
1480352.91,75.18,61.61,1349046.55,68.51
1480513.23,75.2,61.64,1348278.17,68.49
1480564.76,75.24,61.67,1348725.32,68.54
1480725.08,75.26,61.7,1349204.18,68.58
1480879.34,75.29,61.73,1349740.42,68.63
1480879.34,75.29,61.73,1349675.62,68.62
1480643.36,75.3,61.73,1349219.33,68.62
1480797.63,75.33,61.77,1349219.33,68.64
1480849.16,75.37,61.8,1349391.69,68.68
1481143.62,75.4,61.83,1349064.51,68.68
1481099.49,75.43,61.86,1348715.77,68.69
1480824.44,75.44,61.87,1348508.15,68.7
1480732.14,75.45,61.89,1348322.1,68.71
1480646.72,75.47,61.9,1348185.81,68.71
1480646.72,75.47,61.9,1348020.57,68.71
1480807.04,75.49,61.93,1348213.26,68.73
1480866.22,75.51,61.95,1348882.99,68.78
1480917.75,75.55,61.98,1348877.29,68.81
1480969.28,75.58,62.01,1348940.8,68.84
1480733.3,75.59,62.02,1348021.13,68.81
1481346.85,75.64,62.07,1348989.01,68.88
1481507.17,75.66,62.1,1348936.83,68.89
1481661.44,75.7,62.13,1348936.75,68.92
1481486.09,75.71,62.14,1349242.59,68.95
1481486.09,75.71,62.14,1348857.15,68.93
1481590.13,75.73,62.16,1348469.83,68.92
1481501.33,75.74,62.17,1348186.51,68.92
1481501.33,75.74,62.17,1348269.35,68.93
1481517.77,75.77,62.2,1348000.93,68.94
1481569.3,75.8,62.24,1348595.15,69.0
1481620.83,75.84,62.27,1348828.96,69.04
1481620.83,75.84,62.27,1349991.6,69.1
1481613.98,75.85,62.28,1350028.74,69.11
1481607.14,75.86,62.29,1350788.64,69.16
1481658.67,75.89,62.33,1350967.17,69.2
1481502.07,75.9,62.33,1351109.27,69.22
1481507.68,75.9,62.33,1351116.23,69.22
1481677.08,75.92,62.35,1351389.15,69.24
1481441.1,75.92,62.36,1350843.37,69.23
1481595.36,75.96,62.39,1352225.21,69.32
1481646.89,75.99,62.42,1352310.6,69.36
1481698.42,76.03,62.46,1352175.32,69.38
1482175.54,76.08,62.51,1351689.69,69.38
1482175.54,76.08,62.51,1351689.69,69.38
1482181.16,76.08,62.52,1351695.62,69.38
1482207.7,76.1,62.53,1352201.79,69.43
1482405.98,76.13,62.57,1352651.35,69.47
1482076.88,76.14,62.57,1352137.99,69.46
1482076.88,76.14,62.57,1352137.99,69.46
1482128.41,76.17,62.61,1352426.49,69.51
1482128.41,76.17,62.61,1352400.57,69.51
1482179.94,76.21,62.64,1353023.85,69.57
1482478.39,76.25,62.68,1353090.03,69.59
1482638.71,76.28,62.71,1353135.83,69.61
1482412.73,76.28,62.72,1355302.26,69.74
1482464.26,76.32,62.75,1355302.26,69.77
1482228.28,76.32,62.76,1354926.47,69.77
1482397.67,76.34,62.78,1355278.54,69.8
1482449.2,76.38,62.81,1355346.63,69.83
1482323.25,76.39,62.82,1354910.29,69.82
1482063.32,76.39,62.82,1354348.41,69.8
1481827.34,76.39,62.83,1354864.78,69.85
1481612.29,76.41,62.84,1353895.84,69.82
1481771.51,76.45,62.88,1353531.71,69.83
1481692.14,76.45,62.88,1353455.51,69.83
1481589.11,76.46,62.89,1353077.83,69.83
1481589.11,76.46,62.89,1353112.71,69.83
1482148.64,76.52,62.95,1353671.6,69.88
1482318.03,76.54,62.97,1355138.73,69.97
1482092.6,76.55,62.99,1354873.45,69.98
1481856.08,76.55,62.99,1354609.33,69.98
1481743.36,76.57,63.0,1354357.84,69.98
1481588.47,76.57,63.0,1354162.67,69.98
1481640.0,76.6,63.04,1354833.51,70.05
1481414.02,76.61,63.04,1354716.21,70.06
1482942.04,76.71,63.15,1355256.57,70.11
1483172.9,76.75,63.18,1355622.23,70.15
1483172.9,76.75,63.18,1355655.13,70.15
1483333.21,76.77,63.21,1357009.97,70.24
1483333.21,76.77,63.21,1357025.82,70.24
1483240.92,76.79,63.22,1356490.69,70.23
1483395.19,76.82,63.26,1357070.31,70.28
1483413.99,76.84,63.28,1356858.1,70.29
1483347.79,76.86,63.29,1357037.89,70.31
1483979.41,76.89,63.33,1357193.51,70.32
1483979.41,76.89,63.33,1357720.61,70.35
1483674.11,76.89,63.32,1357403.28,70.35
1483414.18,76.89,63.32,1357055.64,70.34
1483652.86,76.93,63.36,1356733.88,70.35
1483704.39,76.96,63.39,1358010.2,70.44
1483755.92,77.0,63.43,1358268.61,70.48
1483807.45,77.03,63.46,1359855.37,70.6
1483967.77,77.06,63.49,1359980.78,70.62
1484019.3,77.09,63.53,1360272.83,70.66
1483921.14,77.11,63.54,1360190.15,70.68
1483972.67,77.14,63.58,1360789.43,70.74
1484132.99,77.17,63.6,1361164.99,70.78
1484114.06,77.18,63.61,1360942.02,70.78
1484165.59,77.22,63.65,1361120.57,70.81
1484165.59,77.22,63.65,1361120.57,70.81
1484464.9,77.25,63.68,1360910.04,70.82
1484619.17,77.28,63.72,1360991.32,70.85
1484670.7,77.32,63.75,1361264.09,70.89
1484841.93,77.36,63.8,1361242.13,70.92
1484893.46,77.4,63.83,1361148.32,70.95
1484800.62,77.4,63.84,1361139.65,70.96
1484852.15,77.44,63.87,1361316.98,71.0
1484903.68,77.48,63.91,1361638.03,71.04
1484803.29,77.49,63.92,1361961.76,71.08
1485034.37,77.53,63.97,1361923.57,71.11
1484748.68,77.54,63.98,1361132.1,71.09
1484878.64,77.58,64.02,1360768.4,71.1
1484740.29,77.59,64.02,1361011.52,71.12
1484657.06,77.6,64.03,1360784.33,71.12
1484421.08,77.61,64.04,1360568.11,71.13
1484472.61,77.64,64.08,1360256.95,71.14
1484632.93,77.67,64.1,1362097.24,71.26
1484396.95,77.68,64.11,1363114.61,71.33
1484298.79,77.69,64.12,1364052.5,71.4
1484741.99,77.75,64.18,1364110.52,71.43
1484902.31,77.77,64.21,1364143.13,71.45
1485173.79,77.8,64.23,1365184.79,71.51
1485225.32,77.83,64.27,1365603.96,71.56
1485276.85,77.87,64.3,1365525.69,71.59
1485276.85,77.87,64.3,1365455.12,71.59
1485226.56,77.88,64.32,1365592.36,71.61
1485226.56,77.88,64.32,1366688.12,71.67
1485395.95,77.91,64.34,1366574.43,71.67
1485594.94,77.95,64.38,1367129.94,71.73
1485358.96,77.96,64.39,1366467.21,71.72
1485410.49,77.99,64.43,1366704.79,71.76
1485462.02,78.03,64.46,1366782.75,71.79
1485462.02,78.03,64.46,1367559.8,71.84
1485462.02,78.03,64.46,1367631.01,71.84
1485513.55,78.06,64.5,1368198.45,71.9
1485565.08,78.1,64.53,1368730.83,71.96
1485616.61,78.14,64.57,1368751.2,71.99
1485668.14,78.17,64.61,1368741.07,72.02
1485719.67,78.21,64.64,1369591.49,72.1
1485719.67,78.21,64.64,1369541.02,72.09
1485771.2,78.25,64.68,1371828.18,72.24
1485822.73,78.28,64.71,1371597.38,72.26
1485874.26,78.32,64.75,1371806.14,72.3
1485785.18,78.33,64.76,1371681.07,72.31
1485836.71,78.36,64.8,1372558.6,72.39
1485576.78,78.36,64.8,1372302.81,72.39
1486414.37,78.44,64.87,1371741.25,72.39
1486465.9,78.48,64.91,1372648.25,72.47
1486355.82,78.48,64.91,1372628.53,72.47
1486119.84,78.49,64.92,1372364.13,72.48
1486026.49,78.49,64.93,1372950.38,72.52
1485923.41,78.51,64.94,1372580.33,72.52
1486002.37,78.55,64.98,1372378.69,72.54
1485803.14,78.54,64.98,1372201.9,72.54
1485854.67,78.58,65.01,1372436.69,72.58
1485618.69,78.59,65.02,1372157.38,72.59
1485369.31,78.59,65.02,1371791.35,72.58
1485420.84,78.62,65.06,1371597.39,72.6
1485472.37,78.66,65.09,1373365.49,72.72
1485250.8,78.68,65.12,1372897.74,72.73
1485148.18,78.69,65.12,1372901.57,72.74
1485199.71,78.73,65.16,1374085.62,72.84
1485251.24,78.76,65.2,1374306.31,72.88
1485052.7,78.76,65.2,1374074.49,72.88
1485035.95,78.77,65.21,1374077.23,72.89
1485035.95,78.77,65.21,1374038.7,72.88
1485087.48,78.81,65.24,1374444.46,72.94
1485139.01,78.84,65.28,1374437.14,72.97
1485190.54,78.88,65.31,1375912.37,73.08
1485037.58,78.89,65.32,1375664.41,73.08
1485365.17,78.94,65.37,1375119.86,73.08
1485139.74,78.95,65.39,1375083.4,73.1
1486093.96,79.03,65.46,1377094.73,73.23
1486080.93,79.04,65.47,1377886.64,73.28
1486132.46,79.07,65.51,1378723.32,73.36
1486040.17,79.09,65.52,1378469.67,73.36
1485942.01,79.1,65.54,1378458.5,73.38
1486723.25,79.14,65.58,1378931.8,73.41
1486631.21,79.14,65.58,1378878.76,73.41
1486682.74,79.18,65.61,1379558.29,73.47
1486682.74,79.18,65.61,1379452.59,73.47
1486473.51,79.18,65.61,1379980.23,73.51
1486473.51,79.18,65.61,1380407.76,73.53
1486343.78,79.21,65.64,1380161.05,73.55
1486504.09,79.23,65.67,1381622.27,73.64
1486555.62,79.27,65.7,1381999.15,73.7
1486617.09,79.28,65.72,1382462.03,73.73
1486510.78,79.31,65.75,1382200.06,73.75
1486877.01,79.33,65.77,1382572.6,73.77
1486928.54,79.37,65.8,1382221.63,73.78
1486928.54,79.37,65.8,1382255.63,73.78
1487118.56,79.4,65.83,1382305.5,73.8
1487170.09,79.43,65.87,1382881.33,73.86
1487243.32,79.46,65.9,1382970.4,73.89
1487007.34,79.47,65.9,1382606.54,73.89
1487007.34,79.47,65.9,1383464.99,73.94
1487028.43,79.49,65.92,1383596.82,73.96
1487079.96,79.52,65.96,1383550.64,73.99
1487310.82,79.56,65.99,1383499.8,74.01
1487023.41,79.56,66.0,1383325.59,74.02
1487028.79,79.57,66.0,1383241.2,74.02
1487080.32,79.61,66.04,1383957.89,74.09
1486844.34,79.62,66.05,1384204.57,74.12
1487004.66,79.64,66.08,1385294.54,74.2
1487192.07,79.67,66.11,1385564.13,74.23
1487346.33,79.71,66.14,1386390.24,74.3
1487071.27,79.72,66.16,1386052.53,74.31
1487777.9,79.76,66.19,1387000.88,74.36
1487829.43,79.8,66.23,1387328.78,74.41
1487593.45,79.81,66.24,1386417.91,74.38
1487593.45,79.81,66.24,1386392.55,74.38
1487361.89,79.81,66.25,1386170.01,74.38
1487513.11,79.82,66.26,1386240.35,74.39
1487564.64,79.86,66.29,1386776.1,74.45
1487485.81,79.86,66.3,1387054.51,74.47
1487537.34,79.9,66.34,1387628.74,74.54
1487537.34,79.9,66.34,1387598.57,74.53
1487588.87,79.94,66.37,1387671.66,74.57
1487640.4,79.98,66.41,1387945.11,74.62
1487800.72,80.01,66.44,1389734.74,74.73
1487525.66,80.02,66.45,1389103.9,74.72
1487679.92,80.06,66.49,1389091.78,74.75
1487672.48,80.06,66.5,1389496.93,74.78
1487672.48,80.06,66.5,1389207.26,74.76
1487832.8,80.09,66.53,1389108.19,74.78
1487588.85,80.09,66.53,1388977.31,74.78
1487640.38,80.13,66.57,1389252.42,74.83
1487691.91,80.17,66.6,1389441.13,74.87
1488185.86,80.21,66.64,1389503.0,74.89
1488276.85,80.25,66.68,1388956.77,74.89
1488651.17,80.3,66.73,1388386.35,74.89
1488702.7,80.34,66.77,1388287.97,74.92
1488550.86,80.35,66.78,1388302.25,74.94
1488602.39,80.39,66.82,1388636.75,74.99
1488439.67,80.41,66.84,1388242.66,74.99
1488599.98,80.43,66.87,1389272.87,75.07
1488340.06,80.43,66.87,1388648.98,75.05
1488500.37,80.46,66.9,1389552.31,75.11
1488343.77,80.46,66.9,1389520.16,75.12
1488694.39,80.52,66.95,1389042.12,75.13
1488745.92,80.56,66.99,1388928.62,75.16
1488519.94,80.57,67.0,1388315.49,75.14
1488571.47,80.6,67.04,1388742.18,75.2
1488571.47,80.6,67.04,1388742.18,75.2
1488623.0,80.64,67.08,1389284.75,75.26
1488674.53,80.68,67.11,1389384.42,75.3
1488459.48,80.69,67.13,1389144.35,75.31
1488033.39,80.7,67.13,1388469.74,75.3
1487801.82,80.7,67.14,1388416.04,75.31
1487570.26,80.71,67.15,1388141.2,75.32
1487463.07,80.71,67.15,1388031.15,75.32
1487761.18,80.75,67.18,1387545.33,75.31
1487812.71,80.79,67.22,1387642.71,75.35
1487581.15,80.79,67.23,1387295.92,75.35
1487581.15,80.79,67.23,1387292.8,75.35
1487345.17,80.8,67.24,1386821.86,75.34
1487396.7,80.84,67.27,1387332.3,75.4
1487448.23,80.88,67.31,1388608.17,75.5
1487222.57,80.89,67.32,1388200.62,75.5
1487222.57,80.89,67.32,1388137.39,75.5
1487128.69,80.92,67.35,1387673.48,75.51
1487180.22,80.96,67.39,1387603.15,75.54
1487041.87,80.96,67.4,1387990.78,75.57
1487041.87,80.96,67.4,1387946.98,75.57
1487041.87,80.96,67.4,1388147.7,75.58
1487202.19,80.99,67.43,1389130.09,75.65
1487253.72,81.03,67.47,1389200.97,75.69
1487253.72,81.03,67.47,1389269.39,75.69
1487253.72,81.03,67.47,1389269.39,75.69
1487093.79,81.03,67.47,1387944.17,75.63
1487004.99,81.04,67.48,1387899.1,75.64
1487159.26,81.08,67.51,1388412.67,75.7
1487006.81,81.08,67.52,1388053.27,75.69
1486770.83,81.09,67.52,1387683.42,75.69
1486534.85,81.1,67.53,1387698.07,75.71
1486534.85,81.1,67.53,1387555.83,75.7
1486445.77,81.11,67.54,1387236.39,75.69
1486235.84,81.11,67.54,1386991.54,75.69
1486855.31,81.16,67.59,1387042.22,75.71
1486739.03,81.17,67.6,1386777.12,75.71
1486870.92,81.18,67.61,1386839.98,75.72
1486922.45,81.22,67.65,1387414.44,75.78
1486922.45,81.22,67.65,1387424.42,75.78
1486973.98,81.25,67.69,1387723.76,75.83
1486973.98,81.25,67.69,1387723.76,75.83
1487025.51,81.29,67.73,1389358.07,75.95
1487256.59,81.34,67.78,1389167.3,75.98
1487416.9,81.37,67.81,1389450.42,76.01
1487261.55,81.39,67.83,1389126.25,76.02
1487313.08,81.43,67.86,1389369.77,76.07
1487111.64,81.46,67.89,1389889.93,76.13
1486886.21,81.47,67.91,1390694.71,76.2
1486937.74,81.51,67.95,1390799.46,76.24
1486771.31,81.52,67.95,1390561.38,76.24
1486673.15,81.53,67.97,1390408.69,76.25
1486724.68,81.57,68.01,1392463.04,76.4
1486576.45,81.58,68.01,1392254.88,76.4
1486322.81,81.58,68.02,1391931.93,76.4
1486882.31,81.65,68.09,1391601.7,76.42
1487080.58,81.69,68.12,1391062.65,76.41
1487240.9,81.72,68.15,1393643.49,76.58
1487192.28,81.73,68.16,1393510.1,76.58
1486960.72,81.74,68.17,1393408.97,76.59
1487080.42,81.74,68.18,1393478.53,76.6
1487088.94,81.77,68.2,1392902.53,76.59
1487140.47,81.81,68.24,1392911.59,76.62
1486871.24,81.81,68.25,1392573.03,76.63
1487100.57,81.86,68.3,1392026.61,76.63
1487310.34,81.89,68.32,1391970.85,76.64
1487190.85,81.92,68.35,1391919.68,76.67
1486975.79,81.93,68.36,1391333.35,76.66
1487027.32,81.97,68.4,1391805.45,76.72
1486791.34,81.98,68.41,1391837.38,76.74
1486824.5,82.0,68.43,1391514.1,76.74
1486603.14,82.01,68.44,1391211.09,76.74
1490236.28,82.21,68.64,1392743.91,76.83
1490170.08,82.22,68.66,1392853.83,76.85
1491604.59,82.33,68.77,1393045.39,76.89
1491656.12,82.37,68.81,1393532.28,76.95
1491420.14,82.38,68.81,1393267.5,76.96
1491160.22,82.38,68.81,1393023.29,76.96
1491314.48,82.42,68.85,1393163.51,76.99
1491468.75,82.46,68.89,1393027.18,77.01
1491370.59,82.47,68.91,1393926.02,77.08
1491134.61,82.48,68.91,1393654.7,77.09
1491134.61,82.48,68.91,1393570.67,77.08
1491322.01,82.51,68.95,1394339.24,77.15
1491140.0,82.52,68.96,1393773.91,77.14
1490980.07,82.53,68.96,1393021.96,77.1
1490744.09,82.53,68.97,1392445.82,77.09
1490795.62,82.57,69.01,1392438.5,77.13
1490528.16,82.58,69.01,1392338.76,77.14
1490461.96,82.59,69.03,1392425.47,77.16
1490212.45,82.59,69.03,1392283.99,77.17
1489743.21,82.61,69.04,1391737.39,77.17
1489559.51,82.62,69.05,1391435.36,77.17
1489360.29,82.62,69.05,1391237.1,77.17
1489411.82,82.66,69.09,1391844.3,77.24
1489463.35,82.7,69.13,1391866.02,77.28
1489623.66,82.73,69.16,1392809.03,77.35
1489623.66,82.73,69.16,1392872.35,77.35
1489363.74,82.73,69.16,1392294.01,77.33
1489396.25,82.73,69.16,1392799.52,77.36
1489447.78,82.77,69.2,1393222.49,77.42
1489387.26,82.79,69.22,1393500.31,77.46
1489145.77,82.81,69.24,1393349.44,77.48
1488880.96,82.83,69.26,1393063.67,77.5
1489041.28,82.86,69.29,1394339.94,77.59
1488781.35,82.86,69.29,1394007.78,77.58
1488832.88,82.9,69.33,1394321.02,77.63
1489051.29,82.95,69.38,1393860.94,77.64
1488776.23,82.96,69.39,1393553.39,77.65
1488544.66,82.97,69.4,1394051.38,77.7
1488024.53,82.98,69.41,1393504.78,77.71
1488076.06,83.02,69.45,1393938.88,77.77
1488035.32,83.05,69.49,1394151.13,77.81
1488086.85,83.09,69.53,1394579.89,77.87
1487820.81,83.12,69.55,1394455.79,77.9
1487975.07,83.16,69.59,1395266.94,77.97
1487715.14,83.16,69.59,1394968.12,77.97
1487875.46,83.19,69.62,1395855.53,78.04
1487926.99,83.23,69.66,1396343.0,78.1
1487843.03,83.26,69.69,1396000.18,78.12
1487894.56,83.3,69.74,1396333.34,78.18
1487619.51,83.32,69.75,1395938.75,78.18
1487404.45,83.33,69.77,1395712.69,78.19
