ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc55-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_nodes,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc55-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpus,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc55-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpu_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc55-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-total_gpus,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc55-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-arrived_gpu_milli
959,4881,1246720,6212,1246720
960,4889,1247720,6212,1247720
960,4889,1248040,6212,1248040
960,4889,1249040,6212,1249040
961,4891,1250040,6212,1250040
962,4899,1250850,6212,1250850
963,4907,1251850,6212,1251850
963,4907,1251850,6212,1251850
963,4907,1252320,6212,1252320
963,4907,1253130,6212,1253130
963,4907,1254130,6212,1254130
963,4907,1254940,6212,1254940
963,4907,1255590,6212,1255590
963,4907,1256590,6212,1256590
964,4908,1257590,6212,1257590
965,4916,1258240,6212,1258240
965,4916,1259240,6212,1259240
965,4916,1260240,6212,1260240
965,4916,1261240,6212,1261240
966,4918,1262050,6212,1262050
966,4918,1262700,6212,1262700
966,4918,1263170,6212,1263170
967,4920,1263170,6212,1263170
968,4928,1263980,6212,1263980
968,4928,1264980,6212,1264980
968,4928,1265630,6212,1265630
969,4936,1265630,6212,1265630
969,4936,1266440,6212,1266440
969,4936,1267440,6212,1267440
970,4944,1268250,6212,1268250
970,4944,1269250,6212,1269250
970,4944,1270250,6212,1270250
970,4944,1270720,6212,1270720
970,4944,1270720,6212,1270720
970,4944,1271720,6212,1271720
970,4944,1271720,6212,1271720
970,4944,1272720,6212,1272720
971,4946,1273720,6212,1273720
971,4946,1274370,6212,1274370
971,4946,1275370,6212,1275370
972,4954,1276370,6212,1276370
972,4954,1277370,6212,1277370
973,4955,1278180,6212,1278180
974,4963,1279180,6212,1279180
975,4965,1279990,6212,1279990
975,4965,1280800,6212,1280800
975,4965,1281800,6212,1281800
976,4973,1282800,6212,1282800
977,4975,1283800,6212,1283800
977,4975,1284800,6212,1284800
977,4975,1285800,6212,1285800
977,4975,1286800,6212,1286800
977,4975,1287800,6212,1287800
977,4975,1288170,6212,1288170
977,4975,1288980,6212,1288980
977,4975,1289980,6212,1289980
977,4975,1290440,6212,1290440
977,4975,1290760,6212,1290760
977,4975,1291760,6212,1291760
977,4975,1292760,6212,1292760
977,4975,1292760,6212,1292760
978,4983,1292870,6212,1292870
978,4983,1292870,6212,1292870
978,4983,1293870,6212,1293870
978,4983,1294870,6212,1294870
978,4983,1295340,6212,1295340
978,4983,1295340,6212,1295340
978,4983,1296340,6212,1296340
978,4983,1297340,6212,1297340
978,4983,1298340,6212,1298340
979,4985,1299150,6212,1299150
979,4985,1299620,6212,1299620
979,4985,1299620,6212,1299620
979,4985,1300090,6212,1300090
979,4985,1300320,6212,1300320
979,4985,1301130,6212,1301130
980,4993,1302130,6212,1302130
980,4993,1302130,6212,1302130
980,4993,1303130,6212,1303130
980,4993,1303600,6212,1303600
980,4993,1304600,6212,1304600
980,4993,1305600,6212,1305600
980,4993,1306250,6212,1306250
980,4993,1307060,6212,1307060
980,4993,1308060,6212,1308060
980,4993,1309060,6212,1309060
980,4993,1309060,6212,1309060
980,4993,1309060,6212,1309060
981,5001,1310060,6212,1310060
981,5001,1311060,6212,1311060
981,5001,1311380,6212,1311380
981,5001,1311380,6212,1311380
981,5001,1312380,6212,1312380
982,5003,1313190,6212,1313190
982,5003,1314190,6212,1314190
983,5005,1315190,6212,1315190
983,5005,1316190,6212,1316190
983,5005,1316660,6212,1316660
984,5013,1317660,6212,1317660
985,5021,1318660,6212,1318660
986,5023,1319470,6212,1319470
987,5031,1320060,6212,1320060
987,5031,1320870,6212,1320870
987,5031,1321680,6212,1321680
987,5031,1322680,6212,1322680
987,5031,1323680,6212,1323680
987,5031,1323680,6212,1323680
987,5031,1324490,6212,1324490
987,5031,1325490,6212,1325490
988,5039,1325810,6212,1325810
988,5039,1326810,6212,1326810
988,5039,1327460,6212,1327460
988,5039,1328460,6212,1328460
988,5039,1329460,6212,1329460
988,5039,1329460,6212,1329460
989,5047,1330460,6212,1330460
989,5047,1330930,6212,1330930
989,5047,1331400,6212,1331400
989,5047,1332400,6212,1332400
989,5047,1333400,6212,1333400
989,5047,1333870,6212,1333870
989,5047,1334680,6212,1334680
989,5047,1335680,6212,1335680
989,5047,1336330,6212,1336330
989,5047,1337330,6212,1337330
989,5047,1338140,6212,1338140
989,5047,1338950,6212,1338950
989,5047,1339500,6212,1339500
990,5055,1340500,6212,1340500
990,5055,1341500,6212,1341500
990,5055,1342500,6212,1342500
991,5063,1343500,6212,1343500
991,5063,1343970,6212,1343970
991,5063,1344970,6212,1344970
991,5063,1345620,6212,1345620
991,5063,1345620,6212,1345620
991,5063,1345620,6212,1345620
991,5063,1346620,6212,1346620
991,5063,1346620,6212,1346620
992,5071,1347620,6212,1347620
992,5071,1348620,6212,1348620
992,5071,1349430,6212,1349430
992,5071,1349900,6212,1349900
992,5071,1350900,6212,1350900
992,5071,1351220,6212,1351220
992,5071,1352220,6212,1352220
993,5073,1353030,6212,1353030
994,5075,1353490,6212,1353490
994,5075,1354490,6212,1354490
994,5075,1355490,6212,1355490
994,5075,1356300,6212,1356300
994,5075,1357300,6212,1357300
994,5075,1358300,6212,1358300
994,5075,1358770,6212,1358770
994,5075,1359770,6212,1359770
995,5083,1359770,6212,1359770
995,5083,1360360,6212,1360360
995,5083,1361360,6212,1361360
995,5083,1361830,6212,1361830
995,5083,1362640,6212,1362640
995,5083,1363640,6212,1363640
995,5083,1364110,6212,1364110
995,5083,1365110,6212,1365110
995,5083,1365760,6212,1365760
995,5083,1366760,6212,1366760
995,5083,1367570,6212,1367570
995,5083,1368570,6212,1368570
996,5091,1369040,6212,1369040
997,5099,1370040,6212,1370040
998,5107,1370510,6212,1370510
998,5107,1371510,6212,1371510
998,5107,1372320,6212,1372320
998,5107,1372320,6212,1372320
998,5107,1373130,6212,1373130
999,5115,1374130,6212,1374130
999,5115,1374130,6212,1374130
999,5115,1375130,6212,1375130
999,5115,1375720,6212,1375720
999,5115,1375940,6212,1375940
999,5115,1376940,6212,1376940
1000,5117,1377940,6212,1377940
1001,5125,1378750,6212,1378750
1001,5125,1379560,6212,1379560
1001,5125,1379880,6212,1379880
1001,5125,1380880,6212,1380880
1001,5125,1381530,6212,1381530
1002,5127,1382340,6212,1382340
1003,5135,1383340,6212,1383340
1003,5135,1384340,6212,1384340
1003,5135,1385150,6212,1385150
1003,5135,1385960,6212,1385960
1003,5135,1386960,6212,1386960
1003,5135,1387190,6212,1387190
1003,5135,1387510,6212,1387510
1004,5139,1387970,6212,1387970
1005,5140,1388780,6212,1388780
1005,5140,1389590,6212,1389590
1005,5140,1390060,6212,1390060
1006,5142,1390710,6212,1390710
1006,5142,1391710,6212,1391710
1006,5142,1391940,6212,1391940
1006,5142,1392940,6212,1392940
1007,5150,1393940,6212,1393940
1007,5150,1394750,6212,1394750
1007,5150,1394910,6212,1394910
1007,5150,1395910,6212,1395910
1007,5150,1396910,6212,1396910
1008,5158,1396910,6212,1396910
1009,5166,1397910,6212,1397910
1010,5168,1398560,6212,1398560
1010,5168,1399560,6212,1399560
1010,5168,1400030,6212,1400030
1010,5168,1400490,6212,1400490
1010,5168,1401300,6212,1401300
1010,5168,1401770,6212,1401770
1010,5168,1402770,6212,1402770
1010,5168,1403580,6212,1403580
1010,5168,1404390,6212,1404390
1011,5170,1404980,6212,1404980
1011,5170,1405980,6212,1405980
1011,5170,1406980,6212,1406980
1011,5170,1407980,6212,1407980
1011,5170,1408530,6212,1408530
1011,5170,1408690,6212,1408690
1012,5172,1409160,6212,1409160
1012,5172,1409390,6212,1409390
1012,5172,1409390,6212,1409390
1013,5180,1410390,6212,1410390
1013,5180,1411390,6212,1411390
1013,5180,1412200,6212,1412200
1013,5180,1413200,6212,1413200
1013,5180,1413200,6212,1413200
1013,5180,1414200,6212,1414200
1013,5180,1415200,6212,1415200
1014,5188,1416200,6212,1416200
1014,5188,1416360,6212,1416360
1014,5188,1416800,6212,1416800
1014,5188,1416800,6212,1416800
1015,5196,1417800,6212,1417800
1016,5204,1418390,6212,1418390
1017,5212,1419040,6212,1419040
1017,5212,1420040,6212,1420040
1017,5212,1420260,6212,1420260
1017,5212,1420260,6212,1420260
1017,5212,1421070,6212,1421070
1017,5212,1422070,6212,1422070
1017,5212,1422550,6212,1422550
1018,5214,1423550,6212,1423550
1018,5214,1424550,6212,1424550
1018,5214,1425020,6212,1425020
1018,5214,1425340,6212,1425340
1018,5214,1425340,6212,1425340
1018,5214,1426150,6212,1426150
1018,5214,1426150,6212,1426150
1018,5214,1427150,6212,1427150
1019,5222,1428150,6212,1428150
1019,5222,1428150,6212,1428150
1019,5222,1428620,6212,1428620
1019,5222,1429620,6212,1429620
1019,5222,1430620,6212,1430620
1020,5230,1431620,6212,1431620
1020,5230,1432620,6212,1432620
1021,5234,1432850,6212,1432850
1022,5242,1433070,6212,1433070
1022,5242,1434070,6212,1434070
1022,5242,1434540,6212,1434540
1022,5242,1435540,6212,1435540
1023,5244,1436540,6212,1436540
1023,5244,1437540,6212,1437540
1024,5246,1437540,6212,1437540
1024,5246,1438350,6212,1438350
1024,5246,1439350,6212,1439350
1024,5246,1440350,6212,1440350
1024,5246,1440350,6212,1440350
1025,5254,1440350,6212,1440350
1025,5254,1441350,6212,1441350
1025,5254,1441350,6212,1441350
1025,5254,1441810,6212,1441810
1026,5262,1442810,6212,1442810
1026,5262,1443130,6212,1443130
1027,5270,1443600,6212,1443600
1027,5270,1444600,6212,1444600
1027,5270,1445600,6212,1445600
1028,5272,1446600,6212,1446600
1028,5272,1447600,6212,1447600
1028,5272,1448600,6212,1448600
1028,5272,1449070,6212,1449070
1028,5272,1449720,6212,1449720
1028,5272,1450310,6212,1450310
1029,5274,1451310,6212,1451310
1029,5274,1452120,6212,1452120
1029,5274,1453120,6212,1453120
1029,5274,1453590,6212,1453590
1029,5274,1453590,6212,1453590
1030,5276,1454590,6212,1454590
1030,5276,1455400,6212,1455400
1030,5276,1456400,6212,1456400
1030,5276,1457400,6212,1457400
1030,5276,1458400,6212,1458400
1030,5276,1459400,6212,1459400
1030,5276,1460210,6212,1460210
1030,5276,1461210,6212,1461210
1030,5276,1461210,6212,1461210
1030,5276,1462210,6212,1462210
1030,5276,1462800,6212,1462800
1030,5276,1463800,6212,1463800
1030,5276,1464270,6212,1464270
1030,5276,1464920,6212,1464920
1030,5276,1465920,6212,1465920
1030,5276,1466290,6212,1466290
1031,5284,1467290,6212,1467290
1031,5284,1467760,6212,1467760
1031,5284,1468760,6212,1468760
1031,5284,1468760,6212,1468760
1031,5284,1469760,6212,1469760
1031,5284,1470230,6212,1470230
1032,5292,1471230,6212,1471230
1032,5292,1471230,6212,1471230
1032,5292,1472230,6212,1472230
1033,5294,1473230,6212,1473230
1033,5294,1473450,6212,1473450
1034,5298,1474260,6212,1474260
1034,5298,1475260,6212,1475260
1035,5300,1475730,6212,1475730
1035,5300,1476320,6212,1476320
1035,5300,1477130,6212,1477130
1035,5300,1478130,6212,1478130
1035,5300,1479130,6212,1479130
1035,5300,1479600,6212,1479600
1035,5300,1480410,6212,1480410
1035,5300,1481410,6212,1481410
1036,5302,1481410,6212,1481410
1036,5302,1482410,6212,1482410
1036,5302,1483410,6212,1483410
1036,5302,1483960,6212,1483960
1036,5302,1484430,6212,1484430
1036,5302,1484900,6212,1484900
1036,5302,1485710,6212,1485710
1036,5302,1485710,6212,1485710
1036,5302,1486710,6212,1486710
1036,5302,1487710,6212,1487710
1037,5304,1488180,6212,1488180
1037,5304,1488650,6212,1488650
1037,5304,1489650,6212,1489650
1037,5304,1489970,6212,1489970
1037,5304,1490970,6212,1490970
1038,5312,1491340,6212,1491340
1039,5320,1492150,6212,1492150
1039,5320,1492380,6212,1492380
1040,5328,1492380,6212,1492380
1040,5328,1493380,6212,1493380
1040,5328,1494380,6212,1494380
1040,5328,1494930,6212,1494930
1040,5328,1494930,6212,1494930
1040,5328,1495930,6212,1495930
1040,5328,1496400,6212,1496400
1040,5328,1497400,6212,1497400
1040,5328,1498210,6212,1498210
1040,5328,1499020,6212,1499020
1040,5328,1500020,6212,1500020
1040,5328,1500670,6212,1500670
1040,5328,1501140,6212,1501140
1040,5328,1501790,6212,1501790
1040,5328,1501950,6212,1501950
1040,5328,1502950,6212,1502950
1040,5328,1503760,6212,1503760
1040,5328,1504760,6212,1504760
1040,5328,1505760,6212,1505760
1041,5330,1506570,6212,1506570
1041,5330,1507570,6212,1507570
1042,5332,1508570,6212,1508570
1042,5332,1509570,6212,1509570
1042,5332,1509570,6212,1509570
1042,5332,1510570,6212,1510570
1042,5332,1511570,6212,1511570
1042,5332,1512570,6212,1512570
1042,5332,1513570,6212,1513570
1042,5332,1514570,6212,1514570
1042,5332,1515570,6212,1515570
1042,5332,1515570,6212,1515570
1042,5332,1515570,6212,1515570
1042,5332,1516040,6212,1516040
1042,5332,1516850,6212,1516850
1042,5332,1516850,6212,1516850
1042,5332,1516850,6212,1516850
1042,5332,1517850,6212,1517850
1042,5332,1518170,6212,1518170
1042,5332,1519170,6212,1519170
1043,5340,1520170,6212,1520170
1043,5340,1521170,6212,1521170
1043,5340,1522170,6212,1522170
1043,5340,1522820,6212,1522820
1043,5340,1523290,6212,1523290
1043,5340,1523520,6212,1523520
1043,5340,1524330,6212,1524330
1043,5340,1525330,6212,1525330
1043,5340,1525560,6212,1525560
1043,5340,1525670,6212,1525670
1043,5340,1526480,6212,1526480
1043,5340,1527290,6212,1527290
1043,5340,1528290,6212,1528290
1043,5340,1529290,6212,1529290
1043,5340,1529520,6212,1529520
1044,5348,1529990,6212,1529990
1044,5348,1530990,6212,1530990
1045,5350,1531460,6212,1531460
1045,5350,1532460,6212,1532460
1045,5350,1532460,6212,1532460
1046,5358,1540460,6212,1540460
1046,5358,1541460,6212,1541460
1046,5358,1542460,6212,1542460
1046,5358,1542830,6212,1542830
1046,5358,1543830,6212,1543830
1046,5358,1544640,6212,1544640
1046,5358,1545640,6212,1545640
1047,5360,1546640,6212,1546640
1047,5360,1547640,6212,1547640
1048,5368,1548640,6212,1548640
1048,5368,1549640,6212,1549640
1048,5368,1550450,6212,1550450
1048,5368,1550920,6212,1550920
1048,5368,1551390,6212,1551390
1048,5368,1551710,6212,1551710
1048,5368,1552710,6212,1552710
1048,5368,1553710,6212,1553710
1048,5368,1553980,6212,1553980
1048,5368,1554450,6212,1554450
1049,5370,1555450,6212,1555450
1049,5370,1556450,6212,1556450
1049,5370,1556920,6212,1556920
1049,5370,1556920,6212,1556920
1049,5370,1557920,6212,1557920
1049,5370,1558390,6212,1558390
1049,5370,1558620,6212,1558620
1049,5370,1559620,6212,1559620
1049,5370,1559890,6212,1559890
1050,5372,1560210,6212,1560210
1050,5372,1561210,6212,1561210
1050,5372,1562210,6212,1562210
1050,5372,1562800,6212,1562800
1050,5372,1563800,6212,1563800
1050,5372,1564270,6212,1564270
1050,5372,1565080,6212,1565080
1050,5372,1566080,6212,1566080
1050,5372,1566080,6212,1566080
1050,5372,1566890,6212,1566890
1051,5380,1574890,6212,1574890
1051,5380,1575700,6212,1575700
1051,5380,1576700,6212,1576700
1051,5380,1577700,6212,1577700
1051,5380,1578700,6212,1578700
1051,5380,1579350,6212,1579350
1051,5380,1580350,6212,1580350
1051,5380,1581350,6212,1581350
1052,5388,1582000,6212,1582000
1052,5388,1583000,6212,1583000
1052,5388,1584000,6212,1584000
1052,5388,1585000,6212,1585000
1052,5388,1585810,6212,1585810
1052,5388,1586810,6212,1586810
1052,5388,1586810,6212,1586810
1052,5388,1587810,6212,1587810
1052,5388,1588810,6212,1588810
1052,5388,1589810,6212,1589810
1052,5388,1589810,6212,1589810
1052,5388,1590810,6212,1590810
1052,5388,1591620,6212,1591620
1052,5388,1592620,6212,1592620
1052,5388,1593620,6212,1593620
1052,5388,1594270,6212,1594270
1052,5388,1595080,6212,1595080
1052,5388,1596080,6212,1596080
1053,5396,1597080,6212,1597080
1053,5396,1597890,6212,1597890
1053,5396,1598890,6212,1598890
1053,5396,1599890,6212,1599890
1053,5396,1600890,6212,1600890
1053,5396,1601890,6212,1601890
1054,5404,1602890,6212,1602890
1054,5404,1603890,6212,1603890
1054,5404,1604890,6212,1604890
1054,5404,1605360,6212,1605360
1054,5404,1605910,6212,1605910
1054,5404,1606500,6212,1606500
1054,5404,1607150,6212,1607150
1054,5404,1608150,6212,1608150
1054,5404,1609150,6212,1609150
1054,5404,1610150,6212,1610150
1055,5412,1610960,6212,1610960
1055,5412,1611280,6212,1611280
1055,5412,1612280,6212,1612280
1055,5412,1613280,6212,1613280
1055,5412,1614280,6212,1614280
1055,5412,1615280,6212,1615280
1056,5420,1616280,6212,1616280
1056,5420,1616280,6212,1616280
1056,5420,1617280,6212,1617280
1056,5420,1618280,6212,1618280
1056,5420,1619280,6212,1619280
1056,5420,1619280,6212,1619280
1056,5420,1620280,6212,1620280
1056,5420,1621280,6212,1621280
1056,5420,1622280,6212,1622280
1056,5420,1623280,6212,1623280
1056,5420,1623930,6212,1623930
1056,5420,1623930,6212,1623930
1056,5420,1624740,6212,1624740
1056,5420,1625740,6212,1625740
1056,5420,1626740,6212,1626740
1056,5420,1627740,6212,1627740
1056,5420,1627740,6212,1627740
1057,5422,1628740,6212,1628740
1058,5430,1629740,6212,1629740
1059,5438,1637740,6212,1637740
1059,5438,1638740,6212,1638740
1059,5438,1639740,6212,1639740
1059,5438,1640550,6212,1640550
1059,5438,1641550,6212,1641550
1059,5438,1642360,6212,1642360
1059,5438,1643170,6212,1643170
1059,5438,1644170,6212,1644170
1059,5438,1644400,6212,1644400
1059,5438,1645400,6212,1645400
1059,5438,1646400,6212,1646400
1059,5438,1647400,6212,1647400
1059,5438,1648400,6212,1648400
1059,5438,1649400,6212,1649400
1059,5438,1650400,6212,1650400
1060,5446,1658400,6212,1658400
1060,5446,1659400,6212,1659400
1060,5446,1659870,6212,1659870
1061,5448,1660870,6212,1660870
1061,5448,1661870,6212,1661870
1062,5456,1662190,6212,1662190
1062,5456,1663190,6212,1663190
1063,5460,1664190,6212,1664190
1064,5462,1665000,6212,1665000
1065,5464,1666000,6212,1666000
1065,5464,1667000,6212,1667000
1065,5464,1668000,6212,1668000
1065,5464,1668650,6212,1668650
1065,5464,1669650,6212,1669650
1065,5464,1669650,6212,1669650
1065,5464,1670650,6212,1670650
1065,5464,1671650,6212,1671650
1065,5464,1672460,6212,1672460
1065,5464,1673460,6212,1673460
1065,5464,1674460,6212,1674460
1065,5464,1675110,6212,1675110
1065,5464,1676110,6212,1676110
1066,5466,1676570,6212,1676570
1066,5466,1677570,6212,1677570
1066,5466,1678570,6212,1678570
1066,5466,1678570,6212,1678570
1066,5466,1679380,6212,1679380
1066,5466,1679850,6212,1679850
1066,5466,1680500,6212,1680500
1067,5474,1681310,6212,1681310
1068,5476,1682310,6212,1682310
1068,5476,1683310,6212,1683310
1068,5476,1683680,6212,1683680
1068,5476,1684680,6212,1684680
1068,5476,1684680,6212,1684680
1068,5476,1686680,6212,1686680
1069,5478,1687680,6212,1687680
1069,5478,1688680,6212,1688680
1069,5478,1688680,6212,1688680
1069,5478,1689680,6212,1689680
1069,5478,1690330,6212,1690330
1069,5478,1691330,6212,1691330
1069,5478,1691330,6212,1691330
1069,5478,1692330,6212,1692330
1069,5478,1692800,6212,1692800
1069,5478,1693800,6212,1693800
1069,5478,1693800,6212,1693800
1069,5478,1694800,6212,1694800
1069,5478,1695610,6212,1695610
1069,5478,1696080,6212,1696080
1069,5478,1697080,6212,1697080
1069,5478,1698080,6212,1698080
1069,5478,1699080,6212,1699080
1069,5478,1699540,6212,1699540
1069,5478,1700540,6212,1700540
1069,5478,1700760,6212,1700760
1069,5478,1701760,6212,1701760
1069,5478,1701760,6212,1701760
1069,5478,1702760,6212,1702760
1069,5478,1703080,6212,1703080
1070,5480,1703400,6212,1703400
1070,5480,1704400,6212,1704400
1070,5480,1705400,6212,1705400
1070,5480,1706400,6212,1706400
1070,5480,1706400,6212,1706400
1070,5480,1707400,6212,1707400
1070,5480,1708400,6212,1708400
1070,5480,1708400,6212,1708400
1070,5480,1708870,6212,1708870
1070,5480,1709870,6212,1709870
1070,5480,1710870,6212,1710870
1071,5482,1711870,6212,1711870
1071,5482,1712340,6212,1712340
1071,5482,1712340,6212,1712340
1071,5482,1713340,6212,1713340
1072,5490,1714340,6212,1714340
1072,5490,1715340,6212,1715340
1072,5490,1716150,6212,1716150
1072,5490,1717150,6212,1717150
1072,5490,1717470,6212,1717470
1072,5490,1718280,6212,1718280
1073,5492,1719280,6212,1719280
1073,5492,1720280,6212,1720280
1073,5492,1720600,6212,1720600
1073,5492,1720600,6212,1720600
1074,5494,1721600,6212,1721600
1074,5494,1722600,6212,1722600
1075,5502,1726600,6212,1726600
1075,5502,1727070,6212,1727070
1075,5502,1727070,6212,1727070
1075,5502,1728070,6212,1728070
1075,5502,1728880,6212,1728880
1075,5502,1728880,6212,1728880
1076,5504,1729690,6212,1729690
1076,5504,1729690,6212,1729690
1076,5504,1730160,6212,1730160
1076,5504,1731160,6212,1731160
1076,5504,1732160,6212,1732160
1076,5504,1733160,6212,1733160
1076,5504,1734160,6212,1734160
1076,5504,1735160,6212,1735160
1076,5504,1736160,6212,1736160
1077,5512,1737160,6212,1737160
1077,5512,1738160,6212,1738160
1078,5514,1739160,6212,1739160
1078,5514,1740160,6212,1740160
1078,5514,1741160,6212,1741160
1078,5514,1742160,6212,1742160
1078,5514,1743160,6212,1743160
1078,5514,1743970,6212,1743970
1078,5514,1744970,6212,1744970
1079,5516,1745970,6212,1745970
1079,5516,1746780,6212,1746780
1079,5516,1747780,6212,1747780
1079,5516,1748780,6212,1748780
1079,5516,1749780,6212,1749780
1079,5516,1750780,6212,1750780
1079,5516,1751780,6212,1751780
1079,5516,1752250,6212,1752250
1079,5516,1756250,6212,1756250
1079,5516,1757250,6212,1757250
1079,5516,1758250,6212,1758250
1079,5516,1759060,6212,1759060
1080,5518,1760060,6212,1760060
1080,5518,1761060,6212,1761060
1080,5518,1762060,6212,1762060
1080,5518,1762870,6212,1762870
1080,5518,1763870,6212,1763870
1080,5518,1764870,6212,1764870
1080,5518,1764870,6212,1764870
1080,5518,1764870,6212,1764870
1081,5520,1765870,6212,1765870
1081,5520,1766680,6212,1766680
1081,5520,1767680,6212,1767680
1081,5520,1768490,6212,1768490
1081,5520,1768960,6212,1768960
1081,5520,1769960,6212,1769960
1082,5522,1770960,6212,1770960
1082,5522,1771770,6212,1771770
1082,5522,1772770,6212,1772770
1082,5522,1773770,6212,1773770
1082,5522,1774770,6212,1774770
1082,5522,1775240,6212,1775240
1082,5522,1776240,6212,1776240
1082,5522,1776710,6212,1776710
1082,5522,1777520,6212,1777520
1082,5522,1778520,6212,1778520
1082,5522,1779520,6212,1779520
1082,5522,1779520,6212,1779520
1082,5522,1780520,6212,1780520
1082,5522,1781520,6212,1781520
1082,5522,1781520,6212,1781520
1082,5522,1782520,6212,1782520
1082,5522,1783520,6212,1783520
1082,5522,1784330,6212,1784330
1082,5522,1785140,6212,1785140
1082,5522,1786140,6212,1786140
1082,5522,1786610,6212,1786610
1082,5522,1787080,6212,1787080
1082,5522,1787080,6212,1787080
1082,5522,1787080,6212,1787080
1082,5522,1787550,6212,1787550
1082,5522,1788360,6212,1788360
1082,5522,1789360,6212,1789360
1082,5522,1790170,6212,1790170
1082,5522,1790170,6212,1790170
1082,5522,1791170,6212,1791170
1082,5522,1791980,6212,1791980
1082,5522,1792790,6212,1792790
1082,5522,1793790,6212,1793790
1083,5530,1793790,6212,1793790
1084,5532,1794260,6212,1794260
1084,5532,1795070,6212,1795070
1084,5532,1796070,6212,1796070
1084,5532,1797070,6212,1797070
1084,5532,1798070,6212,1798070
1084,5532,1798540,6212,1798540
1084,5532,1799350,6212,1799350
1084,5532,1799820,6212,1799820
1085,5540,1800820,6212,1800820
1086,5548,1801820,6212,1801820
1086,5548,1802630,6212,1802630
1086,5548,1803630,6212,1803630
1086,5548,1804000,6212,1804000
1086,5548,1804320,6212,1804320
1086,5548,1804790,6212,1804790
1086,5548,1805600,6212,1805600
1087,5556,1806600,6212,1806600
1087,5556,1807600,6212,1807600
1088,5564,1815600,6212,1815600
1088,5564,1815600,6212,1815600
1088,5564,1816410,6212,1816410
1089,5572,1817410,6212,1817410
1089,5572,1818410,6212,1818410
1090,5580,1819410,6212,1819410
1090,5580,1820410,6212,1820410
1090,5580,1821410,6212,1821410
1090,5580,1822410,6212,1822410
1090,5580,1822780,6212,1822780
1091,5582,1823100,6212,1823100
1091,5582,1823910,6212,1823910
1092,5590,1824910,6212,1824910
1092,5590,1825380,6212,1825380
1092,5590,1825380,6212,1825380
1092,5590,1826380,6212,1826380
1092,5590,1826850,6212,1826850
1093,5594,1827500,6212,1827500
1093,5594,1828500,6212,1828500
1093,5594,1829310,6212,1829310
1093,5594,1830120,6212,1830120
1093,5594,1831120,6212,1831120
1093,5594,1831440,6212,1831440
1093,5594,1832440,6212,1832440
1093,5594,1833440,6212,1833440
1093,5594,1834440,6212,1834440
1094,5596,1835440,6212,1835440
1095,5604,1836440,6212,1836440
1095,5604,1837440,6212,1837440
1095,5604,1838090,6212,1838090
1095,5604,1838250,6212,1838250
1095,5604,1838720,6212,1838720
1095,5604,1839720,6212,1839720
1095,5604,1839720,6212,1839720
1095,5604,1839720,6212,1839720
1095,5604,1840720,6212,1840720
1095,5604,1841720,6212,1841720
1095,5604,1841880,6212,1841880
1095,5604,1842100,6212,1842100
1095,5604,1842100,6212,1842100
1095,5604,1843100,6212,1843100
1095,5604,1844100,6212,1844100
1096,5606,1844100,6212,1844100
1096,5606,1845100,6212,1845100
1096,5606,1845570,6212,1845570
1096,5606,1845890,6212,1845890
1096,5606,1846890,6212,1846890
1096,5606,1847890,6212,1847890
1096,5606,1848360,6212,1848360
1097,5610,1849170,6212,1849170
1097,5610,1849980,6212,1849980
1098,5618,1850980,6212,1850980
1098,5618,1851790,6212,1851790
1098,5618,1852790,6212,1852790
1098,5618,1852790,6212,1852790
1098,5618,1853110,6212,1853110
1099,5620,1853920,6212,1853920
1099,5620,1853920,6212,1853920
1099,5620,1854920,6212,1854920
1099,5620,1855920,6212,1855920
1099,5620,1856570,6212,1856570
1099,5620,1857040,6212,1857040
1099,5620,1858040,6212,1858040
1099,5620,1858040,6212,1858040
1099,5620,1859040,6212,1859040
1099,5620,1859360,6212,1859360
1100,5628,1861360,6212,1861360
1100,5628,1862360,6212,1862360
1100,5628,1862360,6212,1862360
1100,5628,1863360,6212,1863360
1100,5628,1864360,6212,1864360
1100,5628,1865360,6212,1865360
1101,5636,1865580,6212,1865580
1101,5636,1866230,6212,1866230
1101,5636,1866820,6212,1866820
1101,5636,1867630,6212,1867630
1101,5636,1867630,6212,1867630
1101,5636,1868440,6212,1868440
1101,5636,1868910,6212,1868910
1102,5644,1869910,6212,1869910
1102,5644,1870910,6212,1870910
1102,5644,1871910,6212,1871910
1102,5644,1872910,6212,1872910
1102,5644,1873910,6212,1873910
1102,5644,1874910,6212,1874910
1102,5644,1875910,6212,1875910
1102,5644,1876720,6212,1876720
1102,5644,1877530,6212,1877530
1103,5652,1877690,6212,1877690
1103,5652,1878500,6212,1878500
1103,5652,1879310,6212,1879310
1104,5660,1880310,6212,1880310
