ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc55-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_nodes,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc55-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpus,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc55-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpu_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc55-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-total_gpus,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc55-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-arrived_gpu_milli
1104,5660,1881120,6212,1881120
1104,5660,1881930,6212,1881930
1104,5660,1881930,6212,1881930
1104,5660,1882930,6212,1882930
1105,5664,1883740,6212,1883740
1105,5664,1884390,6212,1884390
1105,5664,1885390,6212,1885390
1105,5664,1885390,6212,1885390
1105,5664,1886390,6212,1886390
1105,5664,1887390,6212,1887390
1105,5664,1888390,6212,1888390
1105,5664,1889390,6212,1889390
1106,5666,1890200,6212,1890200
1106,5666,1891200,6212,1891200
1106,5666,1892200,6212,1892200
1106,5666,1893200,6212,1893200
1106,5666,1894200,6212,1894200
1106,5666,1895200,6212,1895200
1106,5666,1895520,6212,1895520
1106,5666,1895750,6212,1895750
1106,5666,1896220,6212,1896220
1106,5666,1897220,6212,1897220
1107,5674,1898220,6212,1898220
1108,5676,1899220,6212,1899220
1109,5684,1900220,6212,1900220
1110,5692,1900220,6212,1900220
1110,5692,1900680,6212,1900680
1110,5692,1901330,6212,1901330
1110,5692,1902330,6212,1902330
1110,5692,1903330,6212,1903330
1110,5692,1903650,6212,1903650
1110,5692,1903880,6212,1903880
1110,5692,1903880,6212,1903880
1110,5692,1904200,6212,1904200
1111,5700,1905200,6212,1905200
1111,5700,1905200,6212,1905200
1112,5708,1906200,6212,1906200
1112,5708,1907010,6212,1907010
1112,5708,1908010,6212,1908010
1112,5708,1908820,6212,1908820
1112,5708,1909820,6212,1909820
1112,5708,1910820,6212,1910820
1112,5708,1911470,6212,1911470
1112,5708,1911790,6212,1911790
1112,5708,1911790,6212,1911790
1113,5710,1911790,6212,1911790
1114,5718,1912790,6212,1912790
1114,5718,1913790,6212,1913790
1114,5718,1914020,6212,1914020
1114,5718,1914830,6212,1914830
1114,5718,1915150,6212,1915150
1114,5718,1916150,6212,1916150
1114,5718,1916610,6212,1916610
1115,5722,1917080,6212,1917080
1115,5722,1918080,6212,1918080
1115,5722,1919080,6212,1919080
1115,5722,1919450,6212,1919450
1115,5722,1920450,6212,1920450
1115,5722,1921450,6212,1921450
1115,5722,1922450,6212,1922450
1115,5722,1922450,6212,1922450
1115,5722,1922920,6212,1922920
1115,5722,1923730,6212,1923730
1116,5730,1924730,6212,1924730
1116,5730,1925730,6212,1925730
1116,5730,1925960,6212,1925960
1116,5730,1926960,6212,1926960
1116,5730,1927960,6212,1927960
1116,5730,1928960,6212,1928960
1116,5730,1929960,6212,1929960
1116,5730,1930960,6212,1930960
1116,5730,1931430,6212,1931430
1116,5730,1932430,6212,1932430
1117,5738,1932590,6212,1932590
1117,5738,1933060,6212,1933060
1117,5738,1933530,6212,1933530
1117,5738,1934530,6212,1934530
1117,5738,1935530,6212,1935530
1117,5738,1936340,6212,1936340
1117,5738,1937340,6212,1937340
1117,5738,1938150,6212,1938150
1117,5738,1939150,6212,1939150
1118,5746,1939620,6212,1939620
1118,5746,1940620,6212,1940620
1119,5748,1941430,6212,1941430
1119,5748,1942240,6212,1942240
1119,5748,1943050,6212,1943050
1119,5748,1944050,6212,1944050
1119,5748,1945050,6212,1945050
1119,5748,1946050,6212,1946050
1119,5748,1947050,6212,1947050
1119,5748,1947600,6212,1947600
1119,5748,1948600,6212,1948600
1120,5756,1949410,6212,1949410
1120,5756,1949410,6212,1949410
1120,5756,1949730,6212,1949730
1120,5756,1950200,6212,1950200
1120,5756,1951010,6212,1951010
1120,5756,1952010,6212,1952010
1120,5756,1952820,6212,1952820
1120,5756,1953820,6212,1953820
1120,5756,1954820,6212,1954820
1120,5756,1955290,6212,1955290
1120,5756,1956100,6212,1956100
1120,5756,1956100,6212,1956100
1120,5756,1956910,6212,1956910
1120,5756,1957910,6212,1957910
1120,5756,1958910,6212,1958910
1120,5756,1959380,6212,1959380
1120,5756,1959850,6212,1959850
1120,5756,1960660,6212,1960660
1120,5756,1961310,6212,1961310
1120,5756,1961770,6212,1961770
1120,5756,1962770,6212,1962770
1120,5756,1963770,6212,1963770
1120,5756,1964580,6212,1964580
1120,5756,1965580,6212,1965580
1120,5756,1966580,6212,1966580
1120,5756,1966580,6212,1966580
1120,5756,1967580,6212,1967580
1120,5756,1968580,6212,1968580
1120,5756,1969580,6212,1969580
1121,5758,1970580,6212,1970580
1121,5758,1971580,6212,1971580
1121,5758,1972050,6212,1972050
1121,5758,1973050,6212,1973050
1121,5758,1973860,6212,1973860
1121,5758,1974860,6212,1974860
1121,5758,1975860,6212,1975860
1121,5758,1975860,6212,1975860
1121,5758,1976670,6212,1976670
1122,5760,1977670,6212,1977670
1122,5760,1978670,6212,1978670
1122,5760,1979480,6212,1979480
1122,5760,1979950,6212,1979950
1122,5760,1980950,6212,1980950
1123,5768,1981950,6212,1981950
1123,5768,1982760,6212,1982760
1124,5776,1983570,6212,1983570
1124,5776,1984570,6212,1984570
1124,5776,1985570,6212,1985570
1125,5784,1986570,6212,1986570
1125,5784,1986570,6212,1986570
1125,5784,1987220,6212,1987220
1125,5784,1988220,6212,1988220
1125,5784,1988220,6212,1988220
1125,5784,1988220,6212,1988220
1126,5792,1989220,6212,1989220
1126,5792,1990220,6212,1990220
1126,5792,1990680,6212,1990680
1126,5792,1991680,6212,1991680
1126,5792,1992680,6212,1992680
1126,5792,1993680,6212,1993680
1126,5792,1994680,6212,1994680
1126,5792,1995680,6212,1995680
1126,5792,1996680,6212,1996680
1126,5792,1997680,6212,1997680
1126,5792,1998150,6212,1998150
1126,5792,1999150,6212,1999150
1126,5792,1999800,6212,1999800
1126,5792,2000270,6212,2000270
1126,5792,2000920,6212,2000920
1126,5792,2001920,6212,2001920
1126,5792,2002730,6212,2002730
1126,5792,2003730,6212,2003730
1126,5792,2004200,6212,2004200
1126,5792,2004850,6212,2004850
1126,5792,2005320,6212,2005320
1126,5792,2006320,6212,2006320
1126,5792,2007320,6212,2007320
1126,5792,2008130,6212,2008130
1126,5792,2008600,6212,2008600
1126,5792,2009070,6212,2009070
1126,5792,2009070,6212,2009070
1126,5792,2010070,6212,2010070
1126,5792,2010880,6212,2010880
1126,5792,2011200,6212,2011200
1126,5792,2012010,6212,2012010
1126,5792,2012820,6212,2012820
1126,5792,2013630,6212,2013630
1126,5792,2014630,6212,2014630
1126,5792,2014860,6212,2014860
1126,5792,2015670,6212,2015670
1126,5792,2015670,6212,2015670
1126,5792,2016670,6212,2016670
1126,5792,2017670,6212,2017670
1126,5792,2018670,6212,2018670
1126,5792,2019670,6212,2019670
1126,5792,2020670,6212,2020670
1126,5792,2021670,6212,2021670
1126,5792,2022670,6212,2022670
1126,5792,2023670,6212,2023670
1126,5792,2024670,6212,2024670
1126,5792,2025670,6212,2025670
1126,5792,2026670,6212,2026670
1126,5792,2027670,6212,2027670
1126,5792,2028480,6212,2028480
1126,5792,2029480,6212,2029480
1126,5792,2029480,6212,2029480
1127,5800,2030480,6212,2030480
1127,5800,2031480,6212,2031480
1127,5800,2032480,6212,2032480
1127,5800,2033290,6212,2033290
1127,5800,2034290,6212,2034290
1127,5800,2035290,6212,2035290
1127,5800,2036100,6212,2036100
1127,5800,2037100,6212,2037100
1127,5800,2037910,6212,2037910
1127,5800,2038910,6212,2038910
1127,5800,2039910,6212,2039910
1127,5800,2040910,6212,2040910
1127,5800,2041910,6212,2041910
1127,5800,2042910,6212,2042910
1127,5800,2042910,6212,2042910
1127,5800,2043910,6212,2043910
1127,5800,2044910,6212,2044910
1127,5800,2045910,6212,2045910
1128,5802,2046720,6212,2046720
1129,5804,2047530,6212,2047530
1129,5804,2047990,6212,2047990
1129,5804,2048640,6212,2048640
1129,5804,2049640,6212,2049640
1129,5804,2049800,6212,2049800
1130,5806,2049800,6212,2049800
1130,5806,2050800,6212,2050800
1131,5814,2050960,6212,2050960
1131,5814,2051960,6212,2051960
1131,5814,2052960,6212,2052960
1131,5814,2053960,6212,2053960
1131,5814,2054770,6212,2054770
1132,5816,2055770,6212,2055770
1132,5816,2056770,6212,2056770
1132,5816,2057770,6212,2057770
1132,5816,2058770,6212,2058770
1132,5816,2059580,6212,2059580
1132,5816,2060580,6212,2060580
1132,5816,2061390,6212,2061390
1132,5816,2061860,6212,2061860
1132,5816,2062860,6212,2062860
1132,5816,2063860,6212,2063860
1132,5816,2064180,6212,2064180
1132,5816,2064650,6212,2064650
1132,5816,2065650,6212,2065650
1132,5816,2066460,6212,2066460
1132,5816,2067460,6212,2067460
1132,5816,2068270,6212,2068270
1132,5816,2068270,6212,2068270
1133,5820,2069270,6212,2069270
1133,5820,2070080,6212,2070080
1133,5820,2070550,6212,2070550
1133,5820,2071200,6212,2071200
1133,5820,2071670,6212,2071670
1133,5820,2072670,6212,2072670
1133,5820,2073670,6212,2073670
1133,5820,2074670,6212,2074670
1133,5820,2075140,6212,2075140
1133,5820,2075950,6212,2075950
1133,5820,2076760,6212,2076760
1133,5820,2077230,6212,2077230
1133,5820,2077550,6212,2077550
1133,5820,2078550,6212,2078550
1133,5820,2079550,6212,2079550
1133,5820,2079770,6212,2079770
1133,5820,2080770,6212,2080770
1133,5820,2081420,6212,2081420
1133,5820,2082420,6212,2082420
1133,5820,2082420,6212,2082420
1133,5820,2083420,6212,2083420
1133,5820,2084420,6212,2084420
1133,5820,2084650,6212,2084650
1133,5820,2085460,6212,2085460
1133,5820,2085930,6212,2085930
1133,5820,2086400,6212,2086400
1133,5820,2087400,6212,2087400
1133,5820,2088400,6212,2088400
1133,5820,2088720,6212,2088720
1133,5820,2089720,6212,2089720
1133,5820,2090720,6212,2090720
1133,5820,2091530,6212,2091530
1133,5820,2091850,6212,2091850
1133,5820,2092850,6212,2092850
1133,5820,2093850,6212,2093850
1133,5820,2094080,6212,2094080
1133,5820,2094400,6212,2094400
1133,5820,2095400,6212,2095400
1133,5820,2095400,6212,2095400
1133,5820,2096400,6212,2096400
1133,5820,2097400,6212,2097400
1133,5820,2098050,6212,2098050
1133,5820,2098370,6212,2098370
1133,5820,2099370,6212,2099370
1133,5820,2100370,6212,2100370
1133,5820,2101370,6212,2101370
1133,5820,2101830,6212,2101830
1133,5820,2102830,6212,2102830
1133,5820,2103480,6212,2103480
1133,5820,2104480,6212,2104480
1133,5820,2105480,6212,2105480
1133,5820,2106290,6212,2106290
1134,5828,2114290,6212,2114290
1134,5828,2115290,6212,2115290
1135,5836,2116290,6212,2116290
1135,5836,2116660,6212,2116660
1135,5836,2117660,6212,2117660
1135,5836,2118250,6212,2118250
1135,5836,2118250,6212,2118250
1136,5844,2119060,6212,2119060
1136,5844,2120060,6212,2120060
1136,5844,2121060,6212,2121060
1136,5844,2121870,6212,2121870
1136,5844,2122680,6212,2122680
1136,5844,2123680,6212,2123680
1136,5844,2124490,6212,2124490
1136,5844,2125140,6212,2125140
1136,5844,2126140,6212,2126140
1136,5844,2126140,6212,2126140
1136,5844,2126140,6212,2126140
1136,5844,2126140,6212,2126140
1136,5844,2127140,6212,2127140
1136,5844,2128140,6212,2128140
1136,5844,2129140,6212,2129140
1136,5844,2130140,6212,2130140
1136,5844,2131140,6212,2131140
1136,5844,2132140,6212,2132140
1136,5844,2132140,6212,2132140
1137,5846,2132610,6212,2132610
1137,5846,2133070,6212,2133070
1137,5846,2133070,6212,2133070
1137,5846,2134070,6212,2134070
1137,5846,2134390,6212,2134390
1137,5846,2135040,6212,2135040
1137,5846,2136040,6212,2136040
1137,5846,2136510,6212,2136510
1137,5846,2137510,6212,2137510
1137,5846,2137730,6212,2137730
1137,5846,2138380,6212,2138380
1137,5846,2138700,6212,2138700
1137,5846,2139700,6212,2139700
1137,5846,2140700,6212,2140700
1137,5846,2141700,6212,2141700
1137,5846,2142170,6212,2142170
1137,5846,2142980,6212,2142980
1137,5846,2143980,6212,2143980
1137,5846,2144980,6212,2144980
1137,5846,2145980,6212,2145980
1137,5846,2146450,6212,2146450
1137,5846,2146920,6212,2146920
1137,5846,2147920,6212,2147920
1137,5846,2148920,6212,2148920
1137,5846,2149920,6212,2149920
1137,5846,2150920,6212,2150920
1137,5846,2151920,6212,2151920
1137,5846,2152730,6212,2152730
1137,5846,2153540,6212,2153540
1137,5846,2153860,6212,2153860
1137,5846,2154860,6212,2154860
1137,5846,2155860,6212,2155860
1137,5846,2156330,6212,2156330
1137,5846,2157330,6212,2157330
1137,5846,2157330,6212,2157330
1137,5846,2157440,6212,2157440
1137,5846,2158250,6212,2158250
1137,5846,2159250,6212,2159250
1137,5846,2160060,6212,2160060
1137,5846,2161060,6212,2161060
1138,5854,2169060,6212,2169060
1138,5854,2170060,6212,2170060
1138,5854,2170870,6212,2170870
1138,5854,2171870,6212,2171870
1138,5854,2172870,6212,2172870
1138,5854,2173340,6212,2173340
1138,5854,2174340,6212,2174340
1139,5856,2174340,6212,2174340
1139,5856,2175340,6212,2175340
1139,5856,2176340,6212,2176340
1139,5856,2177340,6212,2177340
1140,5864,2178340,6212,2178340
1140,5864,2178930,6212,2178930
1140,5864,2179930,6212,2179930
1140,5864,2180930,6212,2180930
1140,5864,2181480,6212,2181480
1140,5864,2181480,6212,2181480
1140,5864,2182290,6212,2182290
1140,5864,2183290,6212,2183290
1140,5864,2184100,6212,2184100
1140,5864,2184100,6212,2184100
1140,5864,2184750,6212,2184750
1140,5864,2185750,6212,2185750
1140,5864,2186750,6212,2186750
1140,5864,2187400,6212,2187400
1140,5864,2188400,6212,2188400
1140,5864,2189400,6212,2189400
1140,5864,2189630,6212,2189630
1140,5864,2190180,6212,2190180
1140,5864,2191180,6212,2191180
1140,5864,2192180,6212,2192180
1140,5864,2193180,6212,2193180
1140,5864,2194180,6212,2194180
1140,5864,2194640,6212,2194640
1140,5864,2195640,6212,2195640
1140,5864,2195910,6212,2195910
1140,5864,2196910,6212,2196910
1140,5864,2197370,6212,2197370
1140,5864,2198370,6212,2198370
1140,5864,2198840,6212,2198840
1140,5864,2199840,6212,2199840
1140,5864,2200310,6212,2200310
1140,5864,2201310,6212,2201310
1140,5864,2201960,6212,2201960
1140,5864,2202960,6212,2202960
1141,5872,2203960,6212,2203960
1141,5872,2204960,6212,2204960
1141,5872,2205960,6212,2205960
1141,5872,2206770,6212,2206770
1142,5880,2207580,6212,2207580
1142,5880,2208580,6212,2208580
1142,5880,2209580,6212,2209580
1142,5880,2210390,6212,2210390
1142,5880,2211390,6212,2211390
1142,5880,2212390,6212,2212390
1142,5880,2212390,6212,2212390
1142,5880,2212620,6212,2212620
1142,5880,2213090,6212,2213090
1142,5880,2213900,6212,2213900
1142,5880,2214710,6212,2214710
1142,5880,2215710,6212,2215710
1142,5880,2216710,6212,2216710
1142,5880,2217710,6212,2217710
1142,5880,2218710,6212,2218710
1143,5882,2219710,6212,2219710
1143,5882,2220710,6212,2220710
1143,5882,2221030,6212,2221030
1143,5882,2221030,6212,2221030
1143,5882,2221500,6212,2221500
1143,5882,2222500,6212,2222500
1143,5882,2223310,6212,2223310
1143,5882,2224310,6212,2224310
1143,5882,2225310,6212,2225310
1143,5882,2226120,6212,2226120
1143,5882,2226930,6212,2226930
1143,5882,2227740,6212,2227740
1143,5882,2228110,6212,2228110
1143,5882,2228920,6212,2228920
1143,5882,2229920,6212,2229920
1143,5882,2229920,6212,2229920
1143,5882,2230920,6212,2230920
1143,5882,2231920,6212,2231920
1143,5882,2232920,6212,2232920
1143,5882,2233570,6212,2233570
1143,5882,2233680,6212,2233680
1143,5882,2234680,6212,2234680
1143,5882,2235000,6212,2235000
1143,5882,2236000,6212,2236000
1143,5882,2237000,6212,2237000
1143,5882,2237000,6212,2237000
1143,5882,2238000,6212,2238000
1144,5884,2239000,6212,2239000
1144,5884,2239550,6212,2239550
1144,5884,2240550,6212,2240550
1144,5884,2241550,6212,2241550
1144,5884,2242550,6212,2242550
1144,5884,2243550,6212,2243550
1144,5884,2244550,6212,2244550
1144,5884,2245550,6212,2245550
1144,5884,2246020,6212,2246020
1144,5884,2246830,6212,2246830
1144,5884,2247830,6212,2247830
1144,5884,2248640,6212,2248640
1145,5892,2249110,6212,2249110
1145,5892,2249110,6212,2249110
1145,5892,2250110,6212,2250110
1145,5892,2250660,6212,2250660
1145,5892,2251130,6212,2251130
1145,5892,2252130,6212,2252130
1145,5892,2252940,6212,2252940
1145,5892,2253410,6212,2253410
1145,5892,2253880,6212,2253880
1145,5892,2253880,6212,2253880
1145,5892,2254880,6212,2254880
1145,5892,2255040,6212,2255040
1145,5892,2255510,6212,2255510
1145,5892,2255880,6212,2255880
1145,5892,2256470,6212,2256470
1145,5892,2257280,6212,2257280
1146,5894,2258280,6212,2258280
1146,5894,2259090,6212,2259090
1146,5894,2260090,6212,2260090
1146,5894,2260090,6212,2260090
1146,5894,2261090,6212,2261090
1146,5894,2261560,6212,2261560
1146,5894,2262560,6212,2262560
1146,5894,2263370,6212,2263370
1146,5894,2264370,6212,2264370
1146,5894,2265370,6212,2265370
1147,5902,2266370,6212,2266370
1147,5902,2274370,6212,2274370
1147,5902,2275370,6212,2275370
1147,5902,2276370,6212,2276370
1147,5902,2277370,6212,2277370
1148,5904,2277840,6212,2277840
1148,5904,2278840,6212,2278840
1148,5904,2279160,6212,2279160
1148,5904,2279630,6212,2279630
1149,5906,2280630,6212,2280630
1149,5906,2281100,6212,2281100
1149,5906,2282100,6212,2282100
1149,5906,2282910,6212,2282910
1149,5906,2283910,6212,2283910
1149,5906,2284910,6212,2284910
1149,5906,2285720,6212,2285720
1149,5906,2286720,6212,2286720
1149,5906,2287040,6212,2287040
1149,5906,2287510,6212,2287510
1149,5906,2288320,6212,2288320
1149,5906,2289320,6212,2289320
1149,5906,2290130,6212,2290130
1149,5906,2290500,6212,2290500
1149,5906,2290720,6212,2290720
1149,5906,2290720,6212,2290720
1149,5906,2291720,6212,2291720
1149,5906,2292720,6212,2292720
1149,5906,2293190,6212,2293190
1149,5906,2293780,6212,2293780
1149,5906,2294780,6212,2294780
1149,5906,2295100,6212,2295100
1149,5906,2296100,6212,2296100
1149,5906,2297100,6212,2297100
1149,5906,2298100,6212,2298100
1149,5906,2299100,6212,2299100
1149,5906,2300100,6212,2300100
1150,5910,2301100,6212,2301100
1150,5910,2303100,6212,2303100
1150,5910,2303910,6212,2303910
1150,5910,2303910,6212,2303910
1150,5910,2304380,6212,2304380
1150,5910,2305190,6212,2305190
1150,5910,2306000,6212,2306000
1150,5910,2307000,6212,2307000
1150,5910,2308000,6212,2308000
1150,5910,2308470,6212,2308470
1151,5918,2316470,6212,2316470
1151,5918,2317470,6212,2317470
1151,5918,2318470,6212,2318470
1151,5918,2319470,6212,2319470
1151,5918,2320470,6212,2320470
1151,5918,2321470,6212,2321470
1151,5918,2321940,6212,2321940
1151,5918,2322260,6212,2322260
1151,5918,2322260,6212,2322260
1151,5918,2323070,6212,2323070
1151,5918,2323390,6212,2323390
1151,5918,2324390,6212,2324390
1151,5918,2325390,6212,2325390
1151,5918,2326390,6212,2326390
1151,5918,2326980,6212,2326980
1151,5918,2327630,6212,2327630
1151,5918,2328630,6212,2328630
1151,5918,2329630,6212,2329630
1151,5918,2330630,6212,2330630
1151,5918,2331440,6212,2331440
1151,5918,2331440,6212,2331440
1151,5918,2332250,6212,2332250
1151,5918,2332250,6212,2332250
1151,5918,2333250,6212,2333250
1151,5918,2334250,6212,2334250
1151,5918,2335060,6212,2335060
1151,5918,2335060,6212,2335060
1151,5918,2336060,6212,2336060
1151,5918,2336530,6212,2336530
1151,5918,2337530,6212,2337530
1151,5918,2338530,6212,2338530
1151,5918,2338850,6212,2338850
1151,5918,2339850,6212,2339850
1151,5918,2340850,6212,2340850
1151,5918,2340850,6212,2340850
1151,5918,2341660,6212,2341660
1151,5918,2342470,6212,2342470
1151,5918,2343470,6212,2343470
1151,5918,2344470,6212,2344470
1151,5918,2344940,6212,2344940
1152,5926,2345410,6212,2345410
1152,5926,2346410,6212,2346410
1153,5928,2346730,6212,2346730
1153,5928,2347200,6212,2347200
1153,5928,2349200,6212,2349200
1153,5928,2350200,6212,2350200
1153,5928,2351200,6212,2351200
1153,5928,2351200,6212,2351200
1153,5928,2352200,6212,2352200
1153,5928,2353200,6212,2353200
1153,5928,2353670,6212,2353670
1153,5928,2353670,6212,2353670
1154,5936,2354260,6212,2354260
1154,5936,2355260,6212,2355260
1154,5936,2356260,6212,2356260
1154,5936,2357260,6212,2357260
1154,5936,2357720,6212,2357720
1154,5936,2358530,6212,2358530
1154,5936,2359340,6212,2359340
1154,5936,2360340,6212,2360340
1154,5936,2360340,6212,2360340
1154,5936,2361340,6212,2361340
1154,5936,2362340,6212,2362340
1154,5936,2362660,6212,2362660
1155,5944,2362660,6212,2362660
1155,5944,2363310,6212,2363310
1155,5944,2364310,6212,2364310
1155,5944,2364310,6212,2364310
1155,5944,2365310,6212,2365310
1155,5944,2366310,6212,2366310
1155,5944,2367310,6212,2367310
1155,5944,2368310,6212,2368310
1155,5944,2368960,6212,2368960
1155,5944,2369420,6212,2369420
1155,5944,2369890,6212,2369890
1155,5944,2370210,6212,2370210
1155,5944,2371210,6212,2371210
1155,5944,2372210,6212,2372210
1155,5944,2373210,6212,2373210
1155,5944,2374020,6212,2374020
1155,5944,2374020,6212,2374020
1155,5944,2374670,6212,2374670
1155,5944,2375670,6212,2375670
1155,5944,2376670,6212,2376670
1155,5944,2377480,6212,2377480
1155,5944,2378480,6212,2378480
1155,5944,2379480,6212,2379480
1155,5944,2379480,6212,2379480
1155,5944,2380480,6212,2380480
1155,5944,2381480,6212,2381480
1155,5944,2382130,6212,2382130
1155,5944,2383130,6212,2383130
1155,5944,2384130,6212,2384130
1155,5944,2385130,6212,2385130
1155,5944,2386130,6212,2386130
1155,5944,2387130,6212,2387130
1155,5944,2388130,6212,2388130
1155,5944,2389130,6212,2389130
1155,5944,2390130,6212,2390130
1155,5944,2390940,6212,2390940
1155,5944,2391750,6212,2391750
1155,5944,2392750,6212,2392750
1155,5944,2392980,6212,2392980
1155,5944,2392980,6212,2392980
1155,5944,2392980,6212,2392980
1155,5944,2393300,6212,2393300
1155,5944,2393300,6212,2393300
1155,5944,2393300,6212,2393300
1155,5944,2393780,6212,2393780
