ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a906-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_nodes,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a906-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a906-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpu_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a906-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-total_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a906-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-arrived_gpu_milli
1058,4972,4562740,6212,4562740
1059,4980,4563740,6212,4563740
1059,4980,4564550,6212,4564550
1059,4980,4564550,6212,4564550
1059,4980,4565550,6212,4565550
1059,4980,4566020,6212,4566020
1059,4980,4566340,6212,4566340
1059,4980,4567340,6212,4567340
1059,4980,4567340,6212,4567340
1059,4980,4568340,6212,4568340
1059,4980,4569340,6212,4569340
1059,4980,4569340,6212,4569340
1059,4980,4570340,6212,4570340
1059,4980,4570660,6212,4570660
1059,4980,4570660,6212,4570660
1059,4980,4570660,6212,4570660
1059,4980,4571660,6212,4571660
1060,4988,4572660,6212,4572660
1060,4988,4572980,6212,4572980
1060,4988,4573980,6212,4573980
1060,4988,4574980,6212,4574980
1060,4988,4575980,6212,4575980
1060,4988,4575980,6212,4575980
1060,4988,4576980,6212,4576980
1060,4988,4576980,6212,4576980
1060,4988,4577790,6212,4577790
1060,4988,4578790,6212,4578790
1060,4988,4578790,6212,4578790
1061,4996,4579790,6212,4579790
1061,4996,4580600,6212,4580600
1061,4996,4581600,6212,4581600
1061,4996,4581830,6212,4581830
1061,4996,4582830,6212,4582830
1061,4996,4583830,6212,4583830
1061,4996,4584150,6212,4584150
1061,4996,4586150,6212,4586150
1061,4996,4586150,6212,4586150
1061,4996,4586800,6212,4586800
1062,5004,4587450,6212,4587450
1062,5004,4588450,6212,4588450
1062,5004,4589450,6212,4589450
1062,5004,4589920,6212,4589920
1062,5004,4590390,6212,4590390
1062,5004,4590550,6212,4590550
1062,5004,4594550,6212,4594550
1063,5012,4595550,6212,4595550
1063,5012,4595550,6212,4595550
1063,5012,4596550,6212,4596550
1063,5012,4597550,6212,4597550
1063,5012,4598550,6212,4598550
1063,5012,4599550,6212,4599550
1063,5012,4600550,6212,4600550
1063,5012,4601550,6212,4601550
1063,5012,4601780,6212,4601780
1063,5012,4602780,6212,4602780
1063,5012,4602780,6212,4602780
1064,5020,4603780,6212,4603780
1064,5020,4604240,6212,4604240
1064,5020,4605240,6212,4605240
1064,5020,4605240,6212,4605240
1064,5020,4606240,6212,4606240
1064,5020,4606710,6212,4606710
1064,5020,4607710,6212,4607710
1064,5020,4608520,6212,4608520
1064,5020,4609170,6212,4609170
1064,5020,4609980,6212,4609980
1065,5028,4610790,6212,4610790
1065,5028,4611110,6212,4611110
1065,5028,4612110,6212,4612110
1065,5028,4613110,6212,4613110
1065,5028,4613920,6212,4613920
1065,5028,4614920,6212,4614920
1066,5036,4622920,6212,4622920
1066,5036,4623920,6212,4623920
1066,5036,4624920,6212,4624920
1066,5036,4625920,6212,4625920
1067,5044,4626730,6212,4626730
1067,5044,4627050,6212,4627050
1067,5044,4627860,6212,4627860
1067,5044,4627860,6212,4627860
1067,5044,4628450,6212,4628450
1067,5044,4629450,6212,4629450
1067,5044,4630100,6212,4630100
1067,5044,4632100,6212,4632100
1067,5044,4633100,6212,4633100
1068,5052,4633910,6212,4633910
1068,5052,4634380,6212,4634380
1068,5052,4635190,6212,4635190
1068,5052,4635420,6212,4635420
1068,5052,4635880,6212,4635880
1068,5052,4636880,6212,4636880
1068,5052,4637880,6212,4637880
1068,5052,4638250,6212,4638250
1068,5052,4638720,6212,4638720
1068,5052,4639180,6212,4639180
1068,5052,4640180,6212,4640180
1068,5052,4641180,6212,4641180
1069,5060,4641990,6212,4641990
1069,5060,4642990,6212,4642990
1069,5060,4643990,6212,4643990
1069,5060,4644990,6212,4644990
1069,5060,4645990,6212,4645990
1069,5060,4646990,6212,4646990
1069,5060,4647990,6212,4647990
1069,5060,4648150,6212,4648150
1069,5060,4648380,6212,4648380
1070,5068,4649380,6212,4649380
1070,5068,4650380,6212,4650380
1070,5068,4651190,6212,4651190
1070,5068,4652190,6212,4652190
1070,5068,4652740,6212,4652740
1070,5068,4652970,6212,4652970
1070,5068,4653970,6212,4653970
1070,5068,4654970,6212,4654970
1070,5068,4655970,6212,4655970
1071,5076,4656970,6212,4656970
1071,5076,4657620,6212,4657620
1071,5076,4658430,6212,4658430
1071,5076,4659430,6212,4659430
1071,5076,4660240,6212,4660240
1071,5076,4661240,6212,4661240
1071,5076,4662240,6212,4662240
1071,5076,4663240,6212,4663240
1072,5084,4664240,6212,4664240
1072,5084,4665050,6212,4665050
1072,5084,4666050,6212,4666050
1072,5084,4667050,6212,4667050
1072,5084,4667100,6212,4667100
1072,5084,4668100,6212,4668100
1072,5084,4669100,6212,4669100
1072,5084,4670100,6212,4670100
1072,5084,4670910,6212,4670910
1072,5084,4671380,6212,4671380
1072,5084,4671850,6212,4671850
1073,5092,4672850,6212,4672850
1073,5092,4673070,6212,4673070
1073,5092,4674070,6212,4674070
1073,5092,4674290,6212,4674290
1073,5092,4675100,6212,4675100
1073,5092,4679100,6212,4679100
1073,5092,4680100,6212,4680100
1074,5100,4680420,6212,4680420
1074,5100,4680420,6212,4680420
1074,5100,4682420,6212,4682420
1074,5100,4683420,6212,4683420
1074,5100,4683420,6212,4683420
1074,5100,4684230,6212,4684230
1074,5100,4685040,6212,4685040
1074,5100,4686040,6212,4686040
1074,5100,4687040,6212,4687040
1075,5108,4688040,6212,4688040
1075,5108,4688850,6212,4688850
1075,5108,4689850,6212,4689850
1075,5108,4690850,6212,4690850
1075,5108,4691850,6212,4691850
1075,5108,4692850,6212,4692850
1075,5108,4693320,6212,4693320
1075,5108,4694320,6212,4694320
1075,5108,4694870,6212,4694870
1075,5108,4694870,6212,4694870
1075,5108,4695340,6212,4695340
1076,5116,4696340,6212,4696340
1076,5116,4696500,6212,4696500
1076,5116,4697500,6212,4697500
1076,5116,4697500,6212,4697500
1076,5116,4698500,6212,4698500
1076,5116,4698500,6212,4698500
1076,5116,4699500,6212,4699500
1076,5116,4700500,6212,4700500
1076,5116,4701310,6212,4701310
1076,5116,4702310,6212,4702310
1076,5116,4703120,6212,4703120
1077,5124,4704120,6212,4704120
1077,5124,4705120,6212,4705120
1077,5124,4705340,6212,4705340
1077,5124,4706150,6212,4706150
1077,5124,4706960,6212,4706960
1077,5124,4707960,6212,4707960
1077,5124,4708440,6212,4708440
1077,5124,4709440,6212,4709440
1077,5124,4710440,6212,4710440
1077,5124,4710760,6212,4710760
1077,5124,4711080,6212,4711080
1078,5132,4712080,6212,4712080
1078,5132,4712550,6212,4712550
1078,5132,4713360,6212,4713360
1078,5132,4714360,6212,4714360
1078,5132,4715360,6212,4715360
1078,5132,4716170,6212,4716170
1078,5132,4716980,6212,4716980
1078,5132,4717980,6212,4717980
1079,5140,4718790,6212,4718790
1079,5140,4718790,6212,4718790
1079,5140,4718790,6212,4718790
1079,5140,4718790,6212,4718790
1079,5140,4719440,6212,4719440
1079,5140,4720440,6212,4720440
1079,5140,4721440,6212,4721440
1079,5140,4722440,6212,4722440
1079,5140,4723440,6212,4723440
1079,5140,4724440,6212,4724440
1079,5140,4725440,6212,4725440
1080,5148,4726440,6212,4726440
1080,5148,4727250,6212,4727250
1080,5148,4728250,6212,4728250
1080,5148,4730250,6212,4730250
1080,5148,4730720,6212,4730720
1080,5148,4731720,6212,4731720
1080,5148,4731720,6212,4731720
1080,5148,4731720,6212,4731720
1080,5148,4732720,6212,4732720
1080,5148,4733720,6212,4733720
1080,5148,4733720,6212,4733720
1081,5156,4734720,6212,4734720
1081,5156,4735720,6212,4735720
1081,5156,4736530,6212,4736530
1081,5156,4737530,6212,4737530
1081,5156,4738000,6212,4738000
1081,5156,4739000,6212,4739000
1081,5156,4740000,6212,4740000
1081,5156,4740000,6212,4740000
1081,5156,4741000,6212,4741000
1082,5164,4743000,6212,4743000
1082,5164,4744000,6212,4744000
1082,5164,4744320,6212,4744320
1082,5164,4744320,6212,4744320
1082,5164,4745320,6212,4745320
1082,5164,4746320,6212,4746320
1082,5164,4746320,6212,4746320
1082,5164,4746640,6212,4746640
1083,5172,4747640,6212,4747640
1083,5172,4748450,6212,4748450
1083,5172,4749450,6212,4749450
1083,5172,4750450,6212,4750450
1083,5172,4750450,6212,4750450
1083,5172,4750770,6212,4750770
1083,5172,4751770,6212,4751770
1083,5172,4752580,6212,4752580
1083,5172,4753390,6212,4753390
1083,5172,4753860,6212,4753860
1083,5172,4754860,6212,4754860
1083,5172,4755860,6212,4755860
1084,5180,4756860,6212,4756860
1084,5180,4757320,6212,4757320
1084,5180,4758320,6212,4758320
1084,5180,4758870,6212,4758870
1084,5180,4759340,6212,4759340
1084,5180,4760150,6212,4760150
1084,5180,4760150,6212,4760150
1084,5180,4761150,6212,4761150
1084,5180,4762150,6212,4762150
1084,5180,4762620,6212,4762620
1084,5180,4763620,6212,4763620
1084,5180,4763620,6212,4763620
1085,5188,4764620,6212,4764620
1085,5188,4764990,6212,4764990
1085,5188,4765990,6212,4765990
1085,5188,4766640,6212,4766640
1085,5188,4767640,6212,4767640
1085,5188,4768640,6212,4768640
1085,5188,4769640,6212,4769640
1085,5188,4770110,6212,4770110
1086,5196,4778110,6212,4778110
1086,5196,4778920,6212,4778920
1087,5204,4779920,6212,4779920
1087,5204,4780920,6212,4780920
1087,5204,4781920,6212,4781920
1087,5204,4782920,6212,4782920
1087,5204,4783390,6212,4783390
1087,5204,4784390,6212,4784390
1087,5204,4784390,6212,4784390
1087,5204,4785040,6212,4785040
1088,5212,4786040,6212,4786040
1088,5212,4787040,6212,4787040
1088,5212,4787850,6212,4787850
1088,5212,4788850,6212,4788850
1088,5212,4789850,6212,4789850
1088,5212,4790850,6212,4790850
1088,5212,4791010,6212,4791010
1088,5212,4791820,6212,4791820
1088,5212,4792820,6212,4792820
1088,5212,4792820,6212,4792820
1088,5212,4793820,6212,4793820
1088,5212,4794140,6212,4794140
1089,5220,4795140,6212,4795140
1089,5220,4795950,6212,4795950
1089,5220,4796950,6212,4796950
1089,5220,4797170,6212,4797170
1089,5220,4798170,6212,4798170
1089,5220,4798490,6212,4798490
1089,5220,4799490,6212,4799490
1089,5220,4799960,6212,4799960
1089,5220,4800960,6212,4800960
1090,5228,4801960,6212,4801960
1090,5228,4802960,6212,4802960
1090,5228,4803190,6212,4803190
1090,5228,4804190,6212,4804190
1090,5228,4805190,6212,4805190
1090,5228,4806190,6212,4806190
1091,5236,4814190,6212,4814190
1091,5236,4815190,6212,4815190
1092,5244,4823190,6212,4823190
1092,5244,4823190,6212,4823190
1093,5252,4824190,6212,4824190
1093,5252,4825190,6212,4825190
1093,5252,4826190,6212,4826190
1093,5252,4826350,6212,4826350
1093,5252,4827350,6212,4827350
1093,5252,4828350,6212,4828350
1093,5252,4829350,6212,4829350
1093,5252,4830160,6212,4830160
1093,5252,4830160,6212,4830160
1093,5252,4831160,6212,4831160
1093,5252,4832160,6212,4832160
1093,5252,4832160,6212,4832160
1094,5260,4832970,6212,4832970
1094,5260,4833780,6212,4833780
1094,5260,4834010,6212,4834010
1094,5260,4834820,6212,4834820
1094,5260,4835630,6212,4835630
1094,5260,4836100,6212,4836100
1094,5260,4837100,6212,4837100
1094,5260,4837570,6212,4837570
1094,5260,4838570,6212,4838570
1095,5268,4839570,6212,4839570
1095,5268,4840220,6212,4840220
1095,5268,4841030,6212,4841030
1095,5268,4842030,6212,4842030
1095,5268,4843030,6212,4843030
1095,5268,4844030,6212,4844030
1095,5268,4845030,6212,4845030
1095,5268,4846030,6212,4846030
1096,5276,4846840,6212,4846840
1096,5276,4847650,6212,4847650
1096,5276,4848650,6212,4848650
1096,5276,4849650,6212,4849650
1096,5276,4850460,6212,4850460
1096,5276,4851460,6212,4851460
1096,5276,4851930,6212,4851930
1096,5276,4851930,6212,4851930
1096,5276,4852930,6212,4852930
1096,5276,4853930,6212,4853930
1097,5284,4854740,6212,4854740
1097,5284,4855550,6212,4855550
1097,5284,4856550,6212,4856550
1097,5284,4857550,6212,4857550
1097,5284,4857550,6212,4857550
1097,5284,4858550,6212,4858550
1097,5284,4858550,6212,4858550
1097,5284,4859550,6212,4859550
1097,5284,4859710,6212,4859710
1097,5284,4860710,6212,4860710
1097,5284,4861170,6212,4861170
1097,5284,4862170,6212,4862170
1098,5292,4863170,6212,4863170
1098,5292,4864170,6212,4864170
1098,5292,4864820,6212,4864820
1098,5292,4865820,6212,4865820
1098,5292,4866820,6212,4866820
1098,5292,4867820,6212,4867820
1098,5292,4868630,6212,4868630
1098,5292,4868950,6212,4868950
1098,5292,4869950,6212,4869950
1099,5300,4870950,6212,4870950
1099,5300,4871950,6212,4871950
1099,5300,4872950,6212,4872950
1099,5300,4873420,6212,4873420
1099,5300,4874230,6212,4874230
1099,5300,4875230,6212,4875230
1099,5300,4876230,6212,4876230
1099,5300,4877230,6212,4877230
1100,5308,4878230,6212,4878230
1100,5308,4878230,6212,4878230
1100,5308,4879230,6212,4879230
1100,5308,4880230,6212,4880230
1100,5308,4880700,6212,4880700
1100,5308,4881700,6212,4881700
1100,5308,4882700,6212,4882700
1100,5308,4882700,6212,4882700
1100,5308,4883700,6212,4883700
1100,5308,4884510,6212,4884510
1100,5308,4885510,6212,4885510
1101,5316,4886320,6212,4886320
1101,5316,4886790,6212,4886790
1101,5316,4887260,6212,4887260
1101,5316,4888260,6212,4888260
1101,5316,4888260,6212,4888260
1101,5316,4889260,6212,4889260
1101,5316,4890260,6212,4890260
1101,5316,4891260,6212,4891260
1101,5316,4892260,6212,4892260
1101,5316,4892260,6212,4892260
1102,5324,4893260,6212,4893260
1102,5324,4895260,6212,4895260
1102,5324,4895260,6212,4895260
1102,5324,4896070,6212,4896070
1102,5324,4896620,6212,4896620
1102,5324,4897620,6212,4897620
1102,5324,4898620,6212,4898620
1102,5324,4899090,6212,4899090
1102,5324,4899560,6212,4899560
1102,5324,4899880,6212,4899880
1103,5332,4900690,6212,4900690
1103,5332,4900690,6212,4900690
1104,5340,4908690,6212,4908690
1104,5340,4909150,6212,4909150
1104,5340,4909960,6212,4909960
1104,5340,4910960,6212,4910960
1104,5340,4911430,6212,4911430
1104,5340,4912430,6212,4912430
1104,5340,4912430,6212,4912430
1104,5340,4913430,6212,4913430
1104,5340,4914430,6212,4914430
1104,5340,4915430,6212,4915430
1105,5348,4916430,6212,4916430
1105,5348,4916900,6212,4916900
1105,5348,4917370,6212,4917370
1105,5348,4918370,6212,4918370
1105,5348,4919370,6212,4919370
1105,5348,4920370,6212,4920370
1105,5348,4921370,6212,4921370
1105,5348,4922370,6212,4922370
1106,5356,4923370,6212,4923370
1106,5356,4924370,6212,4924370
1106,5356,4925370,6212,4925370
1106,5356,4926020,6212,4926020
1106,5356,4926020,6212,4926020
1106,5356,4926670,6212,4926670
1106,5356,4927670,6212,4927670
1106,5356,4928040,6212,4928040
1106,5356,4928850,6212,4928850
1106,5356,4928850,6212,4928850
1106,5356,4929080,6212,4929080
1107,5364,4930080,6212,4930080
1107,5364,4931080,6212,4931080
1107,5364,4932080,6212,4932080
1107,5364,4932400,6212,4932400
1107,5364,4932400,6212,4932400
1107,5364,4933400,6212,4933400
1107,5364,4933870,6212,4933870
1107,5364,4934520,6212,4934520
1107,5364,4935520,6212,4935520
1107,5364,4935990,6212,4935990
1107,5364,4936990,6212,4936990
1108,5372,4937990,6212,4937990
1108,5372,4938990,6212,4938990
1108,5372,4939990,6212,4939990
1108,5372,4940990,6212,4940990
1109,5380,4948990,6212,4948990
1109,5380,4949990,6212,4949990
1109,5380,4950460,6212,4950460
1109,5380,4951460,6212,4951460
1109,5380,4951930,6212,4951930
1109,5380,4952160,6212,4952160
1109,5380,4952160,6212,4952160
1109,5380,4953160,6212,4953160
1109,5380,4953970,6212,4953970
1110,5388,4954970,6212,4954970
1110,5388,4954970,6212,4954970
1110,5388,4955970,6212,4955970
1110,5388,4956970,6212,4956970
1110,5388,4957780,6212,4957780
1110,5388,4958780,6212,4958780
1110,5388,4959590,6212,4959590
1110,5388,4960590,6212,4960590
1110,5388,4961590,6212,4961590
1110,5388,4961590,6212,4961590
1111,5396,4962590,6212,4962590
1111,5396,4963400,6212,4963400
1111,5396,4963750,6212,4963750
1111,5396,4964120,6212,4964120
1111,5396,4965120,6212,4965120
1112,5404,4969120,6212,4969120
1112,5404,4970120,6212,4970120
1112,5404,4971120,6212,4971120
1112,5404,4972120,6212,4972120
1112,5404,4972120,6212,4972120
1112,5404,4972280,6212,4972280
1112,5404,4973280,6212,4973280
1112,5404,4973500,6212,4973500
1112,5404,4974500,6212,4974500
1113,5412,4975500,6212,4975500
1113,5412,4976500,6212,4976500
1113,5412,4977500,6212,4977500
1113,5412,4978150,6212,4978150
1113,5412,4979150,6212,4979150
1113,5412,4979150,6212,4979150
1114,5420,4987150,6212,4987150
1114,5420,4987150,6212,4987150
1114,5420,4988150,6212,4988150
1114,5420,4988960,6212,4988960
1114,5420,4989120,6212,4989120
1114,5420,4989930,6212,4989930
1114,5420,4990930,6212,4990930
1114,5420,4991250,6212,4991250
1114,5420,4991250,6212,4991250
1115,5428,4992250,6212,4992250
1115,5428,4993250,6212,4993250
1115,5428,4994250,6212,4994250
1115,5428,4995250,6212,4995250
1115,5428,4996060,6212,4996060
1115,5428,4997060,6212,4997060
1115,5428,4997060,6212,4997060
1115,5428,4998060,6212,4998060
1115,5428,4999060,6212,4999060
1115,5428,4999540,6212,4999540
1115,5428,5000540,6212,5000540
1115,5428,5000540,6212,5000540
1116,5436,5001540,6212,5001540
1116,5436,5001910,6212,5001910
1116,5436,5002910,6212,5002910
1116,5436,5003910,6212,5003910
1116,5436,5004910,6212,5004910
1116,5436,5005720,6212,5005720
1116,5436,5006530,6212,5006530
1116,5436,5006530,6212,5006530
1116,5436,5007530,6212,5007530
1116,5436,5007900,6212,5007900
1117,5444,5008710,6212,5008710
1117,5444,5008710,6212,5008710
1117,5444,5008710,6212,5008710
1117,5444,5008980,6212,5008980
1117,5444,5010980,6212,5010980
1117,5444,5011440,6212,5011440
1117,5444,5011910,6212,5011910
1117,5444,5011910,6212,5011910
1117,5444,5012720,6212,5012720
1117,5444,5013720,6212,5013720
1117,5444,5014270,6212,5014270
1117,5444,5015270,6212,5015270
1117,5444,5015270,6212,5015270
1118,5452,5015820,6212,5015820
1118,5452,5016630,6212,5016630
1118,5452,5017630,6212,5017630
1118,5452,5017630,6212,5017630
1118,5452,5018630,6212,5018630
1118,5452,5019100,6212,5019100
1118,5452,5019580,6212,5019580
1118,5452,5020390,6212,5020390
1118,5452,5021390,6212,5021390
1118,5452,5022390,6212,5022390
1119,5460,5023200,6212,5023200
1119,5460,5024200,6212,5024200
1119,5460,5025200,6212,5025200
1119,5460,5025430,6212,5025430
1119,5460,5026430,6212,5026430
1119,5460,5027080,6212,5027080
1119,5460,5028080,6212,5028080
1119,5460,5028550,6212,5028550
1119,5460,5028550,6212,5028550
1119,5460,5029550,6212,5029550
1120,5468,5030550,6212,5030550
1120,5468,5031550,6212,5031550
1120,5468,5032550,6212,5032550
1120,5468,5033550,6212,5033550
1120,5468,5034550,6212,5034550
1120,5468,5035020,6212,5035020
1120,5468,5036020,6212,5036020
1120,5468,5036490,6212,5036490
1120,5468,5036490,6212,5036490
1120,5468,5037490,6212,5037490
1121,5476,5038490,6212,5038490
1121,5476,5038490,6212,5038490
1121,5476,5038490,6212,5038490
1121,5476,5039490,6212,5039490
1121,5476,5039490,6212,5039490
1121,5476,5040490,6212,5040490
1121,5476,5041490,6212,5041490
1121,5476,5042490,6212,5042490
1121,5476,5043490,6212,5043490
1121,5476,5044490,6212,5044490
1122,5484,5045490,6212,5045490
1123,5492,5053490,6212,5053490
1124,5500,5061490,6212,5061490
1124,5500,5062490,6212,5062490
1124,5500,5063490,6212,5063490
1124,5500,5064140,6212,5064140
1124,5500,5064610,6212,5064610
1124,5500,5065610,6212,5065610
1125,5508,5073610,6212,5073610
1125,5508,5074610,6212,5074610
1125,5508,5075080,6212,5075080
1125,5508,5075550,6212,5075550
1126,5516,5076550,6212,5076550
1126,5516,5077550,6212,5077550
1126,5516,5078020,6212,5078020
1126,5516,5079020,6212,5079020
1126,5516,5080020,6212,5080020
1126,5516,5080830,6212,5080830
1126,5516,5081300,6212,5081300
1126,5516,5082300,6212,5082300
1127,5524,5082770,6212,5082770
1127,5524,5083770,6212,5083770
1127,5524,5084090,6212,5084090
1127,5524,5084090,6212,5084090
1127,5524,5085090,6212,5085090
1127,5524,5086090,6212,5086090
1127,5524,5086090,6212,5086090
1127,5524,5086090,6212,5086090
1127,5524,5087090,6212,5087090
1127,5524,5088090,6212,5088090
1127,5524,5089090,6212,5089090
1127,5524,5090090,6212,5090090
1127,5524,5090740,6212,5090740
1128,5532,5091740,6212,5091740
1128,5532,5091740,6212,5091740
1128,5532,5092740,6212,5092740
1128,5532,5093390,6212,5093390
1128,5532,5094390,6212,5094390
1128,5532,5094860,6212,5094860
1129,5540,5102860,6212,5102860
1129,5540,5103860,6212,5103860
1129,5540,5104860,6212,5104860
1130,5548,5112860,6212,5112860
1130,5548,5113020,6212,5113020
1130,5548,5113670,6212,5113670
1131,5556,5114670,6212,5114670
1131,5556,5115140,6212,5115140
1131,5556,5115950,6212,5115950
1131,5556,5115950,6212,5115950
1131,5556,5116270,6212,5116270
1131,5556,5116490,6212,5116490
1131,5556,5116720,6212,5116720
1131,5556,5116720,6212,5116720
1131,5556,5117720,6212,5117720
1131,5556,5118720,6212,5118720
1131,5556,5119530,6212,5119530
1131,5556,5120530,6212,5120530
1131,5556,5121000,6212,5121000
1132,5564,5129000,6212,5129000
1133,5572,5133000,6212,5133000
1133,5572,5134000,6212,5134000
1133,5572,5135000,6212,5135000
1133,5572,5136000,6212,5136000
1133,5572,5137000,6212,5137000
1133,5572,5137810,6212,5137810
1134,5580,5138360,6212,5138360
1134,5580,5138360,6212,5138360
1134,5580,5139360,6212,5139360
1134,5580,5140170,6212,5140170
1134,5580,5140170,6212,5140170
1134,5580,5141170,6212,5141170
1134,5580,5142170,6212,5142170
1134,5580,5142980,6212,5142980
1134,5580,5143630,6212,5143630
1134,5580,5143850,6212,5143850
1134,5580,5144660,6212,5144660
1135,5588,5152660,6212,5152660
1135,5588,5153660,6212,5153660
1136,5596,5154660,6212,5154660
1136,5596,5155130,6212,5155130
1136,5596,5155130,6212,5155130
1136,5596,5156130,6212,5156130
1136,5596,5156500,6212,5156500
1136,5596,5157500,6212,5157500
1136,5596,5157970,6212,5157970
1136,5596,5158200,6212,5158200
1136,5596,5158670,6212,5158670
1136,5596,5159670,6212,5159670
1136,5596,5160670,6212,5160670
1136,5596,5160990,6212,5160990
1136,5596,5161640,6212,5161640
1136,5596,5162640,6212,5162640
1137,5604,5163640,6212,5163640
1137,5604,5164640,6212,5164640
1137,5604,5164870,6212,5164870
1137,5604,5165870,6212,5165870
1137,5604,5166190,6212,5166190
1137,5604,5166190,6212,5166190
1137,5604,5166190,6212,5166190
1137,5604,5167190,6212,5167190
1137,5604,5167840,6212,5167840
1137,5604,5168840,6212,5168840
1137,5604,5169650,6212,5169650
1137,5604,5170240,6212,5170240
1138,5612,5171050,6212,5171050
1138,5612,5172050,6212,5172050
1138,5612,5173050,6212,5173050
1138,5612,5173700,6212,5173700
1138,5612,5174700,6212,5174700
1138,5612,5175700,6212,5175700
1138,5612,5176510,6212,5176510
1138,5612,5176830,6212,5176830
1138,5612,5177640,6212,5177640
1139,5620,5178450,6212,5178450
1139,5620,5179450,6212,5179450
1139,5620,5180450,6212,5180450
1139,5620,5181450,6212,5181450
1139,5620,5182450,6212,5182450
1139,5620,5182450,6212,5182450
1139,5620,5183450,6212,5183450
1139,5620,5184100,6212,5184100
1139,5620,5185100,6212,5185100
1139,5620,5185100,6212,5185100
1140,5628,5186100,6212,5186100
1140,5628,5187100,6212,5187100
1140,5628,5187750,6212,5187750
1140,5628,5188220,6212,5188220
1140,5628,5189220,6212,5189220
1140,5628,5189220,6212,5189220
1140,5628,5189690,6212,5189690
1140,5628,5190690,6212,5190690
1140,5628,5191690,6212,5191690
1140,5628,5192690,6212,5192690
1141,5636,5193690,6212,5193690
1141,5636,5194690,6212,5194690
1141,5636,5195280,6212,5195280
1141,5636,5196280,6212,5196280
1141,5636,5197280,6212,5197280
1141,5636,5198280,6212,5198280
1141,5636,5199280,6212,5199280
1141,5636,5200280,6212,5200280
1142,5644,5201280,6212,5201280
1142,5644,5202090,6212,5202090
1142,5644,5202410,6212,5202410
1143,5652,5210410,6212,5210410
1143,5652,5211410,6212,5211410
1143,5652,5212410,6212,5212410
1143,5652,5213410,6212,5213410
1143,5652,5214410,6212,5214410
1143,5652,5215410,6212,5215410
1143,5652,5215880,6212,5215880
1144,5660,5216880,6212,5216880
1144,5660,5216990,6212,5216990
1144,5660,5217990,6212,5217990
1145,5668,5225990,6212,5225990
1145,5668,5226460,6212,5226460
1145,5668,5227460,6212,5227460
1145,5668,5228460,6212,5228460
1145,5668,5228780,6212,5228780
1145,5668,5229240,6212,5229240
1145,5668,5230240,6212,5230240
1145,5668,5230240,6212,5230240
1145,5668,5230560,6212,5230560
1145,5668,5231560,6212,5231560
1145,5668,5232370,6212,5232370
1145,5668,5233180,6212,5233180
1146,5676,5233990,6212,5233990
1146,5676,5234990,6212,5234990
1146,5676,5235990,6212,5235990
1146,5676,5235990,6212,5235990
1146,5676,5236990,6212,5236990
1146,5676,5237990,6212,5237990
1146,5676,5238150,6212,5238150
1146,5676,5239150,6212,5239150
1146,5676,5240150,6212,5240150
1146,5676,5240620,6212,5240620
1147,5684,5241620,6212,5241620
1147,5684,5241620,6212,5241620
1147,5684,5241620,6212,5241620
1147,5684,5241940,6212,5241940
1147,5684,5242750,6212,5242750
1147,5684,5243750,6212,5243750
1147,5684,5244750,6212,5244750
1147,5684,5245560,6212,5245560
1147,5684,5245880,6212,5245880
1147,5684,5246880,6212,5246880
1147,5684,5247200,6212,5247200
1147,5684,5247520,6212,5247520
1147,5684,5248520,6212,5248520
1148,5692,5249520,6212,5249520
1148,5692,5249990,6212,5249990
1148,5692,5250990,6212,5250990
1148,5692,5251800,6212,5251800
1148,5692,5252610,6212,5252610
1148,5692,5252610,6212,5252610
1148,5692,5253610,6212,5253610
1148,5692,5253770,6212,5253770
1148,5692,5253770,6212,5253770
1148,5692,5254230,6212,5254230
1148,5692,5254690,6212,5254690
1148,5692,5255500,6212,5255500
1149,5700,5256500,6212,5256500
1149,5700,5257310,6212,5257310
1149,5700,5257770,6212,5257770
1149,5700,5258240,6212,5258240
1149,5700,5259240,6212,5259240
1149,5700,5259240,6212,5259240
1149,5700,5259830,6212,5259830
1149,5700,5260830,6212,5260830
1149,5700,5261830,6212,5261830
1149,5700,5262640,6212,5262640
1149,5700,5263110,6212,5263110
1150,5708,5264110,6212,5264110
1150,5708,5264340,6212,5264340
1150,5708,5264810,6212,5264810
1150,5708,5265280,6212,5265280
1150,5708,5265750,6212,5265750
1150,5708,5266750,6212,5266750
1150,5708,5267210,6212,5267210
1150,5708,5268210,6212,5268210
1150,5708,5268370,6212,5268370
1150,5708,5269370,6212,5269370
1150,5708,5270370,6212,5270370
1151,5716,5271370,6212,5271370
1151,5716,5271370,6212,5271370
1151,5716,5271370,6212,5271370
1151,5716,5272020,6212,5272020
