ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3ea7-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3ea7-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3ea7-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3ea7-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3ea7-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
384775.62,17.16,4.89,327948.84,14.62
384567.96,17.16,4.89,327897.75,14.63
384376.9,17.16,4.89,328055.81,14.64
384152.63,17.15,4.89,327843.14,14.64
384237.64,17.17,4.91,327975.03,14.66
384237.64,17.17,4.91,327975.03,14.66
384382.64,17.18,4.92,327646.76,14.65
384382.64,17.18,4.92,327626.46,14.65
384089.03,17.17,4.91,327306.52,14.63
383930.38,17.17,4.91,327021.64,14.63
383930.38,17.17,4.91,327020.69,14.63
383982.14,17.18,4.92,326995.7,14.63
383963.28,17.19,4.92,327504.76,14.66
383772.22,17.19,4.92,327348.99,14.66
383547.95,17.18,4.92,327286.67,14.66
383632.97,17.2,4.94,327036.22,14.67
383449.23,17.2,4.94,326780.72,14.66
383250.49,17.2,4.93,326689.38,14.66
383091.84,17.2,4.93,327114.23,14.68
383143.59,17.2,4.94,326687.15,14.67
382935.93,17.2,4.94,326570.11,14.67
382744.87,17.2,4.94,326828.45,14.69
383056.86,17.22,4.95,326992.62,14.7
382610.6,17.2,4.94,326662.13,14.69
381593.18,17.22,4.95,325850.73,14.7
381593.18,17.22,4.95,325850.22,14.7
381335.8,17.24,4.97,325441.59,14.71
381685.65,17.26,4.99,326919.75,14.78
381442.79,17.25,4.99,326946.7,14.79
381711.55,17.27,5.01,326946.13,14.79
381565.44,17.27,5.01,326539.48,14.78
381375.43,17.27,5.01,327257.54,14.82
381185.42,17.27,5.0,326768.8,14.8
380168.0,17.29,5.02,325957.39,14.82
380472.55,17.3,5.04,325755.72,14.82
379455.13,17.32,5.06,324944.32,14.83
379723.89,17.34,5.08,324865.46,14.84
379546.42,17.34,5.08,324772.14,14.84
379553.34,17.35,5.08,325412.95,14.87
379371.18,17.34,5.08,325032.63,14.86
379059.28,17.33,5.07,324833.63,14.86
379064.35,17.34,5.08,324479.24,14.84
378911.97,17.34,5.08,325137.4,14.88
379050.7,17.35,5.09,324866.15,14.87
378741.96,17.34,5.08,325553.18,14.91
378793.72,17.35,5.09,324939.55,14.88
379133.0,17.37,5.1,324483.14,14.87
378941.01,17.37,5.1,325199.67,14.91
378706.98,17.37,5.1,325071.44,14.91
378388.24,17.35,5.09,324700.78,14.89
379039.95,17.39,5.12,324641.32,14.89
378376.77,17.39,5.13,325003.89,14.94
378258.54,17.39,5.13,324653.72,14.93
378053.19,17.39,5.13,324689.94,14.94
378763.56,17.43,5.16,324792.67,14.95
378763.56,17.43,5.16,324792.67,14.95
378579.82,17.43,5.16,324445.32,14.94
378212.34,17.43,5.16,324669.09,14.96
378100.37,17.43,5.17,324458.98,14.96
378081.52,17.44,5.17,324248.79,14.95
377890.46,17.43,5.17,324099.62,14.95
377666.19,17.43,5.17,324512.58,14.98
377751.2,17.45,5.19,324310.34,14.98
377567.46,17.45,5.19,324006.64,14.98
377408.81,17.45,5.19,324411.45,15.0
377287.79,17.46,5.19,324085.68,14.99
377556.55,17.48,5.21,324085.1,15.0
377407.31,17.47,5.21,323885.0,14.99
377402.62,17.48,5.21,324009.77,15.0
377402.62,17.48,5.21,324031.15,15.01
377256.51,17.48,5.21,323624.5,14.99
377256.51,17.48,5.21,323609.53,14.99
377066.5,17.48,5.21,324311.79,15.03
377318.1,17.49,5.23,324064.03,15.02
377028.48,17.48,5.22,323710.9,15.01
376011.05,17.5,5.24,322899.5,15.03
376002.23,17.51,5.24,324492.05,15.11
375871.1,17.51,5.25,324605.01,15.12
375871.1,17.51,5.25,324625.53,15.12
376056.17,17.52,5.26,324681.82,15.13
376324.92,17.54,5.28,324748.72,15.14
376110.52,17.54,5.28,323928.65,15.11
376368.39,17.56,5.29,323549.56,15.09
376184.65,17.56,5.29,323388.18,15.09
376189.72,17.57,5.3,323899.95,15.12
376406.49,17.58,5.32,323687.4,15.12
376198.83,17.58,5.31,323324.19,15.11
376198.83,17.58,5.31,323341.09,15.11
375916.37,17.6,5.33,322832.93,15.11
375694.0,17.59,5.33,322655.86,15.11
375691.75,17.6,5.33,323489.36,15.15
375656.28,17.6,5.34,323672.06,15.17
375544.32,17.6,5.34,323675.83,15.17
375665.39,17.62,5.35,323988.74,15.19
375665.39,17.62,5.35,323988.74,15.19
375484.09,17.62,5.35,323751.03,15.19
375484.09,17.62,5.35,323751.03,15.19
375484.09,17.62,5.35,323736.92,15.19
375250.06,17.61,5.35,323686.33,15.19
375041.32,17.6,5.34,323263.18,15.17
375244.07,17.62,5.36,322761.71,15.16
375512.83,17.64,5.38,322731.98,15.16
375329.09,17.64,5.38,322316.86,15.15
374875.15,17.63,5.36,321979.28,15.14
374880.22,17.63,5.37,322477.18,15.17
374721.57,17.63,5.37,322141.0,15.16
374339.96,17.62,5.36,322018.92,15.16
374202.91,17.62,5.36,321803.84,15.15
374005.93,17.62,5.36,322200.05,15.18
373894.32,17.62,5.36,321795.83,15.17
373581.11,17.62,5.35,321680.66,15.17
373849.87,17.64,5.37,321696.2,15.18
373666.13,17.64,5.37,321343.29,15.17
372648.7,17.66,5.39,320531.89,15.19
372648.7,17.66,5.39,320531.89,15.19
372648.7,17.66,5.39,320548.79,15.19
372464.97,17.66,5.39,320380.21,15.19
372306.16,17.65,5.39,320221.4,15.18
371611.73,17.65,5.39,320058.68,15.2
371576.27,17.66,5.39,320087.85,15.21
371845.02,17.68,5.41,319982.72,15.21
371990.02,17.69,5.43,319664.38,15.2
370972.6,17.71,5.44,318852.97,15.22
370820.22,17.71,5.45,319423.13,15.26
370630.21,17.71,5.44,319201.28,15.25
370630.21,17.71,5.44,319174.57,15.25
370509.19,17.71,5.45,318863.27,15.24
370300.45,17.7,5.44,318651.65,15.24
370710.23,17.73,5.46,320303.2,15.32
370978.99,17.75,5.48,320198.07,15.32
370795.25,17.75,5.48,319861.65,15.31
370611.51,17.75,5.48,320294.02,15.34
370452.85,17.75,5.48,320007.65,15.33
370736.12,17.77,5.5,320208.25,15.35
370970.06,17.78,5.52,319946.48,15.34
370970.06,17.78,5.52,319973.47,15.34
370588.45,17.77,5.5,319732.18,15.33
370839.0,17.78,5.52,320583.09,15.37
369821.58,17.8,5.54,319771.68,15.39
368804.16,17.82,5.56,318960.28,15.42
368603.77,17.82,5.56,318787.05,15.41
368788.02,17.84,5.58,318262.35,15.4
368873.03,17.86,5.6,318060.11,15.4
367855.61,17.88,5.62,317248.7,15.42
366838.19,17.9,5.64,316437.3,15.44
366654.45,17.9,5.64,316133.59,15.44
366495.8,17.9,5.64,316566.72,15.46
366358.75,17.9,5.64,316189.33,15.45
366297.89,17.91,5.65,316949.14,15.5
366466.41,17.93,5.66,316600.22,15.49
366735.17,17.95,5.68,316705.46,15.5
365753.99,17.97,5.71,315966.17,15.53
365023.33,17.94,5.68,315194.08,15.5
364839.59,17.94,5.68,314864.83,15.49
364655.85,17.94,5.68,314582.9,15.48
364497.19,17.95,5.68,314953.4,15.51
363815.4,17.92,5.66,314281.61,15.48
363867.15,17.93,5.67,314055.68,15.48
363659.49,17.93,5.66,313834.01,15.47
363468.43,17.93,5.66,314052.01,15.49
363432.97,17.93,5.67,313949.46,15.49
364143.33,17.97,5.71,314055.03,15.5
364143.33,17.97,5.71,314028.03,15.5
364148.4,17.98,5.72,313723.46,15.49
363964.66,17.98,5.72,314104.35,15.52
363964.66,17.98,5.72,314135.01,15.52
363964.66,17.98,5.72,314135.01,15.52
363806.0,17.98,5.72,313873.17,15.51
363424.4,17.97,5.7,313531.74,15.5
363728.95,17.99,5.72,314586.0,15.56
363551.49,17.99,5.72,313987.11,15.53
363420.36,17.99,5.72,313692.64,15.53
363505.38,18.01,5.75,313873.1,15.55
363763.24,18.03,5.76,313580.47,15.54
363387.44,18.01,5.75,313259.41,15.53
363203.7,18.01,5.75,313038.61,15.52
363079.55,18.01,5.74,313324.64,15.54
362823.01,18.0,5.74,313537.8,15.56
362685.96,18.01,5.74,313053.89,15.54
362478.3,18.01,5.74,312968.87,15.55
362747.05,18.03,5.76,312984.42,15.55
362563.31,18.03,5.76,312531.9,15.54
362225.04,18.01,5.75,312203.37,15.53
362225.04,18.01,5.75,312203.37,15.53
362222.79,18.02,5.76,312687.68,15.56
362480.66,18.04,5.77,313225.07,15.59
362247.73,18.03,5.77,312905.32,15.57
362089.08,18.03,5.77,312638.17,15.57
362280.77,18.05,5.78,313528.11,15.62
361960.77,18.03,5.77,313208.11,15.6
361944.97,18.04,5.78,313430.83,15.62
361786.17,18.03,5.77,313279.44,15.62
362054.92,18.06,5.79,313278.86,15.62
361871.18,18.06,5.79,313467.53,15.64
361718.8,18.06,5.79,313245.21,15.64
361683.34,18.06,5.8,313215.87,15.64
361934.93,18.08,5.82,313012.31,15.64
361797.88,18.08,5.82,313216.18,15.65
360780.46,18.1,5.84,312404.78,15.68
360647.25,18.1,5.84,312036.62,15.66
359629.83,18.12,5.86,311223.73,15.68
359589.64,18.13,5.86,312240.46,15.74
359688.16,18.14,5.87,311242.59,15.7
359548.16,18.13,5.87,311102.59,15.69
359268.44,18.13,5.86,311384.4,15.71
359299.06,18.14,5.87,310694.99,15.68
359038.85,18.13,5.87,310869.71,15.7
359307.61,18.15,5.89,310853.76,15.71
359123.87,18.15,5.89,310432.73,15.69
358106.45,18.18,5.91,309621.33,15.72
357922.71,18.18,5.91,310034.01,15.74
357764.05,18.18,5.91,309643.97,15.73
357627.0,18.18,5.91,309604.79,15.74
357860.94,18.2,5.93,309976.44,15.76
357509.54,18.18,5.92,309959.33,15.76
357706.75,18.2,5.94,310052.16,15.78
357252.82,18.19,5.92,309495.33,15.76
356235.39,18.21,5.94,308683.93,15.78
356692.96,18.24,5.97,308834.04,15.79
356692.96,18.24,5.97,308834.04,15.79
355675.54,18.26,6.0,308022.64,15.82
354658.12,18.29,6.02,307211.23,15.84
354663.19,18.29,6.03,306929.64,15.83
354479.45,18.29,6.03,306578.39,15.82
354320.79,18.29,6.03,307011.45,15.85
353303.37,18.32,6.05,306200.05,15.88
353303.37,18.32,6.05,306200.05,15.88
353303.37,18.32,6.05,306271.4,15.88
353166.32,18.32,6.05,305973.46,15.87
353147.46,18.33,6.06,305748.32,15.87
353145.22,18.33,6.07,306415.83,15.91
352850.18,18.32,6.06,306112.93,15.89
352625.9,18.32,6.05,305868.79,15.89
352894.66,18.34,6.08,305839.06,15.9
353152.52,18.36,6.1,305456.32,15.88
353152.52,18.36,6.1,305475.55,15.88
352770.92,18.35,6.08,306077.7,15.92
352618.54,18.35,6.08,305748.46,15.91
352428.53,18.35,6.08,305350.12,15.9
352428.53,18.35,6.08,305350.12,15.9
352898.71,18.37,6.11,306470.38,15.96
352525.03,18.36,6.09,305646.76,15.92
352312.02,18.36,6.09,305359.43,15.91
352642.01,18.38,6.11,306264.85,15.96
352771.8,18.39,6.13,306156.18,15.96
353040.56,18.42,6.15,306126.45,15.97
353040.56,18.42,6.15,306107.22,15.97
352856.82,18.42,6.15,305761.66,15.96
352687.47,18.41,6.14,305696.18,15.96
352945.33,18.43,6.16,306223.73,15.99
352595.08,18.41,6.15,305905.63,15.97
352855.01,18.43,6.17,305569.94,15.96
352717.96,18.43,6.17,306123.3,16.0
352338.02,18.42,6.15,305895.79,15.99
352160.56,18.42,6.15,305545.06,15.98
352335.12,18.44,6.17,306110.64,16.02
351903.84,18.42,6.16,305578.06,16.0
352172.59,18.45,6.18,305644.97,16.01
351988.85,18.45,6.18,305287.58,16.0
352246.72,18.46,6.2,305104.49,15.99
352088.07,18.47,6.2,305478.08,16.02
351951.02,18.47,6.2,305066.77,16.01
352126.3,18.48,6.22,305819.85,16.05
352126.3,18.48,6.22,305819.85,16.05
351842.33,18.47,6.21,305515.77,16.04
351842.33,18.47,6.21,305536.28,16.04
351427.0,18.47,6.2,305182.68,16.04
351884.57,18.5,6.24,305332.79,16.05
351700.83,18.5,6.24,304972.08,16.04
351705.9,18.51,6.24,304699.95,16.04
351522.16,18.51,6.24,305135.16,16.07
350504.74,18.53,6.27,304323.75,16.09
350504.74,18.53,6.27,304325.32,16.09
350504.74,18.53,6.27,304305.94,16.09
350581.58,18.55,6.28,304133.97,16.09
350373.92,18.54,6.28,303772.66,16.08
350182.86,18.54,6.28,304292.28,16.11
349958.59,18.54,6.28,304081.33,16.11
349576.98,18.53,6.26,303832.55,16.1
349845.74,18.55,6.29,303831.97,16.11
349845.74,18.55,6.29,303831.97,16.11
350103.6,18.57,6.3,303420.07,16.09
349886.08,18.56,6.29,303219.38,16.08
349542.11,18.55,6.28,303930.25,16.13
349352.1,18.55,6.28,303175.99,16.09
349612.02,18.56,6.3,303130.32,16.1
349491.0,18.57,6.3,304703.97,16.19
349208.54,18.59,6.33,304320.36,16.2
348915.58,18.58,6.31,304019.55,16.19
348803.62,18.58,6.32,304206.16,16.21
348606.64,18.58,6.32,304011.12,16.21
348606.64,18.58,6.32,304011.12,16.21
348606.64,18.58,6.32,304011.12,16.21
348606.64,18.58,6.32,304011.12,16.21
348601.95,18.59,6.33,303361.37,16.18
348439.58,18.59,6.33,303149.61,16.18
348175.94,18.59,6.32,302942.01,16.17
348002.75,18.58,6.32,302111.87,16.13
348002.75,18.58,6.32,302111.87,16.13
348271.51,18.61,6.34,302006.74,16.13
348087.77,18.61,6.34,302290.6,16.16
347070.35,18.63,6.37,301479.2,16.18
347070.35,18.63,6.37,301479.2,16.18
346879.99,18.63,6.37,301972.31,16.22
347065.06,18.65,6.38,302017.95,16.23
346912.68,18.65,6.38,301538.16,16.21
347164.27,18.67,6.4,301522.52,16.21
346906.89,18.69,6.43,301113.89,16.22
346785.87,18.7,6.43,301163.29,16.24
346651.61,18.7,6.43,301040.9,16.24
346365.81,18.69,6.42,300778.5,16.23
346634.57,18.71,6.45,301108.34,16.25
346450.83,18.71,6.45,300333.65,16.22
345969.95,18.71,6.44,300395.16,16.24
345848.93,18.71,6.44,300364.52,16.25
345696.55,18.71,6.45,300451.66,16.26
345506.54,18.71,6.45,300558.27,16.28
345372.27,18.71,6.45,301216.51,16.32
345372.27,18.71,6.45,301196.21,16.32
345251.25,18.72,6.45,301008.03,16.32
345251.25,18.72,6.45,301029.41,16.32
345520.01,18.74,6.48,300839.78,16.32
345336.27,18.74,6.48,300586.01,16.31
345334.72,18.75,6.49,300048.15,16.29
345077.91,18.74,6.47,299773.61,16.28
344925.53,18.74,6.48,300332.77,16.32
345177.12,18.76,6.49,300064.65,16.31
345177.12,18.76,6.49,300049.67,16.31
345040.07,18.76,6.5,299703.11,16.3
344757.61,18.79,6.52,299319.5,16.31
344549.95,18.79,6.52,299839.36,16.35
344545.26,18.79,6.53,300365.41,16.38
344433.53,18.8,6.53,300039.71,16.38
344218.32,18.8,6.53,300063.06,16.39
344195.63,18.8,6.54,299767.46,16.38
344195.63,18.8,6.54,299767.46,16.38
343178.21,18.83,6.57,298956.06,16.4
342944.18,18.83,6.56,298722.94,16.4
343273.82,18.85,6.59,298595.25,16.4
343273.82,18.85,6.59,298595.25,16.4
343066.16,18.85,6.59,298894.95,16.42
343063.91,18.86,6.59,298901.57,16.43
342839.64,18.86,6.59,298860.12,16.44
343297.2,18.89,6.63,299010.23,16.45
343113.46,18.89,6.63,298694.11,16.45
342880.54,18.88,6.62,298525.69,16.44
342696.8,18.88,6.62,298197.37,16.43
342513.06,18.88,6.62,298456.35,16.45
342842.7,18.91,6.64,298289.9,16.45
342635.04,18.9,6.64,298111.55,16.45
342632.79,18.91,6.65,298725.77,16.49
342408.51,18.91,6.65,298587.32,16.49
342408.51,18.91,6.65,298587.32,16.49
342866.08,18.94,6.68,298737.44,16.51
342682.34,18.94,6.68,298421.31,16.5
341664.92,18.97,6.71,297609.9,16.53
341381.52,18.96,6.69,297340.41,16.51
341381.52,18.96,6.69,297357.15,16.51
341222.71,18.95,6.69,297210.5,16.51
341227.78,18.96,6.7,296893.79,16.5
341044.04,18.96,6.7,297288.91,16.53
340932.08,18.97,6.7,296997.51,16.52
340724.41,18.97,6.7,297243.63,16.54
340533.35,18.96,6.7,297063.74,16.54
340497.89,18.97,6.71,297080.83,16.55
340116.28,18.96,6.69,296812.69,16.54
340116.28,18.96,6.69,296812.69,16.54
340385.04,18.98,6.72,296670.99,16.54
340201.3,18.98,6.72,296374.94,16.54
340201.3,18.98,6.72,296374.94,16.54
340201.3,18.98,6.72,296354.64,16.53
340201.3,18.98,6.72,296354.64,16.53
340017.56,18.98,6.72,296836.62,16.57
339858.91,18.98,6.72,296563.28,16.56
339910.67,18.99,6.73,296410.96,16.56
339910.67,18.99,6.73,296433.73,16.57
339703.0,18.99,6.73,296219.65,16.56
339511.94,18.99,6.73,296425.72,16.58
339737.61,19.01,6.75,296557.7,16.59
339737.61,19.01,6.75,296557.7,16.59
339628.8,19.01,6.74,296449.27,16.59
339897.56,19.03,6.77,296380.6,16.6
339713.82,19.03,6.77,296004.42,16.58
339713.82,19.03,6.77,296004.96,16.58
339713.82,19.03,6.77,296005.12,16.58
339561.44,19.03,6.77,296009.68,16.59
339412.06,19.03,6.76,295945.97,16.59
339655.32,19.05,6.78,296424.6,16.62
339444.76,19.04,6.77,296194.68,16.61
339210.23,19.03,6.76,295875.46,16.6
339261.99,19.04,6.77,295659.83,16.59
339084.52,19.04,6.78,296396.21,16.64
338802.06,19.07,6.8,296012.6,16.66
338670.93,19.07,6.81,295437.06,16.64
338670.93,19.07,6.81,295437.06,16.64
338356.53,19.06,6.8,295350.32,16.64
338244.57,19.07,6.8,295177.58,16.64
338047.59,19.07,6.8,295257.08,16.65
338047.59,19.07,6.8,295257.08,16.65
338034.66,19.08,6.81,295374.7,16.67
338034.66,19.08,6.81,295374.7,16.67
337810.38,19.07,6.81,295099.18,16.66
338079.14,19.1,6.84,295166.09,16.68
337711.66,19.1,6.84,294593.23,16.66
338064.18,19.12,6.86,294656.47,16.67
337761.69,19.11,6.85,295149.49,16.7
337624.64,19.12,6.85,294823.87,16.69
337416.97,19.11,6.85,294481.68,16.68
337225.92,19.11,6.85,294727.64,16.71
337001.64,19.11,6.85,294477.77,16.7
337270.4,19.14,6.87,294544.68,16.71
337086.66,19.14,6.87,294240.79,16.71
336902.92,19.14,6.87,293971.83,16.7
336744.27,19.14,6.88,294342.33,16.73
336796.03,19.15,6.89,294116.4,16.73
336588.36,19.15,6.89,293863.09,16.72
336838.91,19.17,6.91,294440.99,16.76
336614.63,19.17,6.9,294202.23,16.75
336332.17,19.2,6.93,293694.06,16.76
336409.02,19.21,6.95,293662.03,16.77
336201.35,19.21,6.94,293613.19,16.78
336010.3,19.21,6.94,293801.11,16.8
335786.02,19.21,6.94,293565.31,16.79
336243.59,19.24,6.98,293715.42,16.81
336243.59,19.24,6.98,293715.42,16.81
335871.98,19.23,6.96,293437.93,16.8
335877.05,19.24,6.97,293156.33,16.79
335693.31,19.24,6.97,292805.08,16.78
335509.57,19.24,6.97,293240.29,16.81
335397.61,19.24,6.98,292921.92,16.8
334998.89,19.24,6.98,293096.9,16.83
334774.61,19.24,6.97,292820.22,16.83
335043.37,19.27,7.0,292868.19,16.84
334859.63,19.27,7.0,292484.81,16.83
334675.89,19.27,7.0,292314.27,16.83
334492.15,19.27,7.0,292635.62,16.86
334380.19,19.27,7.01,292403.5,16.85
334614.13,19.29,7.03,292223.91,16.85
334243.21,19.27,7.01,292623.1,16.87
334080.84,19.28,7.01,292344.73,16.87
333817.19,19.27,7.01,292068.82,16.86
333559.81,19.3,7.04,291660.18,16.88
333880.4,19.33,7.06,292703.62,16.94
334149.15,19.35,7.09,292701.56,16.95
333131.73,19.38,7.12,291890.16,16.98
332947.99,19.38,7.12,291542.06,16.97
332795.61,19.39,7.12,292200.74,17.02
332771.41,19.39,7.13,291613.67,16.99
332768.23,19.4,7.14,291269.86,16.98
331750.81,19.43,7.17,290458.46,17.02
331750.81,19.43,7.17,290458.46,17.02
331750.81,19.43,7.17,290458.46,17.02
331547.51,19.43,7.16,290874.89,17.04
330530.09,19.46,7.19,290063.48,17.08
330455.25,19.46,7.2,289906.72,17.07
330648.19,19.48,7.22,289291.05,17.04
330511.14,19.48,7.22,289075.22,17.04
330314.16,19.48,7.22,289783.75,17.09
330202.54,19.49,7.22,289534.54,17.09
329915.19,19.48,7.22,289195.31,17.08
330372.75,19.52,7.25,289345.43,17.1
330189.02,19.52,7.26,288852.64,17.08
330005.28,19.52,7.26,289225.28,17.11
329821.54,19.52,7.26,288943.08,17.1
329709.57,19.53,7.26,289018.64,17.12
330109.14,19.55,7.29,289169.62,17.13
329794.28,19.54,7.27,288885.15,17.12
329612.98,19.54,7.28,288608.55,17.11
329567.75,19.55,7.28,289056.23,17.14
329836.51,19.57,7.31,289034.02,17.15
329652.77,19.58,7.31,288649.93,17.14
329469.03,19.58,7.31,289127.23,17.18
329469.03,19.58,7.31,289127.23,17.18
329751.98,19.6,7.33,288947.91,17.17
329803.74,19.61,7.35,288826.72,17.17
329596.08,19.61,7.35,288517.41,17.17
329405.02,19.61,7.35,288527.26,17.18
329509.49,19.62,7.36,289238.58,17.23
329509.49,19.62,7.36,289239.24,17.23
329130.81,19.61,7.34,288814.05,17.21
329399.56,19.63,7.37,288880.96,17.22
329215.82,19.64,7.37,288369.2,17.2
329215.82,19.64,7.37,288369.2,17.2
329063.44,19.64,7.37,288924.39,17.24
328873.43,19.64,7.37,288595.83,17.23
328873.43,19.64,7.37,288595.83,17.23
328925.19,19.65,7.39,288392.33,17.23
327907.77,19.68,7.42,287580.93,17.26
327710.79,19.68,7.42,287462.89,17.27
327710.79,19.68,7.42,287462.89,17.27
327697.85,19.69,7.43,287804.78,17.3
327662.39,19.7,7.44,287741.73,17.3
327931.15,19.73,7.46,287711.99,17.31
327747.41,19.73,7.46,287296.87,17.29
327379.93,19.73,7.47,287177.18,17.31
327709.57,19.76,7.49,287661.61,17.34
327501.9,19.76,7.49,287149.32,17.32
327279.53,19.75,7.48,286895.38,17.31
326262.11,19.78,7.51,286083.98,17.34
326071.06,19.78,7.52,286473.46,17.38
326071.06,19.78,7.52,286473.46,17.38
325846.78,19.78,7.51,286298.39,17.38
326115.54,19.81,7.54,286193.26,17.38
326115.54,19.81,7.54,286193.26,17.38
325931.8,19.81,7.54,285853.53,17.37
325779.42,19.81,7.55,286296.7,17.41
325779.42,19.81,7.55,286296.7,17.41
325397.81,19.79,7.53,285923.3,17.39
325536.54,19.81,7.54,285756.68,17.39
325588.3,19.82,7.56,285510.74,17.38
325588.3,19.82,7.56,285510.74,17.38
325588.3,19.82,7.56,285510.74,17.38
325377.82,19.81,7.55,285312.16,17.37
325170.16,19.81,7.55,285233.31,17.38
325058.43,19.82,7.55,285848.87,17.43
325327.19,19.85,7.58,285954.11,17.44
325327.19,19.85,7.58,285933.81,17.44
325406.54,19.86,7.59,285866.86,17.44
325406.54,19.86,7.59,285866.86,17.44
325222.8,19.86,7.59,285524.64,17.43
325039.06,19.86,7.59,285255.68,17.43
324021.64,19.89,7.63,284444.27,17.46
324021.64,19.89,7.63,284444.27,17.46
324399.24,19.92,7.66,284613.78,17.48
323381.82,19.96,7.69,283802.37,17.51
323244.77,19.96,7.7,283718.02,17.52
323037.11,19.96,7.7,284285.25,17.57
322855.81,19.96,7.7,284100.57,17.56
322765.52,19.97,7.7,284007.41,17.57
322850.53,20.0,7.73,284139.3,17.6
322666.79,20.0,7.73,283762.57,17.59
322483.05,20.0,7.74,283447.32,17.58
322483.05,20.0,7.74,283447.32,17.58
322371.09,20.01,7.74,283719.59,17.61
322352.23,20.01,7.75,283382.2,17.59
322352.23,20.01,7.75,283382.2,17.59
322352.23,20.01,7.75,283388.59,17.6
322161.18,20.01,7.75,283326.88,17.6
322125.71,20.02,7.76,283577.03,17.63
322583.28,20.06,7.8,283727.15,17.64
322399.54,20.06,7.8,283215.94,17.62
322665.73,20.08,7.82,283686.55,17.66
322295.8,20.07,7.8,283665.91,17.66
322578.75,20.09,7.83,283404.35,17.65
322441.7,20.09,7.83,283119.61,17.64
322441.7,20.09,7.83,283140.12,17.65
322422.84,20.1,7.84,283731.82,17.69
322165.47,20.14,7.87,283323.18,17.71
322163.22,20.15,7.88,283260.15,17.71
321938.94,20.15,7.88,283255.73,17.73
321557.34,20.13,7.86,283085.65,17.72
321609.1,20.14,7.88,282954.09,17.72
321431.63,20.14,7.88,283058.34,17.74
321272.82,20.14,7.87,282899.34,17.73
320255.4,20.17,7.91,282087.94,17.77
320340.42,20.2,7.94,281885.69,17.78
319323.0,20.24,7.98,281074.29,17.82
319141.11,20.24,7.98,280920.63,17.82
318957.37,20.24,7.98,280616.93,17.81
318798.72,20.25,7.98,281002.13,17.85
319197.93,20.28,8.01,280810.19,17.84
319197.93,20.28,8.01,280827.07,17.84
318990.27,20.28,8.01,280634.88,17.84
318799.21,20.28,8.01,281017.83,17.87
318763.74,20.29,8.02,281053.42,17.89
319032.5,20.32,8.05,281158.65,17.9
318848.76,20.32,8.05,280704.74,17.89
318665.02,20.32,8.05,281095.63,17.92
318506.37,20.32,8.06,280875.51,17.92
318178.79,20.31,8.04,280539.33,17.9
318230.55,20.32,8.05,280214.93,17.89
318033.57,20.32,8.06,280182.26,17.9
318020.64,20.33,8.06,280533.66,17.93
317796.36,20.33,8.06,280259.14,17.93
317513.9,20.36,8.1,279875.53,17.95
316496.48,20.4,8.14,279064.12,17.99
315479.06,20.44,8.18,278252.72,18.03
315479.06,20.44,8.18,278252.72,18.03
315367.09,20.45,8.18,278471.13,18.06
315159.43,20.45,8.18,278087.9,18.04
314968.37,20.45,8.18,277929.46,18.04
314968.37,20.45,8.18,277929.48,18.04
315185.7,20.47,8.2,278278.9,18.07
315454.46,20.5,8.23,278236.64,18.08
315454.46,20.5,8.23,278236.85,18.08
315270.72,20.5,8.24,277872.81,18.07
315086.98,20.5,8.24,278329.71,18.11
314928.33,20.51,8.24,278013.21,18.1
314791.28,20.51,8.24,277722.76,18.09
314673.04,20.52,8.25,278507.79,18.16
314671.49,20.53,8.26,278037.2,18.14
314279.89,20.51,8.24,277633.25,18.12
314457.56,20.52,8.26,277732.24,18.13
314542.58,20.56,8.29,277530.0,18.14
314542.58,20.56,8.29,277509.48,18.14
314547.65,20.57,8.3,277217.39,18.13
314363.91,20.57,8.3,277370.63,18.15
314251.95,20.58,8.31,277203.22,18.15
314251.95,20.58,8.31,277226.52,18.15
313270.76,20.62,8.35,276487.23,18.2
312289.58,20.66,8.4,275747.95,18.25
312081.91,20.66,8.4,275713.29,18.26
312081.91,20.66,8.4,275698.31,18.25
312081.91,20.66,8.4,275698.34,18.25
311064.49,20.71,8.44,274886.93,18.3
310873.43,20.71,8.44,275040.51,18.32
310873.43,20.71,8.44,275057.39,18.32
310649.16,20.71,8.44,274815.5,18.32
310917.92,20.74,8.47,274710.37,18.32
310922.99,20.75,8.48,274454.41,18.32
310928.05,20.76,8.5,274332.77,18.32
310744.31,20.76,8.5,274727.89,18.36
309726.89,20.81,8.54,273916.48,18.4
309614.93,20.81,8.55,273625.09,18.39
309407.26,20.81,8.55,273395.03,18.39
309216.21,20.81,8.55,273786.75,18.43
