ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3ea7-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3ea7-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3ea7-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3ea7-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3ea7-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
816145.01,14.39,2.12,732056.39,12.91
816019.42,14.39,2.12,731854.84,12.9
815720.68,14.38,2.12,731629.01,12.9
814703.25,14.39,2.12,730817.61,12.91
814703.25,14.39,2.12,730817.61,12.91
814499.17,14.38,2.12,730596.12,12.9
813687.09,14.38,2.11,729103.58,12.88
813305.49,14.37,2.11,728722.29,12.88
813305.49,14.37,2.11,728722.29,12.88
813096.75,14.37,2.11,728516.37,12.88
813347.3,14.38,2.11,728502.84,12.88
813123.02,14.37,2.11,728531.68,12.88
812931.97,14.37,2.11,728356.8,12.88
812707.69,14.37,2.11,728170.39,12.88
812292.36,14.37,2.11,727804.94,12.88
812101.3,14.37,2.1,727630.05,12.87
811877.03,14.37,2.1,727443.65,12.87
811685.97,14.37,2.1,727183.98,12.87
811461.7,14.37,2.1,727082.35,12.87
811270.64,14.37,2.1,726907.47,12.87
810855.31,14.36,2.1,726546.17,12.87
810473.71,14.36,2.09,726229.57,12.86
810249.43,14.36,2.09,726043.17,12.86
810225.35,14.36,2.09,725537.25,12.86
809810.02,14.36,2.09,725175.96,12.85
809618.96,14.35,2.09,724916.29,12.85
809304.56,14.35,2.09,724534.1,12.85
808287.14,14.35,2.09,723722.69,12.85
808287.14,14.35,2.09,723722.69,12.85
807759.84,14.35,2.08,722645.77,12.84
807864.31,14.35,2.09,722867.75,12.84
807673.25,14.35,2.09,722683.06,12.84
807460.36,14.35,2.09,721997.36,12.83
807236.09,14.35,2.08,721820.77,12.83
806921.68,14.35,2.08,721429.53,12.83
806730.63,14.35,2.08,721169.87,12.82
806517.74,14.34,2.08,720484.18,12.81
806517.74,14.34,2.08,720484.18,12.81
806517.74,14.34,2.08,720484.18,12.81
805500.31,14.35,2.08,719672.77,12.82
804482.89,14.35,2.08,718861.37,12.82
804357.3,14.35,2.08,718654.86,12.82
804333.21,14.35,2.09,718148.94,12.81
803917.88,14.35,2.08,717787.65,12.81
803604.67,14.35,2.08,717406.65,12.81
802587.25,14.35,2.08,716595.24,12.81
802362.98,14.35,2.08,716493.62,12.81
802613.53,14.35,2.09,716480.08,12.81
802389.25,14.35,2.09,716573.62,12.82
802389.25,14.35,2.09,716573.62,12.82
802198.2,14.35,2.08,716398.73,12.81
802198.2,14.35,2.08,716398.73,12.81
801973.92,14.35,2.08,716212.33,12.81
801782.86,14.35,2.08,715952.66,12.81
801558.59,14.35,2.08,715851.03,12.81
801367.53,14.34,2.08,715676.15,12.81
800985.93,14.34,2.07,715294.85,12.81
800570.6,14.34,2.07,714933.56,12.8
800787.93,14.34,2.08,715123.76,12.81
800763.84,14.34,2.08,714617.84,12.8
800450.63,14.34,2.08,714236.84,12.8
799715.67,14.34,2.07,713588.84,12.79
799715.67,14.34,2.07,713588.84,12.79
799334.07,14.33,2.07,713272.24,12.79
799143.01,14.33,2.07,713012.57,12.79
799360.34,14.34,2.07,713352.24,12.79
799336.26,14.34,2.07,712846.32,12.79
798954.66,14.33,2.07,712465.02,12.78
798829.06,14.33,2.07,712263.48,12.78
798530.32,14.33,2.06,711969.87,12.77
798780.87,14.33,2.07,711956.34,12.78
798556.6,14.33,2.07,712049.87,12.78
798257.86,14.33,2.06,711756.13,12.77
797886.25,14.32,2.06,711384.84,12.77
797695.19,14.32,2.06,711132.92,12.77
797671.11,14.32,2.06,710626.99,12.76
797562.3,14.32,2.06,710518.19,12.76
797436.71,14.32,2.06,710316.64,12.76
797137.97,14.32,2.05,710022.9,12.75
796913.69,14.31,2.05,709913.53,12.75
796498.36,14.31,2.05,709552.24,12.75
796498.36,14.31,2.05,709552.24,12.75
796307.31,14.31,2.05,709300.32,12.75
796094.41,14.31,2.05,708614.62,12.74
796094.41,14.31,2.05,708614.62,12.74
795870.14,14.31,2.04,708505.26,12.74
795744.55,14.31,2.04,708298.75,12.74
794727.13,14.31,2.05,707487.35,12.74
794437.66,14.31,2.04,707197.88,12.74
794246.6,14.31,2.04,706938.21,12.73
794033.71,14.3,2.04,706252.52,12.72
793719.31,14.3,2.04,705861.29,12.72
793683.84,14.3,2.04,705945.47,12.72
793492.78,14.3,2.04,705770.58,12.72
793492.78,14.3,2.04,705770.58,12.72
793268.51,14.3,2.04,705584.17,12.72
793077.45,14.3,2.03,705324.51,12.72
792853.18,14.3,2.03,705222.88,12.72
792829.1,14.3,2.03,704716.96,12.71
792829.1,14.3,2.03,704716.96,12.71
792515.89,14.3,2.03,704335.96,12.71
792307.15,14.29,2.03,704132.35,12.7
792116.09,14.29,2.03,703873.81,12.7
791891.81,14.29,2.03,703771.06,12.7
791700.76,14.29,2.03,703586.37,12.7
791476.48,14.29,2.02,703409.77,12.7
791285.43,14.29,2.02,703225.08,12.7
791061.15,14.29,2.02,703048.48,12.7
791061.15,14.29,2.02,703048.48,12.7
791311.7,14.29,2.03,703034.95,12.7
791087.43,14.29,2.03,703063.79,12.7
790874.53,14.29,2.02,702378.1,12.69
790560.13,14.29,2.02,701986.86,12.69
790560.13,14.29,2.02,701986.86,12.69
790342.61,14.28,2.02,701817.57,12.68
789971.01,14.28,2.01,701510.97,12.68
790221.55,14.28,2.02,701497.44,12.68
789997.28,14.28,2.02,701590.97,12.68
789764.36,14.28,2.01,701332.61,12.68
789993.61,14.28,2.02,701118.67,12.68
789012.43,14.29,2.02,700379.39,12.68
789012.43,14.29,2.02,700379.39,12.68
788988.35,14.29,2.02,699873.46,12.67
788228.3,14.29,2.02,699038.83,12.67
788228.3,14.29,2.02,699038.83,12.67
788004.03,14.28,2.02,699311.2,12.68
787690.82,14.28,2.02,698930.2,12.67
787499.76,14.28,2.01,698755.31,12.67
787717.09,14.28,2.02,698945.51,12.68
787693.01,14.29,2.02,698439.59,12.67
787402.69,14.28,2.02,698149.86,12.66
787089.48,14.28,2.01,697768.86,12.66
786949.99,14.28,2.01,697689.87,12.66
786534.66,14.27,2.01,697328.58,12.66
785517.24,14.28,2.01,696517.18,12.66
784499.82,14.28,2.01,695705.77,12.66
784308.76,14.28,2.01,695453.85,12.66
784084.49,14.28,2.01,695344.48,12.66
783893.43,14.28,2.01,695159.79,12.66
783669.16,14.27,2.01,694983.19,12.66
783478.1,14.27,2.01,694808.3,12.66
783253.82,14.27,2.01,694621.9,12.66
783062.77,14.27,2.01,694447.01,12.66
783280.1,14.28,2.01,694637.21,12.66
783047.18,14.27,2.01,694465.97,12.66
783023.09,14.27,2.01,693960.05,12.65
783294.31,14.28,2.02,694119.6,12.65
783081.42,14.28,2.01,693351.59,12.64
782955.83,14.28,2.01,693231.49,12.64
782931.74,14.28,2.02,692725.57,12.64
782719.63,14.28,2.01,692517.95,12.63
782475.15,14.27,2.01,692323.41,12.63
782161.94,14.27,2.01,691942.41,12.62
781970.88,14.27,2.0,691767.52,12.62
781757.99,14.27,2.0,691081.82,12.61
781533.72,14.27,2.0,690895.42,12.61
781374.91,14.26,2.0,690744.59,12.61
781443.46,14.27,2.0,690742.8,12.61
780916.16,14.26,2.0,689665.88,12.6
780725.11,14.26,2.0,689481.18,12.6
780500.83,14.26,2.0,689304.58,12.59
780307.88,14.26,1.99,689105.14,12.59
780305.63,14.26,1.99,689045.71,12.59
780522.96,14.26,2.0,689255.46,12.6
780223.01,14.26,2.0,688949.45,12.59
780237.35,14.26,2.0,689904.95,12.61
779865.75,14.26,1.99,689647.6,12.61
779863.5,14.26,1.99,689588.16,12.61
779639.22,14.26,1.99,689472.2,12.61
779776.91,14.26,2.0,689366.5,12.61
779552.63,14.26,1.99,689434.64,12.61
779550.38,14.26,2.0,689375.2,12.61
779326.11,14.26,2.0,689238.86,12.61
779113.22,14.26,1.99,688553.16,12.6
779328.82,14.26,2.0,688691.93,12.61
779120.08,14.26,2.0,688488.19,12.6
778929.02,14.26,2.0,688232.85,12.6
778929.02,14.26,2.0,688232.85,12.6
779146.35,14.27,2.0,688568.2,12.61
778955.29,14.26,2.0,688308.69,12.6
777937.87,14.27,2.0,687497.28,12.61
777713.6,14.27,2.0,687391.34,12.61
777331.99,14.26,1.99,687010.04,12.6
777582.54,14.27,2.0,686996.51,12.6
777200.93,14.26,1.99,686756.48,12.6
776976.66,14.26,1.99,686708.75,12.6
777227.21,14.26,2.0,686695.22,12.6
777002.93,14.26,2.0,686724.06,12.61
776811.88,14.26,2.0,686549.17,12.6
776811.88,14.26,2.0,686549.17,12.6
776578.96,14.26,1.99,686377.93,12.6
776354.68,14.26,1.99,686191.53,12.6
776712.62,14.26,2.0,686078.72,12.6
776712.62,14.26,2.0,686078.72,12.6
776157.8,14.26,1.99,685370.07,12.59
775966.74,14.26,1.99,685195.18,12.59
775742.47,14.25,1.99,685008.78,12.59
775742.47,14.25,1.99,685008.78,12.59
775011.81,14.24,1.98,684205.99,12.57
774820.75,14.24,1.98,683954.07,12.57
774596.48,14.24,1.98,683844.7,12.57
774405.42,14.24,1.98,683585.03,12.57
773878.13,14.24,1.97,682508.11,12.55
774095.46,14.24,1.98,682848.97,12.56
773904.4,14.24,1.97,682674.08,12.56
772473.51,14.23,1.97,681220.73,12.55
772249.23,14.23,1.97,681034.33,12.55
772058.17,14.23,1.97,680778.99,12.55
771845.28,14.23,1.97,680093.29,12.54
771719.69,14.23,1.97,679886.79,12.54
771695.61,14.23,1.97,679380.87,12.53
771382.39,14.23,1.96,678999.86,12.52
771158.12,14.23,1.96,678893.92,12.53
770967.06,14.23,1.96,678709.23,12.52
771071.53,14.23,1.97,678856.36,12.53
771209.21,14.23,1.97,678750.67,12.53
770837.61,14.23,1.96,678378.18,12.52
770802.14,14.23,1.97,678563.55,12.53
770643.33,14.23,1.96,678404.93,12.52
770619.25,14.23,1.96,677899.01,12.52
770493.66,14.23,1.96,677697.46,12.52
770302.6,14.23,1.96,677445.54,12.51
770078.33,14.23,1.96,677336.17,12.51
769779.59,14.22,1.96,677042.43,12.51
769566.69,14.22,1.96,676356.74,12.5
769252.29,14.22,1.95,675965.51,12.49
769250.04,14.22,1.95,675906.07,12.49
768437.96,14.22,1.95,674413.53,12.48
768213.69,14.21,1.95,674277.18,12.48
768014.95,14.21,1.95,674150.15,12.47
767823.89,14.21,1.94,673898.23,12.47
767823.89,14.21,1.94,673898.23,12.47
767599.62,14.21,1.94,673788.86,12.47
767599.62,14.21,1.94,673788.86,12.47
766618.43,14.21,1.95,673049.57,12.48
766427.38,14.21,1.95,672874.68,12.48
766203.1,14.21,1.94,672688.28,12.47
766432.36,14.21,1.95,672474.35,12.47
766208.09,14.21,1.95,672746.79,12.48
766184.0,14.21,1.95,672240.87,12.47
765992.95,14.21,1.95,671985.52,12.47
765768.67,14.21,1.95,671879.58,12.47
765953.74,14.22,1.95,671987.1,12.47
765762.68,14.22,1.95,671845.91,12.47
765549.79,14.21,1.95,671160.22,12.46
765235.39,14.21,1.95,670768.99,12.46
765011.11,14.21,1.95,670548.88,12.46
765011.11,14.21,1.95,670548.88,12.46
765261.66,14.22,1.95,670535.35,12.46
765037.39,14.21,1.95,670628.88,12.46
764846.33,14.21,1.95,670453.99,12.46
764846.33,14.21,1.95,670453.99,12.46
764622.06,14.21,1.95,670267.59,12.46
764597.97,14.21,1.95,669761.67,12.45
763580.55,14.22,1.95,668950.27,12.45
763267.34,14.21,1.95,668569.26,12.45
763267.34,14.21,1.95,668569.26,12.45
763265.09,14.21,1.95,668509.83,12.45
763040.82,14.21,1.95,668393.78,12.45
762827.93,14.21,1.95,667708.08,12.44
762513.52,14.21,1.94,667316.85,12.43
762511.28,14.21,1.95,667257.41,12.44
762511.28,14.21,1.95,667257.41,12.44
762511.28,14.21,1.95,667240.32,12.44
762287.0,14.21,1.94,667124.27,12.44
762095.94,14.21,1.94,666864.61,12.43
761871.67,14.21,1.94,666762.98,12.43
761680.61,14.21,1.94,666507.63,12.43
761680.61,14.21,1.94,666527.24,12.43
761680.61,14.21,1.94,666527.24,12.43
761645.15,14.21,1.94,666607.09,12.43
761263.54,14.2,1.94,666225.8,12.43
761239.46,14.2,1.94,665719.88,12.42
760925.06,14.2,1.94,665333.6,12.42
760734.0,14.2,1.93,665073.94,12.41
760531.21,14.2,1.93,664868.04,12.41
760306.93,14.19,1.93,664766.42,12.41
760444.62,14.2,1.93,664660.72,12.41
760220.34,14.2,1.93,664729.07,12.41
760358.03,14.2,1.94,664623.37,12.41
759340.6,14.2,1.94,663811.97,12.42
759002.33,14.2,1.93,663483.45,12.41
759002.33,14.2,1.93,663483.45,12.41
759002.33,14.2,1.93,663483.45,12.41
759002.33,14.2,1.93,663483.45,12.41
758778.05,14.2,1.93,663551.8,12.41
758753.97,14.2,1.93,663045.87,12.41
758440.76,14.2,1.93,662664.87,12.4
758438.51,14.2,1.93,662605.43,12.4
758403.05,14.2,1.93,662634.59,12.41
758104.31,14.19,1.93,662340.65,12.4
757805.57,14.19,1.92,662046.7,12.4
757614.51,14.19,1.92,661794.78,12.39
756597.09,14.19,1.93,660983.38,12.4
756814.42,14.2,1.93,661315.41,12.4
756432.81,14.19,1.93,660934.01,12.4
756241.76,14.19,1.92,660749.31,12.4
756017.48,14.19,1.92,660572.72,12.4
756017.48,14.19,1.92,660572.72,12.4
756015.23,14.19,1.92,660581.99,12.4
755599.9,14.19,1.92,660220.69,12.4
755375.63,14.19,1.92,660015.64,12.39
755375.63,14.19,1.92,660015.64,12.39
755652.51,14.19,1.93,659344.81,12.38
755841.97,14.2,1.93,660102.02,12.4
755841.97,14.2,1.93,660102.02,12.4
754860.78,14.2,1.94,659362.73,12.4
754860.78,14.2,1.94,659362.73,12.4
754656.7,14.2,1.93,658642.74,12.39
754656.7,14.2,1.93,658642.74,12.39
754794.38,14.2,1.94,658537.04,12.39
754758.92,14.2,1.94,658722.42,12.4
754572.26,14.2,1.94,659440.18,12.41
754381.2,14.2,1.93,659255.49,12.41
754598.53,14.2,1.94,659455.49,12.41
754299.79,14.2,1.94,659229.66,12.41
754108.73,14.2,1.93,658970.0,12.41
754084.65,14.2,1.94,658464.07,12.4
753959.06,14.2,1.94,658262.52,12.4
753577.45,14.19,1.93,657945.92,12.39
753353.18,14.19,1.93,657844.3,12.39
752937.85,14.19,1.93,657483.01,12.39
752746.79,14.19,1.92,657223.34,12.39
752964.12,14.2,1.93,657563.12,12.4
752751.23,14.19,1.93,656877.43,12.39
752751.23,14.19,1.93,656877.43,12.39
752751.23,14.19,1.93,656877.43,12.39
752751.23,14.19,1.93,656877.43,12.39
752436.83,14.19,1.93,656486.2,12.38
752055.22,14.18,1.92,656104.79,12.37
751864.16,14.18,1.92,655849.44,12.37
752081.5,14.19,1.92,656184.79,12.38
751699.89,14.18,1.92,655803.5,12.37
751508.83,14.18,1.92,655618.81,12.37
751284.56,14.18,1.92,655442.21,12.37
751093.5,14.18,1.91,655182.54,12.37
750869.23,14.18,1.91,655080.92,12.37
750678.17,14.18,1.91,654906.03,12.37
750453.9,14.18,1.91,654719.62,12.37
750453.9,14.18,1.91,654719.62,12.37
750241.01,14.17,1.91,654033.93,12.36
750309.56,14.18,1.91,654032.14,12.36
750307.31,14.18,1.91,653972.7,12.36
749289.89,14.18,1.92,653161.3,12.36
749065.61,14.18,1.92,653024.95,12.36
748305.57,14.18,1.91,652190.32,12.36
748305.57,14.18,1.91,652190.32,12.36
748443.25,14.18,1.92,652084.62,12.35
748547.71,14.18,1.92,652494.56,12.36
748356.66,14.18,1.92,652234.89,12.36
748132.38,14.18,1.92,652133.27,12.36
747941.33,14.18,1.92,651955.68,12.36
746923.9,14.18,1.92,651144.27,12.36
746163.86,14.18,1.91,650309.64,12.36
745946.34,14.18,1.91,650095.73,12.35
745747.6,14.17,1.91,649822.17,12.35
745523.32,14.17,1.91,649634.3,12.35
744505.9,14.17,1.91,648822.9,12.35
744505.9,14.17,1.91,648822.9,12.35
744756.45,14.18,1.91,648809.37,12.35
744532.18,14.18,1.91,648902.96,12.36
743514.75,14.18,1.92,648091.55,12.36
742754.71,14.18,1.91,647256.92,12.35
742563.65,14.18,1.91,646997.26,12.35
742528.18,14.18,1.91,647081.43,12.35
742528.18,14.18,1.91,647081.43,12.35
742337.13,14.18,1.91,646826.09,12.35
742337.13,14.18,1.91,646826.09,12.35
741955.52,14.17,1.91,646444.74,12.35
742181.19,14.18,1.91,646790.47,12.35
741163.76,14.18,1.91,645977.59,12.36
740972.71,14.18,1.91,645790.19,12.36
740972.71,14.18,1.91,645790.19,12.36
740592.77,14.17,1.91,645408.51,12.35
740368.5,14.17,1.9,645230.45,12.35
740177.44,14.17,1.9,645045.76,12.35
740281.9,14.17,1.91,645192.9,12.35
739983.16,14.17,1.9,644960.92,12.35
739770.27,14.17,1.9,644275.23,12.34
739644.68,14.17,1.9,644068.73,12.34
739453.62,14.16,1.9,643893.84,12.33
739229.35,14.16,1.9,643707.44,12.33
739038.29,14.16,1.9,643455.51,12.33
739002.83,14.16,1.9,643511.65,12.33
738811.77,14.16,1.9,643247.82,12.33
738587.49,14.16,1.9,643146.19,12.33
737775.42,14.16,1.89,641653.66,12.31
737773.17,14.16,1.89,641594.22,12.31
737737.7,14.16,1.9,641623.38,12.32
737735.45,14.16,1.9,641563.94,12.32
737511.18,14.16,1.9,641447.89,12.32
737320.12,14.16,1.89,641185.18,12.31
737095.85,14.16,1.89,641082.43,12.31
737346.4,14.16,1.9,641068.9,12.31
737346.4,14.16,1.9,641068.9,12.31
736964.79,14.16,1.89,640828.87,12.31
736740.52,14.16,1.89,640781.14,12.31
736991.07,14.16,1.9,640765.69,12.31
736991.07,14.16,1.9,640765.69,12.31
735560.17,14.16,1.89,639312.34,12.3
735664.64,14.16,1.9,639587.64,12.31
735473.58,14.16,1.89,639327.97,12.31
735438.11,14.16,1.9,639412.15,12.31
735225.22,14.16,1.9,638726.46,12.3
734910.82,14.16,1.89,638335.23,12.3
734612.08,14.15,1.89,638041.49,12.29
733983.28,14.15,1.88,636723.17,12.27
733983.28,14.15,1.88,636723.17,12.27
733792.22,14.14,1.88,636471.25,12.27
733410.61,14.14,1.87,636232.62,12.26
733186.34,14.14,1.87,636123.25,12.26
732962.65,14.13,1.87,635473.11,12.25
732847.85,14.13,1.87,635231.05,12.25
732847.85,14.13,1.87,635231.05,12.25
732656.8,14.13,1.87,635043.66,12.25
731675.61,14.14,1.87,634304.37,12.26
731892.94,14.14,1.88,634502.91,12.26
732030.63,14.15,1.88,634395.03,12.26
731615.3,14.14,1.88,634033.73,12.26
731391.02,14.14,1.88,634061.98,12.26
730656.06,14.14,1.87,633413.98,12.26
730653.81,14.14,1.88,633354.54,12.26
730429.54,14.14,1.88,633218.19,12.26
730429.54,14.14,1.88,633218.19,12.26
730220.8,14.14,1.87,633011.52,12.25
730029.74,14.14,1.87,632751.86,12.25
730029.74,14.14,1.87,632751.86,12.25
729994.28,14.14,1.87,632836.04,12.26
729770.58,14.14,1.87,632185.9,12.25
729466.98,14.13,1.87,631759.11,12.24
729466.98,14.13,1.87,631759.11,12.24
729262.9,14.13,1.86,631548.54,12.24
729262.9,14.13,1.86,631548.54,12.24
729071.85,14.13,1.86,631373.66,12.23
728690.24,14.12,1.86,631057.05,12.23
728654.77,14.12,1.86,631036.16,12.23
727637.35,14.13,1.86,630224.75,12.23
727424.46,14.12,1.86,629539.06,12.22
726897.17,14.12,1.85,628462.14,12.21
727125.33,14.12,1.86,628644.64,12.21
727125.33,14.12,1.86,628644.64,12.21
726934.27,14.12,1.86,628389.3,12.21
727151.6,14.13,1.86,628724.65,12.22
727151.6,14.13,1.86,628724.65,12.22
727149.35,14.13,1.87,628733.92,12.22
726925.08,14.13,1.87,628528.86,12.22
726543.47,14.12,1.86,628147.57,12.21
726541.22,14.13,1.86,628088.13,12.21
726316.95,14.12,1.86,627951.78,12.21
726125.89,14.12,1.86,627776.89,12.21
725901.62,14.12,1.86,627590.49,12.21
725688.73,14.12,1.86,626822.47,12.2
725904.33,14.13,1.86,627043.56,12.2
725691.43,14.12,1.86,626357.87,12.19
725377.03,14.12,1.86,625966.64,12.19
724359.61,14.12,1.86,625155.24,12.19
724168.55,14.12,1.86,624980.35,12.19
723944.28,14.12,1.86,624793.94,12.19
723753.22,14.12,1.85,624609.25,12.19
723717.76,14.12,1.86,624598.16,12.19
723215.2,14.11,1.85,624064.42,12.18
722916.46,14.11,1.84,623808.61,12.17
722725.4,14.11,1.84,623550.06,12.17
722689.93,14.11,1.84,623633.12,12.17
721877.85,14.1,1.84,622140.58,12.16
722154.74,14.11,1.85,621469.75,12.14
721137.31,14.11,1.85,620658.35,12.15
720946.26,14.11,1.85,620473.65,12.15
721050.72,14.12,1.85,620620.79,12.15
720033.3,14.12,1.85,619809.39,12.15
720028.61,14.12,1.86,619352.95,12.15
720279.16,14.13,1.86,619339.42,12.15
720054.89,14.12,1.86,619433.0,12.15
720293.32,14.13,1.87,620426.28,12.17
720416.53,14.13,1.87,620488.27,12.17
719399.11,14.14,1.87,619676.86,12.18
719208.05,14.14,1.87,619501.97,12.18
718983.78,14.13,1.87,619315.57,12.18
718792.72,14.13,1.87,619060.23,12.17
718792.72,14.13,1.87,619060.23,12.17
718792.72,14.13,1.87,619060.23,12.17
718568.45,14.13,1.87,618954.28,12.17
718269.71,14.13,1.86,618660.54,12.17
718078.65,14.13,1.86,618485.65,12.17
717854.38,14.12,1.86,618299.25,12.17
717663.32,14.12,1.86,618043.9,12.16
717439.05,14.12,1.86,617937.96,12.16
716704.09,14.12,1.85,617289.96,12.16
716513.03,14.12,1.85,617105.27,12.16
716477.56,14.12,1.85,617094.18,12.16
716453.48,14.12,1.86,616588.25,12.15
716140.27,14.12,1.85,616207.25,12.15
715949.21,14.12,1.85,616032.36,12.15
715724.94,14.11,1.85,615845.96,12.15
715533.88,14.11,1.85,615671.07,12.14
715309.61,14.11,1.85,615484.67,12.14
714292.19,14.11,1.85,614673.26,12.15
714101.13,14.11,1.85,614413.6,12.14
713083.71,14.12,1.85,613602.19,12.15
713059.62,14.12,1.85,613096.27,12.14
712746.41,14.11,1.85,612715.27,12.13
712522.14,14.11,1.85,612613.64,12.13
712522.14,14.11,1.85,612613.64,12.13
712659.82,14.12,1.85,612507.95,12.13
712624.36,14.12,1.85,612693.32,12.14
712433.3,14.12,1.85,612518.43,12.14
712051.7,14.11,1.85,612137.09,12.13
712051.7,14.11,1.85,612137.09,12.13
711034.27,14.11,1.85,611325.69,12.13
710810.0,14.11,1.85,611139.29,12.13
710810.0,14.11,1.85,611139.29,12.13
710618.94,14.11,1.85,610964.4,12.13
710583.48,14.11,1.85,610943.5,12.13
710583.48,14.11,1.85,610943.5,12.13
710721.16,14.12,1.85,610837.8,12.13
710697.08,14.12,1.85,610331.88,12.12
710472.8,14.12,1.85,610399.89,12.13
710159.59,14.11,1.85,610018.89,12.12
709968.54,14.11,1.85,609834.2,12.12
709744.26,14.11,1.85,609657.6,12.12
708726.84,14.11,1.85,608846.2,12.12
708513.95,14.11,1.85,608160.5,12.11
708729.55,14.12,1.85,608299.27,12.12
708538.49,14.12,1.85,608039.61,12.11
708538.49,14.12,1.85,608039.61,12.11
708503.02,14.12,1.85,608123.78,12.12
707485.6,14.12,1.86,607312.38,12.12
707294.54,14.12,1.85,607052.71,12.12
707259.08,14.12,1.86,607116.59,12.12
707509.63,14.13,1.86,607103.06,12.12
707474.16,14.13,1.86,607266.91,12.13
707283.1,14.13,1.86,607014.99,12.12
707058.83,14.13,1.86,606905.62,12.13
706246.75,14.12,1.86,605413.08,12.1
706246.75,14.12,1.86,605413.08,12.1
706048.01,14.12,1.85,605286.05,12.1
706045.76,14.12,1.86,605226.61,12.1
705664.16,14.11,1.85,604959.48,12.1
705628.69,14.12,1.85,604988.64,12.1
705437.64,14.11,1.85,604733.29,12.1
705213.36,14.11,1.85,604627.35,12.1
705213.36,14.11,1.85,604627.35,12.1
705022.3,14.11,1.85,604442.65,12.1
704986.84,14.11,1.85,604431.56,12.1
705237.39,14.12,1.85,604418.03,12.1
705013.11,14.12,1.85,604513.89,12.11
704822.06,14.12,1.85,604254.22,12.1
703804.63,14.12,1.85,603442.82,12.11
703769.17,14.12,1.86,603506.7,12.11
703034.21,14.12,1.85,602858.7,12.11
702843.15,14.12,1.85,602674.01,12.1
702618.88,14.11,1.85,602497.41,12.1
702616.63,14.12,1.85,602435.16,12.1
702392.36,14.12,1.85,602317.97,12.1
702201.3,14.11,1.85,602133.28,12.1
701977.02,14.11,1.85,601956.68,12.1
701977.02,14.11,1.85,601956.68,12.1
701952.94,14.11,1.85,601450.76,12.09
701217.98,14.11,1.85,600802.76,12.09
701217.98,14.11,1.85,600802.76,12.09
700903.58,14.11,1.84,600416.49,12.08
700507.66,14.1,1.84,600045.95,12.08
700294.77,14.1,1.83,599277.93,12.07
700294.77,14.1,1.83,599277.93,12.07
700294.77,14.1,1.83,599277.93,12.07
699980.37,14.1,1.83,598969.03,12.06
699767.48,14.09,1.83,598283.34,12.05
699453.07,14.09,1.83,597892.1,12.04
699453.07,14.09,1.83,597892.1,12.04
699081.47,14.08,1.82,597518.49,12.04
698890.41,14.08,1.82,597263.14,12.04
699116.08,14.09,1.82,597608.88,12.04
699116.08,14.09,1.82,597608.88,12.04
698903.18,14.09,1.82,596923.18,12.03
698903.18,14.09,1.82,596923.18,12.03
698777.59,14.09,1.82,596720.76,12.03
698397.65,14.08,1.82,596339.08,12.02
698206.6,14.08,1.82,596164.19,12.02
697997.86,14.08,1.81,595960.58,12.02
697773.58,14.08,1.81,595774.18,12.02
697582.52,14.07,1.81,595599.29,12.02
696565.1,14.08,1.81,594787.89,12.02
696565.1,14.08,1.81,594787.89,12.02
696565.1,14.08,1.81,594787.89,12.02
696340.83,14.07,1.81,594601.49,12.02
696591.38,14.08,1.82,594587.95,12.02
695160.48,14.08,1.81,593134.6,12.01
695125.02,14.08,1.81,593298.45,12.01
695125.02,14.08,1.81,593298.45,12.01
694933.96,14.08,1.81,593113.76,12.01
694933.96,14.08,1.81,593113.76,12.01
694933.96,14.08,1.81,593113.76,12.01
694709.69,14.07,1.81,592937.16,12.01
694518.63,14.07,1.81,592677.5,12.01
694518.63,14.07,1.81,592677.5,12.01
694285.71,14.07,1.8,592558.37,12.01
694061.43,14.07,1.8,592456.74,12.01
694311.98,14.07,1.81,592443.21,12.01
694087.71,14.07,1.81,592536.74,12.01
693896.65,14.07,1.81,592272.91,12.01
693861.18,14.07,1.81,592357.31,12.01
693648.29,14.07,1.81,591671.61,12.0
693333.89,14.07,1.8,591280.38,12.0
693331.64,14.07,1.81,591220.94,12.0
691900.75,14.06,1.8,589767.59,11.99
691165.79,14.06,1.8,589119.6,11.98
690941.51,14.06,1.79,588983.25,11.98
690941.51,14.06,1.79,588983.25,11.98
691079.2,14.06,1.8,588877.55,11.98
690854.92,14.06,1.8,588945.56,11.99
690473.32,14.06,1.79,588564.27,11.98
690473.32,14.06,1.79,588564.27,11.98
690473.32,14.06,1.79,588564.27,11.98
689455.9,14.06,1.79,587752.87,11.98
689453.65,14.06,1.79,587693.43,11.98
689418.18,14.06,1.8,587722.59,11.99
