ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fb5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fb5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fb5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fb5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fb5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_ratio
423200.41,11.13,5.96,237748.44,6.25
422837.96,11.12,5.95,237661.33,6.25
422786.24,11.12,5.95,237661.33,6.25
423164.93,11.13,5.96,237661.33,6.25
423113.21,11.14,5.96,237672.33,6.26
423061.48,11.14,5.97,237716.27,6.26
423009.76,11.14,5.97,237699.05,6.26
423282.16,11.15,5.98,237700.66,6.26
423242.31,11.15,5.98,237857.65,6.27
423514.72,11.16,5.99,237857.08,6.27
423220.59,11.15,5.98,237424.86,6.26
423156.99,11.15,5.98,237230.16,6.25
423105.27,11.16,5.98,237230.16,6.25
423053.54,11.16,5.98,237232.4,6.26
423001.82,11.16,5.99,237231.63,6.26
422950.09,11.16,5.99,237233.17,6.26
422898.37,11.16,5.99,237327.77,6.26
423035.2,11.17,6.0,237326.73,6.27
423172.02,11.17,6.0,237326.73,6.27
423308.85,11.18,6.01,238963.68,6.31
423021.76,11.17,6.0,238743.13,6.31
422970.04,11.17,6.0,238674.34,6.31
422747.15,11.17,6.0,238549.73,6.3
422883.98,11.18,6.0,238943.4,6.31
423313.88,11.19,6.02,239570.84,6.33
423450.71,11.2,6.02,239570.84,6.33
422917.36,11.18,6.01,238914.57,6.32
422865.63,11.19,6.01,238914.57,6.32
423002.46,11.19,6.02,238914.57,6.32
422950.73,11.19,6.02,238914.57,6.32
423087.56,11.2,6.03,238914.57,6.32
422727.15,11.19,6.02,238387.86,6.31
422675.42,11.19,6.02,238387.86,6.31
422381.29,11.19,6.01,238253.34,6.31
422329.57,11.19,6.02,238285.07,6.31
422277.84,11.19,6.02,238302.18,6.31
422648.56,11.2,6.03,238302.78,6.32
422596.84,11.2,6.03,238285.18,6.32
422654.78,11.21,6.03,238387.49,6.32
422493.39,11.21,6.03,238253.94,6.32
422630.22,11.21,6.04,238254.66,6.32
422578.49,11.21,6.04,238254.66,6.32
422526.77,11.22,6.04,238256.03,6.32
422164.33,11.21,6.03,238255.44,6.32
422112.6,11.21,6.04,238256.3,6.33
422060.88,11.21,6.04,238254.21,6.33
422009.15,11.21,6.04,238254.83,6.33
422379.87,11.22,6.05,238254.1,6.33
422221.32,11.22,6.05,238096.38,6.33
422017.19,11.21,6.04,237843.75,6.32
422154.02,11.22,6.05,237843.75,6.32
422102.29,11.22,6.05,237862.26,6.32
421739.85,11.21,6.04,238978.7,6.35
422110.57,11.23,6.05,239076.95,6.36
422058.84,11.23,6.05,239210.67,6.36
422007.12,11.23,6.06,239057.68,6.36
421644.68,11.22,6.05,238921.57,6.36
421592.95,11.22,6.05,238921.57,6.36
421729.78,11.23,6.06,238921.57,6.36
421678.06,11.23,6.06,238921.57,6.36
421814.88,11.24,6.06,238921.57,6.36
421763.16,11.24,6.06,238921.57,6.37
421711.43,11.24,6.07,238924.5,6.37
421659.71,11.24,6.07,238921.57,6.37
421607.98,11.24,6.07,238921.57,6.37
421880.39,11.25,6.08,238921.57,6.37
421828.67,11.25,6.08,239071.05,6.38
421776.94,11.25,6.08,238921.57,6.38
421725.22,11.26,6.08,238921.57,6.38
421673.49,11.26,6.09,238921.57,6.38
421810.32,11.26,6.09,238925.91,6.38
421758.6,11.27,6.09,238925.96,6.38
421758.6,11.27,6.09,238925.96,6.38
422195.93,11.28,6.11,238921.61,6.38
422332.76,11.28,6.11,238921.61,6.38
421883.7,11.27,6.1,239676.2,6.4
422020.52,11.28,6.11,240014.88,6.42
422391.24,11.29,6.12,240315.39,6.42
422339.52,11.29,6.12,240315.39,6.43
422287.79,11.29,6.12,240315.36,6.43
422236.07,11.3,6.12,240518.66,6.43
422372.9,11.3,6.13,240518.66,6.44
422333.04,11.3,6.13,240469.57,6.44
422281.32,11.31,6.13,240469.57,6.44
422217.72,11.31,6.14,240315.34,6.44
422166.0,11.31,6.14,240315.34,6.44
422114.28,11.31,6.14,240326.34,6.44
422251.1,11.32,6.14,240326.34,6.44
422523.51,11.33,6.15,240326.34,6.44
422471.78,11.33,6.16,240324.88,6.44
422455.67,11.33,6.16,241545.78,6.48
422728.08,11.34,6.17,241546.38,6.48
423839.16,11.37,6.2,241860.83,6.49
423486.72,11.36,6.19,241842.67,6.49
423434.99,11.37,6.19,241842.67,6.49
423805.71,11.38,6.21,241842.07,6.49
423753.99,11.38,6.21,241842.07,6.49
423433.99,11.37,6.2,241522.07,6.49
423570.81,11.38,6.21,241522.07,6.49
423208.37,11.37,6.2,242489.48,6.51
423345.2,11.38,6.2,242797.15,6.52
423293.47,11.38,6.2,242797.15,6.53
423430.3,11.38,6.21,243017.23,6.53
423378.57,11.39,6.21,243077.62,6.54
423378.57,11.39,6.21,243031.95,6.54
423326.85,11.39,6.21,243032.6,6.54
423298.87,11.39,6.22,243023.01,6.54
423738.38,11.4,6.23,243662.78,6.56
423875.21,11.41,6.24,243662.78,6.56
423308.5,11.4,6.23,242971.56,6.54
423580.91,11.41,6.23,242971.6,6.54
423717.74,11.41,6.24,242971.56,6.54
423666.01,11.42,6.24,242971.56,6.55
423139.16,11.4,6.23,242201.69,6.53
423501.31,11.42,6.24,242201.69,6.53
423501.31,11.42,6.24,242250.93,6.53
423449.59,11.42,6.24,242251.02,6.53
423397.87,11.42,6.25,242265.86,6.53
423534.69,11.42,6.25,242448.82,6.54
423482.97,11.43,6.25,242451.44,6.54
423431.24,11.43,6.26,243013.48,6.56
423517.73,11.43,6.26,242613.46,6.55
423466.01,11.44,6.26,242613.46,6.55
423892.24,11.45,6.28,243101.78,6.57
423840.51,11.45,6.28,243101.78,6.57
423977.34,11.46,6.29,243435.32,6.58
423984.59,11.46,6.29,243436.6,6.58
424121.42,11.46,6.29,243993.64,6.6
424069.69,11.47,6.29,243993.64,6.6
423775.56,11.46,6.29,243643.32,6.59
423912.39,11.47,6.29,244253.71,6.61
423860.66,11.47,6.29,244412.79,6.61
423808.94,11.47,6.3,244491.72,6.62
424179.66,11.48,6.31,244491.72,6.62
423975.53,11.48,6.3,244445.34,6.62
424019.62,11.48,6.31,244330.84,6.61
423657.18,11.47,6.3,244330.84,6.62
423547.18,11.47,6.3,244220.84,6.61
423925.86,11.48,6.31,244231.01,6.61
424377.53,11.5,6.32,244758.43,6.63
424325.81,11.5,6.33,244758.43,6.63
424274.08,11.5,6.33,244758.43,6.63
423979.95,11.49,6.32,244416.86,6.63
423204.94,11.47,6.3,243641.85,6.61
423153.22,11.48,6.3,243641.85,6.61
422485.32,11.46,6.29,242973.96,6.59
422268.34,11.46,6.28,242811.11,6.59
422216.62,11.46,6.29,242844.77,6.59
422353.44,11.46,6.29,242838.03,6.59
421702.51,11.45,6.28,242187.1,6.58
421650.78,11.45,6.28,242190.46,6.58
421599.06,11.45,6.28,242181.13,6.58
421279.06,11.44,6.27,241861.13,6.57
421239.21,11.45,6.27,242025.32,6.58
421175.61,11.45,6.28,241833.43,6.57
420881.48,11.44,6.27,241728.6,6.57
420829.76,11.44,6.27,241728.6,6.57
420778.03,11.44,6.27,241730.33,6.57
420726.31,11.45,6.27,241728.79,6.58
420863.13,11.45,6.28,241726.31,6.58
420999.96,11.46,6.29,241725.36,6.58
421136.79,11.47,6.29,241725.36,6.58
420776.37,11.46,6.28,242320.8,6.6
420724.65,11.46,6.29,242321.89,6.6
421095.37,11.47,6.3,242573.96,6.61
421232.19,11.48,6.3,242948.74,6.62
420948.32,11.47,6.3,242592.48,6.61
421220.72,11.48,6.31,242592.48,6.61
421169.0,11.48,6.31,242591.21,6.61
421046.96,11.48,6.31,242749.13,6.62
421046.96,11.48,6.31,242749.13,6.62
420633.17,11.49,6.32,242749.13,6.63
420581.44,11.49,6.32,242749.45,6.63
420718.27,11.5,6.33,242749.45,6.64
420666.55,11.5,6.33,242902.08,6.64
420614.82,11.5,6.33,242749.13,6.64
420563.1,11.51,6.33,242749.13,6.64
420511.37,11.51,6.33,242749.13,6.64
420459.65,11.51,6.34,242847.6,6.65
420407.93,11.51,6.34,243013.58,6.65
420391.81,11.51,6.34,243023.89,6.66
420400.29,11.52,6.34,242872.64,6.65
420771.01,11.53,6.36,242872.64,6.65
420408.57,11.52,6.35,242878.86,6.66
420877.2,11.54,6.36,243511.0,6.67
420209.3,11.52,6.35,242755.34,6.66
420571.46,11.53,6.36,242749.13,6.66
420942.18,11.54,6.37,242749.13,6.66
420648.05,11.54,6.36,242911.03,6.66
420596.32,11.54,6.37,242911.03,6.66
420733.15,11.54,6.37,243042.7,6.67
420370.71,11.54,6.36,242756.74,6.66
420318.98,11.54,6.37,242756.74,6.66
420267.26,11.54,6.37,242756.74,6.67
420404.08,11.55,6.37,242749.13,6.67
420540.91,11.55,6.38,244075.64,6.7
420489.18,11.55,6.38,244117.97,6.71
420626.01,11.56,6.39,244117.97,6.71
420212.22,11.57,6.4,244117.97,6.72
420160.49,11.58,6.4,244083.32,6.73
420108.77,11.58,6.41,244103.33,6.73
420104.95,11.58,6.41,244309.42,6.74
420005.32,11.58,6.41,244075.64,6.73
419953.6,11.58,6.41,244075.64,6.73
419901.87,11.59,6.41,244075.64,6.73
419850.15,11.59,6.41,244102.4,6.74
420122.56,11.6,6.42,244102.4,6.74
420070.83,11.6,6.43,244083.82,6.74
420070.83,11.6,6.43,244083.82,6.74
420019.11,11.6,6.43,244161.65,6.74
420063.2,11.6,6.43,244199.15,6.75
419779.32,11.6,6.43,243865.32,6.74
420247.95,11.61,6.44,244497.46,6.76
420384.77,11.62,6.45,244497.46,6.76
420333.05,11.62,6.45,244497.46,6.76
419665.16,11.61,6.43,243741.8,6.74
419613.43,11.61,6.44,243741.8,6.74
419454.88,11.6,6.43,243583.97,6.74
419403.16,11.61,6.43,243583.97,6.74
419351.44,11.61,6.44,243608.98,6.74
419299.71,11.61,6.44,243626.84,6.75
419247.99,11.61,6.44,243611.67,6.75
419196.26,11.61,6.44,243747.27,6.75
418902.13,11.61,6.43,243749.13,6.75
418850.41,11.61,6.44,243585.83,6.75
418798.68,11.61,6.44,243585.83,6.75
419071.09,11.62,6.45,243583.97,6.75
419019.37,11.62,6.45,243583.97,6.76
419390.08,11.63,6.46,243583.97,6.76
419338.36,11.64,6.46,243601.94,6.76
418975.92,11.63,6.45,243906.54,6.77
418924.19,11.63,6.46,243968.7,6.77
418872.47,11.63,6.46,243901.32,6.77
418820.75,11.63,6.46,243926.51,6.77
419191.46,11.64,6.47,243867.78,6.77
419231.18,11.65,6.48,243945.16,6.78
419010.77,11.64,6.47,243723.5,6.77
418867.61,11.64,6.47,243608.18,6.77
418815.89,11.64,6.47,243608.18,6.77
418764.16,11.65,6.47,243608.18,6.77
418712.44,11.65,6.47,243615.74,6.78
418660.71,11.65,6.48,243687.62,6.78
418608.99,11.65,6.48,243663.99,6.78
418971.14,11.66,6.49,243456.9,6.78
418919.42,11.66,6.49,243683.01,6.79
418915.6,11.67,6.5,243584.26,6.78
418815.97,11.67,6.5,243401.09,6.78
418563.2,11.66,6.49,244943.47,6.83
418511.47,11.66,6.49,244943.47,6.83
418459.75,11.67,6.49,244943.47,6.83
418486.91,11.67,6.5,244853.62,6.83
418073.11,11.68,6.51,244853.62,6.84
418021.39,11.69,6.51,244856.15,6.85
417831.84,11.68,6.51,244573.71,6.84
417780.11,11.68,6.51,244576.85,6.84
417496.01,11.68,6.5,244347.98,6.83
417444.28,11.68,6.51,244410.17,6.84
417815.0,11.69,6.52,244410.17,6.84
417951.83,11.7,6.52,244410.17,6.84
417589.38,11.69,6.52,244410.17,6.84
417633.48,11.69,6.52,245111.15,6.86
418085.14,11.71,6.54,245090.17,6.86
418455.86,11.72,6.55,245097.12,6.86
418592.69,11.73,6.55,245091.72,6.87
418540.96,11.73,6.56,245091.72,6.87
418677.79,11.74,6.56,245090.17,6.87
418626.07,11.74,6.56,245090.17,6.87
418574.34,11.74,6.57,245090.17,6.87
418522.62,11.74,6.57,245092.49,6.88
418659.44,11.75,6.57,245092.49,6.88
418607.72,11.75,6.58,245111.43,6.88
418607.72,11.75,6.58,245111.43,6.88
418555.99,11.75,6.58,245121.45,6.88
418595.71,11.76,6.58,245212.72,6.89
418732.53,11.76,6.59,246463.68,6.92
418589.37,11.76,6.59,246341.13,6.92
417938.44,11.75,6.57,245593.27,6.9
418075.27,11.75,6.58,245885.29,6.91
417916.72,11.75,6.58,245726.74,6.91
417784.99,11.75,6.57,245559.75,6.9
417733.26,11.75,6.58,245559.75,6.91
417681.54,11.75,6.58,245559.75,6.91
417629.82,11.75,6.58,245581.53,6.91
417578.09,11.75,6.58,246091.5,6.93
417561.98,11.76,6.58,246343.43,6.94
417355.08,11.76,6.59,246718.39,6.95
418500.08,11.8,6.63,247270.5,6.97
418772.49,11.81,6.64,247270.5,6.97
418720.76,11.81,6.64,247270.5,6.97
419091.48,11.82,6.65,247270.5,6.98
418729.04,11.81,6.64,247289.64,6.98
418677.32,11.82,6.64,247289.64,6.98
418383.19,11.81,6.64,247273.86,6.98
418273.19,11.81,6.63,247163.86,6.98
418726.56,11.82,6.65,247160.5,6.98
418554.85,11.82,6.64,247437.76,6.99
418503.13,11.82,6.65,247597.0,6.99
418451.4,11.82,6.65,247650.63,7.0
418689.25,11.83,6.66,249383.34,7.05
419059.97,11.84,6.67,249439.64,7.05
419008.24,11.84,6.67,249439.64,7.05
419145.07,11.85,6.68,249242.73,7.05
419093.35,11.85,6.68,249242.73,7.05
419230.17,11.86,6.69,249154.0,7.05
420785.43,11.91,6.73,249208.42,7.05
420733.71,11.91,6.74,249208.42,7.05
420882.4,11.92,6.74,250582.33,7.09
420830.68,11.92,6.74,250600.48,7.1
420778.95,11.92,6.75,250623.47,7.1
420570.21,11.91,6.74,249929.04,7.08
420570.21,11.91,6.74,249929.04,7.08
420828.12,11.92,6.75,250778.65,7.11
421198.84,11.94,6.76,250778.65,7.11
420844.59,11.93,6.75,250371.64,7.1
420792.87,11.93,6.76,250358.2,7.1
420440.43,11.92,6.75,250358.2,7.1
420811.14,11.93,6.76,250365.76,7.1
420807.33,11.94,6.76,250571.85,7.11
420707.7,11.94,6.76,250338.06,7.1
420655.97,11.94,6.77,250338.06,7.1
420441.93,11.93,6.76,250331.7,7.11
420390.2,11.94,6.76,250331.7,7.11
420662.61,11.95,6.77,250330.5,7.11
420610.89,11.95,6.77,250334.08,7.11
420559.16,11.95,6.78,250338.97,7.11
420884.53,11.96,6.79,250485.7,7.12
421255.24,11.97,6.8,250436.82,7.12
421203.52,11.97,6.8,250457.26,7.12
421151.8,11.98,6.8,250584.47,7.13
420931.08,11.97,6.8,250474.07,7.12
421067.91,11.98,6.81,250391.14,7.12
421064.09,11.98,6.81,250296.77,7.12
420769.96,11.97,6.8,251417.92,7.15
420670.33,11.97,6.8,251356.17,7.15
420511.78,11.97,6.8,251198.84,7.15
420460.05,11.97,6.8,251198.84,7.15
420408.33,11.97,6.8,251198.84,7.15
420356.61,11.98,6.8,251221.67,7.16
420304.88,11.98,6.81,251226.53,7.16
419966.18,11.97,6.8,250974.65,7.15
419914.46,11.97,6.8,251031.81,7.16
419914.46,11.97,6.8,251031.81,7.16
419886.48,11.97,6.8,251499.04,7.17
419920.68,11.98,6.81,251098.04,7.16
420081.67,11.99,6.81,250658.64,7.15
419920.28,11.99,6.81,250507.56,7.15
420009.19,11.99,6.82,251266.82,7.17
420009.19,11.99,6.82,251266.82,7.17
419722.11,11.98,6.81,251091.5,7.17
419670.38,11.99,6.81,251091.5,7.17
419618.66,11.99,6.81,251091.5,7.17
419618.66,11.99,6.81,251091.5,7.17
419755.48,11.99,6.82,251091.5,7.17
419703.76,12.0,6.82,251093.61,7.18
419652.04,12.0,6.83,251133.79,7.18
420172.26,12.01,6.84,251133.79,7.18
420172.26,12.01,6.84,251133.79,7.18
420120.54,12.02,6.84,251110.93,7.18
420257.36,12.02,6.85,251110.93,7.18
419921.58,12.02,6.84,250775.15,7.18
419869.86,12.02,6.85,250761.45,7.18
419588.62,12.01,6.84,250761.72,7.18
419725.45,12.02,6.85,250761.45,7.18
419862.27,12.02,6.85,250761.45,7.18
420232.99,12.04,6.86,251445.99,7.2
420181.27,12.04,6.87,251597.41,7.21
420318.09,12.05,6.87,252077.33,7.22
420104.05,12.04,6.87,251136.83,7.2
420052.32,12.04,6.87,250979.68,7.2
420000.6,12.04,6.87,250979.68,7.2
420371.32,12.06,6.88,252617.77,7.25
420008.88,12.05,6.88,252215.96,7.23
419957.15,12.05,6.88,252215.96,7.24
419905.43,12.05,6.88,252215.96,7.24
420042.25,12.06,6.89,252215.96,7.24
420179.08,12.07,6.89,252215.96,7.24
420127.35,12.07,6.9,252344.59,7.25
420075.63,12.07,6.9,252237.91,7.25
420212.46,12.08,6.9,252237.91,7.25
420212.46,12.08,6.9,252237.91,7.25
420484.86,12.09,6.91,252242.26,7.25
420456.88,12.09,6.92,252314.95,7.25
420827.6,12.1,6.93,252310.69,7.26
421261.32,12.12,6.94,252901.37,7.27
421398.14,12.12,6.95,252901.29,7.28
421346.42,12.13,6.95,252901.29,7.28
421294.7,12.13,6.96,252901.29,7.28
421000.57,12.12,6.95,253462.36,7.3
420948.84,12.12,6.95,253581.2,7.3
420734.8,12.12,6.95,253020.13,7.29
420871.62,12.12,6.95,253020.13,7.29
420871.62,12.12,6.95,253001.53,7.29
421242.34,12.14,6.96,254608.0,7.34
421190.62,12.14,6.97,254663.31,7.34
421282.62,12.14,6.97,255226.32,7.36
420721.71,12.13,6.96,254540.99,7.34
420359.27,12.12,6.95,254131.24,7.33
420496.09,12.13,6.96,254131.24,7.33
420632.92,12.14,6.96,254131.24,7.33
420958.28,12.15,6.98,254131.32,7.33
420671.19,12.14,6.97,254131.24,7.33
420808.02,12.15,6.98,254131.24,7.34
421810.99,12.18,7.01,254695.95,7.35
421947.81,12.19,7.01,254802.89,7.36
421896.09,12.19,7.02,254802.89,7.36
422349.46,12.2,7.03,254768.36,7.36
421822.61,12.19,7.02,254241.51,7.35
421601.9,12.19,7.01,253994.7,7.34
421738.72,12.19,7.02,254264.41,7.35
421687.0,12.2,7.02,254264.41,7.35
421635.27,12.2,7.02,254264.41,7.36
421583.55,12.2,7.03,254281.31,7.36
421531.83,12.2,7.03,254791.59,7.37
421360.12,12.2,7.02,255760.64,7.4
421730.84,12.21,7.04,256166.24,7.42
421774.93,12.21,7.04,256273.0,7.42
422226.6,12.23,7.06,256289.99,7.42
422174.87,12.23,7.06,256289.99,7.43
422123.15,12.24,7.06,256289.99,7.43
422071.42,12.24,7.06,256370.89,7.43
422019.7,12.24,7.07,256599.02,7.44
421657.26,12.23,7.06,256158.82,7.43
421749.26,12.24,7.06,256145.27,7.43
421886.09,12.24,7.07,256145.27,7.43
421692.69,12.24,7.07,256104.37,7.43
422460.5,12.26,7.09,257353.46,7.47
422460.5,12.26,7.09,257353.46,7.47
422732.91,12.27,7.1,257353.46,7.47
422526.01,12.28,7.11,257354.86,7.48
422474.29,12.29,7.11,257354.86,7.48
422611.11,12.29,7.12,257354.86,7.49
421836.1,12.27,7.1,256579.85,7.47
421784.37,12.28,7.1,256579.85,7.47
421490.24,12.27,7.1,256581.97,7.47
421627.07,12.27,7.1,256579.94,7.47
421763.89,12.28,7.11,256579.85,7.47
421712.17,12.28,7.11,256614.88,7.47
421849.0,12.29,7.12,257349.47,7.5
421797.27,12.29,7.12,257341.03,7.5
421745.55,12.29,7.12,257361.79,7.5
422107.7,12.31,7.13,257248.08,7.5
422041.0,12.31,7.14,256703.5,7.49
422411.72,12.32,7.15,257543.48,7.51
422383.73,12.32,7.15,257547.57,7.51
422099.86,12.32,7.14,257611.93,7.52
422134.06,12.32,7.15,257875.39,7.53
421972.67,12.32,7.15,257560.49,7.52
422109.49,12.33,7.15,257560.49,7.52
421747.05,12.32,7.15,257155.39,7.51
421096.12,12.3,7.13,256504.46,7.49
421044.39,12.31,7.13,256504.46,7.5
420992.67,12.31,7.13,256504.46,7.5
421129.49,12.31,7.14,256504.46,7.5
421508.18,12.33,7.15,256504.46,7.5
421374.12,12.32,7.15,256504.72,7.5
421167.22,12.33,7.16,256503.32,7.51
421115.5,12.33,7.16,256510.34,7.51
421486.22,12.35,7.17,256510.08,7.51
421189.87,12.34,7.17,256510.08,7.51
421189.87,12.34,7.17,256510.08,7.51
420827.43,12.33,7.16,256537.22,7.52
421152.79,12.34,7.17,256510.08,7.52
421523.51,12.35,7.18,256510.08,7.52
421471.78,12.36,7.18,256504.49,7.52
421420.06,12.36,7.19,256503.06,7.52
421464.15,12.36,7.19,257287.55,7.55
421915.82,12.38,7.21,257226.84,7.55
421864.1,12.38,7.21,257226.84,7.55
421864.1,12.38,7.21,257226.84,7.55
422136.5,12.39,7.22,258675.67,7.59
422084.78,12.4,7.22,258675.67,7.6
422221.6,12.4,7.23,258999.24,7.61
422358.43,12.41,7.24,258999.24,7.61
422164.3,12.4,7.23,258811.71,7.6
422112.57,12.41,7.23,258812.65,7.61
422060.85,12.41,7.24,258868.77,7.61
421409.92,12.39,7.22,258145.0,7.59
421546.74,12.4,7.23,258145.0,7.59
421288.72,12.39,7.22,257721.5,7.58
421236.99,12.4,7.22,257789.21,7.59
421607.71,12.41,7.24,257789.21,7.59
421744.54,12.42,7.24,257817.95,7.59
421912.15,12.42,7.25,258808.45,7.62
421860.42,12.43,7.25,258808.45,7.62
421860.42,12.43,7.25,258808.45,7.62
421808.7,12.43,7.26,258808.45,7.63
421756.97,12.43,7.26,258808.45,7.63
421705.25,12.43,7.26,258808.45,7.63
421915.82,12.44,7.27,258216.21,7.61
421382.47,12.43,7.26,257693.17,7.6
421330.74,12.43,7.26,257706.58,7.6
421467.57,12.44,7.27,257774.92,7.61
421105.13,12.43,7.26,257678.58,7.61
421053.4,12.43,7.26,257676.67,7.61
421001.68,12.43,7.26,257665.17,7.61
420949.95,12.44,7.26,257665.17,7.61
420898.23,12.44,7.27,257665.17,7.61
420655.12,12.43,7.26,257562.57,7.61
420335.12,12.42,7.25,257242.57,7.6
420705.84,12.44,7.26,257241.84,7.6
420842.67,12.44,7.27,257241.84,7.61
421204.82,12.46,7.28,259086.17,7.66
420842.38,12.45,7.28,258561.21,7.65
421213.1,12.46,7.29,258561.21,7.65
421161.37,12.46,7.29,258561.21,7.65
420757.5,12.45,7.28,258319.37,7.65
420894.32,12.46,7.29,258319.37,7.65
420842.6,12.46,7.29,258319.37,7.65
420790.87,12.46,7.29,258355.35,7.65
420927.7,12.47,7.3,258355.35,7.65
420575.26,12.46,7.29,258356.07,7.66
420523.53,12.46,7.29,258398.74,7.66
421435.07,12.5,7.32,259702.99,7.7
421571.89,12.5,7.33,259702.27,7.7
421520.17,12.5,7.33,259702.27,7.7
421656.99,12.51,7.34,259702.27,7.71
422027.71,12.52,7.35,259702.27,7.71
421975.99,12.53,7.35,259702.27,7.71
421560.21,12.52,7.35,258970.3,7.69
421697.04,12.52,7.35,260192.07,7.73
421483.0,12.52,7.35,259435.61,7.71
421431.27,12.52,7.35,259443.44,7.71
421379.55,12.52,7.35,259443.52,7.71
421327.82,12.53,7.35,259456.83,7.71
421327.82,12.53,7.35,259456.83,7.71
421781.2,12.54,7.37,260737.85,7.75
421484.5,12.53,7.36,260390.09,7.74
421855.21,12.55,7.37,260390.09,7.74
421992.04,12.55,7.38,260390.09,7.75
421964.06,12.56,7.38,260966.8,7.77
422504.76,12.58,7.4,261036.75,7.77
422382.72,12.57,7.4,261037.19,7.77
422331.0,12.58,7.4,261037.19,7.77
422279.28,12.58,7.41,261037.19,7.78
422641.43,12.59,7.42,261036.75,7.78
422589.7,12.59,7.42,261036.75,7.78
422537.98,12.6,7.42,261037.39,7.78
422486.26,12.6,7.43,261037.6,7.78
422486.26,12.6,7.43,261037.6,7.78
422434.53,12.6,7.43,261264.65,7.79
422571.36,12.61,7.43,261264.65,7.79
421920.43,12.59,7.42,260613.72,7.78
421636.55,12.58,7.41,260617.4,7.78
421596.69,12.59,7.41,260415.23,7.77
421533.1,12.59,7.42,260389.51,7.78
421481.38,12.59,7.42,260389.51,7.78
421852.09,12.6,7.43,260389.64,7.78
421800.37,12.61,7.43,260389.64,7.78
421937.19,12.61,7.44,260385.82,7.78
421269.3,12.6,7.42,259717.93,7.77
421217.58,12.6,7.43,259717.93,7.77
421165.86,12.6,7.43,259728.92,7.77
421114.13,12.6,7.43,259721.35,7.77
421250.96,12.61,7.44,259721.35,7.77
421199.23,12.61,7.44,259749.21,7.78
421336.06,12.62,7.45,261544.36,7.83
421472.88,12.63,7.45,261544.36,7.84
421902.79,12.64,7.47,262043.03,7.85
421369.44,12.63,7.46,261513.07,7.84
421506.26,12.64,7.47,261513.07,7.84
421643.09,12.65,7.47,261513.07,7.84
421591.36,12.65,7.48,261513.07,7.85
421539.64,12.65,7.48,261513.07,7.85
421539.64,12.65,7.48,261513.07,7.85
421487.92,12.65,7.48,261513.11,7.85
421436.19,12.65,7.48,261513.1,7.85
421573.02,12.66,7.49,261513.1,7.85
421521.29,12.66,7.49,261513.14,7.86
421158.85,12.66,7.48,261111.94,7.85
421107.13,12.66,7.48,261238.8,7.85
421055.4,12.66,7.49,261262.54,7.86
421192.23,12.67,7.49,261378.07,7.86
421329.05,12.67,7.5,261619.14,7.87
421170.5,12.67,7.5,261474.57,7.87
421118.78,12.67,7.5,261323.91,7.86
421067.06,12.67,7.5,261323.91,7.87
421339.46,12.68,7.51,260967.3,7.86
421339.46,12.68,7.51,260967.3,7.86
421287.74,12.69,7.51,260967.3,7.86
421236.01,12.69,7.52,260967.3,7.86
421184.29,12.69,7.52,261126.38,7.87
420890.16,12.68,7.51,262328.08,7.91
420838.44,12.69,7.51,262304.82,7.91
420810.45,12.69,7.52,262220.44,7.91
421181.17,12.7,7.53,262533.79,7.92
421181.17,12.7,7.53,262533.79,7.92
421181.17,12.7,7.53,262533.79,7.92
421318.0,12.71,7.54,262533.79,7.92
421680.15,12.72,7.55,262533.79,7.92
421816.98,12.73,7.56,262533.79,7.92
422340.72,12.75,7.58,263230.21,7.95
422613.13,12.76,7.59,263230.4,7.95
422561.4,12.76,7.59,263230.4,7.95
421910.47,12.75,7.57,262482.55,7.93
421858.75,12.75,7.58,262482.55,7.93
421496.3,12.74,7.57,262124.49,7.92
421444.58,12.74,7.57,262124.5,7.93
421823.27,12.76,7.58,262124.3,7.93
421960.09,12.76,7.59,262124.3,7.93
422096.92,12.77,7.6,263799.41,7.98
422233.75,12.78,7.6,264233.93,8.0
422370.57,12.78,7.61,264233.93,8.0
422507.4,12.79,7.62,264233.93,8.0
422455.67,12.79,7.62,264233.92,8.0
422403.95,12.8,7.62,264233.92,8.0
422352.22,12.8,7.63,264347.37,8.01
421991.81,12.79,7.62,263817.51,8.0
421940.09,12.79,7.62,263704.06,7.99
421888.36,12.79,7.62,263704.06,8.0
422025.19,12.8,7.63,263704.06,8.0
421973.47,12.8,7.63,263704.06,8.0
421921.74,12.81,7.63,263704.06,8.0
421701.34,12.8,7.63,263474.6,8.0
421701.34,12.8,7.63,263474.6,8.0
421649.61,12.8,7.63,263480.86,8.0
421597.89,12.8,7.63,263478.45,8.0
