ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6db4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6db4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6db4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6db4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6db4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
930041.17,17.47,3.85,313252.28,5.88
930212.98,17.47,3.85,313563.86,5.89
930076.77,17.47,3.85,313544.52,5.89
930331.83,17.48,3.86,313827.11,5.9
930044.3,17.48,3.86,313724.43,5.9
930344.57,17.49,3.87,313413.44,5.89
929959.04,17.48,3.86,312916.51,5.88
930180.36,17.49,3.87,312948.28,5.88
929568.21,17.48,3.86,312336.13,5.87
929432.0,17.48,3.86,312537.2,5.88
929483.93,17.48,3.86,312660.17,5.88
929268.29,17.48,3.86,312418.45,5.88
929132.08,17.48,3.86,312327.32,5.88
929184.02,17.48,3.86,312450.29,5.88
929355.83,17.49,3.87,312598.57,5.88
929489.58,17.5,3.87,312097.21,5.87
929353.38,17.5,3.88,311966.79,5.87
929075.36,17.49,3.87,311693.22,5.87
933553.63,17.58,3.96,314855.8,5.93
933417.42,17.58,3.96,314855.8,5.93
933589.23,17.58,3.96,314936.38,5.93
933291.71,17.58,3.96,314633.12,5.93
933155.5,17.58,3.96,314725.8,5.93
932844.24,17.57,3.95,314412.12,5.92
932708.03,17.58,3.95,314382.27,5.92
932792.4,17.58,3.96,314490.49,5.93
932792.4,17.58,3.96,314490.49,5.93
932656.19,17.58,3.96,314389.93,5.93
932378.18,17.58,3.95,314116.36,5.92
932378.18,17.58,3.95,316286.17,5.96
932602.32,17.58,3.96,315780.34,5.95
932814.04,17.59,3.97,316178.17,5.96
932865.97,17.59,3.97,316301.15,5.96
932687.96,17.59,3.97,316130.07,5.96
932739.89,17.59,3.97,316201.19,5.96
932461.87,17.59,3.97,316012.99,5.96
939372.23,17.72,4.1,321843.18,6.07
939372.23,17.72,4.1,321843.18,6.07
939424.16,17.72,4.1,321966.15,6.07
939645.48,17.73,4.11,322100.39,6.08
939347.96,17.72,4.1,321955.34,6.07
939347.96,17.72,4.1,321955.34,6.07
939569.28,17.73,4.11,321987.11,6.08
939271.75,17.72,4.1,321824.92,6.07
939323.69,17.73,4.11,322067.5,6.08
939551.75,17.73,4.11,322051.53,6.08
939603.68,17.74,4.12,322330.09,6.09
939775.49,17.74,4.12,322410.66,6.09
939827.43,17.75,4.13,322601.35,6.09
939691.22,17.75,4.13,322582.01,6.09
939743.15,17.75,4.13,322633.19,6.09
939448.88,17.75,4.13,322492.46,6.09
939670.2,17.75,4.13,322524.23,6.09
939722.13,17.76,4.14,322749.67,6.1
939444.12,17.75,4.13,322476.0,6.09
939496.05,17.76,4.14,322598.98,6.1
939547.98,17.76,4.14,322670.1,6.1
939260.46,17.76,4.14,322534.75,6.1
939432.27,17.76,4.14,322615.32,6.1
939432.27,17.76,4.14,322615.32,6.1
939432.27,17.76,4.14,322615.32,6.1
939154.25,17.76,4.14,322427.12,6.1
938966.24,17.76,4.13,322216.13,6.09
939018.17,17.76,4.14,322518.4,6.1
939273.22,17.77,4.14,322583.76,6.1
939137.02,17.77,4.15,322781.65,6.11
943615.28,17.85,4.23,323774.24,6.13
943667.22,17.85,4.23,323897.22,6.13
943531.01,17.86,4.23,323812.12,6.13
943394.81,17.86,4.24,323681.71,6.13
943446.74,17.86,4.24,323850.01,6.13
943446.74,17.86,4.24,323850.01,6.13
943668.06,17.87,4.25,323881.78,6.13
943370.53,17.86,4.24,323719.59,6.13
943370.53,17.86,4.24,323719.59,6.13
943234.33,17.86,4.24,323779.59,6.13
943455.65,17.87,4.25,323811.37,6.13
943247.9,17.87,4.24,323536.22,6.13
942950.38,17.86,4.24,323374.03,6.13
943205.43,17.87,4.25,323826.77,6.13
943069.23,17.87,4.25,323696.36,6.13
943290.55,17.87,4.25,324061.74,6.14
943290.55,17.87,4.25,324061.74,6.14
943029.29,17.87,4.25,323798.07,6.14
943284.34,17.88,4.26,323863.43,6.14
943023.08,17.87,4.25,323600.69,6.13
942725.56,17.87,4.25,323295.3,6.13
942567.42,17.87,4.25,323163.04,6.13
942788.74,17.87,4.25,323494.87,6.13
942491.21,17.87,4.25,323420.0,6.13
942543.15,17.87,4.25,323538.52,6.13
942543.15,17.87,4.25,323538.52,6.13
942595.08,17.88,4.26,323607.98,6.14
942647.01,17.88,4.26,323730.96,6.14
942510.8,17.88,4.26,323662.89,6.14
942682.62,17.89,4.27,323743.46,6.14
942682.62,17.89,4.27,323743.46,6.14
942404.6,17.88,4.26,323532.47,6.14
942632.67,17.89,4.27,323933.12,6.15
942522.67,17.89,4.27,323823.12,6.15
942228.39,17.88,4.26,323522.47,6.14
942092.19,17.88,4.26,323573.17,6.14
941955.98,17.88,4.26,323392.05,6.14
941819.78,17.88,4.26,323362.2,6.14
941647.51,17.88,4.26,323181.37,6.14
941511.31,17.88,4.26,323080.81,6.14
941563.24,17.89,4.27,323203.78,6.14
941427.03,17.89,4.27,323134.75,6.14
941427.03,17.89,4.27,323163.36,6.14
941648.35,17.89,4.27,323195.14,6.14
941512.15,17.89,4.27,323318.28,6.14
941512.15,17.89,4.27,323318.28,6.14
941375.94,17.9,4.27,323288.43,6.15
941088.42,17.89,4.27,323073.09,6.14
941140.35,17.89,4.27,323134.79,6.14
941361.67,17.9,4.28,323166.56,6.15
941104.58,17.9,4.28,322929.49,6.14
940968.37,17.9,4.28,323132.72,6.15
940832.17,17.9,4.28,323113.38,6.15
940613.17,17.9,4.27,322901.47,6.14
940541.29,17.89,4.27,322786.95,6.14
940762.61,17.9,4.28,322961.2,6.15
940814.54,17.9,4.28,323084.18,6.15
941034.82,17.91,4.29,323270.75,6.15
940876.68,17.91,4.29,323115.06,6.15
941143.03,17.92,4.3,322871.56,6.15
940845.51,17.91,4.29,322646.22,6.14
941066.83,17.92,4.3,322678.0,6.14
940851.18,17.91,4.29,322497.1,6.14
940553.66,17.91,4.29,322334.91,6.14
939975.43,17.9,4.28,321655.26,6.13
939708.95,17.9,4.28,321488.44,6.12
939937.01,17.91,4.28,321916.7,6.13
939642.74,17.9,4.28,321618.44,6.13
939694.67,17.9,4.28,321741.42,6.13
939866.48,17.91,4.29,321971.78,6.14
939918.42,17.91,4.29,321841.37,6.13
939640.4,17.91,4.29,321545.49,6.13
939895.46,17.92,4.3,322120.15,6.14
940131.48,17.92,4.3,322002.58,6.14
940020.04,17.92,4.3,321531.5,6.13
940880.63,17.94,4.32,322846.78,6.16
941739.92,17.96,4.34,323721.97,6.17
941961.24,17.97,4.35,323722.47,6.18
941825.04,17.97,4.35,323715.16,6.18
941688.83,17.97,4.35,324015.32,6.18
941552.63,17.97,4.35,324000.5,6.18
941377.39,17.97,4.35,323772.58,6.18
941549.21,17.97,4.35,323772.34,6.18
941549.21,17.97,4.35,324075.93,6.19
941413.0,17.98,4.35,323880.27,6.18
941759.7,17.98,4.36,326490.48,6.23
941759.7,17.98,4.36,326490.22,6.23
941811.64,17.99,4.36,327109.9,6.25
941811.64,17.99,4.36,327109.9,6.25
941675.43,17.99,4.37,326932.55,6.24
941727.36,17.99,4.37,326621.15,6.24
941449.35,17.99,4.37,326394.25,6.24
941704.4,17.99,4.37,326018.91,6.23
941964.36,18.0,4.38,327098.52,6.25
942011.39,18.0,4.38,327107.68,6.25
941985.47,18.01,4.39,328136.47,6.27
942037.4,18.01,4.39,328153.55,6.27
942076.61,18.01,4.39,333972.68,6.38
941779.08,18.01,4.39,333747.34,6.38
941831.02,18.01,4.39,333803.43,6.38
941569.75,18.01,4.39,333409.8,6.38
941621.69,18.01,4.39,333577.84,6.38
941673.62,18.01,4.39,333978.86,6.39
944935.32,18.08,4.46,335752.92,6.42
944987.26,18.08,4.46,335692.4,6.42
944851.05,18.08,4.46,335566.57,6.42
944902.98,18.08,4.46,335606.26,6.42
944766.78,18.09,4.47,335933.05,6.43
944994.84,18.09,4.47,335537.46,6.42
944932.16,18.09,4.47,335388.49,6.42
944932.16,18.09,4.47,335392.88,6.42
945752.82,18.11,4.49,336672.12,6.45
945491.56,18.11,4.49,336498.77,6.45
945719.62,18.12,4.49,336491.96,6.45
945523.69,18.11,4.49,336546.54,6.45
945387.48,18.11,4.49,336491.96,6.45
945387.48,18.11,4.49,336549.47,6.45
945251.27,18.11,4.49,336866.06,6.46
945303.21,18.12,4.5,336898.79,6.46
945355.14,18.12,4.5,336587.39,6.45
952265.5,18.25,4.63,344525.23,6.6
952317.43,18.26,4.64,344354.95,6.6
952159.29,18.26,4.64,344197.16,6.6
952216.12,18.26,4.64,344221.24,6.6
952075.02,18.26,4.64,344443.85,6.61
952311.04,18.27,4.65,344788.71,6.61
953155.61,18.29,4.67,345887.53,6.64
953207.54,18.29,4.67,345827.02,6.64
953428.86,18.3,4.68,345884.71,6.64
953480.79,18.3,4.68,345907.09,6.64
953480.79,18.3,4.68,345907.09,6.64
953532.72,18.3,4.68,346322.61,6.65
953426.45,18.3,4.68,346225.4,6.65
953646.73,18.31,4.69,345651.11,6.64
954106.68,18.32,4.7,347301.02,6.67
954291.63,18.33,4.71,346832.03,6.66
954343.56,18.33,4.71,346849.11,6.66
954207.35,18.33,4.71,346825.22,6.66
953909.83,18.33,4.71,346820.0,6.66
953773.62,18.33,4.71,347155.43,6.67
953637.42,18.33,4.71,346982.25,6.67
958115.68,18.42,4.8,347538.38,6.68
958109.49,18.42,4.8,348250.9,6.7
957973.29,18.42,4.8,348244.09,6.7
959949.65,18.46,4.84,349243.19,6.72
959949.65,18.46,4.84,349243.19,6.72
960170.97,18.47,4.85,349243.19,6.72
960426.02,18.47,4.85,349774.28,6.73
960477.95,18.48,4.86,350122.94,6.74
960529.89,18.48,4.86,350062.43,6.74
960218.63,18.48,4.86,349613.37,6.73
960082.42,18.48,4.86,349498.92,6.73
959951.12,18.48,4.86,349933.51,6.74
959998.15,18.48,4.86,349851.4,6.74
959876.65,18.48,4.86,349466.82,6.73
959923.68,18.49,4.87,349140.68,6.72
960205.69,18.49,4.87,350014.68,6.74
960220.86,18.5,4.88,349836.04,6.74
959933.34,18.49,4.87,349737.8,6.74
959985.27,18.5,4.88,349426.4,6.73
960216.39,18.5,4.88,349398.89,6.73
960527.92,18.51,4.89,349883.41,6.74
960406.42,18.51,4.89,349806.25,6.74
960874.37,18.53,4.9,349923.58,6.75
961514.96,18.54,4.92,350754.59,6.76
961686.77,18.55,4.92,350747.79,6.76
961858.58,18.55,4.93,350747.79,6.76
961722.38,18.55,4.93,351384.73,6.78
961586.17,18.55,4.93,351268.47,6.78
962215.83,18.57,4.95,351953.03,6.79
962437.15,18.57,4.95,351953.53,6.79
962692.2,18.58,4.96,351946.22,6.79
962556.0,18.58,4.96,352474.31,6.8
962556.0,18.58,4.96,352474.31,6.8
962607.93,18.58,4.96,352824.34,6.81
962530.93,18.59,4.97,352672.3,6.81
962372.79,18.58,4.96,352520.02,6.81
962372.79,18.58,4.96,352520.02,6.81
962075.26,18.58,4.96,352155.19,6.8
962075.26,18.58,4.96,352155.19,6.8
961887.25,18.58,4.96,352058.77,6.8
963118.29,18.6,4.98,352956.18,6.82
962982.08,18.6,4.98,352877.72,6.82
962982.08,18.6,4.98,352877.72,6.82
963003.22,18.61,4.99,353048.98,6.82
963224.54,18.61,4.99,353040.61,6.82
963449.72,18.62,5.0,353825.47,6.84
963496.75,18.62,5.0,353857.41,6.84
963280.73,18.62,5.0,353695.01,6.84
963467.24,18.63,5.0,353814.19,6.84
963169.71,18.62,5.0,353444.04,6.83
964041.47,18.64,5.02,354012.85,6.84
963987.09,18.64,5.02,353718.42,6.84
963850.88,18.64,5.02,353711.61,6.84
963556.95,18.64,5.02,353772.78,6.84
963556.95,18.64,5.02,353772.78,6.84
963608.88,18.64,5.02,353772.78,6.84
963330.87,18.64,5.02,353498.51,6.84
963558.93,18.65,5.03,353912.49,6.85
963610.87,18.65,5.03,354200.05,6.86
963316.59,18.65,5.03,353882.81,6.85
963180.39,18.65,5.03,353804.36,6.85
963232.32,18.65,5.03,353707.85,6.85
963232.32,18.65,5.03,353707.85,6.85
963232.32,18.65,5.03,353707.85,6.85
963284.25,18.65,5.03,353736.15,6.85
963022.99,18.65,5.03,353453.14,6.85
962847.76,18.65,5.03,353397.41,6.84
962899.69,18.65,5.03,353910.87,6.86
962778.19,18.65,5.03,353526.29,6.85
963223.44,18.67,5.04,353928.34,6.86
963444.76,18.67,5.05,353928.84,6.86
963313.15,18.67,5.05,354002.69,6.86
963313.15,18.67,5.05,354002.69,6.86
963015.62,18.67,5.05,353995.38,6.86
962879.42,18.67,5.05,354157.91,6.87
962879.42,18.67,5.05,354157.91,6.87
962701.17,18.67,5.05,354028.24,6.86
962564.96,18.67,5.05,354095.91,6.87
962736.77,18.67,5.05,354170.68,6.87
962972.8,18.68,5.06,354053.11,6.87
962908.57,18.68,5.06,353809.42,6.86
964251.95,18.71,5.09,355427.31,6.9
964063.94,18.71,5.09,355302.33,6.89
964285.26,18.71,5.09,355302.84,6.89
963997.73,18.71,5.09,355295.52,6.9
963861.53,18.71,5.09,355456.13,6.9
963725.32,18.71,5.09,355346.85,6.9
963368.36,18.71,5.09,354832.15,6.89
963420.3,18.71,5.09,355002.87,6.89
963284.09,18.71,5.09,354996.06,6.9
963605.73,18.72,5.1,354996.06,6.9
963657.67,18.72,5.1,355441.49,6.91
963709.6,18.73,5.11,355812.73,6.91
963573.39,18.73,5.11,355808.96,6.92
963479.82,18.73,5.11,355487.59,6.91
963410.71,18.73,5.11,355654.57,6.91
963870.66,18.74,5.12,356929.7,6.94
964672.13,18.76,5.13,357130.09,6.94
964940.25,18.76,5.14,357123.28,6.94
964992.19,18.77,5.15,357123.28,6.94
964855.98,18.77,5.15,357538.18,6.95
964659.59,18.76,5.14,357465.9,6.95
964711.52,18.77,5.15,357627.14,6.96
964711.52,18.77,5.15,357627.14,6.96
964763.45,18.77,5.15,357315.74,6.95
964815.39,18.78,5.16,357145.46,6.95
964872.22,18.78,5.16,357169.55,6.95
965135.45,18.79,5.17,357861.08,6.97
965187.38,18.79,5.17,357549.69,6.96
965090.64,18.79,5.17,357428.98,6.96
964874.61,18.79,5.17,357184.93,6.96
964742.28,18.79,5.17,357403.86,6.96
964427.94,18.79,5.17,356973.17,6.95
964717.35,18.79,5.17,357054.96,6.96
964937.63,18.8,5.18,356870.57,6.95
964671.15,18.8,5.18,356856.68,6.95
964723.08,18.8,5.18,357253.8,6.96
964586.88,18.8,5.18,357105.03,6.96
964638.81,18.81,5.18,357275.64,6.96
964874.83,18.81,5.19,357158.07,6.96
964921.86,18.82,5.19,356936.73,6.96
965152.07,18.82,5.2,357689.99,6.98
964909.19,18.82,5.2,357372.63,6.97
964900.84,18.82,5.2,357277.46,6.97
964779.34,18.82,5.2,357200.3,6.97
964667.9,18.82,5.2,356588.36,6.96
964667.9,18.82,5.2,356588.1,6.96
964717.12,18.83,5.21,357052.06,6.97
964732.3,18.83,5.21,356850.1,6.97
964904.11,18.84,5.22,356843.29,6.97
964767.9,18.84,5.22,356843.29,6.97
964819.83,18.84,5.22,357363.78,6.98
964871.77,18.85,5.23,357500.3,6.98
964750.26,18.85,5.23,357423.14,6.98
965622.02,18.87,5.25,357993.89,6.99
965500.52,18.87,5.25,357916.73,6.99
965440.76,18.87,5.25,357614.32,6.99
965162.75,18.87,5.25,357307.44,6.98
965630.69,18.88,5.26,357424.78,6.99
965559.56,18.88,5.26,357598.32,6.99
966199.16,18.89,5.27,358292.84,7.01
966420.48,18.9,5.28,358293.34,7.01
966284.27,18.9,5.28,358286.03,7.01
965986.74,18.9,5.28,358448.57,7.01
965771.58,18.89,5.27,358179.13,7.01
965992.9,18.9,5.28,358194.84,7.01
965856.69,18.9,5.28,358334.23,7.01
965856.69,18.9,5.28,358334.23,7.01
965856.69,18.9,5.28,358728.52,7.02
965908.63,18.9,5.28,358417.12,7.01
965811.89,18.91,5.29,358296.42,7.01
965811.89,18.91,5.29,358445.44,7.02
965851.1,18.91,5.29,358623.66,7.02
965701.52,18.9,5.28,358570.97,7.02
965938.46,18.91,5.29,359094.39,7.03
965816.95,18.91,5.29,358897.59,7.03
965677.56,18.91,5.29,358599.34,7.02
965754.26,18.92,5.3,358186.2,7.02
966291.82,18.93,5.31,359304.35,7.04
966099.47,18.93,5.31,358866.91,7.03
966335.5,18.94,5.32,359211.77,7.04
966849.73,18.95,5.33,359420.87,7.04
966849.73,18.95,5.33,359425.26,7.04
966789.97,18.95,5.33,359062.48,7.04
967026.0,18.96,5.34,359407.34,7.05
966697.53,18.95,5.33,359320.89,7.05
967211.76,18.97,5.35,359469.62,7.05
967152.01,18.97,5.35,359167.21,7.05
966896.78,18.97,5.35,358883.06,7.04
966568.31,18.96,5.34,358796.61,7.04
966432.11,18.96,5.34,358789.8,7.04
966653.43,18.97,5.35,358789.8,7.04
966346.34,18.97,5.35,358467.81,7.04
966196.75,18.96,5.34,358673.42,7.04
966464.88,18.97,5.35,358584.88,7.04
966328.68,18.97,5.35,359096.3,7.05
969590.38,19.04,5.42,365976.39,7.19
969454.18,19.04,5.42,365969.58,7.19
969257.78,19.03,5.41,365732.63,7.18
969479.1,19.04,5.42,365732.63,7.18
969407.22,19.04,5.42,365958.58,7.19
969191.58,19.04,5.42,365891.86,7.19
969411.85,19.04,5.42,365936.16,7.19
969145.37,19.04,5.42,366050.74,7.19
969366.69,19.05,5.42,366209.01,7.19
970796.86,19.08,5.46,367639.18,7.22
970796.86,19.08,5.46,367634.53,7.22
970647.27,19.07,5.45,367474.12,7.22
973891.15,19.14,5.52,367515.37,7.22
979454.8,19.25,5.63,371572.69,7.3
979299.97,19.25,5.63,370896.49,7.29
981408.64,19.3,5.68,370370.07,7.28
983931.29,19.35,5.73,369841.87,7.27
985361.45,19.38,5.76,369610.17,7.27
985582.77,19.39,5.77,371179.97,7.3
985803.05,19.39,5.77,370143.3,7.28
985505.53,19.39,5.77,369907.52,7.28
987438.69,19.43,5.81,374713.95,7.37
987809.3,19.44,5.82,374044.08,7.36
988030.62,19.45,5.83,374043.82,7.36
987894.41,19.45,5.83,374043.82,7.36
987609.63,19.45,5.82,373755.72,7.36
987781.44,19.45,5.83,373755.72,7.36
987903.96,19.46,5.84,372981.81,7.35
987606.43,19.45,5.83,373171.76,7.35
987861.49,19.46,5.84,372992.19,7.35
988082.81,19.47,5.85,372981.81,7.35
987785.28,19.46,5.84,374110.62,7.37
987507.27,19.46,5.84,373527.64,7.36
987210.71,19.45,5.83,373118.46,7.35
987210.71,19.45,5.83,373118.46,7.35
987678.66,19.47,5.85,374717.27,7.39
987553.75,19.47,5.85,374115.79,7.37
987167.39,19.46,5.84,373591.81,7.37
987388.71,19.47,5.85,373591.55,7.37
987189.62,19.47,5.85,373591.55,7.37
987417.68,19.47,5.85,373599.62,7.37
987123.41,19.47,5.85,373594.21,7.37
987175.34,19.47,5.85,373591.55,7.37
987175.34,19.47,5.85,373591.55,7.37
987395.62,19.48,5.86,373591.55,7.37
987259.41,19.48,5.86,373800.61,7.38
987123.21,19.48,5.86,373707.88,7.38
987295.02,19.49,5.87,373673.09,7.38
987346.95,19.49,5.87,374884.24,7.4
990496.39,19.56,5.94,376381.67,7.43
990360.19,19.56,5.94,376381.41,7.43
990223.98,19.56,5.94,376381.41,7.43
990395.79,19.56,5.94,376555.17,7.44
990447.73,19.57,5.95,376475.94,7.44
990447.73,19.57,5.95,376475.94,7.44
990311.52,19.57,5.95,376727.84,7.44
990175.32,19.57,5.95,376499.95,7.44
990175.32,19.57,5.95,376499.95,7.44
989897.3,19.57,5.95,376133.23,7.43
989580.82,19.56,5.94,375884.42,7.43
989632.75,19.57,5.95,375924.05,7.43
989496.54,19.57,5.95,376445.83,7.44
989308.53,19.56,5.94,376211.57,7.44
990711.73,19.59,5.97,375028.57,7.42
994045.08,19.66,6.04,375159.29,7.42
994216.89,19.67,6.04,375159.02,7.42
994080.68,19.67,6.05,375159.02,7.42
994080.68,19.67,6.05,375159.02,7.42
993944.48,19.67,6.05,375210.4,7.42
993944.48,19.67,6.05,375210.4,7.42
993944.48,19.67,6.05,375210.4,7.42
993808.27,19.67,6.05,375180.75,7.43
993808.27,19.67,6.05,375180.75,7.43
993672.07,19.67,6.05,375306.29,7.43
994838.3,19.7,6.08,376672.05,7.46
994660.28,19.69,6.07,377368.54,7.47
994938.21,19.7,6.08,377059.39,7.47
995361.29,19.71,6.09,377981.82,7.49
995582.61,19.72,6.1,377981.55,7.49
995241.93,19.72,6.09,377470.7,7.48
995105.72,19.72,6.1,377470.7,7.48
994808.2,19.71,6.09,377525.22,7.48
994860.13,19.72,6.1,377498.49,7.48
995081.45,19.72,6.1,377501.25,7.48
995133.38,19.73,6.11,377482.13,7.48
994835.85,19.72,6.1,377470.7,7.48
994706.91,19.72,6.1,377294.52,7.48
994928.24,19.73,6.11,378283.29,7.5
995147.74,19.74,6.12,378572.41,7.51
994955.39,19.74,6.11,378374.0,7.51
994819.18,19.74,6.12,378373.74,7.51
994501.62,19.73,6.11,378056.17,7.5
994365.41,19.73,6.11,378066.6,7.5
994417.34,19.74,6.12,378063.44,7.5
994253.98,19.73,6.11,377973.96,7.5
994522.11,19.74,6.12,377966.7,7.5
994574.04,19.75,6.12,378054.5,7.51
994625.97,19.75,6.13,378114.29,7.51
994625.97,19.75,6.13,378114.29,7.51
994429.58,19.75,6.13,378030.9,7.51
994481.51,19.75,6.13,378195.67,7.51
994345.31,19.75,6.13,378928.25,7.53
994345.31,19.75,6.13,378928.25,7.53
994566.63,19.76,6.14,378927.99,7.53
994430.42,19.76,6.14,378927.99,7.53
994482.35,19.76,6.14,378972.9,7.53
994346.15,19.77,6.15,378935.46,7.53
994209.94,19.77,6.15,379320.98,7.54
994073.74,19.77,6.15,379057.63,7.54
994125.67,19.77,6.15,379074.39,7.54
994125.67,19.77,6.15,379074.39,7.54
993976.08,19.77,6.15,379694.01,7.55
994244.21,19.78,6.16,379834.74,7.56
993154.57,19.79,6.17,379834.48,7.57
993067.05,19.79,6.17,379669.92,7.56
992930.85,19.79,6.17,379669.66,7.57
992930.85,19.79,6.17,379669.66,7.57
993102.66,19.79,6.17,379669.66,7.57
992966.45,19.8,6.17,379691.5,7.57
993018.39,19.8,6.18,379684.63,7.57
993023.68,19.8,6.18,379687.47,7.57
992746.86,19.8,6.17,379572.55,7.57
992746.86,19.8,6.17,379572.55,7.57
992918.67,19.8,6.18,379563.73,7.57
993173.73,19.81,6.19,380281.71,7.58
992901.32,19.81,6.19,380807.7,7.6
993073.13,19.82,6.2,380807.44,7.6
993294.45,19.82,6.2,380807.44,7.6
993294.45,19.82,6.2,380807.44,7.6
993346.38,19.83,6.21,380807.44,7.6
993068.37,19.82,6.2,380435.81,7.59
993120.3,19.83,6.21,380435.81,7.6
993172.23,19.83,6.21,380536.92,7.6
993172.23,19.83,6.21,380589.65,7.6
992874.7,19.83,6.21,380510.66,7.6
993096.02,19.83,6.21,380488.54,7.6
992808.5,19.83,6.21,381199.98,7.61
992860.43,19.83,6.21,381486.35,7.62
992860.43,19.83,6.21,381486.35,7.62
992912.36,19.84,6.22,381784.25,7.63
994342.53,19.87,6.25,383214.41,7.66
994563.85,19.88,6.26,383214.15,7.66
994563.85,19.88,6.26,383214.15,7.66
994276.32,19.87,6.25,383214.15,7.66
994497.64,19.88,6.26,383214.15,7.66
994497.64,19.88,6.26,383214.15,7.66
994549.58,19.88,6.26,383248.98,7.66
994549.58,19.88,6.26,383248.98,7.66
994361.56,19.88,6.26,382949.77,7.66
994361.56,19.88,6.26,382949.77,7.66
994225.35,19.88,6.26,382926.75,7.66
994234.86,19.88,6.26,382935.19,7.66
993956.85,19.88,6.26,382743.71,7.65
993956.85,19.88,6.26,382743.71,7.65
993659.32,19.87,6.25,382731.89,7.65
993880.64,19.88,6.26,383302.07,7.67
993597.82,19.88,6.26,383482.98,7.67
993597.82,19.88,6.26,383482.98,7.67
994173.09,19.89,6.27,383796.55,7.68
994646.32,19.9,6.28,384915.88,7.7
994867.64,19.91,6.29,384915.62,7.7
994731.44,19.91,6.29,384915.62,7.7
994440.17,19.9,6.28,384770.12,7.7
994190.22,19.9,6.28,384186.13,7.69
993892.69,19.9,6.28,384227.11,7.69
993756.48,19.9,6.28,384195.96,7.69
994078.13,19.91,6.29,384186.13,7.69
993798.51,19.9,6.28,384309.99,7.7
993970.33,19.91,6.29,384320.35,7.7
993834.12,19.91,6.29,384186.13,7.7
993886.05,19.91,6.29,384971.42,7.71
993749.85,19.92,6.3,384795.5,7.71
996899.29,19.98,6.36,385113.18,7.72
996763.08,19.98,6.36,385112.92,7.72
996815.01,19.99,6.37,385112.92,7.72
996678.81,19.99,6.37,385112.92,7.72
996730.74,19.99,6.37,385146.75,7.73
996952.06,20.0,6.38,385137.47,7.73
996815.86,20.0,6.38,385112.92,7.73
996867.79,20.0,6.38,385112.92,7.73
996570.26,20.0,6.38,385902.06,7.74
996798.33,20.01,6.39,385963.01,7.75
997637.63,20.03,6.41,385293.13,7.73
997637.63,20.03,6.41,385293.13,7.73
997501.42,20.03,6.41,385292.87,7.74
997501.42,20.03,6.41,385292.87,7.74
998651.57,20.05,6.43,384749.56,7.73
998357.29,20.05,6.43,384523.45,7.72
998357.29,20.05,6.43,384523.45,7.72
998221.09,20.05,6.43,384576.83,7.73
998221.09,20.05,6.43,384576.83,7.73
998392.9,20.06,6.44,384574.76,7.73
998444.83,20.06,6.44,384537.77,7.73
998496.76,20.07,6.45,384523.45,7.73
998360.56,20.07,6.45,385073.59,7.74
998224.35,20.07,6.45,384936.86,7.74
998445.67,20.08,6.45,385248.93,7.75
1001009.85,20.13,6.51,387749.0,7.8
1000831.84,20.13,6.51,387695.51,7.8
1000831.84,20.13,6.51,387695.51,7.8
1000695.63,20.13,6.51,387695.25,7.8
1000398.1,20.12,6.5,387721.56,7.8
1000450.04,20.13,6.51,387721.56,7.8
1000501.97,20.13,6.51,387727.81,7.8
1000365.76,20.13,6.51,387748.63,7.8
1000537.57,20.14,6.52,387729.6,7.8
1000792.63,20.15,6.53,387721.56,7.81
1000798.41,20.15,6.53,387724.3,7.81
1000662.21,20.15,6.53,388789.14,7.83
1000555.93,20.15,6.53,388680.71,7.83
1000777.25,20.15,6.53,388987.84,7.83
1000641.05,20.16,6.53,388987.84,7.84
1000641.05,20.16,6.53,388987.84,7.84
1000343.52,20.15,6.53,388571.5,7.83
1000564.84,20.16,6.54,388571.5,7.83
1000428.64,20.16,6.54,388571.67,7.83
1000428.64,20.16,6.54,388530.11,7.83
1000480.57,20.16,6.54,388530.18,7.83
1000480.57,20.16,6.54,388576.4,7.83
1000193.04,20.16,6.54,388576.15,7.83
1000056.84,20.16,6.54,388642.93,7.83
999920.63,20.16,6.54,388576.15,7.84
1000141.95,20.17,6.55,388576.15,7.84
999863.94,20.16,6.54,388289.76,7.83
999863.94,20.16,6.54,388289.76,7.83
999566.41,20.16,6.54,388734.65,7.84
999566.41,20.16,6.54,388734.65,7.84
999430.21,20.16,6.54,388563.03,7.84
999651.53,20.17,6.55,388563.03,7.84
999703.46,20.17,6.55,388563.03,7.84
999755.39,20.18,6.56,388563.03,7.84
999619.19,20.18,6.56,388568.4,7.84
999619.19,20.18,6.56,388568.4,7.84
