ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_829a-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_nodes,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_829a-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpus,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_829a-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpu_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_829a-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-total_gpus,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_829a-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-arrived_gpu_milli
1212,6204,3816520,6212,4197270
1212,6204,3816520,6212,4197270
1212,6204,3817520,6212,4198270
1212,6204,3818330,6212,4199080
1212,6204,3818330,6212,4199080
1212,6204,3819330,6212,4200080
1212,6204,3819790,6212,4200540
1212,6204,3820790,6212,4201540
1212,6204,3821790,6212,4202540
1212,6204,3821790,6212,4203540
1212,6204,3821790,6212,4203540
1212,6204,3821790,6212,4203540
1212,6204,3822790,6212,4204540
1212,6204,3822790,6212,4205190
1212,6204,3823790,6212,4206190
1212,6204,3824790,6212,4207190
1212,6204,3824790,6212,4207660
1212,6204,3825790,6212,4208660
1212,6204,3825790,6212,4209470
1212,6204,3826440,6212,4210120
1212,6204,3826660,6212,4210340
1212,6204,3826660,6212,4211340
1212,6204,3827660,6212,4212340
1212,6204,3828660,6212,4213340
1212,6204,3828820,6212,4213500
1212,6204,3829820,6212,4214500
1212,6204,3829820,6212,4215150
1212,6204,3829820,6212,4215150
1212,6204,3829820,6212,4215960
1212,6204,3830290,6212,4216430
1212,6204,3831290,6212,4217430
1212,6204,3831290,6212,4218430
1212,6204,3832290,6212,4219430
1212,6204,3833290,6212,4220430
1212,6204,3833610,6212,4220750
1212,6204,3833610,6212,4221750
1212,6204,3834420,6212,4222560
1212,6204,3834420,6212,4223560
1212,6204,3834420,6212,4224560
1212,6204,3835420,6212,4225560
1212,6204,3835890,6212,4226030
1212,6204,3836890,6212,4227030
1212,6204,3837890,6212,4228030
1212,6204,3838110,6212,4228250
1212,6204,3838580,6212,4228720
1212,6204,3838580,6212,4229190
1212,6204,3839040,6212,4229650
1212,6204,3839040,6212,4229650
1212,6204,3840040,6212,4230650
1212,6204,3841040,6212,4231650
1212,6204,3841040,6212,4231650
1212,6204,3841040,6212,4232200
1212,6204,3841690,6212,4232850
1212,6204,3842500,6212,4233660
1212,6204,3843500,6212,4234660
1212,6204,3843960,6212,4235120
1212,6204,3844960,6212,4236120
1212,6204,3845960,6212,4237120
1212,6204,3846120,6212,4237280
1212,6204,3846120,6212,4237280
1212,6204,3846120,6212,4238090
1212,6204,3847120,6212,4239090
1212,6204,3847120,6212,4239550
1212,6204,3847930,6212,4240360
1212,6204,3847930,6212,4241360
1212,6204,3847930,6212,4242360
1212,6204,3848740,6212,4243170
1212,6204,3849740,6212,4244170
1212,6204,3850060,6212,4244490
1212,6204,3851060,6212,4245490
1212,6204,3852060,6212,4246490
1212,6204,3852060,6212,4247140
1212,6204,3852060,6212,4248140
1212,6204,3853060,6212,4249140
1212,6204,3853060,6212,4250140
1212,6204,3853380,6212,4250460
1212,6204,3853850,6212,4250930
1212,6204,3854660,6212,4251740
1212,6204,3855470,6212,4252550
1212,6204,3856280,6212,4253360
1212,6204,3857090,6212,4254170
1212,6204,3857090,6212,4254170
1212,6204,3857320,6212,4254400
1212,6204,3858320,6212,4255400
1212,6204,3858790,6212,4255870
1212,6204,3858790,6212,4255870
1212,6204,3859790,6212,4256870
1212,6204,3859790,6212,4257870
1212,6204,3860440,6212,4258520
1212,6204,3860760,6212,4258840
1212,6204,3860760,6212,4259650
1212,6204,3861760,6212,4260650
1212,6204,3861760,6212,4260650
1212,6204,3862760,6212,4261650
1212,6204,3863570,6212,4262460
1212,6204,3863570,6212,4263460
1212,6204,3864570,6212,4264460
1212,6204,3864570,6212,4264460
1212,6204,3864570,6212,4265460
1212,6204,3864570,6212,4266460
1212,6204,3865570,6212,4267460
1212,6204,3866570,6212,4268460
1212,6204,3866890,6212,4268780
1212,6204,3867700,6212,4269590
1212,6204,3868020,6212,4269910
1212,6204,3869020,6212,4270910
1212,6204,3870020,6212,4271910
1212,6204,3870020,6212,4272720
1212,6204,3870490,6212,4273190
1212,6204,3871490,6212,4274190
1212,6204,3872490,6212,4275190
1212,6204,3872810,6212,4275510
1212,6204,3873810,6212,4276510
1212,6204,3873810,6212,4276980
1212,6204,3874810,6212,4277980
1212,6204,3875810,6212,4278980
1212,6204,3876810,6212,4279980
1212,6204,3876810,6212,4279980
1212,6204,3877810,6212,4280980
1212,6204,3878810,6212,4281980
1212,6204,3879280,6212,4282450
1212,6204,3880280,6212,4283450
1212,6204,3880280,6212,4284100
1212,6204,3881090,6212,4284910
1212,6204,3882090,6212,4285910
1212,6204,3882090,6212,4285910
1212,6204,3882090,6212,4285910
1212,6204,3882090,6212,4286910
1212,6204,3882090,6212,4287720
1212,6204,3882900,6212,4288530
1212,6204,3883220,6212,4288850
1212,6204,3884220,6212,4289850
1212,6204,3884220,6212,4289850
1212,6204,3884220,6212,4290310
1212,6204,3884220,6212,4290310
1212,6204,3885220,6212,4291310
1212,6204,3885690,6212,4291780
1212,6204,3886500,6212,4292590
1212,6204,3887500,6212,4293590
1212,6204,3888310,6212,4294400
1212,6204,3888310,6212,4295400
1212,6204,3889310,6212,4296400
1212,6204,3889310,6212,4296400
1212,6204,3890310,6212,4297400
1212,6204,3891310,6212,4298400
1212,6204,3891310,6212,4298400
1212,6204,3891310,6212,4299400
1212,6204,3892310,6212,4300400
1212,6204,3892310,6212,4301400
1212,6204,3892310,6212,4301400
1212,6204,3892310,6212,4301400
1212,6204,3892310,6212,4302400
1212,6204,3893310,6212,4303400
1212,6204,3893310,6212,4303400
1212,6204,3894310,6212,4304400
1212,6204,3894960,6212,4305050
1212,6204,3895960,6212,4306050
1212,6204,3895960,6212,4307050
1212,6204,3896960,6212,4308050
1212,6204,3897960,6212,4309050
1212,6204,3897960,6212,4309050
1212,6204,3897960,6212,4310050
1212,6204,3898960,6212,4311050
1212,6204,3898960,6212,4312050
1212,6204,3899770,6212,4312860
1212,6204,3899770,6212,4312860
1212,6204,3900770,6212,4313860
1212,6204,3901580,6212,4314670
1212,6204,3902580,6212,4315670
1212,6204,3902580,6212,4316670
1212,6204,3903580,6212,4317670
1212,6204,3904580,6212,4318670
1212,6204,3904900,6212,4318990
1212,6204,3904900,6212,4319990
1212,6204,3905710,6212,4320800
1212,6204,3906710,6212,4321800
1212,6204,3906710,6212,4322800
1212,6204,3907710,6212,4323800
1212,6204,3907710,6212,4324800
1212,6204,3908710,6212,4325800
1212,6204,3909710,6212,4326800
1212,6204,3910030,6212,4327120
1213,6212,3918030,6212,4335120
1213,6212,3918500,6212,4335590
1213,6212,3918720,6212,4335810
1213,6212,3919720,6212,4336810
1213,6212,3919720,6212,4344810
1213,6212,3920720,6212,4345810
1213,6212,3920720,6212,4353810
1213,6212,3921720,6212,4354810
1213,6212,3921720,6212,4355810
1213,6212,3922040,6212,4356130
1213,6212,3922040,6212,4357130
1213,6212,3922040,6212,4357130
1213,6212,3923040,6212,4358130
1213,6212,3923510,6212,4358600
1213,6212,3923980,6212,4359070
1213,6212,3924450,6212,4359540
1213,6212,3925260,6212,4360350
1213,6212,3926260,6212,4361350
1213,6212,3927260,6212,4362350
1213,6212,3927740,6212,4362830
1213,6212,3928550,6212,4363640
1213,6212,3929550,6212,4364640
1213,6212,3930550,6212,4365640
1213,6212,3931550,6212,4366640
1213,6212,3932360,6212,4367450
1213,6212,3933360,6212,4368450
1213,6212,3934010,6212,4369100
1213,6212,3934660,6212,4369750
1213,6212,3934660,6212,4370750
1213,6212,3935660,6212,4371750
1213,6212,3935660,6212,4372750
1213,6212,3935660,6212,4373750
1213,6212,3936130,6212,4374220
1213,6212,3937130,6212,4375220
1213,6212,3938130,6212,4376220
1213,6212,3938940,6212,4377030
1213,6212,3938940,6212,4377030
1213,6212,3939260,6212,4377350
1213,6212,3939580,6212,4377670
1213,6212,3939580,6212,4378260
1213,6212,3939800,6212,4378480
1213,6212,3940800,6212,4379480
1213,6212,3941030,6212,4379710
1213,6212,3941030,6212,4380710
1213,6212,3942030,6212,4381710
1213,6212,3942030,6212,4381710
1213,6212,3943030,6212,4382710
1213,6212,3943030,6212,4383710
1213,6212,3943030,6212,4384710
1213,6212,3944030,6212,4385710
1213,6212,3944840,6212,4386520
1213,6212,3945840,6212,4387520
1213,6212,3946840,6212,4388520
1213,6212,3947170,6212,4388850
1213,6212,3947980,6212,4389660
1213,6212,3948790,6212,4390470
1213,6212,3949790,6212,4391470
1213,6212,3949790,6212,4391470
1213,6212,3949790,6212,4392470
1213,6212,3950260,6212,4392940
1213,6212,3951070,6212,4393750
1213,6212,3951540,6212,4394220
1213,6212,3952540,6212,4395220
1213,6212,3952860,6212,4395540
1213,6212,3953670,6212,4396350
1213,6212,3953670,6212,4397160
1213,6212,3953830,6212,4397320
1213,6212,3953830,6212,4398320
1213,6212,3953830,6212,4398970
1213,6212,3954060,6212,4399200
1213,6212,3954380,6212,4399520
1213,6212,3955380,6212,4400520
1213,6212,3955610,6212,4400750
1213,6212,3956420,6212,4401560
1213,6212,3957420,6212,4402560
1213,6212,3958420,6212,4403560
1213,6212,3958890,6212,4404030
1213,6212,3958890,6212,4405030
1213,6212,3958890,6212,4405500
1213,6212,3958890,6212,4406500
1213,6212,3958890,6212,4406500
1213,6212,3959890,6212,4407500
1213,6212,3959890,6212,4415500
1213,6212,3960890,6212,4416500
1213,6212,3960890,6212,4416500
1213,6212,3961350,6212,4416960
1213,6212,3961350,6212,4417430
1213,6212,3961350,6212,4418430
1213,6212,3961570,6212,4418650
1213,6212,3962570,6212,4419650
1213,6212,3962570,6212,4419650
1213,6212,3963380,6212,4420460
1213,6212,3963380,6212,4420460
1213,6212,3964380,6212,4421460
1213,6212,3964380,6212,4422270
1213,6212,3965380,6212,4423270
1213,6212,3966380,6212,4424270
1213,6212,3967380,6212,4425270
1213,6212,3967380,6212,4425270
1213,6212,3968380,6212,4426270
1213,6212,3968700,6212,4426590
1213,6212,3969170,6212,4427060
1213,6212,3970170,6212,4428060
1213,6212,3971170,6212,4429060
1213,6212,3972170,6212,4430060
1213,6212,3973170,6212,4431060
1213,6212,3973490,6212,4431380
1213,6212,3974300,6212,4432190
1213,6212,3975300,6212,4433190
1213,6212,3975770,6212,4433660
1213,6212,3976770,6212,4434660
1213,6212,3977580,6212,4435470
1213,6212,3978390,6212,4436280
1213,6212,3978390,6212,4436280
1213,6212,3979390,6212,4437280
1213,6212,3979390,6212,4437280
1213,6212,3980390,6212,4438280
1213,6212,3980390,6212,4439280
1213,6212,3980390,6212,4440090
1213,6212,3981390,6212,4441090
1213,6212,3981390,6212,4441090
1213,6212,3981610,6212,4441310
1213,6212,3982610,6212,4442310
1213,6212,3982930,6212,4442630
1213,6212,3983930,6212,4443630
1213,6212,3984930,6212,4444630
1213,6212,3984930,6212,4445630
1213,6212,3985250,6212,4445950
1213,6212,3986250,6212,4446950
1213,6212,3987250,6212,4447950
1213,6212,3988250,6212,4448950
1213,6212,3988250,6212,4449320
1213,6212,3988840,6212,4449910
1213,6212,3989840,6212,4450910
1213,6212,3990300,6212,4451370
1213,6212,3990300,6212,4451370
1213,6212,3990300,6212,4452370
1213,6212,3990300,6212,4453180
1213,6212,3991300,6212,4454180
1213,6212,3992300,6212,4455180
1213,6212,3992620,6212,4455500
1213,6212,3992620,6212,4455500
1213,6212,3993620,6212,4456500
1213,6212,3993620,6212,4457310
1213,6212,3993620,6212,4457770
1213,6212,3994080,6212,4458230
1213,6212,3994080,6212,4458880
1213,6212,3995080,6212,4459880
1213,6212,3995550,6212,4460350
1213,6212,3996550,6212,4461350
1213,6212,3996550,6212,4461350
1213,6212,3996550,6212,4461350
1213,6212,3996550,6212,4462350
1213,6212,3996550,6212,4462350
1213,6212,3997550,6212,4463350
1213,6212,3998550,6212,4464350
1213,6212,3998550,6212,4464350
1213,6212,3998550,6212,4464350
1213,6212,3999550,6212,4465350
1213,6212,4000550,6212,4466350
1213,6212,4001360,6212,4467160
1213,6212,4002360,6212,4468160
1213,6212,4003360,6212,4469160
1213,6212,4003830,6212,4469630
1213,6212,4003830,6212,4470440
1213,6212,4004830,6212,4471440
1213,6212,4005830,6212,4472440
1213,6212,4006830,6212,4473440
1213,6212,4006990,6212,4473600
1213,6212,4007990,6212,4474600
1213,6212,4008990,6212,4475600
1213,6212,4008990,6212,4476600
1213,6212,4008990,6212,4476600
1213,6212,4009990,6212,4477600
1213,6212,4010210,6212,4477820
1213,6212,4010530,6212,4478140
1213,6212,4010530,6212,4478950
1213,6212,4011530,6212,4479950
1213,6212,4012340,6212,4480760
1213,6212,4013340,6212,4481760
1213,6212,4013340,6212,4481760
1213,6212,4013340,6212,4482230
1213,6212,4013340,6212,4482230
1213,6212,4014150,6212,4483040
1213,6212,4014150,6212,4483040
1213,6212,4014150,6212,4484040
1213,6212,4014150,6212,4484040
1213,6212,4014960,6212,4484850
1213,6212,4014960,6212,4485850
1213,6212,4015960,6212,4486850
1213,6212,4016430,6212,4487320
1213,6212,4017430,6212,4488320
1213,6212,4018430,6212,4489320
1213,6212,4018430,6212,4489320
1213,6212,4019430,6212,4490320
1213,6212,4019430,6212,4490320
1213,6212,4019430,6212,4491320
1213,6212,4020430,6212,4492320
1213,6212,4021430,6212,4493320
1213,6212,4021430,6212,4493970
1213,6212,4022240,6212,4494780
1213,6212,4022240,6212,4495780
1213,6212,4022240,6212,4495780
1213,6212,4022710,6212,4496250
1213,6212,4023520,6212,4497060
1213,6212,4024520,6212,4498060
1213,6212,4024520,6212,4498060
1213,6212,4024520,6212,4498060
1213,6212,4025520,6212,4499060
1213,6212,4026330,6212,4499870
1213,6212,4026330,6212,4500870
1213,6212,4027330,6212,4501870
1213,6212,4027330,6212,4502870
1213,6212,4028330,6212,4503870
1213,6212,4028330,6212,4504680
1213,6212,4028330,6212,4512680
1213,6212,4029330,6212,4513680
1213,6212,4029330,6212,4514680
1213,6212,4029330,6212,4515680
1213,6212,4030140,6212,4516490
1213,6212,4031140,6212,4517490
1213,6212,4032140,6212,4518490
1213,6212,4032950,6212,4519300
1213,6212,4032950,6212,4519300
1213,6212,4032950,6212,4519300
1213,6212,4033500,6212,4519850
1213,6212,4033500,6212,4519850
1213,6212,4034500,6212,4520850
1213,6212,4034610,6212,4520960
1213,6212,4034610,6212,4521960
1213,6212,4035610,6212,4522960
1213,6212,4036610,6212,4523960
1213,6212,4036610,6212,4523960
1213,6212,4037420,6212,4524770
1213,6212,4038010,6212,4525360
1213,6212,4039010,6212,4526360
1213,6212,4039660,6212,4527010
1213,6212,4040660,6212,4528010
1213,6212,4041660,6212,4529010
1213,6212,4042660,6212,4530010
1213,6212,4043660,6212,4531010
1213,6212,4044660,6212,4532010
1213,6212,4045660,6212,4533010
1213,6212,4046470,6212,4533820
1213,6212,4047470,6212,4534820
1213,6212,4048470,6212,4535820
1213,6212,4048470,6212,4536470
1213,6212,4048470,6212,4536470
1213,6212,4049470,6212,4537470
1213,6212,4050020,6212,4538020
1213,6212,4050020,6212,4539020
1213,6212,4050020,6212,4540020
1213,6212,4050670,6212,4540670
1213,6212,4051480,6212,4541480
1213,6212,4051480,6212,4542480
1213,6212,4051480,6212,4542480
1213,6212,4051480,6212,4543480
1213,6212,4052480,6212,4544480
1213,6212,4052950,6212,4544950
1213,6212,4053600,6212,4545600
1213,6212,4054410,6212,4546410
1213,6212,4054410,6212,4547410
1213,6212,4054880,6212,4547880
1213,6212,4054880,6212,4547880
1213,6212,4055530,6212,4548530
1213,6212,4056530,6212,4549530
1213,6212,4056530,6212,4549530
1213,6212,4056530,6212,4550530
1213,6212,4057340,6212,4551340
1213,6212,4058150,6212,4552150
1213,6212,4058470,6212,4552470
1213,6212,4059470,6212,4553470
1213,6212,4060280,6212,4554280
1213,6212,4060280,6212,4555280
1213,6212,4060280,6212,4555280
1213,6212,4061280,6212,4556280
1213,6212,4062280,6212,4557280
1213,6212,4062280,6212,4558280
1213,6212,4062740,6212,4558740
1213,6212,4062740,6212,4559740
1213,6212,4062740,6212,4560740
1213,6212,4063290,6212,4561290
1213,6212,4063940,6212,4561940
1213,6212,4064260,6212,4562260
1213,6212,4065260,6212,4563260
1213,6212,4065260,6212,4563260
1213,6212,4065260,6212,4563260
1213,6212,4066260,6212,4564260
1213,6212,4067260,6212,4565260
1213,6212,4068260,6212,4566260
1213,6212,4069260,6212,4567260
1213,6212,4069260,6212,4567260
1213,6212,4069730,6212,4567730
1213,6212,4070050,6212,4568050
1213,6212,4070700,6212,4568700
1213,6212,4071700,6212,4569700
1213,6212,4071700,6212,4570700
1213,6212,4071700,6212,4571170
1213,6212,4071700,6212,4579170
1213,6212,4071700,6212,4579170
1213,6212,4072700,6212,4580170
1213,6212,4072700,6212,4581170
1213,6212,4073020,6212,4581490
1213,6212,4074020,6212,4582490
1213,6212,4074830,6212,4583300
1213,6212,4075830,6212,4584300
1213,6212,4075830,6212,4584300
1213,6212,4075830,6212,4584300
1213,6212,4075830,6212,4584300
1213,6212,4076830,6212,4585300
1213,6212,4076830,6212,4585300
1213,6212,4077830,6212,4586300
1213,6212,4077830,6212,4587300
1213,6212,4077830,6212,4587770
1213,6212,4077830,6212,4587770
1213,6212,4077830,6212,4587770
1213,6212,4078640,6212,4588580
1213,6212,4078640,6212,4588580
1213,6212,4079640,6212,4589580
1213,6212,4080640,6212,4590580
1213,6212,4081110,6212,4591050
1213,6212,4081110,6212,4592050
1213,6212,4082110,6212,4593050
1213,6212,4083110,6212,4594050
1213,6212,4083380,6212,4594320
1213,6212,4083380,6212,4595130
1213,6212,4083380,6212,4595130
1213,6212,4084380,6212,4596130
1213,6212,4084380,6212,4597130
1213,6212,4085380,6212,4598130
1213,6212,4085380,6212,4599130
1213,6212,4086380,6212,4600130
1213,6212,4086850,6212,4600600
1213,6212,4087660,6212,4601410
1213,6212,4087660,6212,4601410
1213,6212,4088470,6212,4602220
1213,6212,4088470,6212,4603220
1213,6212,4088470,6212,4603220
1213,6212,4089470,6212,4604220
1213,6212,4090280,6212,4605030
1213,6212,4091280,6212,4606030
1213,6212,4091280,6212,4607030
1213,6212,4092280,6212,4608030
1213,6212,4093280,6212,4609030
1213,6212,4093280,6212,4609840
1213,6212,4094090,6212,4610650
1213,6212,4094900,6212,4611460
1213,6212,4094900,6212,4612460
1213,6212,4094900,6212,4612460
1213,6212,4094900,6212,4612460
1213,6212,4095900,6212,4613460
1213,6212,4095900,6212,4613460
1213,6212,4096900,6212,4614460
1213,6212,4097130,6212,4614690
1213,6212,4098130,6212,4615690
1213,6212,4098720,6212,4616280
1213,6212,4099370,6212,4616930
1213,6212,4100370,6212,4617930
1213,6212,4100370,6212,4618390
1213,6212,4101180,6212,4619200
1213,6212,4102180,6212,4620200
1213,6212,4102180,6212,4621200
1213,6212,4103180,6212,4622200
1213,6212,4103180,6212,4623200
1213,6212,4103410,6212,4623430
1213,6212,4103410,6212,4624240
1213,6212,4103640,6212,4624470
1213,6212,4104640,6212,4625470
1213,6212,4104640,6212,4625470
1213,6212,4104640,6212,4625470
1213,6212,4105640,6212,4626470
1213,6212,4105640,6212,4626470
1213,6212,4105640,6212,4627280
1213,6212,4106640,6212,4628280
1213,6212,4106640,6212,4629280
1213,6212,4106960,6212,4629600
1213,6212,4107960,6212,4630600
1213,6212,4107960,6212,4631600
1213,6212,4107960,6212,4632600
1213,6212,4108960,6212,4633600
1213,6212,4109960,6212,4634600
1213,6212,4110960,6212,4635600
1213,6212,4110960,6212,4636410
1213,6212,4111960,6212,4637410
1213,6212,4112770,6212,4638220
1213,6212,4112930,6212,4638380
1213,6212,4112930,6212,4639380
1213,6212,4113400,6212,4639850
1213,6212,4114400,6212,4640850
1213,6212,4114400,6212,4641850
1213,6212,4115400,6212,4642850
1213,6212,4116400,6212,4643850
1213,6212,4116870,6212,4644320
1213,6212,4117350,6212,4644800
1213,6212,4117350,6212,4645800
1213,6212,4117350,6212,4646800
1213,6212,4118350,6212,4647800
1213,6212,4118670,6212,4648120
1213,6212,4118670,6212,4649120
1213,6212,4119130,6212,4649580
1213,6212,4119130,6212,4649580
1213,6212,4119130,6212,4649580
1213,6212,4119130,6212,4650580
1213,6212,4119130,6212,4651580
1213,6212,4119600,6212,4652050
1213,6212,4120600,6212,4653050
1213,6212,4121410,6212,4653860
1213,6212,4121410,6212,4653860
1213,6212,4122410,6212,4654860
1213,6212,4123410,6212,4655860
1213,6212,4124410,6212,4656860
1213,6212,4125060,6212,4657510
1213,6212,4126060,6212,4658510
1213,6212,4126060,6212,4658510
1213,6212,4127060,6212,4659510
1213,6212,4128060,6212,4660510
1213,6212,4128060,6212,4661510
1213,6212,4128060,6212,4662510
1213,6212,4129060,6212,4663510
1213,6212,4129060,6212,4663510
1213,6212,4130060,6212,4664510
1213,6212,4130060,6212,4665510
1213,6212,4130060,6212,4666160
1213,6212,4130060,6212,4666160
1213,6212,4130710,6212,4666810
1213,6212,4131520,6212,4667620
1213,6212,4132330,6212,4668430
1213,6212,4133330,6212,4669430
1213,6212,4133330,6212,4669430
1213,6212,4133650,6212,4669750
1213,6212,4134650,6212,4670750
1213,6212,4135650,6212,4671750
1213,6212,4135650,6212,4671750
1213,6212,4136300,6212,4672400
1213,6212,4136300,6212,4673400
1213,6212,4136300,6212,4673400
1213,6212,4136300,6212,4673400
1213,6212,4137300,6212,4674400
1213,6212,4137950,6212,4675050
1213,6212,4137950,6212,4676050
1213,6212,4138950,6212,4677050
1213,6212,4139950,6212,4678050
1213,6212,4140420,6212,4678520
1213,6212,4140790,6212,4678890
1213,6212,4141790,6212,4679890
1213,6212,4142790,6212,4680890
1213,6212,4143260,6212,4681360
1213,6212,4143260,6212,4681360
1213,6212,4143730,6212,4681830
1213,6212,4144730,6212,4682830
1213,6212,4145730,6212,4683830
1213,6212,4146380,6212,4684480
1213,6212,4147190,6212,4685290
1213,6212,4147190,6212,4685290
1213,6212,4147190,6212,4685290
1213,6212,4148190,6212,4686290
1213,6212,4149190,6212,4687290
1213,6212,4150190,6212,4688290
1213,6212,4150190,6212,4688290
1213,6212,4150190,6212,4696290
1213,6212,4151190,6212,4697290
1213,6212,4152190,6212,4698290
1213,6212,4152190,6212,4698290
1213,6212,4152190,6212,4698290
1213,6212,4152190,6212,4698290
1213,6212,4153190,6212,4699290
1213,6212,4153190,6212,4700290
1213,6212,4153190,6212,4700290
1213,6212,4153660,6212,4700760
1213,6212,4153980,6212,4701080
1213,6212,4153980,6212,4702080
1213,6212,4154980,6212,4703080
1213,6212,4155790,6212,4703890
1213,6212,4156260,6212,4704360
1213,6212,4156260,6212,4712360
1213,6212,4156260,6212,4713360
1213,6212,4156260,6212,4713360
1213,6212,4157260,6212,4714360
1213,6212,4157730,6212,4714830
1213,6212,4157730,6212,4715830
1213,6212,4157730,6212,4716640
1213,6212,4157730,6212,4717640
1213,6212,4157730,6212,4718640
1213,6212,4157730,6212,4719640
1213,6212,4158730,6212,4720640
1213,6212,4158730,6212,4720640
1213,6212,4158730,6212,4721640
1213,6212,4159730,6212,4722640
1213,6212,4160730,6212,4723640
1213,6212,4160730,6212,4724640
1213,6212,4160730,6212,4724640
1213,6212,4160730,6212,4725450
1213,6212,4161540,6212,4726260
1213,6212,4162540,6212,4727260
1213,6212,4162540,6212,4728260
1213,6212,4162540,6212,4728730
1213,6212,4162540,6212,4729730
1213,6212,4162540,6212,4730200
1213,6212,4163540,6212,4731200
1213,6212,4163770,6212,4731430
1213,6212,4164770,6212,4732430
1213,6212,4165420,6212,4733080
1213,6212,4166420,6212,4734080
1213,6212,4167230,6212,4734890
1213,6212,4168230,6212,4735890
1213,6212,4168700,6212,4736360
1213,6212,4168700,6212,4737360
1213,6212,4169700,6212,4738360
1213,6212,4170020,6212,4738680
1213,6212,4171020,6212,4739680
1213,6212,4171490,6212,4740150
1213,6212,4171960,6212,4740620
1213,6212,4172960,6212,4741620
1213,6212,4173960,6212,4742620
1213,6212,4174960,6212,4743620
1213,6212,4175960,6212,4744620
1213,6212,4176960,6212,4745620
1213,6212,4176960,6212,4745620
1213,6212,4176960,6212,4746620
1213,6212,4176960,6212,4747620
1213,6212,4176960,6212,4747620
1213,6212,4177960,6212,4748620
1213,6212,4178430,6212,4749090
1213,6212,4178430,6212,4750090
1213,6212,4179430,6212,4751090
1213,6212,4180240,6212,4751900
1213,6212,4180710,6212,4752370
1213,6212,4181710,6212,4753370
1213,6212,4181710,6212,4753370
1213,6212,4182030,6212,4753690
1213,6212,4182350,6212,4754010
1213,6212,4183350,6212,4755010
1213,6212,4184160,6212,4755820
1213,6212,4185160,6212,4756820
1213,6212,4185390,6212,4757050
1213,6212,4185390,6212,4758050
1213,6212,4185860,6212,4758520
1213,6212,4186860,6212,4759520
1213,6212,4187860,6212,4760520
1213,6212,4188020,6212,4760680
1213,6212,4188020,6212,4761680
1213,6212,4189020,6212,4762680
1213,6212,4190020,6212,4763680
1213,6212,4190020,6212,4764680
1213,6212,4191020,6212,4765680
1213,6212,4192020,6212,4766680
1213,6212,4192020,6212,4767490
1213,6212,4192340,6212,4767810
1213,6212,4192810,6212,4768280
1213,6212,4192810,6212,4769280
1213,6212,4192810,6212,4770280
1213,6212,4192810,6212,4771280
1213,6212,4192810,6212,4772280
1213,6212,4192810,6212,4772280
1213,6212,4193040,6212,4772510
1213,6212,4194040,6212,4773510
1213,6212,4195040,6212,4774510
1213,6212,4196040,6212,4775510
1213,6212,4197040,6212,4776510
1213,6212,4197360,6212,4776830
1213,6212,4197950,6212,4777420
1213,6212,4198420,6212,4777890
1213,6212,4198420,6212,4778890
1213,6212,4199420,6212,4779890
1213,6212,4199890,6212,4780360
1213,6212,4200890,6212,4781360
1213,6212,4201210,6212,4781680
1213,6212,4201210,6212,4781680
1213,6212,4202210,6212,4782680
1213,6212,4203210,6212,4783680
1213,6212,4204210,6212,4784680
1213,6212,4204210,6212,4785680
1213,6212,4204680,6212,4786150
1213,6212,4205230,6212,4786700
1213,6212,4205230,6212,4787700
1213,6212,4206040,6212,4788510
1213,6212,4206690,6212,4789160
1213,6212,4207690,6212,4790160
1213,6212,4207910,6212,4790380
1213,6212,4207910,6212,4790380
1213,6212,4207910,6212,4790380
1213,6212,4207910,6212,4790380
1213,6212,4208910,6212,4791380
1213,6212,4208910,6212,4791380
1213,6212,4208910,6212,4791380
1213,6212,4209910,6212,4792380
1213,6212,4209910,6212,4793380
1213,6212,4213910,6212,4797380
1213,6212,4214910,6212,4798380
1213,6212,4214910,6212,4798850
1213,6212,4214910,6212,4799660
1213,6212,4215910,6212,4800660
1213,6212,4216910,6212,4801660
1213,6212,4216910,6212,4802660
1213,6212,4217910,6212,4803660
1213,6212,4218910,6212,4804660
1213,6212,4218910,6212,4804660
1213,6212,4218910,6212,4804660
1213,6212,4219910,6212,4805660
1213,6212,4220910,6212,4806660
1213,6212,4221720,6212,4807470
1213,6212,4221720,6212,4807470
1213,6212,4221720,6212,4808470
1213,6212,4222720,6212,4809470
1213,6212,4223530,6212,4810280
1213,6212,4223530,6212,4810280
1213,6212,4224530,6212,4811280
1213,6212,4225340,6212,4812090
1213,6212,4225660,6212,4812410
1213,6212,4225660,6212,4813410
1213,6212,4225660,6212,4814410
1213,6212,4226470,6212,4815220
1213,6212,4226940,6212,4815690
1213,6212,4227940,6212,4816690
1213,6212,4228530,6212,4817280
1213,6212,4229000,6212,4817750
