ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9072-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_nodes,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9072-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpus,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9072-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpu_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9072-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-total_gpus,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9072-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-arrived_gpu_milli
231,1200,156860,6212,156860
232,1202,157670,6212,157670
233,1204,158670,6212,158670
234,1208,159480,6212,159480
235,1216,160290,6212,160290
236,1224,161290,6212,161290
236,1224,162100,6212,162100
237,1226,162420,6212,162420
238,1228,163230,6212,163230
239,1236,163230,6212,163230
239,1236,164040,6212,164040
239,1236,164360,6212,164360
240,1238,165360,6212,165360
241,1240,166170,6212,166170
241,1240,166640,6212,166640
242,1248,167290,6212,167290
243,1256,167510,6212,167510
244,1264,168320,6212,168320
245,1272,168320,6212,168320
245,1272,168320,6212,168320
245,1272,169320,6212,169320
246,1280,169590,6212,169590
246,1280,170400,6212,170400
247,1282,170400,6212,170400
248,1284,171050,6212,171050
249,1292,171370,6212,171370
250,1294,171840,6212,171840
251,1302,172650,6212,172650
252,1310,173460,6212,173460
253,1312,173780,6212,173780
254,1320,173780,6212,173780
255,1328,174780,6212,174780
256,1330,175430,6212,175430
257,1332,175900,6212,175900
257,1332,176710,6212,176710
258,1340,177520,6212,177520
258,1340,177840,6212,177840
259,1348,178160,6212,178160
260,1356,179160,6212,179160
261,1364,179620,6212,179620
261,1364,179940,6212,179940
262,1366,180410,6212,180410
263,1374,181220,6212,181220
264,1376,182220,6212,182220
265,1384,183220,6212,183220
266,1392,184030,6212,184030
267,1394,185030,6212,185030
268,1396,185840,6212,185840
269,1404,186650,6212,186650
269,1404,187650,6212,187650
270,1412,187650,6212,187650
270,1412,187650,6212,187650
271,1416,188120,6212,188120
272,1418,188590,6212,188590
273,1426,189240,6212,189240
273,1426,190050,6212,190050
274,1434,190860,6212,190860
275,1436,191670,6212,191670
276,1438,191670,6212,191670
277,1446,191830,6212,191830
278,1450,191830,6212,191830
279,1458,192300,6212,192300
280,1466,193300,6212,193300
281,1474,194300,6212,194300
282,1476,194530,6212,194530
283,1484,195340,6212,195340
284,1492,195710,6212,195710
285,1496,195710,6212,195710
286,1504,195710,6212,195710
287,1506,196520,6212,196520
288,1507,197520,6212,197520
289,1515,198330,6212,198330
290,1517,199140,6212,199140
290,1517,199950,6212,199950
291,1525,200950,6212,200950
291,1525,201420,6212,201420
291,1525,202420,6212,202420
291,1525,202420,6212,202420
292,1533,202740,6212,202740
293,1535,202740,6212,202740
294,1537,202970,6212,202970
295,1539,203190,6212,203190
296,1547,203350,6212,203350
297,1555,204350,6212,204350
297,1555,204670,6212,204670
298,1557,204670,6212,204670
299,1565,204670,6212,204670
299,1565,205480,6212,205480
299,1565,206030,6212,206030
300,1567,206500,6212,206500
300,1567,207050,6212,207050
301,1569,207600,6212,207600
302,1571,208410,6212,208410
303,1573,209220,6212,209220
304,1581,210030,6212,210030
304,1581,211030,6212,211030
305,1583,211840,6212,211840
306,1591,212490,6212,212490
307,1599,213080,6212,213080
307,1599,213080,6212,213080
308,1607,213890,6212,213890
309,1609,214350,6212,214350
310,1617,215160,6212,215160
311,1621,215160,6212,215160
312,1629,215970,6212,215970
313,1637,216620,6212,216620
314,1645,216940,6212,216940
315,1647,217170,6212,217170
316,1655,217720,6212,217720
317,1657,217880,6212,217880
318,1665,218340,6212,218340
319,1673,218820,6212,218820
320,1681,219820,6212,219820
320,1681,219820,6212,219820
321,1689,220050,6212,220050
321,1689,220050,6212,220050
322,1697,220520,6212,220520
323,1705,221330,6212,221330
323,1705,222140,6212,222140
324,1713,222610,6212,222610
325,1715,222610,6212,222610
326,1717,223070,6212,223070
326,1717,223540,6212,223540
326,1717,223860,6212,223860
327,1719,224330,6212,224330
328,1727,224980,6212,224980
329,1735,225980,6212,225980
330,1743,226980,6212,226980
331,1751,227630,6212,227630
332,1753,228100,6212,228100
333,1755,228560,6212,228560
333,1755,229210,6212,229210
334,1763,229680,6212,229680
335,1765,230490,6212,230490
336,1769,231490,6212,231490
337,1771,232140,6212,232140
338,1773,232610,6212,232610
339,1781,232610,6212,232610
340,1789,233610,6212,233610
341,1797,233930,6212,233930
342,1799,234410,6212,234410
343,1807,235220,6212,235220
344,1809,236030,6212,236030
345,1811,236500,6212,236500
345,1811,236500,6212,236500
345,1811,236500,6212,236500
346,1819,237310,6212,237310
346,1819,237780,6212,237780
347,1821,237780,6212,237780
347,1821,237940,6212,237940
348,1823,238750,6212,238750
349,1831,239400,6212,239400
350,1833,240400,6212,240400
351,1841,241400,6212,241400
351,1841,241870,6212,241870
352,1849,242340,6212,242340
353,1857,242340,6212,242340
354,1865,243150,6212,243150
355,1873,243960,6212,243960
356,1881,243960,6212,243960
357,1883,244960,6212,244960
357,1883,245770,6212,245770
358,1885,245990,6212,245990
359,1887,246460,6212,246460
359,1887,247270,6212,247270
360,1895,247500,6212,247500
361,1903,247970,6212,247970
361,1903,248970,6212,248970
361,1903,249130,6212,249130
362,1911,250130,6212,250130
363,1919,250780,6212,250780
364,1927,251590,6212,251590
365,1929,252140,6212,252140
366,1937,252950,6212,252950
367,1945,253420,6212,253420
367,1945,253420,6212,253420
368,1947,254230,6212,254230
369,1949,255230,6212,255230
369,1949,255690,6212,255690
370,1951,256150,6212,256150
370,1951,256150,6212,256150
371,1955,256620,6212,256620
372,1963,257620,6212,257620
373,1971,257620,6212,257620
374,1973,258430,6212,258430
375,1975,259240,6212,259240
376,1983,259890,6212,259890
377,1985,260890,6212,260890
378,1987,261890,6212,261890
379,1995,262360,6212,262360
379,1995,263170,6212,263170
380,2003,263980,6212,263980
381,2005,264450,6212,264450
382,2009,264920,6212,264920
382,2009,265920,6212,265920
382,2009,266250,6212,266250
383,2017,267250,6212,267250
384,2021,268250,6212,268250
385,2029,269250,6212,269250
386,2031,270250,6212,270250
387,2033,271060,6212,271060
388,2041,271060,6212,271060
389,2043,271710,6212,271710
390,2051,272360,6212,272360
391,2053,272360,6212,272360
392,2055,272950,6212,272950
393,2063,273110,6212,273110
394,2071,273430,6212,273430
394,2071,274430,6212,274430
395,2079,275430,6212,275430
395,2079,276240,6212,276240
396,2087,276710,6212,276710
397,2089,277520,6212,277520
398,2091,278520,6212,278520
399,2093,279330,6212,279330
400,2095,279800,6212,279800
401,2097,279800,6212,279800
401,2097,280610,6212,280610
401,2097,280610,6212,280610
401,2097,281080,6212,281080
402,2105,281730,6212,281730
403,2113,281780,6212,281780
404,2121,281780,6212,281780
404,2121,282250,6212,282250
405,2123,282360,6212,282360
406,2131,282360,6212,282360
406,2131,283360,6212,283360
406,2131,283680,6212,283680
407,2133,284490,6212,284490
408,2141,284950,6212,284950
408,2141,285760,6212,285760
409,2149,285760,6212,285760
410,2151,285990,6212,285990
411,2159,285990,6212,285990
411,2159,286990,6212,286990
411,2159,287460,6212,287460
411,2159,287930,6212,287930
411,2159,288740,6212,288740
412,2167,289330,6212,289330
413,2175,289800,6212,289800
413,2175,290800,6212,290800
414,2183,291030,6212,291030
415,2185,291350,6212,291350
415,2185,292350,6212,292350
415,2185,293350,6212,293350
416,2193,294350,6212,294350
417,2195,295160,6212,295160
418,2203,295160,6212,295160
419,2205,296160,6212,296160
419,2205,296630,6212,296630
419,2205,296950,6212,296950
419,2205,297950,6212,297950
419,2205,298270,6212,298270
420,2207,298820,6212,298820
421,2209,298820,6212,298820
421,2209,299290,6212,299290
422,2211,299520,6212,299520
423,2219,299990,6212,299990
423,2219,299990,6212,299990
424,2227,300800,6212,300800
424,2227,300800,6212,300800
424,2227,301030,6212,301030
425,2235,301500,6212,301500
426,2237,301970,6212,301970
427,2245,302780,6212,302780
428,2247,303780,6212,303780
429,2249,304590,6212,304590
429,2249,305400,6212,305400
430,2257,305400,6212,305400
431,2265,305400,6212,305400
432,2273,305630,6212,305630
433,2281,306630,6212,306630
434,2283,307630,6212,307630
434,2283,308100,6212,308100
435,2291,308570,6212,308570
436,2293,309570,6212,309570
437,2301,310570,6212,310570
437,2301,311570,6212,311570
438,2305,312040,6212,312040
438,2305,312510,6212,312510
439,2313,312510,6212,312510
440,2315,313320,6212,313320
440,2315,314320,6212,314320
441,2317,315130,6212,315130
442,2321,316130,6212,316130
442,2321,316780,6212,316780
443,2329,317250,6212,317250
443,2329,317480,6212,317480
443,2329,317800,6212,317800
443,2329,318120,6212,318120
443,2329,318930,6212,318930
444,2337,319740,6212,319740
444,2337,320210,6212,320210
445,2339,320760,6212,320760
445,2339,321760,6212,321760
446,2341,322410,6212,322410
447,2343,322410,6212,322410
448,2345,323410,6212,323410
449,2347,324410,6212,324410
450,2355,325410,6212,325410
451,2357,325730,6212,325730
451,2357,326280,6212,326280
451,2357,326280,6212,326280
452,2365,327090,6212,327090
452,2365,327410,6212,327410
452,2365,327880,6212,327880
452,2365,328350,6212,328350
453,2373,329000,6212,329000
454,2375,330000,6212,330000
455,2377,331000,6212,331000
456,2379,332000,6212,332000
456,2379,332590,6212,332590
457,2383,333240,6212,333240
458,2387,333710,6212,333710
459,2395,334710,6212,334710
460,2403,335030,6212,335030
461,2405,335030,6212,335030
461,2405,336030,6212,336030
462,2409,336030,6212,336030
463,2411,336030,6212,336030
464,2419,337030,6212,337030
465,2421,338030,6212,338030
466,2423,339030,6212,339030
466,2423,339030,6212,339030
467,2425,339840,6212,339840
468,2427,340650,6212,340650
468,2427,341650,6212,341650
468,2427,342120,6212,342120
468,2427,342930,6212,342930
469,2435,343150,6212,343150
469,2435,343800,6212,343800
470,2437,343800,6212,343800
471,2445,344800,6212,344800
472,2447,345130,6212,345130
473,2449,345940,6212,345940
474,2450,346750,6212,346750
474,2450,347400,6212,347400
475,2458,347720,6212,347720
475,2458,348370,6212,348370
476,2460,349370,6212,349370
477,2468,349840,6212,349840
478,2476,350650,6212,350650
479,2478,350880,6212,350880
480,2486,351880,6212,351880
481,2494,351880,6212,351880
481,2494,352110,6212,352110
481,2494,352340,6212,352340
482,2502,352810,6212,352810
482,2502,352810,6212,352810
482,2502,353620,6212,353620
482,2502,354620,6212,354620
483,2510,355430,6212,355430
484,2518,356430,6212,356430
485,2526,357430,6212,357430
485,2526,358240,6212,358240
486,2534,358240,6212,358240
487,2536,358240,6212,358240
488,2544,358700,6212,358700
489,2552,358700,6212,358700
489,2552,358700,6212,358700
490,2560,359290,6212,359290
491,2568,367290,6212,367290
492,2570,367940,6212,367940
493,2572,368410,6212,368410
493,2572,369220,6212,369220
494,2580,370030,6212,370030
495,2582,370840,6212,370840
496,2590,371840,6212,371840
497,2598,372160,6212,372160
497,2598,373160,6212,373160
498,2602,373390,6212,373390
498,2602,374200,6212,374200
499,2610,374200,6212,374200
500,2611,375010,6212,375010
501,2613,375820,6212,375820
502,2615,376630,6212,376630
502,2615,377100,6212,377100
503,2623,377100,6212,377100
504,2625,377570,6212,377570
504,2625,378040,6212,378040
505,2633,379040,6212,379040
505,2633,379040,6212,379040
505,2633,379150,6212,379150
506,2635,379150,6212,379150
506,2635,380150,6212,380150
507,2643,380150,6212,380150
507,2643,381150,6212,381150
508,2645,381470,6212,381470
509,2647,381470,6212,381470
509,2647,381470,6212,381470
510,2655,382470,6212,382470
510,2655,383280,6212,383280
511,2663,383750,6212,383750
511,2663,383860,6212,383860
511,2663,384670,6212,384670
512,2671,385140,6212,385140
513,2679,385950,6212,385950
513,2679,386420,6212,386420
514,2683,386890,6212,386890
515,2691,387360,6212,387360
516,2699,387360,6212,387360
516,2699,387360,6212,387360
516,2699,388170,6212,388170
517,2707,388640,6212,388640
517,2707,389110,6212,389110
518,2715,389920,6212,389920
519,2723,390730,6212,390730
520,2731,390730,6212,390730
521,2739,391200,6212,391200
521,2739,391670,6212,391670
521,2739,392480,6212,392480
521,2739,393290,6212,393290
522,2747,394290,6212,394290
523,2755,395100,6212,395100
523,2755,396100,6212,396100
523,2755,397100,6212,397100
524,2763,397910,6212,397910
524,2763,398910,6212,398910
525,2771,399720,6212,399720
526,2775,400530,6212,400530
526,2775,401530,6212,401530
527,2777,402530,6212,402530
528,2785,403010,6212,403010
529,2793,404010,6212,404010
530,2795,404820,6212,404820
530,2795,405820,6212,405820
531,2803,406630,6212,406630
531,2803,406630,6212,406630
532,2805,407100,6212,407100
532,2805,407570,6212,407570
532,2805,411570,6212,411570
533,2813,411890,6212,411890
534,2821,412890,6212,412890
534,2821,413360,6212,413360
534,2821,414170,6212,414170
534,2821,414640,6212,414640
535,2829,414640,6212,414640
536,2837,415110,6212,415110
536,2837,416110,6212,416110
537,2839,416920,6212,416920
537,2839,416920,6212,416920
537,2839,417150,6212,417150
538,2841,417150,6212,417150
538,2841,418150,6212,418150
538,2841,418150,6212,418150
539,2843,418620,6212,418620
540,2851,419090,6212,419090
540,2851,419560,6212,419560
541,2853,420560,6212,420560
542,2855,421560,6212,421560
543,2863,422560,6212,422560
543,2863,422560,6212,422560
544,2865,422890,6212,422890
545,2867,423890,6212,423890
546,2869,424540,6212,424540
546,2869,425350,6212,425350
547,2871,426350,6212,426350
548,2872,427160,6212,427160
549,2880,428160,6212,428160
550,2888,428970,6212,428970
550,2888,429200,6212,429200
551,2896,429200,6212,429200
552,2898,429200,6212,429200
552,2898,429670,6212,429670
553,2900,430480,6212,430480
553,2900,430800,6212,430800
553,2900,431270,6212,431270
554,2908,432270,6212,432270
555,2910,433270,6212,433270
556,2918,434080,6212,434080
556,2918,435080,6212,435080
556,2918,435890,6212,435890
556,2918,436480,6212,436480
557,2926,437480,6212,437480
558,2934,437950,6212,437950
559,2942,438270,6212,438270
560,2950,438740,6212,438740
560,2950,439210,6212,439210
561,2958,439800,6212,439800
562,2960,440800,6212,440800
563,2962,440800,6212,440800
564,2964,441800,6212,441800
565,2972,442270,6212,442270
566,2974,442740,6212,442740
566,2974,443210,6212,443210
567,2982,443860,6212,443860
568,2984,444670,6212,444670
568,2984,445320,6212,445320
568,2984,445690,6212,445690
569,2992,446160,6212,446160
570,3000,446630,6212,446630
570,3000,447440,6212,447440
570,3000,447900,6212,447900
571,3002,448710,6212,448710
571,3002,449360,6212,449360
571,3002,450360,6212,450360
572,3010,451170,6212,451170
573,3018,451540,6212,451540
574,3026,452540,6212,452540
574,3026,453540,6212,453540
575,3030,453540,6212,453540
575,3030,454350,6212,454350
576,3032,455350,6212,455350
576,3032,455670,6212,455670
577,3040,456320,6212,456320
577,3040,456790,6212,456790
578,3048,457380,6212,457380
579,3056,457540,6212,457540
579,3056,458350,6212,458350
580,3058,459350,6212,459350
580,3058,460160,6212,460160
580,3058,461160,6212,461160
580,3058,461160,6212,461160
580,3058,461630,6212,461630
581,3060,462100,6212,462100
582,3068,463100,6212,463100
583,3070,463570,6212,463570
583,3070,463800,6212,463800
583,3070,464120,6212,464120
584,3074,464590,6212,464590
585,3082,465400,6212,465400
586,3090,466210,6212,466210
586,3090,466210,6212,466210
587,3098,466210,6212,466210
587,3098,467020,6212,467020
588,3106,467570,6212,467570
588,3106,468030,6212,468030
588,3106,469030,6212,469030
588,3106,469500,6212,469500
588,3106,469500,6212,469500
589,3108,470310,6212,470310
590,3116,470310,6212,470310
590,3116,470780,6212,470780
591,3120,470780,6212,470780
592,3128,471430,6212,471430
592,3128,472430,6212,472430
592,3128,472890,6212,472890
592,3128,473360,6212,473360
592,3128,473830,6212,473830
593,3136,474640,6212,474640
594,3144,475450,6212,475450
595,3152,476260,6212,476260
595,3152,477070,6212,477070
596,3156,477390,6212,477390
596,3156,477710,6212,477710
596,3156,478520,6212,478520
597,3158,478990,6212,478990
598,3166,479540,6212,479540
598,3166,480540,6212,480540
599,3168,481350,6212,481350
600,3176,481670,6212,481670
600,3176,481670,6212,481670
600,3176,482670,6212,482670
601,3184,483670,6212,483670
602,3186,484130,6212,484130
602,3186,484600,6212,484600
602,3186,485410,6212,485410
602,3186,485730,6212,485730
602,3186,486730,6212,486730
603,3188,486730,6212,486730
603,3188,487200,6212,487200
603,3188,488200,6212,488200
603,3188,489010,6212,489010
604,3190,490010,6212,490010
605,3192,490820,6212,490820
605,3192,491290,6212,491290
605,3192,491760,6212,491760
606,3200,492080,6212,492080
607,3208,493080,6212,493080
607,3208,493080,6212,493080
608,3216,494080,6212,494080
608,3216,494540,6212,494540
609,3218,495540,6212,495540
610,3220,496350,6212,496350
610,3220,497160,6212,497160
611,3222,497630,6212,497630
612,3224,497790,6212,497790
613,3232,498260,6212,498260
614,3240,498720,6212,498720
614,3240,499370,6212,499370
614,3240,500180,6212,500180
615,3242,500180,6212,500180
616,3244,500990,6212,500990
617,3252,501310,6212,501310
618,3260,501770,6212,501770
619,3264,502770,6212,502770
619,3264,503240,6212,503240
620,3272,503240,6212,503240
620,3272,503240,6212,503240
621,3280,503710,6212,503710
622,3288,504300,6212,504300
622,3288,505300,6212,505300
623,3290,506300,6212,506300
623,3290,506760,6212,506760
624,3298,507080,6212,507080
624,3298,508080,6212,508080
624,3298,508890,6212,508890
624,3298,509890,6212,509890
625,3306,510890,6212,510890
626,3314,511700,6212,511700
626,3314,512170,6212,512170
627,3316,512640,6212,512640
627,3316,513110,6212,513110
628,3324,513340,6212,513340
628,3324,514340,6212,514340
628,3324,514660,6212,514660
628,3324,514660,6212,514660
629,3332,514660,6212,514660
630,3340,514660,6212,514660
630,3340,515660,6212,515660
630,3340,516470,6212,516470
630,3340,517280,6212,517280
631,3348,518280,6212,518280
632,3356,518750,6212,518750
632,3356,519220,6212,519220
632,3356,519690,6212,519690
633,3364,519690,6212,519690
633,3364,520500,6212,520500
633,3364,521310,6212,521310
634,3372,522310,6212,522310
635,3374,522780,6212,522780
635,3374,523780,6212,523780
636,3376,524780,6212,524780
636,3376,525780,6212,525780
636,3376,526250,6212,526250
637,3378,527250,6212,527250
638,3386,527250,6212,527250
639,3388,527250,6212,527250
639,3388,528060,6212,528060
640,3390,528530,6212,528530
640,3390,528800,6212,528800
641,3392,529610,6212,529610
641,3392,530080,6212,530080
641,3392,530080,6212,530080
642,3400,530310,6212,530310
643,3408,531310,6212,531310
643,3408,532310,6212,532310
643,3408,532780,6212,532780
644,3410,533590,6212,533590
645,3412,534590,6212,534590
646,3414,535050,6212,535050
647,3422,535860,6212,535860
647,3422,536860,6212,536860
647,3422,537510,6212,537510
648,3424,537980,6212,537980
649,3432,538980,6212,538980
649,3432,539790,6212,539790
650,3440,540790,6212,540790
650,3440,541600,6212,541600
650,3440,542070,6212,542070
651,3448,542720,6212,542720
651,3448,542950,6212,542950
652,3456,543760,6212,543760
652,3456,544570,6212,544570
652,3456,544890,6212,544890
652,3456,545700,6212,545700
652,3456,545920,6212,545920
652,3456,546730,6212,546730
652,3456,547730,6212,547730
653,3458,548200,6212,548200
654,3460,548430,6212,548430
654,3460,549430,6212,549430
655,3462,549430,6212,549430
656,3470,549750,6212,549750
657,3478,550220,6212,550220
658,3486,551220,6212,551220
659,3488,551690,6212,551690
660,3496,552690,6212,552690
660,3496,553500,6212,553500
661,3504,553500,6212,553500
662,3512,553970,6212,553970
663,3514,554780,6212,554780
664,3522,555590,6212,555590
664,3522,556400,6212,556400
665,3524,557050,6212,557050
665,3524,558050,6212,558050
665,3524,558520,6212,558520
665,3524,559330,6212,559330
666,3532,559330,6212,559330
666,3532,560330,6212,560330
666,3532,560330,6212,560330
666,3532,561330,6212,561330
666,3532,562140,6212,562140
667,3534,562460,6212,562460
667,3534,563460,6212,563460
668,3538,563690,6212,563690
669,3546,564500,6212,564500
670,3548,565500,6212,565500
670,3548,566310,6212,566310
671,3550,566310,6212,566310
671,3550,567120,6212,567120
672,3552,567930,6212,567930
673,3554,568740,6212,568740
674,3556,569060,6212,569060
674,3556,570060,6212,570060
675,3558,570710,6212,570710
675,3558,571180,6212,571180
675,3558,571550,6212,571550
675,3558,572360,6212,572360
675,3558,573170,6212,573170
