ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9072-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9072-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_ratio,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9072-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_q124,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9072-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9072-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_ratio
1057585.24,99.5,85.87,1050320.49,98.81
1057585.24,99.5,85.87,1050299.79,98.81
1057368.11,99.5,85.88,1050080.03,98.81
1057368.11,99.5,85.88,1050080.03,98.81
1057368.11,99.5,85.88,1050080.03,98.81
1057368.11,99.5,85.88,1050080.03,98.81
1057211.83,99.5,85.88,1049924.35,98.81
1057211.83,99.5,85.88,1049924.35,98.81
1057211.83,99.5,85.88,1049924.35,98.81
1057211.83,99.5,85.88,1049924.35,98.81
1057211.83,99.5,85.88,1049924.35,98.81
1057211.83,99.5,85.88,1049924.35,98.81
1057211.83,99.5,85.88,1049924.35,98.81
1056996.66,99.5,85.88,1049781.55,98.82
1056996.66,99.5,85.88,1049781.55,98.82
1056996.66,99.5,85.88,1049781.55,98.82
1056996.66,99.5,85.88,1049781.55,98.82
1056996.66,99.5,85.88,1049781.55,98.82
1056996.66,99.5,85.88,1049781.55,98.82
1056996.66,99.5,85.88,1049781.55,98.82
1056996.66,99.5,85.88,1049781.55,98.82
1056996.66,99.5,85.88,1049781.55,98.82
1056996.66,99.5,85.88,1049781.55,98.82
1056781.02,99.5,85.88,1049677.16,98.83
1056781.02,99.5,85.88,1049677.16,98.83
1056781.02,99.5,85.88,1049677.16,98.83
1056781.02,99.5,85.88,1049677.16,98.83
1056781.02,99.5,85.88,1049709.22,98.83
1056781.02,99.5,85.88,1049709.22,98.83
1056781.02,99.5,85.88,1049709.22,98.83
1056781.02,99.5,85.88,1049709.22,98.83
1056781.02,99.5,85.88,1049709.22,98.83
1056781.02,99.5,85.88,1049709.22,98.83
1056781.02,99.5,85.88,1049709.22,98.83
1056781.02,99.5,85.88,1049709.22,98.83
1056781.02,99.5,85.88,1049709.22,98.83
1056781.02,99.5,85.88,1049709.22,98.83
1056781.02,99.5,85.88,1049709.22,98.83
1056781.02,99.5,85.88,1049709.22,98.83
1056781.02,99.5,85.88,1049709.22,98.83
1056781.02,99.5,85.88,1049709.22,98.83
1056781.02,99.5,85.88,1049709.22,98.83
1056781.02,99.5,85.88,1049709.22,98.83
1056565.38,99.5,85.88,1049599.55,98.84
1056565.38,99.5,85.88,1049599.55,98.84
1056565.38,99.5,85.88,1049599.55,98.84
1056565.38,99.5,85.88,1049599.55,98.84
1056565.38,99.5,85.88,1049652.06,98.85
1056565.38,99.5,85.88,1049652.06,98.85
1056565.38,99.5,85.88,1049652.06,98.85
1056565.38,99.5,85.88,1049652.06,98.85
1056565.38,99.5,85.88,1049652.06,98.85
1056565.38,99.5,85.88,1049601.42,98.84
1056565.38,99.5,85.88,1049601.42,98.84
1056565.38,99.5,85.88,1049601.42,98.84
1056565.38,99.5,85.88,1049601.42,98.84
1056565.38,99.5,85.88,1049591.03,98.84
1056565.38,99.5,85.88,1049591.03,98.84
1056565.38,99.5,85.88,1049591.03,98.84
1056565.38,99.5,85.88,1049591.03,98.84
1056565.38,99.5,85.88,1049591.03,98.84
1056565.38,99.5,85.88,1049591.03,98.84
1056565.38,99.5,85.88,1049591.03,98.84
1056565.38,99.5,85.88,1049591.03,98.84
1056565.38,99.5,85.88,1049591.03,98.84
1056565.38,99.5,85.88,1049591.03,98.84
1056359.23,99.5,85.88,1049371.27,98.84
1056359.23,99.5,85.88,1049371.27,98.84
1056359.23,99.5,85.88,1049371.27,98.84
1056359.23,99.5,85.88,1049371.27,98.84
1056359.23,99.5,85.88,1049411.03,98.85
1056359.23,99.5,85.88,1049411.03,98.85
1056359.23,99.5,85.88,1049381.73,98.85
1056359.23,99.5,85.88,1049381.73,98.85
1056359.23,99.5,85.88,1049381.73,98.85
1056359.23,99.5,85.88,1049381.73,98.85
1056359.23,99.5,85.88,1049381.73,98.85
1056359.23,99.5,85.88,1049381.73,98.85
1056359.23,99.5,85.88,1049381.73,98.85
1056359.23,99.5,85.88,1049381.73,98.85
1056359.23,99.5,85.88,1049381.73,98.85
1056359.23,99.5,85.88,1049381.73,98.85
1056359.23,99.5,85.88,1049381.73,98.85
1056359.23,99.5,85.88,1049381.73,98.85
1056359.23,99.5,85.88,1049381.73,98.85
1056359.23,99.5,85.88,1049381.73,98.85
1056060.83,99.5,85.88,1049084.15,98.85
1056060.83,99.5,85.88,1049084.15,98.85
1056060.83,99.5,85.88,1049084.15,98.85
1056060.83,99.5,85.88,1049084.15,98.85
1056060.83,99.5,85.88,1049084.15,98.85
1056060.83,99.5,85.88,1049084.15,98.85
1056060.83,99.5,85.88,1049084.15,98.85
1056060.83,99.5,85.88,1049084.15,98.85
1056060.83,99.5,85.88,1049084.15,98.85
1056060.83,99.5,85.88,1049127.91,98.85
1056060.83,99.5,85.88,1049127.91,98.85
1056060.83,99.5,85.88,1049127.91,98.85
1056060.83,99.5,85.88,1049127.91,98.85
1056060.83,99.5,85.88,1049127.91,98.85
1056060.83,99.5,85.88,1049127.91,98.85
1056060.83,99.5,85.88,1049127.91,98.85
1056060.83,99.5,85.88,1049127.91,98.85
1055866.99,99.51,85.89,1048908.15,98.85
1055866.99,99.51,85.89,1048908.15,98.85
1055866.99,99.51,85.89,1048908.15,98.85
1055866.99,99.51,85.89,1048908.15,98.85
1055866.99,99.51,85.89,1048908.15,98.85
1055866.99,99.51,85.89,1048943.71,98.86
1055650.96,99.51,85.89,1048781.58,98.86
1055435.32,99.51,85.89,1048736.46,98.88
1055435.32,99.51,85.89,1048736.46,98.88
1055435.32,99.51,85.89,1048736.46,98.88
1055435.32,99.51,85.89,1048736.46,98.88
1055435.32,99.51,85.89,1048736.46,98.88
1055435.32,99.51,85.89,1048736.46,98.88
1055435.32,99.51,85.89,1048736.46,98.88
1055435.32,99.51,85.89,1048736.46,98.88
1055435.32,99.51,85.89,1048736.46,98.88
1055117.39,99.51,85.89,1048425.67,98.88
1055117.39,99.51,85.89,1048425.67,98.88
1054901.75,99.51,85.89,1048215.18,98.88
1054793.61,99.51,85.89,1048108.5,98.88
1054793.61,99.51,85.89,1048108.5,98.88
1054793.61,99.51,85.89,1048108.5,98.88
1054793.61,99.51,85.89,1048108.5,98.88
1054793.61,99.51,85.89,1048108.5,98.88
1054793.61,99.51,85.89,1048108.5,98.88
1054793.61,99.51,85.89,1048079.42,98.88
1054793.61,99.51,85.89,1048079.42,98.88
1054793.61,99.51,85.89,1048079.42,98.88
1054793.61,99.51,85.89,1048079.42,98.88
1054793.61,99.51,85.89,1048079.42,98.88
1054793.61,99.51,85.89,1048079.42,98.88
1054793.61,99.51,85.89,1048079.42,98.88
1054793.61,99.51,85.89,1048079.42,98.88
1054793.61,99.51,85.89,1048079.42,98.88
1054793.61,99.51,85.89,1048079.42,98.88
1054793.61,99.51,85.89,1048079.42,98.88
1054793.61,99.51,85.89,1048079.42,98.88
1054793.61,99.51,85.89,1048079.42,98.88
1054635.47,99.51,85.89,1047895.67,98.87
1054635.47,99.51,85.89,1047895.67,98.87
1054635.47,99.51,85.89,1047895.67,98.87
1054635.47,99.51,85.89,1047895.67,98.87
1054635.47,99.51,85.89,1047895.67,98.87
1054635.47,99.51,85.89,1047895.67,98.87
1054635.47,99.51,85.89,1047888.01,98.87
1054635.47,99.51,85.89,1047888.01,98.87
1054635.47,99.51,85.89,1047888.01,98.87
1054419.83,99.51,85.89,1047686.69,98.88
1054419.83,99.51,85.89,1047686.69,98.88
1054419.83,99.51,85.89,1047686.69,98.88
1054419.83,99.51,85.89,1047686.69,98.88
1054419.83,99.51,85.89,1047686.69,98.88
1054419.83,99.51,85.89,1047686.69,98.88
1054419.83,99.51,85.89,1047733.91,98.88
1054419.83,99.51,85.89,1047733.91,98.88
1054419.83,99.51,85.89,1047733.91,98.88
1054419.83,99.51,85.89,1047733.91,98.88
1054419.83,99.51,85.89,1047733.91,98.88
1054419.83,99.51,85.89,1047733.91,98.88
1054419.83,99.51,85.89,1047733.91,98.88
1054261.69,99.51,85.89,1047613.33,98.88
1054261.69,99.51,85.89,1047589.68,98.88
1054261.69,99.51,85.89,1047589.68,98.88
1054261.69,99.51,85.89,1047589.68,98.88
1054261.69,99.51,85.89,1047589.68,98.88
1054261.69,99.51,85.89,1047589.68,98.88
1054261.69,99.51,85.89,1047589.68,98.88
1054261.69,99.51,85.89,1047589.68,98.88
1054261.69,99.51,85.89,1047589.68,98.88
1054261.69,99.51,85.89,1047589.68,98.88
1054261.69,99.51,85.89,1047589.68,98.88
1054261.69,99.51,85.89,1047589.68,98.88
1054261.69,99.51,85.89,1047589.68,98.88
1054261.69,99.51,85.89,1047589.68,98.88
1054261.69,99.51,85.89,1047589.68,98.88
1054045.66,99.51,85.89,1047384.38,98.88
1054045.66,99.51,85.89,1047384.38,98.88
1054045.66,99.51,85.89,1047384.38,98.88
1054045.66,99.51,85.89,1047384.38,98.88
1054045.66,99.51,85.89,1047351.49,98.88
1054045.66,99.51,85.89,1047351.49,98.88
1054045.66,99.51,85.89,1047351.49,98.88
1054045.66,99.51,85.89,1047351.49,98.88
1054045.66,99.51,85.89,1047351.49,98.88
1054045.66,99.51,85.89,1047351.49,98.88
1054045.66,99.51,85.89,1047351.49,98.88
1054045.66,99.51,85.89,1047351.49,98.88
1054045.66,99.51,85.89,1047351.49,98.88
1054045.66,99.51,85.89,1047379.09,98.88
1054045.66,99.51,85.89,1047379.09,98.88
1054045.66,99.51,85.89,1047379.09,98.88
1054047.53,99.51,85.89,1047384.05,98.88
1054047.53,99.51,85.89,1047384.05,98.88
1054047.53,99.51,85.89,1047361.95,98.88
1054047.53,99.51,85.89,1047361.95,98.88
1054047.53,99.51,85.89,1047361.95,98.88
1054047.53,99.51,85.89,1047361.95,98.88
1054047.53,99.51,85.89,1047361.95,98.88
1053829.97,99.51,85.89,1047122.27,98.88
1053829.97,99.51,85.89,1047122.27,98.88
1053829.97,99.51,85.89,1047122.27,98.88
1053829.97,99.51,85.89,1047122.27,98.88
1053829.97,99.51,85.89,1047122.27,98.88
1053829.97,99.51,85.89,1047122.27,98.88
1053829.97,99.51,85.89,1047122.27,98.88
1053829.97,99.51,85.89,1047122.27,98.88
1053829.97,99.51,85.89,1047122.27,98.88
1053671.83,99.51,85.89,1046998.11,98.88
1053671.83,99.51,85.89,1046998.11,98.88
1053671.83,99.51,85.89,1046998.11,98.88
1053671.83,99.51,85.89,1047000.24,98.88
1053513.69,99.51,85.89,1046776.6,98.88
1053513.69,99.51,85.89,1046776.6,98.88
1053355.56,99.51,85.89,1046666.66,98.88
1053038.7,99.51,85.89,1046348.56,98.88
1053038.7,99.51,85.89,1046348.56,98.88
1053038.7,99.51,85.89,1046348.56,98.88
1053038.7,99.51,85.89,1046348.56,98.88
1053038.7,99.51,85.89,1046348.56,98.88
1053038.7,99.51,85.89,1046348.56,98.88
1053038.7,99.51,85.89,1046348.56,98.88
1053038.7,99.51,85.89,1046348.56,98.88
1053038.7,99.51,85.89,1046284.33,98.88
1053038.7,99.51,85.89,1046284.33,98.88
1053038.7,99.51,85.89,1046284.33,98.88
1053038.7,99.51,85.89,1046284.33,98.88
1053038.7,99.51,85.89,1046284.33,98.88
1053038.7,99.51,85.89,1046284.33,98.88
1053038.7,99.51,85.89,1046284.33,98.88
1053038.7,99.51,85.89,1046284.33,98.88
1053038.7,99.51,85.89,1046284.33,98.88
1053038.7,99.51,85.89,1046284.33,98.88
1053038.7,99.51,85.89,1046284.33,98.88
1053038.7,99.51,85.89,1046284.33,98.88
1053038.7,99.51,85.89,1046284.33,98.88
1053038.7,99.51,85.89,1046284.33,98.88
1053038.7,99.51,85.89,1046284.33,98.88
1053038.7,99.51,85.89,1046284.33,98.88
1053038.7,99.51,85.89,1046284.33,98.88
1053038.7,99.51,85.89,1046284.33,98.88
1053038.7,99.51,85.89,1046284.33,98.88
1053038.7,99.51,85.89,1046284.33,98.88
1053038.7,99.51,85.89,1046268.97,98.87
1053038.7,99.51,85.89,1046268.97,98.87
1053038.7,99.51,85.89,1046268.97,98.87
1053038.7,99.51,85.89,1046268.97,98.87
1053038.7,99.51,85.89,1046268.97,98.87
1053038.7,99.51,85.89,1046268.97,98.87
1052880.56,99.51,85.89,1046110.53,98.87
1052880.56,99.51,85.89,1046110.53,98.87
1052880.56,99.51,85.89,1046110.53,98.87
1052880.56,99.51,85.89,1046110.53,98.87
1052880.56,99.51,85.89,1046110.53,98.87
1052880.56,99.51,85.89,1046110.53,98.87
1052880.56,99.51,85.89,1046110.53,98.87
1052880.56,99.51,85.89,1046110.53,98.87
1052880.56,99.51,85.89,1046110.53,98.87
1052880.56,99.51,85.89,1046110.53,98.87
1052880.56,99.51,85.89,1046110.53,98.87
1052880.56,99.51,85.89,1046110.53,98.87
1052664.92,99.52,85.89,1045898.01,98.88
1052664.92,99.52,85.89,1045898.01,98.88
1052664.92,99.52,85.89,1045898.01,98.88
1052664.92,99.52,85.89,1045898.01,98.88
1052664.92,99.52,85.89,1045898.01,98.88
1052664.92,99.52,85.89,1045898.01,98.88
1052664.92,99.52,85.89,1045898.01,98.88
1052664.92,99.52,85.89,1045898.01,98.88
1052664.92,99.52,85.89,1045898.01,98.88
1052664.92,99.52,85.89,1045898.01,98.88
1052664.92,99.52,85.89,1045898.01,98.88
1052664.92,99.52,85.89,1045898.01,98.88
1052664.92,99.52,85.89,1045897.95,98.88
1052664.92,99.52,85.89,1045897.95,98.88
1052664.92,99.52,85.89,1045897.95,98.88
1052664.92,99.52,85.89,1045897.95,98.88
1052664.92,99.52,85.89,1045872.05,98.87
1052664.92,99.52,85.89,1045872.05,98.87
1052664.92,99.52,85.89,1045872.05,98.87
1052664.92,99.52,85.89,1045872.05,98.87
1052449.27,99.52,85.9,1045674.65,98.88
1052449.27,99.52,85.9,1045674.65,98.88
1052449.27,99.52,85.9,1045716.37,98.88
1052449.27,99.52,85.9,1045716.37,98.88
1052449.27,99.52,85.9,1045716.37,98.88
1052449.27,99.52,85.9,1045716.37,98.88
1052449.27,99.52,85.9,1045716.37,98.88
1052449.27,99.52,85.9,1045716.37,98.88
1052449.27,99.52,85.9,1045716.37,98.88
1052449.27,99.52,85.9,1045716.37,98.88
1052449.27,99.52,85.9,1045716.37,98.88
1052449.27,99.52,85.9,1045716.66,98.88
1052449.27,99.52,85.9,1045716.66,98.88
1052449.27,99.52,85.9,1045716.66,98.88
1052449.27,99.52,85.9,1045716.66,98.88
1052449.27,99.52,85.9,1045674.34,98.88
1052449.27,99.52,85.9,1045674.34,98.88
1052449.27,99.52,85.9,1045678.52,98.88
1052449.27,99.52,85.9,1045660.85,98.87
1052449.27,99.52,85.9,1045660.85,98.87
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052451.14,99.52,85.9,1045694.01,98.88
1052235.11,99.52,85.9,1045462.87,98.88
1052235.11,99.52,85.9,1045462.87,98.88
1052235.11,99.52,85.9,1045462.87,98.88
1052235.11,99.52,85.9,1045462.87,98.88
1052235.11,99.52,85.9,1045462.87,98.88
1052235.11,99.52,85.9,1045462.87,98.88
1052235.11,99.52,85.9,1045462.87,98.88
1052235.11,99.52,85.9,1045462.87,98.88
1052235.11,99.52,85.9,1045462.87,98.88
1052235.11,99.52,85.9,1045462.87,98.88
1052235.11,99.52,85.9,1045462.87,98.88
1052235.11,99.52,85.9,1045462.87,98.88
1052019.46,99.52,85.9,1045297.29,98.88
1052019.46,99.52,85.9,1045297.29,98.88
1052019.46,99.52,85.9,1045297.29,98.88
1052019.46,99.52,85.9,1045297.29,98.88
1052019.46,99.52,85.9,1045297.29,98.88
1052019.46,99.52,85.9,1045297.29,98.88
1052019.46,99.52,85.9,1045297.29,98.88
1052019.46,99.52,85.9,1045297.29,98.88
1052019.46,99.52,85.9,1045297.29,98.88
1052019.46,99.52,85.9,1045297.29,98.88
1052019.46,99.52,85.9,1045297.29,98.88
1051813.82,99.52,85.9,1045014.82,98.88
1051813.82,99.52,85.9,1045014.82,98.88
1051813.82,99.52,85.9,1044981.65,98.87
1051598.18,99.52,85.9,1044836.54,98.88
1051598.18,99.52,85.9,1044836.54,98.88
1051382.53,99.52,85.9,1044553.9,98.88
1051382.53,99.52,85.9,1044553.9,98.88
1051382.53,99.52,85.9,1044553.9,98.88
1051382.53,99.52,85.9,1044553.9,98.88
1051382.53,99.52,85.9,1044553.9,98.88
1051382.53,99.52,85.9,1044553.9,98.88
1051382.53,99.52,85.9,1044553.9,98.88
1051382.53,99.52,85.9,1044553.9,98.88
1051382.53,99.52,85.9,1044553.9,98.88
1051382.53,99.52,85.9,1044553.9,98.88
1051382.53,99.52,85.9,1044553.9,98.88
1051382.53,99.52,85.9,1044553.9,98.88
1051382.53,99.52,85.9,1044576.84,98.88
1051084.37,99.52,85.9,1044279.81,98.88
1051084.37,99.52,85.9,1044279.81,98.88
1051084.37,99.52,85.9,1044259.11,98.88
1051084.37,99.52,85.9,1044406.45,98.89
1051084.37,99.52,85.9,1044406.45,98.89
1051084.37,99.52,85.9,1044406.45,98.89
1051084.37,99.52,85.9,1044406.45,98.89
1051084.37,99.52,85.9,1044406.45,98.89
1051084.37,99.52,85.9,1044406.45,98.89
1051084.37,99.52,85.9,1044406.45,98.89
1051084.37,99.52,85.9,1044406.45,98.89
1051086.23,99.52,85.9,1044410.97,98.89
1051086.23,99.52,85.9,1044410.97,98.89
1051086.23,99.52,85.9,1044410.97,98.89
1051088.09,99.52,85.9,1044416.27,98.89
1051088.09,99.52,85.9,1044416.27,98.89
1051088.09,99.52,85.9,1044416.27,98.89
1051088.09,99.52,85.9,1044416.27,98.89
1051088.09,99.52,85.9,1044416.27,98.89
1051088.09,99.52,85.9,1044416.27,98.89
1051088.09,99.52,85.9,1044416.27,98.89
1051088.09,99.52,85.9,1044410.48,98.89
1051088.09,99.52,85.9,1044410.48,98.89
1051088.09,99.52,85.9,1044410.48,98.89
1051088.09,99.52,85.9,1044410.48,98.89
1051088.09,99.52,85.9,1044410.48,98.89
1051088.09,99.52,85.9,1044410.48,98.89
1051088.09,99.52,85.9,1044410.48,98.89
1051088.09,99.52,85.9,1044410.48,98.89
1051088.09,99.52,85.9,1044410.48,98.89
1051088.09,99.52,85.9,1044410.48,98.89
1051088.09,99.52,85.9,1044435.21,98.89
1051088.09,99.52,85.9,1044435.21,98.89
1051088.09,99.52,85.9,1044435.21,98.89
1051088.09,99.52,85.9,1044404.6,98.89
1051088.09,99.52,85.9,1044404.6,98.89
1051088.09,99.52,85.9,1044404.6,98.89
1051088.09,99.52,85.9,1044512.48,98.9
1051088.09,99.52,85.9,1044512.48,98.9
1051088.09,99.52,85.9,1044512.48,98.9
1051088.09,99.52,85.9,1044512.48,98.9
1051088.09,99.52,85.9,1044512.48,98.9
1051088.09,99.52,85.9,1044606.93,98.91
1051088.09,99.52,85.9,1044606.93,98.91
1051088.09,99.52,85.9,1044606.93,98.91
1051088.09,99.52,85.9,1044606.93,98.91
1051088.09,99.52,85.9,1044606.93,98.91
1051088.09,99.52,85.9,1044606.93,98.91
1051088.09,99.52,85.9,1044606.93,98.91
1051088.09,99.52,85.9,1044606.93,98.91
1051088.09,99.52,85.9,1044606.93,98.91
1051088.09,99.52,85.9,1044606.93,98.91
1051088.09,99.52,85.9,1044606.93,98.91
1051088.09,99.52,85.9,1044606.93,98.91
1051093.68,99.53,85.9,1044608.82,98.91
1050935.54,99.53,85.9,1044466.78,98.91
1050935.54,99.53,85.9,1044466.78,98.91
1050935.54,99.53,85.9,1044466.78,98.91
1050935.54,99.53,85.9,1044466.78,98.91
1050617.62,99.53,85.9,1044155.62,98.91
1050617.62,99.53,85.9,1044155.62,98.91
1050617.62,99.53,85.9,1044155.62,98.91
1050617.62,99.53,85.9,1044168.86,98.91
1050617.62,99.53,85.9,1044168.86,98.91
1050617.62,99.53,85.9,1044168.86,98.91
1050617.62,99.53,85.9,1044168.86,98.91
1050617.62,99.53,85.9,1044168.86,98.91
1050401.59,99.53,85.9,1044008.37,98.92
1050084.26,99.53,85.91,1043690.27,98.92
1050084.26,99.53,85.91,1043690.27,98.92
1050084.26,99.53,85.91,1043690.27,98.92
1050084.26,99.53,85.91,1043690.27,98.92
1050084.26,99.53,85.91,1043690.27,98.92
1050084.26,99.53,85.91,1043690.27,98.92
1049796.46,99.53,85.91,1043407.57,98.92
1049796.46,99.53,85.91,1043494.56,98.93
1049796.46,99.53,85.91,1043494.56,98.93
1049796.46,99.53,85.91,1043494.56,98.93
1049796.46,99.53,85.91,1043494.56,98.93
1049796.46,99.53,85.91,1043520.44,98.93
1049796.46,99.53,85.91,1043520.44,98.93
1049796.46,99.53,85.91,1043520.44,98.93
1049796.46,99.53,85.91,1043520.44,98.93
1049638.32,99.53,85.91,1043354.82,98.93
1049638.32,99.53,85.91,1043354.82,98.93
1049638.32,99.53,85.91,1043354.82,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049638.32,99.53,85.91,1043386.1,98.93
1049480.38,99.53,85.91,1043256.76,98.94
1049480.38,99.53,85.91,1043256.76,98.94
1049480.38,99.53,85.91,1043256.76,98.94
1049480.38,99.53,85.91,1043256.76,98.94
1049480.38,99.53,85.91,1043256.76,98.94
1049480.38,99.53,85.91,1043256.76,98.94
1049480.38,99.53,85.91,1043256.76,98.94
1049480.38,99.53,85.91,1043256.76,98.94
1049480.38,99.53,85.91,1043256.76,98.94
1049480.38,99.53,85.91,1043256.76,98.94
1049261.38,99.53,85.91,1043029.01,98.94
1049261.38,99.53,85.91,1043029.01,98.94
1049261.38,99.53,85.91,1043029.01,98.94
1049046.22,99.53,85.91,1042811.59,98.94
1049046.22,99.53,85.91,1042660.81,98.92
1048732.15,99.53,85.91,1042346.74,98.92
1048732.15,99.53,85.91,1042346.74,98.92
1048732.15,99.53,85.91,1042346.74,98.92
1048732.15,99.53,85.91,1042434.23,98.93
1048732.15,99.53,85.91,1042434.23,98.93
1048732.15,99.53,85.91,1042434.23,98.93
1048732.15,99.53,85.91,1042434.23,98.93
1048732.15,99.53,85.91,1042434.23,98.93
1048732.15,99.53,85.91,1042434.23,98.93
1048732.15,99.53,85.91,1042434.23,98.93
1048732.15,99.53,85.91,1042434.23,98.93
1048732.15,99.53,85.91,1042434.23,98.93
1048732.15,99.53,85.91,1042434.23,98.93
1048732.15,99.53,85.91,1042434.23,98.93
1048732.15,99.53,85.91,1042434.23,98.93
1048732.15,99.53,85.91,1042434.23,98.93
1048732.15,99.53,85.91,1042434.23,98.93
1048732.15,99.53,85.91,1042434.23,98.93
1048732.15,99.53,85.91,1042434.23,98.93
1048414.82,99.53,85.91,1042119.15,98.93
1048414.82,99.53,85.91,1042119.15,98.93
1048414.82,99.53,85.91,1042115.28,98.93
1048414.82,99.53,85.91,1042115.28,98.93
1048414.82,99.53,85.91,1042115.28,98.93
1048414.82,99.53,85.91,1042115.28,98.93
1048414.82,99.53,85.91,1042090.83,98.93
1048414.82,99.53,85.91,1042072.05,98.93
1048414.82,99.53,85.91,1042072.05,98.93
1048414.82,99.53,85.91,1042072.05,98.93
1048199.65,99.53,85.91,1041844.52,98.93
1048199.65,99.53,85.91,1041844.52,98.93
1048199.65,99.53,85.91,1041844.52,98.93
1048199.65,99.53,85.91,1041844.52,98.93
1048199.65,99.53,85.91,1041844.52,98.93
1048199.65,99.53,85.91,1041844.52,98.93
1048199.65,99.53,85.91,1041844.52,98.93
1048199.65,99.53,85.91,1041844.52,98.93
1048199.65,99.53,85.91,1041844.52,98.93
1048199.65,99.53,85.91,1041844.52,98.93
1048199.65,99.53,85.91,1041844.52,98.93
1048199.65,99.53,85.91,1041844.52,98.93
1048199.65,99.53,85.91,1041844.52,98.93
1047984.01,99.53,85.91,1041596.05,98.92
1047984.01,99.53,85.91,1041596.05,98.92
1047984.01,99.53,85.91,1041596.05,98.92
1047984.01,99.53,85.91,1041596.05,98.92
1047825.87,99.53,85.91,1041481.03,98.93
1047825.87,99.53,85.91,1041481.03,98.93
1047825.87,99.53,85.91,1041446.65,98.93
1047825.87,99.53,85.91,1041446.65,98.93
1047825.87,99.53,85.91,1041446.65,98.93
1047825.87,99.53,85.91,1041446.65,98.93
1047825.87,99.53,85.91,1041446.65,98.93
1047825.87,99.53,85.91,1041446.65,98.93
1047610.71,99.53,85.91,1041284.37,98.93
1047610.71,99.53,85.91,1041284.37,98.93
1047610.71,99.53,85.91,1041315.47,98.93
1047610.71,99.53,85.91,1041315.47,98.93
1047610.71,99.53,85.91,1041315.47,98.93
