ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ac30-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_nodes,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ac30-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ac30-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpu_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ac30-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-total_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ac30-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-arrived_gpu_milli
1046,5319,1700230,6212,1700230
1046,5319,1701230,6212,1701230
1046,5319,1702230,6212,1702230
1046,5319,1703230,6212,1703230
1046,5319,1703700,6212,1703700
1046,5319,1704700,6212,1704700
1047,5321,1705510,6212,1705510
1047,5321,1706160,6212,1706160
1047,5321,1706630,6212,1706630
1047,5321,1706950,6212,1706950
1047,5321,1707950,6212,1707950
1047,5321,1708950,6212,1708950
1047,5321,1709950,6212,1709950
1047,5321,1709950,6212,1709950
1047,5321,1710420,6212,1710420
1047,5321,1710420,6212,1710420
1047,5321,1711420,6212,1711420
1048,5329,1712420,6212,1712420
1048,5329,1713230,6212,1713230
1048,5329,1714230,6212,1714230
1048,5329,1715230,6212,1715230
1048,5329,1716230,6212,1716230
1048,5329,1716700,6212,1716700
1048,5329,1717700,6212,1717700
1049,5331,1718020,6212,1718020
1049,5331,1719020,6212,1719020
1049,5331,1720020,6212,1720020
1049,5331,1720020,6212,1720020
1049,5331,1720490,6212,1720490
1049,5331,1721300,6212,1721300
1049,5331,1721300,6212,1721300
1049,5331,1722300,6212,1722300
1049,5331,1722770,6212,1722770
1050,5333,1723000,6212,1723000
1050,5333,1723470,6212,1723470
1050,5333,1723470,6212,1723470
1050,5333,1724470,6212,1724470
1051,5341,1724930,6212,1724930
1051,5341,1725400,6212,1725400
1051,5341,1726400,6212,1726400
1052,5349,1726860,6212,1726860
1052,5349,1727670,6212,1727670
1052,5349,1727670,6212,1727670
1052,5349,1728670,6212,1728670
1052,5349,1729670,6212,1729670
1053,5357,1730670,6212,1730670
1053,5357,1731670,6212,1731670
1053,5357,1732670,6212,1732670
1053,5357,1732670,6212,1732670
1053,5357,1732670,6212,1732670
1053,5357,1733140,6212,1733140
1053,5357,1733140,6212,1733140
1053,5357,1733950,6212,1733950
1054,5365,1734950,6212,1734950
1055,5367,1735950,6212,1735950
1055,5367,1736760,6212,1736760
1056,5375,1737230,6212,1737230
1057,5377,1738040,6212,1738040
1057,5377,1739040,6212,1739040
1057,5377,1740040,6212,1740040
1057,5377,1740690,6212,1740690
1057,5377,1741690,6212,1741690
1058,5379,1741690,6212,1741690
1058,5379,1742690,6212,1742690
1058,5379,1743690,6212,1743690
1058,5379,1744690,6212,1744690
1058,5379,1745010,6212,1745010
1058,5379,1745330,6212,1745330
1058,5379,1746330,6212,1746330
1058,5379,1747330,6212,1747330
1058,5379,1748330,6212,1748330
1058,5379,1749330,6212,1749330
1058,5379,1750140,6212,1750140
1058,5379,1750140,6212,1750140
1059,5387,1750610,6212,1750610
1059,5387,1751610,6212,1751610
1059,5387,1752610,6212,1752610
1059,5387,1752930,6212,1752930
1059,5387,1753930,6212,1753930
1059,5387,1754400,6212,1754400
1059,5387,1755210,6212,1755210
1059,5387,1755530,6212,1755530
1059,5387,1755530,6212,1755530
1059,5387,1755530,6212,1755530
1059,5387,1755530,6212,1755530
1059,5387,1756530,6212,1756530
1059,5387,1757530,6212,1757530
1060,5395,1758340,6212,1758340
1060,5395,1758340,6212,1758340
1060,5395,1759150,6212,1759150
1060,5395,1759150,6212,1759150
1060,5395,1759620,6212,1759620
1061,5397,1759620,6212,1759620
1061,5397,1760620,6212,1760620
1062,5399,1761620,6212,1761620
1062,5399,1761620,6212,1761620
1062,5399,1762430,6212,1762430
1062,5399,1762900,6212,1762900
1062,5399,1763900,6212,1763900
1063,5401,1764490,6212,1764490
1063,5401,1764810,6212,1764810
1063,5401,1764810,6212,1764810
1063,5401,1765810,6212,1765810
1063,5401,1766810,6212,1766810
1063,5401,1767810,6212,1767810
1063,5401,1768810,6212,1768810
1063,5401,1769360,6212,1769360
1063,5401,1769360,6212,1769360
1064,5409,1770360,6212,1770360
1064,5409,1771360,6212,1771360
1064,5409,1771360,6212,1771360
1064,5409,1771360,6212,1771360
1064,5409,1771910,6212,1771910
1064,5409,1772910,6212,1772910
1064,5409,1773910,6212,1773910
1064,5409,1774910,6212,1774910
1064,5409,1775130,6212,1775130
1064,5409,1775590,6212,1775590
1065,5411,1776590,6212,1776590
1065,5411,1777180,6212,1777180
1065,5411,1778180,6212,1778180
1065,5411,1779180,6212,1779180
1066,5412,1780180,6212,1780180
1066,5412,1781180,6212,1781180
1066,5412,1782180,6212,1782180
1066,5412,1782500,6212,1782500
1066,5412,1782500,6212,1782500
1066,5412,1783090,6212,1783090
1066,5412,1783090,6212,1783090
1066,5412,1783090,6212,1783090
1066,5412,1783090,6212,1783090
1066,5412,1783560,6212,1783560
1066,5412,1784560,6212,1784560
1066,5412,1785370,6212,1785370
1066,5412,1785370,6212,1785370
1067,5414,1785690,6212,1785690
1067,5414,1786690,6212,1786690
1068,5422,1787690,6212,1787690
1069,5424,1788690,6212,1788690
1069,5424,1789690,6212,1789690
1069,5424,1790500,6212,1790500
1069,5424,1791500,6212,1791500
1069,5424,1792500,6212,1792500
1069,5424,1793500,6212,1793500
1069,5424,1794500,6212,1794500
1069,5424,1795500,6212,1795500
1069,5424,1796050,6212,1796050
1069,5424,1796860,6212,1796860
1069,5424,1796860,6212,1796860
1069,5424,1797860,6212,1797860
1069,5424,1797860,6212,1797860
1069,5424,1798860,6212,1798860
1069,5424,1799860,6212,1799860
1069,5424,1800510,6212,1800510
1069,5424,1800510,6212,1800510
1069,5424,1801510,6212,1801510
1069,5424,1802510,6212,1802510
1069,5424,1802510,6212,1802510
1069,5424,1803320,6212,1803320
1069,5424,1803320,6212,1803320
1070,5426,1804320,6212,1804320
1070,5426,1804640,6212,1804640
1070,5426,1805640,6212,1805640
1070,5426,1806640,6212,1806640
1071,5434,1814640,6212,1814640
1071,5434,1815640,6212,1815640
1071,5434,1816290,6212,1816290
1071,5434,1817290,6212,1817290
1071,5434,1817290,6212,1817290
1072,5442,1818290,6212,1818290
1072,5442,1819290,6212,1819290
1072,5442,1820290,6212,1820290
1073,5443,1821290,6212,1821290
1073,5443,1821290,6212,1821290
1073,5443,1822100,6212,1822100
1074,5451,1823100,6212,1823100
1074,5451,1824100,6212,1824100
1074,5451,1825100,6212,1825100
1074,5451,1825450,6212,1825450
1074,5451,1825920,6212,1825920
1074,5451,1826920,6212,1826920
1074,5451,1827240,6212,1827240
1074,5451,1827890,6212,1827890
1074,5451,1828210,6212,1828210
1074,5451,1829210,6212,1829210
1075,5459,1830210,6212,1830210
1076,5461,1830580,6212,1830580
1077,5469,1831050,6212,1831050
1078,5477,1832050,6212,1832050
1078,5477,1832640,6212,1832640
1078,5477,1833450,6212,1833450
1078,5477,1833450,6212,1833450
1078,5477,1834450,6212,1834450
1078,5477,1835450,6212,1835450
1079,5479,1836450,6212,1836450
1079,5479,1837260,6212,1837260
1079,5479,1838260,6212,1838260
1080,5487,1839260,6212,1839260
1080,5487,1840260,6212,1840260
1080,5487,1840910,6212,1840910
1080,5487,1841910,6212,1841910
1080,5487,1842910,6212,1842910
1080,5487,1843910,6212,1843910
1081,5489,1844380,6212,1844380
1081,5489,1845380,6212,1845380
1081,5489,1846380,6212,1846380
1081,5489,1847380,6212,1847380
1081,5489,1847380,6212,1847380
1082,5497,1848380,6212,1848380
1082,5497,1849190,6212,1849190
1083,5505,1850190,6212,1850190
1083,5505,1851000,6212,1851000
1083,5505,1851810,6212,1851810
1083,5505,1851810,6212,1851810
1083,5505,1852810,6212,1852810
1083,5505,1853810,6212,1853810
1083,5505,1854460,6212,1854460
1083,5505,1855460,6212,1855460
1083,5505,1856270,6212,1856270
1083,5505,1856740,6212,1856740
1084,5507,1857060,6212,1857060
1084,5507,1857290,6212,1857290
1084,5507,1858290,6212,1858290
1084,5507,1859290,6212,1859290
1085,5509,1860100,6212,1860100
1085,5509,1861100,6212,1861100
1085,5509,1861910,6212,1861910
1085,5509,1861910,6212,1861910
1085,5509,1862910,6212,1862910
1086,5511,1863560,6212,1863560
1086,5511,1863560,6212,1863560
1086,5511,1863560,6212,1863560
1086,5511,1864030,6212,1864030
1086,5511,1864490,6212,1864490
1086,5511,1864810,6212,1864810
1086,5511,1865810,6212,1865810
1086,5511,1866620,6212,1866620
1086,5511,1867620,6212,1867620
1086,5511,1868090,6212,1868090
1086,5511,1869090,6212,1869090
1086,5511,1869740,6212,1869740
1086,5511,1870740,6212,1870740
1086,5511,1871740,6212,1871740
1086,5511,1872740,6212,1872740
1086,5511,1873550,6212,1873550
1086,5511,1874360,6212,1874360
1086,5511,1875360,6212,1875360
1086,5511,1876360,6212,1876360
1086,5511,1876690,6212,1876690
1087,5519,1877690,6212,1877690
1087,5519,1878690,6212,1878690
1088,5527,1879690,6212,1879690
1088,5527,1879690,6212,1879690
1088,5527,1880690,6212,1880690
1088,5527,1881690,6212,1881690
1088,5527,1882500,6212,1882500
1088,5527,1883500,6212,1883500
1088,5527,1884500,6212,1884500
1089,5529,1884660,6212,1884660
1089,5529,1885660,6212,1885660
1089,5529,1886470,6212,1886470
1089,5529,1887470,6212,1887470
1089,5529,1887470,6212,1887470
1090,5537,1888470,6212,1888470
1090,5537,1889470,6212,1889470
1091,5539,1890470,6212,1890470
1091,5539,1891470,6212,1891470
1091,5539,1891470,6212,1891470
1091,5539,1891790,6212,1891790
1091,5539,1892110,6212,1892110
1091,5539,1893110,6212,1893110
1091,5539,1893110,6212,1893110
1091,5539,1893110,6212,1893110
1091,5539,1893330,6212,1893330
1092,5547,1893920,6212,1893920
1092,5547,1894920,6212,1894920
1092,5547,1895920,6212,1895920
1093,5549,1896730,6212,1896730
1094,5557,1897380,6212,1897380
1095,5559,1898030,6212,1898030
1095,5559,1898840,6212,1898840
1095,5559,1898840,6212,1898840
1095,5559,1899840,6212,1899840
1096,5567,1900840,6212,1900840
1096,5567,1901310,6212,1901310
1096,5567,1902120,6212,1902120
1096,5567,1902120,6212,1902120
1097,5575,1902350,6212,1902350
1097,5575,1903350,6212,1903350
1097,5575,1903350,6212,1903350
1097,5575,1904160,6212,1904160
1097,5575,1905160,6212,1905160
1098,5583,1905640,6212,1905640
1098,5583,1906100,6212,1906100
1098,5583,1906910,6212,1906910
1099,5585,1907720,6212,1907720
1099,5585,1908530,6212,1908530
1099,5585,1909530,6212,1909530
1099,5585,1910530,6212,1910530
1099,5585,1911530,6212,1911530
1099,5585,1912530,6212,1912530
1099,5585,1913530,6212,1913530
1099,5585,1914530,6212,1914530
1099,5585,1914690,6212,1914690
1099,5585,1915500,6212,1915500
1099,5585,1916500,6212,1916500
1099,5585,1916960,6212,1916960
1100,5587,1917960,6212,1917960
1100,5587,1918960,6212,1918960
1100,5587,1919960,6212,1919960
1100,5587,1920550,6212,1920550
1100,5587,1921550,6212,1921550
1101,5589,1922360,6212,1922360
1101,5589,1923360,6212,1923360
1102,5591,1923590,6212,1923590
1102,5591,1923590,6212,1923590
1102,5591,1923910,6212,1923910
1102,5591,1924720,6212,1924720
1102,5591,1925720,6212,1925720
1103,5599,1926040,6212,1926040
1103,5599,1926410,6212,1926410
1103,5599,1926730,6212,1926730
1103,5599,1926730,6212,1926730
1103,5599,1926730,6212,1926730
1103,5599,1927200,6212,1927200
1103,5599,1927200,6212,1927200
1103,5599,1928200,6212,1928200
1103,5599,1929200,6212,1929200
1103,5599,1930200,6212,1930200
1103,5599,1930670,6212,1930670
1104,5601,1931670,6212,1931670
1105,5603,1932140,6212,1932140
1105,5603,1933140,6212,1933140
1105,5603,1934140,6212,1934140
1106,5607,1934610,6212,1934610
1106,5607,1935610,6212,1935610
1106,5607,1936610,6212,1936610
1107,5615,1937610,6212,1937610
1107,5615,1938610,6212,1938610
1107,5615,1938610,6212,1938610
1107,5615,1938610,6212,1938610
1107,5615,1939610,6212,1939610
1108,5617,1940260,6212,1940260
1108,5617,1941260,6212,1941260
1108,5617,1942260,6212,1942260
1109,5625,1943260,6212,1943260
1109,5625,1943260,6212,1943260
1109,5625,1943260,6212,1943260
1110,5627,1943260,6212,1943260
1110,5627,1944070,6212,1944070
1110,5627,1944530,6212,1944530
1110,5627,1945340,6212,1945340
1110,5627,1946340,6212,1946340
1110,5627,1947340,6212,1947340
1110,5627,1947930,6212,1947930
1110,5627,1948400,6212,1948400
1110,5627,1948400,6212,1948400
1110,5627,1948860,6212,1948860
1110,5627,1949670,6212,1949670
1110,5627,1950670,6212,1950670
1110,5627,1951140,6212,1951140
1110,5627,1951950,6212,1951950
1110,5627,1952950,6212,1952950
1110,5627,1953950,6212,1953950
1110,5627,1954950,6212,1954950
1110,5627,1955420,6212,1955420
1110,5627,1956420,6212,1956420
1110,5627,1957420,6212,1957420
1110,5627,1958070,6212,1958070
1110,5627,1959070,6212,1959070
1110,5627,1960070,6212,1960070
1110,5627,1960530,6212,1960530
1110,5627,1961530,6212,1961530
1110,5627,1962000,6212,1962000
1110,5627,1962230,6212,1962230
1111,5629,1962880,6212,1962880
1111,5629,1963880,6212,1963880
1111,5629,1964880,6212,1964880
1112,5637,1965530,6212,1965530
1113,5645,1966340,6212,1966340
1113,5645,1967340,6212,1967340
1114,5653,1975340,6212,1975340
1114,5653,1976150,6212,1976150
1114,5653,1976800,6212,1976800
1114,5653,1977800,6212,1977800
1114,5653,1978800,6212,1978800
1115,5655,1979610,6212,1979610
1115,5655,1979840,6212,1979840
1116,5663,1980840,6212,1980840
1116,5663,1981650,6212,1981650
1117,5671,1989650,6212,1989650
1117,5671,1990650,6212,1990650
1117,5671,1991460,6212,1991460
1117,5671,1992460,6212,1992460
1117,5671,1992930,6212,1992930
1117,5671,1993740,6212,1993740
1117,5671,1994550,6212,1994550
1117,5671,1995200,6212,1995200
1117,5671,1996200,6212,1996200
1117,5671,1997200,6212,1997200
1117,5671,1998200,6212,1998200
1117,5671,1998430,6212,1998430
1117,5671,1999430,6212,1999430
1117,5671,2000430,6212,2000430
1117,5671,2000890,6212,2000890
1117,5671,2001360,6212,2001360
1117,5671,2002360,6212,2002360
1117,5671,2003360,6212,2003360
1117,5671,2003630,6212,2003630
1117,5671,2003630,6212,2003630
1117,5671,2004630,6212,2004630
1117,5671,2004740,6212,2004740
1117,5671,2004740,6212,2004740
1118,5679,2005740,6212,2005740
1118,5679,2006740,6212,2006740
1118,5679,2007740,6212,2007740
1118,5679,2008210,6212,2008210
1118,5679,2009210,6212,2009210
1118,5679,2010020,6212,2010020
1119,5687,2011020,6212,2011020
1120,5695,2011830,6212,2011830
1120,5695,2012640,6212,2012640
1120,5695,2013640,6212,2013640
1120,5695,2014640,6212,2014640
1120,5695,2014960,6212,2014960
1120,5695,2014960,6212,2014960
1120,5695,2015960,6212,2015960
1120,5695,2016430,6212,2016430
1120,5695,2017430,6212,2017430
1120,5695,2018430,6212,2018430
1120,5695,2019240,6212,2019240
1120,5695,2019240,6212,2019240
1120,5695,2020240,6212,2020240
1120,5695,2021240,6212,2021240
1120,5695,2021240,6212,2021240
1120,5695,2022240,6212,2022240
1120,5695,2023240,6212,2023240
1120,5695,2024240,6212,2024240
1120,5695,2024240,6212,2024240
1120,5695,2025050,6212,2025050
1120,5695,2026050,6212,2026050
1120,5695,2027050,6212,2027050
1120,5695,2028050,6212,2028050
1120,5695,2029050,6212,2029050
1120,5695,2029700,6212,2029700
1120,5695,2030700,6212,2030700
1120,5695,2031700,6212,2031700
1120,5695,2032700,6212,2032700
1120,5695,2033700,6212,2033700
1120,5695,2033700,6212,2033700
1120,5695,2034510,6212,2034510
1120,5695,2035100,6212,2035100
1120,5695,2036100,6212,2036100
1120,5695,2037100,6212,2037100
1120,5695,2038100,6212,2038100
1120,5695,2038650,6212,2038650
1120,5695,2039650,6212,2039650
1120,5695,2040650,6212,2040650
1120,5695,2041650,6212,2041650
1120,5695,2041650,6212,2041650
1120,5695,2042460,6212,2042460
1120,5695,2043270,6212,2043270
1120,5695,2043740,6212,2043740
1120,5695,2044740,6212,2044740
1120,5695,2045740,6212,2045740
1120,5695,2046210,6212,2046210
1121,5703,2046670,6212,2046670
1121,5703,2047480,6212,2047480
1122,5711,2047950,6212,2047950
1123,5713,2048420,6212,2048420
1123,5713,2049420,6212,2049420
1123,5713,2049890,6212,2049890
1123,5713,2050890,6212,2050890
1123,5713,2051360,6212,2051360
1123,5713,2051360,6212,2051360
1124,5715,2052360,6212,2052360
1124,5715,2052360,6212,2052360
1124,5715,2053360,6212,2053360
1124,5715,2054360,6212,2054360
1124,5715,2055170,6212,2055170
1124,5715,2056170,6212,2056170
1124,5715,2056650,6212,2056650
1124,5715,2057120,6212,2057120
1124,5715,2057120,6212,2057120
1124,5715,2058120,6212,2058120
1124,5715,2058120,6212,2058120
1124,5715,2062120,6212,2062120
1124,5715,2062120,6212,2062120
1124,5715,2062580,6212,2062580
1124,5715,2063580,6212,2063580
1124,5715,2064580,6212,2064580
1124,5715,2065050,6212,2065050
1124,5715,2065700,6212,2065700
1124,5715,2066700,6212,2066700
1124,5715,2067700,6212,2067700
1124,5715,2068170,6212,2068170
1124,5715,2068980,6212,2068980
1124,5715,2068980,6212,2068980
1124,5715,2069790,6212,2069790
1124,5715,2069790,6212,2069790
1124,5715,2070260,6212,2070260
1124,5715,2071070,6212,2071070
1124,5715,2072070,6212,2072070
1124,5715,2072880,6212,2072880
1124,5715,2073350,6212,2073350
1124,5715,2073820,6212,2073820
1124,5715,2074820,6212,2074820
1125,5723,2075820,6212,2075820
1125,5723,2076820,6212,2076820
1125,5723,2077290,6212,2077290
1125,5723,2077290,6212,2077290
1125,5723,2077610,6212,2077610
1125,5723,2078080,6212,2078080
1125,5723,2078550,6212,2078550
1125,5723,2079360,6212,2079360
1125,5723,2079820,6212,2079820
1125,5723,2080630,6212,2080630
1125,5723,2081180,6212,2081180
1125,5723,2082180,6212,2082180
1125,5723,2083180,6212,2083180
1125,5723,2084180,6212,2084180
1125,5723,2085180,6212,2085180
1125,5723,2085990,6212,2085990
1125,5723,2085990,6212,2085990
1125,5723,2086100,6212,2086100
1125,5723,2086570,6212,2086570
1125,5723,2087570,6212,2087570
1125,5723,2088570,6212,2088570
1126,5731,2089220,6212,2089220
1126,5731,2090220,6212,2090220
1126,5731,2090220,6212,2090220
1126,5731,2090220,6212,2090220
1126,5731,2090330,6212,2090330
1126,5731,2091140,6212,2091140
1126,5731,2091360,6212,2091360
1126,5731,2092360,6212,2092360
1126,5731,2092360,6212,2092360
1126,5731,2092830,6212,2092830
1126,5731,2093300,6212,2093300
1126,5731,2094300,6212,2094300
1126,5731,2095300,6212,2095300
1126,5731,2096300,6212,2096300
1126,5731,2097300,6212,2097300
1126,5731,2098300,6212,2098300
1126,5731,2099110,6212,2099110
1126,5731,2100110,6212,2100110
1127,5739,2101110,6212,2101110
1127,5739,2101270,6212,2101270
1127,5739,2101740,6212,2101740
1127,5739,2102740,6212,2102740
1127,5739,2102740,6212,2102740
1127,5739,2103740,6212,2103740
1127,5739,2104390,6212,2104390
1127,5739,2105200,6212,2105200
1127,5739,2106200,6212,2106200
1127,5739,2107200,6212,2107200
1127,5739,2108200,6212,2108200
1127,5739,2109200,6212,2109200
1127,5739,2110200,6212,2110200
1127,5739,2111010,6212,2111010
1127,5739,2111480,6212,2111480
1128,5747,2112130,6212,2112130
1128,5747,2112680,6212,2112680
1128,5747,2112910,6212,2112910
1128,5747,2113910,6212,2113910
1128,5747,2114910,6212,2114910
1129,5755,2122910,6212,2122910
1129,5755,2123720,6212,2123720
1129,5755,2124720,6212,2124720
1129,5755,2125720,6212,2125720
1129,5755,2125720,6212,2125720
1129,5755,2126720,6212,2126720
1129,5755,2127720,6212,2127720
1129,5755,2128720,6212,2128720
1129,5755,2129190,6212,2129190
1129,5755,2130190,6212,2130190
1129,5755,2130510,6212,2130510
1129,5755,2131510,6212,2131510
1129,5755,2132510,6212,2132510
1129,5755,2132980,6212,2132980
1129,5755,2133980,6212,2133980
1129,5755,2134980,6212,2134980
1129,5755,2135790,6212,2135790
1129,5755,2136790,6212,2136790
1129,5755,2137790,6212,2137790
1129,5755,2138260,6212,2138260
1129,5755,2138260,6212,2138260
1129,5755,2138850,6212,2138850
1130,5757,2139850,6212,2139850
1130,5757,2140320,6212,2140320
1130,5757,2140320,6212,2140320
1130,5757,2141320,6212,2141320
1130,5757,2141910,6212,2141910
1130,5757,2142560,6212,2142560
1130,5757,2143370,6212,2143370
1130,5757,2143530,6212,2143530
1131,5759,2144180,6212,2144180
1131,5759,2144180,6212,2144180
1131,5759,2144410,6212,2144410
1131,5759,2145410,6212,2145410
1131,5759,2145410,6212,2145410
1131,5759,2146410,6212,2146410
1131,5759,2146880,6212,2146880
1131,5759,2147880,6212,2147880
1131,5759,2148880,6212,2148880
1131,5759,2149350,6212,2149350
1131,5759,2149670,6212,2149670
1131,5759,2149900,6212,2149900
1131,5759,2149900,6212,2149900
1131,5759,2150370,6212,2150370
1131,5759,2150370,6212,2150370
1131,5759,2151370,6212,2151370
1131,5759,2151530,6212,2151530
1131,5759,2152530,6212,2152530
1131,5759,2152690,6212,2152690
1131,5759,2153340,6212,2153340
1131,5759,2154340,6212,2154340
1132,5767,2154340,6212,2154340
1132,5767,2155150,6212,2155150
1132,5767,2156150,6212,2156150
1132,5767,2157150,6212,2157150
1132,5767,2157620,6212,2157620
1132,5767,2158430,6212,2158430
1132,5767,2159430,6212,2159430
1132,5767,2160240,6212,2160240
1132,5767,2161240,6212,2161240
1132,5767,2162240,6212,2162240
1132,5767,2163240,6212,2163240
1132,5767,2164240,6212,2164240
1132,5767,2164560,6212,2164560
1132,5767,2165560,6212,2165560
1132,5767,2166030,6212,2166030
1132,5767,2166840,6212,2166840
1132,5767,2167060,6212,2167060
1132,5767,2168060,6212,2168060
1132,5767,2168060,6212,2168060
1132,5767,2169060,6212,2169060
1132,5767,2169290,6212,2169290
1132,5767,2169290,6212,2169290
1132,5767,2170290,6212,2170290
1132,5767,2170760,6212,2170760
1132,5767,2170760,6212,2170760
1132,5767,2171570,6212,2171570
1132,5767,2172570,6212,2172570
1132,5767,2173220,6212,2173220
1133,5769,2173270,6212,2173270
1133,5769,2174270,6212,2174270
1133,5769,2175080,6212,2175080
1133,5769,2175550,6212,2175550
1134,5777,2176200,6212,2176200
1134,5777,2176200,6212,2176200
1134,5777,2177200,6212,2177200
1134,5777,2177200,6212,2177200
1134,5777,2178200,6212,2178200
1134,5777,2179200,6212,2179200
1135,5785,2179670,6212,2179670
1135,5785,2180670,6212,2180670
1135,5785,2181480,6212,2181480
1136,5793,2182480,6212,2182480
1136,5793,2183290,6212,2183290
1136,5793,2184290,6212,2184290
1136,5793,2185290,6212,2185290
1136,5793,2185760,6212,2185760
1136,5793,2186080,6212,2186080
1136,5793,2187080,6212,2187080
1136,5793,2187890,6212,2187890
1136,5793,2188890,6212,2188890
1137,5801,2189890,6212,2189890
1137,5801,2190890,6212,2190890
1137,5801,2190890,6212,2190890
1138,5803,2191360,6212,2191360
1138,5803,2192360,6212,2192360
1138,5803,2193360,6212,2193360
1138,5803,2193830,6212,2193830
1138,5803,2194050,6212,2194050
1138,5803,2194280,6212,2194280
1138,5803,2195280,6212,2195280
1138,5803,2195870,6212,2195870
1138,5803,2196680,6212,2196680
1138,5803,2197680,6212,2197680
1138,5803,2197910,6212,2197910
1138,5803,2198910,6212,2198910
1138,5803,2199910,6212,2199910
1138,5803,2200910,6212,2200910
1138,5803,2201910,6212,2201910
1138,5803,2202910,6212,2202910
1138,5803,2202910,6212,2202910
1138,5803,2203720,6212,2203720
1138,5803,2204530,6212,2204530
1138,5803,2205530,6212,2205530
1138,5803,2205530,6212,2205530
1138,5803,2206530,6212,2206530
1138,5803,2206530,6212,2206530
1139,5811,2207530,6212,2207530
1139,5811,2207530,6212,2207530
1139,5811,2208180,6212,2208180
1139,5811,2208180,6212,2208180
1139,5811,2209180,6212,2209180
1139,5811,2209990,6212,2209990
1139,5811,2210990,6212,2210990
1139,5811,2211990,6212,2211990
1140,5812,2212210,6212,2212210
1140,5812,2213210,6212,2213210
1140,5812,2214210,6212,2214210
1140,5812,2215210,6212,2215210
1140,5812,2216210,6212,2216210
1140,5812,2216210,6212,2216210
1140,5812,2216680,6212,2216680
1140,5812,2217680,6212,2217680
1140,5812,2218150,6212,2218150
1140,5812,2218960,6212,2218960
1140,5812,2219960,6212,2219960
1140,5812,2220960,6212,2220960
1140,5812,2221550,6212,2221550
1140,5812,2222550,6212,2222550
1140,5812,2223550,6212,2223550
1140,5812,2224550,6212,2224550
1140,5812,2225550,6212,2225550
1140,5812,2226550,6212,2226550
1140,5812,2226550,6212,2226550
1141,5814,2227360,6212,2227360
1141,5814,2228360,6212,2228360
1141,5814,2228360,6212,2228360
1141,5814,2229360,6212,2229360
1141,5814,2230360,6212,2230360
1141,5814,2230830,6212,2230830
1141,5814,2231380,6212,2231380
1141,5814,2232380,6212,2232380
1141,5814,2233380,6212,2233380
1141,5814,2234380,6212,2234380
1141,5814,2234850,6212,2234850
1142,5822,2235850,6212,2235850
1142,5822,2236850,6212,2236850
1142,5822,2237500,6212,2237500
1142,5822,2237970,6212,2237970
1143,5824,2237970,6212,2237970
1143,5824,2238970,6212,2238970
1143,5824,2239970,6212,2239970
1143,5824,2240970,6212,2240970
1143,5824,2241780,6212,2241780
1143,5824,2242100,6212,2242100
1143,5824,2242910,6212,2242910
1143,5824,2242910,6212,2242910
1143,5824,2243230,6212,2243230
1143,5824,2244230,6212,2244230
1144,5826,2245230,6212,2245230
1144,5826,2245550,6212,2245550
1144,5826,2245780,6212,2245780
1144,5826,2246010,6212,2246010
1144,5826,2246820,6212,2246820
1144,5826,2247630,6212,2247630
1144,5826,2248630,6212,2248630
1144,5826,2248950,6212,2248950
1144,5826,2249760,6212,2249760
1144,5826,2250760,6212,2250760
1144,5826,2251220,6212,2251220
1144,5826,2252220,6212,2252220
1144,5826,2252220,6212,2252220
1144,5826,2253220,6212,2253220
1144,5826,2254030,6212,2254030
1144,5826,2254190,6212,2254190
1144,5826,2255190,6212,2255190
1145,5834,2255410,6212,2255410
1146,5836,2256410,6212,2256410
1146,5836,2256410,6212,2256410
1146,5836,2257410,6212,2257410
1146,5836,2258060,6212,2258060
1146,5836,2259060,6212,2259060
1146,5836,2259060,6212,2259060
1146,5836,2260060,6212,2260060
1147,5844,2261060,6212,2261060
1147,5844,2262060,6212,2262060
1147,5844,2262060,6212,2262060
1148,5846,2262710,6212,2262710
1148,5846,2263180,6212,2263180
1148,5846,2264180,6212,2264180
1148,5846,2265180,6212,2265180
1148,5846,2265650,6212,2265650
1148,5846,2266110,6212,2266110
1148,5846,2266580,6212,2266580
1148,5846,2267580,6212,2267580
1148,5846,2268580,6212,2268580
1148,5846,2269580,6212,2269580
1148,5846,2270580,6212,2270580
1148,5846,2270580,6212,2270580
1148,5846,2271580,6212,2271580
1148,5846,2271800,6212,2271800
1148,5846,2271800,6212,2271800
1148,5846,2272120,6212,2272120
1148,5846,2273120,6212,2273120
1148,5846,2273120,6212,2273120
1148,5846,2273670,6212,2273670
1148,5846,2274670,6212,2274670
1148,5846,2275140,6212,2275140
1148,5846,2276140,6212,2276140
1148,5846,2277140,6212,2277140
1148,5846,2278140,6212,2278140
1148,5846,2278610,6212,2278610
