ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eae0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eae0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eae0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eae0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eae0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_ratio
1141379.21,42.45,28.88,889078.94,33.07
1141379.21,42.45,28.88,889077.1,33.07
1141430.74,42.46,28.9,889076.87,33.08
1141430.74,42.46,28.9,889049.67,33.08
1141591.06,42.48,28.91,889049.3,33.08
1141431.13,42.48,28.91,888770.81,33.07
1141482.66,42.49,28.92,888770.81,33.08
1141393.58,42.49,28.93,888770.81,33.09
1141445.11,42.51,28.94,888822.06,33.1
1141445.11,42.51,28.94,888869.7,33.1
1141496.64,42.52,28.95,888823.08,33.11
1141656.95,42.53,28.97,888924.07,33.12
1141567.87,42.54,28.97,888818.46,33.12
1141733.77,42.55,28.98,890020.44,33.17
1141502.21,42.55,28.98,889943.98,33.17
1141662.53,42.56,29.0,890054.94,33.18
1141714.06,42.58,29.01,890054.72,33.19
1141714.06,42.58,29.01,890021.14,33.19
1141765.59,42.59,29.03,890020.77,33.2
1141817.12,42.61,29.04,890020.77,33.21
1141868.65,42.62,29.06,890020.77,33.22
1141920.18,42.64,29.07,890311.43,33.24
1141694.2,42.64,29.07,890391.45,33.25
1141745.73,42.65,29.08,890682.51,33.27
1141915.12,42.66,29.1,890306.45,33.26
1141966.65,42.68,29.11,890752.61,33.29
1142018.18,42.69,29.12,890752.39,33.3
1141910.17,42.69,29.13,891610.94,33.34
1141961.7,42.71,29.14,891610.57,33.35
1141961.7,42.71,29.14,891651.26,33.35
1142115.96,42.73,29.16,891651.26,33.36
1142167.49,42.74,29.17,891651.26,33.37
1142333.4,42.75,29.19,891782.8,33.38
1142101.83,42.75,29.19,891651.26,33.38
1142153.36,42.77,29.2,891811.13,33.39
1142204.89,42.78,29.22,891980.69,33.41
1141944.96,42.78,29.21,891651.26,33.4
1142099.23,42.79,29.23,892913.43,33.46
1142150.76,42.81,29.24,892913.2,33.47
1142311.08,42.82,29.26,892912.83,33.47
1142075.1,42.82,29.26,892912.83,33.48
1141815.17,42.82,29.25,892568.19,33.47
1141866.7,42.83,29.27,892568.19,33.48
1141918.23,42.85,29.28,892568.19,33.49
1141918.23,42.85,29.28,892540.46,33.49
1141918.23,42.85,29.28,892595.0,33.49
1141969.76,42.86,29.3,892872.84,33.51
1142021.29,42.88,29.31,893128.13,33.53
1142190.68,42.89,29.32,892938.31,33.53
1141915.62,42.89,29.32,892595.0,33.52
1141967.15,42.9,29.34,893812.75,33.58
1142127.47,42.92,29.35,893812.55,33.59
1142110.72,42.92,29.35,893812.16,33.59
1142271.04,42.93,29.37,893812.16,33.6
1142181.95,42.94,29.37,893871.28,33.6
1141865.38,42.93,29.36,893560.55,33.59
1142025.69,42.94,29.38,893539.01,33.6
1142077.22,42.96,29.39,893516.83,33.61
1142082.84,42.96,29.39,893519.45,33.61
1142134.37,42.97,29.41,893510.18,33.62
1142148.7,42.97,29.41,893556.43,33.62
1141912.72,42.97,29.41,893550.3,33.63
1142143.58,42.99,29.42,894618.55,33.67
1142143.58,42.99,29.42,894618.55,33.67
1141986.38,42.99,29.42,894466.01,33.67
1142037.91,43.0,29.43,894747.18,33.69
1142198.23,43.01,29.45,894920.74,33.7
1142249.76,43.03,29.46,894920.51,33.71
1142023.78,43.03,29.46,894586.24,33.71
1142037.37,43.03,29.46,894589.53,33.71
1142268.23,43.05,29.48,894589.16,33.71
1142466.51,43.06,29.5,894627.37,33.72
1142518.04,43.08,29.51,894675.35,33.73
1142672.3,43.1,29.53,894728.04,33.74
1142832.62,43.11,29.54,894693.11,33.75
1142596.64,43.11,29.54,894589.16,33.75
1142750.91,43.12,29.56,896389.24,33.83
1142802.44,43.14,29.57,896596.48,33.85
1142957.17,43.15,29.59,896600.88,33.85
1143008.7,43.17,29.6,896602.81,33.86
1143060.23,43.18,29.62,896605.7,33.87
1143214.5,43.2,29.63,896616.29,33.88
1142977.97,43.2,29.63,896747.12,33.89
1143029.5,43.21,29.65,896756.39,33.9
1142789.11,43.21,29.64,896990.16,33.92
1142840.64,43.23,29.66,897215.16,33.93
1142892.17,43.24,29.67,897594.64,33.96
1142892.17,43.24,29.67,897594.64,33.96
1142943.7,43.26,29.69,898025.77,33.99
1142995.23,43.27,29.7,898025.55,34.0
1142995.23,43.27,29.7,898025.55,34.0
1143155.55,43.28,29.72,898025.17,34.0
1142895.62,43.28,29.71,897762.59,34.0
1142649.64,43.28,29.71,897770.91,34.0
1142701.17,43.29,29.73,897772.98,34.01
1142752.7,43.31,29.74,897777.07,34.02
1142913.02,43.32,29.76,897770.29,34.03
1143067.28,43.34,29.77,897841.32,34.04
1142831.3,43.34,29.77,897762.59,34.04
1142991.62,43.35,29.79,897886.15,34.06
1142991.62,43.35,29.79,897886.15,34.06
1142991.62,43.35,29.79,897907.62,34.06
1142834.42,43.35,29.78,897755.36,34.05
1142608.44,43.35,29.78,898883.39,34.1
1142659.97,43.36,29.8,898843.04,34.11
1142711.5,43.38,29.81,898842.82,34.12
1142763.03,43.39,29.83,898842.44,34.13
1142917.3,43.41,29.84,898842.44,34.14
1142917.3,43.41,29.84,898835.77,34.14
1142657.37,43.41,29.84,898511.53,34.13
1142817.69,43.42,29.85,898511.53,34.14
1142608.46,43.41,29.85,898259.21,34.13
1142382.48,43.41,29.85,898259.6,34.14
1142382.48,43.41,29.85,898232.39,34.14
1142434.01,43.43,29.86,898232.0,34.15
1142594.33,43.44,29.88,898312.71,34.16
1142645.86,43.46,29.89,898480.71,34.17
1142645.86,43.46,29.89,898529.11,34.17
1142409.88,43.46,29.89,898314.2,34.17
1142575.78,43.47,29.9,899688.93,34.23
1142627.31,43.49,29.92,899688.71,34.24
1142467.38,43.48,29.92,898997.85,34.22
1142518.91,43.5,29.93,898997.47,34.23
1142570.44,43.51,29.95,898997.47,34.24
1142557.41,43.52,29.95,899589.39,34.26
1142717.73,43.53,29.97,899589.39,34.27
1142769.26,43.55,29.98,899589.39,34.28
1142820.79,43.56,30.0,900164.09,34.31
1142584.81,43.56,30.0,900122.52,34.32
1142745.13,43.58,30.01,900061.71,34.32
1142509.15,43.57,30.01,899915.72,34.32
1142663.41,43.59,30.02,900932.05,34.37
1142823.73,43.61,30.04,900931.85,34.38
1142875.26,43.62,30.05,900931.46,34.39
1142926.79,43.64,30.07,900931.46,34.4
1142978.32,43.65,30.09,900931.46,34.41
1143029.85,43.67,30.1,900931.46,34.42
1143184.11,43.68,30.12,901332.33,34.44
1142914.19,43.68,30.11,901073.54,34.44
1142965.72,43.69,30.13,901429.06,34.46
1142729.74,43.69,30.13,901263.23,34.46
1142781.27,43.71,30.14,901746.36,34.49
1142941.58,43.72,30.16,901746.15,34.5
1142941.58,43.72,30.16,901711.91,34.49
1142941.58,43.72,30.16,901752.51,34.5
1142705.6,43.72,30.16,901752.12,34.5
1142859.87,43.74,30.17,901752.12,34.51
1142911.4,43.75,30.19,901752.12,34.52
1142962.93,43.77,30.2,901851.63,34.54
1142703.0,43.76,30.2,901822.9,34.54
1142863.32,43.78,30.21,901882.89,34.55
1142868.93,43.78,30.21,901897.54,34.55
1142632.95,43.78,30.21,902022.56,34.56
1142373.02,43.77,30.21,901542.88,34.55
1142424.55,43.79,30.22,901538.33,34.56
1142584.87,43.8,30.24,902719.41,34.61
1142636.4,43.82,30.25,902739.72,34.62
1142687.93,43.83,30.27,902739.5,34.63
1142739.46,43.85,30.28,902739.13,34.64
1142790.99,43.87,30.3,902739.13,34.65
1142790.99,43.87,30.3,902960.16,34.66
1142842.52,43.88,30.31,902960.16,34.67
1142606.54,43.88,30.31,902701.24,34.67
1142658.07,43.9,30.33,902701.24,34.68
1142658.07,43.9,30.33,902667.86,34.68
1142818.39,43.91,30.34,902667.86,34.68
1142869.92,43.93,30.36,903748.47,34.73
1142875.53,43.93,30.36,903750.88,34.73
1142639.55,43.92,30.36,903613.59,34.74
1142793.82,43.94,30.37,903756.44,34.75
1142585.28,43.94,30.37,903504.46,34.74
1142745.6,43.95,30.38,903504.25,34.75
1142797.13,43.97,30.4,903503.87,34.76
1142537.2,43.96,30.4,903237.08,34.75
1142427.2,43.96,30.39,903127.08,34.75
1142167.28,43.96,30.39,903258.66,34.76
1141941.29,43.95,30.39,903258.66,34.77
1141784.1,43.95,30.38,903118.37,34.76
1141944.42,43.97,30.4,903157.0,34.77
1141708.44,43.96,30.4,903138.46,34.78
1141394.28,43.96,30.39,902830.65,34.77
1141554.6,43.97,30.41,902824.94,34.78
1141318.62,43.97,30.4,902842.6,34.78
1141058.69,43.97,30.4,902435.42,34.77
1140814.75,43.96,30.4,902468.29,34.78
1140975.07,43.98,30.41,902581.92,34.79
1140997.82,43.98,30.41,902625.95,34.79
1141049.35,43.99,30.43,903466.5,34.83
1140813.37,43.99,30.43,903411.37,34.84
1140576.85,43.99,30.42,903132.98,34.83
1140576.85,43.99,30.42,903132.98,34.83
1140742.75,44.0,30.44,902611.17,34.82
1140835.22,44.01,30.44,903612.8,34.86
1141056.71,44.03,30.46,903570.36,34.86
1141217.03,44.04,30.48,903544.07,34.87
1141217.03,44.04,30.48,903544.07,34.87
1141268.56,44.06,30.49,903510.02,34.88
1141268.56,44.06,30.49,903464.55,34.88
1141320.09,44.07,30.51,903449.99,34.89
1141094.11,44.07,30.51,903441.79,34.89
1141263.5,44.08,30.52,904144.85,34.92
1141256.66,44.09,30.52,903906.26,34.92
1141308.19,44.11,30.54,903745.67,34.92
1141359.72,44.12,30.55,903629.69,34.93
1141411.25,44.14,30.57,903530.45,34.94
1141462.78,44.15,30.59,904939.63,35.0
1141514.31,44.17,30.6,904939.41,35.01
1141346.1,44.17,30.6,904722.59,35.01
1141346.1,44.17,30.6,904722.59,35.01
1141512.0,44.18,30.61,904722.22,35.02
1141280.43,44.18,30.61,904722.22,35.02
1141440.75,44.19,30.63,904780.85,35.03
1141595.02,44.21,30.64,904724.05,35.04
1141595.02,44.21,30.64,904724.05,35.04
1141646.55,44.23,30.66,904767.68,35.05
1141844.83,44.24,30.68,904722.22,35.06
1141896.36,44.26,30.69,904722.22,35.07
1141660.38,44.26,30.69,906021.67,35.12
1141711.91,44.27,30.71,906114.75,35.14
1141711.91,44.27,30.71,906164.41,35.14
1141872.22,44.29,30.72,906164.2,35.15
1141923.75,44.31,30.74,906163.81,35.16
1141929.37,44.31,30.74,906166.22,35.16
1142127.65,44.32,30.76,906166.22,35.17
1142281.91,44.34,30.77,906229.51,35.18
1142021.98,44.34,30.77,905800.81,35.17
1142027.89,44.34,30.77,905807.17,35.17
1141791.91,44.33,30.77,905770.66,35.17
1141843.44,44.35,30.78,905743.89,35.18
1142003.76,44.37,30.8,906300.87,35.21
1141759.82,44.36,30.79,906341.98,35.21
1141499.89,44.36,30.79,905918.71,35.2
1141499.89,44.36,30.79,905909.05,35.2
1141551.42,44.37,30.81,906088.53,35.22
1141782.28,44.39,30.82,907419.05,35.28
1141833.81,44.41,30.84,907418.83,35.29
1141676.61,44.4,30.84,907278.54,35.29
1141386.61,44.4,30.83,906988.54,35.28
1141150.63,44.4,30.83,906760.99,35.28
1140994.03,44.39,30.83,906311.54,35.26
1141159.94,44.41,30.84,906311.16,35.27
1141314.2,44.43,30.86,906311.16,35.28
1141365.73,44.44,30.88,906321.4,35.29
1141211.97,44.44,30.87,906460.77,35.3
1141211.97,44.44,30.87,906320.82,35.29
1141054.78,44.44,30.87,906168.29,35.29
1141106.31,44.45,30.89,906183.62,35.3
1141157.84,44.47,30.9,906237.81,35.31
1140926.28,44.47,30.9,906158.05,35.32
1140769.08,44.46,30.9,906000.41,35.31
1140769.08,44.46,30.9,906159.62,35.32
1140479.16,44.46,30.89,906858.58,35.35
1140479.16,44.46,30.89,906839.05,35.35
1140639.47,44.47,30.91,906876.13,35.36
1140870.33,44.49,30.93,906905.34,35.37
1141068.61,44.51,30.94,906904.74,35.38
1141068.61,44.51,30.94,906946.89,35.38
1140832.09,44.51,30.94,907441.28,35.4
1140883.62,44.52,30.96,907441.28,35.41
1140883.62,44.52,30.96,907439.25,35.41
1140866.87,44.53,30.96,907340.24,35.41
1140918.4,44.54,30.98,907340.24,35.42
1140808.4,44.54,30.97,907230.24,35.42
1140968.71,44.55,30.99,907230.24,35.43
1140811.52,44.55,30.98,907072.6,35.42
1140575.54,44.55,30.98,907127.36,35.43
1140627.07,44.57,31.0,907167.36,35.44
1140787.39,44.58,31.01,907149.22,35.45
1140551.41,44.58,31.01,907072.6,35.45
1140711.72,44.59,31.03,908276.41,35.51
1140711.72,44.59,31.03,908260.38,35.51
1140475.74,44.59,31.03,908319.99,35.52
1140527.27,44.61,31.04,908060.57,35.52
1140687.59,44.62,31.06,908060.36,35.52
1140918.45,44.64,31.08,908059.97,35.53
1140969.98,44.66,31.09,908059.97,35.54
1140744.0,44.66,31.09,908107.86,35.55
1140909.9,44.67,31.11,908067.26,35.55
1140961.43,44.69,31.12,908059.97,35.57
1141012.96,44.7,31.14,908059.97,35.58
1141027.0,44.7,31.14,908071.92,35.58
1140795.43,44.7,31.14,908071.92,35.58
1140955.75,44.72,31.15,909226.22,35.64
1140729.77,44.72,31.15,908836.92,35.63
1140890.09,44.73,31.17,908930.21,35.64
1140742.25,44.73,31.17,909359.25,35.66
1140793.78,44.75,31.18,909359.02,35.67
1140959.68,44.77,31.2,909358.65,35.68
1140728.12,44.76,31.2,909358.65,35.69
1140888.43,44.78,31.21,909397.28,35.69
1140939.96,44.8,31.23,909396.05,35.7
1140703.98,44.79,31.23,909368.04,35.71
1140858.72,44.81,31.24,909687.69,35.73
1140701.52,44.81,31.24,909563.8,35.73
1140855.79,44.82,31.26,909654.38,35.74
1140615.39,44.82,31.26,909820.84,35.75
1140769.66,44.84,31.27,910018.54,35.77
1140769.66,44.84,31.27,910038.33,35.77
1140967.94,44.86,31.29,910450.41,35.79
1141019.47,44.87,31.31,910450.18,35.81
1141185.37,44.89,31.32,910449.81,35.81
1140953.8,44.89,31.32,910449.81,35.82
1141005.33,44.9,31.34,910449.81,35.83
1141165.65,44.92,31.35,910497.54,35.84
1141319.92,44.94,31.37,910495.27,35.85
1141083.93,44.94,31.37,910449.81,35.85
1140839.99,44.93,31.36,910436.11,35.86
1140891.52,44.95,31.38,910436.11,35.87
1140631.6,44.94,31.38,910508.33,35.88
1140791.91,44.96,31.39,911688.52,35.93
1140843.44,44.97,31.41,911884.38,35.95
1140894.97,44.99,31.42,911884.16,35.96
1141049.24,45.01,31.44,911883.79,35.97
1140823.26,45.01,31.44,911757.82,35.97
1140874.79,45.02,31.46,911757.82,35.98
1141029.05,45.04,31.48,911801.01,35.99
1141029.05,45.04,31.48,911766.34,35.99
1141080.58,45.06,31.49,911793.26,36.0
1141240.9,45.07,31.51,911994.81,36.02
1141004.92,45.07,31.51,911841.4,36.02
1141165.24,45.09,31.52,911723.15,36.02
1140929.26,45.09,31.52,913126.27,36.08
1140980.79,45.1,31.54,913164.02,36.1
1140732.87,45.1,31.53,912824.97,36.09
1140887.13,45.12,31.55,912824.37,36.1
1141047.45,45.13,31.56,912824.37,36.1
1141047.45,45.13,31.56,912892.08,36.11
1141098.98,45.15,31.58,912892.08,36.12
1140848.64,45.14,31.58,912673.05,36.11
1140900.17,45.16,31.59,912673.05,36.13
1140690.95,45.15,31.59,912425.84,36.12
1140454.97,45.15,31.59,912626.52,36.13
1140653.25,45.17,31.61,912465.74,36.14
1140704.78,45.19,31.62,912425.84,36.15
1140756.31,45.21,31.64,913791.74,36.21
1140646.31,45.2,31.64,913681.74,36.21
1140697.84,45.22,31.65,913901.92,36.23
1140437.91,45.21,31.65,913603.68,36.22
1140143.97,45.21,31.64,912987.39,36.2
1139974.04,45.21,31.64,912531.96,36.19
1139974.04,45.21,31.64,912531.96,36.19
1140134.36,45.22,31.66,912531.76,36.19
1139898.38,45.22,31.65,912531.37,36.2
1139949.91,45.24,31.67,912531.37,36.21
1140001.44,45.25,31.69,912531.37,36.22
1140001.44,45.25,31.69,912531.37,36.22
1140052.97,45.27,31.7,912531.37,36.24
1140104.5,45.29,31.72,912809.2,36.26
1140264.81,45.3,31.74,912761.65,36.26
1140264.81,45.3,31.74,912761.65,36.26
1140316.34,45.32,31.75,913003.69,36.29
1140367.87,45.34,31.77,913511.49,36.32
1140107.95,45.33,31.76,913553.49,36.32
1140262.21,45.35,31.78,913552.9,36.33
1140313.74,45.37,31.8,913552.9,36.34
1140053.81,45.36,31.79,913654.01,36.35
1139817.83,45.36,31.79,913744.33,36.36
1139869.36,45.38,31.81,913744.33,36.38
1140023.63,45.39,31.83,913744.33,36.38
1140183.95,45.41,31.84,913922.31,36.4
1139947.97,45.41,31.84,913921.08,36.41
1139999.5,45.43,31.86,913946.86,36.42
1140051.03,45.44,31.88,914105.44,36.44
1140205.29,45.46,31.89,915512.15,36.5
1139945.36,45.46,31.89,915156.48,36.49
1139655.43,45.45,31.88,914887.1,36.49
1139706.96,45.47,31.9,914886.87,36.5
1139861.23,45.48,31.92,914886.5,36.51
1139861.23,45.48,31.92,914886.5,36.51
1139912.76,45.5,31.94,914886.5,36.52
1139802.76,45.5,31.93,914778.77,36.52
1139542.83,45.49,31.93,914503.01,36.51
1139594.36,45.51,31.95,914503.01,36.52
1139754.68,45.53,31.96,914728.28,36.54
1139754.68,45.53,31.96,914701.08,36.54
1139754.68,45.53,31.96,914748.72,36.54
1139806.21,45.54,31.98,914924.32,36.56
1139857.74,45.56,31.99,915279.83,36.58
1139621.76,45.56,31.99,915122.86,36.58
1139361.83,45.55,31.99,914523.45,36.56
1139149.07,45.55,31.98,914215.5,36.56
1139200.6,45.57,32.0,915433.26,36.62
1139252.13,45.58,32.02,915433.03,36.63
1139252.13,45.58,32.02,915394.18,36.63
1139272.37,45.58,32.02,915396.82,36.63
1139165.17,45.58,32.02,915293.44,36.62
1139325.49,45.6,32.03,915293.07,36.63
1139236.41,45.6,32.03,915293.07,36.64
1139446.18,45.61,32.05,915309.51,36.64
1139379.97,45.62,32.05,915304.85,36.65
1139540.29,45.63,32.07,915300.33,36.65
1139591.82,45.65,32.08,915293.07,36.66
1139746.08,45.67,32.1,915293.07,36.67
1139746.08,45.67,32.1,915334.04,36.68
1139797.61,45.68,32.12,916594.62,36.74
1139849.14,45.7,32.14,917007.03,36.77
1139613.16,45.7,32.13,916798.22,36.77
1139664.69,45.72,32.15,916797.99,36.78
1139716.22,45.73,32.17,916797.62,36.79
1139456.3,45.73,32.16,916492.74,36.78
1139507.83,45.75,32.18,916492.74,36.79
1139677.22,45.76,32.19,916514.34,36.8
1139728.75,45.78,32.21,916544.91,36.81
1139712.23,45.78,32.22,916492.74,36.82
1139763.76,45.8,32.23,916492.74,36.83
1139933.15,45.81,32.25,917525.56,36.87
1139926.31,45.82,32.25,917507.31,36.88
1139926.31,45.82,32.25,917512.09,36.88
1140086.62,45.83,32.27,917718.03,36.89
1140138.15,45.85,32.28,917717.81,36.91
1140292.42,45.87,32.3,917717.43,36.92
1140343.95,45.89,32.32,917717.43,36.93
1140117.97,45.88,32.32,918077.41,36.95
1140278.29,45.9,32.33,918077.41,36.96
1140010.07,45.9,32.33,917815.61,36.95
1140061.6,45.91,32.35,917957.64,36.97
1140215.87,45.93,32.36,918087.27,36.98
1139900.3,45.92,32.36,917778.79,36.98
1139664.32,45.92,32.36,917678.75,36.98
1139715.85,45.94,32.37,917868.24,37.0
1139721.46,45.94,32.37,917870.86,37.0
1139512.23,45.94,32.37,917838.26,37.0
1139518.14,45.94,32.37,917840.72,37.0
1139672.41,45.95,32.39,919241.37,37.07
1139723.94,45.97,32.41,919241.14,37.08
1139732.36,45.97,32.41,919278.53,37.08
1139898.26,45.99,32.42,919278.16,37.09
1139949.79,46.0,32.44,919278.16,37.1
1139718.23,46.0,32.44,919278.16,37.11
1139718.23,46.0,32.44,919243.7,37.1
1139458.3,46.0,32.43,918880.32,37.09
1139509.83,46.02,32.45,918948.44,37.11
1139664.09,46.03,32.47,918880.32,37.12
1139404.16,46.03,32.46,918379.79,37.1
1139455.7,46.05,32.48,918539.66,37.12
1139609.96,46.07,32.5,918379.79,37.12
1139661.49,46.08,32.52,919980.68,37.2
1139713.02,46.1,32.53,919980.46,37.21
1139873.34,46.12,32.55,919980.08,37.22
1139763.34,46.11,32.55,919872.33,37.22
1139527.36,46.11,32.55,919872.33,37.22
1139681.62,46.13,32.56,919872.33,37.23
1139733.15,46.15,32.58,919911.13,37.25
1139784.68,46.16,32.6,919959.57,37.26
1139945.0,46.18,32.61,919951.46,37.27
1139837.81,46.18,32.61,919847.91,37.27
1139667.88,46.18,32.61,919849.08,37.27
1139441.9,46.17,32.61,919769.95,37.27
1139602.22,46.19,32.62,920633.74,37.31
1139366.24,46.19,32.62,920660.2,37.32
1139597.09,46.21,32.64,920887.04,37.34
1139751.36,46.23,32.66,920886.44,37.35
1139465.12,46.22,32.65,920599.11,37.34
1139625.43,46.24,32.67,920599.11,37.35
1139779.7,46.26,32.69,920606.49,37.36
1139831.23,46.27,32.71,920611.64,37.37
1139882.76,46.29,32.72,920608.68,37.39
1139646.78,46.29,32.72,920994.93,37.41
1139807.1,46.3,32.74,920612.58,37.4
1139571.12,46.3,32.74,920599.11,37.41
1139622.65,46.32,32.75,921298.24,37.45
1139782.96,46.34,32.77,922126.56,37.49
1139834.49,46.35,32.79,922126.34,37.5
1139547.97,46.35,32.78,922124.41,37.51
1139311.99,46.35,32.78,921763.63,37.5
1139142.06,46.35,32.78,921544.29,37.49
1139302.38,46.36,32.79,921543.91,37.5
1139456.65,46.38,32.81,921543.91,37.51
1139346.65,46.38,32.81,921471.21,37.51
1139398.18,46.39,32.83,921471.21,37.52
1139552.44,46.41,32.85,921649.18,37.54
1139603.97,46.43,32.86,921766.23,37.56
1139367.99,46.43,32.86,921673.73,37.56
1139367.99,46.43,32.86,921569.0,37.55
1139528.31,46.45,32.88,921473.02,37.56
1139319.78,46.44,32.87,921273.25,37.55
1139474.04,46.46,32.89,923138.3,37.64
1139417.93,46.47,32.9,922903.93,37.64
1139469.46,46.48,32.92,922903.7,37.65
1139700.32,46.5,32.94,922903.33,37.66
1139860.63,46.52,32.95,922903.33,37.66
1139610.96,46.51,32.95,922827.63,37.67
1139610.96,46.51,32.95,922981.19,37.67
1139662.49,46.53,32.97,922981.19,37.69
1139662.49,46.53,32.97,923015.39,37.69
1139682.43,46.53,32.97,923018.02,37.69
1139524.8,46.53,32.96,922864.36,37.68
1139288.82,46.53,32.96,922927.84,37.69
1139027.06,46.52,32.96,922646.87,37.69
1138869.87,46.52,32.95,922522.98,37.68
1138921.4,46.54,32.97,922574.31,37.7
1139081.71,46.55,32.99,922537.68,37.7
1138924.52,46.55,32.98,922405.3,37.7
1138664.59,46.55,32.98,921942.75,37.69
1138438.61,46.55,32.98,921954.21,37.69
1138490.14,46.56,33.0,921993.11,37.71
1138230.21,46.56,32.99,921812.53,37.71
1138390.53,46.57,33.01,923201.56,37.77
1138154.01,46.57,33.0,922935.28,37.76
1137918.03,46.57,33.0,922671.58,37.76
1137969.56,46.59,33.02,922671.36,37.77
1138129.88,46.6,33.04,922670.98,37.78
1138129.88,46.6,33.04,922695.66,37.78
1138040.79,46.61,33.04,922695.66,37.79
1138195.06,46.62,33.06,922747.24,37.8
1138246.59,46.64,33.08,922769.72,37.81
1138298.12,46.66,33.09,922828.54,37.83
1138298.12,46.66,33.09,922776.65,37.83
1138458.44,46.67,33.11,922787.19,37.83
1138198.51,46.67,33.1,922657.44,37.83
1138041.32,46.67,33.1,922500.25,37.83
1138092.85,46.68,33.12,922486.58,37.84
1138003.76,46.69,33.12,923785.11,37.9
1138003.76,46.69,33.12,923785.11,37.9
1138055.29,46.7,33.14,923862.62,37.91
1138215.61,46.72,33.15,923862.41,37.92
1137979.63,46.72,33.15,923862.02,37.93
1138031.16,46.74,33.17,923862.02,37.94
1138191.48,46.75,33.19,923862.02,37.95
1138102.39,46.76,33.19,923931.71,37.96
1138153.92,46.77,33.21,923892.42,37.97
1138323.32,46.79,33.22,923869.88,37.97
1138374.85,46.8,33.24,923862.02,37.98
1138374.85,46.8,33.24,923914.32,37.99
1138276.69,46.81,33.24,923917.02,37.99
1138437.01,46.82,33.26,925419.0,38.06
1138201.03,46.82,33.26,925295.57,38.07
1138201.03,46.82,33.26,925275.04,38.06
1138605.56,46.85,33.28,925520.09,38.08
1138611.18,46.85,33.28,925545.5,38.08
1138809.46,46.87,33.3,925544.9,38.09
1138969.77,46.89,33.32,925544.9,38.1
1139168.05,46.9,33.34,925559.62,38.11
1139168.05,46.9,33.34,925740.3,38.12
1139219.58,46.92,33.36,925747.04,38.13
1139228.0,46.92,33.36,925779.8,38.13
1139279.53,46.94,33.37,925807.82,38.15
1139043.55,46.94,33.37,925758.34,38.15
1139043.55,46.94,33.37,925709.39,38.15
1139043.55,46.94,33.37,925662.0,38.15
1139203.87,46.96,33.39,925662.0,38.15
1138959.93,46.95,33.39,926240.48,38.18
1139011.46,46.97,33.4,926500.87,38.21
1138854.86,46.97,33.4,925965.81,38.19
1138906.39,46.99,33.42,926346.92,38.22
1138957.92,47.0,33.44,926346.69,38.23
1139009.45,47.02,33.45,926346.32,38.24
1138773.47,47.02,33.45,926803.51,38.27
1138927.73,47.04,33.47,926803.51,38.28
1138944.13,47.04,33.47,926985.54,38.29
1138684.2,47.04,33.47,926985.54,38.29
1138527.01,47.03,33.47,926833.21,38.29
1138696.41,47.05,33.48,926859.42,38.29
1138689.56,47.05,33.49,926837.51,38.3
1138843.83,47.07,33.5,926833.21,38.31
1138683.9,47.07,33.5,927252.75,38.33
1138735.43,47.09,33.52,927425.3,38.35
1138889.69,47.1,33.54,928082.78,38.39
1139050.01,47.12,33.55,927739.5,38.38
1139061.24,47.12,33.55,927742.82,38.38
1138801.31,47.12,33.55,927798.48,38.39
1138955.58,47.14,33.57,927797.88,38.4
1139007.11,47.15,33.59,927797.88,38.41
1138838.89,47.15,33.58,928053.12,38.42
1138602.91,47.15,33.58,927783.39,38.42
1138654.44,47.17,33.6,927783.39,38.43
1138705.97,47.19,33.62,927783.39,38.45
1138757.5,47.2,33.64,927783.39,38.46
1138917.82,47.22,33.65,928184.26,38.48
1138969.35,47.24,33.67,928539.78,38.51
1138652.27,47.23,33.67,928210.69,38.5
1138652.27,47.23,33.67,928210.69,38.5
1138392.35,47.23,33.66,927727.16,38.49
1138623.2,47.25,33.68,929039.76,38.55
1138674.73,47.27,33.7,929039.53,38.56
1138448.75,47.27,33.7,928708.67,38.56
1138603.02,47.28,33.72,928708.29,38.57
1138654.55,47.3,33.74,928708.29,38.58
1138706.08,47.32,33.75,928708.29,38.59
1138706.08,47.32,33.75,928817.16,38.6
1138706.08,47.32,33.75,928817.16,38.6
1138860.34,47.34,33.77,929141.95,38.62
1138623.82,47.34,33.77,929055.07,38.62
1138778.09,47.36,33.79,929151.9,38.64
1138938.41,47.37,33.8,929132.45,38.64
1138781.21,47.37,33.8,928981.34,38.64
1138832.74,47.39,33.82,929568.5,38.68
1138662.81,47.38,33.82,930302.9,38.71
1138662.81,47.38,33.82,930302.9,38.71
