ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_79df-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_nodes,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_79df-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_gpus,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_79df-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_gpu_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_79df-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-total_gpus,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_79df-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-arrived_gpu_milli
125,452,309870,6212,309870
125,452,310330,6212,310330
125,452,311140,6212,311140
126,454,312140,6212,312140
126,454,312610,6212,312610
127,456,313610,6212,313610
127,456,314610,6212,314610
127,456,315610,6212,315610
128,460,316610,6212,316610
129,468,316610,6212,316610
129,468,317080,6212,317080
130,470,318080,6212,318080
130,470,319080,6212,319080
131,472,319550,6212,319550
131,472,319550,6212,319550
131,472,320360,6212,320360
131,472,320360,6212,320360
131,472,320830,6212,320830
131,472,321830,6212,321830
131,472,322830,6212,322830
131,472,322830,6212,322830
132,474,323300,6212,323300
133,476,324300,6212,324300
133,476,324760,6212,324760
133,476,325760,6212,325760
133,476,326230,6212,326230
134,484,326230,6212,326230
134,484,327040,6212,327040
134,484,327850,6212,327850
134,484,328170,6212,328170
135,486,328820,6212,328820
135,486,328820,6212,328820
135,486,329140,6212,329140
136,488,330140,6212,330140
136,488,330140,6212,330140
136,488,331140,6212,331140
137,490,331730,6212,331730
137,490,332050,6212,332050
137,490,333050,6212,333050
137,490,334050,6212,334050
137,490,334050,6212,334050
137,490,334210,6212,334210
137,490,334430,6212,334430
137,490,334430,6212,334430
138,492,335080,6212,335080
138,492,335080,6212,335080
139,500,335080,6212,335080
139,500,336080,6212,336080
140,502,337080,6212,337080
141,504,337890,6212,337890
141,504,338890,6212,338890
141,504,339350,6212,339350
142,506,340350,6212,340350
142,506,340350,6212,340350
142,506,340820,6212,340820
142,506,340820,6212,340820
143,510,344820,6212,344820
143,510,344820,6212,344820
143,510,345280,6212,345280
144,512,346280,6212,346280
144,512,347280,6212,347280
145,514,348280,6212,348280
145,514,349280,6212,349280
146,516,350280,6212,350280
146,516,350440,6212,350440
147,524,350440,6212,350440
147,524,350440,6212,350440
147,524,351440,6212,351440
148,532,352440,6212,352440
148,532,352670,6212,352670
148,532,353670,6212,353670
149,534,354670,6212,354670
150,536,356670,6212,356670
150,536,356670,6212,356670
150,536,357130,6212,357130
151,538,358130,6212,358130
152,546,358130,6212,358130
152,546,359130,6212,359130
153,548,359940,6212,359940
153,548,360940,6212,360940
153,548,361940,6212,361940
154,550,362940,6212,362940
154,550,363940,6212,363940
155,552,364260,6212,364260
155,552,364260,6212,364260
155,552,365260,6212,365260
155,552,365730,6212,365730
156,554,366380,6212,366380
156,554,366850,6212,366850
156,554,367850,6212,367850
157,556,368320,6212,368320
158,558,369320,6212,369320
158,558,369970,6212,369970
158,558,370440,6212,370440
158,558,370670,6212,370670
158,558,371670,6212,371670
159,560,372670,6212,372670
159,560,373670,6212,373670
159,560,373670,6212,373670
159,560,373670,6212,373670
159,560,373670,6212,373670
160,562,374670,6212,374670
160,562,375670,6212,375670
160,562,383670,6212,383670
161,564,383900,6212,383900
161,564,383900,6212,383900
161,564,384710,6212,384710
161,564,385180,6212,385180
162,566,386180,6212,386180
162,566,386180,6212,386180
162,566,386180,6212,386180
162,566,387180,6212,387180
162,566,388180,6212,388180
162,566,388180,6212,388180
162,566,389180,6212,389180
162,566,390180,6212,390180
162,566,391180,6212,391180
162,566,391180,6212,391180
162,566,391990,6212,391990
162,566,392990,6212,392990
162,566,393990,6212,393990
162,566,394990,6212,394990
162,566,395220,6212,395220
162,566,396030,6212,396030
162,566,397030,6212,397030
162,566,397350,6212,397350
162,566,397720,6212,397720
162,566,398720,6212,398720
162,566,398720,6212,398720
162,566,399720,6212,399720
162,566,399720,6212,399720
162,566,399720,6212,399720
162,566,399880,6212,399880
162,566,399880,6212,399880
162,566,400880,6212,400880
162,566,401530,6212,401530
162,566,402340,6212,402340
162,566,402810,6212,402810
162,566,402810,6212,402810
162,566,403810,6212,403810
162,566,404400,6212,404400
162,566,405210,6212,405210
162,566,406210,6212,406210
162,566,407210,6212,407210
162,566,408210,6212,408210
162,566,409210,6212,409210
162,566,409760,6212,409760
162,566,410760,6212,410760
162,566,411760,6212,411760
162,566,412230,6212,412230
162,566,412700,6212,412700
162,566,413700,6212,413700
162,566,413700,6212,413700
162,566,414170,6212,414170
163,574,422170,6212,422170
163,574,422820,6212,422820
164,578,423820,6212,423820
164,578,424820,6212,424820
164,578,425820,6212,425820
164,578,426470,6212,426470
164,578,426790,6212,426790
164,578,426790,6212,426790
165,582,427790,6212,427790
165,582,427790,6212,427790
165,582,427790,6212,427790
165,582,428110,6212,428110
166,590,436110,6212,436110
166,590,436340,6212,436340
166,590,437340,6212,437340
166,590,437810,6212,437810
166,590,438620,6212,438620
166,590,439620,6212,439620
166,590,440620,6212,440620
166,590,441620,6212,441620
167,592,442620,6212,442620
167,592,443090,6212,443090
168,594,444090,6212,444090
168,594,445090,6212,445090
169,596,446090,6212,446090
169,596,446090,6212,446090
169,596,447090,6212,447090
169,596,447900,6212,447900
170,598,448900,6212,448900
170,598,449490,6212,449490
170,598,450490,6212,450490
170,598,450810,6212,450810
170,598,450810,6212,450810
170,598,451130,6212,451130
171,600,452130,6212,452130
171,600,453130,6212,453130
171,600,453130,6212,453130
171,600,453130,6212,453130
172,602,455130,6212,455130
172,602,455600,6212,455600
172,602,456070,6212,456070
172,602,456070,6212,456070
173,604,456540,6212,456540
173,604,456540,6212,456540
173,604,457540,6212,457540
173,604,458010,6212,458010
174,606,458480,6212,458480
174,606,458480,6212,458480
174,606,458480,6212,458480
174,606,459480,6212,459480
174,606,459480,6212,459480
174,606,459480,6212,459480
174,606,459710,6212,459710
175,608,460710,6212,460710
175,608,461710,6212,461710
175,608,461710,6212,461710
176,610,462710,6212,462710
176,610,462710,6212,462710
176,610,463180,6212,463180
176,610,463180,6212,463180
176,610,463340,6212,463340
176,610,464340,6212,464340
177,618,464340,6212,464340
177,618,465340,6212,465340
177,618,465810,6212,465810
177,618,466810,6212,466810
177,618,467810,6212,467810
177,618,468810,6212,468810
177,618,469810,6212,469810
177,618,470460,6212,470460
177,618,470460,6212,470460
177,618,470460,6212,470460
178,620,471460,6212,471460
178,620,472460,6212,472460
178,620,472460,6212,472460
178,620,472460,6212,472460
179,622,473460,6212,473460
179,622,474460,6212,474460
179,622,475270,6212,475270
180,630,476270,6212,476270
180,630,477270,6212,477270
180,630,477270,6212,477270
180,630,478270,6212,478270
180,630,479270,6212,479270
180,630,479740,6212,479740
180,630,480740,6212,480740
180,630,481740,6212,481740
180,630,482740,6212,482740
180,630,483740,6212,483740
180,630,483740,6212,483740
180,630,484550,6212,484550
180,630,484550,6212,484550
181,638,485550,6212,485550
181,638,485710,6212,485710
181,638,486710,6212,486710
181,638,487710,6212,487710
181,638,488180,6212,488180
181,638,489180,6212,489180
181,638,490180,6212,490180
182,640,491180,6212,491180
183,648,491650,6212,491650
183,648,491970,6212,491970
183,648,492970,6212,492970
183,648,493290,6212,493290
183,648,494290,6212,494290
183,648,494290,6212,494290
183,648,495290,6212,495290
183,648,496290,6212,496290
183,648,496290,6212,496290
183,648,496290,6212,496290
183,648,497100,6212,497100
183,648,497570,6212,497570
183,648,497570,6212,497570
183,648,498570,6212,498570
184,656,499570,6212,499570
184,656,500570,6212,500570
184,656,501160,6212,501160
184,656,501630,6212,501630
184,656,502630,6212,502630
184,656,503090,6212,503090
184,656,503090,6212,503090
184,656,503410,6212,503410
184,656,504410,6212,504410
184,656,504880,6212,504880
184,656,505690,6212,505690
184,656,506690,6212,506690
184,656,507690,6212,507690
184,656,508690,6212,508690
184,656,509690,6212,509690
185,664,510690,6212,510690
185,664,511690,6212,511690
185,664,512690,6212,512690
186,666,513690,6212,513690
186,666,514690,6212,514690
186,666,514920,6212,514920
186,666,515730,6212,515730
186,666,515730,6212,515730
186,666,516540,6212,516540
186,666,516540,6212,516540
186,666,517190,6212,517190
186,666,517190,6212,517190
186,666,517190,6212,517190
186,666,517650,6212,517650
186,666,518650,6212,518650
186,666,519120,6212,519120
187,674,519670,6212,519670
187,674,520670,6212,520670
187,674,521670,6212,521670
187,674,522140,6212,522140
188,676,523140,6212,523140
188,676,523140,6212,523140
188,676,524140,6212,524140
188,676,524140,6212,524140
188,676,524140,6212,524140
188,676,524360,6212,524360
188,676,524910,6212,524910
189,678,525910,6212,525910
189,678,525910,6212,525910
189,678,526380,6212,526380
189,678,526380,6212,526380
189,678,526380,6212,526380
189,678,527190,6212,527190
189,678,528190,6212,528190
189,678,529000,6212,529000
189,678,530000,6212,530000
189,678,530000,6212,530000
190,686,530470,6212,530470
190,686,530940,6212,530940
190,686,531750,6212,531750
190,686,532400,6212,532400
190,686,532720,6212,532720
190,686,533720,6212,533720
190,686,533720,6212,533720
190,686,534720,6212,534720
190,686,535720,6212,535720
190,686,536270,6212,536270
190,686,536270,6212,536270
190,686,537270,6212,537270
191,694,538270,6212,538270
191,694,538590,6212,538590
191,694,538810,6212,538810
191,694,539810,6212,539810
191,694,540810,6212,540810
191,694,541810,6212,541810
191,694,541810,6212,541810
191,694,542810,6212,542810
191,694,543620,6212,543620
191,694,544090,6212,544090
191,694,544090,6212,544090
191,694,545090,6212,545090
192,702,546090,6212,546090
192,702,546560,6212,546560
192,702,546880,6212,546880
192,702,547880,6212,547880
192,702,547880,6212,547880
192,702,547880,6212,547880
192,702,548880,6212,548880
192,702,549340,6212,549340
192,702,550340,6212,550340
192,702,550340,6212,550340
192,702,551340,6212,551340
192,702,552150,6212,552150
192,702,552150,6212,552150
192,702,552150,6212,552150
192,702,553150,6212,553150
193,710,554150,6212,554150
193,710,554620,6212,554620
193,710,555620,6212,555620
193,710,556620,6212,556620
193,710,557620,6212,557620
193,710,558620,6212,558620
194,718,559620,6212,559620
194,718,560430,6212,560430
194,718,561430,6212,561430
194,718,562430,6212,562430
194,718,562430,6212,562430
194,718,563430,6212,563430
194,718,564430,6212,564430
194,718,565240,6212,565240
194,718,566050,6212,566050
194,718,566520,6212,566520
194,718,566520,6212,566520
195,726,567520,6212,567520
195,726,568520,6212,568520
195,726,569520,6212,569520
195,726,569520,6212,569520
195,726,570520,6212,570520
195,726,570990,6212,570990
195,726,571460,6212,571460
195,726,572460,6212,572460
195,726,573460,6212,573460
195,726,573460,6212,573460
195,726,573930,6212,573930
196,734,574930,6212,574930
196,734,575740,6212,575740
196,734,576740,6212,576740
196,734,576740,6212,576740
196,734,577740,6212,577740
196,734,577740,6212,577740
196,734,578740,6212,578740
196,734,578740,6212,578740
196,734,579210,6212,579210
196,734,580210,6212,580210
196,734,581020,6212,581020
197,742,582020,6212,582020
197,742,583020,6212,583020
197,742,583020,6212,583020
197,742,583830,6212,583830
197,742,584640,6212,584640
197,742,585110,6212,585110
197,742,585110,6212,585110
197,742,586110,6212,586110
197,742,586110,6212,586110
197,742,586460,6212,586460
197,742,587460,6212,587460
197,742,587460,6212,587460
