ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eee3-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eee3-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eee3-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eee3-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eee3-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_ratio
402537.31,18.47,13.3,304444.66,13.97
402485.59,18.48,13.31,304589.11,13.98
402264.87,18.47,13.3,304364.88,13.97
402401.7,18.48,13.31,304601.5,13.99
402349.98,18.49,13.32,304601.5,14.0
402622.38,18.51,13.33,304601.5,14.0
402570.66,18.51,13.34,304601.5,14.01
402518.93,18.52,13.35,304622.04,14.02
402467.21,18.53,13.35,304647.83,14.02
402104.77,18.51,13.34,304395.1,14.01
401810.64,18.5,13.33,304349.2,14.01
401758.91,18.51,13.34,304701.51,14.04
401760.36,18.51,13.34,304703.51,14.04
401756.55,18.52,13.34,304419.47,14.03
402108.42,18.54,13.36,304855.92,14.05
401865.31,18.53,13.36,304588.93,14.04
402236.03,18.55,13.38,304588.93,14.05
401873.59,18.54,13.36,304588.93,14.05
402010.41,18.55,13.38,304588.93,14.05
402381.13,18.57,13.4,304603.47,14.06
402329.41,18.58,13.4,304596.17,14.06
402466.23,18.59,13.42,304595.06,14.07
402603.06,18.6,13.43,304606.67,14.08
402739.89,18.62,13.44,305683.08,14.13
402688.16,18.62,13.45,305813.04,14.14
402824.99,18.64,13.46,305813.04,14.15
402773.26,18.64,13.47,305813.04,14.15
402910.09,18.66,13.48,305813.04,14.16
403046.91,18.67,13.5,305816.86,14.17
402684.47,18.66,13.48,305437.06,14.15
402684.47,18.66,13.48,305457.69,14.15
402632.75,18.66,13.49,305458.89,14.16
402634.2,18.66,13.49,305460.34,14.16
402582.47,18.67,13.5,305455.31,14.17
402530.75,18.68,13.5,306124.74,14.2
402901.47,18.7,13.52,306398.77,14.22
402637.81,18.69,13.52,306183.96,14.21
402586.08,18.69,13.52,306183.96,14.22
402427.53,18.69,13.52,306025.41,14.21
402375.81,18.69,13.52,306025.41,14.22
402324.08,18.7,13.53,306025.87,14.22
402777.46,18.72,13.55,306025.41,14.23
402783.03,18.72,13.55,306026.76,14.23
402731.3,18.73,13.56,306026.76,14.23
402679.58,18.74,13.56,306234.15,14.25
402816.41,18.75,13.58,306453.41,14.27
402764.68,18.76,13.58,306627.99,14.28
402547.7,18.75,13.58,306361.76,14.27
402072.6,18.73,13.56,305978.48,14.26
402209.42,18.75,13.57,305978.48,14.26
402346.25,18.76,13.59,305978.48,14.27
402294.53,18.77,13.59,305979.61,14.27
402135.98,18.76,13.59,305821.51,14.27
402084.25,18.77,13.59,305821.73,14.27
402032.53,18.77,13.6,305824.1,14.28
401980.8,18.78,13.61,306186.11,14.3
401929.08,18.79,13.61,306164.96,14.31
401930.53,18.79,13.61,306167.01,14.31
401878.81,18.79,13.62,306179.89,14.32
402015.63,18.81,13.63,306179.89,14.32
402015.63,18.81,13.63,306177.78,14.32
402288.04,18.82,13.65,306178.64,14.33
402658.76,18.84,13.67,306177.78,14.33
402607.03,18.85,13.68,306179.39,14.34
402390.05,18.84,13.67,306009.0,14.33
402526.87,18.86,13.68,306010.38,14.34
402475.15,18.86,13.69,306014.75,14.34
402271.02,18.86,13.68,306494.82,14.37
402272.47,18.86,13.68,306496.75,14.37
401910.03,18.84,13.67,306103.77,14.35
401870.17,18.85,13.68,306734.88,14.39
401995.13,18.86,13.69,306749.72,14.39
402365.85,18.88,13.71,306749.72,14.4
402075.85,18.87,13.7,306459.72,14.39
402024.12,18.88,13.71,306459.72,14.39
401972.4,18.89,13.71,306472.1,14.4
401758.35,18.88,13.71,306459.72,14.4
401706.63,18.89,13.71,306710.47,14.42
401654.91,18.89,13.72,306744.43,14.43
401791.73,18.91,13.73,306492.96,14.42
401791.73,18.91,13.73,306508.56,14.42
401633.33,18.9,13.73,306350.39,14.42
401782.03,18.91,13.74,307047.31,14.45
401718.44,18.92,13.75,306896.56,14.45
401666.71,18.93,13.75,306896.56,14.46
401614.99,18.93,13.76,306896.56,14.47
401563.26,18.94,13.77,306906.11,14.47
401511.54,18.95,13.77,306908.01,14.48
401459.81,18.95,13.78,306896.56,14.49
401821.97,18.97,13.8,307276.3,14.51
402192.69,19.0,13.82,307465.99,14.52
402140.96,19.0,13.83,307640.56,14.54
401783.1,18.99,13.82,307386.3,14.53
402236.47,19.01,13.84,307386.3,14.53
402184.75,19.02,13.85,307387.42,14.54
402133.03,19.03,13.85,307386.6,14.54
401844.57,19.02,13.84,307086.86,14.53
401369.47,19.0,13.83,307086.56,14.54
401317.75,19.01,13.83,307086.56,14.54
401688.46,19.03,13.86,307548.63,14.57
401825.29,19.04,13.87,307310.21,14.56
402150.65,19.06,13.89,307116.48,14.56
402512.81,19.08,13.91,308573.93,14.63
402461.08,19.09,13.92,308573.93,14.64
402098.64,19.08,13.91,308141.94,14.62
402046.92,19.08,13.91,308159.79,14.63
401995.19,19.09,13.92,308145.35,14.63
401943.47,19.1,13.93,308142.23,14.64
402080.3,19.11,13.94,308199.03,14.65
401881.83,19.1,13.93,308029.03,14.64
401830.11,19.11,13.94,308032.53,14.65
401830.11,19.11,13.94,308030.4,14.65
401790.26,19.12,13.95,308005.75,14.66
401726.66,19.12,13.95,308158.36,14.67
402097.38,19.15,13.97,308158.36,14.67
402045.65,19.15,13.98,308158.36,14.68
401683.21,19.14,13.97,308172.06,14.68
401955.62,19.16,13.99,308186.95,14.69
401720.37,19.15,13.98,307940.34,14.68
401426.24,19.14,13.97,307915.79,14.68
401374.51,19.15,13.97,307917.04,14.69
401322.79,19.15,13.98,308107.93,14.7
401271.06,19.16,13.99,308006.35,14.71
401315.86,19.17,14.0,308043.0,14.71
401356.17,19.18,14.01,308189.62,14.73
401809.54,19.2,14.03,308189.62,14.73
401512.84,19.19,14.02,308189.62,14.73
401461.12,19.2,14.03,308189.82,14.74
401831.83,19.22,14.05,308189.63,14.74
402157.2,19.24,14.07,308189.62,14.75
401794.76,19.23,14.06,308209.41,14.75
401931.58,19.25,14.07,308194.1,14.76
401879.86,19.25,14.08,308848.2,14.8
401879.86,19.25,14.08,308841.62,14.8
402016.68,19.27,14.09,309090.51,14.81
402153.51,19.28,14.11,309285.36,14.83
402101.78,19.29,14.11,309285.36,14.83
402050.06,19.29,14.12,309285.36,14.84
401998.34,19.3,14.13,309285.36,14.85
401946.61,19.31,14.13,309286.11,14.86
401894.89,19.31,14.14,309285.43,14.86
401894.89,19.31,14.14,309306.7,14.86
401843.16,19.32,14.15,309646.31,14.89
401644.7,19.31,14.14,309561.0,14.89
402109.95,19.34,14.17,309606.91,14.89
402106.41,19.35,14.18,309786.68,14.91
402054.69,19.35,14.18,309786.68,14.91
402002.97,19.36,14.19,309786.68,14.92
401774.86,19.35,14.18,309563.45,14.91
401723.14,19.36,14.19,309581.76,14.92
401671.41,19.37,14.19,309591.8,14.93
401257.62,19.42,14.25,309591.8,14.99
401205.89,19.43,14.26,309568.85,14.99
401154.17,19.44,14.26,309719.63,15.01
401102.45,19.44,14.27,309693.84,15.01
401102.45,19.44,14.27,309693.84,15.01
401102.45,19.44,14.27,309715.82,15.01
401050.72,19.45,14.28,309585.44,15.01
401421.44,19.47,14.3,309585.44,15.02
401558.27,19.49,14.31,309585.44,15.02
401506.54,19.49,14.32,309585.44,15.03
401454.82,19.5,14.33,309608.59,15.04
401134.82,19.49,14.32,309288.59,15.03
400920.77,19.48,14.31,309269.4,15.03
401291.49,19.5,14.33,309265.44,15.03
401428.32,19.52,14.35,309833.51,15.06
401065.87,19.5,14.33,309503.57,15.05
401062.06,19.51,14.34,309367.34,15.05
401150.98,19.53,14.35,310104.06,15.09
401287.8,19.54,14.37,310104.06,15.1
401808.03,19.57,14.4,310104.06,15.1
401756.3,19.57,14.4,310104.06,15.11
401704.58,19.58,14.41,310104.99,15.12
401652.86,19.59,14.42,310105.28,15.12
401789.68,19.6,14.43,310105.68,15.13
401508.45,19.59,14.42,310643.46,15.16
401645.27,19.61,14.44,310914.95,15.18
401593.55,19.62,14.44,310902.13,15.19
402046.92,19.64,14.47,310902.13,15.19
401995.2,19.65,14.48,310902.13,15.2
401943.48,19.65,14.48,310904.25,15.2
401891.75,19.66,14.49,310904.66,15.21
401840.03,19.67,14.5,310907.09,15.22
401788.3,19.68,14.5,310939.25,15.23
401515.34,19.67,14.49,311818.52,15.27
402522.95,19.72,14.55,312315.81,15.3
402524.4,19.72,14.55,312317.26,15.3
402371.21,19.72,14.55,312093.58,15.29
402319.48,19.73,14.55,312093.58,15.3
402333.12,19.73,14.55,312165.51,15.31
402281.39,19.73,14.56,312165.51,15.31
402281.39,19.73,14.56,312165.51,15.31
402229.67,19.74,14.57,312185.06,15.32
402177.94,19.75,14.58,312183.21,15.33
401764.15,19.81,14.63,312183.21,15.39
401712.43,19.81,14.64,312165.51,15.4
401660.7,19.82,14.65,312517.05,15.42
402125.95,19.85,14.67,312539.7,15.42
402062.35,19.85,14.68,312727.13,15.44
402010.63,19.86,14.69,312727.13,15.45
401958.9,19.87,14.69,312727.13,15.46
401907.18,19.87,14.7,312736.38,15.46
401735.47,19.87,14.7,312504.43,15.46
401683.75,19.88,14.7,312495.46,15.46
401390.36,19.87,14.69,312205.79,15.45
401527.18,19.88,14.71,312205.51,15.46
401664.01,19.89,14.72,312206.63,15.46
401624.16,19.9,14.73,312730.7,15.5
401749.11,19.92,14.74,312767.85,15.51
401697.39,19.92,14.75,312767.85,15.51
401645.66,19.93,14.76,312767.85,15.52
401593.94,19.94,14.77,312767.85,15.53
401542.21,19.95,14.77,312885.51,15.54
401867.58,19.97,14.8,312782.47,15.54
401815.86,19.98,14.8,312801.22,15.55
401812.04,19.98,14.81,313331.8,15.58
401586.71,19.98,14.8,313017.43,15.57
401613.87,19.99,14.81,313042.82,15.58
401562.14,19.99,14.82,313042.82,15.59
401510.42,20.0,14.83,313042.82,15.59
401647.25,20.02,14.84,313042.82,15.6
401595.52,20.02,14.85,313050.77,15.61
401966.24,20.05,14.87,313047.93,15.61
401603.8,20.03,14.86,313042.82,15.62
401552.07,20.04,14.87,313400.5,15.64
402072.3,20.07,14.9,313420.16,15.64
402020.58,20.08,14.9,313766.88,15.67
401968.85,20.08,14.91,313766.88,15.68
401917.13,20.09,14.92,313766.88,15.68
401865.4,20.1,14.93,313768.23,15.69
401708.3,20.09,14.92,313609.45,15.69
401256.35,20.08,14.9,313254.17,15.67
401204.63,20.08,14.91,313254.75,15.68
401567.38,20.11,14.93,313276.52,15.69
401567.38,20.11,14.93,313276.52,15.69
401515.65,20.11,14.94,313287.34,15.69
401463.93,20.12,14.95,313252.82,15.7
401412.2,20.13,14.96,313686.14,15.73
401278.76,20.12,14.95,313522.86,15.72
401724.7,20.15,14.98,313522.96,15.73
401415.58,20.14,14.97,313523.16,15.73
401363.86,20.15,14.98,313523.24,15.74
401142.83,20.14,14.97,313313.2,15.73
401513.55,20.16,14.99,313313.2,15.73
401151.11,20.15,14.98,313312.93,15.74
401099.39,20.16,14.98,313459.29,15.75
401047.66,20.16,14.99,313483.14,15.76
401567.89,20.19,15.02,313354.65,15.76
401528.03,20.2,15.03,314284.01,15.81
401476.31,20.21,15.04,314284.01,15.82
401419.42,20.21,15.03,313930.93,15.8
401489.34,20.22,15.05,314137.57,15.82
401860.06,20.24,15.07,314137.57,15.82
402132.46,20.26,15.09,314141.92,15.83
402080.74,20.27,15.1,314137.99,15.84
402029.01,20.28,15.11,314185.89,15.85
401666.57,20.26,15.09,314153.02,15.85
401614.85,20.27,15.1,314765.76,15.89
401611.03,20.28,15.11,314439.98,15.88
401514.96,20.29,15.12,314521.43,15.89
401651.79,20.3,15.13,314521.43,15.9
402014.53,20.33,15.15,314521.53,15.9
401750.06,20.32,15.14,314521.43,15.91
401750.06,20.32,15.14,314521.43,15.91
402022.47,20.34,15.16,314521.43,15.91
401970.74,20.34,15.17,314530.82,15.92
402107.57,20.36,15.19,314522.41,15.93
402055.85,20.37,15.2,314521.43,15.93
402418.0,20.39,15.22,315749.64,16.0
402780.15,20.42,15.24,316066.48,16.02
402728.43,20.42,15.25,316066.48,16.03
403099.15,20.45,15.27,316066.48,16.03
403235.97,20.46,15.29,316066.48,16.04
402873.53,20.45,15.28,316068.05,16.04
402821.81,20.46,15.28,316068.11,16.05
403192.53,20.48,15.31,316066.48,16.05
403192.53,20.48,15.31,316085.28,16.06
402858.65,20.47,15.3,315907.42,16.05
402806.92,20.48,15.3,316308.39,16.08
402767.07,20.48,15.31,316453.36,16.09
402812.48,20.5,15.32,316687.42,16.11
402760.76,20.5,15.33,316687.42,16.12
402709.03,20.51,15.34,316687.42,16.13
402657.31,20.52,15.35,316689.12,16.14
402605.59,20.53,15.36,316688.68,16.15
402553.86,20.54,15.36,316687.52,16.16
402502.14,20.54,15.37,317044.35,16.18
402560.08,20.56,15.38,316921.02,16.18
402928.69,20.58,15.41,317217.42,16.2
402876.97,20.59,15.42,317217.42,16.21
402682.83,20.58,15.41,316883.16,16.2
402631.11,20.59,15.42,316883.16,16.2
402579.39,20.6,15.42,316893.97,16.21
402527.66,20.6,15.43,316893.11,16.22
402475.94,20.61,15.44,316906.15,16.23
402192.06,20.6,15.43,316740.25,16.22
402140.34,20.61,15.44,316751.07,16.23
402424.61,20.63,15.46,317189.92,16.26
402361.02,20.64,15.47,317035.04,16.26
402309.29,20.65,15.47,317035.04,16.27
402257.57,20.65,15.48,317035.04,16.28
402394.4,20.67,15.5,317035.2,16.28
402765.11,20.69,15.52,317035.06,16.29
403037.52,20.71,15.54,317035.04,16.29
402985.8,20.72,15.55,317515.96,16.33
402934.07,20.73,15.56,317696.88,16.34
403070.9,20.75,15.57,317974.16,16.37
402718.46,20.73,15.56,317809.65,16.36
402666.73,20.74,15.57,317809.65,16.37
402803.56,20.76,15.58,317809.65,16.38
403174.28,20.78,15.61,317809.65,16.38
403122.55,20.79,15.62,317827.59,16.39
403070.83,20.8,15.62,317810.4,16.4
403019.1,20.8,15.63,317809.65,16.41
402967.38,20.81,15.64,318331.28,16.44
402915.66,20.82,15.65,318356.26,16.45
403052.48,20.84,15.66,318356.26,16.46
403000.76,20.84,15.67,318356.26,16.47
403137.58,20.86,15.69,318356.26,16.47
402775.14,20.85,15.67,318057.72,16.46
403047.55,20.87,15.7,318057.82,16.47
403418.27,20.89,15.72,318059.19,16.47
403366.54,20.9,15.73,318057.72,16.48
403314.82,20.91,15.74,319061.21,16.54
403263.09,20.92,15.74,319027.96,16.55
403211.37,20.92,15.75,319027.96,16.56
403159.65,20.93,15.76,319027.96,16.56
402865.51,20.92,15.75,318711.5,16.55
402813.79,20.93,15.76,318728.06,16.56
402762.07,20.94,15.77,318718.59,16.57
402710.34,20.95,15.77,318755.64,16.58
402347.9,20.93,15.76,318554.61,16.57
403259.43,20.99,15.82,320061.41,16.66
403630.15,21.01,15.84,320061.41,16.66
403216.36,21.08,15.91,320061.41,16.73
402989.14,21.08,15.91,319419.24,16.71
402626.69,21.06,15.89,319419.24,16.71
401977.21,21.04,15.87,318700.47,16.68
401925.49,21.05,15.88,318724.17,16.69
401721.36,21.04,15.87,318510.69,16.68
402092.07,21.07,15.89,318507.32,16.69
402040.35,21.07,15.9,318493.13,16.7
402041.8,21.07,15.9,318497.8,16.7
401990.07,21.08,15.91,318644.71,16.71
402034.17,21.1,15.92,319803.21,16.78
401983.15,21.1,15.93,319191.46,16.76
402271.79,21.12,15.95,319510.35,16.78
402544.2,21.15,15.97,319510.35,16.78
402492.47,21.15,15.98,319510.35,16.79
402492.47,21.15,15.98,319529.15,16.79
402523.14,21.16,15.99,319460.46,16.79
402471.42,21.17,15.99,319474.8,16.8
402419.69,21.18,16.0,319471.0,16.81
402367.97,21.18,16.01,319480.83,16.82
402316.25,21.19,16.02,319534.53,16.83
402361.05,21.21,16.03,319796.61,16.85
402731.76,21.23,16.06,319796.61,16.86
402600.04,21.23,16.05,319796.61,16.86
402640.34,21.24,16.07,319960.55,16.88
403003.09,21.26,16.09,319960.76,16.88
402951.36,21.27,16.1,319960.55,16.89
402899.64,21.28,16.11,319960.55,16.9
402847.91,21.29,16.12,320063.04,16.91
402796.19,21.3,16.12,320028.57,16.92
402796.19,21.3,16.12,320028.57,16.92
402792.37,21.31,16.13,320072.95,16.93
402753.0,21.32,16.14,320753.38,16.98
403123.72,21.34,16.17,320753.38,16.98
403072.0,21.35,16.18,320753.38,16.99
403208.82,21.37,16.19,320753.38,17.0
403157.1,21.37,16.2,320753.38,17.01
403105.37,21.38,16.21,321250.63,17.04
402105.37,21.34,16.17,320250.63,17.0
402242.2,21.36,16.19,320001.61,16.99
402300.14,21.37,16.2,320041.93,17.0
402356.36,21.38,16.21,320797.68,17.05
402304.64,21.39,16.22,320797.68,17.06
402061.53,21.38,16.21,320527.43,17.05
402009.81,21.39,16.22,320527.43,17.06
401958.08,21.4,16.23,320552.16,17.07
401906.36,21.41,16.24,320529.25,17.07
401854.64,21.42,16.25,320559.91,17.09
402150.78,21.44,16.27,320594.3,17.09
402678.09,21.48,16.31,321605.63,17.16
402626.36,21.49,16.32,321605.63,17.17
402574.64,21.5,16.33,321605.63,17.17
402522.92,21.51,16.34,321768.24,17.19
402471.19,21.52,16.34,321606.47,17.19
401820.26,21.49,16.32,320855.96,17.16
401804.15,21.5,16.33,321093.5,17.18
402915.23,21.57,16.4,322512.26,17.27
402863.5,21.58,16.41,322512.26,17.28
402811.78,21.59,16.42,322512.26,17.29
402177.81,21.57,16.4,321573.42,17.25
401880.11,21.56,16.39,321275.73,17.23
401771.56,21.55,16.38,321166.95,17.23
401719.84,21.56,16.39,321193.93,17.24
401731.95,21.57,16.39,321155.63,17.24
401868.77,21.58,16.41,321135.61,17.25
401817.05,21.59,16.42,321145.0,17.26
401765.33,21.6,16.43,321162.9,17.27
401761.51,21.61,16.44,321537.81,17.3
401850.43,21.63,16.45,321495.17,17.3
401798.7,21.63,16.46,321495.17,17.31
402071.11,21.66,16.48,321495.17,17.32
402019.39,21.67,16.49,321583.48,17.33
402291.79,21.69,16.52,321711.71,17.34
402428.62,21.71,16.53,321594.66,17.35
402163.17,21.69,16.52,321301.83,17.33
402300.0,21.71,16.54,321255.2,17.34
402248.27,21.72,16.55,321231.14,17.35
402618.99,21.75,16.57,322714.68,17.43
402567.27,21.75,16.58,322714.68,17.44
402259.46,21.74,16.57,322342.34,17.42
402207.74,21.75,16.58,322342.34,17.43
401793.95,21.82,16.65,322342.34,17.51
401599.81,21.82,16.64,322161.03,17.5
401548.09,21.83,16.65,322161.03,17.51
402075.74,21.86,16.68,322177.83,17.51
401796.77,21.85,16.68,322168.11,17.52
401745.05,21.86,16.68,322164.98,17.53
401717.07,21.87,16.69,323063.47,17.59
401878.06,21.89,16.71,322816.52,17.58
401789.47,21.89,16.72,322661.03,17.58
401737.75,21.9,16.73,322661.03,17.59
401686.02,21.91,16.74,322661.03,17.6
401822.85,21.93,16.76,322661.03,17.61
401771.12,21.94,16.76,322662.57,17.62
402141.84,21.96,16.79,322661.74,17.62
401927.8,21.96,16.78,322661.03,17.63
401876.07,21.96,16.79,323056.92,17.66
402012.9,21.98,16.81,323288.86,17.68
402383.62,22.01,16.84,323511.32,17.69
402331.89,22.02,16.84,323511.32,17.7
402280.17,22.03,16.85,323511.32,17.71
402416.99,22.04,16.87,323511.32,17.72
402553.82,22.06,16.89,323514.83,17.73
402502.1,22.07,16.9,323512.02,17.74
402450.37,22.08,16.91,323512.23,17.75
402398.65,22.09,16.92,323550.61,17.76
402346.92,22.1,16.93,323889.3,17.79
402295.2,22.11,16.93,323889.3,17.8
402243.48,22.12,16.94,323889.3,17.81
402191.75,22.13,16.95,323889.3,17.82
402140.03,22.13,16.96,323955.98,17.83
402276.85,22.15,16.98,323928.23,17.84
402225.13,22.16,16.99,323905.97,17.85
401862.69,22.15,16.97,323704.12,17.84
401810.96,22.16,16.98,324000.92,17.87
402083.37,22.18,17.01,324174.99,17.88
402031.64,22.19,17.02,324174.99,17.89
401979.92,22.2,17.03,324174.99,17.9
401928.2,22.21,17.04,324177.68,17.91
401721.3,22.25,17.07,324188.37,17.95
401669.58,22.26,17.08,324253.88,17.97
402136.11,22.29,17.11,325455.39,18.04
402084.39,22.3,17.12,325457.11,18.05
402221.21,22.31,17.14,325456.59,18.06
401807.42,22.39,17.22,325456.59,18.14
401755.7,22.4,17.23,325452.7,18.15
402028.1,22.42,17.25,326003.08,18.18
401976.38,22.43,17.26,325932.34,18.19
401924.65,22.44,17.27,325932.34,18.2
401924.65,22.44,17.27,325931.45,18.2
402295.37,22.47,17.3,325931.45,18.2
401932.93,22.45,17.28,325931.45,18.21
402303.65,22.48,17.31,325957.23,18.21
402665.8,22.51,17.34,325931.45,18.22
402303.36,22.49,17.32,325931.45,18.22
402303.36,22.49,17.32,325931.45,18.22
402251.64,22.5,17.33,326134.9,18.25
402199.91,22.51,17.34,325967.23,18.25
402160.06,22.52,17.35,325971.83,18.26
402518.9,22.55,17.38,326937.88,18.32
402467.18,22.56,17.39,326937.88,18.33
402604.01,22.58,17.41,326937.88,18.33
402309.88,22.57,17.39,326668.64,18.32
402258.15,22.57,17.4,326668.64,18.33
402206.43,22.58,17.41,326670.37,18.34
402154.7,22.59,17.42,326674.79,18.35
401796.84,22.58,17.41,326254.2,18.33
401745.12,22.59,17.42,326511.72,18.36
401693.39,22.6,17.43,326493.37,18.37
401641.67,22.61,17.44,326434.64,18.38
401589.94,22.62,17.45,326434.64,18.39
401960.66,22.65,17.47,326434.64,18.39
402097.49,22.66,17.49,326434.64,18.4
402097.49,22.66,17.49,326434.64,18.4
402045.76,22.67,17.5,326444.48,18.41
401847.31,22.67,17.49,326258.64,18.4
401984.13,22.68,17.51,326250.75,18.41
401932.41,22.69,17.52,326248.8,18.42
401562.41,22.68,17.51,325878.8,18.4
401199.97,22.66,17.49,325878.8,18.41
401148.24,22.67,17.5,326421.2,18.45
401096.52,22.68,17.51,326298.77,18.45
401044.79,22.69,17.52,326298.77,18.46
401370.16,22.72,17.55,326298.77,18.47
401318.43,22.73,17.56,326301.99,18.48
401689.15,22.76,17.58,326301.96,18.49
401692.05,22.76,17.58,326304.93,18.49
401640.33,22.77,17.59,326304.25,18.5
401912.73,22.79,17.62,326963.54,18.54
401872.88,22.8,17.63,327280.46,18.57
401459.09,22.88,17.71,327280.46,18.65
401395.49,22.89,17.72,327494.21,18.68
401101.36,22.88,17.71,327232.88,18.66
401238.19,22.9,17.72,327232.88,18.67
401134.74,22.92,17.74,327233.87,18.69
401083.02,22.93,17.75,327233.9,18.71
401031.29,22.94,17.76,327234.42,18.72
401168.12,22.96,17.78,327598.6,18.75
401116.39,22.97,17.79,327531.87,18.75
400812.73,22.95,17.78,327159.41,18.74
400812.73,22.95,17.78,327159.41,18.74
400761.01,22.96,17.79,327238.56,18.75
400897.83,22.98,17.81,327238.56,18.76
401259.99,23.01,17.84,327238.56,18.77
400259.99,22.97,17.79,326238.56,18.72
400208.26,22.98,17.8,326244.81,18.73
400345.09,23.0,17.82,326240.45,18.74
400061.21,22.98,17.81,326238.56,18.74
400198.04,23.0,17.83,326238.56,18.75
400039.49,23.0,17.82,326080.24,18.74
399987.76,23.01,17.83,326700.53,18.79
399936.04,23.02,17.84,326544.59,18.79
399884.31,23.03,17.85,326748.39,18.81
400156.72,23.05,17.88,326748.39,18.82
400105.0,23.06,17.89,326748.39,18.83
400053.27,23.07,17.9,326818.99,18.85
400190.1,23.09,17.92,326752.92,18.85
400191.55,23.09,17.92,326754.84,18.85
400328.37,23.11,17.94,326772.22,18.86
400699.09,23.14,17.96,326750.31,18.87
400404.96,23.12,17.95,327416.43,18.91
400353.24,23.13,17.96,327147.78,18.9
400301.51,23.14,17.97,327477.45,18.93
400249.79,23.15,17.98,327477.45,18.94
400198.07,23.16,17.99,327477.45,18.96
400146.34,23.18,18.0,327477.45,18.97
400094.62,23.19,18.01,327488.07,18.98
399732.17,23.17,18.0,327229.71,18.97
399869.0,23.19,18.02,327221.38,18.98
400239.72,23.22,18.05,327223.82,18.98
400081.17,23.21,18.04,327065.04,18.97
400029.44,23.22,18.05,327071.98,18.99
399977.72,23.23,18.06,327698.1,19.03
399615.28,23.22,18.04,327308.41,19.02
399563.55,23.23,18.05,327308.41,19.03
399511.83,23.24,18.07,327308.41,19.04
399648.66,23.26,18.08,327308.41,19.05
399490.26,23.25,18.08,327150.24,19.04
399860.98,23.28,18.11,327175.45,19.05
399997.8,23.3,18.12,327150.24,19.05
400134.63,23.32,18.14,327150.24,19.06
400082.9,23.33,18.15,328012.26,19.12
399720.46,23.31,18.14,327730.03,19.11
399992.87,23.34,18.16,328020.69,19.14
399579.08,23.42,18.25,328020.69,19.23
399527.35,23.43,18.26,328021.74,19.24
399799.76,23.46,18.28,328020.94,19.25
400162.51,23.48,18.31,328027.87,19.25
400163.96,23.48,18.31,328029.57,19.25
400112.23,23.5,18.32,328028.67,19.26
400060.51,23.51,18.33,328022.85,19.27
399736.38,23.49,18.32,327781.07,19.26
399684.65,23.5,18.33,328186.02,19.3
399632.93,23.51,18.34,328120.59,19.31
399364.98,23.5,18.33,327949.17,19.3
399242.6,23.51,18.34,328180.6,19.33
399190.88,23.52,18.35,328180.6,19.34
399139.15,23.53,18.36,328180.6,19.35
399509.87,23.56,18.39,328180.6,19.35
399157.43,23.55,18.37,328185.25,19.36
398837.43,23.53,18.36,327865.25,19.34
399290.8,23.56,18.39,327861.79,19.35
398290.8,23.52,18.35,326861.79,19.3
398427.63,23.54,18.37,326860.6,19.31
398564.46,23.56,18.38,327241.82,19.34
398089.36,23.54,18.37,326890.98,19.33
398226.18,23.56,18.38,326860.6,19.34
398174.46,23.57,18.4,327528.35,19.39
398122.73,23.58,18.41,327528.35,19.4
397708.94,23.67,18.49,327528.35,19.49
398079.66,23.7,18.52,327528.35,19.5
398027.94,23.71,18.53,327528.35,19.51
398300.34,23.73,18.56,327534.25,19.52
398006.21,23.72,18.55,327528.35,19.52
398006.21,23.72,18.55,327528.35,19.52
397954.49,23.73,18.56,327577.65,19.53
398091.31,23.75,18.58,328370.06,19.59
398136.11,23.77,18.59,328454.82,19.61
398096.87,23.78,18.61,328278.35,19.61
398233.7,23.8,18.63,328278.35,19.62
398559.06,23.83,18.65,328278.35,19.62
398929.78,23.85,18.68,328278.91,19.63
398878.06,23.87,18.69,328278.46,19.64
398826.33,23.88,18.7,328278.36,19.65
398506.33,23.86,18.69,327958.36,19.64
398186.33,23.85,18.68,327638.36,19.62
398323.16,23.87,18.7,327638.35,19.63
398271.43,23.88,18.71,328640.26,19.7
398219.71,23.89,18.72,328769.84,19.72
398167.99,23.9,18.73,328769.84,19.74
398304.81,23.92,18.75,328769.84,19.74
398441.64,23.94,18.77,328769.84,19.75
398389.91,23.95,18.78,328773.4,19.77
398338.19,23.96,18.79,328773.18,19.78
398475.02,23.98,18.81,328769.84,19.79
398475.02,23.98,18.81,328767.81,19.79
398112.57,23.97,18.8,328374.12,19.77
398249.4,23.99,18.82,328377.76,19.78
398386.23,24.01,18.84,329319.81,19.85
398523.05,24.03,18.86,329319.81,19.86
398523.05,24.03,18.86,329319.81,19.86
398471.33,24.04,18.87,329319.81,19.87
398608.15,24.06,18.89,329319.81,19.88
398978.87,24.09,18.92,329331.87,19.88
