ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b4a5-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b4a5-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_ratio,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b4a5-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_q124,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b4a5-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b4a5-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_ratio
1150671.19,50.6,25.03,764052.15,33.6
1150604.3,50.62,25.04,763994.02,33.61
1150446.59,50.61,25.04,763836.31,33.6
1149446.59,50.59,25.02,762836.31,33.57
1147400.68,50.68,25.11,762828.91,33.69
1147400.68,50.68,25.11,762828.91,33.69
1147144.94,50.69,25.12,762824.69,33.71
1147310.72,50.71,25.14,762866.57,33.72
1147054.98,50.72,25.15,762878.7,33.73
1147054.98,50.72,25.15,762951.79,33.74
1146799.24,50.73,25.16,763734.41,33.79
1146543.5,50.74,25.17,763727.02,33.8
1146476.62,50.76,25.18,763596.72,33.81
1146476.62,50.76,25.18,763544.77,33.8
1146220.88,50.77,25.2,763487.37,33.82
1145929.36,50.76,25.19,763320.71,33.81
1145673.63,50.78,25.2,763443.74,33.84
1145417.89,50.79,25.21,763323.85,33.84
1145351.01,50.8,25.23,763342.14,33.86
1145358.57,50.8,25.23,763407.85,33.86
1143312.66,50.89,25.32,763407.85,33.98
1143056.92,50.9,25.33,763682.39,34.01
1143254.77,50.92,25.35,763386.41,34.0
1143187.89,50.94,25.36,764250.34,34.05
1143121.01,50.95,25.38,764348.74,34.07
1142865.27,50.96,25.39,764341.34,34.08
1142798.39,50.98,25.41,764341.34,34.1
1142542.65,50.99,25.42,764530.42,34.12
1142475.77,51.01,25.43,764432.93,34.13
1142408.88,51.02,25.45,764364.58,34.14
1142482.75,51.04,25.47,764341.8,34.15
1142109.16,51.03,25.46,763903.65,34.13
1142042.28,51.05,25.48,764928.1,34.19
1142042.28,51.05,25.48,764928.1,34.19
1141786.54,51.06,25.49,764916.76,34.21
1141786.54,51.06,25.49,765041.61,34.21
1141975.99,51.08,25.51,765036.93,34.22
1141975.99,51.08,25.51,764860.5,34.21
1141590.8,51.07,25.5,764857.79,34.22
1141523.92,51.09,25.52,764857.79,34.23
1141548.89,51.09,25.52,765130.65,34.24
1141746.74,51.11,25.54,765307.88,34.26
1141746.74,51.11,25.54,765284.21,34.26
1141491.0,51.12,25.55,765169.91,34.27
1141656.78,51.14,25.57,766785.15,34.35
1141419.76,51.15,25.58,766666.89,34.36
1141570.14,51.18,25.61,766659.37,34.37
1141314.4,51.19,25.62,766651.97,34.39
1141289.86,51.2,25.63,766903.25,34.41
1141289.86,51.2,25.63,766903.25,34.41
1141034.12,51.22,25.64,766903.25,34.42
1141034.12,51.22,25.64,767103.61,34.43
1140778.38,51.23,25.65,767010.78,34.44
1140522.64,51.24,25.66,766971.45,34.46
1140266.9,51.25,25.68,766912.95,34.47
1140011.16,51.26,25.69,767075.85,34.49
1139755.43,51.27,25.7,766961.0,34.5
1139499.69,51.28,25.71,766903.25,34.52
1139243.95,51.3,25.72,766895.85,34.53
1138988.21,51.31,25.73,766895.85,34.55
1138921.33,51.32,25.75,766925.88,34.56
1139110.78,51.34,25.77,767053.89,34.57
1138855.04,51.35,25.78,766917.13,34.58
1138469.85,51.35,25.77,768064.76,34.64
1138214.11,51.36,25.79,767344.99,34.62
1138034.48,51.37,25.8,767181.81,34.63
1138196.25,51.39,25.82,767654.43,34.66
1137940.51,51.4,25.83,767649.55,34.68
1138129.97,51.42,25.85,767647.03,34.68
1138203.83,51.44,25.87,767993.98,34.71
1137948.09,51.45,25.88,767693.3,34.71
1137881.21,51.47,25.9,767665.96,34.72
1137625.47,51.48,25.91,767647.03,34.74
1137202.99,51.47,25.9,767208.45,34.73
1137202.99,51.47,25.9,767208.45,34.73
1136947.25,51.49,25.91,768029.37,34.78
1136647.65,51.48,25.91,767358.93,34.75
1136391.91,51.49,25.92,767882.86,34.79
1136136.17,51.5,25.93,767877.68,34.81
1136069.29,51.52,25.94,767875.46,34.82
1135813.55,51.53,25.96,767875.46,34.84
1135557.81,51.54,25.97,767901.23,34.85
1135302.08,51.55,25.98,767910.1,34.87
1135046.34,51.57,25.99,767875.46,34.88
1134790.6,51.58,26.0,768231.81,34.92
1134534.86,51.59,26.02,768028.69,34.92
1134279.12,51.6,26.03,768023.81,34.94
1134327.55,51.6,26.03,768077.98,34.94
1134327.55,51.6,26.03,768113.61,34.94
1134071.81,51.62,26.04,768111.09,34.96
1134004.93,51.63,26.06,768111.09,34.97
1133749.19,51.64,26.07,768123.38,34.99
1133749.19,51.64,26.07,768123.38,34.99
1133493.45,51.65,26.08,768128.59,35.0
1133682.9,51.67,26.1,768111.09,35.01
1133427.16,51.69,26.11,768636.47,35.05
1132427.16,51.66,26.09,767636.47,35.02
1132427.16,51.66,26.09,767331.6,35.01
1132171.43,51.68,26.1,767625.65,35.04
1132226.94,51.68,26.1,767815.82,35.05
1131971.2,51.69,26.12,767808.42,35.06
1131971.2,51.69,26.12,767808.42,35.06
1131715.46,51.7,26.13,767808.42,35.08
1131715.46,51.7,26.13,768226.28,35.1
1131715.46,51.7,26.13,770169.54,35.19
1132234.3,51.73,26.15,771857.9,35.26
1135181.03,51.88,26.31,772808.42,35.32
1135114.15,51.9,26.33,772803.3,35.33
1134858.41,51.91,26.34,772801.02,35.35
1134602.67,51.92,26.35,772890.64,35.37
1134346.93,51.94,26.36,772829.08,35.38
1134091.19,51.95,26.38,772815.86,35.4
1134091.19,51.95,26.38,772801.02,35.4
1134024.31,51.97,26.39,773271.32,35.43
1133704.31,51.96,26.38,772951.32,35.42
1133521.84,51.96,26.38,772752.74,35.42
1133454.95,51.97,26.4,772757.23,35.43
1133644.4,51.99,26.42,773000.13,35.45
1133577.52,52.01,26.43,772995.01,35.46
1133192.33,52.0,26.43,772906.05,35.47
1132936.59,52.01,26.44,772903.77,35.48
1132869.71,52.03,26.46,772903.77,35.5
1132613.97,52.04,26.47,772938.83,35.52
1132358.23,52.05,26.48,772944.51,35.53
1132102.49,52.07,26.49,772905.08,35.55
1132102.49,52.07,26.49,773581.13,35.58
1131846.76,52.08,26.5,773241.73,35.58
1131920.62,52.1,26.52,773454.32,35.6
1131924.05,52.1,26.52,773455.6,35.6
1131668.31,52.11,26.54,773448.2,35.61
1131668.31,52.11,26.54,773611.37,35.62
1131601.43,52.13,26.55,773611.37,35.64
1131345.69,52.14,26.56,773730.73,35.66
1131089.95,52.15,26.58,773635.06,35.67
1131163.81,52.17,26.6,773615.0,35.68
1130908.08,52.18,26.61,774172.58,35.72
1131097.53,52.2,26.63,774218.53,35.73
1131097.53,52.2,26.63,774218.53,35.73
1130841.79,52.21,26.64,774605.55,35.77
1130948.14,52.22,26.65,774681.37,35.77
1130436.66,52.24,26.67,774745.66,35.81
1130626.11,52.26,26.69,774760.81,35.81
1130370.37,52.28,26.7,774674.24,35.83
1130114.64,52.29,26.71,775162.3,35.87
1130374.05,52.3,26.73,777268.64,35.96
1132432.23,52.4,26.82,778203.97,36.01
1132176.49,52.41,26.83,778196.57,36.02
1131920.75,52.42,26.85,778196.57,36.04
1131665.01,52.43,26.86,778409.66,36.07
1131455.41,52.43,26.85,778192.93,36.06
1131199.67,52.44,26.87,778103.26,36.07
1131389.12,52.46,26.89,778049.41,36.08
1131322.24,52.48,26.9,778185.29,36.1
1131322.24,52.48,26.9,778185.29,36.1
1131322.24,52.48,26.9,778185.29,36.1
1131138.6,52.49,26.92,778626.49,36.13
1130833.68,52.5,26.93,778656.45,36.15
1130833.68,52.5,26.93,778656.45,36.15
1130577.94,52.52,26.94,778649.05,36.17
1130322.2,52.53,26.96,778718.28,36.19
1130066.46,52.54,26.97,778754.47,36.21
1129810.72,52.55,26.98,778783.94,36.23
1129810.72,52.55,26.98,778962.72,36.23
1129873.76,52.56,26.98,779006.11,36.24
1129873.76,52.56,26.98,779006.11,36.24
1129618.02,52.57,27.0,778907.53,36.25
1129646.1,52.57,27.0,778925.11,36.25
1129626.69,52.59,27.02,779951.02,36.31
1129570.73,52.61,27.03,779446.69,36.3
1129580.81,52.62,27.05,779422.44,36.31
1129325.07,52.64,27.06,779417.62,36.33
1129327.35,52.64,27.06,779418.59,36.33
1129327.35,52.64,27.06,779418.59,36.33
1129327.35,52.64,27.06,779418.59,36.33
1129327.35,52.64,27.06,779418.59,36.33
1129071.61,52.65,27.08,779416.01,36.34
1128815.88,52.66,27.09,779419.74,36.36
1128815.88,52.66,27.09,779441.42,36.36
1128597.58,52.68,27.1,779807.37,36.4
1129508.88,52.74,27.17,782092.05,36.52
1129508.88,52.74,27.17,782092.05,36.52
1130537.18,52.79,27.22,782416.01,36.54
1130281.44,52.8,27.23,782410.84,36.55
1130025.7,52.82,27.24,782408.62,36.57
1129958.82,52.83,27.26,782408.62,36.58
1129958.82,52.83,27.26,782408.62,36.58
1129703.08,52.85,27.27,782423.0,36.6
1129989.44,52.87,27.29,782408.87,36.61
1129989.44,52.87,27.29,782408.87,36.61
1129733.7,52.88,27.31,782408.62,36.62
1129733.7,52.88,27.31,783056.16,36.65
1130758.74,52.93,27.35,785011.64,36.74
1130368.19,52.93,27.36,784249.01,36.72
1130557.64,52.95,27.38,784244.32,36.73
1130301.9,52.96,27.39,784241.61,36.75
1129674.98,52.95,27.38,783651.22,36.73
1129419.25,52.97,27.39,783934.41,36.76
1129419.25,52.97,27.39,783934.41,36.76
1129163.51,52.98,27.41,783659.73,36.77
1128907.77,52.99,27.42,783659.26,36.79
1128907.77,52.99,27.42,783661.85,36.79
1128840.89,53.01,27.44,784435.33,36.84
1128952.53,53.03,27.46,783925.73,36.82
1128696.79,53.04,27.47,783918.33,36.84
1128697.93,53.04,27.47,783940.84,36.84
1128654.73,53.05,27.48,784980.6,36.9
1128447.84,53.05,27.48,784653.27,36.89
1128637.29,53.07,27.5,784653.27,36.9
1128637.29,53.07,27.5,785234.26,36.92
1128381.55,53.09,27.51,785434.01,36.95
1128125.81,53.1,27.52,784926.51,36.94
1128125.81,53.1,27.52,786668.95,37.03
1127588.74,53.09,27.52,786152.0,37.02
1127588.74,53.09,27.52,786152.0,37.02
1127893.17,53.11,27.53,786010.55,37.01
1129118.39,53.19,27.62,787040.1,37.08
1129118.39,53.19,27.62,787040.1,37.08
1128862.65,53.2,27.63,787035.22,37.09
1128606.91,53.22,27.64,787032.7,37.11
1128606.91,53.22,27.64,787032.7,37.11
1128139.12,53.22,27.65,786658.92,37.11
1128139.12,53.22,27.65,787831.61,37.17
1128139.12,53.22,27.65,787831.61,37.17
1128139.12,53.22,27.65,788029.31,37.18
1128497.22,53.24,27.67,787069.74,37.13
1128340.95,53.24,27.67,790121.1,37.28
1128311.51,53.26,27.69,789270.98,37.26
1128311.51,53.26,27.69,789270.98,37.26
1128320.52,53.28,27.71,788464.9,37.23
1128946.66,53.33,27.76,788811.69,37.27
1128690.92,53.35,27.77,788804.29,37.28
1128435.18,53.36,27.79,788804.29,37.3
1127747.9,53.35,27.78,788398.58,37.3
1127492.16,53.37,27.79,788581.01,37.33
1127492.16,53.37,27.79,788581.01,37.33
1127681.62,53.39,27.81,788449.58,37.33
1127146.92,53.38,27.81,787822.52,37.31
1126891.18,53.4,27.82,788089.33,37.34
1126534.07,53.39,27.82,789496.82,37.42
1126457.83,53.41,27.83,788839.46,37.4
1126301.26,53.4,27.83,788682.89,37.4
1125961.69,53.4,27.82,788328.17,37.39
1126305.43,53.42,27.85,787638.31,37.36
1126020.95,53.43,27.86,788135.92,37.4
1123975.04,53.54,27.97,788128.52,37.54
1123908.15,53.56,27.98,788123.41,37.56
1123652.41,53.57,28.0,788121.12,37.57
1123396.68,53.58,28.01,788184.83,37.6
1123140.94,53.6,28.02,788121.12,37.61
1122885.2,53.61,28.04,788121.68,37.63
1122629.46,53.62,28.05,788565.81,37.67
1122562.58,53.64,28.07,788505.69,37.68
1122752.03,53.66,28.09,788714.85,37.7
1122496.29,53.68,28.1,788710.02,37.72
1122240.55,53.69,28.12,788707.45,37.73
1122263.47,53.69,28.12,788980.22,37.75
1122007.73,53.7,28.13,789086.36,37.77
1122197.18,53.73,28.15,789041.39,37.78
1122197.18,53.73,28.15,789041.39,37.78
1121937.81,53.72,28.15,788761.35,37.77
1121795.05,53.72,28.15,788700.18,37.77
1121539.32,53.73,28.16,789408.12,37.82
1121539.32,53.73,28.16,789695.76,37.84
1121427.77,53.75,28.18,789143.44,37.83
1121303.17,53.77,28.2,789640.64,37.87
1121047.43,53.78,28.21,789633.24,37.88
1120713.93,53.79,28.22,789192.78,37.88
1120458.19,53.81,28.23,789192.78,37.9
1120202.45,53.82,28.25,789300.31,37.92
1120391.9,53.84,28.27,789240.49,37.93
1120136.16,53.85,28.28,789210.61,37.94
1120228.75,53.88,28.3,790760.32,38.03
1120228.75,53.88,28.3,790760.32,38.03
1121035.93,53.91,28.34,791699.16,38.08
1121225.38,53.94,28.36,791694.47,38.08
1120969.64,53.95,28.38,791691.76,38.1
1120621.03,53.95,28.38,790867.47,38.08
1120621.03,53.95,28.38,790867.47,38.08
1120365.29,53.97,28.39,791150.66,38.11
1119861.73,53.96,28.39,790728.57,38.1
1119794.85,53.98,28.41,790580.75,38.11
1119409.66,53.98,28.4,790476.59,38.12
1119153.92,53.99,28.42,790445.38,38.13
1119087.03,54.01,28.43,791036.28,38.18
1118840.66,54.02,28.45,790900.51,38.19
1118679.63,54.02,28.45,790686.08,38.18
1118603.39,54.04,28.46,790739.01,38.2
1118536.51,54.06,28.48,790733.89,38.21
1118280.77,54.07,28.5,790731.61,38.23
1118025.03,54.08,28.51,790761.43,38.25
1117769.29,54.1,28.52,790735.6,38.27
1117513.55,54.11,28.54,790746.44,38.29
1117257.81,54.12,28.55,790962.48,38.32
1117002.07,54.14,28.56,790809.22,38.33
1117191.53,54.16,28.59,791348.91,38.36
1116935.79,54.17,28.6,791344.04,38.38
1116935.79,54.17,28.6,791465.02,38.39
1116935.79,54.17,28.6,791440.26,38.39
1116680.05,54.19,28.61,791437.74,38.4
1116424.31,54.2,28.63,791614.71,38.43
1116168.57,54.22,28.64,791527.21,38.45
1116296.88,54.24,28.66,791437.85,38.45
1116345.31,54.24,28.67,791515.87,38.46
1116089.57,54.25,28.68,792221.88,38.51
1115932.94,54.25,28.68,792062.85,38.51
1115866.06,54.27,28.69,791879.86,38.51
1115866.06,54.27,28.69,791879.86,38.51
1115673.58,54.26,28.69,791699.28,38.51
1115417.84,54.28,28.7,791749.32,38.53
1115123.79,54.27,28.7,791408.79,38.52
1115313.25,54.29,28.72,791404.11,38.53
1115057.51,54.31,28.73,791401.39,38.54
1114801.77,54.32,28.75,791619.11,38.57
1114546.03,54.34,28.76,791549.0,38.59
1114546.03,54.34,28.76,791401.39,38.58
1114318.37,54.35,28.78,791719.14,38.62
1114860.45,54.4,28.83,792972.64,38.7
1115137.88,54.43,28.86,793461.39,38.73
1114882.15,54.44,28.87,793453.99,38.75
1114626.41,54.46,28.89,793453.99,38.77
1114627.55,54.46,28.89,793501.35,38.77
1114371.81,54.47,28.9,794251.93,38.82
1114116.07,54.49,28.91,793759.37,38.82
1114116.07,54.49,28.91,793759.37,38.82
1114116.07,54.49,28.91,793806.57,38.82
1113973.66,54.51,28.93,795498.1,38.92
1115093.12,54.59,29.01,795501.35,38.94
1114837.38,54.6,29.03,795496.48,38.96
1115003.16,54.63,29.05,795493.96,38.97
1115003.16,54.63,29.05,795493.96,38.97
1114747.42,54.64,29.07,795556.0,38.99
1114491.68,54.65,29.08,795555.49,39.01
1114681.13,54.68,29.1,795542.24,39.02
1114425.39,54.69,29.12,796173.41,39.07
1115422.38,54.74,29.17,798141.89,39.17
1114903.48,54.74,29.16,797261.87,39.14
1114407.21,54.73,29.16,796853.96,39.14
1114605.06,54.75,29.18,796846.56,39.14
1114349.32,54.77,29.2,796846.56,39.16
1114093.58,54.78,29.21,796919.01,39.19
1114026.7,54.8,29.23,796880.23,39.2
1113706.7,54.79,29.22,796560.23,39.19
1113450.96,54.81,29.24,796543.9,39.21
1113450.96,54.81,29.24,796543.9,39.21
1113450.96,54.81,29.24,796780.93,39.22
1113270.77,54.83,29.25,798285.19,39.31
1113204.45,54.85,29.27,797770.32,39.31
1112961.3,54.86,29.29,797446.56,39.31
1112705.56,54.88,29.3,797441.38,39.33
1112705.56,54.88,29.3,797441.38,39.33
1112449.82,54.89,29.32,797439.16,39.35
1112194.08,54.9,29.33,797545.31,39.37
1112194.08,54.9,29.33,797545.31,39.37
1111938.34,54.92,29.35,797499.63,39.39
1111871.46,54.94,29.36,797456.06,39.4
1111899.54,54.94,29.37,797686.57,39.41
1113010.75,54.99,29.42,800274.37,39.54
1112755.01,55.01,29.43,800266.97,39.56
1112499.27,55.02,29.45,800266.97,39.58
1112243.53,55.04,29.46,800519.83,39.61
1112243.53,55.04,29.46,800519.83,39.61
1113338.17,55.09,29.52,800874.62,39.63
1113082.43,55.11,29.53,800680.99,39.64
1113015.55,55.13,29.55,801495.02,39.7
1112835.36,55.14,29.57,801381.83,39.71
1113704.76,55.19,29.61,802216.55,39.75
1113659.48,55.2,29.63,802221.76,39.76
1113403.74,55.22,29.64,802216.89,39.78
1113148.0,55.23,29.66,802214.36,39.8
1113221.86,55.25,29.68,802623.21,39.84
1113221.86,55.25,29.68,804333.94,39.92
1113641.61,55.29,29.72,803309.64,39.88
1114368.13,55.35,29.77,805753.61,40.02
1114503.56,55.38,29.81,805104.36,40.01
1114247.83,55.4,29.82,805096.96,40.03
1114247.83,55.4,29.82,805096.96,40.03
1113992.09,55.41,29.84,805261.87,40.06
1113736.35,55.43,29.85,805243.0,40.07
1114008.8,55.44,29.87,805832.42,40.1
1116098.73,55.54,29.97,809166.06,40.27
1116288.18,55.57,29.99,809161.38,40.28
1116288.18,55.57,29.99,809161.38,40.28
1115968.18,55.56,29.99,808841.38,40.27
1115712.44,55.57,30.0,808838.66,40.29
1115712.44,55.57,30.0,808838.66,40.29
1115037.71,55.57,30.0,808580.35,40.3
1115071.37,55.6,30.02,807769.56,40.28
1114815.63,55.61,30.04,807778.03,40.3
1114559.89,55.63,30.05,808076.74,40.33
1114493.01,55.65,30.07,807860.65,40.34
1114493.01,55.65,30.07,808033.29,40.35
1114255.99,55.66,30.09,808354.26,40.38
1114246.5,55.69,30.11,809061.9,40.43
1114001.74,55.7,30.13,808679.56,40.43
1114001.74,55.7,30.13,808679.56,40.43
1113746.01,55.72,30.14,808674.69,40.45
1113746.01,55.72,30.14,808674.69,40.45
1113679.12,55.74,30.16,808672.17,40.47
1113612.24,55.75,30.18,808672.17,40.49
1113356.5,55.77,30.2,808750.44,40.51
1113100.76,55.79,30.21,808699.94,40.53
1112845.02,55.8,30.23,808756.09,40.55
1112778.14,55.82,30.25,808672.17,40.56
1112522.4,55.83,30.26,809240.08,40.61
1112522.4,55.83,30.26,809238.58,40.61
1112266.66,55.85,30.28,809231.18,40.63
1112010.93,55.87,30.29,809231.18,40.65
1112010.93,55.87,30.29,809231.34,40.65
1111755.19,55.88,30.31,809515.5,40.69
1111829.05,55.9,30.33,809373.73,40.69
1111573.31,55.92,30.34,810450.36,40.77
1111832.73,55.93,30.36,809922.32,40.74
1112309.42,55.98,30.4,810786.08,40.8
1112278.52,55.98,30.41,811362.13,40.84
1112278.52,55.98,30.41,811362.13,40.84
1112022.78,56.0,30.42,811354.73,40.86
1112212.24,56.02,30.45,811354.73,40.87
1111956.5,56.04,30.46,811879.46,40.91
1111700.76,56.05,30.48,811505.61,40.92
1111445.02,56.07,30.49,811595.46,40.94
1111264.83,56.09,30.51,812931.05,41.03
1111009.09,56.1,30.53,812923.66,41.05
1110717.06,56.11,30.54,812302.87,41.03
1110419.27,56.11,30.53,812113.95,41.03
1111274.84,56.16,30.59,812316.54,41.05
1111207.96,56.18,30.61,812316.54,41.07
1110952.22,56.2,30.63,812462.55,41.1
1110952.22,56.2,30.63,812462.55,41.1
1110952.22,56.2,30.63,812462.55,41.1
1110696.48,56.21,30.64,812346.68,41.11
1110885.94,56.24,30.66,812317.06,41.12
1110885.94,56.24,30.66,812317.06,41.12
1110630.2,56.25,30.68,812805.38,41.17
1110245.01,56.25,30.67,812620.45,41.17
1110410.79,56.27,30.7,813158.69,41.21
1110251.93,56.27,30.69,813000.19,41.2
1109996.19,56.28,30.71,812811.99,41.21
1109740.45,56.3,30.72,812804.6,41.23
1109484.71,56.31,30.74,812804.59,41.26
1109674.16,56.34,30.76,813016.63,41.28
1109677.77,56.34,30.76,813023.99,41.28
1109677.77,56.34,30.76,813023.99,41.28
1109677.77,56.34,30.76,814171.3,41.33
1109422.04,56.35,30.78,813370.04,41.32
1109355.15,56.37,30.8,813154.28,41.32
1109355.15,56.37,30.8,813154.28,41.32
1109881.86,56.43,30.85,815183.51,41.45
1109553.44,56.43,30.86,814487.23,41.43
1109021.17,56.43,30.86,813851.16,41.41
1109021.17,56.43,30.86,813851.16,41.41
1109021.17,56.43,30.86,813851.16,41.41
1108817.18,56.43,30.85,813659.85,41.41
1108817.18,56.43,30.85,813659.85,41.41
1108561.44,56.44,30.87,813652.45,41.43
1108750.89,56.47,30.89,813652.45,41.44
1108684.01,56.49,30.91,813818.91,41.46
1108428.27,56.5,30.93,813947.23,41.49
1108043.08,56.5,30.92,813908.54,41.5
1107787.34,56.51,30.94,813874.09,41.52
1107550.33,56.53,30.95,814820.4,41.59
1107491.49,56.55,30.98,814231.64,41.58
1107680.94,56.58,31.0,814226.96,41.59
1107754.8,56.6,31.03,814224.25,41.6
1107283.44,56.6,31.03,813893.55,41.61
1107357.31,56.63,31.05,814191.38,41.64
1107101.57,56.64,31.07,814187.02,41.66
1107101.57,56.64,31.07,814187.02,41.66
1107175.43,56.67,31.09,813921.91,41.66
1107203.51,56.67,31.09,816993.11,41.81
1106947.77,56.68,31.11,816985.71,41.84
1106947.77,56.68,31.11,816985.71,41.84
1106739.51,56.7,31.13,815869.15,41.8
1106480.31,56.72,31.14,814381.22,41.74
1104434.4,56.85,31.27,814373.82,41.92
1107741.73,57.02,31.44,821126.76,42.26
1107436.81,57.03,31.46,822163.31,42.34
1107181.07,57.05,31.47,822155.91,42.36
1106925.34,57.06,31.49,822155.91,42.38
1106925.34,57.06,31.49,822155.91,42.38
1106664.69,57.07,31.49,821250.67,42.35
1106664.69,57.07,31.49,821250.67,42.35
1107427.83,57.13,31.56,821002.96,42.35
1107428.97,57.13,31.56,821004.47,42.35
1107428.97,57.13,31.56,821004.47,42.35
1107362.09,57.15,31.58,821150.48,42.38
1107106.35,57.17,31.59,821103.54,42.4
1106819.08,57.16,31.59,820844.34,42.39
1106752.2,57.18,31.61,820766.2,42.41
1106483.72,57.18,31.6,820408.1,42.39
1106185.28,57.17,31.6,820124.59,42.39
1105929.54,57.19,31.61,820589.89,42.43
1105673.81,57.2,31.63,820385.89,42.44
1105606.92,57.23,31.65,820524.45,42.47
1105606.92,57.23,31.65,820524.45,42.47
1105351.18,57.24,31.67,820519.58,42.49
1105095.45,57.26,31.68,820517.05,42.51
1105098.88,57.26,31.68,820666.25,42.52
1104843.14,57.27,31.7,820694.91,42.54
1104843.14,57.27,31.7,820694.91,42.54
1105201.24,57.3,31.73,820803.73,42.56
1104945.5,57.32,31.74,820667.11,42.57
1104878.61,57.34,31.76,820951.04,42.6
1104622.88,57.35,31.78,820938.65,42.62
1104367.14,57.37,31.8,821186.05,42.66
1104300.26,57.39,31.82,821180.93,42.68
1104044.52,57.41,31.83,821178.65,42.7
1103788.78,57.42,31.85,821178.65,42.72
1103467.62,57.42,31.85,821135.38,42.73
1103211.88,57.44,31.86,821313.63,42.76
1103401.33,57.46,31.89,821135.38,42.76
1103401.33,57.46,31.89,821135.38,42.76
1103334.45,57.48,31.91,821155.65,42.78
1104160.35,57.53,31.95,823733.68,42.92
1103904.61,57.54,31.97,823728.86,42.94
1103364.34,57.54,31.97,822786.93,42.91
1103438.2,57.57,31.99,822784.36,42.93
1103438.2,57.57,31.99,822784.36,42.93
1102918.19,57.56,31.99,822227.99,42.91
1102918.19,57.56,31.99,823988.99,43.01
1102662.45,57.58,32.01,822281.99,42.94
1102444.16,57.6,32.03,822695.89,42.98
1103355.46,57.68,32.1,825253.8,43.14
1103249.85,57.68,32.1,825148.2,43.14
1103249.85,57.68,32.1,825114.27,43.14
1103447.7,57.7,32.13,825106.9,43.15
1103124.1,57.71,32.13,824385.24,43.13
1103366.4,57.73,32.16,824301.08,43.13
1103374.87,57.73,32.16,824348.48,43.13
1103307.98,57.75,32.18,824348.45,43.15
1102303.75,57.82,32.25,825777.97,43.31
1102303.75,57.82,32.25,825777.97,43.31
1102454.13,57.86,32.28,825727.71,43.33
1102651.98,57.88,32.31,825720.31,43.34
1102396.24,57.9,32.33,825720.31,43.37
1102022.65,57.89,32.32,825902.21,43.39
1101766.91,57.91,32.34,825873.31,43.41
1101766.91,57.91,32.34,825791.77,43.4
1102125.01,57.94,32.36,826687.15,43.46
1101125.01,57.91,32.34,825687.15,43.43
1100125.01,57.89,32.32,824687.15,43.4
1099869.27,57.91,32.34,824456.28,43.41
1099869.27,57.91,32.34,824456.28,43.41
1099869.27,57.91,32.34,824456.28,43.41
1099632.26,57.93,32.35,824292.07,43.42
1099920.97,57.97,32.4,825067.51,43.49
1100207.32,58.0,32.42,825060.11,43.49
1099951.58,58.01,32.44,825060.11,43.52
1099422.52,58.01,32.44,824728.3,43.52
1099166.78,58.03,32.45,824866.39,43.55
1098911.04,58.05,32.47,825044.45,43.58
1098844.16,58.07,32.49,824728.3,43.58
1098777.28,58.09,32.51,825544.37,43.64
1098521.54,58.11,32.53,825454.66,43.66
1098225.96,58.1,32.53,824949.69,43.65
1097932.44,58.12,32.55,825317.34,43.69
1097676.71,58.14,32.56,825309.94,43.71
1097676.71,58.14,32.56,825309.94,43.71
1097676.71,58.14,32.56,825309.94,43.71
1097676.71,58.14,32.56,825309.94,43.71
1097420.97,58.15,32.58,825309.94,43.73
1097610.42,58.18,32.6,825639.63,43.76
1097354.68,58.2,32.62,825917.26,43.8
1097006.93,58.19,32.62,825763.39,43.8
1098912.88,58.29,32.72,829180.73,43.98
1098912.88,58.29,32.72,829180.73,43.98
1098657.14,58.31,32.74,829175.85,44.01
1098401.4,58.33,32.75,829173.33,44.03
1098625.06,58.36,32.79,828552.54,44.02
1098369.32,58.38,32.81,828907.59,44.06
1098655.67,58.41,32.83,828622.48,44.05
1098806.77,58.42,32.84,829048.49,44.07
1099897.45,58.5,32.93,832037.18,44.26
1099897.45,58.5,32.93,832037.18,44.26
1099641.71,58.52,32.95,832032.35,44.28
1099831.17,58.55,32.97,832029.78,44.29
1099575.43,58.56,32.99,832233.22,44.33
1099190.24,58.56,32.98,832168.04,44.33
1098934.5,58.58,33.0,832373.38,44.37
1099347.67,58.61,33.04,832108.74,44.36
1099091.93,58.63,33.06,832025.59,44.38
1099091.93,58.63,33.06,832025.59,44.38
1099300.1,58.66,33.08,833074.79,44.45
1100063.82,58.7,33.12,833962.04,44.5
1100063.82,58.7,33.12,833962.04,44.5
1099808.09,58.71,33.14,834069.05,44.53
1100278.97,58.75,33.18,834142.15,44.54
1100278.97,58.75,33.18,834142.15,44.54
1100278.97,58.75,33.18,834142.15,44.54
1100023.24,58.77,33.19,834182.51,44.57
1099767.5,58.79,33.21,834302.77,44.6
