ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3d6d-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_nodes,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3d6d-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpus,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3d6d-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpu_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3d6d-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-total_gpus,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3d6d-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-arrived_gpu_milli
1051,4916,4357800,6212,4357800
1052,4924,4358800,6212,4358800
1052,4924,4359800,6212,4359800
1052,4924,4360270,6212,4360270
1052,4924,4360270,6212,4360270
1052,4924,4360270,6212,4360270
1052,4924,4361270,6212,4361270
1052,4924,4361270,6212,4361270
1052,4924,4362080,6212,4362080
1052,4924,4363080,6212,4363080
1052,4924,4363080,6212,4363080
1052,4924,4364080,6212,4364080
1052,4924,4365080,6212,4365080
1052,4924,4365400,6212,4365400
1053,4932,4366210,6212,4366210
1053,4932,4367210,6212,4367210
1053,4932,4368210,6212,4368210
1053,4932,4369210,6212,4369210
1053,4932,4369210,6212,4369210
1053,4932,4370210,6212,4370210
1053,4932,4370210,6212,4370210
1053,4932,4371210,6212,4371210
1053,4932,4371680,6212,4371680
1053,4932,4371680,6212,4371680
1054,4940,4372680,6212,4372680
1054,4940,4373680,6212,4373680
1054,4940,4374150,6212,4374150
1054,4940,4374620,6212,4374620
1054,4940,4375620,6212,4375620
1054,4940,4375940,6212,4375940
1054,4940,4376940,6212,4376940
1054,4940,4377410,6212,4377410
1054,4940,4378220,6212,4378220
1054,4940,4378220,6212,4378220
1054,4940,4378540,6212,4378540
1054,4940,4378540,6212,4378540
1054,4940,4378860,6212,4378860
1054,4940,4379670,6212,4379670
1055,4948,4380670,6212,4380670
1055,4948,4381480,6212,4381480
1055,4948,4382480,6212,4382480
1055,4948,4382640,6212,4382640
1055,4948,4382870,6212,4382870
1055,4948,4383520,6212,4383520
1055,4948,4383840,6212,4383840
1055,4948,4384650,6212,4384650
1055,4948,4385120,6212,4385120
1055,4948,4385120,6212,4385120
1055,4948,4385930,6212,4385930
1055,4948,4386930,6212,4386930
1055,4948,4387250,6212,4387250
1055,4948,4387300,6212,4387300
1056,4956,4388300,6212,4388300
1056,4956,4388770,6212,4388770
1056,4956,4389580,6212,4389580
1056,4956,4390580,6212,4390580
1056,4956,4391050,6212,4391050
1056,4956,4391370,6212,4391370
1056,4956,4392370,6212,4392370
1056,4956,4393370,6212,4393370
1056,4956,4394020,6212,4394020
1056,4956,4394020,6212,4394020
1057,4964,4395020,6212,4395020
1057,4964,4395490,6212,4395490
1057,4964,4395490,6212,4395490
1057,4964,4395490,6212,4395490
1057,4964,4396490,6212,4396490
1057,4964,4396950,6212,4396950
1057,4964,4396950,6212,4396950
1057,4964,4397760,6212,4397760
1057,4964,4397760,6212,4397760
1057,4964,4398570,6212,4398570
1058,4972,4399570,6212,4399570
1058,4972,4400570,6212,4400570
1058,4972,4401380,6212,4401380
1058,4972,4401380,6212,4401380
1058,4972,4402030,6212,4402030
1058,4972,4402030,6212,4402030
1058,4972,4403030,6212,4403030
1058,4972,4404030,6212,4404030
1058,4972,4405030,6212,4405030
1058,4972,4406030,6212,4406030
1058,4972,4406030,6212,4406030
1059,4980,4406680,6212,4406680
1059,4980,4407330,6212,4407330
1059,4980,4407980,6212,4407980
1059,4980,4408450,6212,4408450
1059,4980,4409450,6212,4409450
1059,4980,4410260,6212,4410260
1059,4980,4411070,6212,4411070
1059,4980,4412070,6212,4412070
1059,4980,4413070,6212,4413070
1060,4988,4413720,6212,4413720
1060,4988,4414370,6212,4414370
1060,4988,4414370,6212,4414370
1060,4988,4415180,6212,4415180
1060,4988,4415830,6212,4415830
1060,4988,4416830,6212,4416830
1060,4988,4417640,6212,4417640
1060,4988,4417870,6212,4417870
1060,4988,4418330,6212,4418330
1060,4988,4418920,6212,4418920
1060,4988,4419730,6212,4419730
1061,4996,4420730,6212,4420730
1061,4996,4421540,6212,4421540
1061,4996,4422010,6212,4422010
1061,4996,4422820,6212,4422820
1061,4996,4422820,6212,4422820
1061,4996,4422820,6212,4422820
1061,4996,4423820,6212,4423820
1061,4996,4424820,6212,4424820
1061,4996,4425820,6212,4425820
1061,4996,4426630,6212,4426630
1061,4996,4426950,6212,4426950
1061,4996,4427420,6212,4427420
1062,5004,4428420,6212,4428420
1062,5004,4429230,6212,4429230
1063,5012,4437230,6212,4437230
1063,5012,4437230,6212,4437230
1063,5012,4437230,6212,4437230
1063,5012,4437700,6212,4437700
1063,5012,4438070,6212,4438070
1063,5012,4438390,6212,4438390
1063,5012,4438710,6212,4438710
1063,5012,4438710,6212,4438710
1063,5012,4439710,6212,4439710
1063,5012,4439870,6212,4439870
1063,5012,4440870,6212,4440870
1063,5012,4441420,6212,4441420
1063,5012,4441420,6212,4441420
1063,5012,4442420,6212,4442420
1064,5020,4443230,6212,4443230
1064,5020,4444230,6212,4444230
1064,5020,4445230,6212,4445230
1064,5020,4446230,6212,4446230
1064,5020,4447230,6212,4447230
1064,5020,4447230,6212,4447230
1064,5020,4448230,6212,4448230
1064,5020,4448550,6212,4448550
1064,5020,4449360,6212,4449360
1064,5020,4450170,6212,4450170
1064,5020,4450170,6212,4450170
1064,5020,4450400,6212,4450400
1065,5028,4450870,6212,4450870
1065,5028,4451870,6212,4451870
1065,5028,4452330,6212,4452330
1065,5028,4453330,6212,4453330
1065,5028,4453330,6212,4453330
1065,5028,4453330,6212,4453330
1065,5028,4453800,6212,4453800
1065,5028,4454270,6212,4454270
1065,5028,4454500,6212,4454500
1065,5028,4455310,6212,4455310
1065,5028,4455310,6212,4455310
1065,5028,4455470,6212,4455470
1065,5028,4455940,6212,4455940
1065,5028,4456750,6212,4456750
1065,5028,4457750,6212,4457750
1065,5028,4457750,6212,4457750
1066,5036,4458750,6212,4458750
1066,5036,4459750,6212,4459750
1066,5036,4460750,6212,4460750
1066,5036,4461750,6212,4461750
1066,5036,4461910,6212,4461910
1066,5036,4462910,6212,4462910
1067,5044,4466910,6212,4466910
1067,5044,4466910,6212,4466910
1067,5044,4467720,6212,4467720
1067,5044,4467720,6212,4467720
1067,5044,4467950,6212,4467950
1067,5044,4468760,6212,4468760
1067,5044,4469080,6212,4469080
1067,5044,4469550,6212,4469550
1067,5044,4470550,6212,4470550
1067,5044,4471360,6212,4471360
1067,5044,4472170,6212,4472170
1068,5052,4473170,6212,4473170
1068,5052,4473980,6212,4473980
1068,5052,4474980,6212,4474980
1068,5052,4475980,6212,4475980
1068,5052,4476530,6212,4476530
1068,5052,4477530,6212,4477530
1068,5052,4478530,6212,4478530
1068,5052,4479340,6212,4479340
1068,5052,4479340,6212,4479340
1069,5060,4480150,6212,4480150
1069,5060,4481150,6212,4481150
1069,5060,4481960,6212,4481960
1069,5060,4482610,6212,4482610
1069,5060,4483070,6212,4483070
1069,5060,4483720,6212,4483720
1069,5060,4484270,6212,4484270
1069,5060,4484430,6212,4484430
1069,5060,4485080,6212,4485080
1069,5060,4486080,6212,4486080
1070,5068,4487080,6212,4487080
1070,5068,4487080,6212,4487080
1070,5068,4488080,6212,4488080
1070,5068,4489080,6212,4489080
1070,5068,4490080,6212,4490080
1070,5068,4490080,6212,4490080
1070,5068,4490400,6212,4490400
1070,5068,4491400,6212,4491400
1070,5068,4491400,6212,4491400
1070,5068,4492400,6212,4492400
1070,5068,4493400,6212,4493400
1071,5076,4494400,6212,4494400
1071,5076,4495210,6212,4495210
1071,5076,4496020,6212,4496020
1071,5076,4496020,6212,4496020
1071,5076,4497020,6212,4497020
1071,5076,4497250,6212,4497250
1071,5076,4498250,6212,4498250
1071,5076,4498250,6212,4498250
1071,5076,4499250,6212,4499250
1071,5076,4499900,6212,4499900
1071,5076,4500900,6212,4500900
1071,5076,4501550,6212,4501550
1072,5084,4502200,6212,4502200
1072,5084,4503200,6212,4503200
1072,5084,4504200,6212,4504200
1072,5084,4504360,6212,4504360
1072,5084,4505010,6212,4505010
1072,5084,4505330,6212,4505330
1072,5084,4505880,6212,4505880
1072,5084,4506110,6212,4506110
1072,5084,4506920,6212,4506920
1072,5084,4507390,6212,4507390
1072,5084,4508390,6212,4508390
1073,5092,4509390,6212,4509390
1073,5092,4510390,6212,4510390
1073,5092,4511200,6212,4511200
1073,5092,4511670,6212,4511670
1073,5092,4512130,6212,4512130
1073,5092,4512940,6212,4512940
1073,5092,4513940,6212,4513940
1073,5092,4514530,6212,4514530
1073,5092,4514750,6212,4514750
1073,5092,4515750,6212,4515750
1074,5100,4516750,6212,4516750
1074,5100,4516750,6212,4516750
1074,5100,4517340,6212,4517340
1074,5100,4518340,6212,4518340
1074,5100,4519150,6212,4519150
1074,5100,4519150,6212,4519150
1074,5100,4520150,6212,4520150
1074,5100,4520620,6212,4520620
1074,5100,4521620,6212,4521620
1074,5100,4522090,6212,4522090
1074,5100,4522900,6212,4522900
1075,5108,4523900,6212,4523900
1075,5108,4523900,6212,4523900
1075,5108,4524370,6212,4524370
1075,5108,4525370,6212,4525370
1075,5108,4525370,6212,4525370
1075,5108,4526180,6212,4526180
1075,5108,4526500,6212,4526500
1075,5108,4526970,6212,4526970
1075,5108,4527970,6212,4527970
1075,5108,4527970,6212,4527970
1075,5108,4528970,6212,4528970
1075,5108,4529130,6212,4529130
1075,5108,4530130,6212,4530130
1075,5108,4531130,6212,4531130
1076,5116,4531590,6212,4531590
1076,5116,4532060,6212,4532060
1076,5116,4533060,6212,4533060
1076,5116,4533530,6212,4533530
1076,5116,4534180,6212,4534180
1076,5116,4535180,6212,4535180
1076,5116,4535180,6212,4535180
1076,5116,4536180,6212,4536180
1076,5116,4537180,6212,4537180
1076,5116,4537650,6212,4537650
1076,5116,4538650,6212,4538650
1077,5124,4539460,6212,4539460
1077,5124,4539940,6212,4539940
1077,5124,4540940,6212,4540940
1077,5124,4541940,6212,4541940
1077,5124,4542940,6212,4542940
1077,5124,4543590,6212,4543590
1077,5124,4544400,6212,4544400
1077,5124,4545400,6212,4545400
1077,5124,4545870,6212,4545870
1078,5132,4546680,6212,4546680
1078,5132,4547490,6212,4547490
1078,5132,4547810,6212,4547810
1078,5132,4548620,6212,4548620
1078,5132,4549430,6212,4549430
1078,5132,4550240,6212,4550240
1078,5132,4550560,6212,4550560
1078,5132,4550560,6212,4550560
1078,5132,4551560,6212,4551560
1078,5132,4552030,6212,4552030
1078,5132,4552030,6212,4552030
1078,5132,4552840,6212,4552840
1078,5132,4552840,6212,4552840
1079,5140,4553840,6212,4553840
1079,5140,4554840,6212,4554840
1079,5140,4555310,6212,4555310
1079,5140,4555780,6212,4555780
1079,5140,4556780,6212,4556780
1079,5140,4557100,6212,4557100
1079,5140,4558100,6212,4558100
1079,5140,4558910,6212,4558910
1079,5140,4559380,6212,4559380
1079,5140,4560030,6212,4560030
1079,5140,4560500,6212,4560500
1080,5148,4560970,6212,4560970
1080,5148,4561970,6212,4561970
1080,5148,4561970,6212,4561970
1080,5148,4561970,6212,4561970
1080,5148,4562290,6212,4562290
1080,5148,4562760,6212,4562760
1080,5148,4563760,6212,4563760
1080,5148,4564760,6212,4564760
1080,5148,4565350,6212,4565350
1080,5148,4566000,6212,4566000
1080,5148,4567000,6212,4567000
1081,5156,4567810,6212,4567810
1081,5156,4568810,6212,4568810
1081,5156,4569280,6212,4569280
1081,5156,4570280,6212,4570280
1081,5156,4571090,6212,4571090
1081,5156,4572090,6212,4572090
1081,5156,4572900,6212,4572900
1081,5156,4573900,6212,4573900
1081,5156,4574370,6212,4574370
1081,5156,4574840,6212,4574840
1082,5164,4575840,6212,4575840
1082,5164,4576390,6212,4576390
1082,5164,4577390,6212,4577390
1082,5164,4578200,6212,4578200
1082,5164,4579200,6212,4579200
1082,5164,4579750,6212,4579750
1082,5164,4579750,6212,4579750
1082,5164,4579750,6212,4579750
1082,5164,4580220,6212,4580220
1082,5164,4581220,6212,4581220
1082,5164,4581220,6212,4581220
1083,5172,4582030,6212,4582030
1083,5172,4582260,6212,4582260
1083,5172,4583260,6212,4583260
1083,5172,4583910,6212,4583910
1083,5172,4584910,6212,4584910
1083,5172,4585910,6212,4585910
1083,5172,4586560,6212,4586560
1083,5172,4586880,6212,4586880
1083,5172,4587350,6212,4587350
1083,5172,4587670,6212,4587670
1083,5172,4588480,6212,4588480
1083,5172,4589290,6212,4589290
1083,5172,4589610,6212,4589610
1083,5172,4589610,6212,4589610
1084,5180,4590420,6212,4590420
1084,5180,4590890,6212,4590890
1084,5180,4591890,6212,4591890
1084,5180,4592890,6212,4592890
1084,5180,4593350,6212,4593350
1084,5180,4593350,6212,4593350
1084,5180,4594350,6212,4594350
1084,5180,4594820,6212,4594820
1084,5180,4595820,6212,4595820
1085,5188,4596820,6212,4596820
1085,5188,4597140,6212,4597140
1085,5188,4597610,6212,4597610
1085,5188,4598200,6212,4598200
1085,5188,4599200,6212,4599200
1085,5188,4600200,6212,4600200
1085,5188,4601200,6212,4601200
1085,5188,4601670,6212,4601670
1086,5196,4602670,6212,4602670
1086,5196,4603670,6212,4603670
1086,5196,4604670,6212,4604670
1086,5196,4604670,6212,4604670
1086,5196,4605670,6212,4605670
1086,5196,4605670,6212,4605670
1086,5196,4606670,6212,4606670
1086,5196,4607670,6212,4607670
1086,5196,4608670,6212,4608670
1086,5196,4609480,6212,4609480
1086,5196,4610290,6212,4610290
1086,5196,4611290,6212,4611290
1086,5196,4611290,6212,4611290
1087,5204,4611770,6212,4611770
1088,5212,4612770,6212,4612770
1088,5212,4613580,6212,4613580
1088,5212,4613580,6212,4613580
1088,5212,4614130,6212,4614130
1088,5212,4614780,6212,4614780
1088,5212,4614780,6212,4614780
1088,5212,4615780,6212,4615780
1088,5212,4616780,6212,4616780
1088,5212,4617780,6212,4617780
1088,5212,4617780,6212,4617780
1088,5212,4618100,6212,4618100
1088,5212,4618100,6212,4618100
1088,5212,4618420,6212,4618420
1088,5212,4619420,6212,4619420
1088,5212,4620420,6212,4620420
1088,5212,4620890,6212,4620890
1088,5212,4621360,6212,4621360
1088,5212,4622170,6212,4622170
1088,5212,4623170,6212,4623170
1089,5220,4623720,6212,4623720
1089,5220,4624190,6212,4624190
1089,5220,4624660,6212,4624660
1089,5220,4624980,6212,4624980
1089,5220,4625980,6212,4625980
1089,5220,4626980,6212,4626980
1089,5220,4627440,6212,4627440
1089,5220,4628440,6212,4628440
1089,5220,4628910,6212,4628910
1089,5220,4629910,6212,4629910
1089,5220,4630140,6212,4630140
1090,5228,4630610,6212,4630610
1090,5228,4630930,6212,4630930
1090,5228,4631930,6212,4631930
1090,5228,4632930,6212,4632930
1090,5228,4633740,6212,4633740
1090,5228,4634740,6212,4634740
1090,5228,4635060,6212,4635060
1090,5228,4635870,6212,4635870
1090,5228,4636190,6212,4636190
1090,5228,4637190,6212,4637190
1090,5228,4638190,6212,4638190
1091,5236,4639190,6212,4639190
1091,5236,4639190,6212,4639190
1091,5236,4640190,6212,4640190
1091,5236,4641190,6212,4641190
1091,5236,4641650,6212,4641650
1091,5236,4642650,6212,4642650
1091,5236,4643120,6212,4643120
1091,5236,4643590,6212,4643590
1091,5236,4643590,6212,4643590
1091,5236,4644590,6212,4644590
1091,5236,4645240,6212,4645240
1091,5236,4645240,6212,4645240
1091,5236,4645240,6212,4645240
1091,5236,4646050,6212,4646050
1091,5236,4646270,6212,4646270
1092,5244,4647270,6212,4647270
1092,5244,4647590,6212,4647590
1092,5244,4648590,6212,4648590
1092,5244,4649400,6212,4649400
1092,5244,4649400,6212,4649400
1092,5244,4650400,6212,4650400
1092,5244,4650400,6212,4650400
1092,5244,4651210,6212,4651210
1092,5244,4652210,6212,4652210
1092,5244,4652210,6212,4652210
1092,5244,4653020,6212,4653020
1092,5244,4653490,6212,4653490
1093,5252,4654490,6212,4654490
1093,5252,4655300,6212,4655300
1093,5252,4656110,6212,4656110
1093,5252,4657110,6212,4657110
1093,5252,4657110,6212,4657110
1093,5252,4657660,6212,4657660
1093,5252,4658660,6212,4658660
1093,5252,4659250,6212,4659250
1093,5252,4660250,6212,4660250
1094,5260,4661250,6212,4661250
1094,5260,4661800,6212,4661800
1094,5260,4662800,6212,4662800
1094,5260,4663610,6212,4663610
1094,5260,4664610,6212,4664610
1094,5260,4665610,6212,4665610
1094,5260,4665610,6212,4665610
1094,5260,4666080,6212,4666080
1094,5260,4666730,6212,4666730
1095,5268,4667320,6212,4667320
1095,5268,4667790,6212,4667790
1095,5268,4668440,6212,4668440
1095,5268,4669090,6212,4669090
1095,5268,4669090,6212,4669090
1095,5268,4669090,6212,4669090
1095,5268,4669900,6212,4669900
1095,5268,4670900,6212,4670900
1095,5268,4671270,6212,4671270
1095,5268,4672080,6212,4672080
1095,5268,4673080,6212,4673080
1095,5268,4673890,6212,4673890
1095,5268,4673890,6212,4673890
1096,5276,4674890,6212,4674890
1096,5276,4675700,6212,4675700
1096,5276,4676510,6212,4676510
1096,5276,4676510,6212,4676510
1096,5276,4677160,6212,4677160
1096,5276,4677160,6212,4677160
1096,5276,4677480,6212,4677480
1096,5276,4678130,6212,4678130
1096,5276,4678720,6212,4678720
1096,5276,4679720,6212,4679720
1096,5276,4680200,6212,4680200
1096,5276,4680660,6212,4680660
1097,5284,4681470,6212,4681470
1097,5284,4682280,6212,4682280
1097,5284,4682280,6212,4682280
1097,5284,4683280,6212,4683280
1097,5284,4683740,6212,4683740
1097,5284,4684550,6212,4684550
1097,5284,4684550,6212,4684550
1097,5284,4685550,6212,4685550
1097,5284,4685550,6212,4685550
1097,5284,4686360,6212,4686360
1097,5284,4687360,6212,4687360
1098,5292,4688360,6212,4688360
1098,5292,4689170,6212,4689170
1098,5292,4689820,6212,4689820
1098,5292,4690820,6212,4690820
1098,5292,4691820,6212,4691820
1098,5292,4692630,6212,4692630
1098,5292,4693630,6212,4693630
1098,5292,4694220,6212,4694220
1099,5300,4695220,6212,4695220
1099,5300,4695870,6212,4695870
1099,5300,4696340,6212,4696340
1099,5300,4696340,6212,4696340
1099,5300,4696810,6212,4696810
1099,5300,4697810,6212,4697810
1099,5300,4698810,6212,4698810
1099,5300,4698860,6212,4698860
1100,5308,4706860,6212,4706860
1100,5308,4707510,6212,4707510
1100,5308,4708510,6212,4708510
1100,5308,4708980,6212,4708980
1101,5316,4709630,6212,4709630
1101,5316,4710280,6212,4710280
1101,5316,4710510,6212,4710510
1101,5316,4710980,6212,4710980
1101,5316,4711790,6212,4711790
1101,5316,4712260,6212,4712260
1101,5316,4713260,6212,4713260
1101,5316,4713610,6212,4713610
1101,5316,4714420,6212,4714420
1101,5316,4715420,6212,4715420
1101,5316,4716420,6212,4716420
1102,5324,4717070,6212,4717070
1102,5324,4717880,6212,4717880
1102,5324,4718880,6212,4718880
1102,5324,4719880,6212,4719880
1102,5324,4720880,6212,4720880
1102,5324,4721880,6212,4721880
1102,5324,4721880,6212,4721880
1102,5324,4722690,6212,4722690
1102,5324,4723340,6212,4723340
1102,5324,4724150,6212,4724150
1103,5332,4724620,6212,4724620
1103,5332,4724620,6212,4724620
1103,5332,4725620,6212,4725620
1103,5332,4726620,6212,4726620
1103,5332,4726620,6212,4726620
1103,5332,4727620,6212,4727620
1103,5332,4727620,6212,4727620
1104,5340,4735620,6212,4735620
1104,5340,4736620,6212,4736620
1104,5340,4737620,6212,4737620
1104,5340,4738620,6212,4738620
1104,5340,4738940,6212,4738940
1104,5340,4739940,6212,4739940
1105,5348,4740410,6212,4740410
1105,5348,4741220,6212,4741220
1105,5348,4741220,6212,4741220
1105,5348,4742030,6212,4742030
1105,5348,4742500,6212,4742500
1105,5348,4743500,6212,4743500
1105,5348,4743500,6212,4743500
1105,5348,4743660,6212,4743660
1105,5348,4744660,6212,4744660
1105,5348,4745130,6212,4745130
1105,5348,4745780,6212,4745780
1105,5348,4746590,6212,4746590
1106,5356,4747400,6212,4747400
1106,5356,4747400,6212,4747400
1106,5356,4748400,6212,4748400
1106,5356,4748950,6212,4748950
1106,5356,4749950,6212,4749950
1106,5356,4750950,6212,4750950
1106,5356,4751950,6212,4751950
1106,5356,4752420,6212,4752420
1106,5356,4753420,6212,4753420
1106,5356,4753420,6212,4753420
1107,5364,4754420,6212,4754420
1107,5364,4755230,6212,4755230
1107,5364,4755700,6212,4755700
1107,5364,4755700,6212,4755700
1107,5364,4756510,6212,4756510
1107,5364,4757160,6212,4757160
1107,5364,4757530,6212,4757530
1107,5364,4758530,6212,4758530
1107,5364,4759530,6212,4759530
1107,5364,4760530,6212,4760530
1107,5364,4761530,6212,4761530
1107,5364,4761530,6212,4761530
1108,5372,4762530,6212,4762530
1108,5372,4763340,6212,4763340
1108,5372,4763500,6212,4763500
1108,5372,4764150,6212,4764150
1108,5372,4765150,6212,4765150
1108,5372,4766150,6212,4766150
1108,5372,4766470,6212,4766470
1108,5372,4767470,6212,4767470
1108,5372,4767470,6212,4767470
1108,5372,4767940,6212,4767940
1108,5372,4767940,6212,4767940
1108,5372,4767940,6212,4767940
1108,5372,4768410,6212,4768410
1108,5372,4769220,6212,4769220
1108,5372,4769690,6212,4769690
1109,5380,4770690,6212,4770690
1109,5380,4770920,6212,4770920
1109,5380,4771730,6212,4771730
1109,5380,4772730,6212,4772730
1109,5380,4773050,6212,4773050
1109,5380,4774050,6212,4774050
1109,5380,4774860,6212,4774860
1109,5380,4775670,6212,4775670
1109,5380,4776670,6212,4776670
1109,5380,4777140,6212,4777140
1110,5388,4778140,6212,4778140
1110,5388,4778140,6212,4778140
1110,5388,4779140,6212,4779140
1110,5388,4779950,6212,4779950
1110,5388,4780760,6212,4780760
1110,5388,4781760,6212,4781760
1110,5388,4782760,6212,4782760
1110,5388,4783760,6212,4783760
1111,5396,4791760,6212,4791760
1111,5396,4792760,6212,4792760
1112,5404,4793760,6212,4793760
1112,5404,4794760,6212,4794760
1112,5404,4795760,6212,4795760
1112,5404,4795760,6212,4795760
1112,5404,4796350,6212,4796350
1112,5404,4797160,6212,4797160
1112,5404,4798160,6212,4798160
1112,5404,4799160,6212,4799160
1112,5404,4800160,6212,4800160
1112,5404,4800160,6212,4800160
1113,5412,4800970,6212,4800970
1113,5412,4801970,6212,4801970
1113,5412,4802440,6212,4802440
1113,5412,4803440,6212,4803440
1113,5412,4804250,6212,4804250
1113,5412,4805250,6212,4805250
1113,5412,4806250,6212,4806250
1113,5412,4806720,6212,4806720
1113,5412,4807180,6212,4807180
1113,5412,4808180,6212,4808180
1114,5420,4808650,6212,4808650
1114,5420,4808970,6212,4808970
1114,5420,4809440,6212,4809440
1114,5420,4809440,6212,4809440
1114,5420,4809910,6212,4809910
1114,5420,4810380,6212,4810380
1114,5420,4811380,6212,4811380
1114,5420,4812380,6212,4812380
1114,5420,4813190,6212,4813190
1114,5420,4814000,6212,4814000
1114,5420,4814810,6212,4814810
1114,5420,4814810,6212,4814810
1114,5420,4815810,6212,4815810
1114,5420,4816030,6212,4816030
1114,5420,4816350,6212,4816350
1115,5428,4817350,6212,4817350
1115,5428,4818350,6212,4818350
1115,5428,4819000,6212,4819000
1115,5428,4819590,6212,4819590
1115,5428,4819910,6212,4819910
1115,5428,4820910,6212,4820910
1115,5428,4821910,6212,4821910
1115,5428,4821910,6212,4821910
1115,5428,4822910,6212,4822910
1116,5436,4823910,6212,4823910
1116,5436,4824910,6212,4824910
1116,5436,4825910,6212,4825910
1116,5436,4826910,6212,4826910
1116,5436,4826910,6212,4826910
1116,5436,4826910,6212,4826910
1116,5436,4827380,6212,4827380
1117,5444,4828380,6212,4828380
1117,5444,4828850,6212,4828850
1117,5444,4828850,6212,4828850
1117,5444,4829850,6212,4829850
1117,5444,4830330,6212,4830330
1117,5444,4830330,6212,4830330
1117,5444,4831330,6212,4831330
1117,5444,4831650,6212,4831650
1117,5444,4832650,6212,4832650
1117,5444,4832970,6212,4832970
1117,5444,4833970,6212,4833970
1117,5444,4834970,6212,4834970
1117,5444,4835780,6212,4835780
1117,5444,4835780,6212,4835780
1118,5452,4836590,6212,4836590
1118,5452,4836820,6212,4836820
1118,5452,4836820,6212,4836820
1118,5452,4837820,6212,4837820
1118,5452,4838820,6212,4838820
1118,5452,4839820,6212,4839820
1118,5452,4840630,6212,4840630
1118,5452,4841100,6212,4841100
1118,5452,4842100,6212,4842100
1118,5452,4842450,6212,4842450
1118,5452,4843450,6212,4843450
1119,5460,4843920,6212,4843920
1119,5460,4844920,6212,4844920
1119,5460,4845730,6212,4845730
1119,5460,4846380,6212,4846380
1119,5460,4847380,6212,4847380
1119,5460,4847430,6212,4847430
1119,5460,4847750,6212,4847750
1119,5460,4848750,6212,4848750
1119,5460,4849750,6212,4849750
1119,5460,4850300,6212,4850300
1119,5460,4850770,6212,4850770
1120,5468,4851240,6212,4851240
1120,5468,4852240,6212,4852240
1120,5468,4853240,6212,4853240
1120,5468,4854240,6212,4854240
1120,5468,4854710,6212,4854710
1120,5468,4855710,6212,4855710
1120,5468,4856710,6212,4856710
1120,5468,4856710,6212,4856710
1121,5476,4857710,6212,4857710
1121,5476,4858360,6212,4858360
1121,5476,4859170,6212,4859170
1121,5476,4859170,6212,4859170
1121,5476,4859440,6212,4859440
1121,5476,4859760,6212,4859760
1121,5476,4860760,6212,4860760
1121,5476,4861230,6212,4861230
1121,5476,4862230,6212,4862230
1121,5476,4862700,6212,4862700
1121,5476,4863700,6212,4863700
1121,5476,4864170,6212,4864170
1121,5476,4865170,6212,4865170
1122,5484,4866170,6212,4866170
1122,5484,4866630,6212,4866630
1122,5484,4866630,6212,4866630
1122,5484,4867630,6212,4867630
1122,5484,4867630,6212,4867630
1122,5484,4868440,6212,4868440
1122,5484,4869440,6212,4869440
1122,5484,4869910,6212,4869910
1122,5484,4870230,6212,4870230
1122,5484,4871040,6212,4871040
1122,5484,4871410,6212,4871410
1122,5484,4871410,6212,4871410
1122,5484,4872410,6212,4872410
1122,5484,4872410,6212,4872410
1123,5492,4872880,6212,4872880
1123,5492,4873690,6212,4873690
1123,5492,4874690,6212,4874690
1123,5492,4875690,6212,4875690
1123,5492,4875690,6212,4875690
1123,5492,4876690,6212,4876690
1123,5492,4877690,6212,4877690
1123,5492,4878500,6212,4878500
1123,5492,4879500,6212,4879500
1123,5492,4879960,6212,4879960
1124,5500,4880770,6212,4880770
1124,5500,4881770,6212,4881770
1124,5500,4882090,6212,4882090
1124,5500,4882560,6212,4882560
1124,5500,4883210,6212,4883210
1124,5500,4883680,6212,4883680
1124,5500,4884160,6212,4884160
1124,5500,4884630,6212,4884630
1124,5500,4884630,6212,4884630
1124,5500,4884630,6212,4884630
1125,5508,4885630,6212,4885630
1125,5508,4886630,6212,4886630
1125,5508,4887630,6212,4887630
1125,5508,4887950,6212,4887950
1125,5508,4888420,6212,4888420
1125,5508,4889230,6212,4889230
1125,5508,4890230,6212,4890230
1125,5508,4890700,6212,4890700
1125,5508,4891510,6212,4891510
1125,5508,4891830,6212,4891830
1126,5516,4892830,6212,4892830
1126,5516,4893830,6212,4893830
1126,5516,4894480,6212,4894480
1126,5516,4894640,6212,4894640
1126,5516,4894640,6212,4894640
1126,5516,4895190,6212,4895190
1126,5516,4896190,6212,4896190
1126,5516,4896840,6212,4896840
1126,5516,4897210,6212,4897210
1126,5516,4898210,6212,4898210
1126,5516,4899210,6212,4899210
1127,5524,4900210,6212,4900210
1127,5524,4900530,6212,4900530
1127,5524,4901530,6212,4901530
1127,5524,4902530,6212,4902530
1127,5524,4903530,6212,4903530
