ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ed03-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ed03-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ed03-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ed03-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ed03-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
813256.62,30.58,5.01,340607.93,12.81
813000.88,30.58,5.01,340600.54,12.81
812745.14,30.58,5.01,340600.54,12.82
812445.54,30.58,5.0,340323.58,12.81
812189.8,30.58,5.0,340462.51,12.82
812189.8,30.58,5.0,340462.51,12.82
812122.92,30.59,5.01,340340.86,12.82
811867.18,30.59,5.01,340323.58,12.82
811867.18,30.59,5.01,340323.74,12.82
811611.44,30.59,5.02,340730.82,12.84
811365.06,30.59,5.02,340783.45,12.85
811288.82,30.6,5.02,340700.37,12.85
811288.82,30.6,5.02,340700.37,12.85
811033.08,30.6,5.03,340695.49,12.85
811033.08,30.6,5.03,340695.49,12.85
811222.53,30.61,5.04,340692.97,12.86
810966.79,30.61,5.04,340692.97,12.86
810899.91,30.62,5.05,340828.06,12.87
810973.77,30.63,5.06,340722.38,12.87
810718.04,30.63,5.06,341503.84,12.9
810791.9,30.64,5.07,341481.99,12.91
810791.9,30.64,5.07,341481.99,12.91
810791.9,30.64,5.07,341481.99,12.91
810536.16,30.65,5.07,342034.23,12.93
810280.42,30.65,5.07,342026.83,12.94
810280.42,30.65,5.07,342026.83,12.94
810224.46,30.65,5.08,341507.89,12.92
810224.46,30.65,5.08,341507.89,12.92
810071.11,30.66,5.08,341299.89,12.92
809815.37,30.66,5.09,341299.89,12.92
809559.63,30.66,5.09,341592.13,12.94
809303.89,30.66,5.09,341606.55,12.94
809303.89,30.66,5.09,341606.55,12.94
809303.89,30.66,5.09,341606.55,12.94
809048.15,30.67,5.09,341524.68,12.95
809122.01,30.68,5.1,341546.36,12.95
808866.27,30.68,5.1,341794.51,12.96
808866.27,30.68,5.1,341794.51,12.96
808610.54,30.68,5.11,341750.74,12.97
808354.8,30.68,5.11,341750.74,12.97
808354.8,30.68,5.11,341750.74,12.97
808511.19,30.7,5.12,341204.67,12.95
808255.45,30.7,5.12,341192.99,12.96
807999.71,30.7,5.13,341190.59,12.96
807743.97,30.7,5.13,341630.19,12.98
807743.97,30.7,5.13,341630.19,12.98
807667.73,30.71,5.13,342830.38,13.03
807667.73,30.71,5.13,342830.38,13.03
807411.99,30.71,5.14,343204.86,13.05
807165.61,30.71,5.14,342815.29,13.04
806900.51,30.71,5.14,342605.59,13.04
806644.77,30.72,5.14,342416.26,13.04
806389.04,30.72,5.14,343224.01,13.07
806094.99,30.71,5.14,342873.01,13.06
805936.25,30.71,5.13,342714.28,13.06
805888.42,30.71,5.14,342256.56,13.04
805594.37,30.71,5.13,341991.3,13.04
805489.72,30.71,5.14,341858.1,13.03
805110.14,30.7,5.13,341419.09,13.02
805043.26,30.71,5.14,340880.25,13.0
804787.52,30.71,5.14,340893.84,13.01
804787.52,30.71,5.14,340893.84,13.01
804531.78,30.71,5.14,340836.48,13.01
804326.65,30.71,5.13,340711.77,13.01
804070.91,30.71,5.14,340541.45,13.01
804070.91,30.71,5.14,340522.34,13.01
804070.91,30.71,5.14,340522.34,13.01
803815.17,30.71,5.14,340335.16,13.0
803815.17,30.71,5.14,340278.66,13.0
803815.17,30.71,5.14,340370.09,13.0
803559.43,30.71,5.14,342765.82,13.1
803313.05,30.72,5.14,342338.94,13.09
803236.81,30.72,5.15,342624.31,13.1
802981.07,30.72,5.15,342619.44,13.11
802981.07,30.72,5.15,342596.58,13.11
802981.07,30.72,5.15,342597.66,13.11
802725.33,30.73,5.15,341299.82,13.06
802469.6,30.73,5.15,341297.3,13.07
802402.71,30.74,5.16,341297.3,13.07
802335.83,30.74,5.17,341311.05,13.08
802080.09,30.74,5.17,341297.3,13.08
802013.21,30.75,5.18,341565.97,13.1
801757.47,30.75,5.18,341421.32,13.1
801437.47,30.75,5.17,341101.32,13.09
801626.92,30.76,5.18,341966.85,13.12
801560.04,30.76,5.19,341281.1,13.1
801401.18,30.76,5.19,341120.75,13.09
801334.3,30.77,5.19,340736.64,13.08
801048.15,30.76,5.19,340335.79,13.07
800792.41,30.76,5.19,340349.38,13.07
800536.67,30.77,5.19,340292.02,13.08
800536.67,30.77,5.19,340265.25,13.08
800290.29,30.77,5.19,340613.88,13.1
800025.19,30.77,5.2,340340.95,13.09
800025.19,30.77,5.2,340340.95,13.09
800025.19,30.77,5.2,340340.95,13.09
799958.31,30.78,5.2,340430.08,13.1
800147.76,30.79,5.22,340717.84,13.11
800091.8,30.8,5.22,340198.89,13.09
800091.8,30.8,5.22,340198.89,13.09
799706.61,30.79,5.21,340016.32,13.09
799706.61,30.79,5.21,340016.32,13.09
799450.87,30.79,5.22,340008.92,13.09
799450.87,30.79,5.22,340008.92,13.09
799450.87,30.79,5.22,340008.92,13.09
799450.87,30.79,5.22,340010.29,13.09
799297.52,30.79,5.22,339783.83,13.09
799230.64,30.8,5.23,339783.83,13.09
799163.75,30.81,5.23,339783.83,13.1
799163.75,30.81,5.23,339783.83,13.1
799163.75,30.81,5.23,339783.83,13.1
798864.15,30.8,5.23,339497.63,13.09
798938.02,30.81,5.24,339683.17,13.1
798871.13,30.82,5.24,339570.81,13.1
798622.03,30.81,5.24,340573.46,13.14
798622.03,30.81,5.24,340642.11,13.14
798555.15,30.82,5.25,340585.39,13.14
798299.41,30.82,5.25,341588.17,13.19
798043.67,30.82,5.25,341581.68,13.19
797798.85,30.83,5.25,340870.29,13.17
797645.5,30.83,5.26,340655.99,13.17
797389.76,30.83,5.26,340648.59,13.17
797134.02,30.83,5.26,340648.59,13.18
796878.28,30.84,5.26,340734.56,13.19
796622.54,30.84,5.26,340729.76,13.19
796696.41,30.85,5.28,340649.24,13.19
796440.67,30.85,5.28,341248.92,13.22
796373.79,30.86,5.28,341113.47,13.22
796571.64,30.87,5.3,341353.23,13.23
796571.64,30.87,5.3,341493.19,13.23
796571.64,30.87,5.3,341493.19,13.23
796315.9,30.87,5.3,341485.79,13.24
796060.16,30.88,5.3,341485.79,13.24
795804.42,30.88,5.3,341512.53,13.25
795737.54,30.88,5.31,341704.95,13.26
795353.95,30.88,5.3,341587.24,13.26
795098.21,30.88,5.3,341368.09,13.26
795287.66,30.89,5.32,341384.99,13.26
795287.66,30.89,5.32,341384.99,13.26
794902.47,30.88,5.31,342074.91,13.29
795091.92,30.89,5.32,342070.22,13.29
794836.18,30.9,5.32,342067.51,13.3
794769.3,30.9,5.33,341839.78,13.29
794559.7,30.9,5.32,341628.25,13.28
794303.96,30.9,5.33,341526.7,13.29
793918.77,30.89,5.32,341922.76,13.3
793663.03,30.89,5.32,341618.91,13.3
793407.29,30.89,5.32,341526.7,13.3
793151.55,30.9,5.32,341482.93,13.3
792895.82,30.9,5.32,342737.9,13.36
792895.82,30.9,5.32,342737.9,13.36
792736.96,30.89,5.32,342579.22,13.35
792481.22,30.9,5.32,342579.22,13.36
792225.48,30.9,5.32,342535.45,13.36
791969.74,30.9,5.33,341711.39,13.33
791969.74,30.9,5.33,341711.39,13.33
791723.36,30.9,5.33,341362.69,13.32
791458.26,30.9,5.33,341340.48,13.33
791458.26,30.9,5.33,341318.35,13.33
791647.72,30.92,5.34,341740.0,13.35
791402.9,30.92,5.35,340965.17,13.32
791402.9,30.92,5.35,340994.97,13.32
791249.54,30.92,5.35,340852.69,13.32
791249.54,30.92,5.35,340821.45,13.32
790993.81,30.93,5.35,340814.05,13.33
790738.07,30.93,5.35,340814.05,13.33
790671.18,30.94,5.36,340929.13,13.34
790415.45,30.94,5.36,340958.34,13.35
790415.45,30.94,5.36,340958.34,13.35
790159.71,30.94,5.37,340967.9,13.35
789774.52,30.93,5.36,340606.25,13.34
787728.61,30.95,5.37,340606.25,13.38
787570.89,30.94,5.37,340448.54,13.38
787727.28,30.96,5.38,339615.11,13.35
787568.43,30.95,5.38,339456.26,13.34
787248.43,30.94,5.37,339136.26,13.33
786992.69,30.95,5.37,339157.22,13.34
786992.69,30.95,5.37,339157.22,13.34
786693.09,30.94,5.36,338854.61,13.33
786616.84,30.94,5.37,340134.17,13.38
786616.84,30.94,5.37,340134.17,13.38
786815.66,30.96,5.38,340092.75,13.38
786573.47,30.96,5.39,340636.03,13.41
786317.73,30.96,5.39,340628.63,13.41
785910.77,30.95,5.38,340201.95,13.4
785655.03,30.95,5.38,340336.55,13.41
785399.29,30.96,5.38,340312.24,13.41
785143.55,30.96,5.39,340235.88,13.42
785143.55,30.96,5.39,340235.88,13.42
784887.82,30.96,5.39,340202.79,13.42
784632.08,30.96,5.39,340201.95,13.43
784584.25,30.97,5.4,339687.06,13.41
784294.02,30.97,5.4,339404.26,13.4
784088.97,30.97,5.39,339217.92,13.4
783833.23,30.97,5.39,339463.95,13.41
783577.49,30.97,5.4,339217.92,13.41
783577.49,30.97,5.4,339218.3,13.41
783766.95,30.98,5.41,339290.65,13.41
783511.21,30.99,5.41,339484.18,13.43
783511.21,30.99,5.41,339365.84,13.42
783255.47,30.99,5.41,339379.43,13.43
782999.73,30.99,5.42,339322.07,13.43
782743.99,30.99,5.42,339314.67,13.44
782488.25,30.99,5.42,339314.67,13.44
782232.51,31.0,5.42,339543.75,13.45
781857.32,30.99,5.41,339304.1,13.45
782046.78,31.0,5.43,339199.19,13.45
781791.04,31.0,5.43,339315.76,13.46
781535.3,31.01,5.43,339258.21,13.46
781178.19,31.0,5.42,340779.15,13.52
781367.64,31.01,5.44,341200.92,13.54
781111.9,31.01,5.44,341196.05,13.55
780856.16,31.01,5.44,341193.52,13.55
780600.42,31.02,5.44,341320.7,13.56
780544.46,31.02,5.45,340801.76,13.55
780544.46,31.02,5.45,340835.74,13.55
780203.39,31.02,5.45,340438.72,13.54
779947.66,31.03,5.45,340368.95,13.54
779947.66,31.03,5.45,340368.95,13.54
779947.66,31.03,5.45,340368.95,13.54
779691.92,31.03,5.45,340337.71,13.54
779436.18,31.03,5.46,340988.85,13.57
779180.44,31.03,5.46,340945.08,13.58
779180.44,31.03,5.46,340945.08,13.58
778980.84,31.03,5.45,340939.68,13.58
778725.1,31.03,5.46,340939.68,13.59
778725.1,31.03,5.46,340939.68,13.59
778725.1,31.03,5.46,340927.2,13.58
778725.1,31.03,5.46,340927.2,13.58
778469.36,31.03,5.46,340935.13,13.59
778469.36,31.03,5.46,340935.13,13.59
778411.84,31.04,5.47,340638.75,13.58
778335.6,31.05,5.47,340574.54,13.58
778335.6,31.05,5.47,340574.54,13.58
778079.86,31.05,5.47,340522.84,13.59
778079.86,31.05,5.47,340522.84,13.59
778079.86,31.05,5.47,340522.84,13.59
777780.25,31.04,5.47,340236.65,13.58
777524.52,31.04,5.47,340231.77,13.58
777381.76,31.04,5.47,340019.09,13.58
777126.02,31.04,5.47,340016.56,13.58
776870.28,31.04,5.47,340220.51,13.6
776647.85,31.04,5.46,340077.36,13.59
776837.3,31.05,5.48,340096.68,13.59
776581.56,31.05,5.48,339888.03,13.59
776581.56,31.05,5.48,339949.53,13.59
776581.56,31.05,5.48,339949.53,13.59
776581.56,31.05,5.48,339949.53,13.59
776345.11,31.05,5.47,340855.77,13.63
776089.37,31.05,5.48,340848.37,13.64
776089.37,31.05,5.48,340848.37,13.64
776455.44,31.07,5.49,341362.57,13.66
776455.44,31.07,5.49,341362.57,13.66
776309.01,31.07,5.49,341606.23,13.67
776053.27,31.07,5.5,341727.53,13.68
776053.27,31.07,5.5,341727.53,13.68
776242.72,31.08,5.51,341741.46,13.68
775986.98,31.09,5.51,341701.47,13.69
775731.24,31.09,5.51,341868.16,13.7
775683.08,31.1,5.52,342851.62,13.74
775683.08,31.1,5.52,342851.62,13.74
775423.36,31.09,5.52,342809.34,13.75
775612.82,31.1,5.53,342895.27,13.75
775612.82,31.1,5.53,342895.27,13.75
775357.08,31.11,5.53,343075.22,13.76
775101.34,31.11,5.53,343070.35,13.77
774845.6,31.11,5.54,343067.82,13.77
774589.86,31.11,5.54,343067.82,13.78
774334.12,31.12,5.54,343229.8,13.79
774078.38,31.12,5.54,343083.33,13.79
774078.38,31.12,5.54,343083.33,13.79
774078.38,31.12,5.54,343083.33,13.79
773693.19,31.11,5.53,342833.68,13.78
773379.73,31.11,5.53,342024.01,13.76
773038.66,31.11,5.53,341880.57,13.76
772782.93,31.11,5.54,342534.49,13.79
772782.93,31.11,5.54,342534.49,13.79
772527.19,31.11,5.54,342490.72,13.79
772527.19,31.11,5.54,342490.72,13.79
772527.19,31.11,5.54,342490.72,13.79
772271.45,31.11,5.54,342490.72,13.8
772213.93,31.12,5.55,342203.63,13.79
772213.93,31.12,5.55,342203.63,13.79
771948.83,31.12,5.55,342010.15,13.79
772235.18,31.14,5.56,342002.75,13.79
772168.3,31.15,5.57,342002.75,13.8
771912.56,31.15,5.57,342084.0,13.8
771845.68,31.16,5.58,342002.75,13.81
771589.94,31.16,5.58,342002.75,13.81
771334.2,31.16,5.59,342527.99,13.84
771078.46,31.16,5.59,342582.15,13.85
771011.58,31.17,5.6,342834.02,13.86
771011.58,31.17,5.6,342895.02,13.86
770755.84,31.17,5.6,342890.14,13.87
770688.96,31.18,5.61,342887.62,13.87
770433.22,31.18,5.61,342887.62,13.88
770099.86,31.17,5.6,342833.99,13.88
769844.12,31.18,5.6,342921.39,13.89
769917.99,31.19,5.61,342867.18,13.89
769662.25,31.19,5.62,342833.99,13.89
769415.87,31.19,5.62,343460.76,13.92
769415.87,31.19,5.62,343460.76,13.92
769339.63,31.2,5.63,343384.54,13.93
769083.89,31.2,5.63,343377.14,13.93
769017.01,31.21,5.64,343377.14,13.94
769017.01,31.21,5.64,343377.14,13.94
768950.12,31.22,5.64,343377.14,13.94
768950.12,31.22,5.64,343377.14,13.94
768950.12,31.22,5.64,343377.14,13.94
768694.39,31.22,5.65,343433.06,13.95
766648.48,31.24,5.66,343425.66,13.99
766392.74,31.24,5.67,343369.77,14.0
766137.0,31.24,5.67,343679.73,14.02
765881.26,31.25,5.67,343703.97,14.02
766070.71,31.26,5.69,343963.46,14.04
765814.97,31.26,5.69,343954.07,14.04
765559.23,31.26,5.69,343897.85,14.04
765303.49,31.27,5.69,344889.77,14.09
765236.61,31.27,5.7,344456.11,14.08
764980.87,31.28,5.7,344304.26,14.08
764980.87,31.28,5.7,344304.26,14.08
764980.87,31.28,5.7,344304.26,14.08
764585.68,31.27,5.69,344135.87,14.07
764329.94,31.27,5.69,343910.05,14.07
764329.94,31.27,5.69,343910.05,14.07
764403.81,31.28,5.71,343931.72,14.07
764403.81,31.28,5.71,343931.72,14.07
764336.93,31.29,5.71,344356.15,14.1
764081.19,31.29,5.72,344128.43,14.09
763825.45,31.29,5.72,344376.58,14.11
763569.71,31.29,5.72,344384.5,14.11
763324.89,31.3,5.72,343673.12,14.09
763324.89,31.3,5.72,343673.12,14.09
762982.68,31.3,5.72,343278.53,14.08
762982.68,31.3,5.72,343278.53,14.08
762823.82,31.29,5.72,343136.65,14.08
763021.67,31.31,5.73,343517.32,14.09
763021.67,31.31,5.73,343517.32,14.09
760975.76,31.32,5.75,343509.92,14.14
760975.76,31.32,5.75,343487.06,14.14
760676.16,31.32,5.74,343345.54,14.14
760676.16,31.32,5.74,343318.76,14.13
760676.16,31.32,5.74,343318.76,14.13
760292.57,31.31,5.73,342956.4,14.12
760133.72,31.3,5.73,342797.36,14.12
760133.72,31.3,5.73,342780.03,14.12
760323.17,31.32,5.74,342852.38,14.12
760067.43,31.32,5.74,343157.91,14.14
759682.24,31.31,5.73,342796.26,14.13
759426.5,31.31,5.74,342752.49,14.13
759170.76,31.31,5.74,342752.49,14.14
759170.76,31.31,5.74,342752.49,14.14
758915.02,31.32,5.74,342747.31,14.14
758659.28,31.32,5.74,342745.09,14.15
758449.68,31.31,5.74,342601.13,14.14
758382.8,31.32,5.75,342601.13,14.15
758127.06,31.32,5.75,342606.67,14.15
757871.32,31.32,5.75,342819.68,14.17
757871.32,31.32,5.75,342817.35,14.17
757871.32,31.32,5.75,342817.35,14.17
757615.58,31.33,5.75,342812.13,14.18
757615.58,31.33,5.75,342812.13,14.18
757548.7,31.33,5.76,342668.58,14.17
757292.96,31.34,5.76,342973.03,14.19
757037.22,31.34,5.77,342929.26,14.2
756970.34,31.35,5.77,343110.68,14.21
756970.34,31.35,5.77,343110.68,14.21
756970.34,31.35,5.77,343110.68,14.21
757232.78,31.36,5.79,343362.1,14.22
757126.33,31.36,5.79,343282.28,14.22
756870.59,31.36,5.79,343411.43,14.23
756870.59,31.36,5.79,343411.43,14.23
756870.59,31.36,5.79,343411.43,14.23
756870.59,31.36,5.79,343411.43,14.23
756531.33,31.35,5.78,343156.7,14.22
756275.59,31.36,5.78,343112.93,14.23
756275.59,31.36,5.78,343112.93,14.23
756465.04,31.37,5.8,343538.2,14.25
756209.3,31.37,5.8,343494.43,14.25
755834.11,31.36,5.79,343139.16,14.24
755834.11,31.36,5.79,343139.16,14.24
755767.23,31.37,5.8,343323.62,14.25
755700.35,31.38,5.8,343412.74,14.26
756103.86,31.4,5.82,346313.92,14.38
756092.93,31.4,5.83,346343.11,14.39
756026.05,31.41,5.84,346490.75,14.4
755959.17,31.42,5.85,346579.87,14.4
755703.43,31.42,5.85,346627.86,14.41
755966.56,31.44,5.86,346620.46,14.41
755606.73,31.43,5.86,346620.46,14.42
755350.99,31.43,5.86,346761.1,14.43
755424.85,31.44,5.87,346620.46,14.43
755424.85,31.44,5.87,346620.46,14.43
755169.11,31.45,5.87,346620.46,14.43
755169.11,31.45,5.87,346620.46,14.43
754913.38,31.45,5.87,347096.01,14.46
754913.38,31.45,5.87,347082.33,14.46
754913.38,31.45,5.87,347069.97,14.46
755176.51,31.46,5.89,346759.16,14.45
754920.77,31.47,5.89,347695.31,14.49
754598.71,31.46,5.89,347351.88,14.48
754308.0,31.46,5.89,347230.75,14.48
754571.13,31.48,5.9,347223.35,14.48
754315.4,31.48,5.9,347258.64,14.49
754059.66,31.48,5.91,347234.57,14.5
753803.92,31.48,5.91,347251.25,14.5
753548.18,31.49,5.91,347223.35,14.51
753292.44,31.49,5.91,347902.0,14.54
753036.7,31.49,5.92,347858.23,14.55
753036.7,31.49,5.92,347868.33,14.55
752686.81,31.48,5.91,347402.13,14.53
752431.07,31.48,5.91,347402.13,14.54
752175.33,31.49,5.91,347397.26,14.54
752175.33,31.49,5.91,347381.88,14.54
752303.64,31.5,5.93,347894.14,14.57
752047.9,31.5,5.93,347711.27,14.57
751981.02,31.51,5.94,347708.74,14.57
751725.28,31.51,5.94,347708.74,14.58
751725.28,31.51,5.94,347685.24,14.58
751469.54,31.52,5.94,347810.33,14.59
751213.81,31.52,5.94,347734.08,14.59
750702.33,31.52,5.95,348039.88,14.61
750635.45,31.53,5.96,348054.47,14.62
750635.45,31.53,5.96,348102.51,14.62
750568.56,31.54,5.96,348097.4,14.63
750312.82,31.54,5.97,348095.12,14.63
750057.09,31.54,5.97,348095.12,14.64
749801.35,31.55,5.97,348176.41,14.65
749999.2,31.56,5.99,348120.06,14.65
749743.46,31.56,5.99,348441.06,14.67
749487.72,31.57,5.99,348330.72,14.67
749231.98,31.57,5.99,348521.61,14.68
749231.98,31.57,5.99,348496.96,14.68
749231.98,31.57,5.99,348497.06,14.68
748976.24,31.57,6.0,348453.29,14.69
748720.5,31.57,6.0,348453.29,14.69
748720.5,31.57,6.0,348486.84,14.7
748336.91,31.56,5.99,348317.95,14.69
748336.91,31.56,5.99,348318.5,14.69
748270.03,31.57,6.0,348407.62,14.7
748014.29,31.57,6.0,348414.99,14.71
747809.16,31.57,5.99,348222.19,14.7
747809.16,31.57,5.99,348222.19,14.7
747553.42,31.57,6.0,348230.11,14.71
747553.42,31.57,6.0,348230.11,14.71
747297.68,31.57,6.0,348178.42,14.71
747230.8,31.58,6.01,348267.54,14.72
746975.06,31.58,6.01,348284.48,14.73
746719.32,31.59,6.01,348277.08,14.73
746652.44,31.59,6.02,348277.08,14.74
746396.7,31.6,6.02,348362.86,14.75
746140.96,31.6,6.03,348303.75,14.75
745885.23,31.6,6.03,348325.16,14.76
745885.23,31.6,6.03,348325.16,14.76
745629.49,31.6,6.03,348565.03,14.77
745373.75,31.61,6.03,348521.36,14.78
745373.75,31.61,6.03,348505.85,14.78
745118.01,31.61,6.04,348419.93,14.78
745118.01,31.61,6.04,348419.93,14.78
744862.27,31.61,6.04,348427.85,14.79
744606.53,31.61,6.04,348376.16,14.79
744350.79,31.62,6.04,348332.39,14.8
744350.79,31.62,6.04,348332.39,14.8
744095.05,31.62,6.05,348332.39,14.8
744095.05,31.62,6.05,348332.39,14.8
744095.05,31.62,6.05,348324.68,14.8
744095.05,31.62,6.05,348342.23,14.8
743839.31,31.62,6.05,348298.46,14.81
743913.18,31.63,6.06,348610.87,14.82
743657.44,31.64,6.06,348567.1,14.83
743657.44,31.64,6.06,348564.24,14.83
743657.44,31.64,6.06,348569.45,14.83
743657.44,31.64,6.06,348652.42,14.83
743590.56,31.65,6.07,348833.42,14.85
743334.82,31.65,6.07,348831.82,14.85
743267.94,31.66,6.08,348929.91,14.86
743267.94,31.66,6.08,348846.95,14.86
743012.2,31.66,6.08,348842.07,14.86
742756.46,31.66,6.09,348839.55,14.87
742756.46,31.66,6.09,348925.32,14.87
742756.46,31.66,6.09,348894.23,14.87
742756.46,31.66,6.09,348839.55,14.87
742500.72,31.66,6.09,348888.44,14.88
742244.98,31.67,6.09,348881.32,14.88
741989.24,31.67,6.09,348839.55,14.89
741733.5,31.67,6.1,349091.08,14.91
741807.37,31.68,6.11,349031.55,14.91
741476.88,31.67,6.1,348715.22,14.9
741221.14,31.68,6.1,348849.06,14.91
740921.54,31.67,6.09,348566.65,14.9
740665.8,31.67,6.1,348561.82,14.9
740456.2,31.66,6.09,348355.98,14.9
740645.65,31.68,6.11,348353.41,14.9
740645.65,31.68,6.11,348450.64,14.9
740260.46,31.67,6.1,348846.71,14.92
740193.58,31.68,6.1,348665.3,14.92
740193.58,31.68,6.1,348648.1,14.92
739937.84,31.68,6.11,348476.07,14.92
740127.29,31.69,6.12,349416.08,14.96
739871.55,31.7,6.12,348882.54,14.95
739615.81,31.7,6.13,348838.77,14.95
739360.08,31.7,6.13,348838.77,14.96
739360.08,31.7,6.13,348805.06,14.96
739113.7,31.71,6.13,349307.48,14.98
738848.6,31.71,6.13,348982.85,14.98
738592.86,31.71,6.14,348939.08,14.98
738337.12,31.71,6.14,348939.08,14.99
738270.24,31.72,6.15,349028.2,15.0
738270.24,31.72,6.15,349063.11,15.0
737885.05,31.71,6.14,348744.36,14.99
737629.31,31.71,6.14,348751.73,14.99
737562.43,31.72,6.15,348840.85,15.0
737562.43,31.72,6.15,348803.18,15.0
737751.88,31.74,6.16,349090.94,15.02
737496.14,31.74,6.16,349086.12,15.02
737240.4,31.74,6.17,349083.54,15.03
736984.66,31.74,6.17,349499.17,15.05
736984.66,31.74,6.17,349540.57,15.06
736728.92,31.75,6.17,349534.42,15.06
736473.18,31.75,6.18,349400.34,15.06
736473.18,31.75,6.18,349400.34,15.06
736087.99,31.74,6.17,349217.7,15.06
736277.45,31.75,6.18,349208.45,15.06
736277.45,31.75,6.18,349202.92,15.06
736277.45,31.75,6.18,349211.5,15.06
736277.45,31.75,6.18,349211.5,15.06
736021.71,31.76,6.18,349206.66,15.07
736095.57,31.77,6.19,349413.7,15.08
735839.83,31.77,6.2,349364.38,15.08
735839.83,31.77,6.2,349321.2,15.08
735584.09,31.77,6.2,349163.49,15.08
735584.09,31.77,6.2,349164.31,15.08
735339.27,31.78,6.2,348452.93,15.06
734997.06,31.78,6.2,348058.34,15.05
734997.06,31.78,6.2,348111.33,15.05
734752.25,31.78,6.21,347399.94,15.03
734752.25,31.78,6.21,347399.94,15.03
734432.25,31.77,6.2,347079.94,15.01
734090.03,31.77,6.19,346344.79,14.99
734090.03,31.77,6.19,346344.79,14.99
734090.03,31.77,6.19,346344.79,14.99
732044.12,31.79,6.22,346337.4,15.04
732044.12,31.79,6.22,346337.4,15.04
731701.91,31.79,6.22,345942.81,15.03
731730.1,31.8,6.23,345863.59,15.03
731474.36,31.8,6.23,347118.57,15.09
731218.62,31.8,6.23,347113.75,15.1
731037.74,31.8,6.23,346224.42,15.06
730782.0,31.8,6.23,346221.85,15.07
730526.26,31.81,6.23,346361.86,15.08
730526.26,31.81,6.23,346406.96,15.08
730526.26,31.81,6.23,346406.96,15.08
730270.52,31.81,6.23,346399.34,15.09
730034.07,31.8,6.23,347359.17,15.13
729967.19,31.81,6.24,347233.13,15.13
729711.45,31.81,6.24,347225.73,15.14
729455.71,31.82,6.24,347964.97,15.18
729813.81,31.83,6.26,348248.87,15.19
729813.81,31.83,6.26,348241.0,15.19
729813.81,31.83,6.26,348241.0,15.19
729756.29,31.84,6.27,348708.06,15.22
729491.19,31.85,6.27,348432.4,15.21
729245.58,31.84,6.27,348284.81,15.21
728990.4,31.84,6.27,347531.54,15.18
729152.17,31.86,6.28,348085.45,15.21
729152.17,31.86,6.28,348048.21,15.21
728896.43,31.86,6.29,348048.21,15.21
728896.43,31.86,6.29,348093.76,15.22
728640.69,31.86,6.29,348333.64,15.23
728384.96,31.87,6.29,348439.05,15.24
728129.22,31.87,6.3,348298.35,15.24
728081.06,31.88,6.3,348915.99,15.28
727894.76,31.87,6.3,348707.41,15.27
727639.02,31.88,6.3,348606.64,15.27
727639.02,31.88,6.3,348606.64,15.27
727373.92,31.88,6.3,348113.06,15.26
727108.82,31.88,6.31,347964.7,15.26
727512.33,31.9,6.33,350688.72,15.38
727256.59,31.9,6.33,350681.32,15.38
727000.85,31.91,6.33,350886.78,15.4
726745.12,31.91,6.34,350878.85,15.41
726489.38,31.91,6.34,351038.24,15.42
726233.64,31.92,6.34,351003.34,15.43
726423.09,31.93,6.36,350935.79,15.43
726167.35,31.93,6.36,351005.72,15.44
726167.35,31.93,6.36,351000.19,15.44
726109.83,31.94,6.37,351003.98,15.44
725950.97,31.94,6.36,350845.31,15.44
725608.76,31.94,6.36,351138.95,15.45
723562.85,31.96,6.38,351131.55,15.51
723562.85,31.96,6.38,351131.55,15.51
723224.07,31.96,6.38,350686.59,15.5
722940.31,31.95,6.38,348944.88,15.42
722675.21,31.96,6.38,349339.76,15.45
722675.21,31.96,6.38,349339.76,15.45
722419.47,31.96,6.38,349226.06,15.45
722163.73,31.96,6.39,349182.29,15.45
722096.85,31.97,6.4,349363.17,15.47
722096.85,31.97,6.4,349363.17,15.47
721841.11,31.97,6.4,349371.09,15.47
721604.66,31.97,6.39,349097.49,15.46
721348.92,31.97,6.4,349045.79,15.47
721093.18,31.97,6.4,349040.62,15.48
721026.3,31.98,6.41,349038.4,15.48
721026.3,31.98,6.41,349070.23,15.48
718980.39,32.0,6.43,349070.23,15.54
718724.65,32.01,6.43,349070.23,15.54
718922.5,32.02,6.45,349093.79,15.55
718855.62,32.03,6.46,349070.23,15.55
718788.74,32.04,6.47,349070.23,15.56
718533.0,32.04,6.47,349799.84,15.6
718466.12,32.05,6.48,350125.45,15.62
718210.38,32.05,6.48,350118.05,15.63
718143.49,32.06,6.49,350118.05,15.63
718076.61,32.07,6.5,350118.05,15.64
718150.48,32.08,6.51,350173.91,15.64
717776.89,32.07,6.5,349738.82,15.63
