ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_11a2-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_11a2-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_11a2-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_11a2-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_11a2-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_ratio
845314.33,13.68,0.11,211314.36,3.42
845184.59,13.68,0.11,210918.1,3.41
845236.12,13.68,0.12,210571.79,3.41
845287.65,13.69,0.12,210351.7,3.41
845339.18,13.69,0.12,210470.17,3.41
845103.2,13.69,0.12,210334.96,3.41
845269.1,13.69,0.12,210352.6,3.41
845114.57,13.69,0.12,210198.06,3.4
845166.1,13.69,0.12,210197.84,3.4
845217.63,13.69,0.13,210197.46,3.41
844986.06,13.69,0.12,210141.16,3.4
845037.59,13.69,0.13,210141.16,3.4
845191.86,13.7,0.13,210141.16,3.41
845352.17,13.7,0.13,210322.62,3.41
845352.17,13.7,0.13,210322.62,3.41
845506.44,13.7,0.14,210620.73,3.41
845506.44,13.7,0.14,210620.73,3.41
845557.97,13.71,0.14,211037.95,3.42
845388.04,13.7,0.14,211215.87,3.42
845128.11,13.7,0.13,210769.59,3.42
844872.16,13.7,0.13,210513.64,3.41
845070.44,13.7,0.14,210674.98,3.42
845121.97,13.7,0.14,210674.76,3.42
844885.99,13.7,0.14,211172.97,3.42
845046.31,13.71,0.14,211172.6,3.42
844810.33,13.7,0.14,211172.6,3.43
844810.33,13.7,0.14,211172.6,3.43
845008.61,13.71,0.14,211213.28,3.43
845060.14,13.71,0.14,211225.23,3.43
845060.14,13.71,0.14,211193.78,3.43
845258.42,13.71,0.15,211147.07,3.43
845418.73,13.72,0.15,211141.16,3.43
845182.75,13.71,0.15,212043.03,3.44
845182.75,13.71,0.15,212076.74,3.44
844938.81,13.71,0.15,211810.87,3.44
844938.81,13.71,0.15,211812.43,3.44
845099.13,13.72,0.15,211846.84,3.44
845253.39,13.72,0.15,212211.97,3.44
845451.67,13.72,0.16,212286.28,3.45
845503.2,13.73,0.16,212446.74,3.45
845267.22,13.72,0.16,212405.27,3.45
845427.54,13.73,0.16,212405.07,3.45
845479.07,13.73,0.16,212404.68,3.45
845633.34,13.73,0.17,212404.68,3.45
845684.87,13.74,0.17,212404.68,3.45
845390.92,13.73,0.17,212434.14,3.45
845233.73,13.73,0.16,212276.94,3.45
844997.75,13.73,0.16,212487.0,3.45
845049.28,13.73,0.16,212502.7,3.45
845100.81,13.73,0.17,212626.74,3.46
845152.34,13.74,0.17,212924.81,3.46
845005.59,13.73,0.17,212886.9,3.46
845165.91,13.74,0.17,213038.11,3.46
845217.44,13.74,0.17,213037.89,3.46
844901.2,13.74,0.17,212721.64,3.46
844952.73,13.74,0.17,212721.27,3.46
844726.75,13.74,0.17,213276.02,3.47
844726.75,13.74,0.17,213276.02,3.47
844887.06,13.74,0.17,213276.02,3.47
844938.59,13.74,0.18,213276.02,3.47
844802.1,13.74,0.17,213087.59,3.47
844556.12,13.74,0.17,213163.69,3.47
844716.43,13.74,0.17,213129.18,3.47
844767.97,13.74,0.18,213192.93,3.47
844819.5,13.75,0.18,213363.61,3.47
844593.51,13.74,0.18,214211.34,3.49
844753.83,13.75,0.18,214318.85,3.49
844527.85,13.74,0.18,214056.09,3.48
844717.87,13.75,0.18,214055.5,3.48
844872.14,13.75,0.19,214055.5,3.48
844872.14,13.75,0.19,214002.68,3.48
844883.37,13.75,0.19,214093.38,3.48
844715.32,13.75,0.18,214136.41,3.49
844766.85,13.75,0.19,214123.54,3.49
844921.11,13.76,0.19,214218.39,3.49
844972.64,13.76,0.19,214293.34,3.49
845132.96,13.76,0.2,214232.04,3.49
845138.58,13.76,0.2,214246.69,3.49
845369.43,13.77,0.2,214108.02,3.49
845133.45,13.77,0.2,215689.89,3.51
845184.98,13.77,0.2,215877.51,3.52
845184.98,13.77,0.2,215830.95,3.52
845345.3,13.77,0.21,215802.18,3.52
845085.37,13.77,0.2,215484.15,3.51
845136.9,13.77,0.21,215659.11,3.51
844900.92,13.77,0.2,215582.93,3.51
844900.92,13.77,0.2,215629.48,3.51
844900.92,13.77,0.2,215582.93,3.51
844900.92,13.77,0.2,215632.8,3.51
844952.45,13.77,0.21,215632.57,3.51
845003.98,13.77,0.21,215632.2,3.51
845164.3,13.78,0.21,215632.2,3.52
844904.37,13.77,0.21,215022.77,3.51
844904.37,13.77,0.21,214987.06,3.5
844955.9,13.78,0.21,214987.06,3.51
844719.92,13.77,0.21,214987.06,3.51
844719.92,13.77,0.21,215027.45,3.51
844874.19,13.78,0.21,215154.59,3.51
844925.72,13.78,0.21,215288.15,3.51
844977.25,13.78,0.22,215611.47,3.52
845137.56,13.79,0.22,215826.52,3.52
845189.09,13.79,0.22,215826.29,3.52
844953.11,13.79,0.22,216369.0,3.53
845113.43,13.79,0.22,216368.63,3.53
844853.5,13.79,0.22,216442.43,3.53
844696.31,13.78,0.22,216286.27,3.53
844710.35,13.79,0.22,216360.48,3.53
844761.88,13.79,0.22,216360.48,3.53
844813.41,13.79,0.22,216360.48,3.53
844577.43,13.79,0.22,216360.48,3.53
844732.16,13.79,0.23,216478.99,3.53
844560.4,13.79,0.22,216288.02,3.53
844273.88,13.79,0.22,215948.32,3.53
844013.95,13.78,0.22,215671.25,3.52
843773.55,13.78,0.21,215557.86,3.52
843825.08,13.78,0.22,215552.75,3.52
843876.61,13.78,0.22,215552.75,3.52
844036.93,13.79,0.22,216883.61,3.54
844088.46,13.79,0.22,216883.01,3.54
844139.99,13.79,0.23,216883.01,3.54
844191.52,13.8,0.23,216883.01,3.54
843955.54,13.79,0.23,216655.88,3.54
844007.07,13.8,0.23,216655.88,3.54
844167.39,13.8,0.23,216832.41,3.54
844218.92,13.8,0.24,217030.51,3.55
843982.94,13.8,0.23,216938.39,3.55
844143.26,13.8,0.24,216878.86,3.55
844054.17,13.8,0.24,217962.84,3.56
843946.98,13.8,0.23,217853.1,3.56
843946.98,13.8,0.23,218022.24,3.57
843998.51,13.8,0.24,218101.15,3.57
844050.04,13.81,0.24,218100.92,3.57
844101.57,13.81,0.24,218100.55,3.57
844270.96,13.81,0.25,218100.55,3.57
844270.96,13.81,0.25,218070.41,3.57
844172.81,13.81,0.25,218070.41,3.57
844333.12,13.82,0.25,218155.33,3.57
844107.14,13.81,0.25,218080.14,3.57
844267.46,13.82,0.25,218070.41,3.57
844318.99,13.82,0.25,218070.41,3.57
844370.52,13.82,0.26,219237.34,3.59
844134.54,13.82,0.25,219107.39,3.59
844303.93,13.82,0.26,218964.2,3.58
844205.77,13.82,0.26,219268.33,3.59
844375.17,13.83,0.26,219178.81,3.59
844375.17,13.83,0.26,219213.65,3.59
844200.11,13.82,0.26,219447.01,3.59
844200.11,13.82,0.26,219446.09,3.59
844360.43,13.83,0.26,219518.17,3.59
844124.45,13.82,0.26,219319.72,3.59
844278.71,13.83,0.26,219319.12,3.59
844439.03,13.83,0.27,219319.12,3.59
844203.05,13.83,0.26,219319.12,3.59
844363.37,13.83,0.27,219599.62,3.6
844103.44,13.83,0.26,219422.14,3.59
843867.46,13.83,0.26,219357.47,3.59
843918.99,13.83,0.26,219319.12,3.59
844128.76,13.83,0.27,220522.19,3.61
844071.86,13.83,0.27,220041.32,3.61
844241.26,13.84,0.27,219481.18,3.6
844292.79,13.84,0.27,219443.76,3.6
844299.0,13.84,0.27,220816.52,3.62
844453.26,13.85,0.28,220815.93,3.62
844510.49,13.85,0.28,220635.85,3.62
844340.56,13.85,0.28,220635.85,3.62
844340.56,13.85,0.28,220628.74,3.62
844183.37,13.84,0.28,220471.1,3.62
844234.9,13.85,0.28,220124.8,3.61
844444.67,13.85,0.28,220142.09,3.61
844496.2,13.85,0.29,219922.0,3.61
844328.11,13.85,0.28,219904.71,3.61
844494.01,13.85,0.29,219904.71,3.61
844545.54,13.86,0.29,219904.71,3.61
844313.97,13.85,0.29,220067.63,3.61
844479.87,13.86,0.29,219939.6,3.61
844248.31,13.86,0.29,219930.6,3.61
844299.84,13.86,0.29,219904.71,3.61
844351.37,13.86,0.29,221095.01,3.63
844402.9,13.86,0.3,221089.53,3.63
844413.68,13.86,0.3,221125.37,3.63
844363.68,13.86,0.3,221075.37,3.63
844363.68,13.86,0.3,220964.89,3.63
844377.72,13.86,0.3,221007.28,3.63
844543.62,13.87,0.3,221006.69,3.63
844595.15,13.87,0.3,221006.69,3.63
844646.68,13.87,0.31,221006.69,3.63
844698.21,13.88,0.31,221006.69,3.63
844749.74,13.88,0.31,221006.69,3.63
844801.27,13.88,0.31,221513.3,3.64
844852.8,13.88,0.32,221925.23,3.65
845007.07,13.89,0.32,222597.27,3.66
844775.5,13.88,0.32,222419.96,3.66
844929.77,13.89,0.32,222419.36,3.66
845090.08,13.89,0.33,222419.36,3.66
844920.16,13.89,0.32,222136.01,3.65
844920.16,13.89,0.32,222260.41,3.65
844750.23,13.89,0.32,222260.41,3.65
844801.76,13.89,0.32,222292.78,3.66
844853.29,13.89,0.33,222286.91,3.66
844904.82,13.9,0.33,222290.59,3.66
844678.84,13.89,0.33,222260.41,3.66
844730.37,13.9,0.33,222260.41,3.66
844781.9,13.9,0.33,223403.79,3.68
844833.43,13.9,0.34,223390.33,3.68
844833.43,13.9,0.34,223360.1,3.68
844833.43,13.9,0.34,223360.1,3.68
844993.75,13.91,0.34,223359.9,3.68
844757.77,13.9,0.34,223359.51,3.68
844809.3,13.91,0.34,223359.51,3.68
844809.3,13.91,0.34,223359.51,3.68
844963.56,13.91,0.34,223359.51,3.68
845123.88,13.91,0.35,223579.88,3.68
845175.41,13.92,0.35,223533.91,3.68
844939.43,13.91,0.35,223607.59,3.68
844990.96,13.92,0.35,223472.76,3.68
845042.49,13.92,0.35,223442.59,3.68
845059.92,13.92,0.35,223554.67,3.68
845225.82,13.92,0.36,225009.28,3.71
845456.68,13.93,0.36,225008.68,3.71
845220.16,13.92,0.36,225008.68,3.71
845271.69,13.93,0.36,225012.25,3.71
845108.5,13.93,0.36,224763.7,3.7
845160.03,13.93,0.36,224763.69,3.7
845329.43,13.93,0.37,224760.14,3.7
845380.96,13.93,0.37,224760.14,3.7
845282.8,13.93,0.37,224760.14,3.7
845443.12,13.94,0.37,225322.3,3.71
845494.65,13.94,0.37,225684.62,3.72
845546.18,13.94,0.38,225529.62,3.72
845597.71,13.95,0.38,225648.09,3.72
845751.97,13.95,0.38,225731.15,3.72
845656.01,13.95,0.38,225623.52,3.72
845707.54,13.95,0.38,225622.92,3.72
845861.8,13.95,0.39,225630.45,3.72
845601.87,13.95,0.39,225468.65,3.72
845441.95,13.95,0.38,225461.12,3.72
845441.95,13.95,0.38,225461.12,3.72
845461.89,13.95,0.38,225515.46,3.72
845513.42,13.95,0.39,225515.46,3.72
845424.34,13.95,0.39,226231.01,3.73
845475.87,13.95,0.39,226231.01,3.73
845527.4,13.96,0.39,226231.01,3.73
845687.71,13.96,0.39,226730.77,3.74
845598.63,13.96,0.39,226588.4,3.74
845598.63,13.96,0.39,226588.4,3.74
845752.9,13.96,0.4,226761.45,3.74
845752.9,13.96,0.4,226761.45,3.74
845492.97,13.96,0.39,227461.7,3.76
845544.5,13.96,0.4,227530.64,3.76
845596.03,13.97,0.4,227649.12,3.76
845647.56,13.97,0.4,227708.16,3.76
845801.82,13.97,0.41,227715.26,3.76
845962.14,13.98,0.41,227707.56,3.76
845967.76,13.98,0.41,227722.21,3.76
845967.76,13.98,0.41,227601.57,3.76
845731.78,13.97,0.41,227601.57,3.76
845471.85,13.97,0.4,227667.5,3.76
845681.62,13.97,0.41,227615.55,3.76
845615.41,13.97,0.41,227601.57,3.76
845666.94,13.98,0.41,227601.57,3.76
845457.71,13.97,0.41,228285.39,3.77
845300.52,13.97,0.41,228129.09,3.77
845469.92,13.98,0.41,227782.34,3.77
845469.92,13.98,0.41,227915.79,3.77
845521.45,13.98,0.41,227838.21,3.77
845521.45,13.98,0.41,228023.11,3.77
845572.98,13.98,0.41,228024.22,3.77
845634.44,13.98,0.42,229175.87,3.79
845480.68,13.98,0.41,228907.97,3.79
845532.21,13.98,0.42,228839.02,3.78
845692.53,13.99,0.42,228838.82,3.78
845692.53,13.99,0.42,228788.69,3.78
845692.53,13.99,0.42,228740.21,3.78
845744.06,13.99,0.42,228739.82,3.78
845795.59,13.99,0.43,228739.82,3.78
845949.86,14.0,0.43,228739.82,3.78
846001.39,14.0,0.43,228921.28,3.79
846052.92,14.0,0.44,229103.21,3.79
846104.45,14.0,0.44,229471.6,3.8
845868.47,14.0,0.44,229323.84,3.8
845920.0,14.0,0.44,229813.51,3.8
846080.31,14.01,0.44,229784.74,3.8
845820.39,14.0,0.44,229926.75,3.81
845871.92,14.01,0.44,230101.72,3.81
845635.94,14.0,0.44,230025.53,3.81
845635.94,14.0,0.44,230111.81,3.81
845318.86,14.0,0.43,229794.49,3.81
845370.39,14.0,0.44,229794.26,3.81
845421.92,14.01,0.44,229793.89,3.81
845421.92,14.01,0.44,229786.7,3.81
845576.18,14.01,0.44,229786.7,3.81
845742.09,14.01,0.45,229786.7,3.81
845482.16,14.01,0.44,229828.85,3.81
845533.69,14.01,0.45,229792.45,3.81
845585.22,14.02,0.45,229786.7,3.81
845636.75,14.02,0.45,229786.7,3.81
845791.01,14.02,0.46,231283.54,3.83
845842.54,14.02,0.46,231283.32,3.83
845708.47,14.02,0.46,230897.52,3.83
845708.47,14.02,0.46,230872.16,3.83
845760.0,14.03,0.46,230871.79,3.83
845760.0,14.03,0.46,230899.19,3.83
845811.53,14.03,0.46,230899.19,3.83
845551.6,14.03,0.46,230790.63,3.83
845711.92,14.03,0.46,230790.63,3.83
845622.83,14.03,0.46,230790.63,3.83
845625.64,14.03,0.46,230796.33,3.83
845779.9,14.03,0.47,231069.47,3.83
845831.43,14.04,0.47,231321.87,3.84
845571.51,14.03,0.47,230981.93,3.83
845623.04,14.03,0.47,231313.68,3.84
845674.57,14.04,0.47,231968.72,3.85
845726.1,14.04,0.47,232015.56,3.85
845777.63,14.04,0.48,232125.32,3.85
845931.89,14.05,0.48,232133.92,3.85
845785.93,14.04,0.48,231976.28,3.85
845616.0,14.04,0.48,232404.46,3.86
845776.32,14.05,0.48,232500.28,3.86
845687.23,14.05,0.48,232385.19,3.86
845856.63,14.05,0.48,232384.59,3.86
845908.16,14.05,0.49,232384.59,3.86
845693.1,14.05,0.48,232384.59,3.86
845744.63,14.05,0.49,232398.6,3.86
845761.47,14.05,0.49,232512.39,3.86
845921.79,14.06,0.49,232508.41,3.86
845685.81,14.05,0.49,232504.68,3.86
845916.67,14.06,0.49,232838.17,3.87
846076.99,14.06,0.5,232871.97,3.87
846128.52,14.06,0.5,233084.93,3.87
845892.54,14.06,0.5,232891.46,3.87
845892.54,14.06,0.5,232892.33,3.87
845892.54,14.06,0.5,233003.76,3.87
846058.44,14.07,0.5,234059.75,3.89
846109.97,14.07,0.5,234059.52,3.89
846109.97,14.07,0.5,234032.31,3.89
845956.21,14.07,0.5,233723.18,3.89
845734.65,14.06,0.5,233534.64,3.88
845786.18,14.07,0.5,233534.27,3.88
845837.71,14.07,0.5,233534.27,3.88
846003.61,14.07,0.51,233534.27,3.88
845772.04,14.07,0.5,233624.68,3.89
845941.44,14.07,0.51,233557.63,3.89
845961.68,14.07,0.51,233579.79,3.89
845954.83,14.08,0.51,233556.43,3.89
846109.1,14.08,0.51,233556.43,3.89
846109.1,14.08,0.51,233603.7,3.89
846269.42,14.08,0.52,234851.88,3.91
846011.2,14.08,0.51,234615.7,3.9
845798.44,14.08,0.51,234457.92,3.9
845952.7,14.08,0.51,234870.6,3.91
846004.23,14.08,0.52,234870.37,3.91
846055.76,14.09,0.52,234870.0,3.91
845819.78,14.08,0.52,234536.24,3.91
845709.78,14.08,0.52,234426.24,3.9
845870.1,14.09,0.52,234426.24,3.9
845921.63,14.09,0.52,234426.24,3.9
845973.16,14.09,0.52,234426.24,3.9
846024.69,14.09,0.53,234426.24,3.91
846076.22,14.1,0.53,235513.22,3.92
846127.75,14.1,0.53,235932.46,3.93
846179.28,14.1,0.54,235932.23,3.93
846179.28,14.1,0.54,235892.64,3.93
845943.3,14.1,0.53,235696.82,3.93
845994.83,14.1,0.54,235696.45,3.93
846155.15,14.11,0.54,235696.45,3.93
845919.17,14.1,0.54,235696.45,3.93
845919.17,14.1,0.54,235743.32,3.93
846073.9,14.11,0.54,235818.2,3.93
846125.43,14.11,0.54,235861.83,3.93
846125.43,14.11,0.54,235858.84,3.93
845865.5,14.11,0.54,235836.86,3.93
845605.58,14.1,0.54,235556.1,3.93
845759.84,14.11,0.54,235590.81,3.93
845519.45,14.1,0.54,235437.6,3.93
845679.76,14.11,0.54,236668.91,3.95
845443.78,14.1,0.54,236735.69,3.95
845335.12,14.1,0.54,236735.38,3.95
845438.19,14.11,0.54,236636.8,3.95
845598.5,14.11,0.54,236636.59,3.95
845650.03,14.11,0.55,236636.2,3.95
845701.56,14.12,0.55,236636.2,3.95
845489.99,14.11,0.55,236377.0,3.95
845644.25,14.12,0.55,236377.0,3.95
845695.78,14.12,0.55,236558.46,3.95
845435.86,14.12,0.55,236408.19,3.95
845419.1,14.12,0.55,236377.0,3.95
845470.63,14.12,0.55,236377.0,3.95
845470.63,14.12,0.55,236372.7,3.95
845324.52,14.12,0.55,236215.06,3.94
845484.84,14.12,0.55,237291.38,3.96
845484.84,14.12,0.55,237291.81,3.96
845536.37,14.12,0.56,237648.65,3.97
845587.9,14.13,0.56,237302.35,3.96
845639.43,14.13,0.56,237082.26,3.96
845430.2,14.13,0.56,236606.05,3.95
845341.12,14.13,0.56,236896.5,3.96
845501.44,14.13,0.56,236896.5,3.96
845732.29,14.13,0.57,236896.5,3.96
845886.56,14.14,0.57,236902.08,3.96
845650.04,14.14,0.57,236901.33,3.96
845480.11,14.13,0.57,236896.5,3.96
845244.13,14.13,0.56,236896.5,3.96
845244.13,14.13,0.56,236896.62,3.96
845413.52,14.13,0.57,236914.15,3.96
845413.52,14.13,0.57,236883.89,3.96
845465.05,14.14,0.57,236910.19,3.96
845366.89,14.14,0.57,236897.17,3.96
845418.42,14.14,0.57,236967.42,3.96
845418.42,14.14,0.57,237002.34,3.96
845469.96,14.14,0.58,237232.79,3.97
845521.49,14.14,0.58,237988.72,3.98
845521.49,14.14,0.58,237987.71,3.98
845690.88,14.15,0.58,237987.12,3.98
845742.41,14.15,0.58,237987.12,3.98
845735.56,14.15,0.59,237987.12,3.98
845889.83,14.16,0.59,238022.42,3.98
846050.15,14.16,0.59,238013.7,3.98
846050.15,14.16,0.59,238188.85,3.99
845814.17,14.16,0.59,238169.15,3.99
845814.17,14.16,0.59,238363.14,3.99
845865.7,14.16,0.59,238356.26,3.99
845607.48,14.16,0.59,238958.15,4.0
845659.01,14.16,0.59,239056.47,4.0
845819.33,14.16,0.6,239080.63,4.0
845583.35,14.16,0.59,238802.72,4.0
845743.67,14.16,0.6,238802.51,4.0
845897.93,14.17,0.6,238802.12,4.0
845949.46,14.17,0.6,239377.5,4.01
846000.99,14.17,0.61,239377.5,4.01
845741.07,14.17,0.6,239303.3,4.01
845481.14,14.17,0.6,239364.47,4.01
845392.06,14.17,0.6,239326.41,4.01
845601.82,14.17,0.6,239303.3,4.01
845601.82,14.17,0.6,239296.52,4.01
845653.35,14.17,0.61,239296.52,4.01
845674.44,14.17,0.61,239840.24,4.02
845872.72,14.18,0.61,239618.87,4.02
846033.04,14.18,0.62,239717.94,4.02
845820.27,14.18,0.61,239624.2,4.02
845871.8,14.18,0.61,240214.88,4.03
845871.8,14.18,0.61,240314.45,4.03
845635.82,14.18,0.61,240930.1,4.04
845796.14,14.18,0.62,240929.89,4.04
845509.62,14.18,0.61,240595.33,4.03
845509.62,14.18,0.61,240575.21,4.03
845561.15,14.18,0.61,240574.82,4.03
845569.87,14.18,0.61,240602.18,4.04
845333.89,14.18,0.61,240602.18,4.04
845385.42,14.18,0.61,240602.18,4.04
845545.73,14.18,0.62,240687.48,4.04
845398.99,14.18,0.62,240490.35,4.03
845450.52,14.19,0.62,240525.2,4.04
845214.54,14.18,0.62,240440.5,4.03
845266.07,14.19,0.62,240504.54,4.04
845266.07,14.19,0.62,240375.02,4.03
845266.07,14.19,0.62,240575.03,4.04
845317.6,14.19,0.62,240801.88,4.04
845369.13,14.19,0.63,241546.0,4.05
845529.44,14.2,0.63,241517.23,4.05
845580.97,14.2,0.63,241692.2,4.06
845491.89,14.2,0.63,241762.41,4.06
845646.16,14.2,0.64,241854.38,4.06
845697.69,14.2,0.64,241963.95,4.06
845749.22,14.21,0.64,242082.42,4.07
845579.29,14.2,0.64,242009.67,4.07
845769.31,14.21,0.64,242031.34,4.07
845769.31,14.21,0.64,241986.87,4.07
845732.16,14.21,0.64,242143.2,4.07
845886.42,14.21,0.65,242235.18,4.07
846046.74,14.22,0.65,242342.74,4.07
845810.76,14.21,0.65,242314.83,4.07
845862.29,14.22,0.65,242314.6,4.07
846022.61,14.22,0.65,242314.23,4.07
845796.63,14.22,0.65,242349.93,4.07
845848.16,14.22,0.65,242341.94,4.07
845588.23,14.22,0.65,242087.8,4.07
845754.13,14.22,0.65,242067.01,4.07
845532.57,14.22,0.65,242290.16,4.07
845698.47,14.22,0.66,242135.8,4.07
845852.74,14.23,0.66,242089.73,4.07
845644.2,14.22,0.66,241850.11,4.07
845695.73,14.23,0.66,241917.7,4.07
845695.73,14.23,0.66,241874.85,4.07
845525.8,14.22,0.66,242955.09,4.09
845294.24,14.22,0.65,242778.69,4.08
845454.56,14.23,0.66,242749.93,4.08
845506.09,14.23,0.66,242789.5,4.09
845704.36,14.23,0.67,243043.17,4.09
845724.01,14.23,0.67,243096.74,4.09
845430.07,14.23,0.66,243042.63,4.09
845481.6,14.23,0.67,243042.4,4.09
845533.13,14.23,0.67,243042.03,4.09
845584.66,14.24,0.67,243042.03,4.09
845636.19,14.24,0.67,243042.03,4.09
845687.72,14.24,0.68,243042.03,4.09
845739.25,14.25,0.68,243042.03,4.09
845722.5,14.25,0.68,242969.05,4.09
845882.82,14.25,0.68,244037.43,4.11
845673.59,14.25,0.68,243877.1,4.11
845584.51,14.25,0.68,243780.65,4.11
845753.9,14.25,0.68,243444.0,4.1
845747.06,14.25,0.68,244417.08,4.12
845747.06,14.25,0.68,244423.97,4.12
845901.32,14.25,0.69,244515.94,4.12
845901.32,14.25,0.69,244693.7,4.12
845901.32,14.25,0.69,244643.98,4.12
845693.11,14.25,0.69,244457.61,4.12
845744.64,14.25,0.69,244567.17,4.12
845904.96,14.26,0.69,244566.96,4.12
845919.29,14.26,0.69,244631.48,4.12
845749.36,14.26,0.69,244558.73,4.12
845800.89,14.26,0.69,244558.34,4.12
845852.42,14.26,0.7,244558.34,4.12
845903.95,14.26,0.7,244558.34,4.12
845955.48,14.27,0.7,244558.34,4.12
845866.4,14.27,0.7,244857.7,4.13
846032.3,14.27,0.7,245095.0,4.13
846032.3,14.27,0.7,245276.11,4.14
845889.14,14.27,0.7,245118.48,4.13
845746.28,14.27,0.7,244977.98,4.13
845657.48,14.27,0.7,244703.58,4.13
845817.8,14.27,0.7,244687.5,4.13
845869.33,14.27,0.71,245248.85,4.14
845633.35,14.27,0.7,245862.54,4.15
845420.58,14.27,0.7,245523.24,4.14
845472.11,14.27,0.7,245523.01,4.14
