ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ae15-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_nodes,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ae15-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ae15-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpu_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ae15-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-total_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ae15-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-arrived_gpu_milli
855,3348,3061300,6212,3061300
855,3348,3061300,6212,3061300
855,3348,3061670,6212,3061670
855,3348,3062480,6212,3062480
856,3356,3063290,6212,3063290
856,3356,3064100,6212,3064100
856,3356,3064570,6212,3064570
856,3356,3065040,6212,3065040
856,3356,3066040,6212,3066040
856,3356,3066510,6212,3066510
856,3356,3066740,6212,3066740
856,3356,3067060,6212,3067060
856,3356,3067530,6212,3067530
856,3356,3068180,6212,3068180
856,3356,3068650,6212,3068650
856,3356,3069650,6212,3069650
856,3356,3070460,6212,3070460
856,3356,3070780,6212,3070780
857,3364,3071780,6212,3071780
857,3364,3072780,6212,3072780
857,3364,3073780,6212,3073780
857,3364,3074250,6212,3074250
857,3364,3074900,6212,3074900
857,3364,3075900,6212,3075900
857,3364,3076220,6212,3076220
857,3364,3077220,6212,3077220
857,3364,3078220,6212,3078220
858,3372,3078690,6212,3078690
858,3372,3079160,6212,3079160
858,3372,3080160,6212,3080160
858,3372,3081160,6212,3081160
858,3372,3082160,6212,3082160
858,3372,3083160,6212,3083160
858,3372,3084160,6212,3084160
858,3372,3084530,6212,3084530
858,3372,3085530,6212,3085530
858,3372,3086530,6212,3086530
859,3380,3087530,6212,3087530
859,3380,3088000,6212,3088000
859,3380,3089000,6212,3089000
859,3380,3089810,6212,3089810
859,3380,3090810,6212,3090810
859,3380,3091130,6212,3091130
859,3380,3091130,6212,3091130
859,3380,3092130,6212,3092130
859,3380,3092780,6212,3092780
860,3388,3093100,6212,3093100
860,3388,3094100,6212,3094100
860,3388,3094570,6212,3094570
860,3388,3095570,6212,3095570
860,3388,3096570,6212,3096570
860,3388,3096920,6212,3096920
860,3388,3097290,6212,3097290
860,3388,3097290,6212,3097290
860,3388,3098290,6212,3098290
860,3388,3099290,6212,3099290
860,3388,3100290,6212,3100290
861,3396,3101290,6212,3101290
861,3396,3102100,6212,3102100
861,3396,3103100,6212,3103100
861,3396,3104100,6212,3104100
861,3396,3105100,6212,3105100
861,3396,3105910,6212,3105910
861,3396,3106910,6212,3106910
861,3396,3106910,6212,3106910
861,3396,3107910,6212,3107910
862,3404,3108910,6212,3108910
862,3404,3109910,6212,3109910
862,3404,3110020,6212,3110020
862,3404,3110250,6212,3110250
862,3404,3111250,6212,3111250
862,3404,3112250,6212,3112250
862,3404,3113250,6212,3113250
862,3404,3114250,6212,3114250
862,3404,3114710,6212,3114710
862,3404,3115710,6212,3115710
863,3412,3116710,6212,3116710
863,3412,3117710,6212,3117710
863,3412,3118710,6212,3118710
863,3412,3119710,6212,3119710
863,3412,3120520,6212,3120520
863,3412,3121520,6212,3121520
863,3412,3122330,6212,3122330
863,3412,3123330,6212,3123330
864,3420,3124330,6212,3124330
864,3420,3124650,6212,3124650
864,3420,3124970,6212,3124970
864,3420,3125440,6212,3125440
864,3420,3126440,6212,3126440
864,3420,3127250,6212,3127250
864,3420,3127570,6212,3127570
864,3420,3128040,6212,3128040
864,3420,3128150,6212,3128150
864,3420,3128380,6212,3128380
864,3420,3128610,6212,3128610
864,3420,3129610,6212,3129610
864,3420,3130260,6212,3130260
864,3420,3131260,6212,3131260
865,3428,3132260,6212,3132260
865,3428,3133260,6212,3133260
865,3428,3134260,6212,3134260
865,3428,3134580,6212,3134580
865,3428,3135580,6212,3135580
865,3428,3136580,6212,3136580
865,3428,3137050,6212,3137050
865,3428,3137860,6212,3137860
865,3428,3138860,6212,3138860
866,3436,3139670,6212,3139670
866,3436,3140480,6212,3140480
866,3436,3141480,6212,3141480
866,3436,3142480,6212,3142480
866,3436,3143480,6212,3143480
866,3436,3143800,6212,3143800
866,3436,3144120,6212,3144120
866,3436,3145120,6212,3145120
866,3436,3145590,6212,3145590
867,3444,3145810,6212,3145810
868,3452,3146810,6212,3146810
868,3452,3147180,6212,3147180
868,3452,3147500,6212,3147500
868,3452,3147970,6212,3147970
868,3452,3148780,6212,3148780
868,3452,3149780,6212,3149780
868,3452,3150780,6212,3150780
868,3452,3151780,6212,3151780
868,3452,3152240,6212,3152240
868,3452,3153240,6212,3153240
868,3452,3153710,6212,3153710
868,3452,3153710,6212,3153710
868,3452,3154030,6212,3154030
868,3452,3155030,6212,3155030
868,3452,3156030,6212,3156030
868,3452,3157030,6212,3157030
868,3452,3158030,6212,3158030
868,3452,3159030,6212,3159030
868,3452,3160030,6212,3160030
868,3452,3160500,6212,3160500
869,3460,3161500,6212,3161500
869,3460,3162500,6212,3162500
869,3460,3163500,6212,3163500
869,3460,3164500,6212,3164500
869,3460,3165500,6212,3165500
869,3460,3166500,6212,3166500
869,3460,3167500,6212,3167500
869,3460,3168310,6212,3168310
870,3468,3169310,6212,3169310
870,3468,3170310,6212,3170310
870,3468,3170780,6212,3170780
870,3468,3171590,6212,3171590
870,3468,3172590,6212,3172590
870,3468,3173590,6212,3173590
870,3468,3174060,6212,3174060
870,3468,3175060,6212,3175060
870,3468,3176060,6212,3176060
871,3476,3177060,6212,3177060
871,3476,3178060,6212,3178060
871,3476,3178650,6212,3178650
871,3476,3179460,6212,3179460
871,3476,3180460,6212,3180460
871,3476,3180460,6212,3180460
871,3476,3180690,6212,3180690
871,3476,3181690,6212,3181690
871,3476,3182690,6212,3182690
871,3476,3183690,6212,3183690
872,3484,3184500,6212,3184500
872,3484,3185500,6212,3185500
872,3484,3185970,6212,3185970
872,3484,3186780,6212,3186780
872,3484,3187780,6212,3187780
872,3484,3188780,6212,3188780
872,3484,3189780,6212,3189780
873,3492,3190780,6212,3190780
873,3492,3191780,6212,3191780
873,3492,3192780,6212,3192780
873,3492,3192780,6212,3192780
873,3492,3193780,6212,3193780
873,3492,3194780,6212,3194780
873,3492,3195780,6212,3195780
873,3492,3195780,6212,3195780
873,3492,3196590,6212,3196590
873,3492,3197590,6212,3197590
873,3492,3198590,6212,3198590
874,3500,3199590,6212,3199590
874,3500,3200060,6212,3200060
874,3500,3201060,6212,3201060
874,3500,3201530,6212,3201530
874,3500,3202530,6212,3202530
874,3500,3203530,6212,3203530
874,3500,3204530,6212,3204530
874,3500,3205000,6212,3205000
875,3508,3206000,6212,3206000
875,3508,3206810,6212,3206810
875,3508,3207620,6212,3207620
875,3508,3208620,6212,3208620
875,3508,3208620,6212,3208620
875,3508,3209090,6212,3209090
875,3508,3210090,6212,3210090
875,3508,3210900,6212,3210900
875,3508,3211900,6212,3211900
876,3516,3219900,6212,3219900
876,3516,3219900,6212,3219900
876,3516,3219900,6212,3219900
877,3524,3220370,6212,3220370
877,3524,3222370,6212,3222370
877,3524,3223180,6212,3223180
877,3524,3223400,6212,3223400
877,3524,3224400,6212,3224400
877,3524,3225400,6212,3225400
877,3524,3226400,6212,3226400
877,3524,3227210,6212,3227210
878,3532,3228210,6212,3228210
878,3532,3229210,6212,3229210
878,3532,3230020,6212,3230020
878,3532,3230250,6212,3230250
878,3532,3231250,6212,3231250
878,3532,3232250,6212,3232250
878,3532,3232710,6212,3232710
878,3532,3233710,6212,3233710
878,3532,3234520,6212,3234520
879,3540,3235520,6212,3235520
879,3540,3235520,6212,3235520
879,3540,3235750,6212,3235750
879,3540,3236560,6212,3236560
879,3540,3237210,6212,3237210
879,3540,3237670,6212,3237670
879,3540,3237670,6212,3237670
879,3540,3238670,6212,3238670
879,3540,3239670,6212,3239670
879,3540,3240670,6212,3240670
879,3540,3241670,6212,3241670
879,3540,3242670,6212,3242670
880,3548,3243670,6212,3243670
880,3548,3244670,6212,3244670
880,3548,3245670,6212,3245670
880,3548,3245670,6212,3245670
880,3548,3246480,6212,3246480
880,3548,3247480,6212,3247480
880,3548,3248480,6212,3248480
880,3548,3249480,6212,3249480
880,3548,3250290,6212,3250290
881,3556,3251290,6212,3251290
882,3564,3259290,6212,3259290
882,3564,3260100,6212,3260100
882,3564,3260910,6212,3260910
882,3564,3261380,6212,3261380
882,3564,3262380,6212,3262380
882,3564,3263190,6212,3263190
882,3564,3263190,6212,3263190
882,3564,3264190,6212,3264190
882,3564,3265000,6212,3265000
883,3572,3265810,6212,3265810
883,3572,3266280,6212,3266280
883,3572,3266750,6212,3266750
883,3572,3267750,6212,3267750
883,3572,3268400,6212,3268400
883,3572,3269400,6212,3269400
883,3572,3270210,6212,3270210
883,3572,3271210,6212,3271210
883,3572,3272210,6212,3272210
883,3572,3273210,6212,3273210
883,3572,3273680,6212,3273680
883,3572,3274000,6212,3274000
884,3580,3275000,6212,3275000
884,3580,3275810,6212,3275810
884,3580,3276620,6212,3276620
884,3580,3277620,6212,3277620
884,3580,3278620,6212,3278620
884,3580,3278620,6212,3278620
884,3580,3278940,6212,3278940
884,3580,3279410,6212,3279410
884,3580,3280410,6212,3280410
884,3580,3280640,6212,3280640
884,3580,3280640,6212,3280640
885,3588,3281640,6212,3281640
885,3588,3282450,6212,3282450
885,3588,3282450,6212,3282450
885,3588,3283260,6212,3283260
885,3588,3284260,6212,3284260
885,3588,3285070,6212,3285070
885,3588,3286070,6212,3286070
885,3588,3286880,6212,3286880
885,3588,3287690,6212,3287690
885,3588,3288160,6212,3288160
886,3596,3288480,6212,3288480
886,3596,3289130,6212,3289130
886,3596,3290130,6212,3290130
886,3596,3291130,6212,3291130
886,3596,3292130,6212,3292130
886,3596,3293130,6212,3293130
886,3596,3294130,6212,3294130
886,3596,3295130,6212,3295130
886,3596,3296130,6212,3296130
887,3604,3297130,6212,3297130
887,3604,3297500,6212,3297500
887,3604,3298150,6212,3298150
887,3604,3298380,6212,3298380
887,3604,3299190,6212,3299190
887,3604,3300000,6212,3300000
887,3604,3301000,6212,3301000
887,3604,3302000,6212,3302000
887,3604,3302810,6212,3302810
887,3604,3302810,6212,3302810
888,3612,3303810,6212,3303810
888,3612,3304130,6212,3304130
888,3612,3305130,6212,3305130
888,3612,3305940,6212,3305940
888,3612,3306940,6212,3306940
888,3612,3307940,6212,3307940
888,3612,3308940,6212,3308940
888,3612,3309750,6212,3309750
888,3612,3310220,6212,3310220
888,3612,3311220,6212,3311220
889,3620,3312220,6212,3312220
889,3620,3313220,6212,3313220
889,3620,3314220,6212,3314220
889,3620,3315220,6212,3315220
889,3620,3316030,6212,3316030
889,3620,3316680,6212,3316680
889,3620,3317680,6212,3317680
889,3620,3318680,6212,3318680
890,3628,3319680,6212,3319680
890,3628,3320490,6212,3320490
890,3628,3321490,6212,3321490
890,3628,3322300,6212,3322300
890,3628,3323300,6212,3323300
890,3628,3324300,6212,3324300
890,3628,3325300,6212,3325300
890,3628,3326300,6212,3326300
891,3636,3327110,6212,3327110
891,3636,3327430,6212,3327430
891,3636,3327430,6212,3327430
891,3636,3328240,6212,3328240
891,3636,3328710,6212,3328710
891,3636,3329710,6212,3329710
891,3636,3330180,6212,3330180
891,3636,3331180,6212,3331180
891,3636,3331650,6212,3331650
891,3636,3332460,6212,3332460
891,3636,3332930,6212,3332930
891,3636,3333930,6212,3333930
892,3644,3334400,6212,3334400
892,3644,3335400,6212,3335400
892,3644,3335630,6212,3335630
892,3644,3336630,6212,3336630
892,3644,3337100,6212,3337100
892,3644,3337420,6212,3337420
892,3644,3338230,6212,3338230
892,3644,3338700,6212,3338700
892,3644,3339700,6212,3339700
892,3644,3340700,6212,3340700
892,3644,3340860,6212,3340860
892,3644,3341860,6212,3341860
893,3652,3342860,6212,3342860
893,3652,3343860,6212,3343860
893,3652,3344860,6212,3344860
893,3652,3345860,6212,3345860
893,3652,3345860,6212,3345860
893,3652,3346860,6212,3346860
893,3652,3346860,6212,3346860
894,3660,3347860,6212,3347860
894,3660,3348180,6212,3348180
894,3660,3349180,6212,3349180
894,3660,3350180,6212,3350180
894,3660,3351180,6212,3351180
894,3660,3352180,6212,3352180
894,3660,3352650,6212,3352650
894,3660,3353460,6212,3353460
894,3660,3354460,6212,3354460
895,3668,3354930,6212,3354930
895,3668,3355740,6212,3355740
895,3668,3356740,6212,3356740
895,3668,3356970,6212,3356970
895,3668,3357560,6212,3357560
895,3668,3358020,6212,3358020
895,3668,3358490,6212,3358490
895,3668,3359300,6212,3359300
895,3668,3360300,6212,3360300
895,3668,3361300,6212,3361300
895,3668,3361670,6212,3361670
895,3668,3362480,6212,3362480
895,3668,3362950,6212,3362950
896,3676,3363950,6212,3363950
896,3676,3364950,6212,3364950
896,3676,3365760,6212,3365760
896,3676,3366570,6212,3366570
896,3676,3366890,6212,3366890
896,3676,3367700,6212,3367700
896,3676,3368510,6212,3368510
896,3676,3369510,6212,3369510
897,3684,3370510,6212,3370510
897,3684,3371510,6212,3371510
897,3684,3371980,6212,3371980
897,3684,3372980,6212,3372980
897,3684,3373980,6212,3373980
897,3684,3374630,6212,3374630
897,3684,3375630,6212,3375630
897,3684,3376440,6212,3376440
897,3684,3376910,6212,3376910
898,3692,3377560,6212,3377560
898,3692,3378370,6212,3378370
898,3692,3379370,6212,3379370
898,3692,3379840,6212,3379840
898,3692,3380650,6212,3380650
898,3692,3381650,6212,3381650
898,3692,3382650,6212,3382650
898,3692,3383650,6212,3383650
898,3692,3384650,6212,3384650
898,3692,3384650,6212,3384650
899,3700,3385650,6212,3385650
899,3700,3385650,6212,3385650
899,3700,3386650,6212,3386650
899,3700,3387650,6212,3387650
899,3700,3388650,6212,3388650
899,3700,3389650,6212,3389650
899,3700,3390650,6212,3390650
899,3700,3391650,6212,3391650
899,3700,3392650,6212,3392650
900,3708,3393460,6212,3393460
900,3708,3393460,6212,3393460
900,3708,3394460,6212,3394460
900,3708,3395460,6212,3395460
900,3708,3396270,6212,3396270
900,3708,3397080,6212,3397080
900,3708,3398080,6212,3398080
900,3708,3398550,6212,3398550
900,3708,3399550,6212,3399550
901,3716,3400360,6212,3400360
901,3716,3401360,6212,3401360
901,3716,3402360,6212,3402360
901,3716,3403360,6212,3403360
901,3716,3404360,6212,3404360
901,3716,3405360,6212,3405360
901,3716,3405360,6212,3405360
901,3716,3405360,6212,3405360
901,3716,3406360,6212,3406360
901,3716,3407360,6212,3407360
902,3724,3408360,6212,3408360
902,3724,3408830,6212,3408830
902,3724,3409300,6212,3409300
902,3724,3410300,6212,3410300
902,3724,3410770,6212,3410770
902,3724,3411580,6212,3411580
902,3724,3412580,6212,3412580
902,3724,3412900,6212,3412900
902,3724,3413900,6212,3413900
903,3732,3417900,6212,3417900
903,3732,3417900,6212,3417900
903,3732,3418900,6212,3418900
903,3732,3419220,6212,3419220
903,3732,3419540,6212,3419540
903,3732,3420540,6212,3420540
903,3732,3421000,6212,3421000
903,3732,3421810,6212,3421810
903,3732,3422460,6212,3422460
904,3740,3423460,6212,3423460
904,3740,3424460,6212,3424460
904,3740,3425460,6212,3425460
904,3740,3425680,6212,3425680
904,3740,3426490,6212,3426490
904,3740,3427490,6212,3427490
904,3740,3427490,6212,3427490
904,3740,3428490,6212,3428490
904,3740,3429490,6212,3429490
904,3740,3429960,6212,3429960
904,3740,3430430,6212,3430430
905,3748,3431080,6212,3431080
905,3748,3431450,6212,3431450
905,3748,3432450,6212,3432450
905,3748,3433450,6212,3433450
905,3748,3434000,6212,3434000
905,3748,3435000,6212,3435000
905,3748,3435470,6212,3435470
905,3748,3436470,6212,3436470
905,3748,3437470,6212,3437470
906,3756,3438470,6212,3438470
906,3756,3439470,6212,3439470
906,3756,3440470,6212,3440470
906,3756,3441470,6212,3441470
906,3756,3441470,6212,3441470
906,3756,3442470,6212,3442470
906,3756,3443280,6212,3443280
906,3756,3443390,6212,3443390
906,3756,3443980,6212,3443980
906,3756,3444980,6212,3444980
906,3756,3444980,6212,3444980
907,3764,3445980,6212,3445980
907,3764,3446450,6212,3446450
907,3764,3447450,6212,3447450
907,3764,3447770,6212,3447770
907,3764,3448770,6212,3448770
907,3764,3449360,6212,3449360
907,3764,3450360,6212,3450360
907,3764,3450830,6212,3450830
907,3764,3451830,6212,3451830
907,3764,3452300,6212,3452300
908,3772,3453300,6212,3453300
908,3772,3453620,6212,3453620
908,3772,3454430,6212,3454430
908,3772,3455240,6212,3455240
908,3772,3456050,6212,3456050
908,3772,3456860,6212,3456860
908,3772,3457860,6212,3457860
908,3772,3458860,6212,3458860
908,3772,3459860,6212,3459860
908,3772,3460330,6212,3460330
909,3780,3461330,6212,3461330
909,3780,3461800,6212,3461800
910,3788,3462030,6212,3462030
910,3788,3463030,6212,3463030
910,3788,3463620,6212,3463620
910,3788,3464270,6212,3464270
910,3788,3465270,6212,3465270
910,3788,3466080,6212,3466080
910,3788,3466890,6212,3466890
910,3788,3467890,6212,3467890
910,3788,3468890,6212,3468890
911,3796,3469700,6212,3469700
911,3796,3470700,6212,3470700
911,3796,3471700,6212,3471700
911,3796,3472700,6212,3472700
911,3796,3473700,6212,3473700
911,3796,3474700,6212,3474700
911,3796,3475700,6212,3475700
911,3796,3476700,6212,3476700
911,3796,3477250,6212,3477250
911,3796,3478250,6212,3478250
911,3796,3478570,6212,3478570
911,3796,3479380,6212,3479380
911,3796,3480190,6212,3480190
911,3796,3481190,6212,3481190
911,3796,3481660,6212,3481660
911,3796,3482660,6212,3482660
911,3796,3483130,6212,3483130
911,3796,3483680,6212,3483680
912,3804,3484680,6212,3484680
912,3804,3485490,6212,3485490
912,3804,3486490,6212,3486490
912,3804,3487490,6212,3487490
912,3804,3488140,6212,3488140
912,3804,3489140,6212,3489140
912,3804,3490140,6212,3490140
912,3804,3490370,6212,3490370
912,3804,3491370,6212,3491370
912,3804,3491600,6212,3491600
913,3812,3492600,6212,3492600
913,3812,3493600,6212,3493600
913,3812,3494600,6212,3494600
913,3812,3495600,6212,3495600
913,3812,3495600,6212,3495600
913,3812,3496600,6212,3496600
913,3812,3497600,6212,3497600
913,3812,3498070,6212,3498070
913,3812,3499070,6212,3499070
914,3820,3499880,6212,3499880
914,3820,3500200,6212,3500200
914,3820,3500200,6212,3500200
914,3820,3500680,6212,3500680
914,3820,3501140,6212,3501140
914,3820,3502140,6212,3502140
914,3820,3502790,6212,3502790
914,3820,3503790,6212,3503790
914,3820,3504600,6212,3504600
915,3828,3512600,6212,3512600
915,3828,3513600,6212,3513600
915,3828,3513930,6212,3513930
915,3828,3514740,6212,3514740
916,3836,3515550,6212,3515550
916,3836,3515550,6212,3515550
916,3836,3516360,6212,3516360
916,3836,3517360,6212,3517360
916,3836,3517830,6212,3517830
916,3836,3518830,6212,3518830
916,3836,3519830,6212,3519830
916,3836,3520830,6212,3520830
916,3836,3521830,6212,3521830
916,3836,3522830,6212,3522830
917,3844,3523830,6212,3523830
917,3844,3524150,6212,3524150
917,3844,3525150,6212,3525150
917,3844,3526150,6212,3526150
917,3844,3526960,6212,3526960
917,3844,3527960,6212,3527960
917,3844,3528960,6212,3528960
917,3844,3529770,6212,3529770
918,3852,3530770,6212,3530770
918,3852,3530990,6212,3530990
918,3852,3531310,6212,3531310
918,3852,3532310,6212,3532310
918,3852,3533310,6212,3533310
918,3852,3534310,6212,3534310
918,3852,3535310,6212,3535310
918,3852,3536310,6212,3536310
918,3852,3537310,6212,3537310
919,3860,3538310,6212,3538310
919,3860,3539310,6212,3539310
919,3860,3539780,6212,3539780
919,3860,3540780,6212,3540780
919,3860,3541780,6212,3541780
919,3860,3541890,6212,3541890
919,3860,3542890,6212,3542890
919,3860,3543890,6212,3543890
919,3860,3544700,6212,3544700
919,3860,3544860,6212,3544860
920,3868,3545860,6212,3545860
920,3868,3546860,6212,3546860
920,3868,3547330,6212,3547330
920,3868,3548330,6212,3548330
920,3868,3549330,6212,3549330
920,3868,3550330,6212,3550330
920,3868,3550650,6212,3550650
920,3868,3551650,6212,3551650
920,3868,3551810,6212,3551810
920,3868,3552810,6212,3552810
920,3868,3553280,6212,3553280
921,3876,3553750,6212,3553750
921,3876,3554750,6212,3554750
921,3876,3555750,6212,3555750
921,3876,3556750,6212,3556750
921,3876,3557750,6212,3557750
921,3876,3558560,6212,3558560
921,3876,3559560,6212,3559560
921,3876,3560560,6212,3560560
921,3876,3560880,6212,3560880
922,3884,3561880,6212,3561880
922,3884,3562350,6212,3562350
922,3884,3563350,6212,3563350
922,3884,3564350,6212,3564350
922,3884,3565000,6212,3565000
922,3884,3566000,6212,3566000
923,3892,3567000,6212,3567000
923,3892,3568000,6212,3568000
923,3892,3569000,6212,3569000
923,3892,3569470,6212,3569470
923,3892,3570470,6212,3570470
923,3892,3571470,6212,3571470
923,3892,3572470,6212,3572470
924,3900,3573470,6212,3573470
924,3900,3573940,6212,3573940
924,3900,3574940,6212,3574940
924,3900,3575940,6212,3575940
924,3900,3576940,6212,3576940
924,3900,3577410,6212,3577410
924,3900,3578410,6212,3578410
924,3900,3579410,6212,3579410
925,3908,3580410,6212,3580410
925,3908,3581410,6212,3581410
925,3908,3581730,6212,3581730
925,3908,3582730,6212,3582730
925,3908,3583730,6212,3583730
925,3908,3584730,6212,3584730
925,3908,3585540,6212,3585540
925,3908,3586350,6212,3586350
