ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ae15-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_nodes,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ae15-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ae15-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpu_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ae15-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-total_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ae15-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-arrived_gpu_milli
1007,4564,4200430,6212,4200430
1007,4564,4201430,6212,4201430
1007,4564,4201750,6212,4201750
1007,4564,4202560,6212,4202560
1008,4572,4203560,6212,4203560
1008,4572,4204560,6212,4204560
1008,4572,4205370,6212,4205370
1008,4572,4206370,6212,4206370
1008,4572,4206840,6212,4206840
1008,4572,4207310,6212,4207310
1008,4572,4208310,6212,4208310
1008,4572,4208540,6212,4208540
1008,4572,4209540,6212,4209540
1008,4572,4210540,6212,4210540
1009,4580,4211540,6212,4211540
1009,4580,4212540,6212,4212540
1009,4580,4212700,6212,4212700
1009,4580,4213350,6212,4213350
1009,4580,4214350,6212,4214350
1009,4580,4214830,6212,4214830
1009,4580,4214830,6212,4214830
1009,4580,4215830,6212,4215830
1009,4580,4216830,6212,4216830
1009,4580,4217830,6212,4217830
1009,4580,4218060,6212,4218060
1009,4580,4218390,6212,4218390
1009,4580,4218870,6212,4218870
1009,4580,4219870,6212,4219870
1009,4580,4220100,6212,4220100
1009,4580,4220570,6212,4220570
1009,4580,4221040,6212,4221040
1009,4580,4222040,6212,4222040
1009,4580,4223040,6212,4223040
1009,4580,4223270,6212,4223270
1009,4580,4224270,6212,4224270
1009,4580,4225270,6212,4225270
1009,4580,4225500,6212,4225500
1010,4588,4226310,6212,4226310
1010,4588,4226780,6212,4226780
1010,4588,4227430,6212,4227430
1010,4588,4228430,6212,4228430
1010,4588,4229430,6212,4229430
1010,4588,4229900,6212,4229900
1010,4588,4230900,6212,4230900
1010,4588,4231900,6212,4231900
1010,4588,4232900,6212,4232900
1011,4596,4233710,6212,4233710
1011,4596,4234190,6212,4234190
1012,4604,4234560,6212,4234560
1012,4604,4234560,6212,4234560
1012,4604,4235210,6212,4235210
1012,4604,4236210,6212,4236210
1012,4604,4237020,6212,4237020
1012,4604,4238020,6212,4238020
1012,4604,4238570,6212,4238570
1012,4604,4239120,6212,4239120
1012,4604,4240120,6212,4240120
1012,4604,4240590,6212,4240590
1012,4604,4241400,6212,4241400
1012,4604,4241870,6212,4241870
1012,4604,4242870,6212,4242870
1012,4604,4243340,6212,4243340
1012,4604,4243340,6212,4243340
1012,4604,4243710,6212,4243710
1012,4604,4244710,6212,4244710
1012,4604,4245710,6212,4245710
1012,4604,4246710,6212,4246710
1012,4604,4247710,6212,4247710
1013,4612,4248710,6212,4248710
1013,4612,4249710,6212,4249710
1013,4612,4250710,6212,4250710
1013,4612,4251710,6212,4251710
1013,4612,4252710,6212,4252710
1013,4612,4253710,6212,4253710
1013,4612,4254180,6212,4254180
1014,4620,4255180,6212,4255180
1014,4620,4255400,6212,4255400
1014,4620,4256400,6212,4256400
1014,4620,4257400,6212,4257400
1014,4620,4258400,6212,4258400
1014,4620,4259400,6212,4259400
1014,4620,4259720,6212,4259720
1014,4620,4260720,6212,4260720
1014,4620,4261370,6212,4261370
1014,4620,4262370,6212,4262370
1014,4620,4263370,6212,4263370
1015,4628,4264370,6212,4264370
1015,4628,4265180,6212,4265180
1015,4628,4265650,6212,4265650
1015,4628,4266300,6212,4266300
1015,4628,4267300,6212,4267300
1015,4628,4268300,6212,4268300
1015,4628,4269110,6212,4269110
1015,4628,4269570,6212,4269570
1015,4628,4270570,6212,4270570
1016,4636,4271380,6212,4271380
1016,4636,4271850,6212,4271850
1016,4636,4272850,6212,4272850
1016,4636,4273850,6212,4273850
1016,4636,4274850,6212,4274850
1016,4636,4275850,6212,4275850
1016,4636,4276850,6212,4276850
1016,4636,4277660,6212,4277660
1016,4636,4278660,6212,4278660
1017,4644,4279470,6212,4279470
1017,4644,4279940,6212,4279940
1017,4644,4280590,6212,4280590
1017,4644,4281060,6212,4281060
1017,4644,4282060,6212,4282060
1017,4644,4283060,6212,4283060
1017,4644,4284060,6212,4284060
1017,4644,4285060,6212,4285060
1018,4652,4286060,6212,4286060
1018,4652,4286380,6212,4286380
1018,4652,4287380,6212,4287380
1018,4652,4288380,6212,4288380
1018,4652,4289380,6212,4289380
1018,4652,4289850,6212,4289850
1018,4652,4290850,6212,4290850
1018,4652,4291320,6212,4291320
1019,4660,4299320,6212,4299320
1019,4660,4300130,6212,4300130
1020,4668,4300600,6212,4300600
1020,4668,4301600,6212,4301600
1020,4668,4302600,6212,4302600
1020,4668,4302830,6212,4302830
1020,4668,4303300,6212,4303300
1020,4668,4304300,6212,4304300
1020,4668,4304300,6212,4304300
1020,4668,4305300,6212,4305300
1020,4668,4306300,6212,4306300
1020,4668,4307300,6212,4307300
1020,4668,4307620,6212,4307620
1020,4668,4308270,6212,4308270
1021,4676,4309270,6212,4309270
1021,4676,4309270,6212,4309270
1021,4676,4309590,6212,4309590
1021,4676,4310590,6212,4310590
1021,4676,4311590,6212,4311590
1021,4676,4312590,6212,4312590
1021,4676,4313590,6212,4313590
1021,4676,4314590,6212,4314590
1021,4676,4315060,6212,4315060
1021,4676,4315290,6212,4315290
1021,4676,4316100,6212,4316100
1021,4676,4316580,6212,4316580
1022,4684,4317580,6212,4317580
1022,4684,4318580,6212,4318580
1022,4684,4319580,6212,4319580
1022,4684,4320580,6212,4320580
1022,4684,4320580,6212,4320580
1022,4684,4321580,6212,4321580
1022,4684,4322580,6212,4322580
1022,4684,4323050,6212,4323050
1023,4692,4324050,6212,4324050
1023,4692,4324860,6212,4324860
1023,4692,4325860,6212,4325860
1023,4692,4326860,6212,4326860
1023,4692,4327860,6212,4327860
1023,4692,4328670,6212,4328670
1023,4692,4329670,6212,4329670
1023,4692,4330480,6212,4330480
1023,4692,4331480,6212,4331480
1023,4692,4331800,6212,4331800
1024,4700,4332800,6212,4332800
1024,4700,4333800,6212,4333800
1024,4700,4334800,6212,4334800
1024,4700,4335800,6212,4335800
1024,4700,4336450,6212,4336450
1024,4700,4337450,6212,4337450
1024,4700,4338450,6212,4338450
1024,4700,4339450,6212,4339450
1025,4708,4340450,6212,4340450
1025,4708,4341450,6212,4341450
1025,4708,4342450,6212,4342450
1025,4708,4343450,6212,4343450
1025,4708,4344450,6212,4344450
1025,4708,4345450,6212,4345450
1025,4708,4346450,6212,4346450
1025,4708,4347450,6212,4347450
1025,4708,4347770,6212,4347770
1025,4708,4347880,6212,4347880
1026,4716,4348880,6212,4348880
1026,4716,4349200,6212,4349200
1026,4716,4350010,6212,4350010
1026,4716,4351010,6212,4351010
1026,4716,4352010,6212,4352010
1026,4716,4353010,6212,4353010
1026,4716,4353820,6212,4353820
1026,4716,4354820,6212,4354820
1026,4716,4355470,6212,4355470
1027,4724,4356470,6212,4356470
1027,4724,4357120,6212,4357120
1027,4724,4357930,6212,4357930
1027,4724,4358250,6212,4358250
1027,4724,4359060,6212,4359060
1027,4724,4360060,6212,4360060
1027,4724,4360530,6212,4360530
1027,4724,4361530,6212,4361530
1027,4724,4362000,6212,4362000
1027,4724,4363000,6212,4363000
1028,4732,4371000,6212,4371000
1029,4740,4371220,6212,4371220
1030,4748,4372220,6212,4372220
1030,4748,4372440,6212,4372440
1030,4748,4372910,6212,4372910
1030,4748,4373910,6212,4373910
1030,4748,4374910,6212,4374910
1030,4748,4375720,6212,4375720
1030,4748,4376720,6212,4376720
1030,4748,4377720,6212,4377720
1030,4748,4378720,6212,4378720
1030,4748,4379530,6212,4379530
1030,4748,4380530,6212,4380530
1030,4748,4381000,6212,4381000
1030,4748,4381320,6212,4381320
1030,4748,4382320,6212,4382320
1030,4748,4383130,6212,4383130
1030,4748,4383600,6212,4383600
1030,4748,4384600,6212,4384600
1030,4748,4385600,6212,4385600
1031,4756,4386410,6212,4386410
1031,4756,4387220,6212,4387220
1031,4756,4388220,6212,4388220
1031,4756,4389220,6212,4389220
1031,4756,4390220,6212,4390220
1031,4756,4391220,6212,4391220
1031,4756,4392220,6212,4392220
1031,4756,4393220,6212,4393220
1032,4764,4394220,6212,4394220
1032,4764,4395220,6212,4395220
1032,4764,4396030,6212,4396030
1032,4764,4397030,6212,4397030
1032,4764,4397500,6212,4397500
1032,4764,4398500,6212,4398500
1032,4764,4399150,6212,4399150
1032,4764,4400150,6212,4400150
1032,4764,4401150,6212,4401150
1033,4772,4402150,6212,4402150
1033,4772,4406150,6212,4406150
1033,4772,4407150,6212,4407150
1034,4780,4407620,6212,4407620
1034,4780,4408620,6212,4408620
1034,4780,4409430,6212,4409430
1035,4788,4417430,6212,4417430
1035,4788,4418430,6212,4418430
1035,4788,4419080,6212,4419080
1035,4788,4420080,6212,4420080
1035,4788,4421080,6212,4421080
1035,4788,4421080,6212,4421080
1035,4788,4421550,6212,4421550
1035,4788,4422020,6212,4422020
1036,4796,4422490,6212,4422490
1036,4796,4423040,6212,4423040
1036,4796,4423510,6212,4423510
1036,4796,4423510,6212,4423510
1036,4796,4424510,6212,4424510
1036,4796,4425510,6212,4425510
1036,4796,4426510,6212,4426510
1036,4796,4426980,6212,4426980
1036,4796,4427980,6212,4427980
1036,4796,4428790,6212,4428790
1036,4796,4429110,6212,4429110
1036,4796,4430110,6212,4430110
1037,4804,4431110,6212,4431110
1037,4804,4432110,6212,4432110
1037,4804,4432580,6212,4432580
1037,4804,4433580,6212,4433580
1037,4804,4434580,6212,4434580
1037,4804,4435580,6212,4435580
1037,4804,4436580,6212,4436580
1037,4804,4437050,6212,4437050
1037,4804,4437860,6212,4437860
1037,4804,4437860,6212,4437860
1038,4812,4438860,6212,4438860
1038,4812,4439090,6212,4439090
1038,4812,4439900,6212,4439900
1038,4812,4440900,6212,4440900
1038,4812,4441270,6212,4441270
1038,4812,4441740,6212,4441740
1038,4812,4442740,6212,4442740
1038,4812,4443740,6212,4443740
1038,4812,4444740,6212,4444740
1038,4812,4445330,6212,4445330
1039,4820,4446330,6212,4446330
1039,4820,4446800,6212,4446800
1039,4820,4446800,6212,4446800
1039,4820,4447800,6212,4447800
1039,4820,4448450,6212,4448450
1039,4820,4449450,6212,4449450
1040,4828,4457450,6212,4457450
1040,4828,4458450,6212,4458450
1040,4828,4458770,6212,4458770
1040,4828,4459580,6212,4459580
1040,4828,4461580,6212,4461580
1041,4836,4462580,6212,4462580
1041,4836,4463580,6212,4463580
1041,4836,4464390,6212,4464390
1041,4836,4465390,6212,4465390
1041,4836,4465860,6212,4465860
1041,4836,4465860,6212,4465860
1041,4836,4466860,6212,4466860
1041,4836,4467670,6212,4467670
1041,4836,4468220,6212,4468220
1041,4836,4469220,6212,4469220
1042,4844,4470220,6212,4470220
1042,4844,4471030,6212,4471030
1042,4844,4471350,6212,4471350
1042,4844,4472160,6212,4472160
1042,4844,4472320,6212,4472320
1042,4844,4473320,6212,4473320
1042,4844,4474320,6212,4474320
1042,4844,4475320,6212,4475320
1042,4844,4475970,6212,4475970
1042,4844,4476970,6212,4476970
1043,4852,4477970,6212,4477970
1043,4852,4478780,6212,4478780
1043,4852,4478780,6212,4478780
1043,4852,4479590,6212,4479590
1043,4852,4480060,6212,4480060
1043,4852,4480380,6212,4480380
1043,4852,4481380,6212,4481380
1043,4852,4482380,6212,4482380
1043,4852,4483380,6212,4483380
1043,4852,4484380,6212,4484380
1043,4852,4485380,6212,4485380
1044,4860,4486380,6212,4486380
1044,4860,4486850,6212,4486850
1044,4860,4487660,6212,4487660
1044,4860,4488130,6212,4488130
1044,4860,4488290,6212,4488290
1044,4860,4489290,6212,4489290
1044,4860,4490290,6212,4490290
1044,4860,4490760,6212,4490760
1044,4860,4491760,6212,4491760
1045,4868,4492760,6212,4492760
1045,4868,4493570,6212,4493570
1045,4868,4493730,6212,4493730
1045,4868,4494200,6212,4494200
1045,4868,4495010,6212,4495010
1045,4868,4495820,6212,4495820
1045,4868,4496820,6212,4496820
1045,4868,4497290,6212,4497290
1045,4868,4497940,6212,4497940
1046,4876,4505940,6212,4505940
1046,4876,4506940,6212,4506940
1046,4876,4507590,6212,4507590
1046,4876,4508070,6212,4508070
1046,4876,4508070,6212,4508070
1047,4884,4509070,6212,4509070
1047,4884,4510070,6212,4510070
1047,4884,4510420,6212,4510420
1047,4884,4511420,6212,4511420
1047,4884,4512420,6212,4512420
1047,4884,4512890,6212,4512890
1047,4884,4513890,6212,4513890
1047,4884,4514890,6212,4514890
1047,4884,4515890,6212,4515890
1047,4884,4516360,6212,4516360
1048,4892,4516820,6212,4516820
1048,4892,4517140,6212,4517140
1048,4892,4517460,6212,4517460
1048,4892,4518460,6212,4518460
1048,4892,4519270,6212,4519270
1048,4892,4520080,6212,4520080
1048,4892,4520730,6212,4520730
1048,4892,4521540,6212,4521540
1048,4892,4522540,6212,4522540
1048,4892,4523540,6212,4523540
1049,4900,4531540,6212,4531540
1049,4900,4532010,6212,4532010
1049,4900,4533010,6212,4533010
1050,4908,4533660,6212,4533660
1050,4908,4533980,6212,4533980
1050,4908,4533980,6212,4533980
1050,4908,4534980,6212,4534980
1050,4908,4535790,6212,4535790
1050,4908,4536790,6212,4536790
1050,4908,4537790,6212,4537790
1050,4908,4538600,6212,4538600
1050,4908,4539190,6212,4539190
1050,4908,4539660,6212,4539660
1051,4916,4540660,6212,4540660
1051,4916,4541660,6212,4541660
1051,4916,4541980,6212,4541980
1051,4916,4542300,6212,4542300
1051,4916,4543110,6212,4543110
1051,4916,4544110,6212,4544110
1051,4916,4545110,6212,4545110
1051,4916,4546110,6212,4546110
1051,4916,4546920,6212,4546920
1051,4916,4547730,6212,4547730
1052,4924,4548730,6212,4548730
1052,4924,4549730,6212,4549730
1052,4924,4550540,6212,4550540
1052,4924,4550540,6212,4550540
1052,4924,4551010,6212,4551010
1052,4924,4551820,6212,4551820
1052,4924,4552630,6212,4552630
1052,4924,4553440,6212,4553440
1052,4924,4553440,6212,4553440
1052,4924,4554440,6212,4554440
1052,4924,4555250,6212,4555250
1053,4932,4555720,6212,4555720
1053,4932,4556720,6212,4556720
1053,4932,4557190,6212,4557190
1053,4932,4557650,6212,4557650
1053,4932,4558650,6212,4558650
1053,4932,4558650,6212,4558650
1053,4932,4559120,6212,4559120
1053,4932,4560120,6212,4560120
1054,4940,4561120,6212,4561120
1054,4940,4561710,6212,4561710
1054,4940,4562710,6212,4562710
1054,4940,4563710,6212,4563710
1054,4940,4564710,6212,4564710
1054,4940,4565520,6212,4565520
1054,4940,4566520,6212,4566520
1054,4940,4567520,6212,4567520
1055,4948,4568520,6212,4568520
1055,4948,4569520,6212,4569520
1055,4948,4569520,6212,4569520
1055,4948,4570520,6212,4570520
1055,4948,4571330,6212,4571330
1055,4948,4571880,6212,4571880
1055,4948,4572350,6212,4572350
1055,4948,4573350,6212,4573350
1055,4948,4574350,6212,4574350
1055,4948,4574820,6212,4574820
1056,4956,4575820,6212,4575820
1056,4956,4576820,6212,4576820
1056,4956,4577820,6212,4577820
1056,4956,4578470,6212,4578470
1056,4956,4579470,6212,4579470
1056,4956,4580470,6212,4580470
1056,4956,4580790,6212,4580790
1056,4956,4581020,6212,4581020
1056,4956,4582020,6212,4582020
1056,4956,4583020,6212,4583020
1056,4956,4584020,6212,4584020
1056,4956,4585020,6212,4585020
1056,4956,4585830,6212,4585830
1057,4964,4586830,6212,4586830
1057,4964,4587830,6212,4587830
1057,4964,4588640,6212,4588640
1057,4964,4589640,6212,4589640
1057,4964,4590640,6212,4590640
1057,4964,4591450,6212,4591450
1057,4964,4592450,6212,4592450
1057,4964,4593450,6212,4593450
1057,4964,4593450,6212,4593450
1057,4964,4593560,6212,4593560
1058,4972,4594560,6212,4594560
1058,4972,4595560,6212,4595560
1058,4972,4596560,6212,4596560
1058,4972,4597560,6212,4597560
1058,4972,4598370,6212,4598370
1058,4972,4599370,6212,4599370
1058,4972,4600180,6212,4600180
1058,4972,4600650,6212,4600650
1059,4980,4601650,6212,4601650
1059,4980,4602650,6212,4602650
1059,4980,4603650,6212,4603650
1059,4980,4604650,6212,4604650
1059,4980,4604650,6212,4604650
1059,4980,4605300,6212,4605300
1059,4980,4605850,6212,4605850
1060,4988,4613850,6212,4613850
1060,4988,4614850,6212,4614850
1060,4988,4614850,6212,4614850
1060,4988,4615660,6212,4615660
1061,4996,4616660,6212,4616660
1061,4996,4617660,6212,4617660
1061,4996,4618470,6212,4618470
1061,4996,4618790,6212,4618790
1061,4996,4619790,6212,4619790
1061,4996,4620790,6212,4620790
1061,4996,4622790,6212,4622790
1061,4996,4623600,6212,4623600
1062,5004,4624600,6212,4624600
1062,5004,4625600,6212,4625600
1062,5004,4626600,6212,4626600
1062,5004,4627600,6212,4627600
1062,5004,4627830,6212,4627830
1062,5004,4628830,6212,4628830
1062,5004,4629300,6212,4629300
1062,5004,4630300,6212,4630300
1062,5004,4630520,6212,4630520
1062,5004,4630520,6212,4630520
1062,5004,4631520,6212,4631520
1062,5004,4631520,6212,4631520
1063,5012,4632520,6212,4632520
1063,5012,4633520,6212,4633520
1063,5012,4633520,6212,4633520
1063,5012,4633990,6212,4633990
1063,5012,4634310,6212,4634310
1063,5012,4635310,6212,4635310
1063,5012,4636310,6212,4636310
1063,5012,4637120,6212,4637120
1063,5012,4638120,6212,4638120
1063,5012,4638350,6212,4638350
1063,5012,4638820,6212,4638820
1063,5012,4639820,6212,4639820
1063,5012,4639820,6212,4639820
1063,5012,4640290,6212,4640290
1063,5012,4640290,6212,4640290
1064,5020,4641100,6212,4641100
1064,5020,4641260,6212,4641260
1064,5020,4642260,6212,4642260
1064,5020,4642420,6212,4642420
1064,5020,4643070,6212,4643070
1064,5020,4644070,6212,4644070
1064,5020,4644880,6212,4644880
1064,5020,4645690,6212,4645690
1064,5020,4646160,6212,4646160
1064,5020,4647160,6212,4647160
1064,5020,4648160,6212,4648160
1065,5028,4649160,6212,4649160
1065,5028,4650160,6212,4650160
1065,5028,4651160,6212,4651160
1065,5028,4652160,6212,4652160
1065,5028,4653160,6212,4653160
1065,5028,4654160,6212,4654160
1065,5028,4654630,6212,4654630
1065,5028,4655630,6212,4655630
1066,5036,4656630,6212,4656630
1066,5036,4657630,6212,4657630
1066,5036,4658440,6212,4658440
1066,5036,4658670,6212,4658670
1066,5036,4659670,6212,4659670
1066,5036,4660670,6212,4660670
1066,5036,4661670,6212,4661670
1066,5036,4662150,6212,4662150
1066,5036,4663150,6212,4663150
1066,5036,4664150,6212,4664150
1067,5044,4665150,6212,4665150
1067,5044,4666150,6212,4666150
1067,5044,4667150,6212,4667150
1067,5044,4667150,6212,4667150
1067,5044,4668150,6212,4668150
1067,5044,4668150,6212,4668150
1067,5044,4669150,6212,4669150
1067,5044,4670150,6212,4670150
1067,5044,4670620,6212,4670620
1067,5044,4671620,6212,4671620
1067,5044,4671620,6212,4671620
1067,5044,4672090,6212,4672090
1068,5052,4673090,6212,4673090
1068,5052,4673410,6212,4673410
1068,5052,4674410,6212,4674410
1068,5052,4675410,6212,4675410
1068,5052,4676410,6212,4676410
1068,5052,4676410,6212,4676410
1068,5052,4677220,6212,4677220
1068,5052,4678220,6212,4678220
1068,5052,4678540,6212,4678540
1068,5052,4679540,6212,4679540
1069,5060,4680540,6212,4680540
1069,5060,4680860,6212,4680860
1069,5060,4681860,6212,4681860
1069,5060,4682510,6212,4682510
1069,5060,4683320,6212,4683320
1069,5060,4684320,6212,4684320
1069,5060,4685130,6212,4685130
1069,5060,4685940,6212,4685940
1069,5060,4686940,6212,4686940
1070,5068,4687940,6212,4687940
1070,5068,4688940,6212,4688940
1070,5068,4689940,6212,4689940
1070,5068,4690750,6212,4690750
1070,5068,4691750,6212,4691750
1070,5068,4692750,6212,4692750
1070,5068,4693750,6212,4693750
1070,5068,4694750,6212,4694750
1071,5076,4695750,6212,4695750
1071,5076,4696750,6212,4696750
1071,5076,4697560,6212,4697560
1071,5076,4698370,6212,4698370
1071,5076,4699370,6212,4699370
1071,5076,4699530,6212,4699530
1071,5076,4700530,6212,4700530
1071,5076,4701530,6212,4701530
1071,5076,4702530,6212,4702530
1072,5084,4703530,6212,4703530
1072,5084,4704340,6212,4704340
1072,5084,4705340,6212,4705340
1072,5084,4706340,6212,4706340
1072,5084,4706930,6212,4706930
1072,5084,4707930,6212,4707930
1072,5084,4708400,6212,4708400
1072,5084,4709400,6212,4709400
1072,5084,4710210,6212,4710210
1073,5092,4711210,6212,4711210
1074,5100,4712210,6212,4712210
1074,5100,4713020,6212,4713020
1074,5100,4713830,6212,4713830
1074,5100,4714640,6212,4714640
1074,5100,4715110,6212,4715110
1074,5100,4716110,6212,4716110
1074,5100,4716110,6212,4716110
1074,5100,4717110,6212,4717110
1074,5100,4721110,6212,4721110
1074,5100,4722110,6212,4722110
1074,5100,4723110,6212,4723110
1074,5100,4723580,6212,4723580
1074,5100,4724580,6212,4724580
1074,5100,4725050,6212,4725050
1075,5108,4726050,6212,4726050
1075,5108,4726860,6212,4726860
1075,5108,4727860,6212,4727860
1075,5108,4728860,6212,4728860
1075,5108,4729670,6212,4729670
1075,5108,4730150,6212,4730150
1075,5108,4730960,6212,4730960
1075,5108,4731960,6212,4731960
1075,5108,4732770,6212,4732770
1075,5108,4733770,6212,4733770
1075,5108,4733990,6212,4733990
1076,5116,4734800,6212,4734800
1076,5116,4735270,6212,4735270
1076,5116,4736270,6212,4736270
1076,5116,4737270,6212,4737270
1076,5116,4738270,6212,4738270
1076,5116,4739270,6212,4739270
1076,5116,4740270,6212,4740270
1076,5116,4740590,6212,4740590
1076,5116,4741590,6212,4741590
1076,5116,4742590,6212,4742590
1077,5124,4743400,6212,4743400
1077,5124,4744400,6212,4744400
1077,5124,4745400,6212,4745400
1077,5124,4746210,6212,4746210
1077,5124,4747210,6212,4747210
1077,5124,4747860,6212,4747860
1077,5124,4748860,6212,4748860
1077,5124,4748860,6212,4748860
1077,5124,4749450,6212,4749450
1078,5132,4749920,6212,4749920
1078,5132,4750920,6212,4750920
1078,5132,4751150,6212,4751150
1078,5132,4751960,6212,4751960
1078,5132,4752960,6212,4752960
1078,5132,4753960,6212,4753960
1078,5132,4754430,6212,4754430
1078,5132,4755240,6212,4755240
1078,5132,4756240,6212,4756240
1078,5132,4756710,6212,4756710
1079,5140,4757710,6212,4757710
1079,5140,4758710,6212,4758710
1079,5140,4759710,6212,4759710
1079,5140,4760080,6212,4760080
1079,5140,4761080,6212,4761080
1079,5140,4762080,6212,4762080
1079,5140,4763080,6212,4763080
1079,5140,4763080,6212,4763080
1079,5140,4763890,6212,4763890
1079,5140,4764890,6212,4764890
1080,5148,4765700,6212,4765700
1080,5148,4766160,6212,4766160
1080,5148,4766480,6212,4766480
1080,5148,4767290,6212,4767290
1080,5148,4768290,6212,4768290
1080,5148,4769290,6212,4769290
1080,5148,4770290,6212,4770290
1080,5148,4770760,6212,4770760
1080,5148,4771760,6212,4771760
1080,5148,4771760,6212,4771760
1080,5148,4772760,6212,4772760
1081,5156,4773570,6212,4773570
1081,5156,4773680,6212,4773680
1081,5156,4773680,6212,4773680
1081,5156,4774230,6212,4774230
1081,5156,4775230,6212,4775230
1081,5156,4776040,6212,4776040
1081,5156,4777040,6212,4777040
1081,5156,4778040,6212,4778040
1081,5156,4778510,6212,4778510
1081,5156,4779510,6212,4779510
1081,5156,4779980,6212,4779980
1082,5164,4780980,6212,4780980
1082,5164,4781140,6212,4781140
1082,5164,4782140,6212,4782140
1082,5164,4783140,6212,4783140
1082,5164,4783370,6212,4783370
1082,5164,4784370,6212,4784370
1082,5164,4784740,6212,4784740
1082,5164,4785740,6212,4785740
1082,5164,4786060,6212,4786060
1082,5164,4787060,6212,4787060
1082,5164,4788060,6212,4788060
1083,5172,4788530,6212,4788530
1083,5172,4789340,6212,4789340
1083,5172,4790150,6212,4790150
1083,5172,4790370,6212,4790370
1083,5172,4791370,6212,4791370
1083,5172,4792370,6212,4792370
1083,5172,4793020,6212,4793020
1083,5172,4794020,6212,4794020
1083,5172,4794490,6212,4794490
1083,5172,4794650,6212,4794650
1083,5172,4795650,6212,4795650
1084,5180,4796650,6212,4796650
1084,5180,4797650,6212,4797650
1084,5180,4798650,6212,4798650
1084,5180,4799650,6212,4799650
1084,5180,4800650,6212,4800650
1084,5180,4801650,6212,4801650
1084,5180,4802120,6212,4802120
1084,5180,4803120,6212,4803120
1084,5180,4804120,6212,4804120
1084,5180,4804350,6212,4804350
1085,5188,4805350,6212,4805350
1085,5188,4806350,6212,4806350
1085,5188,4807350,6212,4807350
1085,5188,4808350,6212,4808350
1085,5188,4808820,6212,4808820
1085,5188,4809630,6212,4809630
1085,5188,4810630,6212,4810630
1085,5188,4811630,6212,4811630
1086,5196,4812630,6212,4812630
1086,5196,4813630,6212,4813630
1086,5196,4814630,6212,4814630
1086,5196,4815630,6212,4815630
1086,5196,4816440,6212,4816440
1086,5196,4816440,6212,4816440
1086,5196,4817440,6212,4817440
1086,5196,4818440,6212,4818440
1086,5196,4819440,6212,4819440
1087,5204,4820440,6212,4820440
1087,5204,4820900,6212,4820900
1087,5204,4821900,6212,4821900
1087,5204,4822900,6212,4822900
1087,5204,4823710,6212,4823710
1087,5204,4824710,6212,4824710
1087,5204,4825180,6212,4825180
1087,5204,4826180,6212,4826180
1087,5204,4827180,6212,4827180
1087,5204,4827340,6212,4827340
1088,5212,4828340,6212,4828340
1088,5212,4829150,6212,4829150
1088,5212,4830150,6212,4830150
1088,5212,4831150,6212,4831150
1088,5212,4832150,6212,4832150
1088,5212,4832960,6212,4832960
1088,5212,4832960,6212,4832960
1088,5212,4833960,6212,4833960
1088,5212,4834960,6212,4834960
1089,5220,4835960,6212,4835960
1089,5220,4836960,6212,4836960
1089,5220,4837610,6212,4837610
1089,5220,4838610,6212,4838610
1089,5220,4839080,6212,4839080
1089,5220,4839560,6212,4839560
1089,5220,4840560,6212,4840560
1089,5220,4841560,6212,4841560
1089,5220,4842370,6212,4842370
1090,5228,4843370,6212,4843370
1090,5228,4844370,6212,4844370
1090,5228,4845370,6212,4845370
1090,5228,4846370,6212,4846370
1090,5228,4847370,6212,4847370
1090,5228,4847370,6212,4847370
1090,5228,4848180,6212,4848180
1090,5228,4848410,6212,4848410
1090,5228,4849220,6212,4849220
1090,5228,4850220,6212,4850220
1090,5228,4850680,6212,4850680
1091,5236,4851680,6212,4851680
1091,5236,4852680,6212,4852680
1091,5236,4853230,6212,4853230
1091,5236,4854230,6212,4854230
1091,5236,4854700,6212,4854700
1091,5236,4855020,6212,4855020
1091,5236,4856020,6212,4856020
1091,5236,4857020,6212,4857020
1092,5244,4858020,6212,4858020
1092,5244,4858830,6212,4858830
1092,5244,4859830,6212,4859830
1092,5244,4860150,6212,4860150
1092,5244,4861150,6212,4861150
1092,5244,4861150,6212,4861150
1092,5244,4861800,6212,4861800
1092,5244,4862800,6212,4862800
1092,5244,4863120,6212,4863120
1092,5244,4863280,6212,4863280
1092,5244,4863600,6212,4863600
1092,5244,4864600,6212,4864600
1092,5244,4864830,6212,4864830
1093,5252,4865300,6212,4865300
1093,5252,4865760,6212,4865760
1093,5252,4866760,6212,4866760
1093,5252,4867760,6212,4867760
1093,5252,4868570,6212,4868570
1093,5252,4869380,6212,4869380
1093,5252,4869700,6212,4869700
1093,5252,4870700,6212,4870700
1093,5252,4871700,6212,4871700
1093,5252,4872020,6212,4872020
