ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b3d0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b3d0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_ratio,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b3d0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_q124,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b3d0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b3d0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_ratio
1010289.1,36.02,9.93,389342.02,13.88
1010023.38,36.02,9.94,389400.97,13.89
1009757.66,36.02,9.94,389472.43,13.9
1009757.66,36.02,9.94,389472.43,13.9
1009491.94,36.03,9.94,389292.01,13.89
1009259.4,36.03,9.95,389294.09,13.9
1009149.62,36.03,9.94,389187.25,13.9
1009149.62,36.03,9.94,389187.25,13.9
1009149.62,36.03,9.94,389187.25,13.9
1009073.37,36.04,9.95,389226.1,13.9
1008808.81,36.04,9.96,389196.51,13.9
1008511.81,36.04,9.95,388838.56,13.89
1008304.6,36.03,9.94,388708.8,13.89
1008040.04,36.03,9.95,388747.56,13.9
1007963.79,36.04,9.96,388723.22,13.9
1007699.23,36.05,9.96,388682.3,13.9
1007626.47,36.05,9.97,388667.29,13.91
1007365.4,36.06,9.97,388660.2,13.91
1007365.4,36.06,9.97,388660.2,13.91
1007099.68,36.06,9.97,388821.54,13.92
1007099.68,36.06,9.97,388821.54,13.92
1007099.68,36.06,9.97,388874.12,13.92
1007100.61,36.06,9.97,388875.51,13.92
1007100.61,36.06,9.97,388875.51,13.92
1006803.61,36.05,9.97,388440.4,13.91
1006547.32,36.06,9.97,388404.15,13.91
1006547.32,36.06,9.97,388404.15,13.91
1006164.29,36.05,9.96,388397.11,13.92
1006164.29,36.05,9.96,388397.11,13.92
1005857.29,36.04,9.96,388225.05,13.91
1005582.15,36.05,9.96,388079.4,13.91
1005504.74,36.05,9.97,388617.97,13.93
1005427.32,36.06,9.98,388830.65,13.95
1005194.79,36.07,9.98,388835.11,13.95
1004930.23,36.07,9.98,388797.98,13.95
1005082.96,36.08,10.0,389518.64,13.98
1005082.96,36.08,10.0,389518.64,13.98
1005293.45,36.1,10.01,389523.15,13.99
1005028.89,36.1,10.01,389623.45,13.99
1004764.33,36.1,10.02,389676.18,14.0
1004764.33,36.1,10.02,389676.18,14.0
1004503.26,36.11,10.02,389667.8,14.01
1004237.54,36.11,10.02,389508.83,14.01
1004237.54,36.11,10.02,389508.83,14.01
1003854.52,36.1,10.02,389479.46,14.01
1004032.98,36.11,10.03,389539.75,14.01
1004032.98,36.11,10.03,389539.75,14.01
1003956.73,36.12,10.04,389491.65,14.01
1003691.01,36.13,10.04,389674.53,14.03
1003425.29,36.13,10.04,389481.32,14.02
1003192.75,36.13,10.05,389472.29,14.03
1003192.75,36.13,10.05,389472.29,14.03
1002928.2,36.14,10.05,389448.71,14.03
1002770.16,36.13,10.05,389297.21,14.03
1002770.16,36.13,10.05,389297.21,14.03
1002505.6,36.14,10.05,389403.99,14.04
1002659.49,36.15,10.06,389380.26,14.04
1002659.49,36.15,10.06,389380.26,14.04
1002659.49,36.15,10.06,389380.26,14.04
1002659.49,36.15,10.06,389380.26,14.04
1002670.06,36.15,10.06,389392.29,14.04
1002511.76,36.15,10.06,389272.77,14.04
1002309.95,36.14,10.06,389395.32,14.04
1002309.95,36.14,10.06,389395.32,14.04
1002045.4,36.15,10.06,389306.23,14.04
1002045.4,36.15,10.06,389306.23,14.04
1001672.37,36.14,10.05,389470.52,14.05
1001411.3,36.14,10.06,389463.02,14.06
1001338.54,36.15,10.06,389346.42,14.06
1001091.67,36.15,10.07,389901.56,14.08
1001091.67,36.15,10.07,389901.56,14.08
1001268.97,36.17,10.08,389854.97,14.08
1001072.84,36.17,10.09,389434.33,14.07
1000995.43,36.18,10.09,389442.05,14.08
1000641.27,36.18,10.09,389272.65,14.08
1000408.73,36.19,10.1,389274.73,14.08
1000408.73,36.19,10.1,389274.73,14.08
1000331.32,36.19,10.11,390948.86,14.14
1000287.09,36.2,10.12,390958.15,14.15
1000287.09,36.2,10.12,390958.15,14.15
999998.4,36.2,10.11,390490.14,14.13
999796.6,36.19,10.1,389882.28,14.11
999532.04,36.19,10.11,389847.83,14.12
999267.48,36.2,10.11,389972.0,14.13
999002.93,36.2,10.12,389956.44,14.13
999002.93,36.2,10.12,389956.44,14.13
998741.86,36.21,10.12,389879.88,14.13
998476.14,36.21,10.12,390130.85,14.15
998399.89,36.22,10.13,390110.23,14.15
998143.59,36.22,10.13,389911.23,14.15
998143.59,36.22,10.13,389911.23,14.15
998146.98,36.22,10.13,389924.23,14.15
997914.44,36.23,10.14,389926.32,14.15
997649.88,36.23,10.14,389891.5,14.16
997385.32,36.23,10.15,390084.34,14.17
997447.76,36.24,10.16,390061.82,14.17
997183.21,36.25,10.16,389901.06,14.17
997106.96,36.26,10.17,389945.06,14.18
997106.96,36.26,10.17,389945.06,14.18
997106.96,36.26,10.17,389945.06,14.18
996845.88,36.26,10.17,389920.35,14.18
996737.94,36.27,10.18,390819.65,14.22
996873.77,36.29,10.2,390682.07,14.22
996490.75,36.28,10.19,390746.59,14.23
996193.75,36.27,10.19,390711.32,14.23
996473.52,36.29,10.2,390701.21,14.23
996473.52,36.29,10.2,390701.21,14.23
996396.11,36.29,10.21,391016.43,14.24
996120.96,36.3,10.21,390907.45,14.24
996043.55,36.31,10.22,391072.91,14.25
996043.55,36.31,10.22,391072.91,14.25
995710.84,36.3,10.21,390581.71,14.24
995978.0,36.31,10.23,392230.42,14.3
995978.0,36.31,10.23,392230.42,14.3
995978.0,36.31,10.23,392230.42,14.3
995723.0,36.32,10.23,392221.04,14.31
995210.11,36.31,10.22,391710.72,14.29
995210.11,36.31,10.22,391710.72,14.29
995420.6,36.32,10.24,391715.68,14.29
995420.6,36.32,10.24,391715.68,14.29
995420.6,36.32,10.24,391715.68,14.29
995420.6,36.32,10.24,391715.68,14.29
995133.58,36.32,10.24,391740.43,14.3
995133.58,36.32,10.24,391740.43,14.3
995025.54,36.32,10.24,391638.93,14.3
994949.29,36.33,10.24,391618.28,14.3
994873.04,36.34,10.25,391600.87,14.3
994586.02,36.34,10.26,391584.53,14.31
994298.99,36.34,10.26,391549.36,14.31
993240.76,36.36,10.27,391532.97,14.33
993164.51,36.37,10.28,391578.26,14.34
992781.49,36.36,10.27,391546.6,14.34
992963.44,36.37,10.29,391530.4,14.34
992728.54,36.37,10.28,391785.28,14.35
992728.54,36.37,10.28,391785.28,14.35
992445.01,36.37,10.29,391785.07,14.36
992445.01,36.37,10.29,391785.07,14.36
992445.01,36.37,10.29,391785.07,14.36
992156.82,36.37,10.29,391919.58,14.37
991868.63,36.37,10.29,391812.0,14.37
992045.94,36.39,10.31,391791.84,14.37
991757.75,36.39,10.31,391749.11,14.37
991757.75,36.39,10.31,391749.11,14.37
991525.21,36.4,10.31,391745.26,14.38
991525.21,36.4,10.31,391745.26,14.38
991525.21,36.4,10.31,391745.26,14.38
991525.21,36.4,10.31,391745.26,14.38
991525.21,36.4,10.31,391697.66,14.38
991260.66,36.4,10.32,391669.58,14.38
991260.66,36.4,10.32,391669.58,14.38
991260.66,36.4,10.32,391718.52,14.38
990435.61,36.38,10.3,390924.85,14.36
990171.05,36.39,10.3,390982.8,14.37
989906.49,36.39,10.31,390962.08,14.37
989906.49,36.39,10.31,390962.08,14.37
989829.08,36.4,10.32,390814.79,14.37
989751.67,36.41,10.32,392329.39,14.43
989490.6,36.41,10.33,392308.36,14.44
989490.6,36.41,10.33,392259.41,14.43
989490.6,36.41,10.33,392259.41,14.43
989224.88,36.41,10.33,392521.74,14.45
988959.16,36.42,10.34,392288.2,14.45
988959.16,36.42,10.34,392288.2,14.45
988693.44,36.42,10.34,392217.83,14.45
988649.21,36.43,10.35,392227.12,14.45
988416.67,36.43,10.35,392229.2,14.46
988043.65,36.43,10.35,391750.44,14.44
988043.65,36.43,10.35,391750.44,14.44
987779.09,36.43,10.35,391720.86,14.45
987779.09,36.43,10.35,391772.24,14.45
987514.53,36.43,10.35,391799.74,14.46
987514.53,36.43,10.35,391799.74,14.46
987518.66,36.43,10.35,391808.32,14.46
987302.01,36.43,10.35,391490.94,14.44
986306.15,36.41,10.32,390493.49,14.41
986314.84,36.41,10.33,390578.12,14.42
986050.29,36.41,10.33,390556.75,14.42
986228.75,36.42,10.34,390531.76,14.42
986228.75,36.42,10.34,390531.76,14.42
986228.75,36.42,10.34,390531.76,14.42
985967.68,36.43,10.35,390687.27,14.43
985584.66,36.42,10.34,390671.25,14.44
985425.88,36.41,10.33,390512.75,14.43
985160.16,36.42,10.34,390488.52,14.44
985083.91,36.43,10.35,390534.02,14.44
985146.35,36.44,10.36,390508.73,14.44
985328.31,36.45,10.37,390485.22,14.45
985328.31,36.45,10.37,390479.0,14.45
985328.31,36.45,10.37,390479.0,14.45
985328.31,36.45,10.37,390479.0,14.45
985099.64,36.46,10.37,390408.28,14.45
984796.87,36.46,10.38,390311.78,14.45
984858.14,36.47,10.39,391103.1,14.48
984625.61,36.47,10.39,391099.25,14.49
984361.05,36.48,10.4,391070.87,14.49
984153.83,36.47,10.39,390500.78,14.47
984160.61,36.47,10.39,390512.9,14.47
984231.31,36.48,10.4,391938.13,14.53
983966.75,36.49,10.41,391975.34,14.54
983702.19,36.49,10.41,391954.67,14.54
983441.12,36.5,10.42,391936.04,14.54
983175.4,36.5,10.42,391923.37,14.55
983175.4,36.5,10.42,391923.37,14.55
983088.56,36.51,10.43,392053.01,14.56
982822.84,36.51,10.43,392085.29,14.57
982557.12,36.51,10.43,392042.68,14.57
982557.12,36.51,10.43,392042.68,14.57
982324.59,36.52,10.44,392037.31,14.57
982324.59,36.52,10.44,392000.56,14.57
982324.59,36.52,10.44,391993.2,14.57
982060.03,36.52,10.44,391965.27,14.58
982060.03,36.52,10.44,391965.27,14.58
981795.47,36.53,10.45,392030.48,14.59
981751.24,36.54,10.46,392039.77,14.59
981674.99,36.54,10.46,392019.15,14.59
981674.99,36.54,10.46,392019.15,14.59
981674.99,36.54,10.46,392019.15,14.59
981410.43,36.55,10.47,391953.04,14.6
981564.33,36.56,10.48,391971.08,14.6
981564.33,36.56,10.48,391971.08,14.6
981267.33,36.55,10.47,391393.27,14.58
981006.26,36.56,10.48,391883.79,14.6
980759.39,36.56,10.48,391600.02,14.6
980821.83,36.57,10.49,391576.69,14.6
980821.83,36.57,10.49,391576.69,14.6
980821.83,36.57,10.49,391576.69,14.6
980903.17,36.59,10.51,392033.87,14.62
980271.54,36.58,10.5,391346.83,14.6
979916.0,36.57,10.49,391315.46,14.61
979683.46,36.58,10.5,391317.55,14.61
979610.7,36.59,10.51,391301.93,14.61
979346.14,36.59,10.51,391267.23,14.62
979081.58,36.6,10.51,391371.71,14.63
979081.58,36.6,10.51,391371.71,14.63
978817.02,36.6,10.52,391267.66,14.63
978878.3,36.61,10.53,392028.2,14.66
978617.23,36.61,10.53,392037.44,14.67
978351.51,36.62,10.54,392285.34,14.68
978085.79,36.62,10.54,392073.99,14.68
978147.07,36.63,10.55,392298.87,14.69
977881.35,36.64,10.56,392227.94,14.69
977648.81,36.64,10.56,392228.22,14.7
977648.81,36.64,10.56,392228.22,14.7
977351.81,36.63,10.55,392764.71,14.72
977351.81,36.63,10.55,392764.71,14.72
977054.81,36.63,10.55,392019.67,14.7
977054.81,36.63,10.55,392019.67,14.7
976790.26,36.63,10.55,391994.65,14.7
976525.7,36.64,10.55,391982.55,14.71
976525.7,36.64,10.55,391982.55,14.71
976586.98,36.65,10.57,392638.62,14.73
976586.98,36.65,10.57,392638.62,14.73
976586.98,36.65,10.57,392622.06,14.73
976586.98,36.65,10.57,392670.23,14.74
976322.42,36.65,10.57,392689.91,14.74
976322.42,36.65,10.57,392689.91,14.74
976322.42,36.65,10.57,392689.91,14.74
976322.42,36.65,10.57,392689.91,14.74
976532.91,36.67,10.58,392694.42,14.74
976532.91,36.67,10.58,392694.42,14.74
976532.91,36.67,10.58,392694.42,14.74
976532.91,36.67,10.58,392646.26,14.74
976271.83,36.67,10.59,392628.1,14.75
976006.11,36.67,10.59,392802.13,14.76
975897.34,36.67,10.59,392693.63,14.76
975631.62,36.67,10.59,392556.56,14.76
975694.06,36.69,10.6,392522.92,14.76
975617.81,36.69,10.61,392583.12,14.77
975410.6,36.69,10.61,392633.56,14.77
975144.88,36.69,10.61,392574.58,14.77
975068.63,36.7,10.62,392557.29,14.78
974836.09,36.71,10.63,392552.47,14.78
974463.07,36.7,10.62,392522.08,14.78
974463.07,36.7,10.62,392573.53,14.78
974198.51,36.7,10.62,392545.61,14.79
973933.95,36.71,10.63,392684.52,14.8
973669.39,36.71,10.63,392593.51,14.8
973669.39,36.71,10.63,392593.51,14.8
973408.32,36.71,10.63,392719.41,14.81
973418.57,36.71,10.63,392763.21,14.81
973171.7,36.72,10.64,393066.8,14.83
973345.62,36.74,10.66,393243.32,14.84
973187.58,36.74,10.65,393091.82,14.84
972955.04,36.74,10.66,393088.39,14.84
972690.48,36.74,10.66,393059.08,14.85
971664.27,36.76,10.68,393062.16,14.87
971409.27,36.77,10.69,393057.22,14.88
971144.71,36.77,10.69,393226.35,14.89
970880.15,36.77,10.69,393175.43,14.89
970619.08,36.78,10.7,393078.69,14.89
969894.87,36.76,10.68,392400.19,14.87
969822.11,36.77,10.69,392380.09,14.88
969822.11,36.77,10.69,392425.33,14.88
969525.11,36.77,10.69,392020.61,14.87
969367.07,36.76,10.68,391867.58,14.86
969544.38,36.78,10.69,392420.71,14.88
969466.96,36.78,10.7,392706.82,14.9
969083.94,36.78,10.69,392218.12,14.88
969083.94,36.78,10.69,392218.12,14.88
969261.24,36.79,10.71,393486.26,14.94
969014.38,36.79,10.71,393658.28,14.95
969014.38,36.79,10.71,393613.04,14.95
968725.69,36.79,10.71,393417.74,14.94
968450.54,36.79,10.71,393452.22,14.95
968153.55,36.78,10.7,392992.43,14.93
968153.55,36.78,10.7,392992.43,14.93
967770.52,36.78,10.69,392759.4,14.93
968150.41,36.79,10.71,392759.64,14.93
967875.26,36.8,10.72,392507.07,14.92
967875.26,36.8,10.72,392470.6,14.92
967799.01,36.81,10.72,392441.56,14.92
967479.82,36.8,10.72,392122.3,14.91
967247.29,36.8,10.72,392116.93,14.92
967248.27,36.8,10.72,392160.22,14.92
967248.27,36.8,10.72,392212.64,14.92
966983.71,36.81,10.73,392184.78,14.93
966992.35,36.81,10.73,392196.76,14.93
966727.79,36.81,10.73,392290.52,14.94
966463.24,36.82,10.73,392310.61,14.94
966463.24,36.82,10.73,392310.61,14.94
966202.17,36.82,10.74,392191.09,14.95
966008.19,36.82,10.74,392239.55,14.95
966008.19,36.82,10.74,392239.55,14.95
965742.48,36.82,10.74,392449.27,14.96
965486.18,36.82,10.74,392295.79,14.96
965664.65,36.84,10.76,392271.18,14.96
965389.5,36.84,10.76,392196.52,14.97
965156.96,36.85,10.77,392191.49,14.97
964892.41,36.85,10.77,392164.21,14.98
964892.41,36.85,10.77,392164.21,14.98
964627.85,36.85,10.77,392213.5,14.99
964363.29,36.86,10.78,392174.86,14.99
964287.04,36.87,10.79,392165.6,14.99
964214.28,36.88,10.79,392150.59,15.0
963953.2,36.88,10.8,392131.15,15.0
963953.2,36.88,10.8,392131.15,15.0
963687.48,36.88,10.8,392429.24,15.02
963304.46,36.88,10.79,392524.32,15.03
963075.8,36.88,10.8,392292.91,15.02
963075.8,36.88,10.8,392292.91,15.02
963261.46,36.89,10.81,392205.12,15.02
962958.68,36.9,10.82,392122.22,15.02
962671.66,36.9,10.82,392140.39,15.03
962384.64,36.9,10.82,392120.17,15.04
962384.64,36.9,10.82,392120.17,15.04
962445.91,36.92,10.84,392100.1,15.04
962158.89,36.92,10.84,392086.52,15.04
962081.48,36.93,10.85,394058.38,15.12
961797.94,36.93,10.85,394042.66,15.13
961416.56,36.92,10.84,393597.56,15.12
961184.02,36.93,10.85,393592.74,15.12
961139.79,36.94,10.86,393602.03,15.13
960851.6,36.94,10.86,393601.87,15.13
960851.6,36.94,10.86,393601.87,15.13
960604.61,36.93,10.86,393438.64,15.13
960604.61,36.93,10.86,393438.64,15.13
960528.36,36.94,10.87,393418.02,15.13
960528.36,36.94,10.87,393418.02,15.13
960240.17,36.95,10.87,393523.66,15.14
959951.98,36.95,10.87,393402.36,15.14
959951.98,36.95,10.87,393402.36,15.14
960130.45,36.96,10.89,393380.58,15.14
959865.89,36.97,10.89,393352.79,15.15
959601.34,36.97,10.9,393348.57,15.15
959336.78,36.98,10.9,393508.39,15.17
958953.75,36.97,10.89,393555.29,15.17
958692.68,36.97,10.9,393391.29,15.17
958871.15,36.99,10.91,393348.04,15.17
958488.12,36.98,10.9,393341.14,15.17
958488.12,36.98,10.9,393341.14,15.17
958222.4,36.98,10.91,393662.97,15.19
957956.68,36.99,10.91,393406.92,15.19
957668.0,36.98,10.9,393055.91,15.18
957618.0,36.98,10.9,393005.91,15.18
957618.0,36.98,10.9,393005.91,15.18
957683.93,36.99,10.91,393476.83,15.2
957861.23,37.0,10.93,393505.41,15.2
957986.19,37.02,10.94,394635.28,15.25
957644.93,37.01,10.93,393110.85,15.19
957379.21,37.01,10.94,393028.77,15.19
957146.68,37.02,10.94,393033.23,15.2
956852.67,37.01,10.94,394195.76,15.25
957054.9,37.03,10.95,394397.31,15.26
957273.74,37.04,10.97,394395.76,15.26
957009.18,37.05,10.97,394372.55,15.27
957009.18,37.05,10.97,394372.55,15.27
956627.8,37.04,10.96,394345.75,15.27
956806.27,37.05,10.98,394408.23,15.27
956807.2,37.05,10.98,394409.79,15.27
956542.64,37.06,10.98,394506.96,15.28
956278.01,37.05,10.98,394518.4,15.29
956278.01,37.05,10.98,394518.4,15.29
956228.01,37.05,10.97,394468.4,15.28
955963.46,37.05,10.98,394559.24,15.29
955730.66,37.06,10.98,394507.49,15.3
955730.66,37.06,10.98,394507.49,15.3
955201.55,37.07,10.99,394437.69,15.31
955201.55,37.07,10.99,394437.69,15.31
954926.4,37.07,11.0,394501.85,15.31
954850.15,37.08,11.0,394459.88,15.32
954773.9,37.09,11.01,394438.08,15.32
954701.13,37.1,11.02,394418.68,15.33
954623.72,37.11,11.03,394970.93,15.35
954797.64,37.13,11.05,395499.01,15.38
954797.64,37.13,11.05,395499.01,15.38
954720.23,37.14,11.06,395827.8,15.4
954720.23,37.14,11.06,395827.8,15.4
954720.23,37.14,11.06,395827.8,15.4
954720.23,37.14,11.06,395827.8,15.4
955066.93,37.15,11.08,396145.4,15.41
954834.39,37.16,11.08,396149.86,15.42
954836.77,37.16,11.08,396145.56,15.42
954620.12,37.15,11.08,396126.39,15.42
954575.89,37.16,11.09,396135.68,15.42
954311.34,37.17,11.09,396098.6,15.43
954046.78,37.17,11.1,396181.93,15.44
953970.53,37.18,11.1,396161.31,15.44
953705.97,37.18,11.11,396123.74,15.44
953384.68,37.18,11.1,396380.47,15.46
953123.61,37.18,11.11,396325.49,15.46
953240.3,37.2,11.12,396345.7,15.47
953240.3,37.2,11.12,396345.7,15.47
953048.7,37.2,11.13,396759.84,15.49
952972.45,37.21,11.14,396741.24,15.49
953162.76,37.23,11.15,396717.64,15.49
953298.72,37.25,11.17,396986.65,15.51
953221.3,37.25,11.18,397463.39,15.53
952694.51,37.26,11.19,397381.3,15.54
952694.51,37.26,11.19,397381.3,15.54
952694.51,37.26,11.19,397381.3,15.54
952694.51,37.26,11.19,397381.3,15.54
952439.51,37.27,11.19,397389.61,15.55
951715.3,37.25,11.18,396622.53,15.53
951428.28,37.26,11.18,396586.13,15.53
951428.28,37.26,11.18,396586.13,15.53
951141.25,37.26,11.19,396613.78,15.54
950850.0,37.25,11.18,396135.74,15.52
950850.0,37.25,11.18,396135.74,15.52
950562.97,37.26,11.18,396117.43,15.53
950562.97,37.26,11.18,396117.43,15.53
950562.97,37.26,11.18,396117.43,15.53
950485.56,37.27,11.19,396108.05,15.53
950485.56,37.27,11.19,396108.05,15.53
950104.18,37.26,11.19,397158.08,15.57
949883.05,37.25,11.18,396810.15,15.56
950060.35,37.27,11.19,397106.07,15.58
950060.35,37.27,11.19,397106.07,15.58
950060.35,37.27,11.19,397106.07,15.58
947975.91,37.3,11.23,397048.74,15.62
948070.37,37.31,11.24,397048.16,15.63
947786.83,37.32,11.25,397030.28,15.63
947786.83,37.32,11.25,397030.28,15.63
947710.58,37.33,11.26,397006.12,15.64
947422.4,37.33,11.26,397093.24,15.65
947264.36,37.33,11.26,396940.72,15.64
947188.11,37.34,11.26,396931.62,15.65
947111.86,37.34,11.27,396975.62,15.65
946728.84,37.34,11.27,396610.97,15.64
946728.84,37.34,11.27,396610.97,15.64
946656.07,37.35,11.27,396587.01,15.65
946578.66,37.35,11.28,396569.3,15.65
946290.47,37.36,11.29,396571.9,15.66
946002.29,37.36,11.29,396466.69,15.66
945705.29,37.35,11.28,396942.91,15.68
945472.75,37.36,11.29,396938.09,15.68
945208.19,37.36,11.29,396910.24,15.69
945385.5,37.38,11.31,397040.44,15.7
945120.94,37.38,11.31,397128.29,15.71
945043.53,37.39,11.32,397680.77,15.73
944778.97,37.4,11.33,397623.4,15.74
944037.46,37.38,11.31,396924.76,15.72
944037.46,37.38,11.31,396924.76,15.72
943782.46,37.39,11.32,396930.34,15.72
943782.46,37.39,11.32,396930.34,15.72
943521.38,37.39,11.32,397003.19,15.73
943521.38,37.39,11.32,397003.19,15.73
943276.58,37.39,11.32,397175.88,15.74
943029.71,37.39,11.32,397824.61,15.77
943029.71,37.39,11.32,398015.84,15.78
943338.01,37.41,11.34,398018.99,15.78
943338.01,37.41,11.34,398018.99,15.78
943005.3,37.4,11.33,397988.07,15.78
943192.13,37.42,11.35,398046.78,15.79
942947.97,37.42,11.35,397368.58,15.77
942641.84,37.42,11.35,397270.07,15.77
942491.29,37.42,11.35,397227.58,15.77
942204.26,37.42,11.36,397205.83,15.78
942204.26,37.42,11.36,397205.83,15.78
942204.26,37.42,11.36,397205.83,15.78
941917.24,37.43,11.36,397189.87,15.78
941630.22,37.43,11.36,397201.99,15.79
941906.5,37.45,11.38,397181.04,15.79
941906.5,37.45,11.38,397181.04,15.79
941622.96,37.45,11.39,397164.77,15.8
941334.77,37.45,11.39,397247.12,15.81
941334.77,37.45,11.39,397247.12,15.81
941334.77,37.45,11.39,397247.12,15.81
941046.59,37.46,11.39,397193.9,15.81
940758.4,37.46,11.4,397148.9,15.81
940758.4,37.46,11.4,397148.9,15.81
940525.86,37.47,11.4,397150.99,15.82
940261.31,37.47,11.41,397117.47,15.83
939996.75,37.48,11.41,397112.07,15.83
939996.75,37.48,11.41,397112.07,15.83
939996.75,37.48,11.41,397112.07,15.83
939672.56,37.47,11.41,397207.72,15.84
939735.0,37.48,11.42,397109.18,15.84
939470.44,37.49,11.42,397124.68,15.85
939397.68,37.49,11.43,397377.45,15.86
939574.98,37.51,11.45,397341.44,15.86
939313.91,37.51,11.45,397337.94,15.87
938940.88,37.51,11.44,397241.98,15.87
939127.61,37.52,11.46,398975.34,15.94
939137.77,37.52,11.46,398977.48,15.94
939209.44,37.53,11.47,399123.44,15.95
938943.72,37.53,11.47,399264.15,15.96
938751.98,37.54,11.48,399452.6,15.97
938751.98,37.54,11.48,399452.6,15.97
938751.98,37.54,11.48,399452.6,15.97
938412.28,37.54,11.48,399090.96,15.97
938179.74,37.55,11.49,399093.05,15.97
937915.18,37.55,11.49,399063.46,15.98
937915.18,37.55,11.49,399063.46,15.98
937805.4,37.55,11.49,398956.13,15.97
937540.84,37.56,11.49,398969.49,15.98
937276.28,37.56,11.5,398972.6,15.99
937276.28,37.56,11.5,398972.6,15.99
937117.98,37.56,11.49,398819.6,15.98
937117.98,37.56,11.49,398819.6,15.98
937117.98,37.56,11.49,398819.6,15.98
937117.98,37.56,11.49,398819.6,15.98
936959.63,37.55,11.49,398666.06,15.98
936959.63,37.55,11.49,398666.06,15.98
936698.56,37.56,11.49,398907.08,15.99
936432.84,37.56,11.5,398761.25,15.99
936176.54,37.57,11.5,398875.71,16.01
935901.4,37.57,11.51,398619.77,16.0
935668.86,37.58,11.51,398615.54,16.01
935136.56,37.57,11.5,398097.0,15.99
935092.33,37.58,11.51,398106.29,16.0
934827.78,37.58,11.52,398078.68,16.0
934827.78,37.58,11.52,398078.68,16.0
934751.53,37.59,11.53,398058.06,16.01
934929.99,37.6,11.54,398036.29,16.01
934929.99,37.6,11.54,398036.29,16.01
934665.43,37.61,11.55,398118.85,16.02
934589.18,37.62,11.56,398164.14,16.03
934324.63,37.62,11.56,398126.56,16.03
934063.55,37.63,11.56,398186.96,16.04
933775.1,37.62,11.56,397963.43,16.03
933775.1,37.62,11.56,397963.43,16.03
933841.03,37.63,11.57,397941.25,16.04
933841.03,37.63,11.57,397941.25,16.04
933575.31,37.64,11.57,398182.46,16.05
933519.53,37.65,11.59,398170.87,16.06
933286.99,37.66,11.59,398165.5,16.07
933286.99,37.66,11.59,398165.5,16.07
933209.58,37.67,11.6,398137.92,16.07
933209.58,37.67,11.6,398137.92,16.07
933270.86,37.68,11.61,398147.72,16.07
933006.3,37.68,11.62,398120.96,16.08
933067.58,37.69,11.63,400259.83,16.17
932860.36,37.69,11.63,399853.89,16.16
932595.8,37.69,11.63,399891.25,16.16
932212.78,37.69,11.62,399479.31,16.15
932212.78,37.69,11.62,399479.31,16.15
931948.22,37.69,11.63,399444.8,16.15
931472.56,37.69,11.62,399084.31,16.15
931472.56,37.69,11.62,399084.31,16.15
931756.71,37.7,11.64,399074.48,16.15
931495.64,37.71,11.65,400040.46,16.19
931406.81,37.72,11.66,399466.26,16.18
931439.99,37.74,11.67,399745.68,16.2
931184.99,37.74,11.68,399753.98,16.2
930987.76,37.74,11.67,399802.05,16.21
930987.76,37.74,11.67,399802.05,16.21
930987.76,37.74,11.67,399802.05,16.21
930700.73,37.74,11.68,399779.49,16.21
930700.73,37.74,11.68,399779.49,16.21
930700.73,37.74,11.68,399779.49,16.21
930413.71,37.74,11.68,399761.62,16.22
930126.68,37.75,11.69,399784.96,16.22
930126.68,37.75,11.69,399784.96,16.22
930126.68,37.75,11.69,399784.96,16.22
929843.15,37.75,11.69,399772.15,16.23
929554.96,37.76,11.7,399754.0,16.24
929554.96,37.76,11.7,399754.0,16.24
929266.77,37.76,11.7,399746.77,16.24
929266.77,37.76,11.7,399746.77,16.24
928525.26,37.74,11.69,399047.53,16.22
928237.08,37.75,11.69,399042.37,16.23
928004.54,37.75,11.7,399037.34,16.23
927739.98,37.76,11.7,399009.64,16.24
927475.43,37.76,11.71,399168.73,16.25
927117.31,37.76,11.7,399150.58,16.26
926852.75,37.76,11.7,399048.72,16.26
926915.19,37.77,11.72,399103.91,16.26
927031.89,37.79,11.73,399057.35,16.27
927210.36,37.8,11.75,399041.19,16.27
926949.28,37.81,11.75,399093.47,16.28
926876.52,37.82,11.76,399314.42,16.29
926876.52,37.82,11.76,399314.42,16.29
926610.8,37.82,11.76,399624.84,16.31
927075.23,37.85,11.8,400176.18,16.34
926997.82,37.86,11.81,400158.58,16.34
926765.28,37.87,11.81,400163.04,16.35
926765.28,37.87,11.81,400163.04,16.35
926500.72,37.87,11.82,400126.16,16.36
924236.55,37.91,11.86,400074.02,16.41
923971.99,37.91,11.86,400198.24,16.42
923971.99,37.91,11.86,400198.24,16.42
923707.44,37.92,11.87,400112.68,16.42
