ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_806c-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_806c-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_ratio,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_806c-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_q124,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_806c-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_806c-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_ratio
659396.73,99.49,85.87,655564.67,98.91
659396.73,99.49,85.87,655564.67,98.91
659396.73,99.49,85.87,655564.67,98.91
659396.73,99.49,85.87,655564.67,98.91
659396.73,99.49,85.87,655564.67,98.91
659396.73,99.49,85.87,655564.67,98.91
659396.73,99.49,85.87,655564.67,98.91
659396.73,99.49,85.87,655564.67,98.91
659396.73,99.49,85.87,655564.67,98.91
659396.73,99.49,85.87,655564.67,98.91
659396.73,99.49,85.87,655564.67,98.91
659396.73,99.49,85.87,655564.67,98.91
659396.73,99.49,85.87,655564.67,98.91
659396.73,99.49,85.87,655564.67,98.91
659396.73,99.49,85.87,655564.67,98.91
659396.73,99.49,85.87,655564.67,98.91
659396.73,99.49,85.87,655564.67,98.91
659396.73,99.49,85.87,655564.67,98.91
659396.73,99.49,85.87,655564.67,98.91
659396.73,99.49,85.87,655564.67,98.91
659396.73,99.49,85.87,655564.67,98.91
659396.73,99.49,85.87,655564.67,98.91
659396.73,99.49,85.87,655564.67,98.91
659396.73,99.49,85.87,655564.67,98.91
659396.73,99.49,85.87,655539.08,98.91
659396.73,99.49,85.87,655539.08,98.91
659396.73,99.49,85.87,655539.08,98.91
659396.73,99.49,85.87,655565.72,98.91
659396.73,99.49,85.87,655565.72,98.91
659396.73,99.49,85.87,655565.72,98.91
659396.73,99.49,85.87,655565.72,98.91
659396.73,99.49,85.87,655565.72,98.91
659396.73,99.49,85.87,655565.72,98.91
659396.73,99.49,85.87,655565.72,98.91
659396.73,99.49,85.87,655565.72,98.91
659396.73,99.49,85.87,655565.72,98.91
659396.73,99.49,85.87,655565.72,98.91
659396.73,99.49,85.87,655565.72,98.91
659396.73,99.49,85.87,655565.72,98.91
659591.87,99.62,86.0,655175.43,98.95
659591.87,99.62,86.0,655175.43,98.95
659591.87,99.62,86.0,655175.43,98.95
659591.87,99.62,86.0,655175.43,98.95
659591.87,99.62,86.0,655175.43,98.95
659591.87,99.62,86.0,655175.43,98.95
659591.87,99.62,86.0,655175.43,98.95
659591.87,99.62,86.0,655153.48,98.95
659591.87,99.62,86.0,655153.48,98.95
659591.87,99.62,86.0,655153.48,98.95
659433.73,99.62,86.0,654995.34,98.95
659433.73,99.62,86.0,654995.34,98.95
659433.73,99.62,86.0,655020.48,98.95
659433.73,99.62,86.0,655020.48,98.95
659433.73,99.62,86.0,655020.48,98.95
659433.73,99.62,86.0,655020.48,98.95
659433.73,99.62,86.0,654926.68,98.94
659433.73,99.62,86.0,654926.68,98.94
659435.59,99.62,86.0,654928.99,98.94
659439.32,99.62,86.0,654930.59,98.94
659439.32,99.62,86.0,654930.59,98.94
659439.32,99.62,86.0,654930.59,98.94
659439.32,99.62,86.0,654930.59,98.94
659439.32,99.62,86.0,654930.59,98.94
659439.32,99.62,86.0,654930.59,98.94
659439.32,99.62,86.0,654930.59,98.94
659439.32,99.62,86.0,654930.59,98.94
659439.32,99.62,86.0,654930.59,98.94
659439.32,99.62,86.0,654930.59,98.94
659439.32,99.62,86.0,654930.59,98.94
659439.32,99.62,86.0,654930.59,98.94
659439.32,99.62,86.0,654930.59,98.94
659439.32,99.62,86.0,655039.93,98.96
659439.32,99.62,86.0,655039.93,98.96
659439.32,99.62,86.0,655039.93,98.96
659439.32,99.62,86.0,655039.93,98.96
659439.32,99.62,86.0,655039.93,98.96
659439.32,99.62,86.0,655039.93,98.96
659439.32,99.62,86.0,655039.93,98.96
659439.32,99.62,86.0,655039.93,98.96
659439.32,99.62,86.0,655039.93,98.96
659439.32,99.62,86.0,655039.93,98.96
659439.32,99.62,86.0,655039.93,98.96
659439.32,99.62,86.0,655039.93,98.96
659439.32,99.62,86.0,655039.93,98.96
659439.32,99.62,86.0,655039.93,98.96
659439.32,99.62,86.0,655039.93,98.96
659439.32,99.62,86.0,655039.93,98.96
659439.32,99.62,86.0,655039.93,98.96
659439.32,99.62,86.0,655039.93,98.96
659439.32,99.62,86.0,655039.93,98.96
659439.32,99.62,86.0,655039.93,98.96
659439.32,99.62,86.0,655039.93,98.96
659439.32,99.62,86.0,655039.93,98.96
659439.32,99.62,86.0,654967.22,98.95
659439.32,99.62,86.0,654967.22,98.95
659439.32,99.62,86.0,654967.22,98.95
659439.32,99.62,86.0,654967.22,98.95
659439.32,99.62,86.0,654967.22,98.95
659439.32,99.62,86.0,654967.22,98.95
659439.32,99.62,86.0,654967.22,98.95
659439.32,99.62,86.0,654967.22,98.95
659439.32,99.62,86.0,654967.22,98.95
659439.32,99.62,86.0,654967.22,98.95
659439.32,99.62,86.0,654967.22,98.95
659439.32,99.62,86.0,654967.22,98.95
659439.32,99.62,86.0,654967.22,98.95
659439.32,99.62,86.0,654967.22,98.95
659439.32,99.62,86.0,654967.22,98.95
659439.32,99.62,86.0,654967.22,98.95
659439.32,99.62,86.0,655042.08,98.96
659439.32,99.62,86.0,655042.08,98.96
659439.32,99.62,86.0,655042.08,98.96
659439.32,99.62,86.0,655042.08,98.96
659439.32,99.62,86.0,655042.08,98.96
659439.32,99.62,86.0,655042.08,98.96
659439.32,99.62,86.0,655042.08,98.96
659439.32,99.62,86.0,655042.08,98.96
659439.32,99.62,86.0,655042.08,98.96
659439.32,99.62,86.0,655042.08,98.96
659439.32,99.62,86.0,655042.08,98.96
659439.32,99.62,86.0,655042.08,98.96
659439.32,99.62,86.0,655042.08,98.96
659439.32,99.62,86.0,655042.08,98.96
659439.32,99.62,86.0,655042.08,98.96
659281.18,99.62,86.0,654885.12,98.96
659281.18,99.62,86.0,654885.12,98.96
659281.18,99.62,86.0,654885.12,98.96
659281.18,99.62,86.0,654885.12,98.96
659281.18,99.62,86.0,654885.12,98.96
659281.18,99.62,86.0,654885.12,98.96
659281.18,99.62,86.0,654885.12,98.96
659281.18,99.62,86.0,654885.12,98.96
659281.18,99.62,86.0,654885.12,98.96
659281.18,99.62,86.0,654885.12,98.96
659281.18,99.62,86.0,654885.12,98.96
659126.77,99.62,86.0,654732.17,98.96
659126.77,99.62,86.0,654732.17,98.96
659126.77,99.62,86.0,654732.17,98.96
659126.77,99.62,86.0,654732.17,98.96
659126.77,99.62,86.0,654732.17,98.96
659126.77,99.62,86.0,654732.17,98.96
659126.77,99.62,86.0,654732.17,98.96
659126.77,99.62,86.0,654735.93,98.96
659126.77,99.62,86.0,654735.93,98.96
659126.77,99.62,86.0,654735.93,98.96
659126.77,99.62,86.0,654735.93,98.96
659126.77,99.62,86.0,654735.93,98.96
659126.77,99.62,86.0,654735.93,98.96
659126.77,99.62,86.0,654735.93,98.96
659126.77,99.62,86.0,654735.93,98.96
659126.77,99.62,86.0,654735.93,98.96
659126.77,99.62,86.0,654735.93,98.96
659126.77,99.62,86.0,654735.93,98.96
659126.77,99.62,86.0,654735.93,98.96
659126.77,99.62,86.0,654735.93,98.96
659126.77,99.62,86.0,654735.93,98.96
658970.49,99.62,86.0,654577.5,98.96
658970.49,99.62,86.0,654577.5,98.96
658970.49,99.62,86.0,654577.5,98.96
658970.49,99.62,86.0,654577.5,98.96
658970.49,99.62,86.0,654577.5,98.96
658970.49,99.62,86.0,654577.5,98.96
658970.49,99.62,86.0,654577.5,98.96
658970.49,99.62,86.0,654577.5,98.96
658970.49,99.62,86.0,654577.5,98.96
658970.49,99.62,86.0,654577.5,98.96
658970.49,99.62,86.0,654577.5,98.96
658970.49,99.62,86.0,654577.5,98.96
658970.49,99.62,86.0,654577.5,98.96
658970.49,99.62,86.0,654577.5,98.96
658920.49,99.62,86.0,654527.5,98.96
658920.49,99.62,86.0,654527.5,98.96
658766.08,99.62,86.0,654369.07,98.96
658766.08,99.62,86.0,654369.07,98.96
658766.08,99.62,86.0,654369.07,98.96
658766.08,99.62,86.0,654369.07,98.96
658766.08,99.62,86.0,654369.07,98.96
658766.08,99.62,86.0,654369.07,98.96
658766.08,99.62,86.0,654369.07,98.96
658766.08,99.62,86.0,654369.07,98.96
658766.08,99.62,86.0,654369.07,98.96
658766.08,99.62,86.0,654369.07,98.96
658766.08,99.62,86.0,654369.07,98.96
658766.08,99.62,86.0,654369.07,98.96
658611.67,99.62,86.0,654214.66,98.96
658611.67,99.62,86.0,654214.66,98.96
658611.67,99.62,86.0,654214.66,98.96
658611.67,99.62,86.0,654214.66,98.96
658611.67,99.62,86.0,654214.66,98.96
658619.12,99.62,86.0,654216.28,98.96
658619.12,99.62,86.0,654216.28,98.96
658619.12,99.62,86.0,654216.28,98.96
658619.12,99.62,86.0,654216.28,98.96
658619.12,99.62,86.0,654216.28,98.96
658619.12,99.62,86.0,654201.7,98.96
658619.12,99.62,86.0,654201.7,98.96
658619.12,99.62,86.0,654201.7,98.96
658619.12,99.62,86.0,654201.7,98.96
658619.12,99.62,86.0,654201.7,98.96
658619.12,99.62,86.0,654201.7,98.96
658619.12,99.62,86.0,654201.7,98.96
658619.12,99.62,86.0,654201.7,98.96
658619.12,99.62,86.0,654201.7,98.96
658619.12,99.62,86.0,654172.62,98.95
658619.12,99.62,86.0,654172.62,98.95
658619.12,99.62,86.0,654172.62,98.95
658619.12,99.62,86.0,654172.62,98.95
658619.12,99.62,86.0,654172.62,98.95
658619.12,99.62,86.0,654206.36,98.96
658619.12,99.62,86.0,654206.36,98.96
658619.12,99.62,86.0,654206.36,98.96
658619.12,99.62,86.0,654206.36,98.96
658619.12,99.62,86.0,654206.36,98.96
658619.12,99.62,86.0,654177.28,98.95
658619.12,99.62,86.0,654177.28,98.95
658619.12,99.62,86.0,654177.28,98.95
658619.12,99.62,86.0,654177.28,98.95
658619.12,99.62,86.0,654177.28,98.95
658619.12,99.62,86.0,654177.28,98.95
658619.12,99.62,86.0,654177.28,98.95
658619.12,99.62,86.0,654177.28,98.95
658619.12,99.62,86.0,654177.28,98.95
658619.12,99.62,86.0,654177.28,98.95
658619.12,99.62,86.0,654177.28,98.95
658619.12,99.62,86.0,654177.28,98.95
658619.12,99.62,86.0,654177.28,98.95
658619.12,99.62,86.0,654177.28,98.95
658619.12,99.62,86.0,654177.28,98.95
658619.12,99.62,86.0,654177.28,98.95
658620.98,99.63,86.0,654180.04,98.95
658620.98,99.63,86.0,654213.78,98.96
658620.98,99.63,86.0,654213.78,98.96
658620.98,99.63,86.0,654213.78,98.96
658620.98,99.63,86.0,654214.09,98.96
658620.98,99.63,86.0,654214.09,98.96
658620.98,99.63,86.0,654214.09,98.96
658620.98,99.63,86.0,654214.09,98.96
658620.98,99.63,86.0,654214.09,98.96
658620.98,99.63,86.0,654214.09,98.96
658620.98,99.63,86.0,654214.09,98.96
658620.98,99.63,86.0,654214.09,98.96
658620.98,99.63,86.0,654214.09,98.96
658620.98,99.63,86.0,654214.09,98.96
658620.98,99.63,86.0,654214.09,98.96
658620.98,99.63,86.0,654214.09,98.96
658620.98,99.63,86.0,654214.09,98.96
658620.98,99.63,86.0,654214.09,98.96
658620.98,99.63,86.0,654214.09,98.96
658620.98,99.63,86.0,654214.09,98.96
658620.98,99.63,86.0,654214.09,98.96
658620.98,99.63,86.0,654214.09,98.96
658620.98,99.63,86.0,654214.09,98.96
658620.98,99.63,86.0,654214.09,98.96
658620.98,99.63,86.0,654214.09,98.96
658620.98,99.63,86.0,654214.09,98.96
658620.98,99.63,86.0,654214.09,98.96
658626.57,99.63,86.01,654233.28,98.96
658626.57,99.63,86.01,654233.28,98.96
658626.57,99.63,86.01,654233.28,98.96
658626.57,99.63,86.01,654233.28,98.96
658626.57,99.63,86.01,654233.28,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654082.01,98.96
658472.16,99.63,86.01,654052.93,98.96
658472.16,99.63,86.01,654052.93,98.96
658472.16,99.63,86.01,654052.93,98.96
658472.16,99.63,86.01,654052.93,98.96
658472.16,99.63,86.01,654052.93,98.96
658472.16,99.63,86.01,654052.93,98.96
658472.16,99.63,86.01,654052.93,98.96
658472.16,99.63,86.01,654052.93,98.96
658472.16,99.63,86.01,654052.93,98.96
658472.16,99.63,86.01,654052.93,98.96
658472.16,99.63,86.01,654052.93,98.96
658472.16,99.63,86.01,654052.93,98.96
658472.16,99.63,86.01,654052.93,98.96
658155.3,99.63,86.01,653737.38,98.96
658155.3,99.63,86.01,653737.38,98.96
658155.3,99.63,86.01,653737.38,98.96
658155.3,99.63,86.01,653737.38,98.96
658155.3,99.63,86.01,653737.38,98.96
658155.3,99.63,86.01,653737.38,98.96
658155.3,99.63,86.01,653737.38,98.96
658155.3,99.63,86.01,653737.38,98.96
658155.3,99.63,86.01,653768.78,98.96
658155.3,99.63,86.01,653768.78,98.96
658155.3,99.63,86.01,653746.73,98.96
658155.3,99.63,86.01,653746.73,98.96
658155.3,99.63,86.01,653746.73,98.96
658155.3,99.63,86.01,653746.73,98.96
658155.3,99.63,86.01,653746.73,98.96
658155.3,99.63,86.01,653746.73,98.96
658155.3,99.63,86.01,653746.73,98.96
658155.3,99.63,86.01,653746.73,98.96
658155.3,99.63,86.01,653746.73,98.96
658155.3,99.63,86.01,653746.73,98.96
657837.97,99.63,86.01,653431.71,98.96
657837.97,99.63,86.01,653431.71,98.96
657837.97,99.63,86.01,653431.71,98.96
657837.97,99.63,86.01,653431.71,98.96
657837.97,99.63,86.01,653456.24,98.96
657787.97,99.63,86.01,653406.24,98.96
657787.97,99.63,86.01,653406.24,98.96
657787.97,99.63,86.01,653406.24,98.96
657787.97,99.63,86.01,653406.24,98.96
657787.97,99.63,86.01,653406.24,98.96
657787.97,99.63,86.01,653406.24,98.96
657787.97,99.63,86.01,653406.24,98.96
657787.97,99.63,86.01,653406.24,98.96
657787.97,99.63,86.01,653406.24,98.96
657787.97,99.63,86.01,653406.24,98.96
657787.97,99.63,86.01,653406.24,98.96
657787.97,99.63,86.01,653406.24,98.96
657787.97,99.63,86.01,653406.24,98.96
657787.97,99.63,86.01,653406.24,98.96
657787.97,99.63,86.01,653406.24,98.96
657787.97,99.63,86.01,653406.41,98.96
657787.97,99.63,86.01,653406.41,98.96
657787.97,99.63,86.01,653406.41,98.96
657787.97,99.63,86.01,653406.41,98.96
657787.97,99.63,86.01,653406.41,98.96
657787.97,99.63,86.01,653406.41,98.96
657787.97,99.63,86.01,653406.41,98.96
657787.97,99.63,86.01,653406.41,98.96
657789.83,99.63,86.01,653408.86,98.96
657789.83,99.63,86.01,653408.86,98.96
657789.83,99.63,86.01,653408.86,98.96
657789.83,99.63,86.01,653408.86,98.96
657789.83,99.63,86.01,653408.86,98.96
657789.83,99.63,86.01,653408.86,98.96
657789.83,99.63,86.01,653408.86,98.96
657789.83,99.63,86.01,653408.86,98.96
657789.83,99.63,86.01,653408.86,98.96
657789.83,99.63,86.01,653408.86,98.96
657789.83,99.63,86.01,653408.86,98.96
657789.83,99.63,86.01,653408.86,98.96
657789.83,99.63,86.01,653408.86,98.96
657789.83,99.63,86.01,653408.86,98.96
657789.83,99.63,86.01,653408.86,98.96
657789.83,99.63,86.01,653408.86,98.96
657789.83,99.63,86.01,653408.86,98.96
657789.83,99.63,86.01,653265.56,98.94
657789.83,99.63,86.01,653265.56,98.94
657789.83,99.63,86.01,653265.56,98.94
657789.83,99.63,86.01,653265.56,98.94
657801.2,99.63,86.01,653434.93,98.97
657801.2,99.63,86.01,653434.93,98.97
657801.2,99.63,86.01,653412.83,98.96
657801.2,99.63,86.01,653412.83,98.96
657801.2,99.63,86.01,653412.83,98.96
657801.2,99.63,86.01,653412.83,98.96
657801.2,99.63,86.01,653412.83,98.96
657801.2,99.63,86.01,653412.83,98.96
657801.2,99.63,86.01,653412.83,98.96
657801.2,99.63,86.01,653412.83,98.96
657801.2,99.63,86.01,653412.83,98.96
657801.2,99.63,86.01,653436.26,98.97
657801.2,99.63,86.01,653436.26,98.97
657801.2,99.63,86.01,653436.26,98.97
657801.2,99.63,86.01,653419.94,98.97
657801.2,99.63,86.01,653419.94,98.97
657801.2,99.63,86.01,653419.94,98.97
657801.2,99.63,86.01,653419.94,98.97
657801.2,99.63,86.01,653419.94,98.97
657801.2,99.63,86.01,653419.94,98.97
657801.2,99.63,86.01,653419.94,98.97
657801.2,99.63,86.01,653419.94,98.97
657801.2,99.63,86.01,653419.94,98.97
657801.2,99.63,86.01,653419.94,98.97
657801.2,99.63,86.01,653419.94,98.97
657801.2,99.63,86.01,653419.94,98.97
657801.2,99.63,86.01,653419.94,98.97
657801.2,99.63,86.01,653419.94,98.97
657801.2,99.63,86.01,653419.94,98.97
657801.2,99.63,86.01,653438.67,98.97
657801.2,99.63,86.01,653438.67,98.97
657801.2,99.63,86.01,653438.67,98.97
657801.2,99.63,86.01,653438.67,98.97
657801.2,99.63,86.01,653416.57,98.97
657801.2,99.63,86.01,653416.57,98.97
657801.2,99.63,86.01,653416.57,98.97
657801.2,99.63,86.01,653416.57,98.97
657801.2,99.63,86.01,653416.57,98.97
657801.2,99.63,86.01,653416.57,98.97
657801.2,99.63,86.01,653416.57,98.97
657801.2,99.63,86.01,653416.57,98.97
657801.2,99.63,86.01,653416.57,98.97
657803.07,99.63,86.01,653418.47,98.97
657803.07,99.63,86.01,653418.47,98.97
657803.07,99.63,86.01,653418.47,98.97
657803.07,99.63,86.01,653418.47,98.97
657803.07,99.63,86.01,653442.38,98.97
657803.07,99.63,86.01,653442.38,98.97
657803.07,99.63,86.01,653442.38,98.97
657803.07,99.63,86.01,653442.38,98.97
657803.07,99.63,86.01,653442.38,98.97
657803.07,99.63,86.01,653425.58,98.97
657803.07,99.63,86.01,653425.58,98.97
657803.07,99.63,86.01,653443.74,98.97
657803.07,99.63,86.01,653443.74,98.97
657803.07,99.63,86.01,653443.74,98.97
657803.07,99.63,86.01,653443.74,98.97
657803.07,99.63,86.01,653443.74,98.97
657803.07,99.63,86.01,653443.74,98.97
657803.07,99.63,86.01,653439.82,98.97
657803.07,99.63,86.01,653439.82,98.97
657803.07,99.63,86.01,653439.82,98.97
657803.07,99.63,86.01,653439.82,98.97
657753.07,99.63,86.01,653389.82,98.97
657753.07,99.63,86.01,653389.82,98.97
657753.07,99.63,86.01,653389.82,98.97
657753.07,99.63,86.01,653389.82,98.97
657753.07,99.63,86.01,653389.82,98.97
657753.07,99.63,86.01,653389.82,98.97
657753.07,99.63,86.01,653389.82,98.97
657753.07,99.63,86.01,653389.82,98.97
657753.07,99.63,86.01,653389.82,98.97
657753.07,99.63,86.01,653389.82,98.97
657753.07,99.63,86.01,653389.82,98.97
657753.07,99.63,86.01,653360.74,98.96
657753.07,99.63,86.01,653390.33,98.97
657753.07,99.63,86.01,653390.33,98.97
657435.74,99.63,86.01,653072.23,98.97
657435.74,99.63,86.01,653072.23,98.97
657435.74,99.63,86.01,653042.64,98.96
657435.74,99.63,86.01,653042.64,98.96
657435.74,99.63,86.01,653042.64,98.96
657435.74,99.63,86.01,653042.64,98.96
657435.74,99.63,86.01,653042.64,98.96
657435.74,99.63,86.01,653042.64,98.96
657435.74,99.63,86.01,653076.69,98.97
657435.74,99.63,86.01,653076.82,98.97
657435.74,99.63,86.01,653076.82,98.97
657435.74,99.63,86.01,653076.82,98.97
657435.74,99.63,86.01,653046.45,98.96
657435.74,99.63,86.01,653046.45,98.96
657118.41,99.63,86.01,652728.34,98.96
657118.41,99.63,86.01,652728.34,98.96
657118.41,99.63,86.01,652728.34,98.96
657118.41,99.63,86.01,652760.87,98.97
657118.41,99.63,86.01,652760.87,98.97
657118.41,99.63,86.01,652760.87,98.97
657118.41,99.63,86.01,652760.87,98.97
657118.41,99.63,86.01,652760.87,98.97
657118.41,99.63,86.01,652760.87,98.97
657118.41,99.63,86.01,652760.87,98.97
657118.41,99.63,86.01,652763.76,98.97
657118.41,99.63,86.01,652763.76,98.97
657118.41,99.63,86.01,652763.76,98.97
657118.41,99.63,86.01,652763.76,98.97
657118.41,99.63,86.01,652763.76,98.97
657118.41,99.63,86.01,652763.76,98.97
657118.41,99.63,86.01,652763.76,98.97
657118.41,99.63,86.01,652763.76,98.97
657118.41,99.63,86.01,652785.86,98.97
657118.41,99.63,86.01,652785.86,98.97
657120.27,99.63,86.01,652792.25,98.97
657120.27,99.63,86.01,652792.25,98.97
657120.27,99.63,86.01,652792.25,98.97
657120.27,99.63,86.01,652792.25,98.97
656803.41,99.63,86.01,652474.15,98.97
656803.41,99.63,86.01,652474.15,98.97
656803.41,99.63,86.01,652474.15,98.97
656803.41,99.63,86.01,652474.15,98.97
656803.41,99.63,86.01,652474.15,98.97
656803.41,99.63,86.01,652474.15,98.97
656803.41,99.63,86.01,652474.15,98.97
656803.41,99.63,86.01,652474.15,98.97
656803.41,99.63,86.01,652474.15,98.97
656803.41,99.63,86.01,652474.15,98.97
656803.41,99.63,86.01,652452.05,98.97
656803.41,99.63,86.01,652452.05,98.97
656803.41,99.63,86.01,652452.05,98.97
656803.41,99.63,86.01,652452.05,98.97
656803.41,99.63,86.01,652452.05,98.97
656803.41,99.63,86.01,652452.05,98.97
656803.41,99.63,86.01,652452.05,98.97
656803.41,99.63,86.01,652452.05,98.97
656803.41,99.63,86.01,652452.05,98.97
656803.41,99.63,86.01,652452.05,98.97
656803.41,99.63,86.01,652452.05,98.97
656803.41,99.63,86.01,652452.05,98.97
656645.28,99.63,86.01,652294.6,98.97
656645.28,99.63,86.01,652294.6,98.97
656645.28,99.63,86.01,652294.6,98.97
656645.28,99.63,86.01,652319.62,98.97
655999.13,99.63,86.01,651684.86,98.98
655999.13,99.63,86.01,651684.86,98.98
655999.13,99.63,86.01,651684.86,98.98
655999.13,99.63,86.01,651684.86,98.98
655999.13,99.63,86.01,651684.86,98.98
655999.13,99.63,86.01,651684.86,98.98
655999.13,99.63,86.01,651684.86,98.98
655999.13,99.63,86.01,651684.86,98.98
655999.13,99.63,86.01,651684.86,98.98
655999.13,99.63,86.01,651684.86,98.98
655999.13,99.63,86.01,651684.86,98.98
655999.13,99.63,86.01,651684.86,98.98
655999.13,99.63,86.01,651684.86,98.98
655999.13,99.63,86.01,651684.86,98.98
655999.13,99.63,86.01,651662.76,98.97
655999.13,99.63,86.01,651662.76,98.97
655999.13,99.63,86.01,651662.76,98.97
655999.13,99.63,86.01,651662.76,98.97
655999.13,99.63,86.01,651662.76,98.97
655999.13,99.63,86.01,651662.76,98.97
655999.13,99.63,86.01,651662.76,98.97
655999.13,99.63,86.01,651662.76,98.97
655999.13,99.63,86.01,651659.09,98.97
655999.13,99.63,86.01,651659.09,98.97
655999.13,99.63,86.01,651684.24,98.98
655999.13,99.63,86.01,651684.24,98.98
655999.13,99.63,86.01,651684.24,98.98
655999.13,99.63,86.01,651684.24,98.98
655999.13,99.63,86.01,651684.24,98.98
655999.13,99.63,86.01,651684.24,98.98
655999.13,99.63,86.01,651684.24,98.98
655999.13,99.63,86.01,651684.24,98.98
656000.99,99.63,86.01,651690.64,98.98
656000.99,99.63,86.01,651690.64,98.98
655842.86,99.63,86.01,651533.09,98.98
655842.86,99.63,86.01,651533.09,98.98
655842.86,99.63,86.01,651533.09,98.98
655842.86,99.63,86.01,651533.09,98.98
655842.86,99.63,86.01,651533.09,98.98
655842.86,99.63,86.01,651533.09,98.98
655842.86,99.63,86.01,651520.31,98.97
655842.86,99.63,86.01,651520.31,98.97
655842.86,99.63,86.01,651520.31,98.97
655842.86,99.63,86.01,651520.31,98.97
655842.86,99.63,86.01,651520.31,98.97
655842.86,99.63,86.01,651520.31,98.97
655842.86,99.63,86.01,651520.31,98.97
655842.86,99.63,86.01,651520.31,98.97
655842.86,99.63,86.01,651520.31,98.97
655842.86,99.63,86.01,651520.31,98.97
655842.86,99.63,86.01,651520.31,98.97
655842.86,99.63,86.01,651520.31,98.97
655842.86,99.63,86.01,651520.31,98.97
655842.86,99.63,86.01,651520.31,98.97
655842.86,99.63,86.01,651520.31,98.97
655842.86,99.63,86.01,651520.31,98.97
655842.86,99.63,86.01,651520.31,98.97
655842.86,99.63,86.01,651520.31,98.97
655842.86,99.63,86.01,651520.31,98.97
655842.86,99.63,86.01,651520.31,98.97
655842.86,99.63,86.01,651520.31,98.97
655842.86,99.63,86.01,651520.31,98.97
655842.86,99.63,86.01,651520.31,98.97
655842.86,99.63,86.01,651520.31,98.97
655842.86,99.63,86.01,651520.31,98.97
655842.86,99.63,86.01,651520.31,98.97
655844.72,99.63,86.01,651535.67,98.98
655844.72,99.63,86.01,651535.67,98.98
655844.72,99.63,86.01,651535.67,98.98
655844.72,99.63,86.01,651535.67,98.98
655844.72,99.63,86.01,651535.67,98.98
655844.72,99.63,86.01,651535.67,98.98
655844.72,99.63,86.01,651535.67,98.98
655844.72,99.63,86.01,651535.67,98.98
655844.72,99.63,86.01,651535.67,98.98
655844.72,99.63,86.01,651535.67,98.98
655844.72,99.63,86.01,651535.67,98.98
655844.72,99.63,86.01,651535.67,98.98
655844.72,99.63,86.01,651535.67,98.98
655844.72,99.63,86.01,651535.67,98.98
655686.58,99.63,86.01,651378.13,98.98
655686.58,99.63,86.01,651378.13,98.98
655686.58,99.63,86.01,651378.13,98.98
655686.58,99.63,86.01,651378.13,98.98
655686.58,99.63,86.01,651378.13,98.98
655686.58,99.63,86.01,651378.13,98.98
655686.58,99.63,86.01,651378.13,98.98
655686.58,99.63,86.01,651378.13,98.98
655686.58,99.63,86.01,651378.13,98.98
655686.58,99.63,86.01,651378.13,98.98
655686.58,99.63,86.01,651378.13,98.98
655686.58,99.63,86.01,651378.13,98.98
655686.58,99.63,86.01,651378.13,98.98
655686.58,99.63,86.01,651378.13,98.98
655686.58,99.63,86.01,651378.13,98.98
655686.58,99.63,86.01,651378.13,98.98
655686.58,99.63,86.01,651378.13,98.98
655686.58,99.63,86.01,651378.13,98.98
655686.58,99.63,86.01,651378.13,98.98
655686.58,99.63,86.01,651378.13,98.98
655686.58,99.63,86.01,651378.13,98.98
655686.58,99.63,86.01,651378.13,98.98
