ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f495-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f495-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f495-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f495-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f495-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
501340.71,19.88,7.62,441176.18,17.5
500323.29,19.9,7.64,440364.78,17.52
500115.62,19.9,7.64,440305.77,17.52
499924.57,19.9,7.64,440749.21,17.55
499700.29,19.9,7.64,440613.31,17.55
499969.05,19.92,7.66,440679.18,17.56
499785.31,19.92,7.66,440374.98,17.55
499735.31,19.92,7.66,440324.98,17.55
499392.92,19.92,7.66,440477.11,17.57
498375.49,19.95,7.68,439665.71,17.6
498238.44,19.95,7.68,439412.92,17.59
498029.7,19.94,7.68,439210.52,17.59
497706.13,19.95,7.68,439159.22,17.6
497326.19,19.93,7.67,439104.09,17.6
497215.58,19.94,7.67,438866.21,17.6
497673.15,19.96,7.7,439016.32,17.61
497489.41,19.96,7.7,438505.12,17.59
497747.27,19.98,7.71,439025.52,17.62
497588.62,19.98,7.71,438442.03,17.6
496828.57,19.98,7.71,438691.05,17.64
497097.33,20.0,7.73,438757.95,17.65
496079.91,20.02,7.76,437946.55,17.67
495896.17,20.02,7.76,437434.79,17.66
495743.79,20.02,7.76,437908.24,17.69
494726.36,20.05,7.78,437096.84,17.71
493708.94,20.07,7.81,436285.43,17.74
493327.34,20.06,7.79,435881.62,17.72
493587.26,20.07,7.81,435578.97,17.71
493450.21,20.08,7.81,435349.56,17.71
493253.23,20.08,7.81,435946.99,17.74
493090.86,20.08,7.81,435755.79,17.74
493067.37,20.08,7.82,435682.13,17.74
492863.29,20.07,7.81,435395.87,17.73
492629.58,20.07,7.81,435218.87,17.73
492289.27,20.06,7.79,434816.94,17.72
492289.27,20.06,7.79,434816.94,17.72
492558.02,20.08,7.81,434922.17,17.73
492558.02,20.08,7.81,434922.17,17.73
492703.02,20.09,7.82,434490.54,17.72
492015.92,20.09,7.83,434613.65,17.75
491824.86,20.09,7.83,434300.94,17.74
491600.58,20.09,7.83,434332.61,17.75
492058.15,20.12,7.85,434482.72,17.76
491690.67,20.12,7.86,434341.48,17.77
491695.74,20.13,7.86,434135.59,17.77
491376.11,20.13,7.87,433730.36,17.77
491185.05,20.13,7.87,434058.2,17.79
490167.63,20.16,7.89,433246.8,17.82
489943.36,20.15,7.89,433067.08,17.81
490212.11,20.17,7.91,432998.41,17.82
490028.38,20.17,7.91,432622.22,17.81
489875.99,20.18,7.91,432879.44,17.83
490068.93,20.19,7.92,433067.21,17.84
490068.93,20.19,7.92,433067.21,17.84
489770.2,20.18,7.92,432770.14,17.83
489576.05,20.17,7.91,432575.03,17.82
489439.0,20.18,7.91,432081.71,17.81
489231.34,20.18,7.91,432019.6,17.82
489040.28,20.18,7.91,432360.73,17.84
488816.0,20.18,7.91,432120.21,17.84
489084.76,20.2,7.93,432104.26,17.84
489084.76,20.2,7.93,432104.26,17.84
489089.83,20.2,7.94,431777.54,17.83
488906.09,20.2,7.94,432181.08,17.86
488906.09,20.2,7.94,432181.08,17.86
488722.35,20.2,7.94,431926.1,17.86
488610.39,20.21,7.94,431716.38,17.85
488413.41,20.21,7.94,432032.26,17.87
488211.67,20.21,7.94,431612.61,17.86
488176.2,20.21,7.95,431652.61,17.87
488444.96,20.23,7.97,431757.85,17.88
487463.77,20.26,7.99,431018.56,17.91
487280.03,20.26,7.99,430689.31,17.91
487096.29,20.26,8.0,430407.38,17.9
486937.64,20.26,8.0,430735.58,17.92
486800.59,20.27,8.0,430420.84,17.92
486682.36,20.27,8.0,431121.65,17.95
487263.18,20.3,8.03,431226.51,17.96
486858.48,20.29,8.02,430770.41,17.95
485841.06,20.31,8.05,429959.01,17.98
486109.82,20.33,8.07,430064.24,17.99
486367.68,20.35,8.08,429729.2,17.98
486183.94,20.35,8.08,429485.44,17.97
486025.29,20.35,8.08,430254.55,18.01
485888.24,20.35,8.09,429992.55,18.01
485691.26,20.35,8.09,429473.36,18.0
485678.33,20.36,8.09,429934.25,18.02
485386.85,20.35,8.09,429697.7,18.02
485655.61,20.37,8.11,429802.93,18.03
484638.19,20.4,8.13,428991.52,18.05
484324.98,20.39,8.13,428691.43,18.05
484330.04,20.4,8.13,428420.18,18.04
484033.66,20.39,8.12,428116.67,18.03
483849.92,20.39,8.12,427788.35,18.03
483849.92,20.39,8.12,427788.35,18.03
483691.27,20.39,8.13,427840.36,18.04
483995.83,20.41,8.14,428269.09,18.06
483788.16,20.41,8.14,428130.14,18.06
483636.48,20.41,8.15,428419.51,18.08
483611.32,20.41,8.15,428355.02,18.08
483328.85,20.44,8.17,427971.41,18.1
482897.57,20.42,8.16,427524.92,18.08
482785.61,20.43,8.16,427352.17,18.08
483019.55,20.44,8.18,427738.93,18.1
483017.3,20.45,8.18,427696.55,18.11
482635.69,20.44,8.17,427224.16,18.09
482411.42,20.44,8.17,427343.59,18.1
482496.44,20.46,8.19,427537.33,18.13
482501.51,20.46,8.2,427352.47,18.13
482395.21,20.46,8.2,427246.67,18.12
482594.42,20.47,8.21,426888.44,18.11
482435.61,20.47,8.2,426762.62,18.11
482323.65,20.47,8.21,426992.58,18.12
482119.57,20.47,8.2,426814.74,18.12
481826.61,20.46,8.19,426508.1,18.11
481618.95,20.46,8.19,426316.57,18.11
480601.53,20.48,8.22,425505.17,18.14
480410.47,20.48,8.22,425795.99,18.16
480186.2,20.48,8.22,425564.66,18.15
480454.95,20.5,8.24,425495.99,18.16
480454.95,20.5,8.24,425495.99,18.16
479437.53,20.53,8.27,424684.59,18.19
479253.79,20.53,8.27,424327.43,18.18
479070.05,20.53,8.27,424728.82,18.2
478886.31,20.53,8.27,424412.17,18.2
478774.35,20.54,8.27,424196.9,18.2
479008.29,20.55,8.29,424512.01,18.21
479008.29,20.55,8.29,424512.01,18.21
478817.23,20.55,8.29,424374.95,18.21
477836.05,20.58,8.32,423635.67,18.25
477611.77,20.58,8.31,423597.02,18.25
478069.34,20.61,8.34,423747.13,18.26
478069.34,20.61,8.34,423747.13,18.26
477885.6,20.61,8.34,423376.14,18.26
477209.18,20.61,8.35,423455.8,18.29
477209.18,20.61,8.35,423435.5,18.29
477196.24,20.62,8.36,423297.4,18.29
477465.0,20.64,8.38,423192.27,18.29
477044.11,20.63,8.36,422783.78,18.28
476860.37,20.63,8.36,422444.06,18.27
476636.1,20.63,8.36,422265.27,18.27
476636.1,20.63,8.36,422265.9,18.27
476483.71,20.63,8.36,422883.14,18.31
476622.44,20.64,8.38,422707.99,18.31
476530.69,20.65,8.38,423632.11,18.35
475549.5,20.68,8.41,422892.83,18.39
475250.76,20.67,8.4,422415.25,18.37
474233.34,20.69,8.43,421603.84,18.4
474463.08,20.71,8.45,421216.53,18.39
474731.83,20.73,8.47,421174.27,18.39
474350.23,20.72,8.46,420839.82,18.38
474350.23,20.72,8.46,420862.96,18.38
474452.2,20.73,8.47,421025.08,18.4
474268.46,20.73,8.47,420622.49,18.39
474084.72,20.74,8.47,421072.07,18.42
473926.07,20.74,8.47,420733.27,18.41
473926.07,20.74,8.47,420733.27,18.41
473977.83,20.75,8.48,420528.33,18.41
473770.16,20.75,8.48,420797.89,18.43
473907.85,20.76,8.49,420699.64,18.43
473683.57,20.76,8.49,420773.21,18.44
473952.33,20.78,8.51,420694.35,18.44
473957.4,20.79,8.52,420339.97,18.44
473958.59,20.79,8.52,420341.32,18.44
473806.21,20.79,8.53,420881.87,18.47
474057.8,20.81,8.54,420633.83,18.46
473297.75,20.81,8.54,420610.25,18.49
472926.15,20.8,8.53,420215.95,18.48
472717.41,20.79,8.52,419979.15,18.47
472986.17,20.81,8.55,419978.57,18.48
472802.43,20.81,8.55,419534.29,18.47
472650.05,20.81,8.55,420123.08,18.5
471632.62,20.84,8.58,419311.68,18.53
471442.61,20.84,8.58,418700.29,18.51
471494.37,20.85,8.59,418813.99,18.52
471316.9,20.85,8.59,418691.89,18.53
471185.78,20.86,8.59,418978.94,18.55
470987.5,20.85,8.59,418764.86,18.54
470673.1,20.85,8.58,418331.07,18.53
471456.03,20.88,8.62,418254.09,18.53
471272.29,20.89,8.62,417924.7,18.52
471277.36,20.89,8.63,418449.01,18.55
471136.8,20.89,8.62,418396.75,18.55
470442.37,20.9,8.63,417758.21,18.56
469424.95,20.92,8.66,416946.8,18.59
469389.48,20.93,8.67,417341.13,18.61
469658.24,20.95,8.69,417446.37,18.62
469474.5,20.95,8.69,417073.88,18.61
469290.76,20.95,8.69,416835.19,18.61
468995.06,20.96,8.69,416825.76,18.63
468995.06,20.96,8.69,416825.76,18.63
469116.13,20.97,8.71,417170.59,18.65
469116.13,20.97,8.71,417170.59,18.65
468817.39,20.96,8.7,416849.33,18.64
468626.34,20.96,8.7,416676.16,18.64
468626.34,20.96,8.7,416676.16,18.64
468590.87,20.97,8.7,416747.72,18.65
469048.44,21.0,8.73,416897.84,18.66
468864.7,21.0,8.73,416537.13,18.65
468680.96,21.0,8.73,416253.39,18.65
468385.25,21.0,8.74,416242.62,18.67
468177.59,21.0,8.74,416434.23,18.68
467982.85,21.0,8.73,416356.1,18.68
467791.79,21.0,8.73,416208.55,18.68
467756.33,21.0,8.74,416202.0,18.69
468025.08,21.03,8.76,416159.74,18.7
467841.34,21.03,8.76,415795.7,18.69
468193.86,21.05,8.78,416332.86,18.71
467747.6,21.03,8.77,415907.43,18.7
466730.18,21.06,8.8,415096.03,18.73
466730.18,21.06,8.8,415096.03,18.73
466472.81,21.09,8.82,414687.4,18.75
466755.76,21.1,8.84,414485.1,18.74
466512.9,21.1,8.83,415175.85,18.78
466391.88,21.1,8.84,415025.8,18.78
467038.33,21.14,8.88,415593.23,18.81
466917.31,21.14,8.88,415562.59,18.82
466362.49,21.13,8.86,415232.71,18.81
465345.07,21.16,8.89,414421.3,18.84
466055.43,21.2,8.93,414526.87,18.85
465038.01,21.23,8.96,413715.47,18.88
464891.9,21.23,8.96,413238.38,18.87
464701.89,21.23,8.97,413936.68,18.91
464162.48,21.21,8.95,413323.89,18.89
463929.56,21.21,8.94,412941.06,18.88
463919.34,21.22,8.95,413069.75,18.89
464122.09,21.23,8.97,413502.13,18.92
464024.06,21.24,8.97,413268.99,18.92
464443.97,21.26,9.0,415574.87,19.03
465120.25,21.3,9.03,415647.43,19.03
464814.29,21.29,9.03,414963.15,19.01
465063.34,21.31,9.04,414846.77,19.01
465332.1,21.33,9.06,414894.74,19.02
465148.36,21.33,9.06,414980.35,19.03
465414.56,21.35,9.08,414614.89,19.02
465613.77,21.36,9.1,414888.83,19.03
464878.81,21.37,9.1,414742.41,19.06
465147.57,21.39,9.12,414673.73,19.07
464963.83,21.39,9.13,414297.55,19.06
465221.7,21.41,9.14,414811.93,19.09
465221.7,21.41,9.14,414811.93,19.09
465063.04,21.41,9.14,414526.76,19.08
464718.33,21.41,9.15,414511.03,19.1
464527.27,21.41,9.15,414378.23,19.1
464491.8,21.42,9.16,414465.13,19.11
464760.56,21.44,9.18,414532.03,19.13
464576.82,21.44,9.18,414174.64,19.12
464234.43,21.45,9.18,414118.15,19.13
464097.38,21.45,9.19,413980.46,19.14
463900.4,21.45,9.19,414320.27,19.16
464169.16,21.48,9.21,414241.42,19.17
464023.05,21.48,9.21,413913.05,19.16
463873.81,21.47,9.21,413857.86,19.16
463870.63,21.48,9.22,413617.68,19.15
463870.63,21.48,9.22,413617.68,19.15
463680.62,21.48,9.22,415073.22,19.23
463680.62,21.48,9.22,415073.22,19.23
463446.59,21.48,9.22,414831.58,19.23
463829.2,21.5,9.24,415006.63,19.24
463770.94,21.51,9.24,413944.65,19.2
462753.51,21.54,9.27,413133.25,19.23
463984.41,21.61,9.34,415062.22,19.33
464253.17,21.63,9.36,415032.49,19.34
464253.17,21.63,9.36,415032.49,19.34
464511.03,21.65,9.38,414649.75,19.32
464327.29,21.65,9.38,415163.15,19.36
463882.0,21.64,9.37,414321.38,19.32
463531.75,21.62,9.36,414034.03,19.32
463341.74,21.63,9.36,413682.54,19.31
463393.5,21.64,9.37,413693.47,19.32
463514.57,21.65,9.38,414316.77,19.35
463323.51,21.65,9.39,413966.91,19.34
463323.51,21.65,9.39,413966.91,19.34
463041.05,21.68,9.41,413458.75,19.36
462818.68,21.67,9.4,413215.05,19.35
462783.22,21.68,9.41,413328.91,19.36
462860.06,21.69,9.42,413296.88,19.37
462652.4,21.69,9.42,413512.09,19.38
462790.08,21.7,9.44,413518.18,19.39
462790.08,21.7,9.44,413518.18,19.39
462565.8,21.7,9.44,413545.68,19.4
462565.8,21.7,9.44,413545.68,19.4
462565.8,21.7,9.44,413545.68,19.4
462834.56,21.72,9.46,413612.59,19.41
462625.82,21.72,9.45,413498.02,19.41
462630.89,21.72,9.46,413220.52,19.4
462447.15,21.73,9.46,413492.44,19.43
462288.5,21.73,9.46,413143.27,19.42
462340.26,21.74,9.47,412924.42,19.42
462321.4,21.75,9.48,413336.95,19.44
462130.34,21.75,9.48,412925.72,19.43
462347.67,21.76,9.5,413625.23,19.47
462616.43,21.79,9.52,413730.47,19.48
462432.69,21.79,9.52,413181.83,19.47
462280.31,21.79,9.53,413150.65,19.48
462090.3,21.79,9.53,413313.92,19.49
461969.28,21.8,9.53,413185.95,19.5
461835.01,21.8,9.54,413826.16,19.53
460817.59,21.84,9.57,413013.28,19.57
460817.59,21.84,9.57,413013.28,19.57
460817.59,21.84,9.57,413013.28,19.57
461029.56,21.86,9.59,412769.6,19.57
460870.68,21.85,9.59,412610.73,19.56
460588.22,21.88,9.61,412227.12,19.58
460060.31,21.86,9.6,411647.27,19.56
459948.34,21.87,9.6,411624.66,19.57
460069.42,21.88,9.61,411422.64,19.57
459052.0,21.91,9.65,410611.23,19.6
458860.94,21.92,9.65,410675.3,19.61
458639.59,21.92,9.65,410742.63,19.63
458639.59,21.92,9.65,410742.63,19.63
458908.35,21.94,9.67,410809.53,19.64
458699.61,21.93,9.67,410577.75,19.63
458318.0,21.92,9.65,410168.84,19.61
458134.26,21.92,9.65,409657.08,19.6
457950.52,21.92,9.66,410098.99,19.63
457766.78,21.92,9.66,409593.88,19.62
457654.82,21.93,9.66,409545.58,19.62
457867.47,21.94,9.68,409976.03,19.65
458118.02,21.96,9.7,409957.0,19.65
458118.02,21.96,9.7,409957.0,19.65
457736.41,21.95,9.68,409494.84,19.63
457953.74,21.96,9.7,410254.94,19.68
456936.32,22.0,9.73,409443.54,19.71
455918.9,22.03,9.77,408632.13,19.75
456187.66,22.06,9.79,408527.0,19.75
456003.92,22.06,9.79,408187.28,19.75
455661.52,22.06,9.8,408575.97,19.78
454644.1,22.1,9.84,407764.57,19.82
453626.68,22.14,9.87,406953.16,19.86
453489.63,22.14,9.88,406734.37,19.86
453312.16,22.14,9.88,406465.52,19.86
453597.3,22.17,9.9,407000.71,19.89
453866.05,22.19,9.93,406811.08,19.89
453682.31,22.19,9.93,406561.68,19.89
453529.93,22.2,9.93,406671.05,19.9
452548.75,22.24,9.97,405931.76,19.95
451818.09,22.21,9.95,405128.97,19.92
451628.08,22.21,9.95,405120.62,19.93
451491.03,22.22,9.95,405013.89,19.93
451294.05,22.22,9.95,405250.69,19.95
451092.3,22.22,9.95,404875.47,19.94
451056.84,22.23,9.96,404822.93,19.95
451325.59,22.25,9.99,404780.67,19.96
451141.85,22.25,9.99,404379.48,19.95
451146.92,22.26,10.0,404885.01,19.98
450795.0,22.25,9.99,404490.6,19.96
450795.0,22.25,9.99,404490.6,19.96
450800.07,22.26,9.99,404140.33,19.96
450688.11,22.26,10.0,403917.52,19.95
450688.11,22.26,10.0,403917.52,19.95
450688.11,22.26,10.0,403917.52,19.95
450480.44,22.27,10.0,404334.81,19.98
450730.99,22.28,10.02,404304.08,19.99
450439.52,22.27,10.01,403977.69,19.98
450125.11,22.27,10.0,404056.1,19.99
450393.87,22.29,10.03,404161.34,20.01
450026.39,22.3,10.03,403924.18,20.01
450284.26,22.32,10.05,403640.58,20.0
449927.74,22.3,10.04,403979.45,20.03
449790.69,22.31,10.04,403658.61,20.02
449579.02,22.3,10.03,403444.05,20.01
449371.36,22.3,10.04,403525.39,20.02
449180.3,22.3,10.04,403303.31,20.02
449449.06,22.33,10.06,403599.0,20.05
449224.78,22.33,10.06,403385.83,20.05
449041.04,22.33,10.06,403003.49,20.04
448698.09,22.31,10.05,402809.01,20.03
448698.09,22.31,10.05,402809.01,20.03
448703.16,22.32,10.06,402402.57,20.02
448961.02,22.34,10.08,402909.81,20.05
448753.19,22.34,10.07,402644.63,20.04
448616.14,22.34,10.07,402373.32,20.04
448747.9,22.35,10.09,403367.87,20.09
448449.16,22.34,10.08,403064.26,20.08
448717.92,22.37,10.1,403063.68,20.09
448559.11,22.36,10.1,402905.06,20.08
448413.0,22.36,10.1,402498.42,20.07
448250.63,22.37,10.1,401536.74,20.04
448060.62,22.37,10.1,402313.21,20.09
447985.78,22.37,10.11,402912.28,20.12
448237.37,22.39,10.13,402566.84,20.11
448145.62,22.4,10.13,402244.97,20.1
447128.2,22.44,10.17,401433.56,20.14
446919.46,22.43,10.17,401202.85,20.14
445902.04,22.47,10.2,400391.45,20.18
446543.11,22.51,10.25,402078.87,20.27
446387.33,22.51,10.25,401405.96,20.24
446247.33,22.51,10.24,401265.96,20.24
446516.08,22.53,10.27,401332.87,20.25
446050.9,22.52,10.25,400935.01,20.24
446055.96,22.53,10.26,400657.51,20.23
445872.22,22.53,10.26,400928.75,20.26
445688.48,22.53,10.27,400674.0,20.25
444671.06,22.57,10.31,399862.59,20.3
444559.1,22.58,10.31,399616.6,20.29
444351.43,22.58,10.31,399461.76,20.3
444160.38,22.58,10.31,399430.76,20.3
444377.71,22.6,10.33,399892.39,20.33
443996.1,22.58,10.32,399493.73,20.32
444264.86,22.61,10.34,399451.47,20.33
444269.93,22.62,10.35,399132.64,20.32
443252.51,22.66,10.39,398321.23,20.36
443257.58,22.67,10.4,398199.59,20.36
443257.58,22.67,10.4,398199.59,20.36
442240.15,22.71,10.44,397388.19,20.4
441222.73,22.75,10.48,396576.79,20.45
441227.8,22.76,10.49,397039.65,20.48
441115.84,22.76,10.5,396748.15,20.47
440908.17,22.76,10.5,396466.61,20.47
439890.75,22.81,10.54,395655.2,20.51
439890.75,22.81,10.54,395655.2,20.51
439890.75,22.81,10.54,395655.2,20.51
439699.69,22.81,10.54,396188.73,20.55
439664.23,22.82,10.55,396185.5,20.56
440121.79,22.85,10.58,396335.61,20.58
440474.31,22.87,10.61,395793.8,20.55
440290.57,22.87,10.61,396314.77,20.59
440106.84,22.88,10.61,395954.75,20.58
439804.34,22.87,10.6,395670.5,20.57
439804.34,22.87,10.6,395670.5,20.57
440108.9,22.89,10.62,396388.73,20.61
439901.23,22.89,10.62,396018.07,20.61
439749.55,22.89,10.63,395711.23,20.6
439749.55,22.89,10.63,395711.23,20.6
439979.41,22.91,10.64,396807.95,20.66
439760.74,22.9,10.64,396457.85,20.65
440029.5,22.93,10.66,396505.82,20.66
440287.37,22.95,10.68,396122.16,20.65
440523.94,22.97,10.7,396628.6,20.68
440340.2,22.97,10.7,396238.82,20.67
440340.2,22.97,10.7,396238.82,20.67
440228.24,22.97,10.71,395998.26,20.67
440034.3,22.97,10.7,395834.51,20.66
439652.7,22.95,10.69,395781.1,20.66
439886.64,22.97,10.71,396539.19,20.71
439525.72,22.96,10.69,395938.06,20.68
439323.97,22.96,10.69,396236.69,20.71
439541.3,22.98,10.71,396460.25,20.72
439810.06,23.0,10.74,396565.48,20.74
439626.32,23.0,10.74,396236.23,20.73
439631.39,23.01,10.75,395965.91,20.73
439472.74,23.02,10.75,396401.5,20.76
439335.69,23.02,10.76,396201.6,20.76
438957.85,23.01,10.74,395827.17,20.75
438750.18,23.01,10.75,395502.1,20.74
438568.88,23.01,10.75,395537.65,20.76
438717.8,23.03,10.76,395851.87,20.78
438717.8,23.03,10.76,395851.87,20.78
438423.72,23.02,10.75,395568.74,20.77
438423.72,23.02,10.75,395568.74,20.77
438508.74,23.05,10.78,395366.5,20.78
438513.81,23.06,10.79,395074.41,20.77
438330.07,23.06,10.79,395427.6,20.8
438406.92,23.07,10.81,395301.91,20.8
438199.25,23.07,10.81,395062.28,20.8
437181.83,23.12,10.85,394250.88,20.85
437181.83,23.12,10.85,394230.53,20.85
437181.83,23.12,10.85,394272.81,20.85
437179.58,23.13,10.86,394127.41,20.85
436955.31,23.13,10.86,394532.88,20.88
437224.06,23.15,10.89,394548.43,20.89
437040.32,23.16,10.89,394157.59,20.88
437298.19,23.18,10.91,394593.69,20.91
437139.54,23.18,10.91,394418.13,20.91
437139.54,23.18,10.91,394416.78,20.91
436757.93,23.16,10.9,394535.2,20.93
436563.79,23.16,10.89,394311.05,20.92
436884.37,23.18,10.91,393941.27,20.9
436852.55,23.19,10.93,395287.7,20.98
436482.61,23.18,10.91,394895.14,20.97
436751.37,23.2,10.94,394863.69,20.98
436088.18,23.22,10.95,394699.11,21.01
436488.25,23.24,10.98,394604.85,21.01
436280.58,23.24,10.98,394335.89,21.01
436179.65,23.25,10.99,394428.28,21.03
436179.65,23.25,10.99,394449.66,21.03
436179.65,23.25,10.99,394434.68,21.03
436179.65,23.25,10.99,394451.47,21.03
435845.0,23.24,10.98,393800.42,21.0
435530.6,23.24,10.97,393361.61,20.99
435799.36,23.27,11.0,393339.4,21.0
435759.22,23.27,11.0,393427.84,21.01
435760.41,23.27,11.0,393429.15,21.01
435576.67,23.27,11.0,393006.5,21.0
435424.29,23.27,11.01,393521.35,21.03
434406.87,23.32,11.05,392709.94,21.08
434406.87,23.32,11.05,392709.94,21.08
434216.85,23.32,11.06,392368.44,21.07
434521.41,23.34,11.08,392158.65,21.07
434313.74,23.35,11.08,392607.98,21.1
433942.82,23.33,11.07,392292.48,21.09
433685.45,23.37,11.1,391883.85,21.12
433879.52,23.39,11.13,392202.52,21.14
433758.5,23.4,11.13,392171.88,21.15
433767.63,23.4,11.14,392074.0,21.15
433666.81,23.41,11.14,392254.7,21.17
433476.8,23.41,11.15,391031.62,21.12
433167.39,23.42,11.15,391494.49,21.17
433436.15,23.45,11.18,391599.73,21.18
433252.41,23.45,11.18,391257.51,21.18
433068.67,23.45,11.19,390988.55,21.17
432906.3,23.46,11.19,390598.35,21.16
432906.3,23.46,11.19,390598.35,21.16
432747.65,23.46,11.2,391141.47,21.2
432747.65,23.46,11.2,391141.47,21.2
432626.63,23.47,11.2,390755.44,21.2
432492.37,23.47,11.21,391318.96,21.24
432487.68,23.48,11.22,391588.92,21.26
432218.46,23.47,11.21,391324.18,21.25
432415.67,23.49,11.23,391615.29,21.28
433141.04,23.54,11.28,391707.14,21.29
433141.04,23.54,11.28,391707.14,21.29
433409.8,23.57,11.3,391663.39,21.3
432746.62,23.58,11.32,391490.77,21.33
432046.49,23.56,11.29,390902.86,21.31
432027.63,23.57,11.3,390636.24,21.31
431836.57,23.57,11.3,390427.27,21.31
431612.3,23.57,11.31,390494.6,21.32
432069.86,23.61,11.34,390644.72,21.34
432069.86,23.61,11.34,390644.72,21.34
431052.44,23.65,11.39,389833.31,21.39
430868.7,23.66,11.39,389407.91,21.38
431126.57,23.68,11.41,389221.24,21.38
431126.57,23.68,11.41,389221.24,21.38
430126.57,23.63,11.37,388221.24,21.33
430131.64,23.65,11.38,388253.04,21.34
430019.67,23.65,11.39,388265.93,21.36
430000.82,23.66,11.4,388139.14,21.36
429809.76,23.66,11.4,388880.38,21.41
429576.84,23.66,11.39,388112.64,21.37
429352.56,23.66,11.39,388650.58,21.41
429621.32,23.68,11.42,388698.55,21.43
429879.19,23.7,11.44,388314.89,21.41
429695.45,23.71,11.44,388716.74,21.45
429700.51,23.72,11.45,388493.04,21.44
429588.55,23.73,11.46,388164.36,21.44
429588.55,23.73,11.46,388164.36,21.44
429569.69,23.73,11.47,388086.58,21.44
429378.64,23.74,11.47,388678.56,21.49
428361.22,23.79,11.52,387867.15,21.54
428041.22,23.77,11.51,387547.15,21.52
428041.22,23.77,11.51,387547.15,21.52
427883.6,23.77,11.5,387390.04,21.52
427848.13,23.77,11.51,387521.28,21.53
428116.89,23.8,11.54,387416.15,21.54
427933.15,23.81,11.54,387076.42,21.53
427749.41,23.81,11.54,387500.23,21.57
427590.76,23.81,11.55,387286.13,21.57
427642.52,23.83,11.56,386996.55,21.56
427260.91,23.81,11.55,386595.93,21.55
427260.91,23.81,11.55,386595.93,21.55
427053.25,23.81,11.55,386495.44,21.55
426862.19,23.82,11.55,386747.64,21.58
426862.19,23.82,11.55,386747.64,21.58
426862.19,23.82,11.55,386747.64,21.58
426862.19,23.82,11.55,386747.64,21.58
426637.92,23.82,11.55,386483.25,21.58
426906.67,23.85,11.58,386453.52,21.59
426911.74,23.86,11.59,386122.16,21.58
426911.74,23.86,11.59,386122.16,21.58
426728.0,23.86,11.59,386528.38,21.61
426569.35,23.86,11.6,386286.79,21.61
426882.24,23.89,11.62,385988.96,21.6
426882.24,23.89,11.62,385988.96,21.6
426773.43,23.88,11.62,385897.06,21.6
426565.76,23.88,11.62,386374.91,21.63
426374.7,23.89,11.62,386225.05,21.64
426374.7,23.89,11.62,386225.05,21.64
426374.7,23.89,11.62,386225.05,21.64
426150.43,23.89,11.62,386123.25,21.64
426001.06,23.88,11.62,386072.23,21.64
426703.09,23.93,11.66,386465.11,21.67
426492.52,23.92,11.66,386245.05,21.66
426258.0,23.91,11.65,385860.6,21.64
426263.07,23.92,11.66,385528.93,21.64
426079.33,23.93,11.66,385982.99,21.67
425384.9,23.94,11.68,385228.85,21.68
425160.63,23.94,11.68,385429.33,21.7
425160.63,23.94,11.68,385429.33,21.7
425429.38,23.97,11.7,385477.29,21.72
425245.64,23.97,11.71,385054.04,21.71
425093.26,23.98,11.71,385448.89,21.74
425093.26,23.98,11.71,385448.89,21.74
425092.06,23.99,11.72,385237.18,21.74
425092.06,23.99,11.72,385237.18,21.74
424955.01,23.99,11.73,384971.54,21.74
424747.34,24.0,11.73,384893.54,21.74
424332.01,24.0,11.74,384806.7,21.76
425137.03,24.05,11.78,384777.17,21.77
424809.45,24.04,11.77,384435.77,21.75
424625.71,24.04,11.78,385034.28,21.8
424441.97,24.04,11.78,384617.13,21.79
424283.32,24.05,11.78,384315.29,21.78
424146.27,24.05,11.79,384669.97,21.82
423938.61,24.06,11.79,384386.67,21.81
423747.55,24.06,11.79,384159.02,21.81
423523.27,24.06,11.8,384203.95,21.83
423792.03,24.09,11.82,384181.75,21.84
423797.1,24.1,11.84,383847.03,21.83
423613.36,24.1,11.84,384255.56,21.86
423871.23,24.12,11.86,384050.03,21.86
423759.26,24.13,11.87,383712.55,21.85
423476.8,24.17,11.91,383204.38,21.87
423457.94,24.18,11.92,383672.48,21.91
423266.89,24.18,11.92,383189.82,21.89
423042.61,24.19,11.92,383707.69,21.94
422930.65,24.19,11.93,383659.51,21.95
422911.79,24.2,11.94,383751.73,21.96
422911.79,24.2,11.94,383751.73,21.96
422540.19,24.19,11.92,383335.56,21.94
422537.94,24.2,11.93,383195.06,21.95
422313.66,24.2,11.94,383342.62,21.97
422582.42,24.23,11.96,383447.85,21.99
422398.68,24.23,11.97,382936.32,21.97
422056.29,24.24,11.98,382993.7,22.0
421919.24,24.25,11.98,382834.09,22.0
