ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_988f-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_988f-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_988f-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_988f-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_988f-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
838935.2,14.14,0.55,220780.89,3.72
838985.65,14.15,0.56,221596.43,3.74
838840.23,14.14,0.55,221455.03,3.73
838890.67,14.15,0.56,221225.94,3.73
838639.38,14.14,0.55,220619.0,3.72
838689.83,14.15,0.56,221889.07,3.74
838740.28,14.15,0.56,221889.02,3.74
838488.98,14.15,0.56,221602.9,3.74
838539.43,14.15,0.56,221602.52,3.74
838699.11,14.15,0.56,221602.52,3.74
838878.81,14.16,0.57,221602.52,3.74
838878.81,14.16,0.57,221728.99,3.74
838742.9,14.16,0.57,221824.46,3.74
838607.0,14.16,0.57,221728.99,3.74
838657.45,14.16,0.57,221728.99,3.74
838707.89,14.16,0.57,223042.21,3.77
838867.57,14.17,0.58,223041.78,3.77
838867.57,14.17,0.58,223041.78,3.77
838601.96,14.16,0.57,222550.57,3.76
838445.6,14.16,0.57,222462.28,3.76
838180.02,14.16,0.57,222467.87,3.76
838230.47,14.16,0.57,222467.87,3.76
837964.88,14.16,0.57,222467.87,3.76
838015.33,14.16,0.57,222467.87,3.76
838175.01,14.16,0.57,222500.44,3.76
838334.69,14.17,0.58,222488.44,3.76
838385.14,14.17,0.58,222467.87,3.76
838564.84,14.18,0.58,222467.87,3.76
838299.26,14.17,0.58,223461.0,3.78
838200.19,14.17,0.58,223354.07,3.78
837944.57,14.17,0.58,223129.03,3.77
837944.57,14.17,0.58,223170.11,3.77
838124.28,14.17,0.58,223182.17,3.77
838124.28,14.17,0.58,223170.01,3.77
838124.28,14.17,0.58,223170.01,3.77
838283.96,14.18,0.58,223393.81,3.78
838334.41,14.18,0.59,223484.09,3.78
838539.8,14.18,0.59,223569.58,3.78
838539.8,14.18,0.59,223490.84,3.78
838590.25,14.19,0.59,223675.95,3.78
838795.64,14.19,0.6,223761.44,3.79
838659.73,14.19,0.6,223871.18,3.79
838404.12,14.19,0.6,224144.88,3.79
838238.53,14.19,0.59,223954.16,3.79
838288.98,14.19,0.6,223954.11,3.79
838468.68,14.19,0.6,223953.73,3.79
838468.68,14.19,0.6,223953.73,3.79
838332.78,14.19,0.6,223982.39,3.79
838383.23,14.2,0.6,223973.19,3.79
838127.61,14.19,0.6,223965.14,3.79
838287.29,14.2,0.61,223953.73,3.79
838525.98,14.2,0.61,224803.61,3.81
838576.43,14.2,0.61,225087.54,3.81
838736.11,14.21,0.62,225393.01,3.82
838915.81,14.21,0.62,225384.14,3.82
838966.26,14.22,0.62,225576.6,3.82
838700.68,14.21,0.62,225405.39,3.82
838751.12,14.21,0.62,225405.34,3.82
838956.51,14.22,0.63,225404.97,3.82
838956.51,14.22,0.63,225387.61,3.82
838700.9,14.22,0.63,225297.9,3.82
838880.61,14.22,0.63,225297.9,3.82
838834.25,14.22,0.63,225267.72,3.82
838834.25,14.22,0.63,225371.49,3.82
838582.95,14.22,0.63,225086.38,3.82
838327.34,14.21,0.62,225105.03,3.82
838076.04,14.21,0.62,224852.49,3.81
837940.14,14.21,0.62,224840.33,3.81
837804.23,14.21,0.62,224833.84,3.81
837854.68,14.21,0.62,225375.13,3.82
837854.68,14.21,0.62,225427.82,3.82
837854.68,14.21,0.62,225465.23,3.82
837905.13,14.22,0.62,225737.42,3.83
837905.13,14.22,0.62,225737.42,3.83
837905.13,14.22,0.62,225650.9,3.83
837955.58,14.22,0.63,225916.93,3.83
838194.26,14.22,0.63,225916.5,3.83
838244.71,14.23,0.64,225916.5,3.83
837979.13,14.22,0.63,225548.65,3.83
837734.53,14.22,0.63,225563.68,3.83
837914.24,14.22,0.63,225563.68,3.83
837668.63,14.22,0.63,225605.68,3.83
837719.07,14.22,0.63,225596.38,3.83
837878.75,14.23,0.64,225570.78,3.83
838058.46,14.23,0.64,225563.68,3.83
838108.91,14.23,0.64,225563.68,3.83
837843.32,14.23,0.64,225281.24,3.83
837843.32,14.23,0.64,225283.72,3.83
837587.71,14.23,0.64,226723.75,3.85
837638.16,14.23,0.64,226841.89,3.85
837386.86,14.23,0.64,226531.25,3.85
837625.55,14.23,0.64,226530.83,3.85
837625.55,14.23,0.64,226530.83,3.85
837676.0,14.24,0.64,226530.83,3.85
837726.45,14.24,0.65,226530.83,3.85
837776.9,14.24,0.65,226530.83,3.85
837776.9,14.24,0.65,226552.45,3.85
837936.57,14.25,0.65,226688.53,3.85
837936.57,14.25,0.65,226669.31,3.85
837800.67,14.25,0.65,227211.71,3.86
837800.67,14.25,0.65,227307.43,3.86
837639.85,14.24,0.65,227144.54,3.86
837819.56,14.25,0.66,227235.83,3.86
837819.56,14.25,0.66,227235.83,3.86
837819.56,14.25,0.66,227235.83,3.86
837870.01,14.25,0.66,227894.82,3.88
837920.45,14.25,0.66,228021.44,3.88
837970.9,14.26,0.66,228095.69,3.88
838021.35,14.26,0.67,228095.69,3.88
838071.8,14.26,0.67,228095.69,3.88
837816.19,14.26,0.67,227795.3,3.88
837995.89,14.26,0.67,227795.3,3.88
837740.28,14.26,0.67,227795.3,3.88
837790.73,14.26,0.67,227829.14,3.88
837970.44,14.27,0.68,227816.15,3.88
837970.44,14.27,0.68,227816.15,3.88
837970.44,14.27,0.68,227786.19,3.88
838020.89,14.27,0.68,227837.98,3.88
838071.33,14.27,0.68,228017.13,3.88
837815.72,14.27,0.68,227765.34,3.88
837866.17,14.27,0.68,229004.81,3.9
837916.62,14.27,0.68,229004.76,3.9
837916.62,14.27,0.68,229039.57,3.9
837701.03,14.27,0.68,228824.03,3.9
837751.48,14.27,0.68,228823.65,3.9
837801.93,14.28,0.69,228823.65,3.9
837981.64,14.28,0.69,228846.7,3.9
837726.03,14.28,0.69,228837.11,3.9
837905.73,14.28,0.69,228829.45,3.9
838065.41,14.29,0.7,228823.65,3.9
837809.8,14.28,0.69,229697.2,3.92
837515.2,14.28,0.69,229740.19,3.92
837674.88,14.28,0.69,229903.44,3.92
837854.59,14.29,0.7,229873.84,3.92
837905.03,14.29,0.7,230000.46,3.92
838064.71,14.29,0.7,230109.19,3.92
837928.81,14.29,0.7,230108.77,3.93
837699.44,14.29,0.7,230516.83,3.93
837904.83,14.3,0.71,230535.58,3.93
838064.51,14.3,0.71,230531.73,3.93
838250.17,14.31,0.71,230516.83,3.93
838300.62,14.31,0.72,230516.83,3.93
838300.62,14.31,0.72,230489.72,3.93
838059.05,14.31,0.71,230888.29,3.94
838109.5,14.31,0.72,231000.12,3.94
838289.21,14.31,0.72,230929.97,3.94
838023.62,14.31,0.72,230638.49,3.94
837887.72,14.31,0.72,231640.23,3.96
837683.94,14.31,0.72,231398.37,3.95
837428.32,14.3,0.71,231111.91,3.95
837633.71,14.31,0.72,231111.49,3.95
837633.71,14.31,0.72,231111.49,3.95
837807.46,14.31,0.72,231112.11,3.95
837671.56,14.31,0.72,231111.49,3.95
837411.9,14.31,0.72,231111.49,3.95
837411.9,14.31,0.72,231244.39,3.95
837650.59,14.31,0.72,231309.0,3.95
837650.59,14.31,0.72,231299.48,3.95
837514.68,14.31,0.72,231234.86,3.95
837514.68,14.31,0.72,231281.66,3.95
837694.38,14.32,0.73,231281.66,3.95
837744.83,14.32,0.73,232347.1,3.97
837950.22,14.33,0.74,232695.94,3.98
838109.9,14.33,0.74,232789.34,3.98
837934.32,14.33,0.74,232706.3,3.98
837798.41,14.33,0.74,232757.28,3.98
837798.41,14.33,0.74,232805.01,3.98
837542.8,14.32,0.73,232542.87,3.98
837722.5,14.33,0.74,232542.87,3.98
837556.92,14.33,0.74,232396.62,3.98
837795.6,14.33,0.74,232396.62,3.98
836708.34,14.33,0.74,232396.2,3.98
836913.73,14.34,0.75,232397.68,3.98
836777.83,14.34,0.75,232396.2,3.98
836613.08,14.34,0.75,232200.99,3.98
836663.53,14.34,0.75,232200.99,3.98
836663.53,14.34,0.75,232167.44,3.98
836663.53,14.34,0.75,232117.77,3.98
836412.23,14.34,0.74,232142.18,3.98
836462.68,14.34,0.75,232142.18,3.98
836622.36,14.34,0.75,233294.75,4.0
836377.76,14.34,0.75,232998.08,3.99
836428.21,14.34,0.75,233623.36,4.01
836176.92,14.34,0.75,233341.78,4.0
836227.36,14.34,0.75,233464.0,4.0
836091.46,14.34,0.75,233371.76,4.0
835825.87,14.34,0.75,233110.06,4.0
835580.26,14.33,0.74,232620.78,3.99
835630.71,14.34,0.75,232620.73,3.99
835386.11,14.33,0.74,232729.16,3.99
835565.82,14.34,0.75,232728.78,3.99
835409.46,14.34,0.75,232584.44,3.99
835614.85,14.34,0.75,232584.44,3.99
835665.3,14.34,0.75,232608.22,3.99
835529.39,14.34,0.75,232585.68,3.99
835529.39,14.34,0.75,232627.32,3.99
835381.65,14.34,0.75,231718.94,3.98
835432.1,14.35,0.76,231717.71,3.98
835591.77,14.35,0.76,231717.71,3.98
835426.19,14.35,0.76,231233.16,3.97
835585.87,14.35,0.76,233054.12,4.0
835745.54,14.36,0.77,233147.52,4.01
835489.93,14.35,0.76,232886.29,4.0
835540.38,14.36,0.77,233116.49,4.01
835700.06,14.36,0.77,233209.9,4.01
835448.76,14.36,0.77,233269.21,4.01
835197.46,14.35,0.76,233034.99,4.01
835247.91,14.36,0.77,233176.92,4.01
835427.62,14.36,0.77,233176.89,4.01
835478.07,14.36,0.77,233176.5,4.01
835528.52,14.37,0.78,233176.5,4.01
835688.2,14.37,0.78,233176.5,4.01
835738.64,14.37,0.78,233355.29,4.01
835789.09,14.38,0.79,233516.83,4.02
835839.54,14.38,0.79,233886.26,4.02
835839.54,14.38,0.79,233948.15,4.03
835573.96,14.38,0.79,233585.71,4.02
835624.41,14.38,0.79,234213.12,4.03
835368.79,14.38,0.79,233974.32,4.03
835419.24,14.38,0.79,233974.28,4.03
835153.66,14.38,0.78,233699.37,4.02
835313.34,14.38,0.79,233698.99,4.02
835047.75,14.38,0.79,233420.89,4.02
835227.46,14.38,0.79,233420.89,4.02
835091.55,14.38,0.79,233441.3,4.02
834845.94,14.38,0.79,233420.89,4.02
834710.03,14.38,0.79,233826.11,4.03
834710.03,14.38,0.79,233788.43,4.03
834760.48,14.38,0.79,233828.59,4.03
834920.16,14.38,0.79,234023.41,4.03
834784.25,14.38,0.79,234470.46,4.04
834963.95,14.39,0.8,234461.6,4.04
835011.31,14.39,0.8,234119.89,4.04
835049.92,14.39,0.8,233910.77,4.03
835100.37,14.4,0.81,234103.23,4.04
834844.76,14.39,0.8,234013.52,4.03
834895.21,14.4,0.81,234013.47,4.04
834895.21,14.4,0.81,234006.68,4.04
834895.21,14.4,0.81,234044.8,4.04
834629.62,14.39,0.8,233874.04,4.03
834809.33,14.4,0.81,233873.67,4.03
834859.78,14.4,0.81,233873.67,4.03
834723.87,14.4,0.81,233914.09,4.04
834774.32,14.4,0.81,233943.99,4.04
834774.32,14.4,0.81,233905.88,4.04
834824.77,14.41,0.82,233988.05,4.04
834824.77,14.41,0.82,234031.6,4.04
834569.16,14.4,0.81,233930.58,4.04
834569.16,14.4,0.81,233930.58,4.04
834619.6,14.41,0.82,233945.71,4.04
834670.05,14.41,0.82,235059.92,4.06
834885.71,14.41,0.82,235005.32,4.06
834936.16,14.42,0.83,235258.76,4.06
835095.84,14.42,0.83,235258.76,4.06
834901.21,14.42,0.83,235251.6,4.06
835080.91,14.42,0.83,235251.6,4.06
834825.3,14.42,0.83,235251.6,4.06
834999.05,14.42,0.83,235252.12,4.06
835049.5,14.43,0.84,235251.87,4.06
835209.18,14.43,0.84,235251.6,4.06
835033.59,14.43,0.84,235456.35,4.07
834773.93,14.43,0.83,235456.35,4.07
834953.64,14.43,0.84,235854.24,4.08
834698.03,14.43,0.84,235712.11,4.07
834748.47,14.43,0.84,236003.61,4.08
834928.18,14.43,0.84,236274.42,4.08
834928.18,14.43,0.84,236258.56,4.08
834792.27,14.43,0.84,236310.49,4.09
834536.66,14.43,0.84,236715.63,4.09
834696.34,14.43,0.84,236808.09,4.1
834746.79,14.44,0.85,236934.71,4.1
834932.45,14.44,0.85,236996.28,4.1
834666.86,14.44,0.85,236658.95,4.09
834717.31,14.44,0.85,236785.56,4.1
834717.31,14.44,0.85,236776.76,4.1
834459.01,14.44,0.85,236536.84,4.09
834193.43,14.43,0.84,236171.4,4.09
833931.86,14.43,0.84,236077.08,4.09
833666.27,14.43,0.84,235886.07,4.08
833716.72,14.43,0.84,235960.32,4.08
833767.17,14.43,0.84,235960.28,4.08
833926.85,14.44,0.85,235967.39,4.08
833661.27,14.43,0.84,235705.69,4.08
833525.36,14.43,0.84,235721.3,4.08
833525.36,14.43,0.84,235721.3,4.08
833575.81,14.44,0.85,235715.62,4.08
833814.49,14.44,0.85,235698.2,4.08
833994.2,14.45,0.85,235698.2,4.08
834044.65,14.45,0.86,236760.05,4.1
833779.06,14.44,0.85,236218.0,4.09
833534.47,14.44,0.85,235698.2,4.08
833381.76,14.44,0.85,235541.27,4.08
833136.14,14.44,0.85,236489.89,4.1
832982.22,14.43,0.84,236324.41,4.09
833141.9,14.44,0.85,236398.65,4.1
833321.6,14.44,0.85,236389.78,4.1
833321.6,14.44,0.85,236389.78,4.1
833065.99,14.44,0.85,236251.34,4.09
833251.65,14.44,0.85,236639.86,4.1
833302.1,14.45,0.86,236639.86,4.1
833166.19,14.45,0.86,236639.86,4.1
833216.64,14.45,0.86,236639.86,4.1
833216.64,14.45,0.86,236582.15,4.1
833216.64,14.45,0.86,236541.52,4.1
833267.09,14.45,0.86,236541.52,4.1
833091.5,14.45,0.86,236330.32,4.1
832981.5,14.45,0.86,236220.32,4.1
833141.18,14.45,0.86,236220.32,4.1
832889.62,14.45,0.86,235961.8,4.09
832940.06,14.45,0.86,235961.8,4.09
832804.16,14.45,0.86,236900.2,4.11
832983.86,14.46,0.87,237104.85,4.12
832847.95,14.46,0.87,237104.43,4.12
832712.05,14.46,0.87,237120.81,4.12
832762.5,14.46,0.87,237114.87,4.12
832812.95,14.46,0.87,237108.43,4.12
832547.36,14.46,0.87,236572.03,4.11
832597.81,14.46,0.87,236574.45,4.11
832648.26,14.46,0.87,236568.03,4.11
832512.35,14.47,0.87,237421.01,4.13
832256.74,14.46,0.87,237646.82,4.13
832256.74,14.46,0.87,237631.83,4.13
832256.74,14.46,0.87,237745.18,4.13
832256.74,14.46,0.87,237763.91,4.13
832462.13,14.47,0.88,237814.65,4.13
832512.58,14.47,0.88,237780.46,4.13
832692.28,14.47,0.88,237815.98,4.13
832556.38,14.47,0.88,238321.77,4.14
832606.82,14.48,0.89,238313.19,4.14
832657.27,14.48,0.89,238313.14,4.14
832816.95,14.48,0.89,238312.76,4.14
832816.95,14.48,0.89,238312.76,4.14
832652.2,14.48,0.89,238335.83,4.15
832811.88,14.49,0.9,238335.83,4.15
832675.97,14.49,0.9,238445.3,4.15
832726.42,14.49,0.9,238453.4,4.15
832776.87,14.49,0.9,238553.21,4.15
832640.97,14.49,0.9,238335.83,4.15
832387.36,14.49,0.9,238060.85,4.14
832437.81,14.49,0.9,239410.67,4.17
832301.9,14.49,0.9,239258.04,4.17
832301.9,14.49,0.9,239251.1,4.17
832301.9,14.49,0.9,239280.53,4.17
832461.58,14.5,0.91,239572.72,4.17
832641.28,14.5,0.91,239560.66,4.17
832385.67,14.5,0.91,239420.09,4.17
832436.12,14.5,0.91,239663.02,4.17
832170.53,14.5,0.91,239294.89,4.17
832170.53,14.5,0.91,239294.89,4.17
831904.95,14.49,0.9,239006.03,4.16
831769.04,14.49,0.9,238858.72,4.16
831503.46,14.49,0.9,238596.53,4.16
831553.9,14.49,0.9,238778.88,4.16
831733.61,14.5,0.91,238772.04,4.16
831597.7,14.5,0.91,238762.33,4.16
831648.15,14.5,0.91,239156.01,4.17
831392.54,14.5,0.91,239031.02,4.17
831442.99,14.5,0.91,239189.77,4.17
831493.44,14.5,0.91,239316.38,4.17
831673.14,14.51,0.92,239373.36,4.18
831723.59,14.51,0.92,239373.31,4.18
831686.82,14.51,0.92,239501.4,4.18
831737.27,14.51,0.92,239501.02,4.18
831787.72,14.52,0.93,239501.02,4.18
831967.42,14.52,0.93,239501.02,4.18
831758.58,14.52,0.93,239261.72,4.18
831502.97,14.51,0.92,239346.24,4.18
831682.68,14.52,0.93,239311.19,4.18
831888.07,14.52,0.93,239326.0,4.18
831723.32,14.52,0.93,239722.79,4.19
831467.7,14.52,0.93,239602.63,4.18
831518.15,14.52,0.93,239879.98,4.19
831379.54,14.52,0.93,239677.34,4.19
831243.64,14.52,0.93,240111.5,4.19
831291.0,14.52,0.93,239769.79,4.19
831470.7,14.53,0.94,239769.37,4.19
831205.09,14.52,0.93,239769.37,4.19
831205.09,14.52,0.93,239858.15,4.19
831364.77,14.53,0.94,239874.65,4.19
831403.38,14.53,0.94,239665.53,4.19
831453.83,14.53,0.94,239649.04,4.19
831633.53,14.54,0.95,239659.39,4.19
831497.62,14.54,0.95,239649.04,4.19
831548.07,14.54,0.95,240133.74,4.2
831548.07,14.54,0.95,240107.72,4.2
831786.76,14.55,0.96,239984.2,4.2
831837.21,14.55,0.96,241213.24,4.22
831887.66,14.55,0.96,241213.19,4.22
831938.11,14.55,0.96,241212.82,4.22
831988.56,14.56,0.97,241212.82,4.22
832039.01,14.56,0.97,241212.82,4.22
832198.68,14.56,0.97,241212.82,4.22
832404.07,14.57,0.98,241794.35,4.23
832404.07,14.57,0.98,241823.25,4.23
832148.46,14.57,0.98,241556.06,4.23
832148.46,14.57,0.98,241556.06,4.23
832198.91,14.57,0.98,242108.95,4.24
831933.33,14.57,0.98,241637.19,4.23
831983.77,14.57,0.98,242173.72,4.24
831739.18,14.57,0.97,242154.0,4.24
831941.48,14.57,0.98,241793.92,4.23
831675.9,14.57,0.98,241223.47,4.22
831539.99,14.57,0.98,241224.67,4.23
831578.6,14.57,0.98,241155.44,4.23
831578.6,14.57,0.98,241155.91,4.23
831413.85,14.57,0.98,241384.15,4.23
831593.55,14.57,0.98,241386.26,4.23
831832.24,14.58,0.99,241382.52,4.23
831991.92,14.58,0.99,241485.15,4.23
832042.37,14.58,0.99,241407.27,4.23
831794.71,14.58,0.99,241202.1,4.23
831954.39,14.59,0.99,241773.13,4.24
832004.84,14.59,1.0,242183.62,4.25
832055.29,14.59,1.0,242802.19,4.26
832105.74,14.59,1.0,242802.14,4.26
832105.74,14.59,1.0,242663.58,4.26
832105.74,14.59,1.0,242633.62,4.26
831944.92,14.59,1.0,242689.84,4.26
831689.31,14.59,1.0,242421.12,4.25
831739.76,14.59,1.0,242420.74,4.25
831474.18,14.59,1.0,241933.38,4.24
831208.59,14.58,0.99,241909.61,4.24
830994.81,14.58,0.99,241668.75,4.24
831045.26,14.58,0.99,241668.75,4.24
831095.71,14.59,1.0,241668.75,4.24
831281.37,14.59,1.0,241787.46,4.24
831172.27,14.59,1.0,241693.46,4.24
831172.27,14.59,1.0,241725.78,4.24
831351.98,14.59,1.0,241701.07,4.24
831242.34,14.59,1.0,241701.07,4.24
831106.43,14.59,1.0,242858.86,4.26
831156.88,14.6,1.01,243038.02,4.27
831207.33,14.6,1.01,243164.63,4.27
831387.03,14.6,1.01,243221.61,4.27
831387.03,14.6,1.01,243217.37,4.27
831546.71,14.61,1.02,243216.95,4.27
831410.8,14.61,1.02,243216.95,4.27
831461.25,14.61,1.02,243216.95,4.27
831511.7,14.61,1.02,243275.02,4.28
831256.09,14.61,1.02,243185.3,4.27
830990.5,14.61,1.02,243133.42,4.27
831040.95,14.61,1.02,243127.23,4.27
831091.4,14.61,1.02,243127.23,4.27
831271.11,14.62,1.03,243970.65,4.29
831430.79,14.62,1.03,244343.93,4.3
831481.23,14.63,1.03,244343.88,4.3
831345.33,14.63,1.03,244343.51,4.3
831209.42,14.63,1.03,244366.31,4.3
831259.87,14.63,1.04,244363.4,4.3
831123.96,14.63,1.04,244343.51,4.3
831329.35,14.63,1.04,244810.65,4.31
831073.74,14.63,1.04,244489.09,4.3
831073.74,14.63,1.04,244447.05,4.3
830898.15,14.63,1.04,244517.96,4.3
831077.86,14.63,1.04,244533.41,4.31
831128.31,14.64,1.04,244996.83,4.31
831178.76,14.64,1.05,244996.79,4.31
831229.21,14.64,1.05,244996.41,4.32
830983.59,14.64,1.05,245019.66,4.32
831169.25,14.64,1.05,245019.66,4.32
830917.69,14.64,1.05,245019.66,4.32
831097.39,14.64,1.05,245056.5,4.32
830841.78,14.64,1.05,245044.82,4.32
830689.7,14.64,1.05,244893.58,4.32
830869.41,14.64,1.05,244877.02,4.32
830618.11,14.64,1.05,244597.45,4.31
830668.56,14.64,1.05,244588.86,4.31
830719.01,14.64,1.05,244588.86,4.31
830563.03,14.64,1.05,244441.75,4.31
830613.48,14.65,1.05,245809.81,4.33
830295.6,14.64,1.05,245496.77,4.33
830455.28,14.65,1.05,245496.35,4.33
830199.67,14.64,1.05,245249.05,4.33
830438.35,14.65,1.06,245249.05,4.33
830624.01,14.65,1.06,245268.12,4.33
830624.01,14.65,1.06,245268.12,4.33
830382.45,14.65,1.06,245249.05,4.33
830542.12,14.65,1.06,245249.05,4.33
830276.54,14.65,1.06,245561.6,4.33
830326.99,14.65,1.06,245539.51,4.33
830377.44,14.66,1.06,245626.26,4.34
830537.12,14.66,1.07,245818.84,4.34
830587.56,14.66,1.07,246592.0,4.35
830773.23,14.67,1.08,246562.81,4.35
830773.23,14.67,1.08,246714.96,4.36
830521.66,14.66,1.07,246596.84,4.35
830569.02,14.67,1.08,246255.13,4.35
830424.91,14.67,1.08,245872.35,4.34
830604.62,14.67,1.08,246261.64,4.35
830468.71,14.67,1.08,246261.22,4.35
830224.12,14.67,1.08,246339.95,4.35
830274.57,14.67,1.08,246339.95,4.35
830434.24,14.68,1.09,246339.95,4.35
830434.24,14.68,1.09,246316.96,4.35
830434.24,14.68,1.09,246273.69,4.35
830484.69,14.68,1.09,246342.67,4.35
830348.79,14.68,1.09,246280.39,4.35
830399.24,14.68,1.09,246273.69,4.35
830558.91,14.69,1.1,247370.29,4.37
830718.59,14.69,1.1,247725.96,4.38
830878.27,14.7,1.1,247819.37,4.38
830928.72,14.7,1.11,247961.31,4.39
830792.81,14.7,1.11,247814.0,4.38
830952.49,14.7,1.11,248105.7,4.39
831112.17,14.71,1.12,248105.28,4.39
830856.56,14.7,1.11,247845.98,4.39
831036.26,14.71,1.12,247845.98,4.39
830780.65,14.71,1.11,247845.98,4.39
830960.35,14.71,1.12,248136.46,4.39
830704.74,14.71,1.12,248212.15,4.39
830704.74,14.71,1.12,248261.37,4.4
830884.45,14.71,1.12,248248.83,4.4
830618.86,14.71,1.12,247881.11,4.39
830666.22,14.71,1.12,247539.4,4.38
830666.22,14.71,1.12,247549.04,4.38
830440.47,14.71,1.12,247474.84,4.38
830440.47,14.71,1.12,247474.84,4.38
830634.02,14.71,1.12,247387.23,4.38
830813.72,14.72,1.13,247378.37,4.38
830869.83,14.72,1.13,249833.64,4.43
830920.28,14.72,1.13,250026.1,4.43
830920.28,14.72,1.13,250016.12,4.43
830664.67,14.72,1.13,249926.4,4.43
830844.38,14.72,1.13,249926.37,4.43
831083.06,14.73,1.14,249925.98,4.43
830907.48,14.73,1.14,249745.55,4.43
830651.86,14.72,1.13,249745.55,4.43
830837.53,14.73,1.14,249780.43,4.43
830884.89,14.73,1.14,249438.72,4.42
830738.14,14.73,1.14,249053.3,4.42
830602.23,14.73,1.14,249025.45,4.42
830336.65,14.73,1.14,248542.9,4.41
830575.33,14.73,1.14,248535.87,4.41
830439.43,14.73,1.14,249230.12,4.42
830489.88,14.74,1.15,249459.4,4.43
830314.29,14.73,1.14,249499.43,4.43
830062.72,14.73,1.14,249281.65,4.42
830248.38,14.74,1.14,249450.46,4.43
830298.83,14.74,1.15,249450.41,4.43
830082.4,14.74,1.14,249835.87,4.44
830262.11,14.74,1.15,249835.49,4.44
829996.52,14.74,1.15,249549.0,4.43
829730.93,14.73,1.14,249378.24,4.43
829781.38,14.74,1.14,249378.24,4.43
829631.25,14.73,1.14,249276.2,4.43
829631.25,14.73,1.14,249276.2,4.43
829631.25,14.73,1.14,249276.2,4.43
829790.93,14.74,1.15,249276.2,4.43
829790.93,14.74,1.15,249276.2,4.43
829841.38,14.74,1.15,249454.99,4.43
829705.47,14.74,1.15,249811.66,4.44
829449.86,14.74,1.15,249753.62,4.44
829449.86,14.74,1.15,249723.67,4.44
829287.06,14.74,1.14,249606.27,4.44
829337.51,14.74,1.15,249767.47,4.44
829517.22,14.74,1.15,249973.59,4.44
829567.67,14.75,1.16,249973.54,4.44
829312.06,14.74,1.15,250306.59,4.45
829491.76,14.75,1.16,250306.22,4.45
829355.85,14.75,1.16,250306.22,4.45
829406.3,14.75,1.16,250306.22,4.45
829456.75,14.75,1.16,250306.22,4.45
829507.2,14.76,1.17,250306.22,4.45
829507.2,14.76,1.17,250336.52,4.45
829251.59,14.75,1.16,250336.52,4.45
829302.04,14.76,1.17,250336.52,4.45
829126.45,14.75,1.16,250164.82,4.45
828860.87,14.75,1.16,249879.58,4.45
828860.87,14.75,1.16,249905.47,4.45
828667.46,14.75,1.16,249619.53,4.44
828847.17,14.75,1.16,250920.52,4.47
828711.26,14.75,1.16,250920.1,4.47
828601.62,14.75,1.16,250746.84,4.46
828781.33,14.75,1.16,250746.84,4.46
828831.78,14.76,1.17,250792.11,4.47
828606.16,14.75,1.16,250839.84,4.47
828656.61,14.76,1.17,250804.6,4.47
828520.71,14.76,1.17,251072.5,4.47
828520.71,14.76,1.17,251042.19,4.47
828571.15,14.76,1.17,251106.77,4.47
828621.6,14.76,1.17,251340.44,4.48
828801.31,14.77,1.18,251402.27,4.48
828691.67,14.77,1.18,251768.96,4.49
828691.67,14.77,1.18,251801.28,4.49
828479.2,14.76,1.17,251444.44,4.48
828335.6,14.76,1.17,251286.67,4.48
828199.69,14.76,1.17,251290.58,4.48
828379.4,14.77,1.18,251292.43,4.48
828269.76,14.77,1.18,251286.25,4.48
828475.15,14.77,1.18,251343.75,4.48
828654.86,14.78,1.18,251328.66,4.48
828654.86,14.78,1.18,251328.66,4.48
828409.24,14.77,1.18,251286.25,4.48
828409.24,14.77,1.18,251259.14,4.48
828588.95,14.78,1.19,251259.14,4.48
828453.04,14.78,1.19,251286.92,4.48
828503.49,14.78,1.19,252121.91,4.5
828252.19,14.78,1.19,252391.61,4.5
828302.64,14.78,1.19,252310.63,4.5
828274.7,14.78,1.19,252481.07,4.51
828138.79,14.78,1.19,252526.23,4.51
828306.35,14.78,1.19,252495.9,4.51
828356.8,14.79,1.2,252460.13,4.51
828220.89,14.79,1.2,252422.53,4.51
827901.07,14.78,1.19,252268.72,4.5
828106.46,14.79,1.2,252501.91,4.51
827970.55,14.79,1.2,252392.39,4.51
828021.0,14.79,1.2,252451.53,4.51
827769.71,14.79,1.2,252927.95,4.52
827949.41,14.79,1.2,253016.56,4.52
827843.05,14.79,1.2,252926.38,4.52
827893.5,14.79,1.2,252926.33,4.52
827637.89,14.79,1.2,252652.56,4.52
827797.57,14.79,1.2,252652.18,4.52
827650.77,14.79,1.2,252494.41,4.51
827475.19,14.79,1.2,252494.41,4.51
827525.64,14.79,1.2,252517.52,4.51
