ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_988f-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_988f-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_988f-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_988f-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_988f-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
720298.59,29.84,16.25,517909.78,21.46
720047.29,29.84,16.25,518441.09,21.48
719911.39,29.85,16.25,518209.73,21.48
719874.62,29.85,16.26,518717.2,21.51
720054.32,29.86,16.27,518734.76,21.51
720104.77,29.87,16.28,518667.03,21.52
720054.77,29.87,16.28,518617.03,21.51
720054.77,29.87,16.28,518639.55,21.51
719918.86,29.88,16.29,518578.7,21.52
719918.86,29.88,16.29,518561.32,21.52
719969.31,29.89,16.3,518561.32,21.53
719833.4,29.9,16.31,518918.09,21.55
719883.85,29.91,16.32,519064.4,21.56
720043.53,29.92,16.33,519381.83,21.58
719787.92,29.92,16.33,519165.17,21.58
719973.58,29.93,16.34,519164.75,21.58
719973.58,29.93,16.34,519187.22,21.58
720212.27,29.95,16.36,519187.22,21.59
720212.27,29.95,16.36,519164.75,21.59
719960.7,29.94,16.35,519176.51,21.59
720199.39,29.96,16.37,519164.75,21.6
720379.09,29.97,16.38,519164.75,21.6
720429.54,29.99,16.4,519164.75,21.61
720429.54,29.99,16.4,519184.7,21.61
720293.63,29.99,16.4,519780.78,21.64
720048.02,29.99,16.4,519487.05,21.64
720227.73,30.0,16.41,519444.22,21.64
720387.4,30.02,16.43,520992.76,21.71
720178.56,30.01,16.42,520789.93,21.7
719922.95,30.01,16.42,520522.43,21.7
720102.66,30.02,16.43,520522.43,21.7
719945.3,30.01,16.42,520365.07,21.69
719689.68,30.01,16.42,520365.07,21.7
719371.8,30.0,16.41,520052.87,21.69
719106.21,29.99,16.4,519914.71,21.69
719285.92,30.01,16.42,519914.71,21.69
719068.89,30.0,16.41,519656.56,21.68
719068.89,30.0,16.41,519681.5,21.68
719068.89,30.0,16.41,519667.6,21.68
719119.34,30.01,16.42,519667.6,21.69
718863.73,30.01,16.42,519668.4,21.69
719037.48,30.02,16.43,519667.6,21.7
718923.99,30.02,16.43,519707.03,21.7
718709.88,30.02,16.43,519424.61,21.69
718889.59,30.03,16.44,519403.75,21.7
718633.98,30.03,16.43,519390.16,21.7
718684.42,30.04,16.45,519385.19,21.71
718734.87,30.05,16.46,519385.19,21.72
718785.32,30.06,16.47,520508.29,21.77
718649.42,30.07,16.48,520509.5,21.78
718513.51,30.08,16.49,520507.87,21.79
718563.96,30.09,16.5,520507.87,21.8
718723.64,30.1,16.51,520507.87,21.8
718723.64,30.1,16.51,520504.22,21.8
718909.3,30.12,16.53,520606.07,21.81
718959.75,30.13,16.54,520717.85,21.82
718694.16,30.12,16.53,520504.22,21.82
718744.61,30.13,16.54,520504.22,21.82
718493.04,30.13,16.54,521306.06,21.86
718689.61,30.14,16.55,521398.31,21.87
718579.61,30.14,16.55,521288.31,21.86
718626.97,30.15,16.56,520946.61,21.86
718665.58,30.16,16.57,520737.49,21.86
718716.03,30.18,16.58,520737.44,21.86
718687.58,30.18,16.59,520611.68,21.86
718738.03,30.19,16.6,520611.3,21.87
718917.74,30.2,16.61,520611.3,21.87
718766.2,30.2,16.61,520506.25,21.87
718510.59,30.2,16.6,520538.16,21.88
718561.04,30.21,16.62,520519.7,21.88
718776.7,30.22,16.63,520506.25,21.88
718776.7,30.22,16.63,520700.18,21.89
718582.06,30.22,16.63,521016.22,21.91
718632.51,30.23,16.64,521175.92,21.92
718682.96,30.24,16.65,521522.53,21.95
718547.05,30.25,16.66,521732.4,21.97
718726.76,30.26,16.67,521723.54,21.97
718726.76,30.26,16.67,521713.09,21.97
718932.15,30.28,16.69,522006.66,21.99
718982.6,30.29,16.7,522006.61,21.99
719033.05,30.31,16.71,522006.24,22.0
718769.02,30.3,16.71,521939.74,22.0
718513.4,30.29,16.7,521909.45,22.0
718563.85,30.31,16.72,521909.45,22.01
718614.3,30.32,16.73,521909.45,22.02
718794.01,30.33,16.74,521909.45,22.02
718548.4,30.33,16.74,521988.23,22.03
718598.84,30.34,16.75,522124.68,22.04
718778.55,30.35,16.76,522123.62,22.05
718829.0,30.37,16.78,522709.13,22.08
718573.39,30.36,16.77,523164.42,22.11
718408.64,30.36,16.77,522975.03,22.1
718408.64,30.36,16.77,522973.9,22.1
718272.73,30.36,16.77,522977.81,22.11
718432.41,30.38,16.79,522977.85,22.11
718648.07,30.39,16.8,523015.68,22.12
718698.52,30.41,16.82,522997.13,22.13
718748.97,30.42,16.83,522999.58,22.13
718748.97,30.42,16.83,522977.76,22.13
718613.06,30.43,16.84,523329.19,22.16
718341.49,30.42,16.83,523018.58,22.15
718075.91,30.41,16.82,522951.66,22.15
718126.36,30.43,16.84,523750.28,22.19
717904.4,30.42,16.83,523576.15,22.19
717904.4,30.42,16.83,523599.9,22.19
717954.85,30.43,16.84,523655.68,22.2
718005.3,30.45,16.86,523655.63,22.21
718185.0,30.46,16.87,523655.26,22.21
718235.45,30.47,16.88,523655.26,22.22
718235.45,30.47,16.88,523643.76,22.22
717979.84,30.47,16.88,523643.76,22.22
718159.54,30.48,16.89,523762.83,22.23
718209.99,30.49,16.9,523736.28,22.24
718369.67,30.51,16.92,523820.23,22.25
718420.12,30.52,16.93,523963.04,22.26
718579.8,30.54,16.95,524662.42,22.3
718579.8,30.54,16.95,524676.0,22.3
718630.25,30.55,16.96,524675.95,22.31
718680.7,30.56,16.97,524675.58,22.31
718435.08,30.56,16.97,525104.52,22.34
718485.53,30.57,16.98,525104.52,22.34
718535.98,30.58,16.99,525104.52,22.35
718715.69,30.6,17.01,525104.52,22.36
718460.07,30.59,17.0,525294.12,22.37
718510.52,30.61,17.02,525489.51,22.38
718690.23,30.62,17.03,525420.14,22.39
718434.62,30.61,17.02,525104.52,22.38
718485.07,30.63,17.04,526349.59,22.44
718664.77,30.64,17.05,526349.56,22.44
718409.16,30.64,17.05,526349.16,22.45
718409.16,30.64,17.05,526319.21,22.44
718273.25,30.64,17.05,526327.65,22.45
718320.61,30.66,17.07,525985.94,22.45
718359.22,30.67,17.08,525776.83,22.45
718538.93,30.68,17.09,525768.38,22.45
718283.31,30.68,17.09,526274.95,22.48
718017.73,30.67,17.08,525809.83,22.46
717881.82,30.68,17.09,525571.81,22.46
718061.53,30.69,17.1,525482.86,22.46
718221.2,30.71,17.12,525482.44,22.47
718400.91,30.72,17.13,525482.44,22.47
718400.91,30.72,17.13,525513.7,22.47
718145.3,30.72,17.13,525513.7,22.48
717998.5,30.71,17.12,525355.92,22.47
718063.88,30.73,17.13,525338.24,22.48
718111.24,30.74,17.15,526475.46,22.54
718205.14,30.75,17.16,526302.53,22.53
717915.17,30.75,17.16,525936.32,22.52
718153.85,30.76,17.17,525940.75,22.53
718333.56,30.78,17.19,526045.34,22.54
718333.56,30.78,17.19,526028.74,22.54
718384.01,30.79,17.2,525919.81,22.54
718089.41,30.78,17.19,525984.36,22.55
717843.8,30.78,17.19,526310.41,22.57
717582.23,30.77,17.18,526275.69,22.57
717797.89,30.79,17.2,526142.85,22.57
717957.56,30.8,17.21,525986.9,22.57
717774.77,30.8,17.21,527444.54,22.63
717948.47,30.81,17.22,527198.91,22.62
718108.15,30.83,17.23,527198.49,22.63
717860.12,30.83,17.23,527097.2,22.63
718045.78,30.84,17.25,527097.2,22.64
717870.2,30.84,17.24,527120.48,22.64
717618.63,30.83,17.24,527118.05,22.65
717798.33,30.84,17.25,527108.57,22.65
717848.78,30.86,17.27,527097.2,22.66
718008.46,30.87,17.28,527097.2,22.66
717742.88,30.87,17.28,527952.52,22.7
717742.88,30.87,17.28,528143.31,22.71
717793.33,30.88,17.29,527916.87,22.71
717683.69,30.88,17.29,527605.42,22.7
717547.78,30.89,17.29,527623.54,22.71
717598.23,30.9,17.31,527661.93,22.72
717838.8,30.91,17.32,528779.71,22.77
717741.16,30.91,17.32,528562.8,22.77
717791.61,30.93,17.34,528569.73,22.77
717971.32,30.94,17.35,528557.35,22.78
717971.32,30.94,17.35,528577.92,22.78
718021.77,30.95,17.36,528582.96,22.79
718181.44,30.97,17.38,528626.84,22.8
717915.86,30.96,17.37,528564.85,22.8
717660.25,30.96,17.37,528939.97,22.82
717839.95,30.97,17.38,528891.83,22.82
717890.4,30.98,17.39,528912.42,22.83
717890.4,30.98,17.39,528912.42,22.83
717780.76,30.98,17.39,529679.15,22.86
717644.85,30.99,17.4,529397.43,22.86
717804.53,31.01,17.42,529490.84,22.87
717851.89,31.02,17.43,529149.13,22.87
718011.57,31.04,17.45,529404.45,22.88
718191.28,31.05,17.46,529404.42,22.89
718229.88,31.06,17.47,529208.53,22.89
717974.27,31.06,17.47,529208.14,22.89
717838.36,31.07,17.47,529208.14,22.9
717838.36,31.07,17.47,529208.14,22.9
717838.36,31.07,17.47,529208.14,22.9
717572.78,31.06,17.47,529033.59,22.9
717752.48,31.07,17.48,529332.3,22.92
717752.48,31.07,17.48,529332.3,22.92
717912.16,31.09,17.5,529210.24,22.92
717962.61,31.1,17.51,529157.94,22.92
717707.0,31.1,17.51,529170.2,22.93
717571.09,31.1,17.51,529221.22,22.94
717571.09,31.1,17.51,529221.22,22.94
717621.54,31.12,17.53,530350.03,23.0
717621.54,31.12,17.53,530322.92,23.0
717813.09,31.13,17.54,530446.2,23.01
717863.54,31.14,17.55,530408.4,23.01
718102.22,31.16,17.57,530407.98,23.02
717966.32,31.17,17.58,530417.92,23.03
718016.76,31.18,17.59,530415.21,23.04
718016.76,31.18,17.59,530464.72,23.04
718196.47,31.2,17.61,530464.69,23.04
718246.92,31.21,17.62,530457.49,23.05
718042.19,31.2,17.61,530255.93,23.04
717786.58,31.2,17.61,530255.93,23.05
717837.03,31.21,17.62,531031.36,23.09
718016.73,31.23,17.64,531115.76,23.1
717761.12,31.22,17.63,530992.55,23.1
717761.12,31.22,17.63,530943.04,23.1
717585.54,31.22,17.63,530771.54,23.09
717635.99,31.23,17.64,531304.78,23.12
717490.56,31.23,17.64,531163.76,23.12
717460.78,31.23,17.64,530842.45,23.11
717640.48,31.25,17.66,530833.58,23.11
717384.87,31.24,17.65,530695.14,23.11
717222.28,31.25,17.65,530602.05,23.12
716952.99,31.24,17.65,530417.76,23.11
716708.4,31.23,17.64,530138.54,23.1
716572.49,31.24,17.65,530198.54,23.11
716752.2,31.25,17.66,530198.51,23.12
716752.2,31.25,17.66,530254.33,23.12
716642.56,31.25,17.66,530253.94,23.12
716822.26,31.27,17.68,530253.94,23.13
717060.95,31.29,17.69,530300.85,23.14
717220.63,31.3,17.71,530290.15,23.14
717084.72,31.31,17.72,530253.94,23.15
717135.17,31.32,17.73,531400.88,23.21
717294.85,31.34,17.75,531400.45,23.22
717454.53,31.35,17.76,531400.45,23.22
717504.98,31.37,17.78,531504.39,23.24
717249.36,31.36,17.77,531198.78,23.23
716995.62,31.36,17.77,530417.17,23.2
717143.46,31.37,17.78,531670.77,23.26
717007.55,31.38,17.79,531788.27,23.27
717187.25,31.39,17.8,531880.96,23.28
717187.25,31.39,17.8,531829.25,23.28
717187.25,31.39,17.8,531791.57,23.28
717051.35,31.4,17.81,532700.42,23.33
716795.73,31.4,17.81,532692.73,23.33
716510.91,31.39,17.8,532243.9,23.32
716690.62,31.4,17.81,532243.48,23.32
716460.55,31.4,17.81,531635.76,23.3
716324.65,31.41,17.82,531635.76,23.31
716188.74,31.41,17.82,531641.26,23.32
716052.83,31.42,17.83,531635.76,23.33
716291.52,31.44,17.85,531967.85,23.35
716155.61,31.45,17.86,532219.18,23.37
715900.0,31.44,17.85,532305.69,23.38
716091.55,31.46,17.87,532252.42,23.38
716091.55,31.46,17.87,532397.35,23.39
716251.22,31.47,17.88,532490.76,23.4
716251.22,31.47,17.88,532491.2,23.4
716301.67,31.49,17.9,532633.14,23.41
716352.12,31.5,17.91,532759.75,23.43
716352.12,31.5,17.91,532802.56,23.43
716216.21,31.51,17.92,532710.99,23.44
716080.31,31.52,17.93,532654.19,23.44
716130.76,31.53,17.94,532724.21,23.45
716310.46,31.54,17.95,532724.18,23.46
716046.42,31.54,17.95,532545.75,23.45
716046.42,31.54,17.95,532537.7,23.45
716096.86,31.55,17.96,532537.3,23.46
716147.31,31.56,17.97,532537.3,23.47
716011.41,31.57,17.98,532585.66,23.48
715875.5,31.58,17.99,532537.3,23.49
715609.91,31.57,17.98,532366.55,23.49
715769.59,31.59,18.0,532366.55,23.49
715820.04,31.6,18.01,533228.38,23.54
715554.46,31.59,18.0,532715.87,23.52
715604.9,31.61,18.02,533041.92,23.54
715349.29,31.6,18.01,533210.32,23.56
715375.37,31.61,18.02,533855.14,23.59
715571.94,31.62,18.03,533790.09,23.59
715269.46,31.62,18.03,533707.83,23.59
715178.44,31.63,18.03,533228.69,23.58
715228.89,31.64,18.05,533440.46,23.6
715467.58,31.66,18.07,533500.42,23.61
715174.57,31.65,18.06,533258.08,23.6
715174.57,31.65,18.06,533326.72,23.6
715354.27,31.66,18.07,533569.85,23.62
715192.15,31.66,18.07,533633.87,23.62
715192.15,31.66,18.07,533551.19,23.62
715056.24,31.67,18.08,533606.39,23.63
714920.33,31.68,18.09,533403.88,23.63
714810.69,31.68,18.08,533263.11,23.63
714861.14,31.69,18.1,533389.72,23.64
714911.59,31.7,18.11,533463.97,23.66
714962.04,31.72,18.13,533463.92,23.67
715147.7,31.73,18.14,533463.55,23.67
714906.13,31.73,18.14,533470.22,23.67
715146.7,31.74,18.15,533463.55,23.68
715146.7,31.74,18.15,533441.74,23.68
715146.7,31.74,18.15,533463.82,23.68
714890.22,31.74,18.15,533463.82,23.68
714940.67,31.75,18.16,533463.82,23.69
715100.35,31.77,18.18,533865.92,23.72
715150.8,31.78,18.19,533970.38,23.73
714975.21,31.78,18.19,533492.3,23.71
715171.78,31.79,18.2,533463.82,23.71
715171.78,31.79,18.2,533448.82,23.71
715222.23,31.8,18.21,534874.89,23.78
715095.73,31.81,18.21,534720.93,23.78
714959.82,31.81,18.22,534573.62,23.79
715145.48,31.83,18.24,534907.61,23.81
715145.48,31.83,18.24,534877.65,23.81
715195.93,31.84,18.25,535004.26,23.82
715246.38,31.86,18.27,535078.51,23.83
714994.81,31.85,18.26,534814.52,23.82
714994.81,31.85,18.26,534824.24,23.83
715045.26,31.87,18.27,534950.86,23.84
715095.71,31.88,18.29,535025.11,23.85
715281.37,31.89,18.3,534995.92,23.85
715145.46,31.9,18.31,535215.18,23.88
714893.9,31.9,18.31,534947.79,23.87
714944.35,31.91,18.32,535074.41,23.88
715140.91,31.92,18.33,535112.36,23.89
715183.03,31.93,18.34,535359.8,23.9
715421.72,31.95,18.36,535359.8,23.91
715472.17,31.96,18.37,535359.8,23.92
715522.62,31.98,18.39,535359.8,23.92
715370.54,31.97,18.38,535211.06,23.92
715530.22,31.99,18.4,535250.15,23.93
715580.67,32.0,18.41,535321.25,23.94
715631.12,32.02,18.42,535503.99,23.96
715313.6,32.01,18.42,535185.93,23.95
715069.0,32.0,18.41,534896.98,23.94
715119.45,32.01,18.42,535309.28,23.96
715299.16,32.03,18.44,535651.91,23.98
715458.84,32.04,18.45,535745.32,24.0
715618.51,32.06,18.47,536000.63,24.01
715482.61,32.07,18.48,536000.21,24.02
715688.0,32.09,18.5,536000.21,24.03
715443.4,32.08,18.49,536533.48,24.06
715187.79,32.08,18.49,536286.99,24.05
715187.79,32.08,18.49,536322.13,24.05
715187.79,32.08,18.49,536280.6,24.05
715238.24,32.09,18.5,536296.36,24.06
715288.69,32.1,18.51,536311.5,24.07
715113.1,32.1,18.51,536041.46,24.06
714937.52,32.09,18.5,535953.84,24.06
714987.97,32.11,18.52,535995.53,24.07
715167.67,32.12,18.53,535922.93,24.07
715167.67,32.12,18.53,536006.36,24.08
715218.12,32.14,18.55,536006.36,24.08
715268.57,32.15,18.56,536874.98,24.13
715002.98,32.14,18.55,536616.56,24.12
714867.08,32.15,18.56,536559.77,24.13
714731.17,32.16,18.57,536469.25,24.14
714781.62,32.17,18.58,536232.43,24.14
714832.07,32.19,18.6,536105.54,24.14
714576.46,32.18,18.59,536557.58,24.17
714576.46,32.18,18.59,536527.63,24.16
714768.0,32.2,18.61,536639.62,24.18
714947.71,32.21,18.62,536630.75,24.18
714696.41,32.21,18.62,536361.61,24.17
714696.41,32.21,18.62,536253.92,24.17
714746.86,32.22,18.63,536446.38,24.18
714491.25,32.22,18.63,536356.66,24.18
714491.25,32.22,18.63,536519.21,24.19
714355.34,32.23,18.63,536462.42,24.2
714535.04,32.24,18.65,536615.48,24.21
714694.72,32.26,18.67,536615.06,24.22
714555.73,32.27,18.67,535777.41,24.19
714290.14,32.26,18.67,535777.41,24.2
714142.39,32.27,18.68,535700.57,24.2
714105.62,32.27,18.68,535731.92,24.21
714156.07,32.28,18.69,535734.65,24.22
714335.78,32.3,18.71,535739.93,24.22
714080.16,32.29,18.7,535731.92,24.23
714239.84,32.31,18.72,536280.23,24.26
714287.2,32.32,18.73,535938.53,24.25
714466.91,32.34,18.75,536083.77,24.26
714505.52,32.35,18.76,535874.65,24.26
714259.9,32.35,18.76,535500.14,24.25
714386.99,32.36,18.77,536140.97,24.29
714566.7,32.37,18.78,536132.1,24.29
714233.54,32.37,18.78,535627.51,24.28
714233.54,32.37,18.78,535659.7,24.28
714074.85,32.37,18.78,535521.26,24.28
714122.21,32.38,18.79,535179.55,24.27
714281.89,32.4,18.81,535621.54,24.3
714281.89,32.4,18.81,535596.41,24.3
714320.5,32.41,18.82,535387.29,24.29
714370.95,32.43,18.84,535214.34,24.3
714550.66,32.44,18.85,535205.47,24.3
714710.33,32.46,18.87,535471.47,24.32
714710.33,32.46,18.87,535448.6,24.32
714574.43,32.47,18.88,535448.18,24.33
714574.43,32.47,18.88,535430.8,24.33
714308.84,32.46,18.87,535149.35,24.32
714366.76,32.48,18.89,535121.85,24.33
714409.74,32.49,18.9,536221.92,24.39
714154.13,32.49,18.89,536167.23,24.39
714313.81,32.5,18.91,536167.23,24.4
714364.25,32.52,18.93,536167.23,24.41
714543.96,32.53,18.94,536258.68,24.41
714594.41,32.55,18.96,536226.44,24.42
714754.09,32.56,18.97,536295.81,24.43
714992.77,32.58,18.99,536167.23,24.43
714992.77,32.58,18.99,536193.05,24.43
714856.87,32.59,19.0,537916.85,24.52
714595.29,32.58,18.99,537634.98,24.51
714645.74,32.6,19.01,537634.93,24.52
714390.13,32.59,19.0,537385.0,24.52
714390.13,32.59,19.0,537358.9,24.52
714440.58,32.61,19.02,537358.53,24.53
714626.24,32.62,19.03,537358.53,24.53
714676.69,32.64,19.05,537358.53,24.54
714358.8,32.63,19.04,537045.91,24.53
714409.25,32.64,19.05,537164.62,24.54
714409.25,32.64,19.05,537187.76,24.54
714273.35,32.65,19.06,537069.05,24.55
714323.8,32.66,19.07,537069.05,24.56
714323.8,32.66,19.07,537045.91,24.56
714374.24,32.68,19.09,538461.83,24.63
714421.6,32.69,19.1,538120.12,24.63
714460.21,32.71,19.12,537911.0,24.63
714460.21,32.71,19.12,537911.0,24.63
714507.57,32.72,19.13,537569.3,24.62
714546.18,32.74,19.14,537360.18,24.62
714596.63,32.75,19.16,537360.13,24.63
714647.08,32.76,19.17,537359.76,24.64
714697.53,32.78,19.19,537359.76,24.65
714697.53,32.78,19.19,537385.17,24.65
714561.62,32.79,19.2,537385.17,24.66
714310.06,32.78,19.19,537151.32,24.65
714360.5,32.8,19.21,537319.65,24.67
714148.04,32.79,19.2,537147.55,24.66
713949.19,32.79,19.19,536952.63,24.66
713999.64,32.8,19.21,537157.72,24.68
713863.74,32.81,19.22,537106.27,24.69
714023.41,32.83,19.24,537995.9,24.73
714203.12,32.84,19.25,537995.48,24.74
713947.51,32.84,19.25,537995.48,24.74
713997.96,32.85,19.26,537995.48,24.75
713997.96,32.85,19.26,537995.88,24.75
713822.37,32.85,19.26,537826.13,24.75
714002.08,32.86,19.27,537826.13,24.75
714207.47,32.88,19.29,537833.67,24.76
714446.15,32.9,19.31,537826.13,24.77
714496.6,32.91,19.32,537826.13,24.78
714496.6,32.91,19.32,537826.13,24.78
714547.05,32.93,19.34,538961.7,24.84
714547.05,32.93,19.34,538961.7,24.84
714706.73,32.95,19.36,539542.76,24.87
714451.12,32.94,19.35,539220.45,24.86
714501.57,32.96,19.37,539220.4,24.87
714501.57,32.96,19.37,539220.4,24.87
714681.27,32.97,19.38,539220.02,24.88
714415.69,32.96,19.37,538773.1,24.86
714415.69,32.96,19.37,538773.1,24.86
714160.07,32.96,19.37,538773.1,24.87
714210.52,32.97,19.38,538773.1,24.87
714065.1,32.97,19.38,538652.65,24.87
714250.76,32.99,19.39,538706.55,24.88
714009.19,32.98,19.39,538663.61,24.88
713873.28,32.99,19.4,538652.65,24.89
714052.99,33.01,19.42,539483.62,24.94
714103.44,33.02,19.43,539531.3,24.95
713837.85,33.01,19.42,539147.71,24.93
713681.49,33.01,19.42,538999.83,24.93
713681.49,33.01,19.42,538999.83,24.93
713731.94,33.02,19.43,539246.12,24.95
713478.93,33.02,19.43,539130.61,24.95
713179.05,33.01,19.42,538799.17,24.94
712923.44,33.0,19.41,538592.96,24.93
712762.62,33.0,19.41,538769.29,24.94
712936.37,33.01,19.42,538768.87,24.95
712676.71,33.01,19.42,538768.87,24.95
712462.94,33.0,19.41,538422.12,24.94
712327.03,33.01,19.42,538449.19,24.95
712327.03,33.01,19.42,538423.31,24.95
712377.48,33.03,19.44,538412.78,24.96
712557.18,33.04,19.45,538402.88,24.97
712305.89,33.04,19.45,538257.71,24.96
712356.33,33.05,19.46,538251.07,24.97
712220.43,33.06,19.47,538551.83,25.0
712270.88,33.07,19.48,538756.35,25.02
712015.26,33.07,19.48,538251.07,25.0
712065.71,33.08,19.49,538986.15,25.04
712225.39,33.1,19.51,539079.55,25.05
712275.84,33.12,19.53,539221.49,25.07
712326.29,33.13,19.54,539221.44,25.08
712505.99,33.15,19.56,539221.07,25.09
712556.44,33.16,19.57,539221.07,25.1
712606.89,33.18,19.59,539221.07,25.1
712470.99,33.19,19.6,539282.3,25.12
712630.66,33.2,19.61,539231.62,25.12
712630.66,33.2,19.61,539181.18,25.12
712471.98,33.2,19.61,539170.63,25.13
712336.08,33.21,19.62,540188.37,25.19
712386.53,33.23,19.64,540345.19,25.2
712546.2,33.24,19.65,540438.6,25.21
712725.91,33.26,19.67,540602.32,25.23
712885.59,33.28,19.69,540695.72,25.24
712936.04,33.29,19.7,540837.66,25.26
712986.49,33.31,19.72,540964.27,25.27
712850.58,33.32,19.73,540872.7,25.28
712594.97,33.31,19.72,540758.8,25.28
712774.67,33.33,19.74,540749.93,25.28
712519.06,33.32,19.73,540611.49,25.28
712253.47,33.31,19.72,540327.22,25.27
712303.92,33.33,19.74,540568.41,25.29
712483.63,33.35,19.75,540567.99,25.3
712643.31,33.36,19.77,540567.99,25.31
712507.4,33.37,19.78,540568.01,25.32
712371.49,33.38,19.79,540582.91,25.33
712371.49,33.38,19.79,540612.45,25.33
712235.58,33.39,19.8,540597.53,25.34
711960.0,33.38,19.79,540416.42,25.34
711704.38,33.38,19.79,540640.21,25.36
711909.77,33.4,19.81,540484.73,25.36
712095.44,33.41,19.82,540416.42,25.36
711919.85,33.41,19.82,540159.38,25.35
711754.26,33.4,19.81,540058.85,25.35
711488.68,33.4,19.81,539887.96,25.34
711223.09,33.39,19.8,540515.74,25.38
711223.09,33.39,19.8,540515.74,25.38
710971.53,33.39,19.79,540328.23,25.37
710835.62,33.39,19.8,540402.93,25.39
710886.07,33.41,19.82,540402.88,25.4
711065.77,33.43,19.83,540402.51,25.4
710810.16,33.42,19.83,540402.51,25.41
710995.82,33.44,19.85,540456.28,25.42
711046.27,33.45,19.86,540435.18,25.43
710794.97,33.45,19.85,540170.21,25.42
710638.62,33.44,19.85,540014.43,25.41
710689.06,33.46,19.86,540006.9,25.42
710739.51,33.47,19.88,540043.8,25.43
710978.2,33.49,19.9,541001.54,25.48
711028.65,33.51,19.91,541514.61,25.52
711028.65,33.51,19.91,541514.61,25.52
711267.34,33.53,19.93,541514.19,25.52
711131.43,33.53,19.94,541514.19,25.54
711181.88,33.55,19.96,541529.99,25.55
710930.31,33.55,19.95,541264.82,25.54
710930.31,33.55,19.95,541264.82,25.54
711110.02,33.56,19.97,541264.5,25.55
710864.4,33.56,19.97,541255.58,25.55
710609.81,33.55,19.96,541171.74,25.55
710609.81,33.55,19.96,541171.74,25.55
710473.9,33.56,19.97,541513.84,25.58
710524.35,33.58,19.98,541583.92,25.59
710574.8,33.59,20.0,541827.51,25.61
710625.25,33.61,20.01,542152.54,25.64
710672.61,33.62,20.03,541810.83,25.63
710711.22,33.64,20.04,541601.72,25.63
710870.9,33.65,20.06,541695.12,25.64
711030.58,33.67,20.08,541950.44,25.66
710785.98,33.66,20.07,541810.03,25.66
710965.69,33.68,20.09,541801.17,25.67
710710.07,33.68,20.09,541662.72,25.67
710869.75,33.69,20.1,542012.47,25.69
710733.84,33.7,20.11,542012.05,25.7
710913.55,33.72,20.13,542012.05,25.71
710657.94,33.72,20.12,542115.56,25.72
710708.39,33.73,20.14,542075.94,25.73
710924.05,33.75,20.16,542022.82,25.73
710729.41,33.74,20.15,542012.05,25.73
710729.41,33.74,20.15,541986.03,25.73
710909.12,33.76,20.17,542017.32,25.74
710653.5,33.76,20.17,543577.59,25.82
710517.6,33.77,20.18,543577.17,25.83
710368.53,33.76,20.17,543432.51,25.83
710548.23,33.78,20.19,543432.51,25.83
710548.23,33.78,20.19,543432.51,25.83
710548.23,33.78,20.19,543440.37,25.83
710707.91,33.8,20.2,543553.97,25.85
710867.59,33.81,20.22,543650.56,25.86
710611.98,33.81,20.22,543717.81,25.87
710850.66,33.83,20.24,544705.71,25.92
710585.08,33.82,20.23,544531.17,25.92
710764.78,33.84,20.25,544524.76,25.92
710669.36,33.84,20.24,544458.18,25.92
710669.36,33.84,20.24,544478.98,25.92
710669.36,33.84,20.24,544538.52,25.93
710734.73,33.85,20.26,544190.87,25.92
710469.15,33.84,20.25,543929.37,25.91
710628.83,33.86,20.27,544022.78,25.92
710828.56,33.88,20.29,544692.17,25.96
711011.13,33.9,20.3,544277.44,25.95
710875.22,33.9,20.31,544328.42,25.96
710902.05,33.92,20.33,544139.31,25.96
710705.34,33.92,20.33,544040.12,25.97
710705.34,33.92,20.33,544027.5,25.97
710865.02,33.94,20.35,544027.08,25.98
710915.47,33.96,20.37,544027.08,25.99
711095.18,33.97,20.38,544061.02,25.99
710919.59,33.97,20.38,543891.27,25.99
710663.98,33.96,20.37,543891.6,25.99
710823.66,33.98,20.39,543888.93,26.0
710874.1,34.0,20.41,543857.33,26.01
710924.55,34.01,20.42,543857.33,26.02
710788.65,34.02,20.43,545166.14,26.09
710839.1,34.04,20.45,545260.59,26.11
711018.8,34.05,20.46,545260.56,26.12
711257.49,34.07,20.48,545260.17,26.12
711307.94,34.09,20.5,545260.17,26.13
711307.94,34.09,20.5,545260.17,26.13
711467.62,34.11,20.52,545308.62,26.14
711202.03,34.1,20.51,545046.92,26.13
710956.42,34.1,20.51,545007.1,26.14
711006.87,34.11,20.52,544998.47,26.15
711166.54,34.13,20.54,544998.47,26.16
711216.99,34.15,20.56,546522.76,26.24
710951.41,34.14,20.55,546047.84,26.22
