ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_11a2-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_11a2-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_11a2-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_11a2-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_11a2-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_ratio
852803.19,13.81,0.13,236693.37,3.83
852645.4,13.81,0.12,236525.25,3.83
852696.56,13.81,0.13,236525.27,3.83
852747.72,13.81,0.13,236525.04,3.83
852919.58,13.82,0.13,236525.04,3.83
852970.74,13.82,0.14,236525.04,3.83
853145.82,13.83,0.14,236746.27,3.84
852897.12,13.82,0.14,236686.76,3.84
852897.12,13.82,0.14,236657.59,3.84
853072.21,13.83,0.14,236497.04,3.83
853072.21,13.83,0.14,236528.12,3.83
853123.37,13.83,0.14,236526.95,3.83
852931.44,13.83,0.14,237829.59,3.86
852649.51,13.82,0.14,237306.13,3.85
852369.79,13.82,0.13,237026.41,3.84
852594.04,13.82,0.14,237317.34,3.85
852645.19,13.83,0.14,237317.35,3.85
852817.05,13.83,0.15,237317.13,3.85
852568.35,13.83,0.14,237317.13,3.85
852740.21,13.83,0.15,237317.13,3.85
852740.21,13.83,0.15,237320.26,3.85
852964.46,13.84,0.15,237398.6,3.85
853015.61,13.84,0.15,237434.6,3.85
853015.61,13.84,0.15,237403.21,3.85
853239.86,13.84,0.16,237386.95,3.85
852991.16,13.84,0.16,237288.87,3.85
853163.02,13.84,0.16,238652.21,3.87
853163.02,13.84,0.16,238685.12,3.87
852891.93,13.84,0.16,238669.18,3.87
852891.93,13.84,0.16,238664.55,3.87
852643.23,13.84,0.15,238537.61,3.87
852818.32,13.84,0.16,238679.14,3.87
853042.56,13.85,0.16,238735.81,3.88
853093.72,13.85,0.17,238892.3,3.88
853265.58,13.85,0.17,238892.09,3.88
853016.88,13.85,0.17,238892.09,3.88
853068.04,13.85,0.17,238892.09,3.88
853243.12,13.86,0.17,238892.09,3.88
853294.28,13.86,0.18,239015.74,3.88
852973.19,13.86,0.17,238957.0,3.88
852815.4,13.85,0.17,238807.03,3.88
852987.26,13.86,0.17,238846.35,3.88
853038.42,13.86,0.18,238845.39,3.88
853089.58,13.86,0.18,238976.6,3.88
853140.74,13.87,0.18,239525.6,3.89
852967.65,13.86,0.18,239403.28,3.89
852718.95,13.86,0.18,239928.38,3.9
852770.11,13.86,0.18,239928.39,3.9
852488.18,13.86,0.17,239613.12,3.9
852539.33,13.86,0.18,239612.89,3.9
852717.02,13.87,0.18,239612.89,3.9
852717.02,13.87,0.18,239612.89,3.9
852472.49,13.86,0.18,239612.89,3.9
852523.65,13.87,0.18,239690.92,3.9
852350.56,13.86,0.18,239505.33,3.9
852516.6,13.87,0.18,239427.29,3.89
852263.72,13.86,0.18,239427.29,3.89
852314.88,13.87,0.18,239427.29,3.9
852366.04,13.87,0.18,240570.67,3.91
852543.72,13.87,0.19,240635.77,3.92
852299.19,13.87,0.19,240399.29,3.91
852476.88,13.87,0.19,240399.08,3.91
852330.56,13.87,0.19,240399.08,3.91
852505.65,13.88,0.19,240415.19,3.91
852505.65,13.88,0.19,240380.11,3.91
852505.65,13.88,0.19,240426.43,3.91
852677.51,13.88,0.2,240425.96,3.91
852728.67,13.88,0.2,240418.3,3.91
852903.75,13.89,0.2,240728.83,3.92
852954.91,13.89,0.21,240918.75,3.92
852706.21,13.89,0.2,240788.69,3.92
852706.21,13.89,0.2,240742.37,3.92
852965.68,13.89,0.21,240364.0,3.91
853137.54,13.9,0.21,242353.29,3.95
853188.7,13.9,0.22,242452.39,3.95
853188.7,13.9,0.22,242499.34,3.95
852940.0,13.9,0.21,242265.34,3.95
852658.07,13.89,0.21,241912.67,3.94
852709.23,13.9,0.21,241936.25,3.94
852881.09,13.9,0.21,241936.04,3.94
852881.09,13.9,0.21,241889.09,3.94
852881.09,13.9,0.21,241938.68,3.94
852881.09,13.9,0.21,241901.09,3.94
852932.25,13.9,0.22,241901.09,3.94
852983.4,13.9,0.22,241901.09,3.94
852734.7,13.9,0.22,241901.09,3.94
852469.61,13.9,0.21,241498.44,3.94
852469.61,13.9,0.21,241540.73,3.94
852520.77,13.9,0.22,241540.73,3.94
852692.63,13.9,0.22,241778.08,3.94
852692.63,13.9,0.22,241941.51,3.95
852867.72,13.91,0.22,241896.32,3.94
852918.88,13.91,0.23,242096.94,3.95
852970.04,13.91,0.23,242677.92,3.96
852721.33,13.91,0.23,242775.38,3.96
852772.49,13.91,0.23,242775.4,3.96
852944.35,13.92,0.23,242775.17,3.96
852695.65,13.91,0.23,242775.17,3.96
852413.72,13.91,0.23,242797.95,3.96
852257.61,13.91,0.22,242641.84,3.96
852257.61,13.91,0.22,242657.02,3.96
852308.77,13.91,0.23,242657.02,3.96
852359.93,13.91,0.23,242657.02,3.96
852531.79,13.92,0.23,242916.27,3.97
852273.09,13.91,0.23,242660.69,3.96
852123.79,13.91,0.23,242578.06,3.96
852325.16,13.92,0.23,243164.2,3.97
852284.98,13.92,0.23,242962.93,3.97
852456.84,13.92,0.24,242845.34,3.97
852508.0,13.92,0.24,243390.39,3.98
852559.16,13.93,0.24,243390.4,3.98
852310.46,13.92,0.24,243796.28,3.98
852361.61,13.93,0.24,243796.05,3.98
852412.77,13.93,0.24,243796.05,3.98
852463.93,13.93,0.25,243796.05,3.98
852635.79,13.93,0.25,243976.79,3.99
852686.95,13.94,0.25,244184.59,3.99
852438.25,13.93,0.25,244078.81,3.99
852489.4,13.94,0.25,244450.2,4.0
852661.26,13.94,0.26,244566.96,4.0
852412.56,13.94,0.25,245043.18,4.01
852593.05,13.94,0.26,245042.97,4.01
852485.05,13.94,0.26,244934.97,4.01
852485.05,13.94,0.26,244887.96,4.0
852536.21,13.94,0.26,244887.96,4.01
852587.37,13.95,0.26,244887.96,4.01
852638.53,13.95,0.26,244887.96,4.01
852642.04,13.95,0.26,244970.08,4.01
852642.04,13.95,0.26,245023.65,4.01
852813.89,13.95,0.27,244992.53,4.01
852565.19,13.95,0.27,244945.51,4.01
852742.88,13.95,0.27,244941.53,4.01
852498.35,13.95,0.27,245921.4,4.02
852549.51,13.95,0.27,246149.41,4.03
852600.67,13.96,0.27,246304.72,4.03
852772.53,13.96,0.28,246303.4,4.03
852491.68,13.96,0.27,245930.53,4.03
852242.98,13.95,0.27,245852.46,4.03
852423.47,13.96,0.27,246103.71,4.03
852423.47,13.96,0.27,246103.31,4.03
852236.14,13.96,0.27,245888.3,4.03
852236.14,13.96,0.27,245962.08,4.03
852408.0,13.96,0.28,245961.86,4.03
852159.3,13.96,0.27,245961.86,4.03
852334.39,13.96,0.28,245961.86,4.03
852506.25,13.96,0.28,246236.25,4.03
852257.54,13.96,0.28,246284.65,4.03
852429.4,13.97,0.28,246409.9,4.04
852147.47,13.96,0.28,246136.86,4.03
851898.77,13.96,0.27,246183.44,4.03
851949.93,13.96,0.28,248384.48,4.07
851731.89,13.96,0.27,248094.24,4.07
851909.58,13.96,0.28,248094.02,4.07
851812.74,13.96,0.28,248094.02,4.07
851863.89,13.96,0.28,247747.73,4.06
852123.37,13.97,0.29,247692.61,4.06
852298.46,13.97,0.29,247709.04,4.06
852473.54,13.98,0.29,247693.29,4.06
852294.91,13.98,0.29,247555.93,4.06
852294.91,13.98,0.29,247548.5,4.06
852136.91,13.97,0.29,247391.13,4.06
852188.07,13.98,0.29,247390.44,4.06
851996.14,13.97,0.29,247538.44,4.06
852047.3,13.98,0.29,247610.34,4.06
852271.54,13.98,0.3,247525.37,4.06
852449.23,13.99,0.3,247390.44,4.06
852500.39,13.99,0.3,249249.13,4.09
852255.86,13.99,0.3,249016.1,4.09
852433.54,13.99,0.3,249015.89,4.09
852189.02,13.99,0.3,249015.89,4.09
852240.18,13.99,0.3,249015.89,4.09
852291.33,13.99,0.31,249015.89,4.09
852342.49,13.99,0.31,249099.98,4.09
852342.49,13.99,0.31,249087.74,4.09
852296.49,13.99,0.31,249041.74,4.09
852296.49,13.99,0.31,249036.16,4.09
852296.49,13.99,0.31,249112.76,4.09
852474.18,14.0,0.31,249058.69,4.09
852525.33,14.0,0.32,249108.08,4.09
852576.49,14.0,0.32,249272.19,4.09
852627.65,14.01,0.32,249808.49,4.1
852678.81,14.01,0.32,249808.51,4.1
852729.96,14.01,0.33,249808.28,4.1
852781.12,14.01,0.33,249808.28,4.11
852956.21,14.02,0.33,249808.28,4.11
852711.68,14.02,0.33,250295.9,4.11
852886.77,14.02,0.34,250635.83,4.12
853058.63,14.02,0.34,250587.46,4.12
852866.7,14.02,0.34,250132.71,4.11
852866.7,14.02,0.34,250260.6,4.11
852683.72,14.02,0.33,250362.38,4.12
852734.88,14.02,0.34,250743.1,4.12
852786.04,14.02,0.34,251441.84,4.13
852837.19,14.03,0.34,251441.85,4.14
852598.49,14.02,0.34,251718.77,4.14
852649.65,14.03,0.34,251718.55,4.14
852700.81,14.03,0.34,251718.55,4.14
852751.96,14.03,0.35,251718.55,4.14
852751.96,14.03,0.35,251718.55,4.14
852751.96,14.03,0.35,251718.55,4.14
852923.82,14.04,0.35,251718.55,4.14
852675.12,14.03,0.35,252093.05,4.15
852726.28,14.04,0.35,252361.63,4.15
852726.28,14.04,0.35,252361.63,4.15
852901.37,14.04,0.36,252361.4,4.15
853073.23,14.04,0.36,252560.76,4.16
853124.39,14.05,0.36,252560.77,4.16
852875.68,14.04,0.36,253085.87,4.17
852926.84,14.05,0.36,253085.64,4.17
852978.0,14.05,0.36,253085.64,4.17
852978.0,14.05,0.36,253079.1,4.17
853155.68,14.05,0.37,253124.84,4.17
853415.16,14.06,0.37,253108.0,4.17
853133.23,14.05,0.37,252761.58,4.16
853184.39,14.06,0.37,252732.67,4.16
852939.86,14.05,0.37,253600.15,4.18
852991.02,14.06,0.37,253984.26,4.19
852709.09,14.05,0.37,253603.6,4.18
852760.25,14.06,0.37,253897.37,4.18
852932.11,14.06,0.38,253891.97,4.19
852683.4,14.06,0.37,253817.99,4.18
852734.56,14.06,0.38,253877.38,4.19
852785.72,14.06,0.38,253877.17,4.19
852836.88,14.06,0.38,253877.17,4.19
853011.96,14.07,0.39,253877.17,4.19
852903.96,14.07,0.38,253777.2,4.19
852955.12,14.07,0.39,253852.79,4.19
976344.34,16.11,0.37,246997.69,4.07
976105.1,16.1,0.37,246727.89,4.07
975895.35,16.1,0.37,246513.77,4.07
975895.35,16.1,0.37,246470.0,4.07
975895.35,16.1,0.37,246470.0,4.07
975872.24,16.1,0.37,245934.1,4.06
975662.38,16.1,0.37,245715.31,4.05
975415.14,16.1,0.36,245341.01,4.05
975392.03,16.1,0.37,244805.11,4.04
975527.48,16.1,0.37,244701.21,4.04
975288.25,16.1,0.37,244580.25,4.04
975288.25,16.1,0.37,244632.7,4.04
975400.14,16.1,0.37,244546.66,4.04
975400.14,16.1,0.37,244516.52,4.04
975160.91,16.1,0.37,245518.1,4.05
974913.67,16.1,0.37,245143.8,4.05
974943.01,16.1,0.37,245437.25,4.05
974972.34,16.1,0.37,245562.5,4.06
975084.23,16.11,0.37,245681.11,4.06
974851.43,16.11,0.37,245423.55,4.05
974851.43,16.11,0.37,245408.12,4.05
974851.43,16.11,0.37,245371.43,4.05
974986.89,16.11,0.38,245369.92,4.05
974747.66,16.11,0.37,245127.9,4.05
974598.43,16.1,0.37,244940.41,4.05
974365.63,16.1,0.37,244939.52,4.05
974394.97,16.1,0.37,244939.52,4.05
974609.16,16.11,0.37,244939.52,4.05
974452.48,16.11,0.37,244766.86,4.05
974420.8,16.11,0.37,244964.79,4.05
974420.8,16.11,0.37,244878.97,4.05
974450.14,16.11,0.38,244837.85,4.05
974450.14,16.11,0.38,244970.99,4.05
974479.48,16.11,0.38,244983.53,4.05
974352.69,16.11,0.38,244826.7,4.05
974566.89,16.11,0.38,244814.18,4.05
974596.22,16.12,0.38,246026.64,4.07
974498.46,16.12,0.38,245909.34,4.07
974498.46,16.12,0.38,245948.28,4.07
974498.46,16.12,0.38,245811.4,4.07
974527.8,16.12,0.39,246121.56,4.07
974557.13,16.12,0.39,246120.74,4.07
974669.02,16.13,0.39,246119.17,4.07
974698.36,16.13,0.39,246119.17,4.07
974727.69,16.13,0.4,246119.17,4.07
974757.03,16.13,0.4,246119.17,4.07
974892.48,16.14,0.4,246573.03,4.08
974921.82,16.14,0.41,246938.41,4.09
974689.02,16.14,0.4,246736.96,4.09
974449.79,16.13,0.4,246449.21,4.08
974479.13,16.14,0.4,247134.13,4.09
974614.58,16.14,0.41,247089.98,4.09
974614.58,16.14,0.41,247055.95,4.09
974294.58,16.14,0.4,246735.95,4.09
974323.92,16.14,0.4,246929.89,4.09
974353.25,16.14,0.41,246929.07,4.09
974353.25,16.14,0.41,246969.07,4.09
974465.14,16.14,0.41,246967.49,4.09
974242.34,16.14,0.41,246868.31,4.09
974003.11,16.14,0.41,246868.31,4.09
974032.45,16.14,0.41,246921.35,4.09
974061.78,16.14,0.41,246940.49,4.09
974091.12,16.15,0.41,247008.29,4.09
974203.01,16.15,0.42,246966.65,4.09
974232.34,16.15,0.42,247170.74,4.1
974416.43,16.16,0.42,248398.07,4.12
974416.43,16.16,0.42,248561.58,4.12
974445.77,16.16,0.43,248560.75,4.12
974445.77,16.16,0.43,248604.37,4.12
974475.1,16.16,0.43,248603.54,4.12
974235.87,16.16,0.43,248263.18,4.12
974051.64,16.16,0.42,248096.51,4.12
974222.41,16.16,0.43,248095.76,4.12
974222.41,16.16,0.43,248067.32,4.12
973924.3,16.16,0.42,248067.32,4.12
973953.64,16.16,0.43,248067.32,4.12
974124.41,16.16,0.43,248247.39,4.12
974153.74,16.17,0.43,248391.64,4.12
974183.08,16.17,0.44,248701.8,4.13
974212.41,16.17,0.44,249237.06,4.14
974241.75,16.18,0.44,249284.45,4.14
973943.64,16.17,0.44,249104.91,4.14
973793.6,16.17,0.44,248960.65,4.13
973589.83,16.17,0.43,248673.51,4.13
973725.28,16.17,0.44,248639.3,4.13
973638.81,16.17,0.44,248593.35,4.13
973809.58,16.17,0.44,248593.35,4.13
973838.92,16.18,0.44,249493.07,4.14
973600.8,16.17,0.44,249154.47,4.14
973630.14,16.18,0.44,249153.64,4.14
973630.14,16.18,0.44,249152.98,4.14
973765.59,16.18,0.45,249151.41,4.14
973532.8,16.18,0.44,249151.41,4.14
973715.31,16.18,0.45,249240.73,4.14
973850.77,16.19,0.45,249229.43,4.14
973880.1,16.19,0.45,249198.42,4.14
973647.31,16.19,0.45,249151.41,4.14
973647.31,16.19,0.45,249363.32,4.15
973647.31,16.19,0.45,249474.84,4.15
973788.29,16.19,0.46,250342.73,4.16
973817.62,16.19,0.46,250461.96,4.16
973817.62,16.19,0.46,250497.93,4.17
973690.84,16.19,0.46,249962.53,4.16
973472.52,16.19,0.45,250778.93,4.17
973501.85,16.19,0.46,250674.77,4.17
973531.19,16.19,0.46,250673.95,4.17
973672.17,16.2,0.46,250672.37,4.17
973443.85,16.19,0.46,250672.37,4.17
973614.62,16.2,0.46,250739.25,4.17
973614.62,16.2,0.46,250736.87,4.17
973563.43,16.2,0.46,250709.3,4.17
973675.31,16.2,0.47,250681.91,4.17
973675.31,16.2,0.47,250646.4,4.17
973810.77,16.21,0.47,250634.49,4.17
973573.85,16.2,0.47,251382.24,4.18
973360.77,16.2,0.47,251337.39,4.18
973472.66,16.2,0.47,251233.62,4.18
973501.99,16.21,0.47,251214.63,4.18
973531.33,16.21,0.47,251524.2,4.19
973298.53,16.21,0.47,251940.42,4.19
973198.5,16.2,0.47,251833.22,4.19
973333.95,16.21,0.47,251831.7,4.19
973363.29,16.21,0.48,251830.82,4.19
973392.62,16.21,0.48,251830.82,4.19
973421.96,16.22,0.48,251830.82,4.2
973451.29,16.22,0.48,251830.82,4.2
973480.63,16.22,0.49,251830.82,4.2
973509.97,16.22,0.49,252932.85,4.22
973509.97,16.22,0.49,252919.78,4.22
973277.17,16.22,0.49,252763.26,4.21
973306.5,16.22,0.49,253128.48,4.22
973441.96,16.23,0.49,253126.97,4.22
973209.16,16.23,0.49,253126.09,4.22
973209.16,16.23,0.49,253166.64,4.22
973339.09,16.23,0.49,253224.03,4.22
973368.43,16.23,0.5,253211.96,4.22
973368.43,16.23,0.5,253212.82,4.22
973129.2,16.23,0.49,252911.11,4.22
972889.97,16.23,0.49,252648.07,4.21
973001.85,16.23,0.49,252621.73,4.21
972764.58,16.23,0.49,252602.74,4.21
972900.03,16.23,0.5,253569.73,4.23
972667.24,16.23,0.49,253846.51,4.23
972398.01,16.22,0.49,254677.95,4.25
972527.94,16.23,0.49,254596.52,4.25
972663.39,16.23,0.5,254595.0,4.25
972692.73,16.23,0.5,254594.12,4.25
972722.06,16.24,0.5,254594.12,4.25
972635.59,16.24,0.5,254594.12,4.25
972747.48,16.24,0.5,254727.27,4.25
972776.82,16.24,0.51,254793.09,4.25
972537.59,16.24,0.5,254674.93,4.25
972751.78,16.24,0.51,254594.12,4.25
972781.12,16.25,0.51,254594.12,4.25
972781.12,16.25,0.51,254799.01,4.26
972624.44,16.24,0.51,254638.03,4.25
972526.68,16.24,0.51,255946.95,4.27
972526.68,16.24,0.51,255923.67,4.27
972556.01,16.25,0.51,256054.83,4.28
972585.35,16.25,0.51,255715.33,4.27
972614.69,16.25,0.52,255476.18,4.27
972410.91,16.25,0.51,255236.54,4.26
972581.68,16.25,0.52,255236.54,4.26
972459.9,16.25,0.52,255236.54,4.27
972642.41,16.26,0.52,255238.04,4.27
972754.3,16.26,0.52,255236.54,4.27
972544.44,16.26,0.52,255236.54,4.27
972395.21,16.25,0.52,255236.54,4.27
972530.66,16.26,0.52,255287.75,4.27
972530.66,16.26,0.52,255430.18,4.27
972444.2,16.26,0.52,255399.51,4.27
972444.2,16.26,0.52,255510.22,4.27
972473.53,16.26,0.53,255530.26,4.27
972608.99,16.26,0.53,255489.69,4.27
972638.32,16.27,0.53,255489.69,4.27
972638.32,16.27,0.53,255468.79,4.27
972667.66,16.27,0.53,256955.76,4.3
972696.99,16.27,0.54,256954.94,4.3
972696.99,16.27,0.54,256941.21,4.3
972610.52,16.27,0.54,256861.09,4.3
972639.86,16.27,0.54,256860.26,4.3
972810.63,16.28,0.54,256859.51,4.3
972512.52,16.27,0.54,256859.51,4.3
972647.97,16.28,0.54,256979.86,4.3
972647.97,16.28,0.54,256884.15,4.3
972415.17,16.28,0.54,256888.73,4.3
972415.17,16.28,0.54,256914.11,4.3
972444.51,16.28,0.54,256884.62,4.3
972615.28,16.28,0.55,256811.26,4.3
972644.62,16.28,0.55,256789.19,4.3
972522.83,16.28,0.55,258063.4,4.32
972658.29,16.29,0.55,258152.25,4.32
972442.45,16.28,0.55,257909.19,4.32
972554.34,16.29,0.55,257907.65,4.32
972583.67,16.29,0.56,257906.79,4.32
972613.01,16.29,0.56,257906.79,4.32
972373.78,16.29,0.56,257906.79,4.32
972544.55,16.29,0.56,258028.41,4.32
972493.36,16.29,0.56,257983.44,4.32
972346.43,16.29,0.56,257923.48,4.32
972346.43,16.29,0.56,257961.01,4.32
972375.77,16.3,0.56,257953.26,4.32
972546.54,16.3,0.57,258483.11,4.33
972308.43,16.3,0.56,258056.74,4.33
972443.88,16.3,0.57,257944.32,4.32
972230.8,16.3,0.56,257737.32,4.32
972260.14,16.3,0.57,259040.09,4.34
972260.14,16.3,0.57,258900.73,4.34
972027.34,16.3,0.56,258635.6,4.34
972162.8,16.3,0.57,258634.09,4.34
972027.2,16.3,0.57,258633.21,4.34
972027.2,16.3,0.57,258805.37,4.34
972056.54,16.3,0.57,258805.37,4.34
972056.54,16.3,0.57,258985.09,4.34
972191.99,16.31,0.57,259034.54,4.34
972221.33,16.31,0.57,259031.55,4.35
971988.53,16.31,0.57,259002.02,4.35
971788.57,16.3,0.57,258822.3,4.34
971817.9,16.31,0.57,258814.45,4.34
971953.36,16.31,0.58,258805.37,4.34
971982.69,16.31,0.58,259923.76,4.36
971982.69,16.31,0.58,259908.14,4.36
971982.69,16.31,0.58,259937.69,4.36
972012.03,16.32,0.58,260222.43,4.37
972041.36,16.32,0.58,260347.68,4.37
971808.57,16.32,0.58,260117.48,4.37
971837.9,16.32,0.58,260150.21,4.37
972008.67,16.32,0.59,260154.68,4.37
971710.56,16.32,0.58,259950.76,4.37
971739.9,16.32,0.59,260161.92,4.37
971769.23,16.32,0.59,260287.17,4.37
971983.43,16.33,0.59,260321.47,4.37
971913.99,16.33,0.59,260445.2,4.38
971913.99,16.33,0.59,260495.5,4.38
971691.89,16.33,0.59,260266.73,4.37
971803.78,16.33,0.59,260268.36,4.37
971939.23,16.33,0.6,260414.98,4.38
971706.43,16.33,0.6,260386.9,4.38
971735.77,16.33,0.6,260386.08,4.38
971871.22,16.34,0.6,260384.5,4.38
971648.43,16.33,0.6,260384.5,4.38
971677.76,16.34,0.6,260471.25,4.38
971438.53,16.33,0.6,260241.64,4.38
971579.51,16.34,0.6,260173.36,4.37
971361.19,16.33,0.6,260466.42,4.38
971502.17,16.34,0.6,260238.1,4.38
971614.06,16.34,0.61,260196.44,4.38
971464.83,16.34,0.61,261207.6,4.39
971494.16,16.34,0.61,261222.93,4.39
971494.16,16.34,0.61,261208.2,4.39
971478.74,16.34,0.61,260945.0,4.39
971614.2,16.35,0.61,260915.55,4.39
971381.4,16.34,0.61,261331.43,4.4
971410.73,16.35,0.61,261456.68,4.4
971563.04,16.35,0.62,261490.73,4.4
971563.04,16.35,0.62,261474.64,4.4
971293.39,16.35,0.61,261336.78,4.4
971322.73,16.35,0.62,261335.95,4.4
971352.06,16.35,0.62,261335.13,4.4
971381.4,16.36,0.62,261334.38,4.4
971410.73,16.36,0.62,261334.38,4.4
971440.07,16.36,0.63,261334.38,4.4
971469.41,16.36,0.63,261334.38,4.4
971276.47,16.36,0.63,261123.12,4.4
971411.92,16.36,0.63,262214.56,4.42
971392.9,16.36,0.63,262067.24,4.41
971563.67,16.37,0.63,262139.63,4.42
971512.48,16.37,0.63,262224.52,4.42
971275.56,16.37,0.63,262553.71,4.42
971275.56,16.37,0.63,262509.85,4.42
971387.45,16.37,0.63,262511.48,4.42
971387.45,16.37,0.63,262563.99,4.42
971387.45,16.37,0.63,262511.48,4.42
971143.67,16.37,0.63,262273.45,4.42
971173.01,16.37,0.63,262402.81,4.42
971308.46,16.37,0.64,262401.29,4.42
971308.46,16.37,0.64,262459.33,4.42
971159.23,16.37,0.64,262427.59,4.42
971188.57,16.37,0.64,262426.71,4.42
971217.9,16.38,0.64,262426.71,4.42
971247.24,16.38,0.64,262426.71,4.43
971276.57,16.38,0.65,262426.71,4.43
971190.1,16.38,0.65,262788.35,4.43
971331.08,16.38,0.65,262514.08,4.43
971331.08,16.38,0.65,262481.28,4.43
971174.41,16.38,0.65,262325.13,4.42
971031.01,16.38,0.65,262167.92,4.42
970945.77,16.38,0.65,262995.8,4.44
971081.22,16.38,0.65,263036.86,4.44
971110.56,16.39,0.65,263497.19,4.45
970877.76,16.38,0.65,263319.15,4.44
970664.69,16.38,0.65,263291.79,4.44
970694.02,16.38,0.65,263290.96,4.44
