ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7bf9-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_nodes,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7bf9-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_gpus,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7bf9-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7bf9-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-total_gpus,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7bf9-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-arrived_gpu_milli
1213,6212,5910750,6212,6316280
1213,6212,5910750,6212,6317280
1213,6212,5910750,6212,6317280
1213,6212,5910750,6212,6318280
1213,6212,5910750,6212,6319280
1213,6212,5910750,6212,6320090
1213,6212,5910750,6212,6321090
1213,6212,5910750,6212,6321560
1213,6212,5910750,6212,6322370
1213,6212,5910750,6212,6323370
1213,6212,5910750,6212,6323370
1213,6212,5910750,6212,6324370
1213,6212,5910750,6212,6324370
1213,6212,5910750,6212,6324370
1213,6212,5910750,6212,6324600
1213,6212,5910750,6212,6325070
1213,6212,5910750,6212,6326070
1213,6212,5910750,6212,6326880
1213,6212,5910750,6212,6327880
1213,6212,5910750,6212,6328690
1213,6212,5910750,6212,6329690
1213,6212,5910750,6212,6330340
1213,6212,5910750,6212,6331340
1213,6212,5910750,6212,6331340
1213,6212,5910750,6212,6332150
1213,6212,5910750,6212,6333150
1213,6212,5910750,6212,6334150
1213,6212,5910750,6212,6335150
1213,6212,5910750,6212,6336150
1213,6212,5910750,6212,6336960
1213,6212,5910750,6212,6337280
1213,6212,5910750,6212,6338090
1213,6212,5910750,6212,6338740
1213,6212,5910750,6212,6339110
1213,6212,5910910,6212,6339270
1213,6212,5910910,6212,6339730
1213,6212,5910910,6212,6340730
1213,6212,5910910,6212,6340730
1213,6212,5910910,6212,6341540
1213,6212,5910910,6212,6342540
1213,6212,5910910,6212,6343540
1213,6212,5910910,6212,6344540
1213,6212,5910910,6212,6345540
1213,6212,5910910,6212,6346130
1213,6212,5910910,6212,6346130
1213,6212,5910910,6212,6346130
1213,6212,5911070,6212,6346290
1213,6212,5911070,6212,6347290
1213,6212,5911070,6212,6347760
1213,6212,5911070,6212,6348230
1213,6212,5911070,6212,6349230
1213,6212,5911070,6212,6349230
1213,6212,5911070,6212,6349700
1213,6212,5911070,6212,6350700
1213,6212,5911070,6212,6351700
1213,6212,5911070,6212,6351930
1213,6212,5911070,6212,6351930
1213,6212,5911070,6212,6352740
1213,6212,5911070,6212,6353740
1213,6212,5911070,6212,6354740
1213,6212,5911070,6212,6355550
1213,6212,5911070,6212,6356550
1213,6212,5911070,6212,6357550
1213,6212,5911070,6212,6358020
1213,6212,5911070,6212,6358020
1213,6212,5911070,6212,6359020
1213,6212,5911070,6212,6359020
1213,6212,5911070,6212,6359490
1213,6212,5911070,6212,6360300
1213,6212,5911070,6212,6361300
1213,6212,5911070,6212,6361300
1213,6212,5911070,6212,6362300
1213,6212,5911070,6212,6363300
1213,6212,5911070,6212,6363300
1213,6212,5911070,6212,6364300
1213,6212,5911070,6212,6364670
1213,6212,5911070,6212,6365670
1213,6212,5911070,6212,6366140
1213,6212,5911070,6212,6366950
1213,6212,5911070,6212,6367950
1213,6212,5911070,6212,6368420
1213,6212,5911070,6212,6368880
1213,6212,5911070,6212,6368880
1213,6212,5911070,6212,6368880
1213,6212,5911070,6212,6369350
1213,6212,5911070,6212,6370350
1213,6212,5911070,6212,6370820
1213,6212,5911070,6212,6371630
1213,6212,5911070,6212,6372280
1213,6212,5911070,6212,6372750
1213,6212,5911070,6212,6373220
1213,6212,5911070,6212,6373690
1213,6212,5911070,6212,6374690
1213,6212,5911070,6212,6375690
1213,6212,5911070,6212,6376500
1213,6212,5911070,6212,6377500
1213,6212,5911070,6212,6378500
1213,6212,5911070,6212,6378970
1213,6212,5911070,6212,6379290
1213,6212,5911070,6212,6380100
1213,6212,5911070,6212,6381100
1213,6212,5911070,6212,6381560
1213,6212,5911070,6212,6381560
1213,6212,5911070,6212,6382210
1213,6212,5911070,6212,6382210
1213,6212,5911070,6212,6383210
1213,6212,5911070,6212,6383860
1213,6212,5911070,6212,6384670
1213,6212,5911070,6212,6385670
1213,6212,5911070,6212,6386670
1213,6212,5911070,6212,6387140
1213,6212,5911070,6212,6388140
1213,6212,5911070,6212,6389140
1213,6212,5911070,6212,6389610
1213,6212,5911070,6212,6390610
1213,6212,5911070,6212,6391610
1213,6212,5911070,6212,6391610
1213,6212,5911070,6212,6392080
1213,6212,5911070,6212,6392310
1213,6212,5911070,6212,6393310
1213,6212,5911070,6212,6394310
1213,6212,5911070,6212,6395310
1213,6212,5911070,6212,6396310
1213,6212,5911070,6212,6397310
1213,6212,5911070,6212,6397630
1213,6212,5911070,6212,6398630
1213,6212,5911070,6212,6399440
1213,6212,5911070,6212,6400440
1213,6212,5911070,6212,6400760
1213,6212,5911070,6212,6401570
1213,6212,5911070,6212,6402570
1213,6212,5911070,6212,6402570
1213,6212,5911070,6212,6403040
1213,6212,5911070,6212,6404040
1213,6212,5911070,6212,6405040
1213,6212,5911070,6212,6406040
1213,6212,5911070,6212,6406040
1213,6212,5911070,6212,6407040
1213,6212,5911070,6212,6408040
1213,6212,5911070,6212,6408690
1213,6212,5911070,6212,6408690
1213,6212,5911070,6212,6409690
1213,6212,5911070,6212,6410690
1213,6212,5911070,6212,6411690
1213,6212,5911070,6212,6412500
1213,6212,5911070,6212,6413500
1213,6212,5911070,6212,6414500
1213,6212,5911070,6212,6414960
1213,6212,5911070,6212,6415770
1213,6212,5911070,6212,6415770
1213,6212,5911070,6212,6416770
1213,6212,5911070,6212,6417240
1213,6212,5911070,6212,6417680
1213,6212,5911070,6212,6418490
1213,6212,5911070,6212,6419490
1213,6212,5911070,6212,6420490
1213,6212,5911070,6212,6421490
1213,6212,5911070,6212,6421860
1213,6212,5911070,6212,6422330
1213,6212,5911070,6212,6423330
1213,6212,5911070,6212,6424330
1213,6212,5911070,6212,6425330
1213,6212,5911070,6212,6425330
1213,6212,5911070,6212,6426330
1213,6212,5911070,6212,6426800
1213,6212,5911070,6212,6427800
1213,6212,5911070,6212,6428800
1213,6212,5911070,6212,6429800
1213,6212,5911070,6212,6430800
1213,6212,5911070,6212,6431800
1213,6212,5911070,6212,6432800
1213,6212,5911070,6212,6433800
1213,6212,5911070,6212,6434800
1213,6212,5911070,6212,6435270
1213,6212,5911070,6212,6435600
1213,6212,5911070,6212,6435600
1213,6212,5911070,6212,6436250
1213,6212,5911070,6212,6436800
1213,6212,5911070,6212,6437800
1213,6212,5911070,6212,6438390
1213,6212,5911070,6212,6439200
1213,6212,5911070,6212,6440200
1213,6212,5911070,6212,6440670
1213,6212,5911070,6212,6440990
1213,6212,5911070,6212,6440990
1213,6212,5911070,6212,6441990
1213,6212,5911070,6212,6442990
1213,6212,5911070,6212,6443990
1213,6212,5911070,6212,6444640
1213,6212,5911070,6212,6444960
1213,6212,5911070,6212,6445960
1213,6212,5911070,6212,6445960
1213,6212,5911070,6212,6445960
1213,6212,5911070,6212,6446770
1213,6212,5911070,6212,6447140
1213,6212,5911070,6212,6448140
1213,6212,5911070,6212,6448140
1213,6212,5911070,6212,6448370
1213,6212,5911070,6212,6449370
1213,6212,5911070,6212,6450180
1213,6212,5911070,6212,6451180
1213,6212,5911070,6212,6451410
1213,6212,5911070,6212,6452410
1213,6212,5911070,6212,6452880
1213,6212,5911070,6212,6453880
1213,6212,5911070,6212,6454350
1213,6212,5911070,6212,6454350
1213,6212,5911070,6212,6454350
1213,6212,5911070,6212,6454830
1213,6212,5911070,6212,6455640
1213,6212,5911070,6212,6456450
1213,6212,5911070,6212,6456450
1213,6212,5911070,6212,6456920
1213,6212,5911070,6212,6456920
1213,6212,5911070,6212,6456920
1213,6212,5911070,6212,6457920
1213,6212,5911070,6212,6458920
1213,6212,5911070,6212,6459920
1213,6212,5911070,6212,6460150
1213,6212,5911070,6212,6460960
1213,6212,5911070,6212,6461960
1213,6212,5911070,6212,6462430
1213,6212,5911070,6212,6462430
1213,6212,5911070,6212,6463430
1213,6212,5911070,6212,6464430
1213,6212,5911070,6212,6464890
1213,6212,5911070,6212,6465890
1213,6212,5911070,6212,6466890
1213,6212,5911070,6212,6467890
1213,6212,5911070,6212,6468890
1213,6212,5911070,6212,6469700
1213,6212,5911070,6212,6470510
1213,6212,5911070,6212,6471320
1213,6212,5911070,6212,6472130
1213,6212,5911070,6212,6473130
1213,6212,5911070,6212,6473600
1213,6212,5911070,6212,6474600
1213,6212,5911070,6212,6475600
1213,6212,5911070,6212,6475600
1213,6212,5911070,6212,6476410
1213,6212,5911070,6212,6477410
1213,6212,5911070,6212,6478410
1213,6212,5911070,6212,6479220
1213,6212,5911070,6212,6480030
1213,6212,5911070,6212,6480840
1213,6212,5911070,6212,6481650
1213,6212,5911070,6212,6482020
1213,6212,5911070,6212,6482250
