ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7bf9-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_nodes,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7bf9-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_gpus,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7bf9-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7bf9-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-total_gpus,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7bf9-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-arrived_gpu_milli
377,1834,1717700,6212,1717700
377,1834,1718020,6212,1718020
377,1834,1719020,6212,1719020
378,1842,1720020,6212,1720020
378,1842,1720020,6212,1720020
378,1842,1720490,6212,1720490
378,1842,1721300,6212,1721300
378,1842,1721300,6212,1721300
378,1842,1722300,6212,1722300
378,1842,1722770,6212,1722770
378,1842,1723000,6212,1723000
378,1842,1723470,6212,1723470
378,1842,1723470,6212,1723470
378,1842,1724470,6212,1724470
378,1842,1724930,6212,1724930
378,1842,1725400,6212,1725400
378,1842,1726400,6212,1726400
378,1842,1726860,6212,1726860
378,1842,1727670,6212,1727670
378,1842,1727670,6212,1727670
378,1842,1728670,6212,1728670
379,1850,1729670,6212,1729670
379,1850,1730670,6212,1730670
379,1850,1731670,6212,1731670
379,1850,1732670,6212,1732670
379,1850,1732670,6212,1732670
379,1850,1732670,6212,1732670
379,1850,1733140,6212,1733140
379,1850,1733140,6212,1733140
379,1850,1733950,6212,1733950
379,1850,1734950,6212,1734950
379,1850,1735950,6212,1735950
379,1850,1736760,6212,1736760
379,1850,1737230,6212,1737230
380,1858,1738040,6212,1738040
380,1858,1739040,6212,1739040
380,1858,1740040,6212,1740040
380,1858,1740690,6212,1740690
380,1858,1741690,6212,1741690
380,1858,1741690,6212,1741690
380,1858,1742690,6212,1742690
380,1858,1743690,6212,1743690
380,1858,1744690,6212,1744690
380,1858,1745010,6212,1745010
380,1858,1745330,6212,1745330
381,1860,1746330,6212,1746330
381,1860,1747330,6212,1747330
382,1868,1748330,6212,1748330
382,1868,1749330,6212,1749330
382,1868,1750140,6212,1750140
382,1868,1750140,6212,1750140
382,1868,1750610,6212,1750610
382,1868,1751610,6212,1751610
382,1868,1752610,6212,1752610
382,1868,1752930,6212,1752930
382,1868,1753930,6212,1753930
382,1868,1754400,6212,1754400
383,1876,1755210,6212,1755210
383,1876,1755530,6212,1755530
383,1876,1755530,6212,1755530
383,1876,1755530,6212,1755530
383,1876,1755530,6212,1755530
383,1876,1756530,6212,1756530
383,1876,1757530,6212,1757530
383,1876,1758340,6212,1758340
383,1876,1758340,6212,1758340
383,1876,1759150,6212,1759150
383,1876,1759150,6212,1759150
383,1876,1759620,6212,1759620
383,1876,1759620,6212,1759620
383,1876,1760620,6212,1760620
383,1876,1761620,6212,1761620
383,1876,1761620,6212,1761620
384,1884,1762430,6212,1762430
384,1884,1762900,6212,1762900
384,1884,1763900,6212,1763900
384,1884,1764490,6212,1764490
384,1884,1764810,6212,1764810
384,1884,1764810,6212,1764810
384,1884,1765810,6212,1765810
384,1884,1766810,6212,1766810
384,1884,1767810,6212,1767810
384,1884,1768810,6212,1768810
384,1884,1769360,6212,1769360
384,1884,1769360,6212,1769360
385,1886,1770360,6212,1770360
385,1886,1771360,6212,1771360
385,1886,1771360,6212,1771360
385,1886,1771360,6212,1771360
386,1888,1771910,6212,1771910
386,1888,1772910,6212,1772910
387,1896,1773910,6212,1773910
388,1898,1774910,6212,1774910
388,1898,1775130,6212,1775130
388,1898,1775590,6212,1775590
388,1898,1776590,6212,1776590
388,1898,1777180,6212,1777180
388,1898,1778180,6212,1778180
388,1898,1779180,6212,1779180
388,1898,1780180,6212,1780180
388,1898,1781180,6212,1781180
388,1898,1782180,6212,1782180
388,1898,1782500,6212,1782500
388,1898,1782500,6212,1782500
389,1906,1783090,6212,1783090
389,1906,1783090,6212,1783090
389,1906,1783090,6212,1783090
389,1906,1783090,6212,1783090
389,1906,1783560,6212,1783560
389,1906,1784560,6212,1784560
389,1906,1785370,6212,1785370
389,1906,1785370,6212,1785370
389,1906,1785690,6212,1785690
389,1906,1786690,6212,1786690
389,1906,1787690,6212,1787690
389,1906,1788690,6212,1788690
389,1906,1789690,6212,1789690
390,1914,1790500,6212,1790500
390,1914,1791500,6212,1791500
390,1914,1792500,6212,1792500
390,1914,1793500,6212,1793500
390,1914,1794500,6212,1794500
390,1914,1795500,6212,1795500
390,1914,1796050,6212,1796050
390,1914,1796860,6212,1796860
390,1914,1796860,6212,1796860
391,1916,1797860,6212,1797860
391,1916,1797860,6212,1797860
391,1916,1798860,6212,1798860
392,1918,1799860,6212,1799860
392,1918,1800510,6212,1800510
392,1918,1800510,6212,1800510
393,1926,1801510,6212,1801510
393,1926,1802510,6212,1802510
393,1926,1802510,6212,1802510
393,1926,1803320,6212,1803320
393,1926,1803320,6212,1803320
393,1926,1804320,6212,1804320
393,1926,1804640,6212,1804640
393,1926,1805640,6212,1805640
393,1926,1806640,6212,1806640
394,1934,1814640,6212,1814640
394,1934,1815640,6212,1815640
394,1934,1816290,6212,1816290
395,1936,1817290,6212,1817290
395,1936,1817290,6212,1817290
395,1936,1818290,6212,1818290
396,1944,1819290,6212,1819290
396,1944,1820290,6212,1820290
397,1946,1821290,6212,1821290
397,1946,1821290,6212,1821290
397,1946,1822100,6212,1822100
397,1946,1823100,6212,1823100
397,1946,1824100,6212,1824100
397,1946,1825100,6212,1825100
397,1946,1825450,6212,1825450
397,1946,1825920,6212,1825920
397,1946,1826920,6212,1826920
397,1946,1827240,6212,1827240
398,1954,1827890,6212,1827890
398,1954,1828210,6212,1828210
398,1954,1829210,6212,1829210
398,1954,1830210,6212,1830210
398,1954,1830580,6212,1830580
398,1954,1831050,6212,1831050
398,1954,1832050,6212,1832050
398,1954,1832640,6212,1832640
399,1956,1833450,6212,1833450
399,1956,1833450,6212,1833450
399,1956,1834450,6212,1834450
399,1956,1835450,6212,1835450
400,1964,1836450,6212,1836450
401,1966,1837260,6212,1837260
401,1966,1838260,6212,1838260
401,1966,1839260,6212,1839260
401,1966,1840260,6212,1840260
401,1966,1840910,6212,1840910
401,1966,1841910,6212,1841910
401,1966,1842910,6212,1842910
401,1966,1843910,6212,1843910
401,1966,1844380,6212,1844380
401,1966,1845380,6212,1845380
402,1974,1846380,6212,1846380
402,1974,1847380,6212,1847380
402,1974,1847380,6212,1847380
402,1974,1848380,6212,1848380
402,1974,1849190,6212,1849190
402,1974,1850190,6212,1850190
402,1974,1851000,6212,1851000
402,1974,1851810,6212,1851810
402,1974,1851810,6212,1851810
402,1974,1852810,6212,1852810
402,1974,1853810,6212,1853810
402,1974,1854460,6212,1854460
402,1974,1855460,6212,1855460
403,1982,1856270,6212,1856270
403,1982,1856740,6212,1856740
403,1982,1857060,6212,1857060
403,1982,1857290,6212,1857290
403,1982,1858290,6212,1858290
403,1982,1859290,6212,1859290
403,1982,1860100,6212,1860100
403,1982,1861100,6212,1861100
403,1982,1861910,6212,1861910
403,1982,1861910,6212,1861910
403,1982,1862910,6212,1862910
404,1990,1863560,6212,1863560
404,1990,1863560,6212,1863560
404,1990,1863560,6212,1863560
404,1990,1864030,6212,1864030
404,1990,1864490,6212,1864490
404,1990,1864810,6212,1864810
404,1990,1865810,6212,1865810
404,1990,1866620,6212,1866620
404,1990,1867620,6212,1867620
404,1990,1868090,6212,1868090
404,1990,1869090,6212,1869090
405,1998,1869740,6212,1869740
405,1998,1870740,6212,1870740
405,1998,1871740,6212,1871740
406,2000,1872740,6212,1872740
406,2000,1873550,6212,1873550
406,2000,1874360,6212,1874360
406,2000,1875360,6212,1875360
406,2000,1876360,6212,1876360
406,2000,1876690,6212,1876690
406,2000,1877690,6212,1877690
407,2002,1878690,6212,1878690
407,2002,1879690,6212,1879690
407,2002,1879690,6212,1879690
408,2004,1880690,6212,1880690
408,2004,1881690,6212,1881690
408,2004,1882500,6212,1882500
409,2006,1883500,6212,1883500
409,2006,1884500,6212,1884500
409,2006,1884660,6212,1884660
409,2006,1885660,6212,1885660
410,2008,1886470,6212,1886470
410,2008,1887470,6212,1887470
410,2008,1887470,6212,1887470
410,2008,1888470,6212,1888470
411,2016,1889470,6212,1889470
411,2016,1890470,6212,1890470
411,2016,1891470,6212,1891470
411,2016,1891470,6212,1891470
411,2016,1891790,6212,1891790
411,2016,1892110,6212,1892110
411,2016,1893110,6212,1893110
411,2016,1893110,6212,1893110
411,2016,1893110,6212,1893110
411,2016,1893330,6212,1893330
411,2016,1893920,6212,1893920
411,2016,1894920,6212,1894920
411,2016,1895920,6212,1895920
411,2016,1896730,6212,1896730
412,2024,1897380,6212,1897380
412,2024,1898030,6212,1898030
412,2024,1898840,6212,1898840
412,2024,1898840,6212,1898840
412,2024,1899840,6212,1899840
412,2024,1900840,6212,1900840
412,2024,1901310,6212,1901310
412,2024,1902120,6212,1902120
412,2024,1902120,6212,1902120
412,2024,1902350,6212,1902350
412,2024,1903350,6212,1903350
412,2024,1903350,6212,1903350
413,2026,1904160,6212,1904160
414,2028,1905160,6212,1905160
414,2028,1905640,6212,1905640
414,2028,1906100,6212,1906100
414,2028,1906910,6212,1906910
415,2036,1907720,6212,1907720
415,2036,1908530,6212,1908530
415,2036,1909530,6212,1909530
415,2036,1910530,6212,1910530
415,2036,1911530,6212,1911530
415,2036,1912530,6212,1912530
415,2036,1913530,6212,1913530
415,2036,1914530,6212,1914530
415,2036,1914690,6212,1914690
416,2038,1915500,6212,1915500
416,2038,1916500,6212,1916500
416,2038,1916960,6212,1916960
417,2046,1917960,6212,1917960
417,2046,1918960,6212,1918960
417,2046,1919960,6212,1919960
417,2046,1920550,6212,1920550
417,2046,1921550,6212,1921550
417,2046,1922360,6212,1922360
417,2046,1923360,6212,1923360
417,2046,1923590,6212,1923590
417,2046,1923590,6212,1923590
417,2046,1923910,6212,1923910
417,2046,1924720,6212,1924720
418,2048,1925720,6212,1925720
418,2048,1926040,6212,1926040
418,2048,1926410,6212,1926410
418,2048,1926730,6212,1926730
418,2048,1926730,6212,1926730
418,2048,1926730,6212,1926730
418,2048,1927200,6212,1927200
418,2048,1927200,6212,1927200
419,2056,1928200,6212,1928200
419,2056,1929200,6212,1929200
419,2056,1930200,6212,1930200
419,2056,1930670,6212,1930670
419,2056,1931670,6212,1931670
419,2056,1932140,6212,1932140
419,2056,1933140,6212,1933140
419,2056,1934140,6212,1934140
419,2056,1934610,6212,1934610
419,2056,1935610,6212,1935610
420,2064,1936610,6212,1936610
420,2064,1937610,6212,1937610
420,2064,1938610,6212,1938610
420,2064,1938610,6212,1938610
420,2064,1938610,6212,1938610
420,2064,1939610,6212,1939610
420,2064,1940260,6212,1940260
421,2072,1941260,6212,1941260
421,2072,1942260,6212,1942260
421,2072,1943260,6212,1943260
421,2072,1943260,6212,1943260
421,2072,1943260,6212,1943260
421,2072,1943260,6212,1943260
421,2072,1944070,6212,1944070
421,2072,1944530,6212,1944530
421,2072,1945340,6212,1945340
421,2072,1946340,6212,1946340
421,2072,1947340,6212,1947340
421,2072,1947930,6212,1947930
421,2072,1948400,6212,1948400
421,2072,1948400,6212,1948400
421,2072,1948860,6212,1948860
421,2072,1949670,6212,1949670
422,2074,1950670,6212,1950670
422,2074,1951140,6212,1951140
422,2074,1951950,6212,1951950
423,2082,1952950,6212,1952950
423,2082,1953950,6212,1953950
423,2082,1954950,6212,1954950
423,2082,1955420,6212,1955420
423,2082,1956420,6212,1956420
423,2082,1957420,6212,1957420
423,2082,1958070,6212,1958070
423,2082,1959070,6212,1959070
423,2082,1960070,6212,1960070
423,2082,1960530,6212,1960530
423,2082,1961530,6212,1961530
424,2084,1962000,6212,1962000
424,2084,1962230,6212,1962230
424,2084,1962880,6212,1962880
425,2086,1963880,6212,1963880
425,2086,1964880,6212,1964880
426,2094,1965530,6212,1965530
426,2094,1966340,6212,1966340
426,2094,1967340,6212,1967340
427,2102,1975340,6212,1975340
427,2102,1976150,6212,1976150
427,2102,1976800,6212,1976800
427,2102,1977800,6212,1977800
427,2102,1978800,6212,1978800
427,2102,1979610,6212,1979610
427,2102,1979840,6212,1979840
428,2104,1980840,6212,1980840
428,2104,1981650,6212,1981650
429,2112,1989650,6212,1989650
430,2120,1990650,6212,1990650
430,2120,1991460,6212,1991460
430,2120,1992460,6212,1992460
430,2120,1992930,6212,1992930
430,2120,1993740,6212,1993740
430,2120,1994550,6212,1994550
430,2120,1995200,6212,1995200
430,2120,1996200,6212,1996200
430,2120,1997200,6212,1997200
431,2122,1998200,6212,1998200
431,2122,1998430,6212,1998430
431,2122,1999430,6212,1999430
432,2130,2000430,6212,2000430
432,2130,2000890,6212,2000890
432,2130,2001360,6212,2001360
432,2130,2002360,6212,2002360
432,2130,2003360,6212,2003360
432,2130,2003630,6212,2003630
432,2130,2003630,6212,2003630
432,2130,2004630,6212,2004630
432,2130,2004740,6212,2004740
432,2130,2004740,6212,2004740
432,2130,2005740,6212,2005740
433,2132,2006740,6212,2006740
433,2132,2007740,6212,2007740
433,2132,2008210,6212,2008210
433,2132,2009210,6212,2009210
434,2140,2010020,6212,2010020
434,2140,2011020,6212,2011020
434,2140,2011830,6212,2011830
434,2140,2012640,6212,2012640
434,2140,2013640,6212,2013640
434,2140,2014640,6212,2014640
434,2140,2014960,6212,2014960
434,2140,2014960,6212,2014960
434,2140,2015960,6212,2015960
434,2140,2016430,6212,2016430
434,2140,2017430,6212,2017430
435,2148,2018430,6212,2018430
435,2148,2019240,6212,2019240
435,2148,2019240,6212,2019240
435,2148,2020240,6212,2020240
435,2148,2021240,6212,2021240
435,2148,2021240,6212,2021240
435,2148,2022240,6212,2022240
435,2148,2023240,6212,2023240
435,2148,2024240,6212,2024240
435,2148,2024240,6212,2024240
435,2148,2025050,6212,2025050
436,2156,2026050,6212,2026050
436,2156,2027050,6212,2027050
436,2156,2028050,6212,2028050
436,2156,2029050,6212,2029050
436,2156,2029700,6212,2029700
437,2158,2030700,6212,2030700
437,2158,2031700,6212,2031700
438,2160,2032700,6212,2032700
438,2160,2033700,6212,2033700
438,2160,2033700,6212,2033700
438,2160,2034510,6212,2034510
438,2160,2035100,6212,2035100
438,2160,2036100,6212,2036100
439,2168,2037100,6212,2037100
439,2168,2038100,6212,2038100
439,2168,2038650,6212,2038650
439,2168,2039650,6212,2039650
439,2168,2040650,6212,2040650
439,2168,2041650,6212,2041650
439,2168,2041650,6212,2041650
439,2168,2042460,6212,2042460
439,2168,2043270,6212,2043270
440,2176,2043740,6212,2043740
440,2176,2044740,6212,2044740
440,2176,2045740,6212,2045740
440,2176,2046210,6212,2046210
440,2176,2046670,6212,2046670
440,2176,2047480,6212,2047480
440,2176,2047950,6212,2047950
441,2184,2048420,6212,2048420
441,2184,2049420,6212,2049420
441,2184,2049890,6212,2049890
441,2184,2050890,6212,2050890
441,2184,2051360,6212,2051360
441,2184,2051360,6212,2051360
441,2184,2052360,6212,2052360
441,2184,2052360,6212,2052360
442,2192,2053360,6212,2053360
442,2192,2054360,6212,2054360
442,2192,2055170,6212,2055170
442,2192,2056170,6212,2056170
442,2192,2056650,6212,2056650
442,2192,2057120,6212,2057120
442,2192,2057120,6212,2057120
442,2192,2058120,6212,2058120
442,2192,2058120,6212,2058120
443,2200,2062120,6212,2062120
443,2200,2062120,6212,2062120
443,2200,2062580,6212,2062580
443,2200,2063580,6212,2063580
443,2200,2064580,6212,2064580
444,2202,2065050,6212,2065050
444,2202,2065700,6212,2065700
444,2202,2066700,6212,2066700
444,2202,2067700,6212,2067700
444,2202,2068170,6212,2068170
444,2202,2068980,6212,2068980
444,2202,2068980,6212,2068980
444,2202,2069790,6212,2069790
444,2202,2069790,6212,2069790
444,2202,2070260,6212,2070260
445,2204,2071070,6212,2071070
445,2204,2072070,6212,2072070
445,2204,2072880,6212,2072880
445,2204,2073350,6212,2073350
445,2204,2073820,6212,2073820
446,2212,2074820,6212,2074820
446,2212,2075820,6212,2075820
447,2214,2076820,6212,2076820
447,2214,2077290,6212,2077290
447,2214,2077290,6212,2077290
447,2214,2077610,6212,2077610
447,2214,2078080,6212,2078080
447,2214,2078550,6212,2078550
447,2214,2079360,6212,2079360
447,2214,2079820,6212,2079820
447,2214,2080630,6212,2080630
447,2214,2081180,6212,2081180
447,2214,2082180,6212,2082180
447,2214,2083180,6212,2083180
448,2222,2084180,6212,2084180
448,2222,2085180,6212,2085180
448,2222,2085990,6212,2085990
448,2222,2085990,6212,2085990
448,2222,2086100,6212,2086100
448,2222,2086570,6212,2086570
448,2222,2087570,6212,2087570
448,2222,2088570,6212,2088570
448,2222,2089220,6212,2089220
448,2222,2090220,6212,2090220
448,2222,2090220,6212,2090220
448,2222,2090220,6212,2090220
448,2222,2090330,6212,2090330
449,2224,2091140,6212,2091140
449,2224,2091360,6212,2091360
449,2224,2092360,6212,2092360
449,2224,2092360,6212,2092360
449,2224,2092830,6212,2092830
450,2232,2093300,6212,2093300
450,2232,2094300,6212,2094300
450,2232,2095300,6212,2095300
451,2234,2096300,6212,2096300
451,2234,2097300,6212,2097300
451,2234,2098300,6212,2098300
451,2234,2099110,6212,2099110
451,2234,2100110,6212,2100110
451,2234,2101110,6212,2101110
451,2234,2101270,6212,2101270
451,2234,2101740,6212,2101740
451,2234,2102740,6212,2102740
451,2234,2102740,6212,2102740
452,2242,2103740,6212,2103740
452,2242,2104390,6212,2104390
453,2244,2105200,6212,2105200
453,2244,2106200,6212,2106200
453,2244,2107200,6212,2107200
453,2244,2108200,6212,2108200
453,2244,2109200,6212,2109200
453,2244,2110200,6212,2110200
453,2244,2111010,6212,2111010
453,2244,2111480,6212,2111480
454,2252,2112130,6212,2112130
454,2252,2112680,6212,2112680
454,2252,2112910,6212,2112910
454,2252,2113910,6212,2113910
454,2252,2114910,6212,2114910
455,2260,2122910,6212,2122910
455,2260,2123720,6212,2123720
455,2260,2124720,6212,2124720
455,2260,2125720,6212,2125720
455,2260,2125720,6212,2125720
455,2260,2126720,6212,2126720
456,2262,2127720,6212,2127720
456,2262,2128720,6212,2128720
456,2262,2129190,6212,2129190
457,2270,2130190,6212,2130190
457,2270,2130510,6212,2130510
457,2270,2131510,6212,2131510
457,2270,2132510,6212,2132510
457,2270,2132980,6212,2132980
457,2270,2133980,6212,2133980
457,2270,2134980,6212,2134980
457,2270,2135790,6212,2135790
457,2270,2136790,6212,2136790
458,2272,2137790,6212,2137790
458,2272,2138260,6212,2138260
458,2272,2138260,6212,2138260
458,2272,2138850,6212,2138850
459,2280,2139850,6212,2139850
459,2280,2140320,6212,2140320
459,2280,2140320,6212,2140320
459,2280,2141320,6212,2141320
459,2280,2141910,6212,2141910
459,2280,2142560,6212,2142560
459,2280,2143370,6212,2143370
459,2280,2143530,6212,2143530
459,2280,2144180,6212,2144180
459,2280,2144180,6212,2144180
459,2280,2144410,6212,2144410
459,2280,2145410,6212,2145410
459,2280,2145410,6212,2145410
460,2282,2146410,6212,2146410
460,2282,2146880,6212,2146880
460,2282,2147880,6212,2147880
460,2282,2148880,6212,2148880
461,2290,2149350,6212,2149350
461,2290,2149670,6212,2149670
461,2290,2149900,6212,2149900
461,2290,2149900,6212,2149900
461,2290,2150370,6212,2150370
461,2290,2150370,6212,2150370
461,2290,2151370,6212,2151370
461,2290,2151530,6212,2151530
461,2290,2152530,6212,2152530
461,2290,2152690,6212,2152690
461,2290,2153340,6212,2153340
462,2292,2154340,6212,2154340
462,2292,2154340,6212,2154340
462,2292,2155150,6212,2155150
462,2292,2156150,6212,2156150
463,2294,2157150,6212,2157150
463,2294,2157620,6212,2157620
463,2294,2158430,6212,2158430
463,2294,2159430,6212,2159430
463,2294,2160240,6212,2160240
463,2294,2161240,6212,2161240
463,2294,2162240,6212,2162240
464,2296,2163240,6212,2163240
464,2296,2164240,6212,2164240
464,2296,2164560,6212,2164560
465,2304,2165560,6212,2165560
465,2304,2166030,6212,2166030
466,2306,2166840,6212,2166840
466,2306,2167060,6212,2167060
466,2306,2168060,6212,2168060
466,2306,2168060,6212,2168060
466,2306,2169060,6212,2169060
466,2306,2169290,6212,2169290
466,2306,2169290,6212,2169290
466,2306,2170290,6212,2170290
466,2306,2170760,6212,2170760
466,2306,2170760,6212,2170760
466,2306,2171570,6212,2171570
467,2308,2172570,6212,2172570
467,2308,2173220,6212,2173220
467,2308,2173270,6212,2173270
468,2316,2174270,6212,2174270
468,2316,2175080,6212,2175080
468,2316,2175550,6212,2175550
468,2316,2176200,6212,2176200
468,2316,2176200,6212,2176200
468,2316,2177200,6212,2177200
468,2316,2177200,6212,2177200
468,2316,2178200,6212,2178200
468,2316,2179200,6212,2179200
468,2316,2179670,6212,2179670
468,2316,2180670,6212,2180670
469,2320,2181480,6212,2181480
469,2320,2182480,6212,2182480
469,2320,2183290,6212,2183290
469,2320,2184290,6212,2184290
469,2320,2185290,6212,2185290
470,2328,2185760,6212,2185760
470,2328,2186080,6212,2186080
470,2328,2187080,6212,2187080
470,2328,2187890,6212,2187890
470,2328,2188890,6212,2188890
470,2328,2189890,6212,2189890
470,2328,2190890,6212,2190890
470,2328,2190890,6212,2190890
470,2328,2191360,6212,2191360
471,2330,2192360,6212,2192360
471,2330,2193360,6212,2193360
471,2330,2193830,6212,2193830
471,2330,2194050,6212,2194050
471,2330,2194280,6212,2194280
472,2338,2195280,6212,2195280
472,2338,2195870,6212,2195870
472,2338,2196680,6212,2196680
472,2338,2197680,6212,2197680
472,2338,2197910,6212,2197910
472,2338,2198910,6212,2198910
472,2338,2199910,6212,2199910
472,2338,2200910,6212,2200910
472,2338,2201910,6212,2201910
472,2338,2202910,6212,2202910
472,2338,2202910,6212,2202910
472,2338,2203720,6212,2203720
472,2338,2204530,6212,2204530
473,2340,2205530,6212,2205530
473,2340,2205530,6212,2205530
473,2340,2206530,6212,2206530
473,2340,2206530,6212,2206530
474,2342,2207530,6212,2207530
474,2342,2207530,6212,2207530
474,2342,2208180,6212,2208180
474,2342,2208180,6212,2208180
475,2350,2209180,6212,2209180
475,2350,2209990,6212,2209990
475,2350,2210990,6212,2210990
475,2350,2211990,6212,2211990
475,2350,2212210,6212,2212210
475,2350,2213210,6212,2213210
475,2350,2214210,6212,2214210
476,2358,2215210,6212,2215210
476,2358,2216210,6212,2216210
476,2358,2216210,6212,2216210
476,2358,2216680,6212,2216680
476,2358,2217680,6212,2217680
476,2358,2218150,6212,2218150
477,2360,2218960,6212,2218960
477,2360,2219960,6212,2219960
477,2360,2220960,6212,2220960
477,2360,2221550,6212,2221550
477,2360,2222550,6212,2222550
477,2360,2223550,6212,2223550
478,2368,2224550,6212,2224550
478,2368,2225550,6212,2225550
478,2368,2226550,6212,2226550
478,2368,2226550,6212,2226550
478,2368,2227360,6212,2227360
478,2368,2228360,6212,2228360
478,2368,2228360,6212,2228360
478,2368,2229360,6212,2229360
479,2376,2230360,6212,2230360
479,2376,2230830,6212,2230830
479,2376,2231380,6212,2231380
479,2376,2232380,6212,2232380
479,2376,2233380,6212,2233380
479,2376,2234380,6212,2234380
479,2376,2234850,6212,2234850
480,2384,2235850,6212,2235850
480,2384,2236850,6212,2236850
480,2384,2237500,6212,2237500
480,2384,2237970,6212,2237970
480,2384,2237970,6212,2237970
480,2384,2238970,6212,2238970
480,2384,2239970,6212,2239970
481,2392,2240970,6212,2240970
481,2392,2241780,6212,2241780
481,2392,2242100,6212,2242100
481,2392,2242910,6212,2242910
481,2392,2242910,6212,2242910
481,2392,2243230,6212,2243230
482,2394,2244230,6212,2244230
482,2394,2245230,6212,2245230
482,2394,2245550,6212,2245550
482,2394,2245780,6212,2245780
482,2394,2246010,6212,2246010
482,2394,2246820,6212,2246820
482,2394,2247630,6212,2247630
482,2394,2248630,6212,2248630
482,2394,2248950,6212,2248950
483,2396,2249760,6212,2249760
483,2396,2250760,6212,2250760
483,2396,2251220,6212,2251220
483,2396,2252220,6212,2252220
483,2396,2252220,6212,2252220
484,2404,2253220,6212,2253220
485,2406,2254030,6212,2254030
485,2406,2254190,6212,2254190
485,2406,2255190,6212,2255190
485,2406,2255410,6212,2255410
485,2406,2256410,6212,2256410
485,2406,2256410,6212,2256410
485,2406,2257410,6212,2257410
485,2406,2258060,6212,2258060
485,2406,2259060,6212,2259060
485,2406,2259060,6212,2259060
485,2406,2260060,6212,2260060
485,2406,2261060,6212,2261060
485,2406,2262060,6212,2262060
485,2406,2262060,6212,2262060
486,2414,2262710,6212,2262710
486,2414,2263180,6212,2263180
486,2414,2264180,6212,2264180
486,2414,2265180,6212,2265180
486,2414,2265650,6212,2265650
486,2414,2266110,6212,2266110
486,2414,2266580,6212,2266580
487,2422,2267580,6212,2267580
487,2422,2268580,6212,2268580
487,2422,2269580,6212,2269580
487,2422,2270580,6212,2270580
487,2422,2270580,6212,2270580
487,2422,2271580,6212,2271580
487,2422,2271800,6212,2271800
487,2422,2271800,6212,2271800
487,2422,2272120,6212,2272120
487,2422,2273120,6212,2273120
487,2422,2273120,6212,2273120
487,2422,2273670,6212,2273670
487,2422,2274670,6212,2274670
487,2422,2275140,6212,2275140
488,2424,2276140,6212,2276140
488,2424,2277140,6212,2277140
489,2432,2278140,6212,2278140
489,2432,2278610,6212,2278610
489,2432,2279610,6212,2279610
489,2432,2279930,6212,2279930
489,2432,2280930,6212,2280930
489,2432,2280930,6212,2280930
490,2440,2281930,6212,2281930
490,2440,2282090,6212,2282090
490,2440,2282560,6212,2282560
490,2440,2283560,6212,2283560
490,2440,2283560,6212,2283560
490,2440,2283560,6212,2283560
490,2440,2284030,6212,2284030
490,2440,2285030,6212,2285030
490,2440,2285680,6212,2285680
491,2442,2286680,6212,2286680
491,2442,2287150,6212,2287150
491,2442,2287960,6212,2287960
491,2442,2288960,6212,2288960
491,2442,2289770,6212,2289770
491,2442,2290580,6212,2290580
492,2450,2291580,6212,2291580
492,2450,2292580,6212,2292580
492,2450,2293050,6212,2293050
492,2450,2294050,6212,2294050
493,2458,2295050,6212,2295050
493,2458,2295370,6212,2295370
493,2458,2295370,6212,2295370
493,2458,2296020,6212,2296020
493,2458,2296830,6212,2296830
493,2458,2297150,6212,2297150
493,2458,2298150,6212,2298150
493,2458,2299150,6212,2299150
493,2458,2300150,6212,2300150
494,2466,2301150,6212,2301150
494,2466,2301470,6212,2301470
494,2466,2302470,6212,2302470
494,2466,2302470,6212,2302470
494,2466,2303470,6212,2303470
494,2466,2303470,6212,2303470
494,2466,2304470,6212,2304470
494,2466,2305470,6212,2305470
494,2466,2306280,6212,2306280
495,2474,2307280,6212,2307280
495,2474,2308280,6212,2308280
495,2474,2308280,6212,2308280
495,2474,2308600,6212,2308600
495,2474,2309410,6212,2309410
495,2474,2310410,6212,2310410
495,2474,2311410,6212,2311410
495,2474,2312410,6212,2312410
496,2478,2313220,6212,2313220
496,2478,2313220,6212,2313220
496,2478,2314220,6212,2314220
496,2478,2314700,6212,2314700
496,2478,2315700,6212,2315700
496,2478,2316700,6212,2316700
496,2478,2317510,6212,2317510
496,2478,2318320,6212,2318320
496,2478,2319320,6212,2319320
497,2486,2320320,6212,2320320
497,2486,2321320,6212,2321320
497,2486,2322320,6212,2322320
497,2486,2323320,6212,2323320
497,2486,2324130,6212,2324130
497,2486,2324130,6212,2324130
497,2486,2325130,6212,2325130
498,2494,2326130,6212,2326130
498,2494,2326940,6212,2326940
498,2494,2327940,6212,2327940
498,2494,2328410,6212,2328410
498,2494,2328410,6212,2328410
498,2494,2329410,6212,2329410
498,2494,2329880,6212,2329880
498,2494,2330880,6212,2330880
