ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f5b4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f5b4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f5b4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f5b4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f5b4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603635.55,98.75
607630.29,99.41,78.91,603708.23,98.76
607630.29,99.41,78.91,603708.23,98.76
607630.29,99.41,78.91,603708.23,98.76
607630.29,99.41,78.91,603708.23,98.76
607630.29,99.41,78.91,603708.23,98.76
607630.29,99.41,78.91,603708.23,98.76
607630.29,99.41,78.91,603673.09,98.76
607630.29,99.41,78.91,603673.09,98.76
607260.29,99.41,78.91,603303.09,98.76
607260.29,99.41,78.91,603303.09,98.76
607260.29,99.41,78.91,603366.76,98.77
607260.29,99.41,78.91,603366.76,98.77
607260.29,99.41,78.91,603366.76,98.77
607260.29,99.41,78.91,603366.76,98.77
607260.29,99.41,78.91,603366.76,98.77
607260.29,99.41,78.91,603338.24,98.76
607260.29,99.41,78.91,603338.24,98.76
607260.29,99.41,78.91,603338.24,98.76
607260.29,99.41,78.91,603338.24,98.76
607260.29,99.41,78.91,603338.24,98.76
607260.29,99.41,78.91,603338.24,98.76
607260.29,99.41,78.91,603303.09,98.76
607260.29,99.41,78.91,603303.09,98.76
607260.29,99.41,78.91,603303.09,98.76
607260.29,99.41,78.91,603375.27,98.77
607260.29,99.41,78.91,603375.27,98.77
607260.29,99.41,78.91,603375.27,98.77
607260.29,99.41,78.91,603375.27,98.77
607260.29,99.41,78.91,603375.27,98.77
607260.29,99.41,78.91,603378.17,98.77
607260.29,99.41,78.91,603378.17,98.77
607260.29,99.41,78.91,603378.17,98.77
607260.29,99.41,78.91,603378.17,98.77
607260.29,99.41,78.91,603378.17,98.77
607260.29,99.41,78.91,603378.17,98.77
607260.29,99.41,78.91,603378.17,98.77
607260.29,99.41,78.91,603378.17,98.77
607260.29,99.41,78.91,603378.17,98.77
607260.29,99.41,78.91,603378.17,98.77
607260.29,99.41,78.91,603411.62,98.78
607260.29,99.41,78.91,603411.62,98.78
607260.29,99.41,78.91,603411.62,98.78
607260.29,99.41,78.91,603411.62,98.78
607260.29,99.41,78.91,603391.97,98.77
607260.29,99.41,78.91,603391.97,98.77
607260.29,99.41,78.91,603433.73,98.78
607260.29,99.41,78.91,603433.73,98.78
606716.54,99.48,78.98,603038.66,98.88
606716.54,99.48,78.98,603038.66,98.88
606716.54,99.48,78.98,603038.66,98.88
606716.54,99.48,78.98,603038.66,98.88
606716.54,99.48,78.98,603038.66,98.88
606716.54,99.48,78.98,603038.66,98.88
606716.54,99.48,78.98,603038.66,98.88
606716.54,99.48,78.98,603038.66,98.88
606716.54,99.48,78.98,603038.66,98.88
606716.54,99.48,78.98,603038.66,98.88
606716.54,99.48,78.98,603038.66,98.88
606716.54,99.48,78.98,603038.66,98.88
606716.54,99.48,78.98,603038.66,98.88
606716.54,99.48,78.98,603038.66,98.88
606716.54,99.48,78.98,603038.66,98.88
606716.54,99.48,78.98,603038.66,98.88
606716.54,99.48,78.98,603038.66,98.88
606716.54,99.48,78.98,603038.66,98.88
606716.54,99.48,78.98,603038.66,98.88
606716.54,99.48,78.98,603038.66,98.88
606716.54,99.48,78.98,603038.66,98.88
606716.54,99.48,78.98,603038.66,98.88
606716.54,99.48,78.98,603038.66,98.88
606716.54,99.48,78.98,603038.66,98.88
606716.54,99.48,78.98,603038.66,98.88
606716.54,99.48,78.98,603038.66,98.88
606716.54,99.48,78.98,603038.66,98.88
606716.54,99.48,78.98,603038.66,98.88
606716.54,99.48,78.98,603034.28,98.88
606716.54,99.48,78.98,603052.32,98.88
606716.54,99.48,78.98,603052.32,98.88
606716.54,99.48,78.98,603052.32,98.88
606716.54,99.48,78.98,603052.32,98.88
606716.54,99.48,78.98,603052.32,98.88
606716.54,99.48,78.98,603052.32,98.88
606716.54,99.48,78.98,603052.32,98.88
606716.54,99.48,78.98,603052.32,98.88
606716.54,99.48,78.98,603052.32,98.88
606716.54,99.48,78.98,603052.32,98.88
606716.54,99.48,78.98,603052.32,98.88
606716.54,99.48,78.98,603052.32,98.88
606716.54,99.48,78.98,603052.32,98.88
606716.54,99.48,78.98,603052.32,98.88
606716.54,99.48,78.98,603052.32,98.88
606716.54,99.48,78.98,603052.32,98.88
606716.54,99.48,78.98,603052.32,98.88
606560.21,99.48,78.98,602897.14,98.88
606560.21,99.48,78.98,602897.14,98.88
606560.21,99.48,78.98,602897.14,98.88
606562.65,99.48,78.98,602898.18,98.88
606456.31,99.48,78.98,602792.04,98.88
606458.76,99.48,78.98,602808.68,98.88
606458.76,99.48,78.98,602808.68,98.88
606458.76,99.48,78.98,602808.68,98.88
606458.76,99.48,78.98,602808.68,98.88
606458.76,99.48,78.98,602808.68,98.88
606458.76,99.48,78.98,602808.68,98.88
606458.76,99.48,78.98,602808.68,98.88
606458.76,99.48,78.98,602808.68,98.88
606458.76,99.48,78.98,602808.68,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606459.98,99.48,78.98,602817.01,98.88
606302.42,99.48,78.98,602659.83,98.88
606302.42,99.48,78.98,602659.83,98.88
606302.42,99.48,78.98,602659.83,98.88
606302.42,99.48,78.98,602659.83,98.88
606302.42,99.48,78.98,602659.83,98.88
606302.42,99.48,78.98,602659.83,98.88
606302.42,99.48,78.98,602659.83,98.88
606302.42,99.48,78.98,602659.83,98.88
606302.42,99.48,78.98,602659.83,98.88
606302.42,99.48,78.98,602659.83,98.88
606302.42,99.48,78.98,602659.83,98.88
606302.42,99.48,78.98,602659.83,98.88
606302.42,99.48,78.98,602659.83,98.88
606302.42,99.48,78.98,602659.83,98.88
606302.42,99.48,78.98,602659.83,98.88
606302.42,99.48,78.98,602659.83,98.88
606302.42,99.48,78.98,602659.83,98.88
606302.42,99.48,78.98,602659.83,98.88
606302.42,99.48,78.98,602820.84,98.91
606302.42,99.48,78.98,602790.56,98.91
606302.42,99.48,78.98,602790.56,98.91
606302.42,99.48,78.98,602790.56,98.91
606302.42,99.48,78.98,602790.56,98.91
606302.42,99.48,78.98,602790.56,98.91
606302.42,99.48,78.98,602790.56,98.91
606302.42,99.48,78.98,602790.56,98.91
606302.42,99.48,78.98,602749.22,98.9
606304.8,99.48,78.98,602750.26,98.9
606304.8,99.48,78.98,602750.26,98.9
606304.8,99.48,78.98,602750.26,98.9
606304.8,99.48,78.98,602750.26,98.9
606304.8,99.48,78.98,602750.26,98.9
606304.8,99.48,78.98,602750.26,98.9
606304.8,99.48,78.98,602750.26,98.9
606304.8,99.48,78.98,602750.26,98.9
606304.8,99.48,78.98,602750.26,98.9
606304.8,99.48,78.98,602750.26,98.9
606304.8,99.48,78.98,602750.26,98.9
606304.8,99.48,78.98,602750.26,98.9
606304.8,99.48,78.98,602750.26,98.9
606309.81,99.48,78.99,602784.42,98.9
606309.81,99.48,78.99,602784.42,98.9
606309.81,99.48,78.99,602784.42,98.9
606309.81,99.48,78.99,602784.42,98.9
606309.81,99.48,78.99,602827.44,98.91
606309.81,99.48,78.99,602827.44,98.91
606309.81,99.48,78.99,602827.44,98.91
606309.81,99.48,78.99,602827.44,98.91
606309.81,99.48,78.99,602802.79,98.91
606309.81,99.48,78.99,602802.79,98.91
606309.81,99.48,78.99,602802.79,98.91
606309.81,99.48,78.99,602802.79,98.91
606309.81,99.48,78.99,602802.79,98.91
606309.81,99.48,78.99,602802.79,98.91
606309.81,99.48,78.99,602802.79,98.91
606309.81,99.48,78.99,602802.79,98.91
606309.81,99.48,78.99,602802.79,98.91
606309.81,99.48,78.99,602802.79,98.91
606309.81,99.48,78.99,602802.79,98.91
606309.81,99.48,78.99,602874.78,98.92
606309.81,99.48,78.99,602874.78,98.92
606309.81,99.48,78.99,602874.78,98.92
606309.81,99.48,78.99,602874.78,98.92
606309.81,99.48,78.99,602874.78,98.92
606311.03,99.48,78.99,602909.27,98.93
606311.03,99.48,78.99,602909.27,98.93
606311.03,99.48,78.99,602882.07,98.92
606311.03,99.48,78.99,602882.07,98.92
606311.03,99.48,78.99,602882.07,98.92
606311.03,99.48,78.99,602882.07,98.92
605311.03,99.48,78.98,601882.07,98.92
605311.03,99.48,78.98,601882.07,98.92
605311.03,99.48,78.98,601882.07,98.92
605311.03,99.48,78.98,601882.07,98.92
605311.03,99.48,78.98,601882.07,98.92
605311.03,99.48,78.98,601882.07,98.92
605311.03,99.48,78.98,601882.07,98.92
605311.03,99.48,78.98,601880.27,98.92
605311.03,99.48,78.98,601880.27,98.92
605311.03,99.48,78.98,601880.27,98.92
605311.03,99.48,78.98,601909.4,98.92
605311.03,99.48,78.98,601891.1,98.92
605311.03,99.48,78.98,601913.63,98.92
605311.03,99.48,78.98,601913.63,98.92
605311.03,99.48,78.98,601913.63,98.92
605311.03,99.48,78.98,601913.63,98.92
605311.03,99.48,78.98,601913.63,98.92
605311.03,99.48,78.98,601913.63,98.92
605311.03,99.48,78.98,601913.63,98.92
605311.03,99.48,78.98,601913.63,98.92
605311.03,99.48,78.98,601913.63,98.92
605311.03,99.48,78.98,601913.63,98.92
605311.03,99.48,78.98,601913.63,98.92
605311.03,99.48,78.98,601913.63,98.92
605311.03,99.48,78.98,601913.63,98.92
605311.03,99.48,78.98,601913.63,98.92
605311.03,99.48,78.98,601913.63,98.92
605311.03,99.48,78.98,601913.63,98.92
605311.03,99.48,78.98,601913.63,98.92
605311.03,99.48,78.98,601913.63,98.92
605311.03,99.48,78.98,601913.63,98.92
605311.03,99.48,78.98,601890.42,98.92
605311.03,99.48,78.98,601890.42,98.92
605311.03,99.48,78.98,601890.42,98.92
605311.03,99.48,78.98,601890.42,98.92
605311.03,99.48,78.98,601890.42,98.92
605311.03,99.48,78.98,601890.42,98.92
605311.03,99.48,78.98,601915.61,98.92
605311.03,99.48,78.98,601915.61,98.92
605311.03,99.48,78.98,601915.61,98.92
605311.03,99.48,78.98,601915.61,98.92
605311.03,99.48,78.98,601946.4,98.93
605311.03,99.48,78.98,601946.4,98.93
605311.03,99.48,78.98,601946.4,98.93
605311.03,99.48,78.98,601945.4,98.93
605311.03,99.48,78.98,601945.4,98.93
605311.03,99.48,78.98,601945.4,98.93
605311.03,99.48,78.98,601945.4,98.93
605311.03,99.48,78.98,601945.4,98.93
605311.03,99.48,78.98,601945.4,98.93
605311.03,99.48,78.98,601945.4,98.93
605311.03,99.48,78.98,601945.4,98.93
605311.03,99.48,78.98,601945.4,98.93
605311.03,99.48,78.98,601945.4,98.93
605311.03,99.48,78.98,601945.4,98.93
605311.03,99.48,78.98,601945.4,98.93
605311.03,99.48,78.98,601945.4,98.93
605311.03,99.48,78.98,601914.61,98.92
605311.03,99.48,78.98,601914.61,98.92
605311.03,99.48,78.98,601914.61,98.92
605311.03,99.48,78.98,601914.61,98.92
605311.03,99.48,78.98,601914.61,98.92
605311.03,99.48,78.98,601949.0,98.93
605311.03,99.48,78.98,601949.0,98.93
605261.03,99.48,78.98,601899.0,98.93
605261.03,99.48,78.98,601896.45,98.93
605261.03,99.48,78.98,601896.45,98.93
605261.03,99.48,78.98,601896.45,98.93
605261.03,99.48,78.98,601885.06,98.93
605261.03,99.48,78.98,601885.06,98.93
605261.03,99.48,78.98,601885.06,98.93
605261.03,99.48,78.98,601885.06,98.93
605261.03,99.48,78.98,601885.06,98.93
605261.03,99.48,78.98,601885.06,98.93
605261.03,99.48,78.98,601885.06,98.93
605261.03,99.48,78.98,601885.06,98.93
605261.03,99.48,78.98,601885.06,98.93
605261.03,99.48,78.98,601928.05,98.93
605261.03,99.48,78.98,601928.05,98.93
605261.03,99.48,78.98,601928.05,98.93
605261.03,99.48,78.98,601928.05,98.93
605261.03,99.48,78.98,601928.05,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605262.38,99.48,78.99,601929.45,98.93
605263.6,99.48,78.99,601937.77,98.94
605263.6,99.48,78.99,601937.77,98.94
605263.6,99.48,78.99,601937.77,98.94
605263.6,99.48,78.99,601937.77,98.94
605263.6,99.48,78.99,601937.77,98.94
605263.6,99.48,78.99,601937.77,98.94
605263.6,99.48,78.99,601937.77,98.94
605263.6,99.48,78.99,601937.77,98.94
605263.6,99.48,78.99,601984.27,98.94
605263.6,99.48,78.99,601984.27,98.94
605263.6,99.48,78.99,601984.27,98.94
605263.6,99.48,78.99,601984.27,98.94
605263.6,99.48,78.99,601984.27,98.94
605263.6,99.48,78.99,601984.27,98.94
605263.6,99.48,78.99,601984.27,98.94
605263.6,99.48,78.99,601984.27,98.94
605263.6,99.48,78.99,601984.27,98.94
605263.6,99.48,78.99,601984.27,98.94
605263.6,99.48,78.99,601984.27,98.94
605263.6,99.48,78.99,601984.27,98.94
605263.6,99.48,78.99,601984.27,98.94
605263.6,99.48,78.99,601984.27,98.94
605263.6,99.48,78.99,601984.27,98.94
605263.6,99.48,78.99,601984.27,98.94
605263.6,99.48,78.99,601984.27,98.94
605263.6,99.48,78.99,601984.27,98.94
605263.6,99.48,78.99,601984.27,98.94
605263.6,99.48,78.99,601984.27,98.94
605263.6,99.48,78.99,601984.27,98.94
605263.6,99.48,78.99,601984.27,98.94
605263.6,99.48,78.99,601984.27,98.94
605263.6,99.48,78.99,601984.27,98.94
605263.6,99.48,78.99,601984.27,98.94
605104.83,99.48,78.99,601827.03,98.94
605104.83,99.48,78.99,601827.03,98.94
605104.83,99.48,78.99,601827.03,98.94
605104.83,99.48,78.99,601827.03,98.94
605104.83,99.48,78.99,601827.03,98.94
605104.83,99.48,78.99,601827.03,98.94
605104.83,99.48,78.99,601877.64,98.95
605104.83,99.48,78.99,601877.64,98.95
605104.83,99.48,78.99,601877.64,98.95
605104.83,99.48,78.99,601877.64,98.95
605104.83,99.48,78.99,601877.64,98.95
605104.83,99.48,78.99,601877.64,98.95
605104.83,99.48,78.99,601877.64,98.95
605104.83,99.48,78.99,601925.06,98.96
605104.83,99.48,78.99,601928.88,98.96
605104.83,99.48,78.99,601928.88,98.96
605104.83,99.48,78.99,601928.88,98.96
605104.83,99.48,78.99,601928.88,98.96
605104.83,99.48,78.99,601928.88,98.96
605104.83,99.48,78.99,601928.88,98.96
605104.83,99.48,78.99,601928.88,98.96
605104.83,99.48,78.99,601928.88,98.96
605104.83,99.48,78.99,601928.88,98.96
605104.83,99.48,78.99,601928.88,98.96
605104.83,99.48,78.99,601928.88,98.96
605104.83,99.48,78.99,601928.88,98.96
605104.83,99.48,78.99,601928.88,98.96
605104.83,99.48,78.99,601928.88,98.96
605106.05,99.48,78.99,601930.87,98.96
605106.05,99.48,78.99,601930.87,98.96
605106.05,99.48,78.99,601930.87,98.96
605106.05,99.48,78.99,601930.87,98.96
605106.05,99.48,78.99,601930.87,98.96
605106.05,99.48,78.99,601930.87,98.96
605106.05,99.48,78.99,601930.87,98.96
605106.05,99.48,78.99,601930.87,98.96
605106.05,99.48,78.99,601930.87,98.96
605106.05,99.48,78.99,601930.87,98.96
605106.05,99.48,78.99,601930.87,98.96
605106.05,99.48,78.99,601930.87,98.96
605106.05,99.48,78.99,601930.87,98.96
605106.05,99.48,78.99,601930.87,98.96
605106.05,99.48,78.99,601968.05,98.97
605106.05,99.48,78.99,601968.05,98.97
605106.05,99.48,78.99,601968.05,98.97
604947.27,99.48,78.99,601809.66,98.97
604947.27,99.48,78.99,601809.66,98.97
604947.27,99.48,78.99,601809.66,98.97
604947.27,99.48,78.99,601809.66,98.97
604947.27,99.48,78.99,601809.66,98.97
604947.27,99.48,78.99,601809.66,98.97
604947.27,99.48,78.99,601809.66,98.97
604947.27,99.48,78.99,601809.66,98.97
604947.27,99.48,78.99,601811.79,98.97
604947.27,99.48,78.99,601842.81,98.97
604947.27,99.48,78.99,601840.82,98.97
604947.27,99.48,78.99,601840.82,98.97
604947.27,99.48,78.99,601840.82,98.97
604947.27,99.48,78.99,601840.82,98.97
604947.27,99.48,78.99,601840.82,98.97
604947.27,99.48,78.99,601840.82,98.97
604947.27,99.48,78.99,601840.82,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604948.49,99.48,78.99,601842.36,98.97
604838.49,99.48,78.99,601732.36,98.97
604838.49,99.48,78.99,601732.36,98.97
604838.49,99.48,78.99,601732.36,98.97
604838.49,99.48,78.99,601732.36,98.97
604838.49,99.48,78.99,601732.36,98.97
604838.49,99.48,78.99,601732.36,98.97
604838.49,99.48,78.99,601732.36,98.97
604838.49,99.48,78.99,601732.36,98.97
604838.49,99.48,78.99,601732.36,98.97
604838.49,99.48,78.99,601732.36,98.97
604838.49,99.48,78.99,601732.36,98.97
604838.49,99.48,78.99,601732.36,98.97
604838.49,99.48,78.99,601732.36,98.97
604838.49,99.48,78.99,601732.36,98.97
604838.49,99.48,78.99,601732.36,98.97
604838.49,99.48,78.99,601732.36,98.97
604838.49,99.48,78.99,601732.36,98.97
604838.49,99.48,78.99,601732.36,98.97
604838.49,99.48,78.99,601732.36,98.97
604838.49,99.48,78.99,601732.36,98.97
604838.49,99.48,78.99,601732.36,98.97
604838.49,99.48,78.99,601732.36,98.97
604838.49,99.48,78.99,601732.36,98.97
604838.49,99.48,78.99,601732.36,98.97
604838.49,99.48,78.99,601732.36,98.97
604838.49,99.48,78.99,601730.99,98.97
604838.49,99.48,78.99,601730.99,98.97
604838.49,99.48,78.99,601730.99,98.97
604838.49,99.48,78.99,601730.99,98.97
604838.49,99.48,78.99,601730.99,98.97
604838.49,99.48,78.99,601730.99,98.97
604838.49,99.48,78.99,601730.99,98.97
604838.49,99.48,78.99,601730.99,98.97
604838.49,99.48,78.99,601730.99,98.97
604838.49,99.48,78.99,601730.99,98.97
604838.49,99.48,78.99,601730.99,98.97
604679.71,99.48,78.99,601572.01,98.97
604679.71,99.48,78.99,601572.01,98.97
604679.71,99.48,78.99,601572.01,98.97
604679.71,99.48,78.99,601572.01,98.97
604679.71,99.48,78.99,601572.01,98.97
604679.71,99.48,78.99,601572.01,98.97
604679.71,99.48,78.99,601572.01,98.97
604679.71,99.48,78.99,601572.01,98.97
604679.71,99.48,78.99,601572.01,98.97
604679.71,99.48,78.99,601572.01,98.97
604679.71,99.48,78.99,601572.01,98.97
604679.71,99.48,78.99,601572.01,98.97
604679.71,99.48,78.99,601572.01,98.97
604679.71,99.48,78.99,601572.01,98.97
604679.71,99.48,78.99,601572.01,98.97
604679.71,99.48,78.99,601572.01,98.97
604679.71,99.48,78.99,601572.01,98.97
604679.71,99.48,78.99,601572.01,98.97
604679.71,99.48,78.99,601572.01,98.97
604682.15,99.48,78.99,601573.06,98.97
604682.15,99.48,78.99,601573.06,98.97
604682.15,99.48,78.99,601573.06,98.97
604682.15,99.48,78.99,601573.06,98.97
604682.15,99.48,78.99,601573.06,98.97
604682.15,99.48,78.99,601573.06,98.97
604682.15,99.48,78.99,601573.06,98.97
604682.15,99.48,78.99,601573.06,98.97
604682.15,99.48,78.99,601573.06,98.97
604682.15,99.48,78.99,601573.06,98.97
604682.15,99.48,78.99,601573.06,98.97
604682.15,99.48,78.99,601573.06,98.97
604682.15,99.48,78.99,601573.06,98.97
604682.15,99.48,78.99,601573.06,98.97
604682.15,99.48,78.99,601573.06,98.97
604682.15,99.48,78.99,601573.06,98.97
604687.04,99.48,78.99,601578.4,98.97
604687.04,99.48,78.99,601578.4,98.97
604687.04,99.48,78.99,601578.4,98.97
604687.04,99.48,78.99,601578.4,98.97
604687.04,99.48,78.99,601578.4,98.97
604687.04,99.48,78.99,601578.4,98.97
604687.04,99.48,78.99,601578.4,98.97
604687.04,99.48,78.99,601578.4,98.97
604687.04,99.48,78.99,601578.4,98.97
604687.04,99.48,78.99,601578.4,98.97
604687.04,99.48,78.99,601578.4,98.97
604687.04,99.48,78.99,601578.4,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
604688.39,99.48,78.99,601587.59,98.97
