ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_901b-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_901b-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_901b-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_901b-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_901b-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
587042.16,21.93,11.71,345772.9,12.92
587128.56,21.94,11.72,345765.7,12.92
587351.85,21.96,11.73,346511.2,12.95
587249.63,21.96,11.74,346615.3,12.96
587147.41,21.96,11.74,346663.65,12.97
586856.24,21.96,11.73,346417.37,12.96
586754.02,21.96,11.74,346417.37,12.97
586754.02,21.96,11.74,346417.37,12.97
586840.42,21.97,11.75,346417.37,12.97
587154.0,21.99,11.76,346420.54,12.97
587051.78,21.99,11.77,346421.17,12.98
586686.36,21.98,11.76,346141.48,12.97
586686.36,21.98,11.76,346141.48,12.97
586772.76,21.99,11.77,346137.67,12.97
586670.54,22.0,11.77,346149.13,12.98
586568.32,22.0,11.78,346944.02,13.01
586894.27,22.02,11.79,347297.07,13.03
586792.05,22.02,11.8,347297.07,13.03
586689.83,22.02,11.8,347297.07,13.04
586587.61,22.03,11.81,347297.07,13.04
586485.39,22.03,11.81,347320.6,13.05
586383.16,22.04,11.82,347318.52,13.05
586303.42,22.04,11.82,347921.18,13.08
586634.7,22.06,11.84,347945.56,13.09
586265.13,22.06,11.83,347485.7,13.07
586267.87,22.06,11.83,347518.97,13.07
586165.65,22.06,11.84,347518.97,13.08
586063.43,22.07,11.84,347518.97,13.08
585695.26,22.06,11.83,347135.49,13.07
585781.67,22.07,11.84,347135.49,13.08
585679.45,22.07,11.85,347147.4,13.08
585902.73,22.08,11.86,347140.74,13.08
585906.85,22.08,11.86,347174.6,13.09
585804.63,22.09,11.87,347170.45,13.09
585891.04,22.1,11.88,347177.21,13.09
585788.82,22.1,11.88,347869.94,13.13
585686.6,22.11,11.89,347869.94,13.13
585909.88,22.12,11.9,347869.94,13.13
585807.66,22.13,11.9,347916.72,13.14
585512.15,22.12,11.9,347592.99,13.13
585838.1,22.13,11.91,347564.92,13.13
585924.51,22.14,11.92,347883.58,13.15
585930.0,22.14,11.92,347884.95,13.15
585827.78,22.15,11.93,347660.29,13.14
585914.19,22.16,11.94,347554.27,13.14
585914.19,22.16,11.94,347554.27,13.14
586000.59,22.17,11.95,348866.0,13.2
585898.37,22.17,11.95,348866.0,13.2
585692.86,22.17,11.95,348443.4,13.19
585590.64,22.17,11.95,348443.4,13.19
585488.42,22.18,11.95,348463.81,13.2
585120.25,22.17,11.94,348314.98,13.2
585446.2,22.18,11.96,348299.16,13.2
585343.98,22.19,11.97,348298.26,13.2
585430.38,22.2,11.98,348920.34,13.23
585339.4,22.2,11.98,348693.22,13.23
585414.57,22.21,11.99,348962.76,13.24
585312.35,22.22,11.99,348962.76,13.25
585588.97,22.23,12.01,348962.76,13.25
585590.34,22.23,12.01,348974.05,13.25
585301.5,22.22,12.0,348741.21,13.24
585199.28,22.23,12.01,348743.06,13.25
585097.06,22.23,12.01,348766.76,13.25
585097.06,22.23,12.01,348766.76,13.25
584994.84,22.24,12.02,348768.27,13.26
584994.84,22.24,12.02,348769.11,13.26
584626.67,22.23,12.01,348539.74,13.25
584960.69,22.24,12.02,348512.68,13.25
584858.47,22.25,12.03,349274.87,13.29
585081.76,22.26,12.04,349696.03,13.31
585168.17,22.27,12.05,349696.03,13.31
585254.57,22.28,12.06,349696.03,13.31
584959.06,22.27,12.05,349264.47,13.3
584856.84,22.28,12.06,349264.47,13.3
584754.62,22.28,12.06,349285.76,13.31
584652.4,22.29,12.07,349267.36,13.31
584550.18,22.29,12.07,349264.91,13.32
584447.96,22.3,12.08,349708.08,13.34
584345.74,22.3,12.08,349602.88,13.34
584243.52,22.31,12.08,349602.88,13.35
584141.3,22.31,12.09,349602.88,13.35
583775.05,22.3,12.08,349338.72,13.35
583672.83,22.31,12.08,349338.72,13.35
583672.83,22.31,12.08,349338.72,13.35
583570.61,22.31,12.09,349403.62,13.36
583657.01,22.32,12.1,349374.68,13.36
583743.42,22.33,12.11,349364.18,13.36
583641.2,22.34,12.11,349401.04,13.37
583967.15,22.35,12.13,350150.16,13.4
583967.15,22.35,12.13,350150.16,13.4
583864.93,22.36,12.13,350150.16,13.41
584088.21,22.37,12.15,350150.16,13.41
583985.99,22.38,12.15,350150.16,13.42
583883.77,22.38,12.16,350168.39,13.42
583970.18,22.39,12.17,350153.6,13.43
583970.18,22.39,12.17,350153.6,13.43
583867.96,22.4,12.17,350162.22,13.43
583499.79,22.38,12.16,349755.22,13.42
583397.56,22.39,12.17,350295.78,13.44
583295.34,22.39,12.17,350211.54,13.45
583139.46,22.39,12.17,350055.66,13.44
583037.24,22.39,12.17,350055.66,13.45
583037.24,22.39,12.17,350055.66,13.45
582935.02,22.4,12.18,350055.66,13.45
582832.8,22.4,12.18,350055.66,13.46
582730.58,22.41,12.19,350085.63,13.46
582628.36,22.41,12.19,350058.75,13.47
582954.31,22.43,12.21,350164.74,13.47
582863.32,22.43,12.21,350601.58,13.49
582761.1,22.44,12.22,350601.58,13.5
583087.05,22.46,12.23,350601.58,13.5
582791.54,22.45,12.23,350351.46,13.49
582678.08,22.45,12.23,350212.12,13.49
582392.28,22.44,12.22,350005.04,13.49
582392.28,22.44,12.22,349999.23,13.49
582034.11,22.43,12.21,349662.65,13.48
582120.52,22.44,12.22,349662.65,13.48
581752.35,22.43,12.21,349683.54,13.48
581650.13,22.44,12.22,349673.16,13.49
581547.91,22.44,12.22,349662.65,13.49
581873.85,22.46,12.24,350134.09,13.51
581782.87,22.47,12.24,349741.69,13.51
581669.41,22.47,12.25,350359.11,13.53
581567.19,22.47,12.25,350359.11,13.54
581464.97,22.48,12.26,350359.11,13.54
581362.75,22.48,12.26,350361.83,13.55
581260.53,22.49,12.27,350359.13,13.56
581158.31,22.49,12.27,350359.11,13.56
581056.09,22.5,12.28,350438.48,13.57
581279.37,22.51,12.29,350712.96,13.58
581083.87,22.51,12.28,350359.11,13.57
581170.27,22.52,12.29,350675.98,13.59
581256.68,22.53,12.31,350675.98,13.59
581154.46,22.53,12.31,350684.58,13.6
580865.69,22.52,12.3,350382.92,13.59
580763.47,22.53,12.31,350375.13,13.59
580849.88,22.54,12.32,350374.32,13.6
580481.71,22.53,12.31,349985.62,13.58
580142.87,22.52,12.3,349637.99,13.57
580040.65,22.52,12.3,349672.58,13.58
579938.43,22.53,12.31,349653.09,13.58
579938.43,22.53,12.31,349653.09,13.58
580264.37,22.55,12.32,349637.99,13.58
580162.15,22.55,12.33,350446.49,13.62
580059.93,22.55,12.33,350446.49,13.63
579701.76,22.54,12.32,350051.63,13.61
580113.95,22.56,12.34,350051.63,13.62
580011.73,22.57,12.35,350073.88,13.62
579909.51,22.57,12.35,350052.84,13.63
579909.51,22.57,12.35,350052.84,13.63
579807.29,22.58,12.36,350067.14,13.63
579705.07,22.58,12.36,350383.44,13.65
579602.85,22.59,12.37,350439.12,13.66
579500.63,22.59,12.37,350516.0,13.67
579398.41,22.6,12.38,350516.0,13.67
579296.19,22.6,12.38,350516.0,13.68
579193.96,22.61,12.38,350516.02,13.68
578999.14,22.6,12.38,350304.36,13.67
578999.14,22.6,12.38,350362.2,13.68
578896.92,22.61,12.38,350362.27,13.68
578794.69,22.61,12.39,350362.18,13.69
578692.47,22.62,12.39,350455.93,13.7
578590.25,22.62,12.4,350362.17,13.7
578410.65,22.62,12.39,350237.01,13.69
578736.6,22.63,12.41,350673.07,13.71
578634.38,22.64,12.42,350673.07,13.72
578532.16,22.64,12.42,350673.07,13.73
578429.93,22.65,12.43,350751.99,13.73
578706.55,22.66,12.44,350680.14,13.73
578411.75,22.66,12.43,350380.93,13.72
578414.27,22.66,12.43,350389.4,13.72
578500.68,22.67,12.44,350382.33,13.73
578398.46,22.67,12.45,350926.3,13.76
578296.24,22.68,12.45,350725.53,13.75
578194.02,22.68,12.46,350901.82,13.76
578091.8,22.69,12.46,350901.82,13.77
577723.63,22.68,12.45,350525.77,13.76
578000.25,22.69,12.47,350525.77,13.76
578086.65,22.7,12.48,350529.95,13.77
577984.43,22.71,12.49,350529.85,13.77
578070.84,22.72,12.5,350530.28,13.78
577870.7,22.71,12.49,350379.44,13.77
577957.1,22.72,12.5,350374.93,13.78
577854.88,22.73,12.51,351262.31,13.82
577752.66,22.73,12.51,351237.67,13.82
577650.44,22.74,12.52,351237.67,13.83
577873.73,22.75,12.53,351250.77,13.83
577771.51,22.76,12.53,351238.71,13.83
577451.51,22.75,12.53,350918.71,13.82
577292.88,22.74,12.52,350760.51,13.82
577190.66,22.75,12.53,350759.47,13.82
577088.44,22.75,12.53,350759.47,13.83
576882.93,22.75,12.52,351280.48,13.85
576803.19,22.75,12.53,351305.47,13.86
577160.56,22.78,12.55,351394.85,13.87
576764.89,22.77,12.54,351068.32,13.86
576851.3,22.78,12.56,351068.32,13.86
577074.59,22.79,12.57,351068.32,13.87
577400.54,22.81,12.59,351068.32,13.87
577298.31,22.81,12.59,351083.73,13.87
577196.09,22.82,12.6,351072.96,13.88
577093.87,22.82,12.6,351068.32,13.88
576991.65,22.83,12.61,352008.34,13.93
577078.06,22.84,12.62,352200.81,13.94
576975.84,22.84,12.62,352200.81,13.95
576873.62,22.85,12.63,352200.81,13.95
576771.39,22.85,12.63,352200.81,13.96
576857.8,22.87,12.64,352213.52,13.96
576755.58,22.87,12.65,352204.45,13.97
576387.41,22.86,12.64,351793.25,13.95
576713.36,22.88,12.66,351789.61,13.96
576611.14,22.88,12.66,352325.92,13.98
576508.92,22.89,12.67,352382.0,13.99
576406.7,22.89,12.67,352391.26,14.0
576304.47,22.9,12.68,352382.0,14.0
576202.25,22.9,12.68,352442.82,14.01
575996.74,22.9,12.67,352280.37,14.0
575628.58,22.89,12.66,351923.12,13.99
575714.98,22.9,12.67,351893.78,14.0
575514.84,22.89,12.67,351776.56,13.99
575412.62,22.9,12.67,351746.65,14.0
575310.4,22.9,12.68,351749.09,14.0
575208.18,22.91,12.68,351755.3,14.01
575208.18,22.91,12.68,351755.3,14.01
575105.96,22.91,12.69,351749.09,14.01
575192.36,22.92,12.7,352231.76,14.04
575278.77,22.93,12.71,352269.02,14.04
575176.55,22.94,12.72,352304.79,14.05
575262.95,22.95,12.73,352282.51,14.05
575262.95,22.95,12.73,352282.51,14.05
575675.14,22.97,12.75,352269.02,14.05
575572.92,22.97,12.75,352778.58,14.08
575659.33,22.98,12.76,352839.68,14.09
575557.11,22.99,12.77,352992.9,14.1
575557.11,22.99,12.77,352992.9,14.1
575557.11,22.99,12.77,352992.9,14.1
575643.51,23.0,12.78,352992.9,14.1
575729.92,23.01,12.79,352992.9,14.11
575627.7,23.02,12.79,352992.9,14.11
575714.11,23.03,12.81,353003.83,14.12
575408.18,23.02,12.8,352868.65,14.12
575734.12,23.04,12.81,352865.5,14.12
575578.24,23.03,12.81,352710.06,14.11
575578.24,23.03,12.81,352710.06,14.11
575328.77,23.03,12.8,352798.13,14.12
575226.55,23.03,12.81,352727.26,14.12
575312.96,23.04,12.82,352702.27,14.13
575210.74,23.05,12.82,353635.81,14.17
575108.52,23.05,12.83,353635.81,14.17
575006.3,23.06,12.83,353635.81,14.18
574904.07,23.06,12.84,353712.63,14.19
574801.85,23.07,12.84,353851.08,14.2
574801.85,23.07,12.84,353851.08,14.2
575161.52,23.09,12.86,353787.17,14.2
575116.3,23.09,12.87,354955.65,14.25
575203.37,23.1,12.88,354577.76,14.24
575037.28,23.11,12.88,354242.62,14.23
575363.23,23.12,12.9,354242.62,14.24
575449.63,23.14,12.91,354242.62,14.24
575536.04,23.15,12.92,354242.62,14.25
575433.82,23.15,12.93,354265.19,14.25
575331.6,23.16,12.93,354247.21,14.26
575229.38,23.16,12.94,354242.79,14.26
574861.21,23.15,12.93,354660.04,14.28
574758.99,23.16,12.93,354719.12,14.29
574656.77,23.16,12.94,354647.06,14.29
574554.55,23.17,12.94,354647.06,14.3
574168.86,23.16,12.93,354298.37,14.29
574392.15,23.17,12.95,354298.37,14.29
574289.93,23.18,12.95,354363.84,14.3
574187.71,23.18,12.96,354314.59,14.3
574187.71,23.18,12.96,354314.59,14.3
574187.71,23.18,12.96,354314.59,14.3
574085.49,23.19,12.96,354314.9,14.31
573983.26,23.19,12.97,354369.93,14.32
573984.87,23.2,12.98,354965.54,14.35
574277.02,23.22,13.0,355119.97,14.36
574174.8,23.22,13.0,355119.97,14.36
574072.58,23.23,13.01,355119.97,14.37
573970.36,23.23,13.01,355190.09,14.38
574056.76,23.24,13.02,355148.59,14.38
573902.26,23.24,13.02,354989.74,14.37
574382.53,23.26,13.04,354961.38,14.38
574280.31,23.27,13.04,355373.95,14.4
574280.31,23.27,13.04,355373.95,14.4
574366.72,23.28,13.06,355530.18,14.41
574220.47,23.27,13.05,354995.57,14.39
574306.87,23.29,13.06,355966.44,14.43
574204.65,23.29,13.07,355966.44,14.44
574204.65,23.29,13.07,355966.44,14.44
574204.65,23.29,13.07,355966.44,14.44
574427.94,23.31,13.08,355966.44,14.44
574325.72,23.31,13.09,355969.59,14.45
574223.5,23.32,13.09,355981.49,14.45
573405.73,23.36,13.14,355981.49,14.5
573039.48,23.35,13.13,355586.43,14.49
572937.26,23.35,13.13,355650.87,14.5
573023.67,23.36,13.14,355571.38,14.5
572205.9,23.41,13.19,355571.38,14.55
572205.9,23.41,13.19,355554.09,14.55
572103.68,23.41,13.19,356148.97,14.58
572001.46,23.42,13.2,356029.57,14.58
572327.41,23.44,13.21,356029.57,14.58
572225.18,23.44,13.22,356029.57,14.59
571857.01,23.43,13.21,356047.39,14.59
571754.79,23.44,13.21,356039.57,14.59
571841.2,23.45,13.23,356030.52,14.6
571927.61,23.46,13.24,356029.57,14.6
572150.89,23.47,13.25,356678.91,14.63
571855.39,23.47,13.24,356421.81,14.63
571753.16,23.47,13.25,356458.89,14.63
571650.94,23.48,13.25,356465.97,14.64
571548.72,23.48,13.26,356465.97,14.65
571635.13,23.49,13.27,356465.97,14.65
571371.42,23.49,13.26,356204.37,14.64
571371.42,23.49,13.26,356222.88,14.64
571457.83,23.5,13.28,356222.88,14.65
571457.83,23.5,13.28,356222.88,14.65
571457.83,23.5,13.28,356213.88,14.65
571355.61,23.5,13.28,356236.01,14.65
571253.39,23.51,13.29,356231.74,14.66
571339.79,23.52,13.3,356217.01,14.66
571237.57,23.53,13.3,356866.48,14.7
571563.52,23.54,13.32,357131.36,14.71
570745.75,23.59,13.36,357131.36,14.76
570643.53,23.59,13.37,357131.36,14.77
570541.31,23.6,13.38,357131.36,14.77
570627.71,23.61,13.39,357131.36,14.78
570714.12,23.62,13.4,357156.94,14.78
570444.8,23.61,13.39,356966.49,14.78
570342.57,23.62,13.4,356963.96,14.78
570240.35,23.62,13.4,356940.91,14.79
570326.76,23.64,13.41,357598.68,14.82
570224.54,23.64,13.42,357464.85,14.82
570122.32,23.65,13.43,357464.85,14.83
570020.1,23.65,13.43,357464.85,14.83
570346.04,23.67,13.45,357482.2,14.84
570346.04,23.67,13.45,357482.2,14.84
570432.45,23.68,13.46,357471.73,14.84
570330.23,23.69,13.47,357481.63,14.85
570228.01,23.69,13.47,357464.85,14.85
570125.79,23.7,13.48,357979.21,14.88
570127.16,23.7,13.48,357990.5,14.88
569831.65,23.69,13.47,357765.83,14.87
569729.43,23.7,13.47,357797.39,14.88
569729.43,23.7,13.47,357847.93,14.88
569729.43,23.7,13.47,357847.93,14.88
569627.21,23.7,13.48,357847.93,14.89
569524.99,23.71,13.48,357847.93,14.9
569422.77,23.71,13.49,357847.93,14.9
569422.77,23.71,13.49,357847.93,14.9
569320.55,23.72,13.5,357849.21,14.91
569597.17,23.74,13.51,357847.94,14.91
569910.75,23.75,13.53,358336.95,14.94
569997.15,23.77,13.54,358615.52,14.95
569894.93,23.77,13.55,358710.8,14.96
569981.34,23.78,13.56,358710.8,14.97
569879.12,23.79,13.57,358710.8,14.97
570102.41,23.8,13.58,358710.8,14.98
570379.03,23.82,13.6,358713.5,14.98
570276.8,23.83,13.61,358710.95,14.99
569908.64,23.82,13.59,358412.23,14.98
569908.64,23.82,13.59,358412.23,14.98
569908.64,23.82,13.59,358394.94,14.98
569806.41,23.82,13.6,358394.78,14.98
569704.19,23.83,13.61,359275.96,15.03
569601.97,23.83,13.61,359231.82,15.03
569927.92,23.85,13.63,359231.82,15.03
569825.7,23.86,13.64,359231.82,15.04
569723.48,23.86,13.64,359277.67,15.05
569809.88,23.88,13.65,359245.61,15.05
569707.66,23.88,13.66,359265.87,15.06
569794.07,23.89,13.67,359242.6,15.06
569703.09,23.9,13.68,360189.57,15.11
569778.26,23.91,13.69,360236.42,15.12
569676.03,23.92,13.69,360236.42,15.12
569573.81,23.92,13.7,360236.42,15.13
569209.76,23.91,13.69,359861.82,15.12
569535.71,23.93,13.71,359861.82,15.12
569377.08,23.92,13.7,359704.28,15.11
569377.08,23.92,13.7,359722.35,15.12
569274.86,23.93,13.71,359723.48,15.12
569172.64,23.94,13.71,359722.35,15.13
569070.42,23.94,13.72,359738.14,15.13
569156.83,23.95,13.73,360259.32,15.16
569054.61,23.96,13.74,360285.04,15.17
568952.38,23.97,13.74,360285.04,15.18
569038.79,23.98,13.76,360285.04,15.18
568936.57,23.98,13.76,360285.04,15.19
568834.35,23.99,13.77,360311.42,15.19
568732.13,23.99,13.77,360285.08,15.2
568955.41,24.01,13.79,360285.04,15.2
568853.19,24.02,13.79,360877.25,15.24
568750.97,24.02,13.8,360780.42,15.24
568648.75,24.03,13.81,360780.42,15.24
568735.16,24.04,13.82,360780.42,15.25
568366.99,24.03,13.81,360461.66,15.24
567549.22,24.08,13.85,360461.66,15.29
567447.0,24.08,13.86,360468.86,15.3
567772.95,24.1,13.88,360465.54,15.3
567414.78,24.09,13.87,360461.66,15.3
567740.73,24.11,13.89,360625.83,15.31
567638.51,24.11,13.89,360603.74,15.32
567270.34,24.1,13.88,360528.09,15.32
566270.34,24.07,13.85,359528.09,15.28
565974.83,24.06,13.84,359293.0,15.28
566346.13,24.08,13.86,360191.95,15.32
566198.55,24.09,13.86,359882.39,15.31
566096.33,24.09,13.87,359882.39,15.32
565994.11,24.1,13.88,359882.39,15.32
565994.11,24.1,13.88,359869.76,15.32
565891.89,24.1,13.88,359984.21,15.33
565789.67,24.11,13.89,360222.99,15.35
565909.79,24.12,13.9,360022.41,15.35
566738.0,24.17,13.95,361664.96,15.42
566635.78,24.18,13.95,361664.96,15.43
566859.06,24.19,13.97,361664.96,15.43
566490.9,24.18,13.96,361387.99,15.43
566388.67,24.19,13.96,361387.99,15.43
565570.91,24.23,14.01,361387.99,15.49
565403.69,24.24,14.02,360782.79,15.47
565490.1,24.25,14.03,360833.27,15.47
565384.22,24.25,14.02,360727.6,15.47
565282.0,24.25,14.03,360814.57,15.48
565282.0,24.25,14.03,360828.41,15.48
565179.78,24.26,14.04,360690.96,15.48
565077.56,24.26,14.04,361250.44,15.51
565403.5,24.28,14.06,361579.27,15.53
565626.79,24.3,14.08,361579.27,15.53
565469.54,24.29,14.07,361420.43,15.53
565555.94,24.31,14.08,361420.43,15.53
565453.72,24.31,14.09,361420.43,15.54
565085.55,24.3,14.08,361058.82,15.53
565411.5,24.32,14.1,361074.24,15.53
565043.33,24.31,14.09,361065.27,15.53
564941.11,24.32,14.09,361058.82,15.54
564838.89,24.32,14.1,361950.48,15.59
564543.38,24.31,14.09,361673.51,15.58
564544.99,24.32,14.1,361653.98,15.58
564364.8,24.33,14.1,361381.86,15.58
564262.58,24.33,14.11,361381.86,15.58
564588.53,24.35,14.13,361381.86,15.59
564486.31,24.36,14.14,361382.0,15.59
564384.09,24.36,14.14,361381.86,15.6
564281.87,24.37,14.15,361381.86,15.61
564368.27,24.38,14.16,361381.86,15.61
564072.77,24.37,14.15,361133.13,15.6
563783.92,24.36,14.14,360967.66,15.6
563579.48,24.38,14.15,361586.69,15.64
563477.26,24.38,14.16,361586.69,15.65
563161.46,24.37,14.15,361266.0,15.63
563161.46,24.37,14.15,361266.14,15.63
563059.24,24.38,14.16,361266.14,15.64
562691.07,24.37,14.14,360876.91,15.63
562588.85,24.37,14.15,360887.06,15.63
562486.63,24.38,14.16,360889.61,15.64
562709.91,24.4,14.17,360976.31,15.65
562796.32,24.41,14.19,361664.9,15.69
561978.55,24.46,14.24,361664.9,15.74
562076.2,24.47,14.25,361622.98,15.74
561962.74,24.48,14.25,361543.42,15.75
562049.14,24.49,14.27,361543.42,15.75
562135.55,24.5,14.28,361543.42,15.76
562033.33,24.51,14.28,361543.42,15.76
561931.11,24.51,14.29,361580.98,15.77
561931.11,24.51,14.29,361512.66,15.77
561828.89,24.52,14.3,361496.23,15.78
561726.67,24.53,14.3,361885.61,15.8
561624.44,24.53,14.31,361908.52,15.81
561522.22,24.54,14.32,361853.93,15.81
561420.0,24.54,14.32,361853.93,15.82
561317.78,24.55,14.33,361853.93,15.83
561215.56,24.56,14.33,361853.93,15.83
560397.79,24.61,14.39,361853.93,15.89
560295.57,24.61,14.39,361856.51,15.9
560295.57,24.61,14.39,361936.97,15.9
560193.35,24.62,14.4,361934.59,15.91
560091.13,24.63,14.4,362077.16,15.92
560177.54,24.64,14.42,362159.67,15.93
559977.39,24.63,14.41,361925.4,15.92
560063.8,24.65,14.42,362038.54,15.93
559961.58,24.65,14.43,362038.54,15.94
559805.7,24.65,14.42,361883.6,15.93
560131.65,24.67,14.44,361883.6,15.94
560029.42,24.67,14.45,362009.18,15.95
559927.2,24.68,14.46,362137.6,15.96
559824.98,24.68,14.46,362054.16,15.96
559592.88,24.68,14.46,363583.7,16.04
559750.87,24.7,14.47,362229.8,15.98
559896.98,24.71,14.49,362560.11,16.0
560030.17,24.72,14.5,362866.66,16.02
560253.46,24.74,14.52,362866.66,16.02
560151.24,24.74,14.52,362866.66,16.03
560049.02,24.75,14.53,362880.76,16.04
560135.42,24.76,14.54,362873.55,16.04
560221.83,24.78,14.55,362871.27,16.05
560308.23,24.79,14.57,362866.66,16.05
560308.23,24.79,14.57,362884.11,16.05
560012.73,24.78,14.56,363298.35,16.08
559910.5,24.79,14.56,363323.41,16.08
559808.28,24.79,14.57,363418.44,16.09
559706.06,24.8,14.58,363418.44,16.1
559792.47,24.81,14.59,363418.44,16.11
559690.25,24.82,14.6,363418.44,16.11
559776.65,24.83,14.61,363462.37,16.12
559674.43,24.84,14.62,363451.34,16.13
559572.21,24.84,14.62,363418.44,16.14
559481.23,24.85,14.63,363972.57,16.17
559367.77,24.86,14.63,363795.69,16.17
559367.77,24.86,14.63,363778.24,16.17
559265.55,24.86,14.64,363778.24,16.17
559163.33,24.87,14.65,363778.24,16.18
559061.11,24.88,14.65,363778.24,16.19
559061.11,24.88,14.65,363797.66,16.19
558958.89,24.88,14.66,363797.76,16.2
558718.87,24.88,14.65,363514.7,16.18
558616.64,24.88,14.66,363514.61,16.19
558942.59,24.9,14.68,363514.61,16.2
558840.37,24.91,14.69,363861.81,16.22
558738.15,24.92,14.69,363952.84,16.23
558635.93,24.92,14.7,363952.84,16.24
558635.93,24.92,14.7,363952.84,16.24
558533.71,24.93,14.71,363952.84,16.24
558431.49,24.93,14.71,363975.54,16.25
558329.27,24.94,14.72,363963.59,16.26
558227.05,24.95,14.73,363968.41,16.27
558124.82,24.95,14.73,364134.84,16.28
558211.23,24.97,14.75,364195.92,16.29
558297.64,24.98,14.76,364291.25,16.3
558574.26,25.0,14.78,364291.25,16.3
558472.04,25.01,14.78,364291.25,16.31
558103.87,24.99,14.77,363913.02,16.3
558001.65,25.0,14.78,363913.55,16.31
557899.42,25.01,14.79,363996.88,16.32
557797.2,25.01,14.79,363951.53,16.32
557694.98,25.02,14.8,364401.52,16.35
557694.98,25.02,14.8,364401.52,16.35
557929.51,25.04,14.82,364499.31,16.36
558252.3,25.06,14.84,365120.9,16.39
558150.08,25.07,14.84,365120.9,16.4
558026.43,25.06,14.84,364974.68,16.39
558026.43,25.06,14.84,364974.68,16.39
557924.21,25.07,14.85,364974.68,16.4
557821.99,25.08,14.85,364974.68,16.41
557719.77,25.08,14.86,364999.72,16.42
557617.55,25.09,14.87,365295.54,16.44
557703.96,25.1,14.88,365049.89,16.43
557601.73,25.11,14.89,365301.67,16.45
557688.14,25.12,14.9,365336.55,16.46
557774.55,25.13,14.91,365296.19,16.46
557672.33,25.14,14.92,365293.17,16.47
557570.1,25.15,14.93,365274.98,16.48
557467.88,25.16,14.93,365599.74,16.5
557793.83,25.18,14.95,365521.77,16.5
557714.09,25.18,14.96,365383.44,16.5
557654.69,25.18,14.96,366825.03,16.57
557552.47,25.19,14.97,366825.03,16.57
557552.47,25.19,14.97,366825.03,16.57
557834.78,25.21,14.99,366212.31,16.55
557834.78,25.21,14.99,366212.31,16.55
557732.56,25.22,15.0,366395.7,16.57
557736.68,25.22,15.0,366396.88,16.57
557736.68,25.22,15.0,366396.88,16.57
557634.46,25.23,15.01,366437.73,16.58
557157.83,25.22,14.99,366090.4,16.57
557244.23,25.23,15.01,365978.21,16.57
557244.23,25.23,15.01,365978.21,16.57
557142.01,25.24,15.01,365963.68,16.58
557228.42,25.25,15.03,366391.17,16.6
557582.18,25.28,15.05,366791.43,16.63
557275.22,25.27,15.05,366439.76,16.61
556719.77,25.25,15.03,365894.5,16.6
556617.55,25.26,15.04,365894.5,16.6
556515.33,25.27,15.04,365894.5,16.61
556601.73,25.28,15.06,365894.5,16.62
556688.14,25.29,15.07,365894.5,16.62
556585.92,25.3,15.08,365924.38,16.63
556911.87,25.32,15.1,365951.6,16.64
556998.27,25.33,15.11,365899.53,16.64
556896.05,25.34,15.12,366886.24,16.69
556676.36,25.33,15.11,366589.13,16.68
556574.14,25.34,15.12,366589.13,16.69
556660.55,25.35,15.13,366589.13,16.7
556994.58,25.38,15.15,366589.13,16.7
556892.35,25.38,15.16,366589.13,16.71
556790.13,25.39,15.17,366589.13,16.72
556687.91,25.4,15.17,366821.34,16.73
556911.2,25.41,15.19,367004.31,16.75
556911.2,25.41,15.19,367004.31,16.75
557224.78,25.43,15.21,367970.79,16.8
557122.56,25.44,15.22,367970.79,16.8
557020.34,25.45,15.23,367970.79,16.81
556918.12,25.46,15.23,367971.65,16.82
556815.9,25.46,15.24,367977.6,16.83
556713.68,25.47,15.25,367984.15,16.83
556611.45,25.48,15.25,368113.56,16.85
556245.21,25.46,15.24,367678.33,16.83
556579.23,25.49,15.26,367654.09,16.83
556579.23,25.49,15.26,367651.32,16.83
556477.01,25.49,15.27,367984.97,16.86
556110.76,25.48,15.26,367602.79,16.84
555815.26,25.47,15.25,367264.48,16.83
555659.37,25.47,15.24,367109.04,16.82
555985.32,25.49,15.26,367109.04,16.83
555883.1,25.49,15.27,367109.04,16.84
555884.47,25.49,15.27,367110.41,16.84
555782.25,25.5,15.28,367162.62,16.85
555583.6,25.49,15.27,367056.02,16.84
555806.88,25.51,15.29,367030.29,16.85
555893.29,25.53,15.3,367014.97,16.85
555525.12,25.51,15.29,367607.61,16.88
555525.12,25.51,15.29,367613.47,16.88
555445.38,25.52,15.3,367497.72,16.89
555840.23,25.55,15.32,367310.9,16.88
555674.14,25.55,15.33,368083.05,16.92
555409.27,25.54,15.32,367752.91,16.91
555307.05,25.55,15.33,367752.91,16.92
