ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0fad-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0fad-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_ratio,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0fad-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_q124,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0fad-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0fad-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_ratio
755467.24,54.71,34.22,594988.11,43.09
756414.03,54.82,34.33,594395.9,43.08
756209.05,54.85,34.35,594433.26,43.11
756034.07,54.87,34.38,594536.87,43.15
756017.88,54.91,34.41,594519.0,43.18
756001.68,54.94,34.44,594513.56,43.2
755632.27,54.93,34.43,594576.83,43.22
755866.7,54.96,34.47,594575.76,43.24
756489.49,55.05,34.55,595514.47,43.34
756473.29,55.08,34.58,595546.26,43.36
756475.73,55.08,34.58,595547.3,43.36
756270.76,55.11,34.61,595550.7,43.4
756270.76,55.11,34.61,595550.7,43.4
756270.76,55.11,34.61,595550.7,43.4
755727.01,55.11,34.61,594763.21,43.37
755428.8,55.1,34.6,594425.2,43.36
755223.83,55.12,34.63,594422.31,43.39
755018.85,55.15,34.65,594443.75,43.42
754639.44,55.14,34.64,594428.84,43.43
754639.44,55.14,34.64,594428.84,43.43
754434.47,55.17,34.67,594397.65,43.46
754434.47,55.17,34.67,594397.65,43.46
754668.9,55.2,34.7,594380.77,43.48
754463.92,55.23,34.73,594576.91,43.52
754278.95,55.25,34.76,595114.36,43.59
753899.54,55.24,34.75,595498.22,43.64
753904.9,55.29,34.79,595177.72,43.65
753469.59,55.29,34.8,594749.5,43.65
753264.61,55.32,34.82,594728.73,43.68
753248.42,55.35,34.85,594603.27,43.69
753248.42,55.35,34.85,594603.27,43.69
752437.92,55.33,34.84,593792.77,43.67
752437.92,55.33,34.84,593792.77,43.67
752437.92,55.33,34.84,593792.77,43.67
752421.72,55.36,34.87,594211.08,43.72
752216.75,55.39,34.89,594234.45,43.76
752200.55,55.42,34.92,594551.37,43.81
751995.57,55.45,34.95,594538.1,43.84
751790.6,55.47,34.98,594548.12,43.87
751790.6,55.47,34.98,594548.12,43.87
751585.62,55.5,35.0,594820.03,43.92
751380.65,55.53,35.03,594752.91,43.95
751185.67,55.55,35.05,594646.82,43.98
751169.47,55.58,35.09,594628.95,44.0
750954.5,55.61,35.11,594506.53,44.02
750749.52,55.64,35.14,594503.2,44.06
750544.55,55.66,35.16,594487.81,44.09
750544.55,55.66,35.16,594487.81,44.09
750385.77,55.66,35.16,594338.62,44.08
750180.79,55.68,35.18,594566.3,44.13
750180.79,55.68,35.18,594566.3,44.13
749975.82,55.71,35.21,594363.15,44.15
749959.62,55.74,35.24,594357.72,44.18
749754.65,55.77,35.27,594569.61,44.22
749030.68,55.75,35.26,593845.64,44.2
749358.39,55.79,35.29,593844.58,44.21
749358.39,55.79,35.29,593844.58,44.21
749358.39,55.79,35.29,593844.58,44.21
749034.36,55.79,35.29,593877.42,44.23
749018.16,55.82,35.32,593844.58,44.26
748975.79,55.86,35.36,593966.17,44.3
748975.79,55.86,35.36,593966.17,44.3
748959.59,55.89,35.39,593966.17,44.32
748754.61,55.92,35.42,593966.39,44.36
748891.74,55.97,35.47,594354.87,44.42
748875.54,56.0,35.5,594354.87,44.45
748875.54,56.0,35.5,594354.87,44.45
748875.54,56.0,35.5,594354.87,44.45
748670.57,56.03,35.53,594330.27,44.48
748670.57,56.03,35.53,594330.27,44.48
747960.89,56.02,35.52,593578.14,44.46
747960.89,56.02,35.52,593578.14,44.46
747755.91,56.04,35.55,593759.74,44.5
747550.94,56.07,35.57,593874.44,44.54
747793.66,56.11,35.61,594974.25,44.64
747793.66,56.11,35.61,594974.25,44.64
747777.46,56.14,35.64,595508.31,44.71
747399.77,56.13,35.64,595016.35,44.69
747194.79,56.16,35.66,594918.91,44.71
747009.81,56.19,35.69,595510.4,44.79
747009.81,56.19,35.69,595510.4,44.79
747289.54,56.25,35.75,595429.72,44.82
747289.54,56.25,35.75,595689.68,44.84
747084.57,56.28,35.78,595686.35,44.87
746374.89,56.27,35.77,594976.68,44.85
746374.89,56.27,35.77,594979.09,44.85
746609.32,56.3,35.81,594971.56,44.87
746593.12,56.34,35.84,594956.66,44.9
746388.15,56.37,35.87,594941.26,44.93
746183.17,56.39,35.89,595043.77,44.97
746306.41,56.43,35.93,595104.76,45.0
745986.41,56.42,35.92,594784.76,44.98
745781.43,56.45,35.95,594737.48,45.01
745781.43,56.45,35.95,594989.55,45.03
745576.46,56.47,35.98,594940.96,45.06
745576.46,56.47,35.98,594940.96,45.06
745371.48,56.5,36.0,595356.94,45.13
745371.48,56.5,36.0,595356.94,45.13
745212.57,56.5,36.0,595202.99,45.12
745212.57,56.5,36.0,595202.99,45.12
745017.6,56.52,36.03,594939.58,45.14
744802.62,56.55,36.05,594774.73,45.16
744597.65,56.58,36.08,594790.24,45.19
744392.67,56.6,36.11,594768.56,45.23
744187.69,56.63,36.13,594755.48,45.26
744365.0,56.67,36.17,594692.55,45.28
744160.02,56.7,36.2,595280.84,45.36
743780.62,56.69,36.19,595280.84,45.37
743575.64,56.72,36.22,595014.66,45.39
743575.64,56.72,36.22,595014.66,45.39
743451.37,56.75,36.25,594949.71,45.42
743246.39,56.78,36.28,594953.11,45.45
743037.73,56.81,36.31,594961.09,45.49
742832.75,56.83,36.34,594933.32,45.52
742816.56,56.87,36.37,594933.32,45.55
743050.99,56.91,36.41,595759.17,45.63
742846.01,56.93,36.44,595840.69,45.67
742564.02,56.96,36.46,595570.43,45.68
742564.02,56.96,36.46,595570.43,45.68
742355.81,56.95,36.45,594988.19,45.65
742479.05,56.99,36.49,594901.31,45.66
742274.07,57.02,36.52,594875.05,45.69
742069.09,57.04,36.55,594853.98,45.73
742069.09,57.04,36.55,594853.98,45.73
741884.12,57.07,36.58,595634.46,45.82
741595.9,57.07,36.57,597146.64,45.95
741714.71,57.1,36.6,597252.24,45.98
741714.71,57.1,36.6,597252.24,45.98
742284.77,57.18,36.69,597437.56,46.03
740644.96,57.41,36.91,597413.19,46.31
740644.96,57.41,36.91,597413.19,46.31
740439.99,57.44,36.94,597413.19,46.34
740439.99,57.44,36.94,597413.19,46.34
740235.01,57.47,36.97,597413.19,46.38
740030.03,57.5,37.0,597443.62,46.42
739871.26,57.49,36.99,597294.84,46.41
739378.23,57.49,36.99,596770.33,46.4
739385.56,57.49,36.99,596771.94,46.4
739180.58,57.52,37.02,596744.94,46.44
739180.58,57.52,37.02,596744.94,46.44
739415.01,57.56,37.06,596743.19,46.45
739629.61,57.6,37.1,596741.71,46.47
739470.83,57.6,37.1,596582.93,46.47
739091.42,57.59,37.09,596653.61,46.49
739091.42,57.59,37.09,596653.61,46.49
739325.86,57.63,37.13,596622.22,46.5
739309.66,57.66,37.16,596613.3,46.53
739309.66,57.66,37.16,596613.3,46.53
739104.68,57.69,37.19,596613.03,46.57
738899.71,57.72,37.22,596939.19,46.63
738883.51,57.75,37.26,596924.62,46.66
738688.53,57.78,37.29,596787.23,46.68
738473.56,57.81,37.32,596595.3,46.71
738271.44,57.81,37.31,596944.16,46.74
737902.04,57.8,37.3,596703.98,46.74
737902.04,57.8,37.3,596703.98,46.74
737902.04,57.8,37.3,596703.98,46.74
738229.75,57.84,37.34,596579.5,46.74
737905.71,57.84,37.34,597631.64,46.84
737700.74,57.86,37.37,597615.53,46.88
737495.76,57.89,37.4,597625.42,46.91
737740.19,57.93,37.44,597799.2,46.95
737713.99,57.97,37.47,597700.55,46.97
737334.59,57.96,37.46,597761.01,46.99
737129.61,57.99,37.49,598149.63,47.06
737252.85,58.03,37.53,598133.44,47.08
737047.87,58.06,37.56,598166.58,47.12
737282.3,58.1,37.6,598158.4,47.14
737077.33,58.13,37.63,597971.93,47.16
736953.06,58.17,37.67,598061.15,47.2
736953.06,58.17,37.67,598061.15,47.2
737186.36,58.23,37.73,598442.45,47.27
736806.96,58.22,37.72,598568.35,47.3
736601.98,58.25,37.75,598568.35,47.34
736585.78,58.29,37.79,598468.02,47.36
736800.38,58.33,37.83,598442.45,47.38
737043.1,58.37,37.87,598779.76,47.42
737026.91,58.41,37.91,598474.63,47.43
736659.21,58.4,37.9,598442.45,47.44
736659.21,58.4,37.9,598442.45,47.44
736454.24,58.43,37.93,598442.77,47.48
736459.12,58.43,37.93,598483.07,47.48
736254.14,58.46,37.96,598483.24,47.52
736049.17,58.49,37.99,598482.76,47.56
736049.17,58.49,37.99,598482.76,47.56
735844.19,58.52,38.02,598482.75,47.6
735844.19,58.52,38.02,598482.75,47.6
735828.0,58.56,38.06,599879.16,47.74
735623.02,58.59,38.09,599879.16,47.78
735418.05,58.62,38.12,600018.43,47.82
735418.05,58.62,38.12,600018.43,47.82
735418.05,58.62,38.12,600018.43,47.82
735652.48,58.66,38.16,600378.53,47.87
735447.5,58.69,38.19,600239.26,47.9
735431.3,58.72,38.23,600221.38,47.93
735226.33,58.75,38.26,600260.77,47.97
735021.35,58.79,38.29,600230.63,48.01
734816.38,58.82,38.32,600214.94,48.04
734816.38,58.82,38.32,600214.94,48.04
734800.18,58.85,38.36,600209.51,48.07
734595.2,58.88,38.39,600191.57,48.11
734225.8,58.88,38.38,599969.11,48.11
734020.82,58.91,38.41,600391.23,48.18
733812.61,58.9,38.4,600180.17,48.17
733792.38,58.95,38.45,600211.69,48.22
734026.81,58.99,38.49,600210.63,48.23
733737.23,58.98,38.48,599910.78,48.22
734142.54,59.06,38.56,600457.14,48.3
734142.54,59.06,38.56,600457.14,48.3
734142.54,59.06,38.56,600457.14,48.3
734142.54,59.06,38.56,600457.14,48.3
734126.34,59.1,38.6,600479.76,48.34
733402.38,59.09,38.59,599755.8,48.32
733022.98,59.08,38.58,599751.6,48.34
732818.0,59.11,38.61,599730.35,48.37
732818.0,59.11,38.61,599730.35,48.37
733032.6,59.15,38.65,599711.93,48.39
732827.62,59.18,38.69,599710.54,48.43
732811.43,59.22,38.72,600211.82,48.51
732606.45,59.25,38.75,600210.09,48.54
732401.48,59.28,38.79,600210.09,48.58
732196.5,59.32,38.82,600351.02,48.63
731991.52,59.35,38.85,600210.09,48.66
731786.55,59.38,38.88,600383.73,48.72
731581.57,59.41,38.91,600210.09,48.74
731581.57,59.41,38.91,600210.09,48.74
731581.57,59.41,38.91,600210.09,48.74
731581.57,59.41,38.91,600210.09,48.74
731376.6,59.44,38.94,600188.77,48.78
731171.62,59.47,38.98,600185.74,48.82
731171.62,59.47,38.98,600185.74,48.82
731414.34,59.51,39.02,600156.47,48.83
731124.77,59.51,39.01,600719.09,48.89
730919.79,59.54,39.04,600758.06,48.94
730714.82,59.57,39.07,600746.22,48.97
730509.84,59.6,39.1,600719.08,49.01
730099.89,59.67,39.17,601074.07,49.12
729894.91,59.7,39.2,601409.96,49.19
729878.72,59.74,39.24,601803.34,49.25
730056.02,59.78,39.28,601600.68,49.26
730039.83,59.82,39.32,601578.26,49.29
730023.63,59.86,39.36,601973.14,49.36
730007.43,59.9,39.4,601771.91,49.37
730007.43,59.9,39.4,601771.91,49.37
729812.45,59.93,39.43,601526.15,49.39
729666.68,59.93,39.43,601213.12,49.38
729650.48,59.97,39.47,601055.08,49.4
729435.51,60.0,39.5,600964.95,49.43
729558.74,60.04,39.54,601970.74,49.54
729353.77,60.07,39.58,601970.96,49.58
729337.57,60.11,39.61,602164.09,49.63
728337.57,60.08,39.58,601164.09,49.59
728580.29,60.12,39.62,601457.5,49.63
728375.31,60.15,39.66,601440.54,49.67
728170.34,60.19,39.69,601450.78,49.71
727965.36,60.22,39.72,601678.55,49.77
727760.39,60.25,39.75,601607.58,49.81
727555.41,60.29,39.79,601561.0,49.85
727555.41,60.29,39.79,601561.0,49.85
727678.65,60.33,39.83,601544.8,49.87
727300.95,60.32,39.82,601760.86,49.91
727154.18,60.36,39.86,601900.52,49.96
727154.18,60.36,39.86,601900.52,49.96
727137.98,60.4,39.9,601894.23,49.99
727121.79,60.44,39.94,601892.34,50.03
727121.79,60.44,39.94,601892.34,50.03
727105.59,60.48,39.98,601922.58,50.06
727089.39,60.52,40.02,601908.55,50.1
726884.42,60.55,40.05,601886.71,50.14
726884.42,60.55,40.05,601886.71,50.14
726679.44,60.58,40.08,601970.54,50.19
726679.44,60.58,40.08,601970.54,50.19
726381.23,60.57,40.08,601584.61,50.17
726118.05,60.6,40.1,601316.86,50.19
725913.07,60.64,40.14,601341.07,50.23
725913.07,60.64,40.14,601341.07,50.23
725708.1,60.67,40.17,601347.9,50.27
725708.1,60.67,40.17,601347.9,50.27
725503.12,60.7,40.21,601269.65,50.31
725298.15,60.74,40.24,601697.36,50.39
725281.95,60.78,40.28,601681.15,50.42
725405.19,60.82,40.32,601681.15,50.45
725639.62,60.86,40.37,603678.68,50.63
724929.94,60.86,40.36,602969.01,50.62
724637.66,60.85,40.35,602749.87,50.61
724442.68,60.88,40.38,602396.19,50.62
724442.68,60.88,40.38,602396.19,50.62
724227.71,60.91,40.42,602283.01,50.66
724022.73,60.95,40.45,602279.69,50.7
724145.97,60.99,40.49,602279.69,50.73
723940.99,61.03,40.53,602264.29,50.77
723736.02,61.06,40.56,602273.76,50.81
723531.04,61.1,40.6,602464.94,50.87
723514.84,61.14,40.64,602465.08,50.91
723309.87,61.17,40.67,602357.55,50.94
723104.89,61.2,40.71,602271.87,50.98
722725.49,61.2,40.7,601534.42,50.93
722530.51,61.23,40.73,601763.37,51.0
722653.74,61.28,40.78,601763.23,51.03
722658.63,61.28,40.78,601769.46,51.03
722443.66,61.31,40.81,601527.42,51.05
722238.68,61.34,40.85,601530.82,51.09
722238.68,61.34,40.85,601530.82,51.09
722238.68,61.34,40.85,601530.82,51.09
722033.7,61.38,40.88,601529.32,51.14
721828.73,61.41,40.92,601518.17,51.18
721828.73,61.41,40.92,601615.92,51.19
722071.45,61.46,40.96,601615.92,51.21
722071.45,61.46,40.96,601615.92,51.21
721866.47,61.49,41.0,602058.51,51.29
722081.07,61.54,41.04,602120.93,51.32
721876.1,61.58,41.08,602151.36,51.36
721833.72,61.63,41.13,602037.26,51.4
721833.72,61.63,41.13,602037.26,51.4
722071.67,61.7,41.2,602501.05,51.48
721866.69,61.73,41.24,602484.95,51.52
721866.69,61.73,41.24,602484.95,51.52
721661.72,61.77,41.27,602494.83,51.57
721456.74,61.8,41.31,602841.23,51.64
721456.74,61.8,41.31,602841.23,51.64
720646.24,61.79,41.29,602003.39,51.62
720646.24,61.79,41.29,602003.39,51.62
720630.05,61.83,41.33,602160.18,51.66
720425.07,61.86,41.37,602235.54,51.72
720220.1,61.9,41.4,601935.68,51.73
720015.12,61.94,41.44,601917.61,51.78
720329.13,62.02,41.52,602519.59,51.87
720124.16,62.05,41.55,602497.45,51.92
719919.18,62.09,41.59,602498.37,51.96
719551.48,62.08,41.58,602279.17,51.96
719551.48,62.08,41.58,602279.17,51.96
719551.48,62.08,41.58,602279.17,51.96
719551.48,62.08,41.58,602279.17,51.96
719785.91,62.13,41.63,603705.58,52.11
719406.51,62.12,41.62,603140.27,52.08
719184.59,62.11,41.61,603234.7,52.1
719184.59,62.11,41.61,603234.7,52.1
719399.19,62.16,41.66,604414.21,52.22
719399.19,62.16,41.66,604414.21,52.22
719633.62,62.21,41.71,604414.21,52.25
719254.21,62.2,41.7,604414.21,52.27
719431.52,62.24,41.75,604415.69,52.29
719226.54,62.28,41.78,604519.6,52.35
719460.97,62.33,41.83,604518.12,52.37
719256.0,62.36,41.87,604611.28,52.42
718876.59,62.36,41.86,604611.28,52.44
718671.61,62.39,41.89,604591.74,52.49
717031.81,62.68,42.19,604567.37,52.85
717015.61,62.73,42.23,604567.37,52.89
716891.34,62.77,42.27,605348.98,53.01
716891.34,62.77,42.27,605348.98,53.01
717110.36,62.85,42.35,605096.37,53.03
716905.39,62.88,42.39,605096.6,53.08
716905.39,62.88,42.39,605059.96,53.07
717028.62,62.93,42.43,605142.27,53.11
717263.05,62.98,42.48,605090.04,53.13
717263.05,62.98,42.48,605007.53,53.12
716893.65,62.97,42.47,604977.45,53.14
716893.65,62.97,42.47,605103.66,53.15
716688.67,63.01,42.51,605079.06,53.19
716672.47,63.05,42.55,606229.14,53.33
716672.47,63.05,42.55,606229.14,53.33
716467.5,63.09,42.59,606265.27,53.38
716701.93,63.13,42.64,606699.84,53.44
716496.95,63.17,42.67,606882.41,53.51
716291.98,63.21,42.71,606828.69,53.55
716107.0,63.25,42.75,607349.61,53.64
716287.69,63.32,42.82,607236.98,53.68
716271.5,63.36,42.87,607219.11,53.72
716448.8,63.41,42.92,607212.61,53.75
716243.82,63.45,42.95,607200.52,53.79
716038.85,63.49,42.99,607193.89,53.84
716038.85,63.49,42.99,607193.89,53.84
716038.85,63.49,42.99,607193.89,53.84
715740.64,63.48,42.98,606957.4,53.83
714100.83,63.79,43.29,606957.4,54.22
713895.86,63.83,43.33,606966.87,54.27
713879.66,63.87,43.37,606977.98,54.31
713879.66,63.87,43.37,606977.98,54.31
713879.66,63.87,43.37,606977.98,54.31
713674.69,63.91,43.41,607169.16,54.37
712950.72,63.9,43.41,606445.2,54.36
712934.53,63.95,43.45,606435.07,54.4
712934.53,63.95,43.45,606435.07,54.4
712729.55,63.99,43.49,606438.83,54.44
712544.57,64.03,43.53,606358.75,54.49
712725.27,64.1,43.6,606802.03,54.58
712015.59,64.1,43.6,606092.36,54.56
711717.38,64.09,43.59,606133.88,54.58
711106.74,64.09,43.59,605560.62,54.58
710901.76,64.13,43.63,605542.51,54.63
710885.56,64.17,43.68,605541.53,54.67
710680.59,64.21,43.72,605536.62,54.71
710895.19,64.27,43.77,606233.39,54.8
710690.21,64.31,43.81,606552.3,54.88
710485.24,64.35,43.85,606697.9,54.95
710277.03,64.34,43.84,606612.12,54.95
710277.03,64.34,43.84,606612.12,54.95
710260.83,64.39,43.89,607072.8,55.03
709650.19,64.39,43.89,606499.53,55.03
709445.21,64.43,43.93,606496.01,55.08
709445.21,64.43,43.93,606496.01,55.08
709394.26,64.48,43.98,606345.66,55.12
709394.26,64.48,43.98,606345.66,55.12
709378.07,64.53,44.03,606877.52,55.2
709378.07,64.53,44.03,606877.52,55.2
709501.3,64.58,44.08,606861.32,55.24
709647.0,64.65,44.15,607259.02,55.32
709442.02,64.69,44.19,607255.69,55.37
709425.83,64.74,44.24,607249.4,55.41
709220.85,64.78,44.28,607228.67,55.46
709015.88,64.82,44.32,607298.7,55.52
709015.88,64.82,44.32,607298.7,55.52
708999.68,64.86,44.37,607296.81,55.56
708290.0,64.86,44.36,606587.13,55.55
708290.0,64.86,44.36,606587.13,55.55
708273.81,64.9,44.41,606587.2,55.59
708488.4,64.96,44.46,606677.2,55.62
708488.4,64.96,44.46,606677.2,55.62
708283.43,65.0,44.5,606707.41,55.68
708078.45,65.04,44.54,606658.41,55.72
708078.45,65.04,44.54,606658.41,55.72
707873.48,65.08,44.58,606619.79,55.77
707873.48,65.08,44.58,606619.79,55.77
707668.5,65.12,44.62,606798.5,55.84
707465.07,65.12,44.62,606319.98,55.81
707415.07,65.11,44.62,606269.98,55.8
707045.66,65.11,44.61,606187.39,55.82
706840.68,65.15,44.65,605995.74,55.85
707017.99,65.2,44.7,605913.44,55.88
706813.01,65.24,44.74,605891.3,55.93
707047.44,65.29,44.79,605883.54,55.95
706842.47,65.33,44.84,605881.31,56.0
706637.49,65.37,44.88,605951.85,56.06
706432.52,65.42,44.92,606114.83,56.13
706227.54,65.46,44.96,606071.11,56.17
706227.54,65.46,44.96,606071.11,56.17
706010.08,65.45,44.95,605847.14,56.17
706010.08,65.45,44.95,605847.14,56.17
705825.1,65.49,45.0,606507.96,56.28
705808.91,65.54,45.05,608815.51,56.54
706012.81,65.62,45.12,608598.74,56.57
705378.96,65.62,45.13,607964.89,56.56
705080.75,65.62,45.12,607537.18,56.54
704875.77,65.66,45.16,607533.85,56.59
704875.77,65.66,45.16,607533.85,56.59
704670.8,65.7,45.2,607514.16,56.64
704654.6,65.75,45.25,607512.13,56.68
704449.62,65.79,45.29,607513.47,56.74
704449.62,65.79,45.29,607513.47,56.74
704449.62,65.79,45.29,607513.47,56.74
704449.62,65.79,45.29,607513.47,56.74
704449.62,65.79,45.29,607513.47,56.74
704244.65,65.83,45.34,607732.45,56.81
704228.45,65.88,45.38,607731.26,56.85
704228.45,65.88,45.38,607731.26,56.85
704228.45,65.88,45.38,607731.26,56.85
704212.25,65.93,45.43,607731.26,56.9
704007.28,65.97,45.48,607648.74,56.94
703991.08,66.02,45.52,607648.74,56.99
703786.11,66.06,45.57,607779.3,57.05
703406.7,66.06,45.56,607335.72,57.04
703201.72,66.1,45.6,607153.49,57.07
703201.72,66.1,45.6,607153.49,57.07
702996.75,66.14,45.65,607065.99,57.12
702996.75,66.14,45.65,607065.99,57.12
702788.54,66.14,45.64,606957.85,57.12
702772.34,66.19,45.69,606994.64,57.17
703006.77,66.24,45.74,606976.78,57.19
702801.8,66.28,45.78,606977.01,57.24
702512.22,66.27,45.78,606531.85,57.22
702307.24,66.32,45.82,606525.4,57.27
702102.27,66.36,45.86,606750.89,57.35
701897.29,66.4,45.91,606696.34,57.4
701077.39,66.58,46.08,606681.37,57.61
700787.82,66.57,46.07,606541.15,57.62
701002.42,66.63,46.13,606522.22,57.65
700797.44,66.67,46.17,606473.18,57.7
700592.46,66.71,46.22,606455.1,57.75
700479.86,66.77,46.27,606752.19,57.83
700603.09,66.82,46.32,608843.68,58.07
700305.75,66.86,46.36,608424.62,58.08
700305.75,66.86,46.36,608424.62,58.08
700100.77,66.9,46.4,608412.54,58.14
699895.8,66.94,46.45,608405.91,58.19
699690.82,66.99,46.49,608461.2,58.25
699311.42,66.98,46.49,607995.28,58.24
699106.44,67.03,46.53,607935.04,58.29
699106.44,67.03,46.53,607935.04,58.29
699106.44,67.03,46.53,607935.04,58.29
699349.16,67.08,46.58,607911.92,58.31
698971.46,67.07,46.58,607910.67,58.34
698971.46,67.07,46.58,607910.67,58.34
699205.89,67.13,46.63,607970.66,58.37
699000.92,67.17,46.67,608372.42,58.46
698621.51,67.17,46.67,608330.96,58.48
698621.51,67.17,46.67,608330.96,58.48
698416.54,67.21,46.71,608071.17,58.52
698416.54,67.21,46.71,608071.17,58.52
698416.54,67.21,46.71,608071.17,58.52
698221.56,67.26,46.76,608042.32,58.57
698006.59,67.3,46.8,607928.5,58.62
698129.82,67.35,46.86,607909.96,58.65
697924.85,67.4,46.9,607893.85,58.71
697719.87,67.45,46.95,607888.08,58.76
697421.66,67.44,46.94,607346.36,58.73
697216.68,67.48,46.99,607344.93,58.78
697393.99,67.54,47.04,607884.04,58.87
697377.79,67.59,47.09,607470.84,58.88
697377.79,67.59,47.09,607470.84,58.88
697038.22,67.58,47.08,607497.12,58.9
697044.32,67.58,47.08,607504.21,58.9
697044.32,67.58,47.08,607504.21,58.9
696839.35,67.63,47.13,607783.02,58.98
696019.44,67.81,47.31,607758.65,59.21
696142.68,67.87,47.37,607821.37,59.26
696387.11,67.92,47.42,609517.84,59.45
696182.13,67.97,47.47,609497.54,59.5
696182.13,67.97,47.47,609497.54,59.5
696182.13,67.97,47.47,609497.54,59.5
696161.9,68.03,47.53,609817.0,59.59
696135.7,68.08,47.59,609897.92,59.65
696119.5,68.14,47.64,609880.05,59.69
695740.1,68.13,47.63,609302.07,59.67
695535.12,68.18,47.68,609317.58,59.73
695518.93,68.23,47.73,609312.15,59.77
695924.24,68.34,47.84,609733.11,59.87
695908.04,68.39,47.89,609732.05,59.92
695703.06,68.44,47.94,609710.3,59.98
695498.09,68.48,47.99,610120.93,60.08
695498.09,68.48,47.99,610120.93,60.08
695293.11,68.53,48.03,609934.37,60.12
695527.54,68.59,48.09,609956.99,60.15
695704.85,68.64,48.14,609934.37,60.18
695325.44,68.64,48.14,609934.37,60.21
695325.44,68.64,48.14,609934.37,60.21
695120.46,68.68,48.19,609692.16,60.24
695120.46,68.68,48.19,609692.16,60.24
695120.46,68.68,48.19,609692.16,60.24
695354.89,68.74,48.24,610226.09,60.32
695169.92,68.79,48.29,610881.93,60.45
695175.27,68.86,48.36,610624.01,60.48
694970.3,68.91,48.41,610611.93,60.54
694765.32,68.95,48.46,610599.64,60.6
694330.02,68.98,48.48,610201.71,60.62
694330.02,68.98,48.48,610201.71,60.62
694330.02,68.98,48.48,609949.84,60.6
694125.04,69.03,48.53,609963.18,60.66
693920.07,69.08,48.58,609953.15,60.72
693920.07,69.08,48.58,610209.53,60.74
693715.09,69.12,48.63,610206.22,60.8
693715.09,69.12,48.63,610176.47,60.8
693335.68,69.12,48.62,609863.48,60.8
693130.71,69.17,48.67,610173.78,60.89
692925.73,69.22,48.72,610031.03,60.94
692720.76,69.26,48.77,609863.48,60.98
692515.78,69.31,48.82,609866.88,61.04
692310.81,69.36,48.86,609865.37,61.1
692105.83,69.41,48.91,609854.23,61.16
692105.83,69.41,48.91,609892.91,61.17
692105.83,69.41,48.91,609889.67,61.17
691900.85,69.46,48.96,609874.57,61.23
691900.85,69.46,48.96,609938.46,61.23
692135.29,69.52,49.02,609862.15,61.25
692142.61,69.52,49.02,609870.69,61.25
692265.85,69.58,49.08,611616.89,61.47
692060.87,69.62,49.13,612178.86,61.59
691855.9,69.67,49.18,611860.65,61.62
691979.13,69.73,49.23,611844.45,61.66
691680.92,69.72,49.23,611793.61,61.67
691485.94,69.78,49.28,611621.97,61.72
691191.25,69.77,49.27,611263.37,61.7
690976.27,69.82,49.32,611191.23,61.76
690960.08,69.87,49.37,611184.94,61.81
691083.31,69.93,49.43,611243.34,61.85
691206.55,69.99,49.49,611203.05,61.89
691001.57,70.04,49.54,611206.45,61.95
690796.6,70.09,49.59,611180.21,62.01
690591.62,70.14,49.64,611269.74,62.08
690591.62,70.14,49.64,611205.86,62.08
690591.62,70.14,49.64,611284.94,62.09
690386.64,70.19,49.69,611261.71,62.15
690370.45,70.25,49.75,611241.83,62.2
690354.25,70.3,49.81,611241.72,62.25
690356.69,70.3,49.81,611242.97,62.25
690063.34,70.3,49.8,610984.37,62.24
689690.45,70.29,49.79,610547.24,62.23
689924.88,70.35,49.85,612181.9,62.42
689555.47,70.34,49.85,611339.45,62.37
689350.5,70.4,49.9,611271.61,62.42
689145.52,70.45,49.95,611470.32,62.51
689145.52,70.45,49.95,611470.32,62.51
688962.18,70.44,49.95,611296.61,62.5
688757.21,70.5,50.0,611151.16,62.55
688553.77,70.49,49.99,611163.75,62.57
688348.8,70.54,50.05,611110.48,62.63
688332.6,70.6,50.1,611799.27,62.75
688043.02,70.59,50.1,611458.52,62.74
688166.26,70.65,50.16,611442.33,62.78
688150.06,70.71,50.21,611436.04,62.83
687945.09,70.76,50.26,611439.44,62.89
687740.11,70.81,50.32,611437.93,62.96
687535.14,70.87,50.37,611411.66,63.02
687658.37,70.93,50.43,611470.06,63.07
687453.39,70.98,50.48,611493.01,63.13
687437.2,71.04,50.54,611465.35,63.18
687437.2,71.04,50.54,611465.35,63.18
687232.22,71.09,50.59,611516.21,63.26
687107.95,71.15,50.65,612466.24,63.42
687322.55,71.21,50.71,612433.62,63.45
687129.24,71.26,50.77,611780.7,63.45
687129.24,71.26,50.77,611780.7,63.45
687113.04,71.32,50.83,612592.22,63.59
687347.47,71.38,50.88,612866.05,63.65
687347.47,71.38,50.88,612866.05,63.65
687142.5,71.44,50.94,612869.45,63.71
